,Concept_ID,te,eu
130,Insel::N,దీవి,uharte
131,Blume::N,పుష్పము,lili
132,Gras::N,పచ్చగడ్డి,belar
133,Wurzel::N,వేరు,zuztar
134,Wurzel::N,వేరు,sustrai
135,Baum::N,చెట్టు,zuhaitz
136,Stamm::N,చెట్టుబోదె,enbor
137,Rinde::N,చెట్టుపట్ట,azal
138,Ast::N,కొమ్మ,adar
139,Zweig::N,చివుకు,abar
140,Blatt::N,ఆకు,hosto
141,Birke::N,తరహా చెట్టు,urki
142,Kiefer[Baum]::N,దేవదారు చెట్టు,ler
143,Weide[Baum]::N,జాతిచెట్టు,zume
144,Weide[Baum]::N,జాతిచెట్టు,sahats
145,Tanne::N,దేవదారుచెట్టు,izei
146,Horn::N,కొమ్ము,adar
147,Feder::N,ఈక,luma
148,Feder::N,ఈక,hegaki
149,Fell::N,తోలు,ile
150,Fell::N,తోలు,larru
151,Flügel::N,ఱెక్క,hego
152,Klaue::N,వంకరగోరు,atzapar
153,Kralle::N,వంకరగోరు,erpe
154,Kralle::N,వంకరగోరు,atzapar
155,Schwanz::N,తోక,isats
156,Schwanz::N,తోక,buztan
157,Ei::N,గ్రుడ్డు,arrautza
158,Nest::N,పక్షిగూడు,habia
159,Bau::N,గుహ,ohantze
160,Tier::N,జంతువు,abere
161,Tier::N,జంతువు,piztia
162,Herde::N,మంద,saldo
163,Herde::N,మంద,abere talde
164,Kuh::N,ఆవు,behi
165,Bulle::N,గిత్త,zezen
166,Pferd::N,గుఱ్ఱము,zaldi
167,Schaf::N,గొఱ్ఱె,ardi
168,Schwein::N,పంది,urde
169,Schwein::N,పంది,txerri
170,Hund::N,కుక్క,txakur
171,Katze::N,పిల్లి,katu
172,Bär::N,ఎలుగుబంటి,hartz
173,Eichhörnchen::N,ఉడుత,urtxintxa
174,Elch::N,కణంజు,altze
175,Fuchs::N,గుంటనక్క,azeri
176,Hase::N,కుందేలు,erbi
177,Maus::N,చిట్టెలుక,sagu
178,Wolf::N,తోడేలు,otso
179,Vogel::N,పక్షి,txori
180,Vogel::N,పక్షి,hegazti
181,Schwarm::N,గుంపు,aldra
182,Huhn::N,కోడిపిల్ల,oilo
183,Hahn::N,కోడివుంజు,oilar
184,Gans::N,ఆడుబాతు,antzara
185,Adler::N,గ్రద్ద,arrano
186,Ente::N,పాట్టిబాతు,ahate
187,Eule::N,గ్రుడ్లగూబ,hontza
188,Kranich::N,కొంగ,kurrilo
189,Krähe::N,కాకి,bele
190,Kuckuck::N,కోయల,kuku
191,Schwan::N,హంస,beltxarga
192,Fisch::N,చేప,arrain
193,Barsch::N,ఒకచేఁప,perka
194,Hecht::N,గండుమీను,lutxo
195,Schlange[Tier]::N,పాము,suge
196,Wurm::N,పురుగు,har
197,Spinne::N,సాలె పురుగు,armiarma
198,Ameise::N,చీమ,inurri
199,Laus::N,పేను,zorri
200,Mücke::N,చీకటీగ,eltxo
201,Fliege::N,ఈగ,euli
202,Schmetterling::N,సీతాకోకచిలుక,pinpirin
203,Schmetterling::N,సీతాకోకచిలుక,tximeleta
204,Beere::N,కాయ,baia
205,Apfel::N,ఆపిల్ పండు,sagar
206,Pilz::N,కుక్కగొడుగు,onddo
207,Pilz::N,కుక్కగొడుగు,perretxiko
208,Zwiebel::N,నీరుల్లి,tipula
209,Saat::N,విత్తనము,haziak
210,Korn::N,గింజ,ale
211,Korn::N,గింజ,pikor
212,Heu::N,ఎండుగడ్డి,belar ondu
213,Schale::N,పొట్టు,azal
214,Grube::N,గొయ్యి,hobi
215,Falle::N,బోను,harrapagailu
216,Schlinge::N,ఉరి,bilur
217,Schlinge::N,ఉరి,xedera
218,Spur::N,జాడ,lorratz
219,Asche::N,బూడిద,errauts
220,Dreck::N,ముఱికి,satsukeria
221,Eisen::N,ఇనుము,burdina
222,Gold::N,బంగారము,urre
223,Gold::N,బంగారము,urregorri
224,Silber::N,వెండి,zilar
225,Silber::N,వెండి,urrezuri
226,Kohle::N,నేలబొగ్గు,ikatz
227,Glas::N,గాజు,beira
228,Lehm::N,బంకమన్ను,buztin
229,Sand::N,ఇసుక,harea
230,Sand::N,ఇసుక,hondar
231,Mensch::N,నరుడు,gizaki
232,Mann::N,పురుమడు,gizon
233,Frau::N,ఆడుది,andere
234,Frau::N,ఆడుది,emakume
235,Kind::N,బిడ్డ,haur
236,Junge::N,బాలుడు,mutil
237,Mädchen::N,బాలిక,neska
238,Familie::N,కుటుంబము,sendi
239,Familie::N,కుటుంబము,familia
240,Großvater::N,తాత,aitona
241,Großvater::N,తాత,aitatxi
242,Großmutter::N,అయ్యమ్మ,amona
243,Großmutter::N,అయ్యమ్మ,amatxi
244,Eltern::N,తల్లితండ్రులు,gurasoak
245,Vater::N,తండ్రి,aita
246,Mutter::N,తల్లి,ama
247,Sohn::N,కొడుకు,seme
248,Tochter::N,కూతురు,alaba
249,Bruder::N,పోదరుడు,neba
250,Bruder::N,పోదరుడు,anaia
251,Schwester::N,సోదరి,ahizpa
252,Onkel::N,మేనమామ,osaba
253,Tante::N,మేనత్త,izeba
254,Tante::N,పినతల్లి,izeba
255,Ehemann::N,భర్త,senar
256,Ehefrau::N,భార్య,emazte
257,Freude::N,సంతోషము,poz
258,Freude::N,సంతోషము,pozkari
259,Gelächter::N,నవ్వు,barre
260,Gelächter::N,నవ్వు,karkara
261,Glück::N,సంతోషము,zori
262,Kummer::N,దుఃఖము,xangrin
263,Kummer::N,దుఃఖము,atsekabe
264,Wunsch::N,కోరిక,nahi
265,Wunsch::N,కోరిక,nahikunde
266,Lust::N,కోరిక,gogo
267,Geist::N,ఆత్మ,gogo
268,Gedanke::N,ఆలోచన,gogoeta
269,Gedächtnis::N,జ్ఞాపకము,oroimen
270,Gedächtnis::N,జ్ఞాపకము,gogoramen
271,Verstand::N,మనస్సు,adimen
272,Verstand::N,మనస్సు,ulermen
273,Sinn::N,అర్థము,zentzu
274,Grund::N,కారణము,zergati
275,Wahrheit::N,సత్యము,egia
276,Gespräch::N,పంభాషణ,hizketa
277,Gespräch::N,పంభాషణ,elkarrizketa
278,Märchen::N,అద్భుతకథ,ipuin
279,Erzählung::N,కథ,edesti
280,Erzählung::N,కథ,kontakizun
281,Nachricht::N,వార్త,albiste
282,Neuigkeit::N,వార్త,berri
283,Name::N,పేరు,izen
284,Rätsel::N,చిక్కు,asmakizun
285,Rede::N,ఉపన్యాసము,hitzaldi
286,Rede::N,ఉపన్యాసము,mintzaldi
287,Sprache::N,భాష,hizkuntza
288,Stimme::N,కంరథ్సని,ahots
289,Wort::N,మాట,hitz
290,Zeichen::N,గుర్తు,agerbide
291,Zeichen::N,గుర్తు,agergarri
292,Ruf::N,పిలువు,dei
293,Lärm::N,సందడి,zarata
294,Lärm::N,సందడి,harrabots
295,Laut::N,ధ్వని,hots
296,Ton::N,స్వరము,tonu
297,Ton::N,స్వరము,soinu
298,Lied::N,పాట,abesti
299,Ruhe::N,గాలిలేమి,nasaitasun
300,Leute::N,జనులు,jende
301,Volk::N,జాతి,herri
302,Volk::N,జాతి,populu
303,Arbeit::N,పని,lan
304,Gast::N,అతిధి,arrotz
305,Gast::N,అతిధి,apopilo
306,Geschenk::N,దానము,opari
307,Spiel::N,ఆట,jolas
308,Gesellschaft::N,జట్టు,gizarte
309,Hilfe::N,సాహాయ్యము,helpide
310,Hilfe::N,సాహాయ్యము,laguntza
311,Freund::N,స్నేహితుడు,lagun
312,Kamerad::N,చెలికాడు,adiskide
313,Kamerad::N,చెలికాడు,lagunkide
314,Angelegenheit::N,విషయము,afera
315,Anzahl::N,లెక్క,kopuru
316,Art::N,జాతి,mota
317,Stück::N,తునుక,puska
318,Teil::N,భాగము,atal
319,Hälfte::N,సగము,erdi
320,Kreis::N,వృత్తము,biribilki
321,Kreuz::N,సిలువ,gurutze
322,Linie::N,గీత,linea
323,Strich::N,గీత,marra
324,Abstand::N,సందు,tarte
325,Entfernung::N,దూరము,urrunera
326,Gegend::N,విస్తీర్ణము,alderdi
327,Gegend::N,విస్తీర్ణము,eskualde
328,Platz::N,ఎడము,leku
329,Ort::N,స్థలము,toki
330,Seite::N,ప్రక్క,albo
331,Mitte::N,నడిమి,erdi
332,Gegenstand::N,పద్దు,gauzaki
333,Sache::N,వస్తువు,gauza
334,Rand::N,అంచు,ertz
335,Kante::N,అంచు,ertz
336,Ecke::N,మూల,kantoi
337,Spitze::N,మొన,punta
338,Ende::N,కొన,buru
339,Ende::N,కొన,mutur
340,Loch::N,రంధ్రము,zulo
341,Winkel::N,కోణము,zoko
342,Winkel::N,కోణము,bazter
343,Muster::N,మాదిరి,eredu
344,Muster::N,మాదిరి,marrazki
345,Größe::N,పరిమాణము,kaizu
346,Größe::N,పరిమాణము,tamaina
347,Länge::N,పొడుగు,luzera
348,Höhe::N,పొడుగు,goiera
349,Höhe::N,పొడుగు,garaiera
350,Gewicht::N,భారము,hazta
351,Menge::N,మొత్తము,kopuru
352,Haufen::N,రాశి,pila
353,Haufen::N,రాశి,mendoi
354,Reihe::N,వరుస,ilara
355,Reihe::N,వరుస,errenkada
356,Boot::N,పడవ,potin
357,Boot::N,పడవ,txalupa
358,Ruder::N,అడక,arraun
359,Schlitten::N,సరవండ్లు,lera
360,Schlitten::N,సరవండ్లు,narra
361,Ski::N,స్కీ,eski
362,Lagerfeuer::N,నెగడు,su
363,Last::N,బరువు,zama
364,Last::N,బరువు,karga
365,Gang::N,నడక,ibilera
366,Schritt::N,అడుగు,pauso
367,Schritt::N,అడుగు,urrats
368,Norden::N,ఉత్తరదిక్కు,ipar
369,Norden::N,ఉత్తరదిక్కు,iparralde
370,Süden::N,దక్షిణము,hego
371,Süden::N,దక్షిణము,hegoalde
372,Westen::N,పడమర,sartalde
373,Westen::N,పడమర,mendebalde
374,Osten::N,తూర్పు,ekialde
375,Osten::N,తూర్పు,sortalde
376,Holz::N,కొయ్య,zur
377,Brett::N,పలక,ohol
378,Platte::N,పలక,lauza
379,Stütze::N,వాల్సేడ్లు,irozgarri
380,Stütze::N,వాల్సేడ్లు,bermagailu
381,Stange::N,స్తంభము,haga
382,Stock::N,కఱ్ఱ,makila
383,Stab::N,కఱ్ఱ,makila
384,Rohr::N,గొట్టము,hodi
385,Haus::N,ఇల్లు,etxe
386,Heim::N,స్వగృహము,etxe
387,Heim::N,స్వగృహము,etxaleku
388,Ofen::N,పొయ్యి,berogailu
389,Fußboden::N,నేల,zoru
390,Tisch::N,మేజా,mahai
391,Stuhl::N,కుర్చీ,aulki
392,Wiege::N,ఉయ్యాల,kuma
393,Wiege::N,ఉయ్యాల,sehaska
394,Bett::N,పడక,ohe
395,Bett::N,పడక,ohatze
396,Bett::N,మంచం,ohe
397,Bett::N,మంచం,ohatze
398,Regal::N,అటక,apalategi
399,Kiste::N,వెట్టె,kutxa
400,Fenster::N,కిటికి,leiho
401,Tür::N,ద్వారము,ate
402,Tor::N,ద్వారము,atari
403,Zaun::N,కంచె,hesi
404,Dach::N,ఇంటివైకప్పు,teilatu
405,Leiter::N,నిచ్చెన,zurubi
406,Besen::N,చీపురుకట్ట,erratz
407,Spaten::N,పాఱ,burdinpala
408,Schaufel::N,పాఱ,pala
409,Gabel::N,ముండ్లగరిటె,sardexka
410,Löffel::N,గరిటె,koilara
411,Messer::N,కత్తి,aizto
412,Nagel::N,మేకు,iltze
413,Netz::N,వల,sare
414,Haken::N,కొక్కెము,mako
415,Griff::N,పిడి,eskutoki
416,Schloss::N,తాళము,sarraila
417,Bild::N,చిత్రము,irudi
418,Figur::N,రూపము,figura
419,Puppe::N,బొమ్మ,panpina
420,Puppe::N,బొమ్మ,andrakila
421,Beutel::N,సంచి,zorro
422,Bündel::N,మూట,azao
423,Bündel::N,మూట,espal
424,Tasche::N,సంచి,poltsa
425,Eimer::N,చేద,treska
426,Deckel::N,మూత,tapa
427,Deckel::N,మూత,estalki
428,Geschirr::N,వంటకాలు,baxera
429,Geschirr::N,వంటకాలు,ontziteria
430,Sack::N,గోనెసంచి,zaku
431,Tasse::N,గిన్నె,kikara
432,Topf::N,కుండ,ontzi
433,Topf::N,కుండ,lapiko
434,Kessel::N,నీరుకాచుపాత్ర,pazia
435,Essen::N,ఆహారము,janaldi
436,Nahrung::N,ఆహారము,jan
437,Speise::N,ఆహారము,jaki
438,Fleisch::N,మాంసము,okela
439,Fleisch::N,మాంసము,haragi
440,Getreide::N,ధాన్యము,labore
441,Brei::N,గుజ్జు,ahi
442,Brei::N,గుజ్జు,pure
443,Brot::N,రొట్టె,ogi
444,Scheibe::N,బద్ద,xerra
445,Scheibe::N,బద్ద,pirripita
446,Fett::N,క్రొవ్వు,urin
447,Fett::N,క్రొవ్వు,koipe
448,Butter::N,వెన్న,gurin
449,Öl::N,నూనె,olio
450,Salz::N,ఉప్పు,gatz
451,Suppe::N,చారు,zopa
452,Suppe::N,చారు,salda
453,Honig::N,తెనె,ezti
454,Milch::N,పాలు,esne
455,Tee::N,తేనీరు,te
456,Leder::N,బాగుచేసివతోలు,larru
457,Wolle::N,ఉన్ని,artile
458,Stoff::N,బట్ట,ehun
459,Nadel::N,సూది,orratz
460,Nadel::N,సూది,jostorratz
461,Faden::N,దారము,hari
462,Knopf::N,బొత్తాము,botoi
463,Knoten::N,ముడి,korapilo
464,Farbe::N,రంగు,pintura
465,Kleidung::N,బట్టలు,arropa
466,Kleidung::N,బట్టలు,jantziak
467,Hemd::N,చొక్కాయ,atorra
468,Hemd::N,చొక్కాయ,alkandora
469,Kragen::N,మాల,idun
470,Ärmel::N,చొక్కాయచెయ్యి,mahuka
471,Hose::N,ఇజారు,prakak
472,Hose::N,ఇజారు,galtzak
473,Gürtel::N,పటకా,gerriko
474,Mütze::N,టోపి,txano
475,Mütze::N,టోపి,txapel
476,Schuh::N,పాదరక్ష,oski
477,Schuh::N,పాదరక్ష,oinetako
478,Stiefel::N,బూటు,bota
479,Ring::N,ఉంగరము,uztai
480,Band::N,నాడా,zinta
481,Band::N,నాడా,xingola
482,Kamm::N,దువ్వెన,orrazi
483,Spiegel::N,అద్దము,mirail
484,Riemen::N,వాడా,uhal
485,Schnur::N,దారము,lokailu
486,Leine::N,వారు,lotura
487,Decke::N,కంబళి,burusi
488,Kissen::N,తలగడ,kuxin
489,Tuch::N,బట్ట,zapi
490,Tuch::N,బట్ట,oihal
491,Handtuch::N,తువాలు,eskuzapi
492,Handtuch::N,తువాలు,eskuoihal
493,Kraft::N,బలము,indar
494,Stärke::N,శక్తి,indar
495,Gesundheit::N,ఆరోగ్యము,osasun
496,Krankheit::N,రోగము,eritasun
497,Krankheit::N,రోగము,gaixotasun
498,Schmerz::N,నొప్పి,min
499,Wunde::N,గాయము,zauri
500,Fieber::N,జ్వరము,sukar
501,Arznei::N,మందు,osagai
502,Arznei::N,మందు,sendagai
503,Brücke::N,వంతెన,zubi
504,Brunnen::N,బావి,putzu
505,Brunnen::N,కూపము,putzu
506,Brunnen::N,నుయ్యి,putzu
507,Weide::N,పచ్చికబయలు,alha
508,Weide::N,పచ్చికబయలు,bazkaleku
509,Pfad::N,కాలిత్రోవ,zidor
510,Pfad::N,కాలిత్రోవ,bidexka
511,Weg::N,మార్గము,bide
512,Straße::N,బాట,errepide
513,Dorf::N,గ్రామము,herri
514,Stadt::N,పట్టణము,hiri
515,Brief::N,జాబు,gutun
516,Brief::N,జాబు,eskutitz
517,Buch::N,పుస్తకము,liburu
518,Buchstabe::N,అక్షరము,hizki
519,Zeitung::N,వార్తాపత్రిక,egunkari
520,Leben::N,ప్రాణము,bizi
521,Leben::N,ప్రాణము,bizitza
522,Tod::N,మరణము,herio
523,Tod::N,మరణము,heriotza
524,Grab::N,సమాధి,hobi
525,Grab::N,సమాధి,hilobi
526,Kirche::N,క్రెస్తవులగుడి,eliza
527,Sünde::N,పాపము,hoben
528,Sünde::N,పాపము,bekatu
529,Gott::N,దేవుడు,jainko
530,Arbeiter::N,పనిపాటుచేశేవాడు,langile
531,Arbeiter::N,పనిపాటుచేశేవాడు,behargin
532,Chef::N,యజమానుడు,nagusi
533,Meister::N,కళాకారుడు,maisu
534,Arzt::N,వైద్యుడు,osagile
535,Arzt::N,వైద్యుడు,sendagile
536,Lehrer::N,ఉపాధ్యాయుడు,irakasle
537,Geld::N,ద్రవ్యము,diru
538,Geschäft::N,వ్యాపారము,negozio
539,Laden::N,అంగడి,denda
540,Laden::N,అంగడి,saltegi
541,Preis::N,వెల,prezio
542,Preis::N,వెల,salneurri
543,Ware::N,సరకులు,salgai
544,Nutzen::N,ప్రయోజనము,onura
545,Nutzen::N,ప్రయోజనము,probetxu
546,Reichtum::N,ధనము,aberastasun
547,Welt::N,ప్రపంచము,ludi
548,Welt::N,ప్రపంచము,mundu
549,Land::N,దేశము,herrialde
550,Staat::N,రాజ్యము,estatu
551,König::N,రాజు,errege
552,Macht::N,అధికారము,botere
553,Grenze::N,సరిహద్దు,muga
554,Krieg::N,యుద్ధము,guda
555,Feind::N,శత్రువు,etsai
556,Feind::N,శత్రువు,arerio
557,Gewalt::N,దౌర్జన్యము,bortxa
558,Gewalt::N,దౌర్జన్యము,bortizkeria
559,Kampf::N,పోట్లాట,gudu
560,Kampf::N,పోట్లాట,auska
561,Bogen[Waffe]::N,విల్లు,arku
562,Pfeil::N,బాణము,gezi
563,Gewehr::N,తుపాకి,fusil
564,Fehler::N,తప్ప,huts
565,Fehler::N,తప్ప,hutsegin
566,Lüge::N,అసత్యము,gezur
567,Schaden::N,నష్టము,kalte
568,Unglück::N,దురదృష్టము,zoritxar
569,Unglück::N,దురదృష్టము,zorigaitz
570,Schuld::N,తప్పు,erru
571,Alter::N,వయస్సు,adin
572,Schluss::N,ముగింపు,bukaera
573,Zeit::N,కాలము,aldi
574,Zeit::N,కాలము,denbora
575,Tag::N,దినము,egun
576,Morgen::N,ఉదయము,goiz
577,Mittag::N,మధ్యాహ్నము,eguerdi
578,Abend::N,సాయంకాలము,arrats
579,Nacht::N,రత్రి,gau
580,Woche::N,వారము,aste
581,Monat::N,నెల,hil
582,Jahr::N,సంవత్సరము,urte
583,Frühling::N,వసంతకాలము,udalehen
584,Sommer::N,వేసవికాము,uda
585,Herbst::N,ఆకురాలుకాలము,udazken
586,Herbst::N,ఆకురాలుకాలము,neguantz
587,Winter::N,శీతకాలము,negu
588,Januar::N,జనవరి,urtarril
589,Februar::N,ఫిబ్రవరి,otsail
590,März::N,మార్చి,martxo
591,April::N,ఏప్రిలు,apiril
592,Mai::N,మే,maiatz
593,Juni::N,జూన్,ekain
594,Juli::N,జూలై,uztail
595,August::N,ఆగస్టు,abuztu
596,September::N,సెప్ఠెంబరు,irail
597,Oktober::N,అక్టోబరు,urri
598,November::N,నవంబరు,azaro
599,Dezember::N,డిసెంబర్,abendu
600,Montag::N,సోమవారము,astelehen
601,Dienstag::N,మంగళవారము,astearte
602,Mittwoch::N,బుధవారము,asteazken
603,Donnerstag::N,గురువారము,ostegun
604,Freitag::N,శుక్రవారము,ostiral
605,Samstag::N,శనివారము,larunbat
606,Sonntag::N,ఆదివారము,igande
607,groß::A,గొప్పైన,handi
608,klein::A,చిన్న,txiki
609,lang::A,పొడుగాటి,luze
610,kurz::A,పొట్టి,labur
611,breit::A,వెడల్పైన,zabal
612,schmal::A,ఇఱుకైన,mehar
613,dicht::A,దట్టమైన,sarri
614,dicht::A,దట్టమైన,trinko
615,dick[Gegenstand]::A,దట్టమైన,lodi
616,dünn::A,పలుచని,mehe
617,fein::A,నాజాకైన,fin
618,fest::A,దృడమైవ,tinko
619,flach::A,చదువైన,lau
620,flach::A,చదువైన,ordoki
621,glatt::A,నున్నని,leun
622,hart::A,కఠినమైన,gogor
623,weich::A,మృదువైన,bigun
624,weich::A,మృదువైన,beratz
625,rund::A,గుండ్రని,biribil
626,spitz::A,మొనగల,puntadun
627,scharf::A,పదనైన,zorrotz
628,stumpf::A,వాడిలేని,kamuts
629,schwer::A,బరువ్తెన,astun
630,schwer::A,బరువ్తెన,pisutsu
631,schön::A,సుందరమైన,eder
632,heiß::A,వేడియైన,bero
633,heiß::A,వేడియైన,oso bero
634,warm::A,వెచ్చని,bero
635,kalt::A,చల్లని,hotz
636,kühl::A,చల్లని,hotzil
637,frisch::A,తాజాయైన,fresko
638,frisch::A,తాజాయైన,hozkirri
639,feucht::A,చెమ్మగానున్న,heze
640,nass::A,తడిగామన్న,busti
641,trocken::A,ఎండిన,siku
642,trocken::A,ఎండిన,lehor
643,voll::A,నిండు,bete
644,leer::A,శూన్యమైన,huts
645,offen::A,తెఱచియున్న,ireki
646,geschlossen::A,మూసిన,itxita
647,sauber::A,పరిశుద్ధమైన,xahu
648,sauber::A,పరిశుద్ధమైన,garbi
649,schmutzig::A,ముఱికియైన,lohi
650,schmutzig::A,ముఱికియైన,zikin
651,roh::A,పచ్చి,gordin
652,reif::A,పండివ,umo
653,reif::A,పండివ,heldu
654,lecker::A,రుచి గల,goxo
655,süß::A,తియ్యని,goxo
656,bitter::A,చేదైన,karmin
657,bitter::A,చేదైన,garratz
658,sauer::A,పుల్లని,mingots
659,hell::A,కాంతిగల,argi
660,dunkel::A,చీకటియైన,ilun
661,schwarz::A,నల్లని,beltz
662,weiß::A,తెలుపు,zuri
663,rot::A,ఎఱ్ఱని,gorri
664,gelb::A,పసుపు పచ్చ,hori
665,blau::A,నీలవర్ణము,urdin
666,grün::A,ఆకుపచ్చని,berde
667,grün::A,ఆకుపచ్చని,musker
668,grau::A,నెరిసిన,urdin
669,grau::A,నెరిసిన,urdinabar
670,bunt::A,రంగేలీ,koloretsu
671,billig::A,చౌకయైన,merke
672,teuer::A,వెలపొడుగైన,garesti
673,wertvoll::A,విలుప్తెన,baliotsu
674,blind::A,గ్రుడ్డి,itsu
675,taub::A,చెవిటి,gor
676,kräftig::A,శక్తి గల,kementsu
677,stark::A,బలమైన,bizkor
678,stark::A,బలమైన,indartsu
679,schwach::A,బలహీనమైన,ahul
680,schwach::A,బలహీనమైన,indargabe
681,fett::A,క్రొవ్విన,gizen
682,schlank::A,సన్నని,lerden
683,hübsch::A,సాగప్తెన,polit
684,böse::A,చెడ్డ,tzar
685,böse::A,చెడ్డ,gaizto
686,dumm::A,తెలివిలేని,lelo
687,dumm::A,తెలివిలేని,pello
688,faul::A,సోమరియైన,nagi
689,faul::A,సోమరియైన,alfer
690,fleißig::A,శ్రద్దగల,maratz
691,fleißig::A,శ్రద్దగల,lanzale
692,geizig::A,పిసినారియైన,zeken
693,geizig::A,పిసినారియైన,zikoitz
694,klug::A,తెలివిగల,zuhur
695,geschickt::A,నిపుణతగల,trebe
696,geschickt::A,నిపుణతగల,antzetsu
697,lieb::A,ప్రియమైన,maite
698,lieb::A,ప్రియమైన,laztan
