,Concept_ID,,uk
1010,fischen::V,,рибалити
1011,fassen::V,,піймати
1012,hüten::V,,пасти
1013,treiben::V,,гнати
1014,anbinden::V,,прив’язати
1015,füttern::V,,годувати
1016,füttern::V,,харчувати
1017,melken::V,,доїти
1018,hacken::V,,рубати
1019,gießen::V,,полити
1020,reifen::V,,дозріти
1021,zubereiten::V,,зготовити
1022,zubereiten::V,,приготувати
1023,kochen::V,,варити
1024,kochen::V,,готувати
1025,backen::V,,пекти
1026,braten::V,,смажити
1027,umrühren::V,,переміщати
1028,stricken::V,,в’язати
1029,nähen::V,,шити
1030,färben::V,,пофарбувати
1031,reinigen::V,,очистити
1032,waschen::V,,мити
1033,abwischen::V,,витерти
1034,spülen::V,,полоскати
1035,fegen::V,,підмітати
1036,kehren::V,,мести
1037,baden::V,,купатися
1038,sich waschen::V,,митися
1039,ausziehen::V,,зняти
1040,anziehen::V,,надіти
1041,sich anziehen::V,,одягтися
1042,sich anziehen::V,,одягнутися
1043,kämmen::V,,зачесати
1044,schmücken::V,,оздобити
1045,sagen::V,,сказати
1046,sprechen::V,,говорити
1047,reden::V,,розмовляти
1048,sich unterhalten::V,,бесідувати
1049,fragen::V,,запитати
1050,bitten::V,,просити
1051,erzählen::V,,розповісти
1052,mitteilen::V,,повідомити
1053,nennen::V,,назвати
1054,rufen::V,,кликати
1055,prahlen::V,,хвалитися
1056,übersetzen::V,,перекласти
1057,denken::V,,думати
1058,denken::V,,мислити
1059,glauben::V,,вірити
1060,bemerken::V,,помітити
1061,erkennen::V,,пізнати
1062,begreifen::V,,осягнути
1063,verstehen::V,,почути
1064,lernen::V,,навчатися
1065,wissen::V,,знати
1066,sich erinnern an::V,,пам’ятати
1067,vergessen::V,,забути
1068,messen::V,,міряти
1069,zählen::V,,лічити
1070,rechnen::V,,рахувати
1071,lesen::V,,читати
1072,malen::V,,малювати
1073,zeichnen::V,,рисувати
1074,schreiben::V,,писати
1075,besitzen::V,,мати
1076,kaufen::V,,купити
1077,verkaufen::V,,продати
1078,bezahlen::V,,заплатити
1079,zahlen::V,,платити
1080,beherrschen::V,,володіти
1081,ertragen::V,,витерпіти
