,Concept_ID,fa,udm
57,Gehirn::N,مغز,вим
58,Herz::N,دل,сюлэм
59,Herz::N,قلب,сюлэм
60,Magen::N,معده,ӝуш
61,Leber::N,کبد,мус
62,Atem::N,نفس,лул
63,Atem::N,نفس,шокан
64,Hunger::N,گرسنگی,кӧтсюман
65,Träne::N,اشک,синкыли
66,Geschmack::N,مزه,шӧм
67,Geruch::N,بو,зын
68,Schlaf::N,خواب,вӧт
69,Traum::N,رؤیا,уйвӧт
70,Himmel::N,فلک,ин
71,Himmel::N,آسمان,ин
72,Sonne::N,آفتاب,шунды
73,Sonne::N,خورشید,шунды
74,Mond::N,ماه,толэзь
75,Stern::N,ستاره,кизили
76,Luft::N,هوا,омыр
77,Wind::N,باد,тӧл
78,Welle::N,موج,тулкым
79,Wasser::N,آب,ву
80,Stein::N,سنگ,из
81,Boden::N,زمین,музъем
82,Erde::N,خاک,му
83,Erde::N,زمین,му
84,Staub::N,گرد,пыль
85,Staub::N,غبار,пыль
86,Rauch::N,دود,ӵын
87,Funke::N,جرقه,гизьы
88,Feuer::N,آتش,тыл
89,Licht::N,نور,тыл
90,Licht::N,روشنی,тыл
91,Schatten::N,سایه,вужер
92,Wetter::N,هوا,куазь
93,Nebel::N,مه,бус
94,Wolke::N,ابر,пилем
95,Regen::N,باران,зор
96,Schnee::N,برف,лымы
97,Eis::N,یخ,йӧ
98,Frost::N,یخبندان,кезьыт
99,Kälte::N,سرما,кезьыт
100,Hitze::N,گرما,пӧсь
101,Hitze::N,حرارت,пӧсь
102,Raureif::N,برف ریزه,гӧр
103,Regenbogen::N,رنگین‌کمان,вуюись
104,Donner::N,رعد,гудыри
105,Strömung::N,جریان,бызён
106,Tropfen::N,قطره,шапык
107,Schaum::N,کف,шукы
108,Schmutz::N,گل,нӧд
109,Schmutz::N,گل,дэри
110,Schmutz::N,کثافت,нӧд
111,Schmutz::N,کثافت,дэри
112,See::N,دریاچه,ты
113,Sumpf::N,مرداب,нюр
114,Sumpf::N,باتلاق,нюр
115,Moor::N,باتلاق,нюр
116,Wiese::N,چمن,возь
117,Wiese::N,چمن,возьвыл
118,Wald::N,جنگل,сик
119,Wald::N,جنگل,нюлэс
120,Hügel::N,تل,выр
121,Hügel::N,تل,вырйыл
122,Hügel::N,تپه,выр
123,Hügel::N,تپه,вырйыл
124,Anhöhe::N,بلندی,выр
125,Anhöhe::N,بلندی,вырйыл
126,Berg::N,کوه,гурезь
127,Gipfel::N,قله,йыл
128,Höhle::N,غار,гу
129,Abhang::N,سرازیری,бам
130,Quelle::N,چشمه,ошмес
131,Bach::N,نهر,пичи шур
132,Fluss::N,رود,шур
133,Ufer::N,ساحل,ярдур
134,Ufer::N,کرانه,ярдур
135,Küste::N,ساحل,вудур
136,Festland::N,خشکی,мувыр
137,Meer::N,دریا,зарезь
138,Bucht::N,خلیج,вукож
139,Insel::N,جزیره,вумуӵ
140,Insel::N,جزیره,шормуӵ
141,Blume::N,گل,сяська
142,Gras::N,علف,турын
143,Wurzel::N,ریشه,выжы
144,Baum::N,درخت,пу
145,Stamm::N,تنه,модос
146,Rinde::N,توژ,сул
147,Rinde::N,پوست,сул
148,Ast::N,شاخه,ул
149,Zweig::N,شاخه,вай
150,Blatt::N,برگ,куар
151,Birke::N,غان,кызьпу
152,Kiefer[Baum]::N,کاج,пужым
153,Weide[Baum]::N,بید,бадьпу
154,Tanne::N,صنوبر,кыз
155,Horn::N,شاخ,сюр
156,Feder::N,پر,тылы
157,Fell::N,خز,ку
158,Flügel::N,پر,бурд
159,Flügel::N,بال,бурд
160,Klaue::N,چنگ,гижы
161,Klaue::N,پنجه,гижы
162,Kralle::N,پنجه,пыд
163,Schwanz::N,دم,быж
164,Ei::N,تخم,пуз
165,Ei::N,تخم,кукей
166,Nest::N,لانه,кар
167,Nest::N,لانه,пузкар
168,Bau::N,بنا,кар
169,Bau::N,بنا,гу
170,Bau::N,ساختمان,кар
171,Bau::N,ساختمان,гу
172,Tier::N,هیوان,пӧйшур
173,Herde::N,رمه,уллё
174,Kuh::N,گاو,скал
175,Bulle::N,گاو نر,ош
176,Bulle::N,گاو نر,пороз
177,Pferd::N,اسب,вал
178,Schaf::N,گوسفند,ыж
179,Schwein::N,خوک,парсь
180,Hund::N,سگ,пуны
181,Katze::N,گربه,коӵыш
182,Bär::N,خرس,гондыр
183,Eichhörnchen::N,سنجاب,коньы
184,Elch::N,گوزن شمالی,койык
185,Fuchs::N,روباه,ӟичы
186,Hase::N,خرگوش,кеч
187,Maus::N,موش,шыр
188,Wolf::N,گرگ,кион
189,Vogel::N,پرنده,тылобурдо
190,Schwarm::N,دسته,уллё
191,Huhn::N,مرغ,курег
192,Hahn::N,خروس,атас
193,Gans::N,غاز,ӟазег
194,Adler::N,عقاب,ӧрзи
195,Ente::N,اردک,ӵӧж
196,Ente::N,مرغابی,ӵӧж
197,Eule::N,جغد,кучыран
198,Kranich::N,درنا,тури
199,Krähe::N,زاغ,куака
200,Krähe::N,کلاغ,куака
201,Kuckuck::N,فاخته,кикы
202,Schwan::N,قو,юсь
203,Fisch::N,ماهی,чорыг
204,Barsch::N,ماهی خاردار,юш
205,Hecht::N,اردک ماهی,чипей
206,Schlange[Tier]::N,مار,кый
207,Wurm::N,کرم,нумыр
208,Spinne::N,عنکبوت,чонари
209,Ameise::N,مورچه,кузьыли
210,Laus::N,شپش,тэй
211,Mücke::N,پشه,нымы
212,Mücke::N,پشه,чибинь
213,Fliege::N,مگس,кут
214,Schmetterling::N,پروانه,бубыли
215,Beere::N,گیله,узы-боры
216,Apfel::N,سیب,яблок
217,Pilz::N,قارچ,губи
218,Zwiebel::N,پیاز,сугон
219,Saat::N,بذر,кидыс
220,Korn::N,تخم,тысь
221,Korn::N,دانه,тысь
222,Heu::N,علف خشک,турын
223,Schale::N,پوست,кыд
224,Grube::N,گودال,гу
225,Grube::N,گودال,гоп
226,Falle::N,دام,налик
227,Schlinge::N,حلقه,гиӟ
228,Schlinge::N,حلقه,герд
229,Spur::N,رد,пытьы
230,Spur::N,رد,бервыл
231,Asche::N,خاکستر,пень
232,Dreck::N,کثافت,дэри
233,Eisen::N,آهن,корт
234,Gold::N,زر,зарни
235,Gold::N,طلا,зарни
236,Silber::N,نقره,азвесь
237,Kohle::N,زغال,эгыр
238,Glas::N,شیشه,стекло
239,Glas::N,شیشه,пияла
240,Lehm::N,گل,сюй
241,Sand::N,شن,луо
242,Sand::N,ماسه,луо
243,Mensch::N,آدم,мурт
244,Mensch::N,آدم,адями
245,Mensch::N,انسان,мурт
246,Mensch::N,انسان,адями
247,Mann::N,مرد,воргорон
248,Frau::N,زن,кышномурт
249,Kind::N,بچه,нуны
250,Kind::N,بچه,пинал
251,Kind::N,کودک,нуны
252,Kind::N,کودک,пинал
253,Junge::N,پسر,пи
254,Mädchen::N,دختر,ныл
255,Familie::N,فامیل,семья
256,Familie::N,خانواده,семья
257,Großvater::N,پدربزرگ,песятай
258,Großvater::N,پدربزرگ,пересь атай
259,Großmutter::N,مادر‌بزرگ,песянай
260,Großmutter::N,مادر‌بزرگ,пересь анай
261,Eltern::N,والدین,атай-анай
262,Eltern::N,والدین,бубы-мумы
263,Eltern::N,پدر‌و‌مادر,атай-анай
264,Eltern::N,پدر‌و‌مادر,бубы-мумы
265,Vater::N,پدر,айы
266,Vater::N,پدر,атай
267,Mutter::N,مادر,мумы
268,Sohn::N,پسر,пи
269,Tochter::N,دختر,ныл
270,Bruder::N,برادر,агай
271,Schwester::N,خواهر,апа
272,Schwester::N,خواهر,сузэр
273,Onkel::N,عمو,агай
274,Onkel::N,دایی,агай
275,Tante::N,عمه,апа
276,Tante::N,عمه,кенак
277,Tante::N,خاله,апа
278,Tante::N,خاله,кенак
279,Ehemann::N,همسر,карт
280,Ehefrau::N,همسر,кышно
281,Freude::N,شادی,шумпотон
282,Gelächter::N,خنده,горем
283,Gelächter::N,قاه‌قاه,горем
284,Glück::N,اقبال,шуд
285,Kummer::N,غم,кайгу
286,Kummer::N,غم,куректон
287,Kummer::N,غصه,кайгу
288,Kummer::N,غصه,куректон
289,Wunsch::N,آرزو,мылпотон
290,Lust::N,هوس,потон
291,Geist::N,روح,лул
292,Gedanke::N,فکر,малпан
293,Gedächtnis::N,حافظه,йырсазь
294,Gedächtnis::N,حافظه,тодэваён
295,Verstand::N,هوش,йырвизь
296,Sinn::N,معنا,смысл
297,Sinn::N,مفهوم,смысл
298,Grund::N,سبب,муг
299,Grund::N,سبب,ньӧм
300,Grund::N,دلیل,муг
301,Grund::N,دلیل,ньӧм
302,Wahrheit::N,حقیقت,зэм
303,Wahrheit::N,حقیقت,шонер
304,Gespräch::N,صحبت,вераськон
305,Gespräch::N,گفتگو,вераськон
306,Märchen::N,قصه,выжыкыл
307,Märchen::N,افسانه,выжыкыл
308,Erzählung::N,داستان,верос
309,Nachricht::N,خبر,ивор
310,Neuigkeit::N,خبر تازه,выльивор
311,Name::N,اسم,ним
312,Rätsel::N,معما,мадькыл
313,Rede::N,سخن,верам
314,Sprache::N,زبان,кыл
315,Stimme::N,صدا,куара
316,Wort::N,کلمه,кыл
317,Zeichen::N,نشان,пус
318,Zeichen::N,نشان,тодмет
319,Zeichen::N,علامت,пус
320,Zeichen::N,علامت,тодмет
321,Ruf::N,صدا,ӧтён
322,Ruf::N,صدا,чортон
323,Lärm::N,هیاهو,ӵашетон
324,Laut::N,صدا,куара
325,Ton::N,آهنگ,куара
326,Lied::N,آواز,кырӟан
327,Lied::N,ترانه,кырӟан
328,Ruhe::N,آرامش,чалмыт улон
329,Leute::N,مردم,адямиос
330,Volk::N,خلق,калык
331,Arbeit::N,کار,уж
332,Gast::N,مهمان,куно
333,Geschenk::N,هدیه,салам
334,Geschenk::N,هدیه,кузьым
335,Spiel::N,بازی,шудон
336,Gesellschaft::N,جمعیت,калык
337,Hilfe::N,کمک,юрттон
338,Freund::N,دوست,эш
339,Freund::N,دوست,юлтош
340,Kamerad::N,رفیق,тодмо
341,Angelegenheit::N,امر,уж
342,Angelegenheit::N,قضیه,уж
343,Anzahl::N,عده,лыд
344,Anzahl::N,شمار,лыд
345,Art::N,نوع,тус
346,Stück::N,تکه,юдэс
347,Stück::N,قطعه,юдэс
348,Teil::N,بخش,люкет
349,Teil::N,قسمت,люкет
350,Hälfte::N,نیم,ӝыны
351,Kreis::N,حلقه,котырес
352,Kreis::N,دایره,котырес
353,Kreuz::N,صلیب,крест
354,Linie::N,خط,гож
355,Linie::N,سطر,гож
356,Strich::N,خط,гож
357,Abstand::N,فاصله,вис
358,Abstand::N,فاصله,кусып
359,Entfernung::N,مسافت,кусып
360,Gegend::N,منطقه,инты
361,Platz::N,گنجایش,инты
362,Ort::N,جا,инты
363,Ort::N,جا,места
364,Ort::N,محل,инты
365,Ort::N,محل,места
366,Ort::N,مکان,инты
367,Ort::N,مکان,места
368,Seite::N,طرف,пал
369,Mitte::N,وسط,шор
370,Mitte::N,میان,шор
371,Gegenstand::N,چیز,арбери
372,Sache::N,چیز,котыр
373,Rand::N,کنار,дур
374,Rand::N,کنار,шаер
375,Rand::N,حاشیه,дур
376,Rand::N,حاشیه,шаер
377,Kante::N,لبه,дур
378,Ecke::N,گوشه,сэрег
379,Spitze::N,سر,йыл
380,Spitze::N,نوک,йыл
381,Ende::N,ته,пум
382,Ende::N,آخر,пум
383,Loch::N,سوراخ,пась
384,Winkel::N,کنج,сэрег
385,Muster::N,نقش,пужы
386,Größe::N,قد,быдӟала
387,Größe::N,بزرگی,быдӟала
388,Länge::N,طول,кузьдала
389,Höhe::N,بلندی,ӝуждала
390,Gewicht::N,وزن,сектала
391,Gewicht::N,وزن,секытлык
392,Menge::N,مقدار,лыд
393,Menge::N,مقدار,лыдпус
394,Menge::N,اندازه,лыд
395,Menge::N,اندازه,лыдпус
396,Haufen::N,توده,люк
397,Reihe::N,ردیف,чур
398,Boot::N,قایق,пыж
399,Boot::N,قایق,лодка
400,Ruder::N,پارو,полыс
401,Schlitten::N,سورتمه,додьы
402,Ski::N,اسکی,куас
403,Lagerfeuer::N,آتش,тылскем
404,Last::N,بار,секыт
405,Last::N,سنگینی,секыт
406,Gang::N,راه رفتن,ветлон
407,Schritt::N,قدم,вамыш
408,Norden::N,شمال,уйпал
409,Süden::N,جنوب,лымшор
410,Westen::N,غرب,шунды пуксён
411,Osten::N,شرق,шунды ӝужан
412,Holz::N,چوب,пу
413,Brett::N,تخته,пул
414,Platte::N,صفحه,плита
415,Stütze::N,تکیه,пыкет
416,Stange::N,میله,пуӵ
417,Stock::N,چوب,боды
418,Stab::N,عصا,пуӵ
419,Stab::N,عصا,боды
420,Rohr::N,لوله,труба
421,Haus::N,منزل,юрт
422,Heim::N,خانه,корка
423,Heim::N,کاشانه,корка
424,Ofen::N,بخاری,гур
425,Fußboden::N,کف اتاق,выж
426,Tisch::N,میز,ӝӧк
427,Stuhl::N,صندلی,пукон
428,Wiege::N,گهواره,кӧкы
429,Wiege::N,گهواره,зыбка
430,Bett::N,تختخواب,валес
431,Regal::N,قفسه,ӝажы
432,Kiste::N,صندوق,ящик
433,Fenster::N,پنجره,укно
434,Fenster::N,پنجره,косяк
435,Tür::N,در,ӧс
436,Tür::N,درب,ӧс
437,Tor::N,دروازه,ӟезьы
438,Zaun::N,حصار,забор
439,Dach::N,بام,липет
440,Leiter::N,نردبان,падӟа
441,Besen::N,جارو,ӵужон
442,Besen::N,جارو,исьнер
443,Spaten::N,بیل,лопатка
444,Schaufel::N,بیل,ютырон
445,Schaufel::N,پارو,ютырон
446,Gabel::N,چنگال,тэчы
447,Gabel::N,چنگال,вилка
448,Löffel::N,قاشق,пуньы
449,Messer::N,کارد,пурт
450,Nagel::N,میخ,кортӵог
451,Netz::N,تور,сеть
452,Netz::N,شبکه,сеть
453,Haken::N,قلاب,курик
454,Griff::N,دسته,ныд
455,Schloss::N,قفل,тунгон
456,Bild::N,عکس,суред
457,Bild::N,تصویر,суред
458,Figur::N,تندیس,фигура
459,Puppe::N,عروسک,мунё
460,Beutel::N,کیسه,пуйы
461,Bündel::N,بسته,керттэт
462,Tasche::N,کیف,пуйы
463,Tasche::N,کیف,сумка
464,Eimer::N,سطل,ведра
465,Deckel::N,در,ӵоксэт
466,Geschirr::N,ظرف,тусьты-пуньы
467,Sack::N,گونی,пуйы
468,Tasse::N,فنجان,ӵаша
469,Topf::N,دیگ,миска
470,Topf::N,قابلمه,миска
471,Kessel::N,دیگ,пурты
472,Essen::N,خوراک,сиськон
473,Nahrung::N,غذا,сион
474,Speise::N,خوراک,сиён
475,Fleisch::N,گوشت,сӥль
476,Getreide::N,غله,ю тысь
477,Brei::N,فرنی,ӝук
478,Brei::N,حریره,ӝук
479,Brot::N,نان,нянь
480,Scheibe::N,قاچ,шорем
481,Scheibe::N,لزگه,шорем
482,Fett::N,چربی,кӧй
483,Butter::N,کره,вӧй
484,Öl::N,روغن,вӧй
485,Salz::N,نمک,сылал
486,Suppe::N,آش,шыд
487,Suppe::N,سوپ,шыд
488,Honig::N,عسل,чечы
489,Milch::N,شیر,йӧл
490,Tee::N,چای,чай
491,Leder::N,چرم,сурон
492,Wolle::N,پشم,гон
493,Wolle::N,پشم,ыжгон
494,Stoff::N,پارچه,куэм
495,Nadel::N,سوزن,вень
496,Faden::N,نخ,сӥньыс
497,Knopf::N,دکمه,бирды
498,Knoten::N,گره,герд
499,Farbe::N,رنگ,буёл
500,Kleidung::N,لباس,дӥсь
501,Kleidung::N,پوشاک,дӥсь
502,Hemd::N,پیراهن,дэрем
503,Kragen::N,یقه,сирес
504,Ärmel::N,آستین,саес
505,Hose::N,شلوار,брюки
506,Hose::N,شلوار,штань
507,Gürtel::N,کمر‌بند,кускерттон
508,Mütze::N,کلاه,ызьы
509,Schuh::N,کفش,ботинка
510,Stiefel::N,چکمه,сапег
511,Ring::N,حلقه,зундэс
512,Ring::N,انگشتر,зундэс
513,Band::N,نوار,лента
514,Band::N,روبان,лента
515,Kamm::N,شانه,сын
516,Spiegel::N,آینه,синучкон
517,Riemen::N,تسمه,е
518,Schnur::N,ریسمان,гозы
519,Leine::N,قلاده,думет
520,Decke::N,پتو,шобрет
521,Kissen::N,بالش,миндэр
522,Tuch::N,شال,кышет
523,Handtuch::N,حوله,ӵушкон
524,Kraft::N,نیرو,кать
525,Kraft::N,نیرو,ӟигар
526,Stärke::N,زور,юнлык
527,Gesundheit::N,سلامتی,тазалык
528,Gesundheit::N,تندرستی,тазалык
529,Krankheit::N,بیماری,висён
530,Schmerz::N,درد,висён
531,Wunde::N,زخم,яра
532,Fieber::N,تب,кезег
533,Arznei::N,دارو,эмъюм
534,Brücke::N,پل,выж
535,Brunnen::N,چاه,колдэч
536,Weide::N,چراگاه,возь
537,Pfad::N,راه,сюрес
538,Weg::N,راه,сюрес
539,Weg::N,طریق,сюрес
540,Straße::N,راه,сюрес
541,Straße::N,جاده,сюрес
542,Dorf::N,ده,гурт
543,Dorf::N,روستا,гурт
544,Stadt::N,شهر,кар
545,Stadt::N,شهر,город
546,Brief::N,نامه,гожтэт
547,Buch::N,کتاب,книга
548,Buchstabe::N,حرف,буква
549,Zeitung::N,روزنامه,газет
550,Leben::N,عمر,улон
551,Leben::N,زندگی,улон
552,Tod::N,مرگ,кулон
553,Grab::N,گور,шайгу
554,Grab::N,مزار,шайгу
555,Kirche::N,کلیسا,черк
556,Sünde::N,بزه,сьӧлык
557,Sünde::N,گناه,сьӧлык
558,Gott::N,خدا,ӥнмар
559,Arbeiter::N,کارگر,рабочий
560,Chef::N,رئیس,начальник
561,Meister::N,استاد,кибашлы
562,Arzt::N,پزشک,врач
563,Lehrer::N,معلم,дышетӥсь
564,Lehrer::N,آموزگار,дышетӥсь
565,Geld::N,پول,уксё
566,Geld::N,پول,коньдон
567,Geschäft::N,کار,уж
568,Geschäft::N,بیزنس,уж
569,Laden::N,دکان,магазин
570,Laden::N,مغازه,магазин
571,Preis::N,بها,дун
572,Preis::N,قیمت,дун
573,Ware::N,جنس,вуз
574,Ware::N,کالا,вуз
575,Nutzen::N,مزیت,пайда
576,Nutzen::N,امتیاز,пайда
577,Reichtum::N,مال,узырлык
578,Reichtum::N,ثروت,узырлык
579,Welt::N,دنیا,дунне
580,Land::N,کشور,шаер
581,Land::N,مملکت,шаер
582,Staat::N,دولت,кун
583,König::N,شاه,эксэй
584,König::N,پادشاه,эксэй
585,Macht::N,قدرت,власть
586,Macht::N,اختیار,власть
587,Grenze::N,مرز,кунгож
588,Krieg::N,جنگ,ож
589,Feind::N,دشمن,тушмон
590,Gewalt::N,زور,эриктэман
591,Gewalt::N,خشونت,эриктэман
592,Kampf::N,نبرد,нюръяськон
593,Kampf::N,مبارزه,нюръяськон
594,Bogen[Waffe]::N,کمان,пукыӵ
595,Pfeil::N,تیر,пукыӵ вень
596,Gewehr::N,تفنگ,пыӵал
597,Fehler::N,غلط,янгыш
598,Fehler::N,اشتباه,янгыш
599,Lüge::N,دروغ,пӧян
600,Lüge::N,دروغ,алдан
601,Lüge::N,دروغ,ӧрекчан
602,Schaden::N,آسیب,изъян
603,Schaden::N,خسارت,изъян
604,Unglück::N,بلا,куректон
605,Unglück::N,بلا,шудтэме усён
606,Schuld::N,گناه,янгыш
607,Schuld::N,تقصیر,янгыш
608,Alter::N,سن,арлыд
609,Alter::N,عمر,арлыд
610,Schluss::N,انتها,пум
611,Zeit::N,وقت,дыр
612,Zeit::N,زمان,дыр
613,Tag::N,روز,нунал
614,Morgen::N,صبح,ӵукна
615,Mittag::N,ظهر,лымшор
616,Abend::N,شب,ӝыт
617,Abend::N,شب,акшан
618,Abend::N,عصر,ӝыт
619,Abend::N,عصر,акшан
620,Nacht::N,شب,уй
621,Woche::N,هفته,арня
622,Monat::N,ماه,толэзь
623,Jahr::N,سال,ар
624,Frühling::N,بهار,тулыс
625,Sommer::N,تابستان,гужем
626,Herbst::N,پاییز,сӥзьыл
627,Winter::N,زمستان,тол
628,Januar::N,ژانویه,выльартолэзь
629,Februar::N,فوریه,тулыспал
630,März::N,مارس,южтолэзь
631,April::N,آوریل,оштолэзь
632,Mai::N,مه,куартолэзь
633,Juni::N,ژوئن,вожотолэзь
634,Juli::N,ژویه,пӧсьтолэзь
635,August::N,اوت,гудырикошкон
636,September::N,سپتامبر,куарусён
637,Oktober::N,اکتبر,выльӝуктолэзь
638,November::N,نوامبر,шуркынмон
639,Dezember::N,دسامبر,толсур
640,Montag::N,دو‌شنبه,вордӥськон
641,Dienstag::N,سه‌شنبه,вторник
642,Mittwoch::N,چهار‌شنبه,вирнунал
643,Donnerstag::N,پنج شنبه,покчиарня
644,Freitag::N,جمعه,удмуртарня
645,Samstag::N,شنبه,кӧснунал
646,Sonntag::N,یکشنبه,арня
647,groß::A,بزرگ,бадӟым
648,klein::A,کوچک,пичи
649,lang::A,بلند,кузь
650,kurz::A,کوتاه,вакчи
651,breit::A,پهن,паськыт
652,schmal::A,تنگ,сюлэг
653,schmal::A,نازک,сюлэг
654,dicht::A,چگال,ӵем
655,dicht::A,انبوه,ӵем
656,dick[Gegenstand]::A,ضخیم,зӧк
657,dünn::A,نازک,векчи
658,fein::A,ریز,векчи
659,fein::A,باریک,векчи
660,fest::A,محکم,юн
661,fest::A,محکم,чурыт
662,flach::A,صاف,ӵошкыт
663,flach::A,مسطح,ӵошкыт
664,glatt::A,لیز,гылыт
665,glatt::A,لیز,вольыт
666,hart::A,سفت,чурыт
667,weich::A,نرم,небыт
668,weich::A,ملایم,небыт
669,rund::A,گرد,котырес
670,spitz::A,تیز,йылсо
671,spitz::A,نوک‌تیز,йылсо
672,scharf::A,تیز,лэчыт
673,scharf::A,برنده,лэчыт
674,stumpf::A,کند,ныж
675,schwer::A,سنگین,секыт
676,schön::A,زیبا,чебер
677,heiß::A,داغ,пӧсь
678,warm::A,گرم,шуныт
679,kalt::A,سرد,кезьыт
680,kühl::A,خنک,юзмыт
681,kühl::A,خنک,салкым
682,frisch::A,تازه,выль
683,feucht::A,مرطوب,мускыт
684,nass::A,تر,котмем
685,nass::A,خیش,котмем
686,trocken::A,خشک,кӧс
687,voll::A,پر,тыр
688,leer::A,خالی,буш
689,leer::A,خالی,тырттэм
690,offen::A,باز,усьтэм
691,geschlossen::A,بسته,ӵогам
692,geschlossen::A,بسته,пунням
693,sauber::A,پاک,ӝикыт
694,sauber::A,پاک,чылкыт
695,sauber::A,تمیز,ӝикыт
696,sauber::A,تمیز,чылкыт
697,schmutzig::A,کثیف,нӧд
698,schmutzig::A,آلوده,нӧд
699,roh::A,خام,ыль
700,reif::A,رسیده,вуэм
701,lecker::A,لذیذ,ческыт
702,lecker::A,خوشمزه,ческыт
703,süß::A,شیرین,ческыт
704,bitter::A,تلخ,курыт
705,sauer::A,ترش,чырс
706,hell::A,روشن,югыт
707,dunkel::A,تاریک,пеймыт
708,schwarz::A,سیاه,сьӧд
709,weiß::A,سفید,тӧдьы
710,rot::A,سرخ,горд
711,rot::A,قرمز,горд
712,gelb::A,زرد,ӵуж
713,blau::A,آبی,лыз
714,grün::A,سبز,вож
715,grau::A,طوسی,пурысь
716,grau::A,خاکستری,пурысь
717,bunt::A,رنگارنگ,куӵо
718,billig::A,ارزان,дунтэм
719,teuer::A,گران,дуно
720,wertvoll::A,قیمتی,дуно
721,wertvoll::A,گرانبها,дуно
722,blind::A,کور,сукыр
723,blind::A,کور,синтэм
724,blind::A,نابینا,сукыр
725,blind::A,نابینا,синтэм
726,taub::A,کر,пельтэм
727,taub::A,ناشنوا,пельтэм
728,kräftig::A,قوی,кужмо
729,stark::A,قوی,юн
730,stark::A,قوی,кужмо
731,stark::A,نیرومند,юн
732,stark::A,نیرومند,кужмо
733,schwach::A,ضعیف,ляб
734,schwach::A,ضعیف,начар
735,fett::A,چرب,кӧй
736,schlank::A,باریک‌اندام,веськыт
737,schlank::A,باریک‌اندام,веськрес
738,hübsch::A,قشنگ,чебер
739,hübsch::A,قشنگ,синмаськымон
740,hübsch::A,خوشگل,чебер
741,hübsch::A,خوشگل,синмаськымон
742,böse::A,بد,лек
743,dumm::A,احمق,шузи
744,dumm::A,احمق,визьтэм
745,faul::A,لش,азьтэм
746,faul::A,تنبل,азьтэм
747,fleißig::A,زرنگ,сюлмо
748,geizig::A,خسیس,сук
749,klug::A,عاقل,визьмо
750,klug::A,باهوش,визьмо
751,geschickt::A,ماهر,усто
752,geschickt::A,ماهر,быгатӥсь
753,lieb::A,عزیز,мусо
754,lustig::A,شاد,шулдыр
755,lustig::A,خوشحال,шулдыр
756,sanft::A,لطیف,мусо
757,sanft::A,لطیف,эрке
758,hungrig::A,گرسنه,сютэм
759,krank::A,مریض,висись
760,krank::A,بیمار,висись
761,nackt::A,لخت,гольык
762,nackt::A,برهنه,гольык
763,traurig::A,غمگین,мӧзмыт
764,lebendig::A,زنده,улэп
765,gut::A,خوب,ӟеч
766,gut::A,خوب,умой
767,schlecht::A,بد,урод
768,schlecht::A,بد,алама
769,richtig::A,درست,шонер
770,schlimm::A,وخيم,алама
771,wahr::A,درست,зэмос
772,wahr::A,حقیقی,зэмос
773,alt::A,کهنه,вуж
774,neu::A,نو,выль
775,ehemalig::A,قبلی,азьвылэз
776,alt[Lebewesen]::A,پیر,пересь
777,jung::A,جوان,егит
778,jung::A,جوان,пинал
779,arm::A,فقیر,начар
780,arm::A,فقیر,куанер
781,reich::A,پولدار,узыр
782,reich::A,ثروتمند,узыр
783,bekannt::A,آشنا,тодмо
784,bekannt::A,معلوم,тодмо
785,berühmt::A,مشهور,дано
786,fremd::A,خارجی,ят
787,fremd::A,بیگانه,ят
788,verschieden::A,مختلف,пӧртэм
789,verschieden::A,متفاوت,пӧртэм
790,nah::A,نزدیک,матысь
