,Concept_ID,zh,sah
795,leben::V,生存,олор
796,geboren werden::V,出生,төрөө
797,atmen::V,呼吸,тыын
798,trinken::V,喝,ис
799,essen::V,吃,аһаа
800,schlucken::V,咽,ыйыһын
801,müde werden::V,疲倦,сылай
802,einschlafen::V,入睡,утуйан хаал
803,schlafen::V,睡觉,утуй
804,schlafen::V,睡觉,утуйа сыт
805,aufwachen::V,睡醒,уһугун
806,aufstehen::V,起床,тур
807,sich erholen::V,休养,сынньан
808,krank werden::V,生病,ыарый
809,krank sein::V,生病,ыарый
810,krank sein::V,生病,ыарыт
811,schmerzen::V,疼痛,ыарыт
812,husten::V,咳,сөтөлүн
813,genesen::V,痊愈,көн
814,sterben::V,死,өл
815,umkommen::V,丧命,өл
816,umkommen::V,丧命,оҕут
817,sich bewegen::V,移动,хамсаа
818,sich rühren::V,动弹,хамсаа
819,sich erheben::V,站起,тур
820,sich setzen::V,坐,олор
821,hinfallen::V,跌倒,оҕут
822,laufen::V,步行,хаам
823,schreiten::V,迈步,атыллаа
824,spazierengehen::V,散步,дьаарбай
825,eilen::V,急忙,тиэтэй
826,sich beeilen::V,赶快,ыксаа
827,sausen::V,疾驰,элээр
828,rennen::V,奔跑,сүүрэкэлээ
829,springen::V,跳,ой
830,springen::V,跳,ыстан
831,klettern::V,攀缘,ытын
832,schaukeln::V,荡秋千,эйэҥнээ
833,schaukeln::V,荡秋千,биэрэҥнээ
834,kriechen::V,爬行,сыыл
835,schwimmen::V,游泳,уһун
836,schwimmen::V,游泳,харбаа
837,tauchen::V,潜水,умус
838,rudern::V,划船,эрт
839,fahren::V,行驶,айаннаа
840,fliegen::V,飞,көт
841,gehen::V,走,бар
842,weggehen::V,离去,бар
843,abfahren::V,出发,бар
844,anhalten::V,停住,тохтоо
845,hineingehen::V,进去,киир
846,eintreten::V,进入,киир
847,kommen::V,来,кэл
848,ankommen::V,到达,кэл
849,ankommen::V,到达,тиий
850,zurückkommen::V,回来,төнүн
851,bleiben::V,停留,хаал
852,warten::V,等,көһүт
853,erwarten::V,等候,күүт
854,erwarten::V,等候,көһүт
855,suchen::V,找,ирдээ
856,suchen::V,找,көрдөө
857,finden::V,找到,бул
858,versuchen::V,尝试,сорун
859,vorbereiten::V,预备,бэлэмнээ
860,lieben::V,爱,таптаа
861,mögen::V,喜欢,сөбүл
862,lachen::V,笑,күл
863,weinen::V,哭,ытаа
864,schimpfen::V,骂,үөҕүс
865,sich ärgern::V,生气,кыыһыр
866,sich ärgern::V,生气,кыйахан
867,sich fürchten::V,害怕,куттан
868,sich fürchten::V,害怕,дьиксин
869,fürchten::V,害怕,дьиксин
870,fürchten::V,害怕,куттан
871,fliehen::V,逃走,күрээ
872,flüchten::V,逃跑,күрээ
873,sehen::V,看,көр
874,anschauen::V,注视,көр
875,ansehen::V,注视,көр
876,hören::V,听,бил
877,hören::V,听,иһит
878,zuhören::V,倾听,иһит
879,probieren::V,尝,боруобалаан көр
880,probieren::V,尝,амсайан көр
881,riechen::V,闻,сытырҕаа
882,fühlen::V,感到,бил
883,scheinen::V,照耀,көһүн
884,zu sehen sein::V,可以看到,көһүн
885,vernehmen::V,审讯,иһит
886,frieren::V,觉得冷,тоҥ
887,frieren::V,觉得冷,үлүй
888,tun::V,作,гын
889,können::V,能,кыай
890,wollen::V,要,баҕар
891,anfangen::V,开始,саҕалаа
892,beenden::V,结束,бүтэр
893,aufhören::V,停止,уурай
894,gelingen::V,成功,сатан
895,geraten::V,陷于,баар буолан биэр
896,geraten::V,陷于,баар буола тус
897,geraten::V,陷于,буолан таҕыс
898,öffnen::V,打开,ас
899,schließen::V,关,сап
900,schließen::V,关,хатаа
901,stellen::V,放,уур
902,stellen::V,放,туруор
903,setzen::V,放,туруор
904,setzen::V,放,уур
905,legen::V,摆,уур
906,berühren::V,触,тыыт
907,berühren::V,触,таарый
908,verbinden::V,联结,кэлгий
909,bedecken::V,覆盖,бүрүй
910,aufhängen::V,挂,ыйаа
911,anzünden::V,点,умат
912,aufheben::V,拾起,өрө тарт
913,zurücklassen::V,遗留,бырах
914,verlieren::V,丧失,сүтэр
915,fallen lassen::V,让掉下,түһэр
916,fallen lassen::V,让掉下,мүлчү тут
917,machen::V,做,оҥор
918,machen::V,做,оҥоһун
919,herstellen::V,生产,оҥор
920,bauen::V,建造,тут
921,reparieren::V,修理,абырахтаа
922,verbessern::V,改进,тупсар
923,ändern::V,改变,уларыт
924,graben::V,挖,хас
925,beugen::V,弯下,бокут
926,beugen::V,弯下,токурут
927,beugen::V,弯下,бүк баттаа
928,biegen::V,弯,иэх
929,biegen::V,弯,өҕүлүннэр
930,drehen::V,转动,эргит
931,drehen::V,转动,эргичит
932,wenden::V,转动,эргилин
933,umdrehen::V,转动,түҥнэр
934,heben::V,举起,көтөх
935,hochheben::V,抬高,таһаар
936,ergreifen::V,抓住,тут
937,halten::V,拿着,тут
938,drücken::V,压,ык
939,schieben::V,推,ас
940,kratzen::V,搔,кыһыы
941,lecken::V,舔,салаа
942,beißen::V,咬,ытыр
943,abreißen::V,撕下,быһа тарт
944,abreißen::V,撕下,туура тарт
945,abschneiden::V,切断,быс
946,abschneiden::V,切断,быһан ыл
947,abschneiden::V,切断,быһа баттаа
948,binden::V,捆,кэлгий
949,stecken::V,插,батары ас
950,brechen::V,断裂,тоһут
951,klopfen::V,敲,тоҥсуй
952,hauen::V,揍,оҕус
953,kleben::V,粘,силимнээ
954,reiben::V,摩擦,аал
955,streichen::V,涂,сыбаа
956,schleifen::V,拖曳,чочуй
957,schneiden::V,切,быс
958,rütteln::V,颠簸,иэҕэҥнэт
959,schütteln::V,摇动,сахсый
960,schwenken::V,摇动,дайбаа
961,schütten::V,倒,кут
962,füllen::V,填满,толор
963,einwickeln::V,包,суулаа
964,tragen::V,提,ит
965,schleppen::V,扛,сос
966,ziehen::V,拉,тарт
967,aufbewahren::V,保存,уур
968,aufbewahren::V,保存,харай
969,werfen::V,扔,бырах
970,fangen::V,捕捉,хап
971,packen::V,抓住,тут
972,verstecken::V,藏,саһыар
973,teilen::V,分,үллэр
974,schicken::V,派遣,ыыт
975,bringen::V,带来,аҕал
976,hinzufügen::V,添加,эп
977,bekommen::V,得到,ыл
978,bekommen::V,得到,булун
979,erhalten::V,接到,ыл
980,nehmen::V,拿,ыл
981,wählen::V,挑选,быыбардаа
982,auswählen::V,选择,тал
983,bewahren::V,保持,харай
984,behindern::V,防碍,мэһэйдээ
985,verderben::V,败坏,буорту гын
986,beschädigen::V,损坏,алдьат
987,zerbrechen::V,破碎,үлтүрүт
988,zerreißen::V,撕碎,хайыта тарт
989,zerstören::V,毁坏,алдьат
990,verbrennen::V,燃烧,уоттаа
991,geben::V,给,биэр
992,reichen::V,递给,аҕал
993,schenken::V,赠送,бэлэхтээ
994,versprechen::V,许诺,эрэннэр
995,wünschen::V,祝,баҕар
996,loben::V,表扬,хайҕаа
997,küssen::V,亲,уураа
998,wiegen::V,轻摇,бигээ
999,zudecken::V,盖上,сап
1000,zudecken::V,盖上,бүрүй
1001,wecken::V,唤起,уһугуннар
1002,zeigen::V,指,көрдөр
1003,führen::V,带领,салай
1004,lehren::V,教,үөрэт
1005,unterrichten::V,讲课,үөрэт
1006,aufziehen::V,抚养,иит
1007,leiten::V,领导,салай
1008,antreiben::V,催促,кыһай
1009,lassen::V,让,күһэй
1010,einladen::V,邀请,ыҥыр
1011,vereinigen::V,统一,холбоо
1012,vereinigen::V,统一,түм
1013,besuchen::V,参观,сырыт
1014,besuchen::V,参观,билсэ сырыт
1015,treffen::V,会面,көрүс
1016,sich versammeln::V,聚集,мүһүн
1017,sich versammeln::V,聚集,түмүс
1018,spielen::V,玩,оонньоо
1019,singen::V,唱歌,ыллаа
1020,tanzen::V,跳舞,үҥкүүлээ
1021,sich trennen::V,分别,араҕыс
1022,verlassen::V,离开,хааллар
1023,retten::V,救,өрүһүй
1024,bewachen::V,守卫,араҥаччылаа
1025,schützen::V,保护,көмүскээ
1026,verteidigen::V,保卫,көмүскээ
1027,sich schlagen::V,打架,охсус
1028,schießen::V,射击,ытыалаа
1029,siegen::V,获胜,хот
1030,siegen::V,获胜,кыай
1031,ärgern::V,激怒,кыыһырт
1032,schlagen::V,打,оҕус
1033,treten::V,踢,тэп
1034,stechen::V,刺,кэй
1035,stoßen::V,撞,кэп
1036,stoßen::V,撞,үтүрүй
1037,stehlen::V,盗窃,уор
1038,stören::V,干扰,мэһэйдээ
1039,belästigen::V,打搅,батар
1040,verbergen::V,隐藏,кистээ
1041,täuschen::V,欺骗,албыннаа
1042,betrügen::V,欺骗,албыннаа
1043,töten::V,杀,өлөр
1044,wohnen::V,居住,олор
1045,arbeiten::V,工作,үлэлээ
1046,sammeln::V,收集,мус
1047,sammeln::V,收集,хомуй
1048,pflücken::V,采,үргээ
1049,jagen::V,打猎,бултаа
1050,fischen::V,捕鱼,балыктаа
1051,fassen::V,捉住,тут
1052,hüten::V,守护,манаа
1053,treiben::V,漂,үүр
1054,anbinden::V,拴,баай
1055,füttern::V,喂,аһат
1056,melken::V,挤奶,ыа
1057,hacken::V,剁细,кэрт
1058,gießen::V,浇,сиигирт
1059,reifen::V,成熟,бус
1060,kochen::V,煮,буһар
1061,backen::V,烤,буһар
1062,braten::V,煎,хооруй
1063,braten::V,煎,ыһаарылаа
1064,braten::V,煎,соркуойдаа
1065,umrühren::V,搅拌,былаа
1066,stricken::V,织,өр
1067,nähen::V,缝,иистэн
1068,färben::V,染色,кырааскалаа
1069,reinigen::V,清洁,ыраастаа
1070,waschen::V,洗,сууй
1071,abwischen::V,擦掉,сот
1072,spülen::V,清洗,сайҕаа
1073,fegen::V,扫,сиппий
1074,kehren::V,打扫,харбаа
1075,baden::V,给...洗澡,сөтүөлээ
1076,sich waschen::V,洗澡,суун
1077,ausziehen::V,脱,уһул
1078,anziehen::V,穿,кэтэрт
1079,sich anziehen::V,穿衣,таҥын
1080,kämmen::V,梳,тараа
1081,schmücken::V,装饰,симээ
1082,sagen::V,说,диэ
1083,sprechen::V,说,эт
1084,sprechen::V,说,саҥар
1085,reden::V,讲,кэпсэт
1086,sich unterhalten::V,聊天,кэпсэт
1087,fragen::V,问,ыйыт
1088,bitten::V,请,көрдөс
1089,erzählen::V,叙述,кэпсээ
1090,erzählen::V,叙述,сэһэргээ
1091,mitteilen::V,通知,биллэр
1092,nennen::V,叫做,ааттаа
1093,rufen::V,叫,ыҥыр
1094,prahlen::V,吹牛,чабылан
1095,prahlen::V,吹牛,киһиргээ
1096,übersetzen::V,翻译,тылбаастаа
1097,denken::V,想,санаа
1098,denken::V,想,толкуйдаа
1099,glauben::V,以为,итэҕэй
1100,bemerken::V,发觉,бэлиэтээ
1101,erkennen::V,识别,бил
1102,begreifen::V,理解,өйдөө
1103,verstehen::V,明白,өйдөө
1104,lernen::V,学,үөрэн
1105,wissen::V,知道,бил
1106,sich erinnern an::V,回忆,аҕын
1107,vergessen::V,忘记,умун
1108,messen::V,测量,кэмнээ
1109,messen::V,测量,кээмэйдээ
1110,zählen::V,数,аах
1111,rechnen::V,计算,аах
1112,lesen::V,读,аах
1113,malen::V,画,уруһуйдаа
1114,zeichnen::V,绘制,уруһуйдаа
1115,schreiben::V,写,суруй
1116,besitzen::V,占有,баһылаа
1117,kaufen::V,买,атыылас
1118,verkaufen::V,卖,атыылаа
1119,bezahlen::V,付钱,төлөө
1120,zahlen::V,支付,төлөө
1121,beherrschen::V,统治,баһылаа
1122,ertragen::V,忍耐,тулуй
1123,vergebens::ADV,,таак
1124,klirren::V,,айгырат
1125,rauschen::V,,суугунаа
1126,rühren::V,,долгут
1127,zubereiten::V,,бэлэмнээ
