,Concept_ID,mdf,sah
214,Spur::N,пильгоки́,суол
215,Asche::N,кулу,күл
216,Dreck::N,ърда́з,бадараан
217,Eisen::N,кшни,тимир
218,Gold::N,ока,көмүс
219,Gold::N,ока,кыһыл көмүс
220,Gold::N,золота,көмүс
221,Gold::N,золота,кыһыл көмүс
222,Silber::N,сия́,көмүс
223,Silber::N,сия́,үрүҥ көмүс
224,Kohle::N,седь,чох
225,Kohle::N,седьвальмя,чох
226,Glas::N,кля́нцек,өстүөкүлэ
227,Lehm::N,сёвонь,туой
228,Sand::N,шува́р,кумах
229,Mensch::N,ломань,киһи
230,Mann::N,аля,эр
231,Mann::N,цёраломань,эр
232,Frau::N,ава,дьахтар
233,Kind::N,идь,оҕо
234,Kind::N,шаба,оҕо
235,Junge::N,цёраня,уол
236,Mädchen::N,стирня́,кыыс оҕо
237,Familie::N,тнал,кэргэн
238,Familie::N,семья,кэргэн
239,Großvater::N,атя,эһэ
240,Großvater::N,щя́тя,эһэ
241,Großmutter::N,баба,эбэ
242,Eltern::N,тя́дят-а́лят,аҕа-ийэ
243,Vater::N,аля,аҕа
244,Mutter::N,ава,ийэ
245,Mutter::N,тядя,ийэ
246,Sohn::N,цёра,уол
247,Tochter::N,стирь,кыыс
248,Bruder::N,дуган,убай
249,Bruder::N,дуган,быраат
250,Bruder::N,пяльне,убай
251,Bruder::N,пяльне,быраат
252,Schwester::N,ака,аҕас
253,Schwester::N,ака,балыс
254,Schwester::N,сазор,аҕас
255,Schwester::N,сазор,балыс
256,Onkel::N,оця,таай
257,Onkel::N,оця,абаҕа
258,Onkel::N,патя,таай
259,Onkel::N,патя,абаҕа
260,Onkel::N,щеня́,таай
261,Onkel::N,щеня́,абаҕа
262,Tante::N,ака,эдьиий
263,Tante::N,щака,эдьиий
264,Ehemann::N,мирде,эр
265,Ehefrau::N,ърьвя́,ойох
266,Freude::N,ке́нярдема,үөрүү
267,Gelächter::N,рахсема,күлүү
268,Glück::N,паваз,дьол
269,Glück::N,паваз,соргу
270,Kummer::N,ризф,кутурҕан
271,Kummer::N,пичефкс,кутурҕан
272,Wunsch::N,мяль,баҕарыы
273,Wunsch::N,таколдома,баҕарыы
274,Lust::N,таколдома,баҕа
275,Geist::N,вайме,тыын
276,Gedanke::N,мяль,санаа
277,Gedächtnis::N,прявий,өй
278,Verstand::N,прявий,өй
279,Sinn::N,ён,суолта
280,Grund::N,туфта́л,төрүөт
281,Wahrheit::N,ви́де,кырдьык
282,Wahrheit::N,видеши́,кырдьык
283,Gespräch::N,корхтама,бэсиэдэ
284,Gespräch::N,корхтама,кэпсэтии
285,Märchen::N,ёфкс,остуоруйа
286,Erzählung::N,азкс,кэпсээн
287,Nachricht::N,куля́,биллэриллии
288,Neuigkeit::N,куля́,сонун
289,Name::N,лем,аат
290,Rätsel::N,со́дама ёфкс,таабырын
291,Rede::N,вал,этии
292,Rede::N,корхтама,этии
293,Sprache::N,кяль,тыл
294,Stimme::N,вайгяль,куолас
295,Wort::N,вал,тыл
296,Zeichen::N,тя́ште,бэлиэ
297,Zeichen::N,тя́штькс,бэлиэ
298,Ruf::N,тердема,ыҥырыы
299,Lärm::N,гайф,айдаан
300,Lärm::N,жалакодома,айдаан
301,Laut::N,вайгяль,тыас
302,Ton::N,вайгяль,дорҕоон
303,Lied::N,мора,ырыа
304,Ruhe::N,сетьме,уу чуумпу
305,Leute::N,ломатть,дьон
306,Volk::N,наро́д,дьон
307,Volk::N,наро́д,норуот
308,Arbeit::N,тев,үлэ
309,Gast::N,и́нжи,ыалдьыт
310,Gast::N,ко́нак,ыалдьыт
311,Geschenk::N,казне,бэлэх
312,Spiel::N,налхкома,оонньуу
313,Spiel::N,налхксема,оонньуу
314,Gesellschaft::N,кружок,общество
315,Hilfe::N,лездома,көмө
316,Freund::N,я́лга,доҕор
317,Kamerad::N,я́лга,атас
318,Angelegenheit::N,тев,дьыала
319,Anzahl::N,лувкс,ахсаан
320,Art::N,вид,биис
321,Stück::N,пакш,кырбас
322,Teil::N,часть,ирээт
323,Teil::N,пялькс,ирээт
324,Hälfte::N,пяле,аҥар
325,Kreis::N,шаркс,төгүрүк
326,Kreis::N,шаркс,төгүрүмтэ
327,Kreuz::N,крёз,кириэс
328,Linie::N,межа,сурааһын
329,Linie::N,китькс,сурааһын
330,Strich::N,межа,сурааһын
331,Abstand::N,ётка,арыт
332,Entfernung::N,ётка,ыраах
333,Gegend::N,ва́ста,сир
334,Gegend::N,перьфпя́ль,сир
335,Platz::N,ва́ста,арыт
336,Ort::N,ва́ста,сир
337,Seite::N,пяле,өрүт
338,Seite::N,пяле,сирэй
339,Mitte::N,кучка́,орто
340,Gegenstand::N,веща,предмет
341,Sache::N,тев,мал
342,Sache::N,веща,мал
343,Rand::N,пе,кытыы
344,Rand::N,пе,ойоҕос
345,Kante::N,и́рдез,кырыы
346,Ecke::N,ужа,муннук
347,Spitze::N,пря,чыпчаал
348,Ende::N,пе,төбө
349,Loch::N,варя,тэһэҕэс
350,Loch::N,варя,дьөлөҕөс
351,Winkel::N,ужа,муннук
352,Muster::N,сёрма,оһуор
353,Größe::N,серь,кээмэй
354,Länge::N,кува́лма,уста
355,Höhe::N,серь,үрдүк
356,Gewicht::N,сталма,ыйааһын
357,Menge::N,лувкс,ахсаан
358,Haufen::N,мар,чөмчөх
359,Reihe::N,ряд,кэккэ
360,Boot::N,венеж,оҥочо
361,Ruder::N,миле,эрдии
362,Schlitten::N,ну́рда,сыарҕа
363,Ski::N,сокс,хайыһар
364,Lagerfeuer::N,то́лмар,кутаа
365,Last::N,канкс,ыарахан
366,Last::N,сталма,ыарахан
367,Gang::N,молема,хаамыы
368,Schritt::N,аськолкс,хардыы
369,Norden::N,якшама шире,хоту
370,Süden::N,ля́мбе ши́ре,соҕуруу
371,Westen::N,ши валгома шире,арҕаа
372,Osten::N,шинь стяма шире,илин
373,Holz::N,вирь,мас
374,Holz::N,шуфта,мас
375,Brett::N,лавця,дуоска
376,Brett::N,лавця,хаптаһын
377,Platte::N,плита́,билиитэ
378,Stütze::N,неже,тулааһын
379,Stange::N,олга,ураҕас
380,Stock::N,байдек,мас
381,Stock::N,байдек,баалкы
382,Stab::N,олгоня,ураҕас
383,Rohr::N,турама,турба
384,Haus::N,куд,дьиэ
385,Heim::N,куд,дьиэ
386,Ofen::N,пянакуд,оһох
387,Fußboden::N,кия́кс,муоста
388,Tisch::N,шра,остуол
389,Tisch::N,моркш,остуол
390,Stuhl::N,стул,устуул
391,Wiege::N,нюря́м,биһик
392,Bett::N,ацам,кырабаат
393,Regal::N,лавцяланга,долбуур
394,Kiste::N,парга,дьааһык
395,Fenster::N,валмья,түннүк
396,Tür::N,кенкш,аан
397,Tor::N,ортат,аан
398,Zaun::N,перяфкс,соппулуот
399,Dach::N,кудпря,кырыыса
400,Leiter::N,куцема,кирилиэс
401,Besen::N,тяльме,миинньик
402,Spaten::N,ка́йме,күрдьэх
403,Schaufel::N,ко́поня,күрдьэх
404,Schaufel::N,ця́рдом,күрдьэх
405,Gabel::N,ця́нгоня,биилкэ
406,Löffel::N,куцю,луоска
407,Messer::N,пеель,быһах
408,Nagel::N,эска,тоһоҕо
409,Haken::N,кя́чказ,көхө
410,Griff::N,недь,ук
411,Griff::N,недь,тутаах
412,Griff::N,кунда́мка,ук
413,Griff::N,кунда́мка,тутаах
414,Schloss::N,замо́к,күлүүс
415,Bild::N,карти́на,хартыына
416,Figur::N,ронга-понда,фигура
417,Puppe::N,ня́ка,куукула
418,Beutel::N,кяскав,мөһөөччук
419,Bündel::N,кярьме,баайыы
420,Tasche::N,кошяльня,суумка
421,Eimer::N,ве́дарка,биэдэрэ
422,Deckel::N,тавадкс,хаппах
423,Deckel::N,вельхкс,хаппах
424,Geschirr::N,кядьге,иһит
425,Sack::N,кяскав,куул
426,Tasse::N,ша́ваня,сэлиэнэй
427,Topf::N,кавозь,көстүрүүҥкэ
428,Kessel::N,сргавозь,хочуол
429,Essen::N,ярхцама,аһылык
430,Nahrung::N,ярхцампяль,ас
431,Speise::N,ярхцама,аһылык
432,Fleisch::N,пал,эт
433,Fleisch::N,сиволь,эт
434,Getreide::N,сёра,злактар
435,Brei::N,ям,хааһы
436,Brot::N,кши,килиэп
437,Scheibe::N,кочам,куһуок
438,Fett::N,куя́,сыа
439,Butter::N,вай,арыы
440,Öl::N,вай,арыы
441,Salz::N,сал,туус
442,Suppe::N,шонгарям,мин
443,Suppe::N,коршампяль,мин
444,Honig::N,медь,мүөт
445,Milch::N,лофца,үүт
446,Tee::N,чай,чэй
447,Leder::N,кедь,тирии
448,Wolle::N,пона,түү
449,Stoff::N,котф,таҥас
450,Nadel::N,салмокс,иннэ
451,Faden::N,сюре,сап
452,Knopf::N,пуня,тимэх
453,Knoten::N,сюлма,түмүк
454,Farbe::N,архтомбяль,кырааска
455,Kleidung::N,щам,таҥас
456,Hemd::N,па́нар,ырбаахы
457,Kragen::N,сиве,саҕа
458,Ärmel::N,ожа,сиэх
459,Hose::N,понкст,ыстаан
460,Hose::N,понкст,бүрүүкэ
461,Gürtel::N,каркс,кур
462,Mütze::N,вазь,бэргэһэ
463,Schuh::N,башма́к,бачыыҥка
464,Stiefel::N,кя́ме,саппыкы
465,Ring::N,суркс,биһилэх
466,Band::N,керькс,лиэнтэ
467,Band::N,лента,лиэнтэ
468,Kamm::N,сюрьхцем,тараах
469,Spiegel::N,ванома,сиэркилэ
470,Riemen::N,шнань каркс,кур
471,Schnur::N,пикс,быа
472,Schnur::N,карькскя,быа
473,Leine::N,вядьме,тэһиин
474,Decke::N,вельхкс,суорҕан
475,Kissen::N,тоду,сыттык
476,Tuch::N,руця́,былаат
477,Handtuch::N,на́рдама,соттор
478,Kraft::N,вий,сыра
479,Stärke::N,вииши,күүс
480,Gesundheit::N,шумбраши́,доруобуйа
481,Krankheit::N,урма́,ыарыы
482,Krankheit::N,сярядема,ыарыы
483,Schmerz::N,маряма,ыарыы
484,Wunde::N,керф,баас
485,Fieber::N,маштыкс,түрүлгэн
486,Fieber::N,маштыкс,лихорадка
487,Fieber::N,маштыкс,температура
488,Arznei::N,надо́бья,эмп
489,Arznei::N,пъчка́фтома,эмп
490,Brücke::N,седь,күргэ
491,Brunnen::N,эши,холуодьас
492,Weide::N,ванома васта,мэччирэҥ
493,Pfad::N,ян,ыллык
494,Pfad::N,киня́,ыллык
495,Weg::N,ки,суол
496,Straße::N,ки,суол
497,Dorf::N,веле,дэриэбинэ
498,Stadt::N,ош,куорат
499,Brief::N,сёрма,сурук
500,Buch::N,книга,кинигэ
501,Buchstabe::N,бу́ква,буква
502,Zeitung::N,газе́та,хаһыат
503,Leben::N,эряф,тыын
504,Leben::N,эряма,тыын
505,Tod::N,кулома́,өлүү
506,Grab::N,калма,иин
507,Kirche::N,це́рькав,таҥара дьиэтэ
508,Sünde::N,пежеть,айыы
509,Sünde::N,муворкс,айыы
510,Gott::N,шкай,тангара
511,Arbeiter::N,трудендай,үлэһит
512,Arbeiter::N,работник,үлэһит
513,Chef::N,азор,баһылык
514,Chef::N,азор,начальник
515,Chef::N,оцюня,баһылык
516,Chef::N,оцюня,начальник
517,Meister::N,мастяр,уус
518,Meister::N,мастяр,маастар
519,Arzt::N,врач,врач
520,Arzt::N,доктор,врач
521,Lehrer::N,учи́тель,учуутал
522,Geld::N,ярмакт,харчы
523,Geschäft::N,ладяфкс,идэ
524,Geschäft::N,ладяф тев,идэ
525,Laden::N,ла́вка,маҕаһыын
526,Preis::N,питне,сыана
527,Ware::N,миф,табаар
528,Ware::N,ра́маф,табаар
529,Nutzen::N,пара,туһа
530,Nutzen::N,лезкс,туһа
531,Reichtum::N,ко́зяши,баай
532,Welt::N,свет,аан дойду
533,Land::N,мастор,дойду
534,Staat::N,государства,государство
535,König::N,король,король
536,Macht::N,азорондама,былаас
537,Macht::N,азорксши,былаас
538,Grenze::N,ёткаян,кыраныысса
539,Krieg::N,война́,сэрии
540,Feind::N,душман,өстөөх
541,Feind::N,каршек тюри,өстөөх
542,Gewalt::N,наругама,күүһүлээһин
543,Kampf::N,тюрема́,охсуһуу
544,Bogen[Waffe]::N,нал,ох
545,Pfeil::N,нал,ох
546,Gewehr::N,винто́вка,саа
547,Fehler::N,эльбядькс,сыыһа
548,Lüge::N,васькафнема,сымыйа
549,Schaden::N,зия́н,хоромньу
550,Unglück::N,зия́н,алдьархай
551,Schuld::N,муворши,буруй
552,Alter::N,эряф кизот,саас
553,Alter::N,эряфонь пинге,саас
554,Schluss::N,пе,тиһэх
555,Zeit::N,пинге,бириэмэ
556,Tag::N,ши,күн
557,Morgen::N,шобдава,сарсыарда
558,Mittag::N,шикучка,күн ортото
559,Abend::N,иля́дь,киэһэ
560,Nacht::N,ве,түүн
561,Woche::N,недя́ля,нэдиэлэ
562,Monat::N,ков,ый
563,Jahr::N,киза,сыл
564,Jahr::N,киза,дьыл
565,Frühling::N,тунда́,саас
566,Sommer::N,киза,сайын
567,Herbst::N,сёксе,күһүн
568,Winter::N,тяла,кыһын
569,Januar::N,кельмеков,тохсунньу
570,Februar::N,уфайков,олунньу
571,März::N,марайков,кулун тутар
572,April::N,шудиков,муус устар ый
573,Mai::N,панжиков,ыам ыйа
574,Juni::N,лямбеков,бэс ыйа
575,Juli::N,псиков,от ыйа
576,August::N,сёроньков,атырдьах ыйа
577,September::N,тюжягов,балаҕан ыйа
578,Oktober::N,кельмазаков,алтынньы
579,November::N,эйндамков,сэтинньи
580,Dezember::N,кучкаков,ахсынньы
581,Montag::N,одговши,бэнидиэнньик
582,Dienstag::N,ша́вши,оптуорунньук
583,Mittwoch::N,вержи,сэрэдэ
584,Donnerstag::N,шува́ланя,чэппиэр
585,Freitag::N,пя́денця,бээтинсэ
586,Samstag::N,ёткши,субуота
587,Sonntag::N,таргоши,баскыһыанньа
588,groß::A,оцю,бөдөҥ
589,groß::A,оцю,улахан
590,klein::A,ёмла,кыр
591,lang::A,кува́ка,уһун
592,kurz::A,нюрьхкя́ня,кылгас
593,breit::A,кели,кэтит
594,schmal::A,тяйня,кыараҕас
595,dicht::A,сиде,хойуу
596,dicht::A,туста,хойуу
597,dick[Gegenstand]::A,эчке,суон
598,dick[Gegenstand]::A,эчке,хойуу
599,dünn::A,шува́ня,чараас
600,fein::A,шува́ня,бытархай
601,fein::A,шува́ня,синньигес
602,fest::A,кеме,бөҕө
603,fest::A,кеме,кытаанах
604,flach::A,лапш,хаптаҕай
605,glatt::A,вадяв,кылааккай
606,glatt::A,такор,кылааккай
607,hart::A,калгода,хатан
608,hart::A,калгода,кытаанах
609,weich::A,ляпе,сымнаҕас
610,rund::A,кру́глай,төгүрүк
611,spitz::A,ботаз,сытыы
612,spitz::A,ботаз,уһуктаах
613,spitz::A,оржа,сытыы
614,spitz::A,оржа,уһуктаах
615,scharf::A,оржа,сытыы
616,stumpf::A,ношка,сыппах
617,schwer::A,стака,ыарахан
618,schön::A,мазы,кыраһыабай
619,heiß::A,пси,итии
620,warm::A,лямбе,ичигэс
621,kalt::A,кельме,тымныы
622,kühl::A,эше,сөрүүн
623,frisch::A,свежай,ыраас
624,frisch::A,свежай,сөрүүн
625,frisch::A,свежай,тымныы
626,feucht::A,летьке,сииктээх
627,nass::A,начка,инчэҕэй
628,trocken::A,коське,кураан
629,voll::A,пяшксе,толору
630,leer::A,шава,иччитэх
631,offen::A,панжада,аһаҕас
632,offen::A,виде,аһаҕас
633,geschlossen::A,пякстаф,бүтэй
634,geschlossen::A,сёлгф,бүтэй
635,sauber::A,ару,сэбэр
636,schmutzig::A,рда́зу,кирдээх
637,schmutzig::A,пя́ндра,кирдээх
638,roh::A,верок,сиикэй
639,reif::A,ке́нерьф,буспут
640,reif::A,ке́нерьф,сиппит-хоппут
641,lecker::A,танцти,минньигэс
642,süß::A,ламбама,минньигэс
643,bitter::A,сяпи,аһыы
644,sauer::A,шапама,аһыы
645,hell::A,валда,сырдык
646,dunkel::A,шобда,хараҥа
647,schwarz::A,равжа,хара
648,weiß::A,акша,үрүҥ
649,weiß::A,акша,маҥан
650,rot::A,якстерь,кыһыл
651,gelb::A,тюжя́,саһархай
652,blau::A,сенем,күөх
653,grün::A,пиже,күөх
654,grün::A,пиже,от күөҕэ
655,grün::A,сянгяря,күөх
656,grün::A,сянгяря,от күөҕэ
657,grau::A,уле,сиэрэй
658,bunt::A,сёрмав,эриэн
659,billig::A,у́цез,чэпчэки
660,billig::A,аф пи́тни,чэпчэки
661,teuer::A,пи́тни,сыаналаах
662,wertvoll::A,питни,сыаналаах
663,blind::A,сокор,хараҕа суох
664,taub::A,пярав,дьүлэй
665,kräftig::A,пяк вии,модун
666,stark::A,вии,күүстээх
667,schwach::A,лафча,мөлтөх
668,fett::A,куя́,эмис
669,schlank::A,виде ронга,дьылҕан
670,schlank::A,виде ронга,дьыпсаҕай
671,hübsch::A,мазы,олус кэрэ
672,hübsch::A,мазы,көрүөхтэн үчүгэй
673,böse::A,кяжи,өһүөннээх
674,dumm::A,аф ёню,акаары
675,dumm::A,шава пря,акаары
676,faul::A,нола,нэс
677,fleißig::A,ку́лхцонды,кыһамньылаах
678,geizig::A,кирьжя,иҥсэлээх
679,geizig::A,жаднай,иҥсэлээх
680,klug::A,ёню,өйдөөх
681,klug::A,пря́ви,өйдөөх
682,geschickt::A,маштозь тиф,наһаа дьоҕурдаах
683,lieb::A,цебярь,тапталлаах
684,lustig::A,ра́хси,көрдөөх
685,sanft::A,сетьме,намчы
686,sanft::A,сетьме,сымнаҕас
687,hungrig::A,вача,аччык
688,hungrig::A,вачеда,аччык
689,krank::A,сяряди,ыалдьар
690,nackt::A,штада,сыгынньах
691,nackt::A,кърхтапа,сыгынньах
692,traurig::A,ла́жнай,санаарҕабыллаах
693,lebendig::A,эряй,тыыннаах
694,gut::A,пара,үтүө
695,gut::A,пара,үчүгэй
696,gut::A,цебярь,үтүө
697,gut::A,цебярь,үчүгэй
698,schlecht::A,кальдяв,куһаҕан
699,richtig::A,виде,сөп
700,schlimm::A,кальдяв,сидьиҥ
701,schlimm::A,кальдяв,быдьар
702,wahr::A,афкуксонь,кырдьык
703,alt::A,ташта,былыргы
704,neu::A,од,саҥа
705,ehemalig::A,и́нгольдень,урукку
706,alt[Lebewesen]::A,сире,кырдьаҕас
707,jung::A,од,эдэр
708,arm::A,а́шу,дьадаҥы
709,reich::A,козя,баай
710,bekannt::A,содаф,билэр
711,berühmt::A,содавикс,аатырбыт
712,fremd::A,лия,атын
713,fremd::A,аф содаф,атын
714,verschieden::A,аф фкя ла́цонь,араас
715,nah::A,мала,чугас
716,nah::A,аф ичкоздень,чугас
717,fern::A,и́чкоздень,ыраах
718,fern::A,куна́рдонь,ыраах
719,linker::A,кержи,хаҥас
720,rechter::A,види,уҥа
721,anderer::A,лия,атын
722,erster::A,васенце,маҥнайгы
723,zweiter::A,омбоце,иккис
724,dritter::A,колмоце,үһүс
725,letzter::A,ме́кольце,тиһэх
726,allein::ADV,ськамонза,соҕотох
727,auf einmal::ADV,вихцок,биирдэ
728,zusammen::ADV,марс,холбуу
729,zusammen::ADV,ма́рса,холбуу
730,lange::ADV,кува́тьс,уһуннук
731,plötzlich::ADV,а́пак учт,эмискэ
732,sofort::ADV,тяникиге,тута
733,später::ADV,ме́ле,хойут
734,jetzt::ADV,тяни,билигин
735,heute::ADV,тячи,бүгүн
736,morgen::ADV,ва́нды,сарсын
737,bald::ADV,курок,өтөр
738,dann::ADV,меле,кэнна
739,dann::ADV,сяда меле,кэнна
740,gestern::ADV,ися́к,бэҕэһээ
741,einst::ADV,весть,биир төгүл
742,einst::ADV,весть,арай биирдэ
743,einst::ADV,мзя́рда-бди,биир төгүл
744,einst::ADV,мзя́рда-бди,арай биирдэ
745,damals::ADV,эста,оччоҕо
746,danach::ADV,меле,аары
747,danach::ADV,меле,ол кэнниттэн
748,vorher::ADV,инголи,урут
749,zuerst::ADV,ва́сенда,маҥнай
