,Concept_ID,sl,en
857,tauchen::V,potápljati se,dive
858,rudern::V,vesláti,row
859,fahren::V,vozíti se,drive
860,fahren::V,peljáti se,drive
861,fliegen::V,létati,fly
862,gehen::V,íti,go
863,weggehen::V,odíti,go away
864,abfahren::V,odpeljáti se,depart
865,anhalten::V,ustáviti se,stop
866,hineingehen::V,íti nóter,go in
867,eintreten::V,vstopíti,enter
868,kommen::V,príti,come
869,ankommen::V,prispéti,arrive
870,ankommen::V,prihájati,arrive
871,zurückkommen::V,vrníti se,come back
872,bleiben::V,ostáti,stay
873,warten::V,čákati,wait
874,erwarten::V,pričakováti,wait for
875,suchen::V,iskáti,seek
876,suchen::V,iskáti,look for
877,finden::V,nájti,find
878,versuchen::V,poskúšati,try
879,vorbereiten::V,pripráviti,prepare
880,lieben::V,ljubíti,love
881,mögen::V,márati,like
882,lachen::V,smejáti se,laugh
883,rühren::V,ganíti,move
884,weinen::V,jókati,weep
885,weinen::V,plákati,weep
886,schimpfen::V,psováti,grumble
887,schimpfen::V,zmérjati,grumble
888,sich ärgern::V,jezíti se,be annoyed
889,sich fürchten::V,báti se,be afraid
890,fürchten::V,báti se,be afraid of
891,fliehen::V,bežáti,flee
892,flüchten::V,pobégniti,escape
893,sehen::V,vídeti,see
894,anschauen::V,oglédati,look at
895,ansehen::V,glédati,watch
896,hören::V,slíšati,hear
897,zuhören::V,poslúšati,listen
898,probieren::V,poskúšati,taste
899,riechen::V,dúhati,smell
900,fühlen::V,čutíti,feel
901,scheinen::V,zdéti se,seem
902,zu sehen sein::V,vídeti se,show
903,vernehmen::V,čúti,hear
904,frieren::V,zébsti,be cold
905,tun::V,délati,do
906,können::V,môči,can
907,wollen::V,hotéti,want
908,anfangen::V,začéti,start
909,beenden::V,dokončáti,finish
910,aufhören::V,prenéhati,stop
911,gelingen::V,uspéti,succeed
912,gelingen::V,posréčiti se,succeed
913,geraten::V,obnêsti se,turn out
914,öffnen::V,odpréti,open
915,schließen::V,zapréti,close
916,stellen::V,postáviti,put
917,setzen::V,posadíti,place
918,legen::V,položíti,lay
919,berühren::V,dotíkati se,touch
920,verbinden::V,obvézati,connect
921,bedecken::V,pokríti,cover
922,aufhängen::V,obésiti,hang up
923,anzünden::V,zažgáti,light
924,aufheben::V,vzdígniti,pick up
925,zurücklassen::V,zapustíti,leave
926,verlieren::V,izgubíti,lose
927,fallen lassen::V,navréči,drop
928,machen::V,naredíti,make
929,machen::V,napráviti,make
930,herstellen::V,izdélati,produce
931,bauen::V,gradíti,build
932,reparieren::V,popráviti,mend
933,verbessern::V,izbóljšati,improve
934,ändern::V,spremeníti,alter
935,graben::V,kopáti,dig
936,graben::V,grêbsti,dig
937,beugen::V,upogníti,bow
938,biegen::V,zavíjati,bend
939,drehen::V,vrtéti,spin
940,wenden::V,obrníti,turn
941,umdrehen::V,zasúkati,turn around
942,heben::V,dvígati,raise
943,hochheben::V,privzdígniti,lift
944,ergreifen::V,zgrábiti,seize
945,halten::V,držáti,hold
946,drücken::V,tiščáti,press
947,schieben::V,ríniti,push
948,kratzen::V,práskati,scrape
949,lecken::V,lízati,lick
950,beißen::V,grísti,bite
951,abreißen::V,odtŕgati,tear off
952,abschneiden::V,odrézati,cut off
953,binden::V,vézati,tie
954,stecken::V,vtakníti,stick
955,brechen::V,lomíti,break
956,klopfen::V,tólči,knock
957,hauen::V,séči,hit
958,kleben::V,lépiti,glue
959,reiben::V,tréti,rub
960,reiben::V,dŕgniti,rub
961,streichen::V,namázati,spread
962,schleifen::V,brúsiti,grind
963,schneiden::V,rézati,cut
964,rütteln::V,strésti,jolt
965,schütteln::V,majáti,shake
966,schwenken::V,obrníti,swing
967,schütten::V,sípati,pour
968,füllen::V,napolníti,fill
969,einwickeln::V,zavíti,wrap
970,tragen::V,nêsti,carry
971,schleppen::V,vláčiti,drag
972,ziehen::V,vléči,pull
973,aufbewahren::V,shranjeváti,keep
974,werfen::V,lúčati,throw
975,fangen::V,ujéti,catch
976,packen::V,prijéti,grab
977,verstecken::V,skríti,hide
978,teilen::V,razdelíti,divide
979,schicken::V,pošíljati,send
980,bringen::V,prinêsti,bring
981,hinzufügen::V,pristáviti,add
982,bekommen::V,dobíti,get
983,erhalten::V,prejéti,receive
984,nehmen::V,vzéti,take
985,wählen::V,izbírati,choose
986,auswählen::V,izbráti,select
987,bewahren::V,ohraníti,preserve
988,behindern::V,ovírati,hinder
989,verderben::V,pokváriti,spoil
990,beschädigen::V,poškodováti,damage
991,zerbrechen::V,razlomíti,break
992,zerreißen::V,raztŕgati,tear
993,zerstören::V,razrúšiti,destroy
994,verbrennen::V,sežgáti,burn
995,geben::V,dáti,give
996,reichen::V,séči,hand
997,reichen::V,molíti,hand
998,schenken::V,podáriti,give
999,versprechen::V,obljubíti,promise
1000,wünschen::V,vóščiti,wish
1001,loben::V,hváliti,praise
1002,küssen::V,poljubováti,kiss
1003,wiegen::V,zíbati,rock
1004,zudecken::V,pokríti,cover
1005,wecken::V,zbudíti,wake
1006,zeigen::V,pokázati,show
1007,führen::V,vêsti,guide
1008,lehren::V,učíti,teach
1009,unterrichten::V,poučeváti,instruct
1010,aufziehen::V,vzgojíti,bring up
1011,leiten::V,uprávljati,lead
1012,antreiben::V,goníti,urge
1013,lassen::V,povzročíti,let
1014,einladen::V,povábiti,invite
1015,vereinigen::V,zdrúžiti,unite
1016,besuchen::V,obiskáti,visit
1017,treffen::V,pogodíti,meet
1018,sich versammeln::V,zbráti se,assemble
1019,spielen::V,igráti se,play
1020,singen::V,péti,sing
1021,tanzen::V,plésati,dance
1022,sich trennen::V,ločíti se,separate
1023,verlassen::V,zapustíti,leave
1024,retten::V,réšiti,rescue
1025,bewachen::V,strážiti,guard
1026,schützen::V,sčítiti,protect
1027,verteidigen::V,braníti,defend
1028,sich schlagen::V,têpsti se,brawl
1029,schießen::V,stréljati,shoot
1030,siegen::V,zmágati,win
1031,ärgern::V,jezíti,annoy
1032,ärgern::V,razbúriti,annoy
1033,schlagen::V,têpsti,beat
1034,schlagen::V,udáriti,beat
1035,treten::V,teptáti,kick
1036,stechen::V,ubôsti,sting
1037,stoßen::V,peháti,shove
1038,stoßen::V,drégniti,shove
1039,stehlen::V,ukrásti,steal
1040,stehlen::V,pokrásti,steal
1041,stören::V,motíti,disturb
1042,belästigen::V,nadlegováti,bother
1043,verbergen::V,skríti,conceal
1044,täuschen::V,slepíti,deceive
1045,betrügen::V,várati,cheat
1046,betrügen::V,ogoljufáti,cheat
1047,töten::V,ubíti,kill
1048,wohnen::V,prebívati,dwell
1049,arbeiten::V,délati,work
1050,sammeln::V,zbráti,gather
1051,pflücken::V,obráti,pick
1052,jagen::V,lovíti,hunt
1053,fischen::V,ribáriti,fish
1054,fassen::V,zajéti,catch
1055,hüten::V,pásti,herd
1056,treiben::V,pogánjati,drive
1057,anbinden::V,privézati,tie up
1058,füttern::V,kŕmiti,feed
1059,melken::V,mólsti,milk
1060,hacken::V,sékati,chop
1061,gießen::V,ulíti,water
1062,reifen::V,zoréti,ripen
1063,zubereiten::V,pripráviti,cook
1064,kochen::V,kúhati,boil
1065,backen::V,cvréti,bake
1066,braten::V,pêči,fry
1067,umrühren::V,preméšati,stir
1068,stricken::V,plêsti,knit
1069,nähen::V,šívati,sew
1070,färben::V,bárvati,dye
1071,reinigen::V,očístiti,clean
1072,waschen::V,opráti,wash
1073,abwischen::V,obrísati,wipe
1074,spülen::V,splakováti,rinse
1075,fegen::V,pométati,sweep
1076,kehren::V,mésti,sweep
1077,baden::V,kópati se,bath
1078,sich waschen::V,umíti se,wash
1079,ausziehen::V,izvléči,take off
1080,anziehen::V,obléči,put on
1081,sich anziehen::V,obléči se,get dressed
1082,kämmen::V,česáti,comb
1083,schmücken::V,okrasíti,decorate
1084,sagen::V,dejáti,say
1085,sprechen::V,govoríti,speak
1086,reden::V,rêči,talk
1087,sich unterhalten::V,razgovárjati se,chat
1088,fragen::V,vprášati,ask
1089,bitten::V,prosíti,request
1090,erzählen::V,práviti,tell
1091,mitteilen::V,naznániti,convey
1092,nennen::V,imenováti,name
1093,rufen::V,klícati,call
1094,prahlen::V,baháti se,brag
1095,übersetzen::V,prevêsti,translate
1096,denken::V,mísliti,think
1097,glauben::V,verjéti,believe
1098,bemerken::V,opáziti,notice
1099,erkennen::V,spoznáti,recognize
1100,begreifen::V,pôjmiti,grasp
1101,verstehen::V,razuméti,understand
1102,lernen::V,učíti se,learn
1103,wissen::V,znáti,know
1104,wissen::V,védeti,know
1105,sich erinnern an::V,spómniti se,remember
1106,vergessen::V,pozábiti,forget
1107,messen::V,mériti,measure
1108,zählen::V,štéti,count
1109,rechnen::V,račúnati,calculate
1110,lesen::V,bráti,read
1111,lesen::V,čítati,read
1112,malen::V,slíkati,paint
1113,zeichnen::V,rísati,draw
1114,schreiben::V,písati,write
1115,besitzen::V,iméti,own
1116,kaufen::V,kupíti,buy
1117,verkaufen::V,prodáti,sell
1118,bezahlen::V,pláčati,pay for
1119,zahlen::V,plačeváti,pay
1120,beherrschen::V,obvládati,rule
1121,ertragen::V,prenêsti,endure
1122,Verstand::N,,mind
