,Concept_ID,ar,ps
157,Ei::N,بيض,هګۍ
158,Nest::N,عش,جاله
159,Bau::N,جحر,کاز
160,Tier::N,حيوان,ژوی
161,Tier::N,حيوان,حیوان
162,Herde::N,قطيع,رمه
163,Herde::N,قطيع,غېله
164,Kuh::N,بقرة,غوا
165,Bulle::N,ثور,غوئی
166,Pferd::N,خيل,آس
167,Schaf::N,شاة,پسه
168,Schwein::N,خنزير,سرکوزی
169,Hund::N,كلب,سپی
170,Katze::N,قطة,پشه
171,Bär::N,دب,خرس
172,Eichhörnchen::N,سنجاب,خړ لمی
173,Elch::N,موظ,ګوزن
174,Fuchs::N,ثعلب,سپلم
175,Hase::N,أرنب,سوی
176,Maus::N,فأرة,مږک
177,Wolf::N,ذئب,لېوه
178,Vogel::N,طير,مرغه
179,Schwarm::N,سرب,سېل
180,Huhn::N,دجاجة,چرګه
181,Hahn::N,ديك,چرګ
182,Gans::N,وزة,بته
183,Adler::N,نسر,عقاب
184,Ente::N,بطة,ایلۍ
185,Eule::N,بوم,ګونګی
186,Kranich::N,كركي,کلنګ
187,Krähe::N,غراب,کارغه
188,Kuckuck::N,وقواق,فاخته
189,Schwan::N,إوز عراقي,قو
190,Fisch::N,سمك,کب
191,Fisch::N,سمك,ماهی
192,Barsch::N,فرخ أوربي,
193,Hecht::N,سمك الكراكي,
194,Schlange[Tier]::N,حية,مار
195,Schlange[Tier]::N,ثعبان,مار
196,Wurm::N,دودة,چینجی
197,Spinne::N,عنكبوت,غڼه
198,Spinne::N,عنكبوت,تارکښ
199,Ameise::N,نملة,مېږی
200,Laus::N,قملة,سپږه
201,Mücke::N,ناموسة,ماشی
202,Fliege::N,ذبابة,مچ
203,Schmetterling::N,فراشة,پتنګ
204,Beere::N,حبة,مېوۍ
205,Apfel::N,تفاح,مڼه
206,Pilz::N,فطر,خرېړی
207,Zwiebel::N,بصل,پیاز
208,Saat::N,زرع,تخم
209,Korn::N,حبة,تخم
210,Korn::N,حبة,دانه
211,Heu::N,دريس,بوس
212,Heu::N,دريس,پروړه
213,Schale::N,قشرة,پوستکی
214,Grube::N,نقرة,کنده
215,Falle::N,فخ,دام
216,Falle::N,فخ,لومه
217,Falle::N,مصيدة,دام
218,Falle::N,مصيدة,لومه
219,Schlinge::N,عروة,کړۍ
220,Spur::N,أثر,نښه
221,Asche::N,رماد,آس
222,Asche::N,رماد,ایره
223,Dreck::N,قذر,ناپاکي
224,Eisen::N,حديد,اوسپنه
225,Gold::N,ذهب,سره زر
226,Silber::N,فضة,نقره
227,Silber::N,فضة,سپین زر
228,Kohle::N,فحم,سکور
229,Kohle::N,فحم,سکاره
230,Glas::N,زجاج,ښيښه
231,Lehm::N,طين,خټه
232,Sand::N,رمل,شګه
233,Mensch::N,إنسان,انسان
234,Mann::N,رجل,سړی
235,Mann::N,رجل,نارینه
236,Frau::N,امرأة,ښځه
237,Kind::N,طفل,بچی
238,Kind::N,طفل,ماشوم
239,Junge::N,ولد,هلک
240,Mädchen::N,بنت,نجلۍ
241,Familie::N,عائلة,کورنۍ
242,Großvater::N,جد,بابا
243,Großmutter::N,جدة,انا
244,Eltern::N,أبوان,مور او پلار
245,Eltern::N,والدان,مور او پلار
246,Vater::N,أب,پلار
247,Mutter::N,أم,مور
248,Sohn::N,إبن,زوی
249,Tochter::N,بنت,لور
250,Tochter::N,إبنة,لور
251,Bruder::N,أخ,ورور
252,Bruder::N,شقيق,ورور
253,Schwester::N,أخت,خور
254,Onkel::N,عم,تره
255,Onkel::N,عم,ماما
256,Tante::N,عمة,خاله
257,Ehemann::N,زوج,مېړه
258,Ehefrau::N,زوجة,مېرمن
259,Freude::N,فرح,خوشحالي
260,Freude::N,سرور,خوشحالي
261,Gelächter::N,قهقهة,خندا
262,Glück::N,سعادة,بخت
263,Kummer::N,غم,غم
264,Wunsch::N,منية,هيله
265,Wunsch::N,منية,غوښتنه
266,Lust::N,شهوة,شوق
267,Lust::N,شهوة,مینه
268,Geist::N,روح,روح
269,Gedanke::N,فكرة,فکر
270,Gedächtnis::N,ذاكرة,یاد
271,Gedächtnis::N,ذاكرة,حافظه
272,Verstand::N,عقل,عقل
273,Verstand::N,عقل,شعور
274,Sinn::N,معنى,معنی
275,Grund::N,سبب,علت
276,Grund::N,سبب,اساس
277,Wahrheit::N,حقيقة,حقیقت
278,Gespräch::N,محادثة,مرکه
279,Gespräch::N,محادثة,خبرې اترې
280,Märchen::N,خرافة,افسانه
281,Erzählung::N,قصة,قصه
282,Erzählung::N,قصة,کیسه
283,Erzählung::N,حكاية,قصه
284,Erzählung::N,حكاية,کیسه
285,Nachricht::N,خبر,خبر
286,Neuigkeit::N,خبر جديد,نوی خبر
287,Name::N,اسم,نوم
288,Rätsel::N,لغز,کیسۍ
289,Rätsel::N,لغز,چیستان
290,Rede::N,خطبة,وینا
291,Sprache::N,لغة,ژبه
292,Stimme::N,صوت,غږ
293,Stimme::N,صوت,اواز
294,Wort::N,كلمة,لغت
295,Wort::N,كلمة,کلمه
296,Zeichen::N,رمز,نښه
297,Zeichen::N,رمز,اشاره
298,Zeichen::N,إشارة,نښه
299,Zeichen::N,إشارة,اشاره
300,Ruf::N,نداء,ږغ
301,Ruf::N,نداء,بلنه
302,Lärm::N,صخب,غالمغال
303,Lärm::N,ضجة,غالمغال
304,Laut::N,صوت,ږغ
305,Ton::N,نغمة,اواز
306,Lied::N,أغنية,غزله
307,Lied::N,أغنية,سندره
308,Ruhe::N,هدوء,ارامي
309,Leute::N,ناس,خلک
310,Volk::N,شعب,ولس
311,Arbeit::N,عمل,کار
312,Gast::N,ضيف,مېلمه
313,Geschenk::N,هدية,تحفه
314,Geschenk::N,هدية,سوغات
315,Spiel::N,لعب,لوبه
316,Gesellschaft::N,صحبة,ډله
317,Hilfe::N,عون,کومک
318,Hilfe::N,عون,مرسته
319,Hilfe::N,مساعدة,کومک
320,Hilfe::N,مساعدة,مرسته
321,Freund::N,صديق,ملګری
322,Kamerad::N,زميل,انډيوال
323,Angelegenheit::N,أمر,موضوع
324,Angelegenheit::N,شأن,موضوع
325,Anzahl::N,عدد,شمېر
326,Anzahl::N,عدد,تعداد
327,Art::N,نوع,ډول
328,Stück::N,قطعة,ټوټه
329,Teil::N,قسم,برخه
330,Hälfte::N,نصف,نیم
331,Kreis::N,دائرة,دایره
332,Kreuz::N,صليب,صلیب
333,Linie::N,خط,خط
334,Linie::N,خط,لیکه
335,Strich::N,شرطة,کرښه
336,Abstand::N,مسافة,فاصله
337,Entfernung::N,بعد,واټن
338,Gegend::N,ناحية,سیمه
339,Gegend::N,ناحية,منطقه
340,Platz::N,فراغ,ځای
341,Ort::N,مكان,ځای
342,Seite::N,جانب,مخ
343,Seite::N,جانب,اړخ
344,Mitte::N,وسط,وسط
345,Mitte::N,وسط,مینځ
346,Gegenstand::N,موضوع,شی
347,Sache::N,شيء,شی
348,Sache::N,شيء,څيز
349,Rand::N,حافة,څنډه
350,Rand::N,حافة,کناره
351,Kante::N,حافة,اړخ
352,Ecke::N,ركن,ګوټ
353,Spitze::N,سن,څوکه
354,Ende::N,طرف,څوکه
355,Loch::N,ثقب,سوری
356,Winkel::N,زاوية,کنج
357,Winkel::N,زاوية,کوتی
358,Muster::N,عينة,نمونه
359,Größe::N,حجم,قد
360,Größe::N,حجم,لويوالی
361,Länge::N,طول,طول
362,Länge::N,طول,اوږد والی
363,Höhe::N,علو,جګوالی
364,Höhe::N,ارتفاع,جګوالی
365,Gewicht::N,وزن,وزن
366,Menge::N,كمية,اندازه
367,Haufen::N,كوم,کوټه
368,Reihe::N,صف,صف
369,Reihe::N,صف,کتار
370,Boot::N,قارب,قايق
371,Boot::N,زورق,قايق
372,Ruder::N,مجذاف,چپه
373,Schlitten::N,مزلقة,ښویېدونی
374,Ski::N,زلاجة,سکي
375,Lagerfeuer::N,نار المخيم,اور
376,Last::N,حمل,بار
377,Last::N,حمل,پېټی
378,Gang::N,مشية,تګ
379,Schritt::N,خطوة,ګام
380,Norden::N,شمال,شمال
381,Süden::N,جنوب,سوېل
382,Westen::N,غرب,لوېدېځ
383,Osten::N,شرق,شرق
384,Osten::N,شرق,ختیځ
385,Holz::N,خشب,لرګی
386,Brett::N,لوح,تخته
387,Platte::N,صفيحة,تخته
388,Stütze::N,سند,تکیوان
389,Stütze::N,دعامة,تکیوان
390,Stange::N,عود,ډاګه
391,Stock::N,عصا,لرګی
392,Stab::N,قضيب,چيخله
393,Rohr::N,أنبوبة,نل
394,Haus::N,دار,کور
395,Haus::N,بيت,کور
396,Heim::N,بيت,کور
397,Heim::N,مسكن,کور
398,Ofen::N,مدفأة,تودنۍ
399,Fußboden::N,أرضية,غولی
400,Tisch::N,مائدة,مېز
401,Stuhl::N,كرسي,چوکۍ
402,Wiege::N,مهد,زانګو
403,Bett::N,سرير,کټ
404,Bett::N,سرير,چپرکټ
405,Regal::N,رف,تاخچۍ
406,Kiste::N,صندوق,صندوق
407,Fenster::N,شباك,کړکۍ
408,Fenster::N,نافذة,کړکۍ
409,Tür::N,باب,دروازه
410,Tor::N,بوابة,دروازه
411,Zaun::N,سياج,کټاره
412,Dach::N,سطح,بام
413,Leiter::N,سلم,زينه
414,Besen::N,مكنسة,جارو
415,Spaten::N,مسحاة,یوم
416,Schaufel::N,مجرفة,بېلچه
417,Gabel::N,شوكة,پنجه
418,Löffel::N,ملعقة,کاشوغه
419,Messer::N,سكين,چاقو
420,Nagel::N,مسمار,ميخ
421,Netz::N,شبكة,جال
422,Haken::N,خطاف,څنګک
423,Haken::N,صنارة,څنګک
424,Griff::N,قبضة,لاستی
425,Schloss::N,قفل,کلپ
426,Bild::N,صورة,رسم
427,Figur::N,تمثال,قدوقامت
428,Puppe::N,دمية,ګوډۍ
429,Beutel::N,كيس,کڅوړه
430,Bündel::N,ربطة,دسته
431,Tasche::N,شنطة,بکس
432,Tasche::N,شنطة,توبره
433,Tasche::N,محفظة,بکس
434,Tasche::N,محفظة,توبره
435,Eimer::N,سطل,سطل
436,Eimer::N,جردل,سطل
437,Deckel::N,سداد,سرپوښ
438,Geschirr::N,أوان,لوښی
439,Sack::N,زكيبة,جوال
440,Tasse::N,فنجان,پیاله
441,Topf::N,قدر,دېګی
442,Topf::N,طنجرة,دېګی
443,Kessel::N,قدر,دېګ
444,Kessel::N,غلاية,دېګ
445,Essen::N,طعام,خوراک
446,Nahrung::N,غذاء,خوراک
447,Speise::N,أكل,خواړه
448,Fleisch::N,لحم,غوښه
449,Getreide::N,حبوب,غله
450,Brei::N,عصيدة,اوګره
451,Brot::N,خبز,ډوډۍ
452,Scheibe::N,شريحة,مړۍ
453,Fett::N,سمن,غوړي
454,Butter::N,زبدة,کوچ
455,Öl::N,زيت,تېل
456,Salz::N,ملح,مالګه
457,Suppe::N,حساء,شوربا
458,Suppe::N,شربة,شوربا
459,Honig::N,عسل,شات
460,Milch::N,حليب,شوده
461,Tee::N,شاي,چای
462,Leder::N,جلد,څرمن
463,Wolle::N,صوف,پشم
464,Stoff::N,قماش,ټوټه
465,Nadel::N,إبرة,ستن
466,Faden::N,خيط,تار
467,Knopf::N,زر,تڼۍ
468,Knopf::N,زر,تکمه
469,Knoten::N,عقدة,غوټه
470,Farbe::N,صبغة,رنګ
471,Kleidung::N,ملابس,کالي
472,Hemd::N,قميص,کميس
473,Kragen::N,ياقة,غاړه
474,Ärmel::N,كم,لستوڼی
475,Hose::N,سروال,پطلون
476,Hose::N,بنطلون,پطلون
477,Gürtel::N,حزام,کمربند
478,Mütze::N,طاقية,خولۍ
479,Schuh::N,حذاء,بوټ
480,Stiefel::N,جزمة,موزه
481,Stiefel::N,حذاء طويل,موزه
482,Ring::N,حلقة,ګوته
483,Band::N,شريط,فيته
484,Kamm::N,مشط,ګمنځ
485,Spiegel::N,مرآة,ایینه
486,Spiegel::N,مرآة,هنداره
487,Riemen::N,سير,تسمه
488,Schnur::N,حبل,مزی
489,Schnur::N,دوبارة,مزی
490,Leine::N,قيد,رسۍ
491,Decke::N,بطانية,بړستن
492,Kissen::N,وسادة,بالښت
493,Tuch::N,منديل,ټیکری
494,Handtuch::N,فوطة,دسمال
495,Handtuch::N,منشفة,دسمال
496,Kraft::N,قدرة,زور
497,Kraft::N,قدرة,توان
498,Stärke::N,قوة,قوت
499,Gesundheit::N,صحة,صحت
500,Gesundheit::N,صحة,روغتیا
501,Krankheit::N,مرض,مرض
502,Krankheit::N,مرض,ناروغي
503,Schmerz::N,ألم,درد
504,Schmerz::N,وجع,درد
505,Wunde::N,جرح,ټپ
506,Wunde::N,جرح,زخم
507,Fieber::N,حمى,تبه
508,Arznei::N,دواء,دوا
509,Arznei::N,دواء,دارو
510,Brücke::N,جسر,پول
511,Brunnen::N,بئر,څاه
512,Brunnen::N,بئر,کوهی
513,Weide::N,مرعى,وله
514,Pfad::N,درب,تړه
515,Weg::N,سكة,لیار
516,Straße::N,طريق,سړک
517,Dorf::N,قرية,کلی
518,Stadt::N,مدينة,ښار
519,Brief::N,خطاب,لیک
520,Brief::N,خطاب,مکتوب
521,Brief::N,مكتوب,لیک
522,Brief::N,مكتوب,مکتوب
523,Buch::N,كتاب,کتاب
524,Buchstabe::N,حرف,حرف
525,Buchstabe::N,حرف,توری
526,Zeitung::N,جريدة,اخبار
527,Leben::N,عيش,ژوند
528,Leben::N,حياة,ژوند
529,Tod::N,موت,مرګ
530,Tod::N,موت,مړینه
531,Tod::N,وفاة,مرګ
532,Tod::N,وفاة,مړینه
533,Grab::N,قبر,قبر
534,Grab::N,قبر,ډورۍ
535,Kirche::N,كنيسة,کلیسا
536,Sünde::N,خطيئة,ګناه
537,Gott::N,إله,خدای
538,Arbeiter::N,عامل,کاریګر
539,Chef::N,رئيس,آمر
540,Meister::N,أسطى,استاد
541,Arzt::N,طبيب,طبیب
542,Arzt::N,طبيب,ډاکټر
543,Lehrer::N,مدرس,معلم
544,Lehrer::N,مدرس,ښوونکی
545,Geld::N,نقود,پیسې
546,Geschäft::N,صفقة,سوداګري
547,Laden::N,دكان,دکان
548,Laden::N,دكان,مغازه
549,Preis::N,سعر,بیه
550,Ware::N,بضاعة,مال
551,Nutzen::N,فائدة,ګټه
552,Reichtum::N,غنى,شتمني
553,Reichtum::N,ثروة,شتمني
554,Welt::N,عالم,نړۍ
555,Welt::N,عالم,دنیا
556,Welt::N,دنيا,نړۍ
557,Welt::N,دنيا,دنیا
558,Land::N,بلد,هېواد
559,Staat::N,دولة,دولت
560,König::N,ملك,باچا
561,König::N,ملك,پادشاه
562,Macht::N,سلطة,قدرت
563,Grenze::N,حدود,حد
564,Grenze::N,حدود,سرحد
565,Krieg::N,حرب,جګړه
566,Feind::N,عدو,دښمن
567,Gewalt::N,عنف,زور
568,Gewalt::N,عنف,تشدد
569,Kampf::N,قتال,جنګ
570,Kampf::N,قتال,مبارزه
571,Bogen[Waffe]::N,قوس,لیندۍ
572,Pfeil::N,سهم,غشی
573,Gewehr::N,بندقية,ټوپک
574,Fehler::N,خطأ,خطا
575,Fehler::N,خطأ,غلطي
576,Lüge::N,كذب,دروغ
577,Schaden::N,تلف,زیان
578,Schaden::N,تلف,تاوان
579,Unglück::N,نحس,بدبختي
580,Schuld::N,ذنب,ګناه
581,Alter::N,سن,منګ
582,Alter::N,عمر,منګ
583,Schluss::N,ختام,اخر
584,Schluss::N,نهاية,اخر
585,Zeit::N,وقت,وخت
586,Tag::N,يوم,ورځ
587,Morgen::N,صباح,سبا
588,Morgen::N,صباح,سهار
589,Mittag::N,ظهر,غرمه
590,Abend::N,مساء,ماښام
591,Nacht::N,ليلة,شپه
592,Woche::N,أسبوع,اونۍ
593,Monat::N,شهر,مياشت
594,Jahr::N,عام,کال
595,Jahr::N,سنة,کال
596,Frühling::N,ربيع,پسرلی
597,Sommer::N,صيف,دوبی
598,Herbst::N,خريف,منی
599,Herbst::N,خريف,خزان
600,Winter::N,شتاء,ژمی
601,Januar::N,يناير,جنوري
602,Januar::N,كانون الثاني,جنوري
603,Februar::N,شباط,فبروري
604,Februar::N,فبراير,فبروري
605,März::N,آذار,مارچ
606,März::N,مارس,مارچ
607,April::N,نيسان,اپریل
608,Mai::N,مايو,مې
609,Juni::N,يونيو,جون
610,Juni::N,حزيران,جون
611,Juli::N,تموز,جولای
612,Juli::N,يوليو,جولای
613,August::N,آب,اګست
614,August::N,أغسطس,اګست
615,September::N,أيلول,سپټامبر
616,September::N,سبتمبر,سپټامبر
617,Oktober::N,أكتوبر,اکتوبر
618,Oktober::N,تشرين الأول,اکتوبر
619,November::N,نوفمبر,نومبر
620,November::N,تشرين الثاني,نومبر
621,Dezember::N,ديسمبر,دسمبر
622,Dezember::N,كانون الأول,دسمبر
623,Montag::N,يوم الاثنين,دوشنبه
624,Dienstag::N,يوم الثلاثاء,سه شنبه
625,Mittwoch::N,يوم الأربعاء,چارشنبه
626,Donnerstag::N,يوم الخميس,پنجشنبه
627,Freitag::N,يوم الجمعة,جمعه
628,Samstag::N,يوم السبت,خالي
629,Sonntag::N,يوم الأحد,یکشنبه
630,groß::A,كبير,لوی
631,klein::A,صغير,وړوکی
632,lang::A,طويل,اوړد
633,kurz::A,قصير,لنډ
634,breit::A,واسع,پراخه
635,schmal::A,ضيق,تنګ
636,dicht::A,كث,ګڼ
637,dicht::A,كثيف,ګڼ
638,dick[Gegenstand]::A,غليظ,پنډ
639,dünn::A,رفيع,نری
640,fein::A,رقيق,نازک
641,fest::A,متين,کلک
642,fest::A,متين,ټینګ
643,flach::A,سهل,هوار
644,flach::A,منبسط,هوار
645,glatt::A,ناعم,ښوی
646,hart::A,صلب,کلک
647,hart::A,جامد,کلک
648,weich::A,لين,نرم
649,weich::A,لين,پوست
650,rund::A,مستدير,ګرد
651,spitz::A,مدبب,تېره
652,scharf::A,حاد,تېز
653,scharf::A,حاد,تېره
654,stumpf::A,ثالم,پڅ
655,schwer::A,ثقيل,دروند
656,schön::A,جميل,ښکلی
657,heiß::A,حار,تود
658,heiß::A,ساخن,تود
659,warm::A,دافئ,تود
660,kalt::A,بارد,ېخ
661,kalt::A,بارد,سوړ
662,kühl::A,قر,ېخ
663,kühl::A,قر,سوړ
664,frisch::A,طازج,تازه
665,feucht::A,رطب,مرطوب
666,nass::A,مبلول,لوند
667,trocken::A,جاف,وچ
668,voll::A,ملء,ډک
669,leer::A,خال,خالی
670,leer::A,فارغ,خالی
671,offen::A,مفتوح,خلاص
672,offen::A,مفتوح,پرانیستی
673,geschlossen::A,مغلق,تړلی
674,sauber::A,نظيف,پاک
675,schmutzig::A,قذر,چټل
676,roh::A,نيء,خام
677,reif::A,ناضج,پوخ
678,reif::A,ناضج,رسېدلی
679,lecker::A,لذيذ,خوندور
680,lecker::A,لذيذ,مزه دار
681,süß::A,حلو,خوږ
682,süß::A,حلو,شیرین
683,bitter::A,مر,تریخ
684,sauer::A,حامض,ټاک
685,sauer::A,حامض,تريو
686,hell::A,نير,روڼ
687,hell::A,نير,روښان
688,dunkel::A,مظلم,تیاره
689,schwarz::A,أسود,تور
690,weiß::A,أبيض,سپين
691,rot::A,أحمر,سور
692,gelb::A,أصفر,زېړ
693,blau::A,أزرق,شین
694,blau::A,أزرق,اسماني رنګه
695,grün::A,أخضر,زرغون
696,grau::A,رمادي,خړ
697,bunt::A,ملوب,رنګارنګ
698,billig::A,رخيص,ارزان
699,teuer::A,غال,ګران
700,wertvoll::A,ثمين,قیمتي
701,blind::A,أعمى,ړوند
702,taub::A,أصم,کوڼ
703,taub::A,أطرش,کوڼ
704,kräftig::A,قوي,قوی
705,stark::A,قوي,قوی
706,stark::A,قوي,تکړه
707,schwach::A,ضعيف,ضعیف
708,schwach::A,ضعيف,کمزوری
709,fett::A,سمين,چاغ
710,schlank::A,أهيف,خوش اندام
711,hübsch::A,جميل,ښکلی
712,hübsch::A,جميل,ښایسته
713,böse::A,رديء,شریر
714,böse::A,رديء,قهرناک
715,dumm::A,أبله,احمق
716,dumm::A,أحمق,احمق
717,faul::A,كسلان,لټ
718,faul::A,كسلان,تنبل
719,fleißig::A,مجتهد,زحمت کښ
720,geizig::A,بخيل,بخیل
721,klug::A,ذكي,عاقل
722,klug::A,ذكي,هوښیار
723,klug::A,عاقل,عاقل
724,klug::A,عاقل,هوښیار
725,geschickt::A,ماهر,ماهر
726,lieb::A,عزيز,عزیز
727,lieb::A,عزيز,محبوب
728,lustig::A,مرح,خوشحال
729,sanft::A,حليم,پوست
730,sanft::A,حليم,ملایم
731,hungrig::A,جائع,وږی
732,krank::A,مريض,مريض
733,krank::A,مريض,ناروغ
734,nackt::A,عار,لوڅ
735,traurig::A,حزين,غمجن
736,lebendig::A,حي,ژوندی
737,gut::A,جيد,ښه
738,schlecht::A,سيء,بد
739,schlecht::A,سيء,خراب
740,richtig::A,صحيح,سم
741,richtig::A,صحيح,صحیح
742,schlimm::A,خبيث,بد
743,schlimm::A,خبيث,مخوف
744,wahr::A,حق,واقعي
745,alt::A,قديم,زوړ
746,neu::A,جديد,نوی
747,ehemalig::A,سابق,پخوانی
748,alt[Lebewesen]::A,مسن,زوړ
749,jung::A,شاب,ځوان
750,jung::A,صغير,ځوان
751,arm::A,فقير,غریب
752,arm::A,فقير,بې وزله
753,reich::A,غني,شتمن
754,reich::A,غني,دولتمند
755,bekannt::A,معلوم,اشنا
756,berühmt::A,مشهور,مشهور
757,fremd::A,أجنبي,پردی
758,fremd::A,أجنبي,بېګانه
759,verschieden::A,مختلف,مختلف
760,nah::A,قريب,نژدې
761,fern::A,بعيد,لیری
762,linker::A,يسار,چپ
763,linker::A,يسار,کیڼ
764,rechter::A,يمين,ښی
765,anderer::A,آخر,بل
766,erster::A,أول,لومړی
767,zweiter::A,ثان,دوهم
768,dritter::A,ثالث,درېم
769,letzter::A,أخير,آخرنی
770,letzter::A,أخير,وروستی
771,allein::ADV,وحده,یوازې
772,auf einmal::ADV,بالمرة,په یوه وخت کی
773,zusammen::ADV,معا,یو ځای
774,lange::ADV,مدة طويلة,ډېر وخت
775,lange::ADV,مدة طويلة,ډېره موده
776,plötzlich::ADV,فجأة,ناببره
