,Concept_ID,sl,ga
238,Pilz::N,góba,muisiriún
239,Zwiebel::N,čebúla,oinniún
240,Saat::N,séme,síol
241,Korn::N,zŕno,gráinne
242,Heu::N,senó,féar
243,Schale::N,lupína,scaimh
244,Grube::N,jáma,poll
245,Falle::N,pást,gaiste
246,Schlinge::N,zánka,sealán
247,Schlinge::N,pêtlja,sealán
248,Spur::N,sléd,rian
249,Asche::N,pepél,luaith
250,Dreck::N,bláto,salachar
251,Eisen::N,želézo,iarann
252,Gold::N,zlató,ór
253,Silber::N,srebró,airgead
254,Kohle::N,ógel,gual
255,Glas::N,stêklo,gloine
256,Lehm::N,ílo,cré
257,Sand::N,pések,gaineamh
258,Mensch::N,člôvek,duine
259,Mann::N,móž,fear
260,Mann::N,môški,fear
261,Frau::N,gospá,bean
262,Frau::N,žénska,bean
263,Kind::N,déte,gasúr
264,Kind::N,déte,páiste
265,Kind::N,otròk,gasúr
266,Kind::N,otròk,páiste
267,Junge::N,fànt,buachaill
268,Junge::N,déček,buachaill
269,Mädchen::N,deklè,cailín
270,Mädchen::N,déklica,cailín
271,Familie::N,družína,teaghlach
272,Familie::N,družína,comhluadar
273,Großvater::N,dèd,seanathair
274,Großvater::N,dédek,seanathair
275,Großmutter::N,bábica,seanmháthair
276,Eltern::N,stárši,tuismitheoirí
277,Vater::N,ôče,athair
278,Mutter::N,máma,máthair
279,Sohn::N,sín,mac
280,Tochter::N,hčí,iníon
281,Tochter::N,hčérka,iníon
282,Bruder::N,bràt,deartháir
283,Schwester::N,sêstra,deirfiúr
284,Onkel::N,újec,uncail
285,Onkel::N,stríc,uncail
286,Tante::N,têta,aintín
287,Tante::N,strína,aintín
288,Ehemann::N,móž,fear céile
289,Ehemann::N,sopróg,fear céile
290,Ehefrau::N,žêna,bean chéile
291,Ehefrau::N,sopróga,bean chéile
292,Freude::N,rádost,áthas
293,Freude::N,vesêlje,áthas
294,Gelächter::N,sméh,gáire
295,Gelächter::N,grohòt,gáire
296,Glück::N,sréča,séan
297,Glück::N,sréča,sonas
298,Kummer::N,gorjé,brón
299,Kummer::N,gorjé,buairt
300,Wunsch::N,žêlja,guí
301,Wunsch::N,žêlja,achainí
302,Lust::N,poželênje,fonn
303,Geist::N,dúša,meon
304,Geist::N,dúša,spiorad
305,Gedanke::N,mísel,smaoineamh
306,Gedächtnis::N,pámet,cuimhne
307,Sinn::N,pomèn,brí
308,Sinn::N,pomèn,ciall
309,Sinn::N,smísel,brí
310,Sinn::N,smísel,ciall
311,Grund::N,vzròk,fáth
312,Wahrheit::N,resníca,fírinne
313,Gespräch::N,pogóvor,comhrá
314,Märchen::N,právljica,scéal
315,Erzählung::N,povést,scéal
316,Nachricht::N,sporočílo,teachtaireacht
317,Neuigkeit::N,novóst,scéala
318,Name::N,imé,ainm
319,Rätsel::N,ugánka,tomhas
320,Rede::N,góvor,óráid
321,Rede::N,góvor,aitheasc
322,Sprache::N,jêzik,teanga
323,Stimme::N,glás,guth
324,Wort::N,beséda,focal
325,Zeichen::N,znák,comhartha
326,Ruf::N,klíc,glaoch
327,Lärm::N,hrúp,torann
328,Lärm::N,trúšč,torann
329,Laut::N,glás,fuaim
330,Ton::N,tón,ton
331,Lied::N,pésem,amhrán
332,Ruhe::N,pokòj,suaimhneas
333,Leute::N,ljudjé,muintir
334,Volk::N,národ,pobal
335,Arbeit::N,délo,obair
336,Gast::N,gòst,aoi
337,Geschenk::N,darílo,féirín
338,Geschenk::N,darílo,bronntanas
339,Spiel::N,ígra,cluiche
340,Gesellschaft::N,drúžba,comhluadar
341,Hilfe::N,pomóč,cúnamh
342,Hilfe::N,pomóč,cabhair
343,Freund::N,prijátelj,cara
344,Kamerad::N,továriš,comrádaí
345,Angelegenheit::N,zadéva,ábhar
346,Anzahl::N,števílo,líon
347,Art::N,vŕsta,sórt
348,Art::N,vŕsta,saghas
349,Stück::N,kós,píosa
350,Teil::N,dél,cuid
351,Teil::N,dél,páirt
352,Hälfte::N,polovíca,leath
353,Kreis::N,króg,ciorcal
354,Kreis::N,kolobár,ciorcal
355,Kreuz::N,kríž,cros
356,Linie::N,próga,líne
357,Strich::N,čŕta,stríoc
358,Abstand::N,preslédek,achar
359,Entfernung::N,oddáljenost,fad
360,Gegend::N,kràj,ceantar
361,Gegend::N,dežêla,ceantar
362,Platz::N,prôstor,áit
363,Platz::N,prôstor,spás
364,Ort::N,mésto,áit
365,Seite::N,bòk,taobh
366,Seite::N,strán,taobh
367,Mitte::N,sredína,lár
368,Gegenstand::N,prédmet,ball
369,Gegenstand::N,prédmet,ábhar
370,Sache::N,réč,ní
371,Sache::N,réč,rud
372,Sache::N,stvár,ní
373,Sache::N,stvár,rud
374,Rand::N,kràj,imeall
375,Rand::N,kràj,ciumhais
376,Kante::N,rób,corr
377,Kante::N,rób,colbha
378,Ecke::N,vogál,coirnéal
379,Spitze::N,óst,gob
380,Spitze::N,óst,barr
381,Ende::N,kônec,ceann
382,Ende::N,kônec,foirceann
383,Loch::N,lúknja,poll
384,Winkel::N,kót,cúinne
385,Winkel::N,kót,uillinn
386,Muster::N,vzórec,patrún
387,Größe::N,veličína,méid
388,Größe::N,veličína,toise
389,Länge::N,dolžína,fad
390,Höhe::N,vršína,airde
391,Gewicht::N,téža,meáchan
392,Menge::N,količína,méid
393,Haufen::N,kùp,cnap
394,Haufen::N,kopíca,cnap
395,Reihe::N,níz,líne
396,Reihe::N,níz,sraith
397,Reihe::N,vŕsta,líne
398,Reihe::N,vŕsta,sraith
399,Boot::N,čóln,bád
400,Ruder::N,vêslo,rámh
401,Ruder::N,vêslo,maide rámha
402,Schlitten::N,saní,carr sleamhnáin
403,Ski::N,smučí,scí
404,Lagerfeuer::N,táborni ôgenj,tine champa
405,Last::N,tôvor,ualach
406,Gang::N,hòd,siúlóid
407,Schritt::N,korák,céim
408,Schritt::N,korák,coiscéim
409,Norden::N,séver,tuaisceart
410,Süden::N,júg,deisceart
411,Westen::N,zapàd,iarthar
412,Osten::N,vzhòd,oirthear
413,Holz::N,lés,adhmad
414,Brett::N,deskà,clár
415,Platte::N,plôča,leac
416,Stütze::N,opóra,taca
417,Stütze::N,zaslómba,taca
418,Stange::N,gréd,polla
419,Stange::N,gréd,cuaille
420,Stock::N,pálica,bata
421,Stock::N,pálica,maide
422,Stab::N,pálica,maide
423,Stab::N,pálica,bachall
424,Rohr::N,cév,píopa
425,Haus::N,híša,teach
426,Heim::N,dóm,baile
427,Ofen::N,péč,sornóg
428,Fußboden::N,pòd,urlár
429,Tisch::N,míza,bord
430,Tisch::N,míza,tábla
431,Stuhl::N,stòl,cathaoir
432,Wiege::N,zíbel,cliabhán
433,Bett::N,póstelja,leaba
434,Regal::N,políca,seilf
435,Kiste::N,zabòj,bosca
436,Fenster::N,ôkno,fuinneoig
437,Tür::N,vráta,doras
438,Tor::N,velíka vráta,geata
439,Zaun::N,ográja,fál
440,Zaun::N,ográja,claí
441,Dach::N,stréha,díon
442,Leiter::N,léstev,dréimire
443,Besen::N,mêtla,scuab
444,Spaten::N,lopáta,spád
445,Spaten::N,lopáta,rámhainn
446,Schaufel::N,lopáta,sluasaid
447,Gabel::N,vílice,forc
448,Gabel::N,vílice,gabhlóg
449,Löffel::N,žlíca,spúnóg
450,Messer::N,nòž,scian
451,Nagel::N,žebèlj,tairne
452,Netz::N,mréža,líon
453,Netz::N,mréža,eangach
454,Haken::N,kljúka,croch
455,Griff::N,ročáj,cos
456,Griff::N,ročáj,hanla
457,Griff::N,oprijèm,cos
458,Griff::N,oprijèm,hanla
459,Schloss::N,ključávnica,glas
460,Bild::N,slíka,pictiúr
461,Figur::N,figúra,fíor
462,Figur::N,postáva,fíor
463,Puppe::N,lútka,bábóg
464,Beutel::N,môšnja,mála
465,Beutel::N,môšnja,mealbhóg
466,Bündel::N,cúla,beart
467,Bündel::N,svéženj,beart
468,Tasche::N,tórba,mála
469,Tasche::N,tobôlec,mála
470,Eimer::N,vêdro,buicéad
471,Deckel::N,pokròv,clár
472,Deckel::N,pokròv,claibín
473,Deckel::N,poklópec,clár
474,Deckel::N,poklópec,claibín
475,Geschirr::N,posóda,soithí
476,Geschirr::N,posóda,gréithe
477,Sack::N,vréča,sac
478,Sack::N,vréča,mála
479,Tasse::N,skodélica,cupán
480,Topf::N,lônec,pota
481,Kessel::N,kôtel,citeal
482,Essen::N,hrána,béile
483,Nahrung::N,živílo,bia
484,Speise::N,jéd,mias
485,Fleisch::N,mesó,feoil
486,Getreide::N,žíto,grán
487,Getreide::N,žíto,arbhar
488,Brei::N,káša,brúitín
489,Brot::N,krùh,arán
490,Scheibe::N,réženj,píosa
491,Scheibe::N,réženj,slisne
492,Fett::N,mást,saill
493,Fett::N,mást,méathras
494,Fett::N,maščôba,saill
495,Fett::N,maščôba,méathras
496,Butter::N,máslo,im
497,Öl::N,ólje,ola
498,Salz::N,sól,salann
499,Suppe::N,júha,sú
500,Suppe::N,júha,anraith
501,Honig::N,méd,mil
502,Milch::N,mléko,bainne
503,Tee::N,čáj,tae
504,Leder::N,úsnje,leathar
505,Wolle::N,vólna,olann
506,Stoff::N,blagó,éadach
507,Nadel::N,ígla,snáthaid
508,Faden::N,nít,snáth
509,Knopf::N,gúmb,cnaipe
510,Knoten::N,vôzel,snaidhm
511,Farbe::N,bárva,péint
512,Kleidung::N,obléka,éadaí
513,Hemd::N,srájca,léine
514,Kragen::N,ovrátnik,bóna
515,Ärmel::N,rokáv,muinchille
516,Hose::N,hláče,bríste
517,Hose::N,hláče,treabhsar
518,Gürtel::N,pás,crios
519,Mütze::N,kápa,caipín
520,Mütze::N,čépica,caipín
521,Schuh::N,čévelj,bróg
522,Stiefel::N,škórenj,buatais
523,Ring::N,pŕstan,fáinne
524,Band::N,trák,ribín
525,Kamm::N,glavník,cíor
526,Spiegel::N,zrcálo,scáthán
527,Spiegel::N,ogledálo,scáthán
528,Riemen::N,jêrmen,iall
529,Riemen::N,jêrmen,strapa
530,Schnur::N,vŕvca,téad
531,Schnur::N,vŕvca,sreangán
532,Leine::N,konôpec,iall
533,Decke::N,odéja,pluid
534,Decke::N,odéja,blaincéad
535,Kissen::N,blazína,piliúr
536,Kissen::N,blazína,adhartán
537,Tuch::N,pŕt,scaif
538,Tuch::N,rúta,scaif
539,Handtuch::N,brisáča,tuáille
540,Kraft::N,síla,fórsa
541,Stärke::N,jákost,neart
542,Gesundheit::N,zdrávje,sláinte
543,Krankheit::N,bolézen,tinneas
544,Krankheit::N,bolézen,breoiteacht
545,Schmerz::N,ból,pian
546,Schmerz::N,bolečína,pian
547,Wunde::N,rána,goin
548,Fieber::N,vročína,fiabhras
549,Arznei::N,lék,cógas
550,Arznei::N,zdravílo,cógas
551,Brücke::N,móst,droichead
552,Brunnen::N,vodnják,tobar
553,Weide::N,páša,féarach
554,Pfad::N,stezà,cosán
555,Pfad::N,stezà,conair
556,Weg::N,pót,slí
557,Weg::N,pót,bealach
558,Straße::N,césta,bóthar
559,Dorf::N,vás,sráidbhaile
560,Stadt::N,mésto,baile
561,Stadt::N,mésto,cathair
562,Brief::N,písmo,litir
563,Buch::N,knjíga,cín
564,Buch::N,knjíga,leabhar
565,Buchstabe::N,čŕka,litir
566,Zeitung::N,čásnik,nuachtán
567,Leben::N,življênje,saol
568,Leben::N,življênje,beatha
569,Tod::N,smŕt,bás
570,Grab::N,gròb,uaigh
571,Kirche::N,cérkev,eaglais
572,Sünde::N,gréh,peaca
573,Gott::N,bóg,dia
574,Arbeiter::N,délavec,oibrí
575,Chef::N,šéf,saoiste
576,Chef::N,šéf,ceannasaí
577,Meister::N,mójster,máistir
578,Arzt::N,zdravník,lia
579,Arzt::N,zdravník,dochtúir
580,Lehrer::N,učítelj,oide
581,Lehrer::N,učítelj,múinteoir
582,Geld::N,denár,airgead
583,Geschäft::N,kupčíja,gnó
584,Laden::N,trgovína,siopa
585,Preis::N,céna,praghas
586,Ware::N,róba,earra
587,Nutzen::N,príd,tairbhe
588,Reichtum::N,bogástvo,rachmas
589,Reichtum::N,bogástvo,saibhreas
590,Welt::N,svét,domhan
591,Land::N,dežêla,tír
592,Staat::N,držáva,stát
593,König::N,králj,rí
594,Macht::N,oblást,cumhacht
595,Grenze::N,mêja,críoch
596,Grenze::N,mêja,teorainn
597,Krieg::N,vôjna,cogadh
598,Feind::N,sovrážnik,namhaid
599,Gewalt::N,nasílje,foréigean
600,Kampf::N,bòj,troid
601,Kampf::N,bórba,troid
602,Bogen[Waffe]::N,lók,bogha
603,Pfeil::N,puščíca,saighead
604,Gewehr::N,púška,gunna
605,Fehler::N,zmóta,botún
606,Fehler::N,zmóta,meancóg
607,Lüge::N,láž,bréag
608,Lüge::N,láž,éitheach
609,Schaden::N,okvára,dochar
610,Schaden::N,okvára,damáiste
611,Unglück::N,nesréča,drochrath
612,Schuld::N,krívda,locht
613,Schuld::N,krívda,milleán
614,Alter::N,dôba,aois
615,Schluss::N,kônec,deireadh
616,Zeit::N,čàs,am
617,Zeit::N,čàs,aimsir
618,Tag::N,dán,lá
619,Morgen::N,jútro,maidin
620,Mittag::N,póldan,nóin
621,Abend::N,večér,tráthnóna
622,Nacht::N,nóč,oíche
623,Woche::N,téden,seachtain
624,Monat::N,mésec,mí
625,Jahr::N,léto,bliain
626,Frühling::N,pomlád,earrach
627,Sommer::N,polétje,samhradh
628,Herbst::N,jesén,fómhar
629,Winter::N,zíma,geimhreadh
630,Januar::N,jánuar,Eanáir
631,Februar::N,fébruar,Feabhra
632,März::N,márec,Márta
633,April::N,apríl,Aibreán
634,Mai::N,máj,Bealtaine
635,Juni::N,júnij,Meitheamh
636,Juli::N,júlij,Iúil
637,August::N,avgúst,Lúnasa
638,September::N,septêmber,Meán Fómhair
639,Oktober::N,október,Deireadh Fómhair
640,November::N,novêmber,Samhain
641,November::N,novêmber,Mí na Samhna
642,Dezember::N,decémber,Mí na Nollag
643,Montag::N,ponedéljek,Luan
644,Montag::N,ponedéljek,Dé Luain
645,Dienstag::N,tôrek,Máirt
646,Dienstag::N,tôrek,Dé Máirt
647,Mittwoch::N,sréda,Céadaoin
648,Mittwoch::N,sréda,Dé Céadaoin
649,Donnerstag::N,četŕtek,Déardaoin
650,Freitag::N,pétek,Aoine
651,Freitag::N,pétek,Dé hAoine
652,Samstag::N,sobóta,Satharn
653,Samstag::N,sobóta,Dé Sathairn
654,Sonntag::N,nedélja,Domhnach
655,Sonntag::N,nedélja,Dé Domhnaigh
656,groß::A,vêlik,mór
657,klein::A,májhen,beag
658,lang::A,dólg,fada
659,kurz::A,krátek,gearr
660,kurz::A,krátek,gairid
661,breit::A,širòk,leathan
662,breit::A,širòk,fairsing
663,schmal::A,ózek,cúng
664,dicht::A,góst,dlúth
665,dick[Gegenstand]::A,dêbel,tiubh
666,dünn::A,tánek,caol
667,dünn::A,tánek,tanaí
668,fein::A,drôben,scáinte
669,fein::A,drôben,fíneálta
670,fest::A,tŕden,daingean
671,flach::A,plán,cothrom
672,flach::A,plòsk,cothrom
673,glatt::A,gládek,mín
674,glatt::A,gládek,sleamhain
675,hart::A,tŕd,crua
676,weich::A,mehák,bog
677,rund::A,okrógel,cruinn
678,spitz::A,šílast,gobach
679,spitz::A,šílast,biorach
680,scharf::A,óster,géar
681,scharf::A,óster,faobhrach
682,stumpf::A,tóp,maol
683,stumpf::A,skŕhan,maol
684,schwer::A,têžek,trom
685,schön::A,lép,álainn
686,schön::A,krásen,álainn
687,heiß::A,vròč,te
688,warm::A,tôpel,te
689,kalt::A,mŕzel,fuar
690,kalt::A,hláden,fuar
691,kühl::A,hláden,fionnuar
692,frisch::A,svéž,úr
693,frisch::A,svéž,friseáilte
694,feucht::A,vlážen,tais
695,nass::A,móker,fliuch
696,trocken::A,súh,tirim
697,voll::A,póln,lán
698,leer::A,prázen,folamh
699,offen::A,odpŕt,oscailte
700,geschlossen::A,zapŕt,dúnta
701,geschlossen::A,zapŕt,druidte
702,sauber::A,číst,glan
703,sauber::A,líčen,glan
704,schmutzig::A,umázan,salach
705,roh::A,suròv,amh
706,reif::A,zrèl,aibí
707,lecker::A,okúsen,blasta
708,süß::A,sládek,milis
709,bitter::A,grenák,searbh
710,sauer::A,kísel,géar
711,sauer::A,kísel,searbh
712,hell::A,svetèl,geal
713,hell::A,svetèl,soilseach
714,dunkel::A,temèn,dorcha
715,schwarz::A,čŕn,dubh
716,weiß::A,bél,bán
717,rot::A,rdèč,dearg
718,gelb::A,žólt,buí
719,gelb::A,rumèn,buí
720,blau::A,móder,gorm
721,grün::A,zelèn,glas
722,grün::A,zelèn,uaine
723,grau::A,sív,liath
724,bunt::A,písan,ildathach
725,bunt::A,písan,dathannach
726,billig::A,pocéni,saor
727,teuer::A,drág,daor
728,teuer::A,drág,costasach
729,wertvoll::A,dragocén,luachmhar
730,blind::A,slép,dall
731,blind::A,slép,caoch
732,taub::A,glúh,bodhar
733,kräftig::A,močán,cumhachtach
734,stark::A,ják,tréan
735,stark::A,ják,láidir
736,schwach::A,šíbek,lag
737,schwach::A,šíbek,fann
738,fett::A,dêbel,ramhar
739,schlank::A,vítek,caol
740,schlank::A,vítek,seang
741,hübsch::A,lép,álainn
742,hübsch::A,lép,dathúil
743,böse::A,zèl,olc
744,böse::A,hudôben,olc
745,dumm::A,glúp,dúr
746,dumm::A,glúp,amaideach
747,dumm::A,bédast,dúr
748,dumm::A,bédast,amaideach
749,faul::A,lén,falsa
750,faul::A,lén,leisciúil
751,fleißig::A,marljív,dícheallach
752,geizig::A,škŕt,barainneach
753,geizig::A,škŕt,sprionlaithe
754,klug::A,pámeten,cliste
755,geschickt::A,spréten,oilte
756,geschickt::A,spréten,ealaíonta
757,lieb::A,míl,dil
758,lieb::A,míl,dílis
759,lieb::A,ljúb,dil
760,lieb::A,ljúb,dílis
761,lustig::A,vesél,aerach
762,lustig::A,vesél,meidhreach
763,sanft::A,láhek,bog
764,sanft::A,láhek,séimh
765,hungrig::A,láčen,ocrach
766,krank::A,bolán,tinn
767,krank::A,bolán,breoite
768,nackt::A,nág,nocht
769,traurig::A,túžen,brónach
770,lebendig::A,žív,beo
771,gut::A,dóber,maith
772,schlecht::A,malopríden,dona
773,schlecht::A,malopríden,droch-
774,richtig::A,pravílen,ceart
775,schlimm::A,húd,gránna
776,schlimm::A,húd,tubaisteach
777,wahr::A,resníčen,fíor
778,alt::A,stàr,sean
779,neu::A,nòv,úr
780,neu::A,nòv,nua
781,ehemalig::A,nekdánji,iar-
782,ehemalig::A,nekdánji,sean-
783,alt[Lebewesen]::A,stàr,sean
784,alt[Lebewesen]::A,stàr,aosta
785,jung::A,mlád,óg
786,arm::A,ubóg,bocht
787,arm::A,réven,bocht
788,reich::A,bogàt,saibhir
789,reich::A,bogàt,rachmasach
790,bekannt::A,znán,atá eolas air
791,berühmt::A,sláven,cailiúil
792,berühmt::A,sláven,clúiteach
793,berühmt::A,znamenít,cailiúil
794,berühmt::A,znamenít,clúiteach
795,fremd::A,túj,coimhthíoch
796,verschieden::A,razlíčen,éagsúil
797,verschieden::A,razlíčen,difriúil
798,nah::A,blížnji,gar
799,nah::A,blížnji,deas
800,fern::A,dáleč,i bhfad uainn
801,fern::A,dáleč,i bhfad i gcéin
802,linker::A,lévi,clé
803,rechter::A,désni,deas
804,anderer::A,drúgi,eile
805,erster::A,pŕvi,céad
806,zweiter::A,drúgi,dóú
807,zweiter::A,drúgi,dara
808,dritter::A,trétji,tríú
809,dritter::A,trétji,treas
810,letzter::A,poslédnji,déanach
811,letzter::A,poslédnji,deireanach
812,allein::ADV,sám,i d'aonar
813,auf einmal::ADV,obênem,ag an am céanna
814,zusammen::ADV,skúpaj,le chéile
