,Concept_ID,ko,kv
809,husten::V,잔기침하다,кашляйтны
810,genesen::V,낫다,бурдны
811,sterben::V,죽다,кувны
812,umkommen::V,못쓰게되다,вийсьыны
813,sich bewegen::V,움직이다,локны
814,sich bewegen::V,움직이다,ветлӧтны
815,sich rühren::V,움직이다,вӧрзьӧтчыны
816,sich erheben::V,이러서다,сувтны
817,sich setzen::V,앉히다,пуксьыны
818,hinfallen::V,넘어지다,пӧрласьны
819,laufen::V,걷다,мунны
820,schreiten::V,보행하다,тальччавны
821,spazierengehen::V,산보하다,котрасьны
822,eilen::V,서둘다,тэрмасьны
823,sich beeilen::V,서둘게하다,тэрмасьны
824,sausen::V,서들러 떠나다,вирдавны-котӧртны
825,rennen::V,달리다,
826,springen::V,도약하다,чеччавны
827,klettern::V,갑겨오르다,кышасьны
828,schaukeln::V,흔들리게하다,чурликасьны
829,kriechen::V,기다,кыскасьны-мунны
830,schwimmen::V,헤엄치다,вартчыны
831,tauchen::V,잠기다,сунгисьны ваӧ
832,rudern::V,물을헤치다,сынны
833,fahren::V,가다,мунны
834,fahren::V,나르다,мунны
835,fliegen::V,날다,лэбавны
836,gehen::V,가다,мунны
837,weggehen::V,팔리다,мунны
838,abfahren::V,출발하다,иньдӧтчыны
839,abfahren::V,출발하다,мунны
840,anhalten::V,멈추다,сувтны
841,hineingehen::V,(그리로)가다,пырны
842,eintreten::V,들러가다,пырны
843,kommen::V,오다,локны
844,ankommen::V,고챀하다,локны
845,zurückkommen::V,보기,бертны
846,zurückkommen::V,보기,панӧвтсьыны
847,bleiben::V,체류,кольччыны
848,warten::V,기다리다,видзчисьны
849,erwarten::V,기대하다,видзчисьны
850,suchen::V,찾다,кошшыны
851,suchen::V,구하다,кошшыны
852,finden::V,찾아내다,адззыны
853,versuchen::V,시험하다,пондыны
854,versuchen::V,시험하다,пондӧтны
855,vorbereiten::V,재비하다,лӧсьӧтны
856,lieben::V,사랑하다,милуйтны
857,mögen::V,줗아하다,радейтны
858,lachen::V,웃다,серавны
859,rühren::V,건드리다,сьӧлӧм вӧрзьӧтны
860,weinen::V,울다,горзыны
861,schimpfen::V,꾸짖다,видчыны
862,sich ärgern::V,화를내게 하다,лёкавны
863,sich fürchten::V,두려원하다,повны
864,fürchten::V,두려원하다,повны
865,fliehen::V,도망치다,пышшыны
866,flüchten::V,도주하다,пышшыны
867,sehen::V,보다,адззыны
868,anschauen::V,바라보다,видзӧтны
869,ansehen::V,바라보다,видзӧтны
870,hören::V,듣다,кывны
871,zuhören::V,듣다,кывзыны
872,probieren::V,시식하다,пешлыны
873,riechen::V,내새를맡다,дукавны
874,fühlen::V,느끼다,кывны
875,scheinen::V,...것같다,декуйтчыны
876,zu sehen sein::V,보이는,тыдавны
877,vernehmen::V,듣다,тӧдмавны
878,vernehmen::V,들어서일다,тӧдмавны
879,frieren::V,춥다,гегдыны
880,tun::V,하다,керны
881,können::V,할주릴다,вермыны
882,wollen::V,바라다,мӧдны
883,anfangen::V,시작하다,петны
884,beenden::V,다하다,ештӧтны
885,beenden::V,다하다,керыштны
886,aufhören::V,그만두다,дугдыны
887,gelingen::V,성국하다,шогмыны
888,geraten::V,잘되어가다,мыччисьны
889,öffnen::V,열다,осьтны
890,schließen::V,추측하다,пӧднавны
891,stellen::V,세우다,сувтӧтны
892,setzen::V,놓다,пуксьӧтны
893,legen::V,눕히다,пуктыны
894,berühren::V,대다,вӧрзьӧтны
895,verbinden::V,옝열하다,йитны
896,bedecken::V,덮다,вевттьыны
897,aufhängen::V,매달다,ӧшӧтны
898,anzünden::V,점화하다,ӧзтыны
899,aufheben::V,위로올리다,лэбтыны
900,zurücklassen::V,튀에남기다,кольны
901,verlieren::V,잃다,ӧштыны
902,fallen lassen::V,떨어뜨리다,уськӧтны
903,machen::V,하다,керны
904,herstellen::V,제조하다,вӧчны
905,bauen::V,짓다,строитны
906,reparieren::V,수셩자다,вочны
907,verbessern::V,정정하다,бурсьӧтны
908,ändern::V,바꾸다,вежны
909,graben::V,파다,гарйыны
910,beugen::V,구부리다,кусіньтны
911,biegen::V,굽히다,чукыльтыштны
912,drehen::V,회전,бергӧтны
913,wenden::V,회전시키다,бергӧтны
914,umdrehen::V,회전시키다,бергӧтны
915,heben::V,일으아키다,лэбтыны
916,hochheben::V,틀어올리다,лэбтыны
917,ergreifen::V,잡다,кватитны
918,halten::V,잡다,видзны
919,drücken::V,누르다,личкыны
920,schieben::V,밀다,тойлавны
921,kratzen::V,긁다,шаркӧтны
922,lecken::V,핥다,нювны
923,beißen::V,물다,йирны
924,abschneiden::V,귾어내다,шӧрыштны
925,abschneiden::V,귾어내다,вундыштны
926,binden::V,매다,гӧрдззыны
927,stecken::V,찌르다,мӧртны
928,brechen::V,금,жугдыны
929,klopfen::V,치다,зукӧтны
930,hauen::V,때리다,желльыны
931,kleben::V,들러붙다,лякӧтны
932,reiben::V,문지르다,зыртны
933,streichen::V,쓰다듬다,мавтны
934,schleifen::V,갈다,кыскыны
935,schneiden::V,베다,вундавны
936,rütteln::V,흔들다,шатлавны
937,schütteln::V,흔들다,зыбӧтны
938,schwenken::V,흔들다,ӧвтны
939,schwenken::V,흔들다,макайтны
940,schütten::V,따르다,кисьтны
941,füllen::V,담다,тыртны
942,füllen::V,담다,тырсьӧтны
943,einwickeln::V,싸다,тубны
944,tragen::V,지우다,новйӧтны
945,schleppen::V,끌다,кыскыны
946,ziehen::V,당기다,кыскыны
947,aufbewahren::V,간직하다,видзны
948,werfen::V,던지다,шентывлыны
949,fangen::V,밥다,кутны
950,packen::V,쥐다,кутасьны
951,packen::V,쥐다,кватитны
952,verstecken::V,숨기다,дзебны
953,teilen::V,나누다,торйӧтны
954,schicken::V,보내다,иньдыны
955,bringen::V,가겨,вайны
956,hinzufügen::V,부가하다,содтыны
957,bekommen::V,얻다,получитны
958,erhalten::V,지니다,получитны
959,nehmen::V,잡다,босьтны
960,wählen::V,선거하다,бӧрйыны
961,auswählen::V,선출하다,бӧрйыны
962,bewahren::V,저장보종,видзны
963,behindern::V,훼방하다,падтыны
964,verderben::V,못쓰게 되다,изводавны
965,beschädigen::V,상하게하다,паздыны
966,zerbrechen::V,깨뜨리다,паздыны
967,zerreißen::V,잡아쫓다,косявны
968,zerstören::V,파괴하다,паздыны
969,verbrennen::V,소실하다,сотны
970,geben::V,주다,сетны
971,reichen::V,내일다,сетны
972,schenken::V,주다,козьнавны
973,versprechen::V,약속하다,кӧсйыны
974,wünschen::V,바라다,бурсьыны
975,loben::V,칭찬하다,ошкыны
976,küssen::V,키스하다,окавны
977,wiegen::V,어르다,тюттьӧтны
978,zudecken::V,뚜꺼을하다,вевттьыны
979,wecken::V,깨우다,саймӧтны
980,zeigen::V,보이다,мыччавны
981,führen::V,가게하다,нуӧтны
982,lehren::V,가르치다,велӧтны
983,unterrichten::V,가르지다,велӧтны
984,aufziehen::V,사육하다,быдтыны
985,leiten::V,이끌다,юравны
986,leiten::V,이끌다,веськӧтлыны
987,antreiben::V,몰다,тэрмӧтны
988,lassen::V,내버려두다,-ӧтыны
989,einladen::V,초청하다,корны
990,vereinigen::V,하나로하다,ӧтувтны
991,vereinigen::V,하나로하다,ӧтлаавны
992,besuchen::V,방문하다,пыравлыны
993,treffen::V,만나다,пантавны
994,sich versammeln::V,조립하다,ӧксьыны
995,spielen::V,눌다,орсны
996,singen::V,노래하다,сьывны
997,tanzen::V,춤추하다,йӧктыны
998,sich trennen::V,가르다,торьясьны
999,verlassen::V,버림받은,кольны
1000,retten::V,구조하다,мынтны
1001,bewachen::V,치키다,смекайтны
1002,schützen::V,보호하다,дорйыны
1003,verteidigen::V,막다,дорйыны
1004,sich schlagen::V,치다,тышкасьны
1005,schießen::V,쏘다,лыйны
1006,siegen::V,이기다,вермыны
1007,ärgern::V,성을내게하다,лӧгӧтны
1008,schlagen::V,치다,базнитны
1009,treten::V,디디다,чужьявны
1010,stechen::V,찌르다,бытшкыны
1011,stoßen::V,찌르다,тапкыны
1012,stoßen::V,찌르다,тойыштны
1013,stehlen::V,훔치다,гусявны
1014,stören::V,움직이다,костіавны
1015,belästigen::V,괴롭히다,назыляйтны
1016,verbergen::V,숨기다,дзебны
1017,täuschen::V,속이다,бӧбӧтны
1018,täuschen::V,속이다,пӧрьявны
1019,betrügen::V,속이다,муклачитны
1020,töten::V,죽이다,вийны
1021,wohnen::V,실다,овны
1022,arbeiten::V,일하다,уджавны
1023,sammeln::V,모으다,ӧктыны
1024,pflücken::V,꿔다,судзлавны
1025,jagen::V,사냥하다,вӧравны
1026,fischen::V,고기를잡다,чериавны
1027,fassen::V,움켜쥐다,кутны
1028,hüten::V,망보다,вердны
1029,hüten::V,망보다,йирсьӧтны
1030,treiben::V,몰아세우다,вашӧтны
1031,anbinden::V,묶다,кӧртавны
1032,füttern::V,사료를주다,вердны
1033,melken::V,젖을짜다,высьтыны
1034,melken::V,젖을짜다,чилькӧтны
1035,hacken::V,자르다,керавны
1036,gießen::V,물을대다,киськавны
1037,reifen::V,성숙하다,кисьмыны
1038,zubereiten::V,조제하다,лӧсьӧтны
1039,kochen::V,요리하다,пуны
1040,backen::V,쿱다,пӧжавны
1041,braten::V,굽다,жаритны
1042,umrühren::V,교반하다,соравны
1043,stricken::V,뜨개질하다,домавны
1044,nähen::V,꿰매다,вурны
1045,färben::V,채색하다,краситны
1046,reinigen::V,청소하다,весӧтны
1047,waschen::V,씻다,пеславны
1048,abwischen::V,닦다,чышкыны
1049,spülen::V,씻다,гывьявны
1050,fegen::V,소체하다,чышкыны
1051,kehren::V,청소하다,чышкыны
1052,baden::V,감다,купайтчыны 
1053,sich waschen::V,모믈 씻다,миссьыны
1054,ausziehen::V,벗다,гыжтӧтны
1055,ausziehen::V,벗다,пӧрччавны
1056,anziehen::V,끌어움직이다,пасьтавны
1057,kämmen::V,빗다,сынавны
1058,schmücken::V,치레하다,баситны
1059,sagen::V,말하다,висьтавны
1060,sprechen::V,말하다,шуны
1061,reden::V,이야기하다,баитны
1062,fragen::V,질문하다,юавны
1063,bitten::V,원하다,корны
1064,erzählen::V,이야기하다,висьтавны
1065,mitteilen::V,이야기하다,висьтавны
1066,nennen::V,부르다,нимтны
1067,rufen::V,불러내다,китсавны
1068,rufen::V,불러내다,корны
1069,rufen::V,불러내다,чукӧстны
1070,prahlen::V,자랑하다,ошшасьны
1071,übersetzen::V,번역하다,вуджӧтны
1072,denken::V,생각하다,чайтны
1073,glauben::V,믿다,веритны
1074,bemerken::V,인자하다,казявны
1075,erkennen::V,인식하다,тӧдсавны
1076,begreifen::V,파악하다,вежӧртны
1077,verstehen::V,이해하다,кывны
1078,lernen::V,배우다,велӧтчыны
1079,wissen::V,알다,тӧдны
1080,sich erinnern an::V,상기하다,касьтывны
1081,vergessen::V,잊다,вунӧтны
1082,messen::V,측정하다,меряйтны
1083,zählen::V,세다,лыддьыны
1084,rechnen::V,게산하다,лыддьыны
1085,lesen::V,읽다,лыддьӧтны
1086,malen::V,그리다,
1087,zeichnen::V,소묘하다,гижмавны
1088,schreiben::V,쓰다,гижны
1089,besitzen::V,소유하다,лоны
1090,kaufen::V,사다,небны
1091,verkaufen::V,팔다,вузавны
1092,bezahlen::V,지불하다,вештыны
1093,zahlen::V,치르다,вештыны
1094,beherrschen::V,지배하다,
1095,ertragen::V,참다,терпитны
1096,Raureif::N,,кижа
1097,Grube::N,,яма
1098,Lust::N,,охота
1099,Nachricht::N,,юӧр
1100,Nachricht::N,,висьталӧм
1101,klug::A,,авья
1102,klug::A,,вежӧра
1103,von hier::ADV,,тасянь
1104,müde werden::V,,мыдзны
1105,krank werden::V,,моржитны
1106,krank sein::V,,шогавны
1107,krank sein::V,,визьӧтны
1108,abreißen::V,,орӧтны
1109,sich anziehen::V,,пасьтасьны
1110,sich unterhalten::V,,сёрнитны
