,Concept_ID,ta,nl
257,Lärm::N,சத்தம்,lawaai
258,Laut::N,ஒலி,klank
259,Laut::N,ஒலி,geluid
260,Ton::N,குரல்,toon
261,Ton::N,குரல்,klank
262,Lied::N,பாட்டு,lied
263,Ruhe::N,அமைதி,rust
264,Ruhe::N,அமைதி,stilte
265,Leute::N,மக்கள்,lui
266,Leute::N,மக்கள்,mensen
267,Volk::N,மக்கள்,volk
268,Arbeit::N,வேலை,werk
269,Arbeit::N,வேலை,arbeid
270,Gast::N,விருந்தாளி,gast
271,Geschenk::N,பரிசுப் பொருள்,cadeau
272,Geschenk::N,பரிசுப் பொருள்,geschenk
273,Spiel::N,விளையாட்டு,spel
274,Gesellschaft::N,சமுதாயம்,gezelschap
275,Hilfe::N,உதவி,hulp
276,Freund::N,நண்பன்,vriend
277,Kamerad::N,உடனிருப்பவன்,maat
278,Kamerad::N,உடனிருப்பவன்,metgezel
279,Angelegenheit::N,செய்தி,zaak
280,Angelegenheit::N,செய்தி,aangelegenheid
281,Anzahl::N,எண்ணிக்கை,tal
282,Anzahl::N,எண்ணிக்கை,aantal
283,Art::N,வகை,slag
284,Art::N,வகை,soort
285,Stück::N,துண்டம்,stuk
286,Teil::N,பகுதி,deel
287,Hälfte::N,பாதி,helft
288,Kreis::N,வட்டம்,kring
289,Kreis::N,வட்டம்,cirkel
290,Kreuz::N,சிலுவை,kruis
291,Linie::N,கோடு,lijn
292,Strich::N,வாத நோய்,haal
293,Strich::N,வாத நோய்,streep
294,Abstand::N,இடைவெளி,afstand
295,Entfernung::N,தூரம்,afstand
296,Gegend::N,வட்டாரம்,streek
297,Platz::N,வெற்றிடம்,ruimte
298,Ort::N,இடம்,oord
299,Ort::N,இடம்,plaats
300,Seite::N,பக்கம்,zij
301,Seite::N,பக்கம்,kant
302,Seite::N,பக்கம்,zijde
303,Mitte::N,இடைப்பகுதி,midden
304,Gegenstand::N,உருப்படி,voorwerp
305,Sache::N,பொருள்,zaak
306,Rand::N,தொங்கு,rand
307,Rand::N,தொங்கு,boord
308,Kante::N,விளிம்பு,kant
309,Ecke::N,மூலை,hoek
310,Spitze::N,முனை,punt
311,Spitze::N,முனை,spits
312,Ende::N,முடிவு,einde
313,Ende::N,முடிவு,uiteinde
314,Loch::N,துளை,gat
315,Winkel::N,கோணம்,hoek
316,Muster::N,பாங்கு,dessin
317,Muster::N,பாங்கு,patroon
318,Größe::N,அளவு,grootte
319,Länge::N,நீளம்,lengte
320,Höhe::N,உயரம்,hoogte
321,Gewicht::N,எடை,gewicht
322,Menge::N,தொகை,hoeveelheid
323,Haufen::N,குவியல்,hoop
324,Reihe::N,வரிசை,rij
325,Reihe::N,வரிசை,reeks
326,Boot::N,படகு,boot
327,Ruder::N,துடுப்பு,roeiriem
328,Schlitten::N,சகடையிலா வண்டி,slee
329,Schlitten::N,சகடையிலா வண்டி,slede
330,Ski::N,பனிச் சறுக்கல்,ski
331,Lagerfeuer::N,மூட்டம்,kampvuur
332,Last::N,பாரம்,last
333,Last::N,பாரம்,vracht
334,Gang::N,நடை,wandeling
335,Schritt::N,காலடி,stap
336,Schritt::N,காலடி,schrede
337,Norden::N,வடக்கு,noorden
338,Süden::N,தெற்கு,zuiden
339,Westen::N,மேற்கு திசை,westen
340,Osten::N,கிழக்கு,oosten
341,Holz::N,மரக்கட்டை,hout
342,Brett::N,பலகை,plank
343,Platte::N,பலகம்,plaat
344,Stütze::N,அடைப்புகன்,stut
345,Stütze::N,அடைப்புகன்,steun
346,Stange::N,கம்பம்,stang
347,Stock::N,குச்சி,stok
348,Stab::N,கம்பு,staf
349,Rohr::N,குழாய்,pijp
350,Haus::N,வீடு,huis
351,Heim::N,வீடு,tehuis
352,Ofen::N,அடுப்பு,kachel
353,Fußboden::N,தரை,vloer
354,Tisch::N,மேசை,tafel
355,Stuhl::N,நாற்காலி,stoel
356,Wiege::N,தொட்டில்,wieg
357,Bett::N,படுக்கை,bed
358,Regal::N,அலமாரி,rek
359,Kiste::N,பெட்டி,kist
360,Fenster::N,சாளரம்,raam
361,Fenster::N,சாளரம்,venster
362,Tür::N,கதவு,deur
363,Tor::N,வாசற்கதவு,poort
364,Zaun::N,வேலி,omheining
365,Dach::N,கூரை,dak
366,Leiter::N,ஏணி,ladder
367,Besen::N,விளக்குமாறு,bezem
368,Spaten::N,மண்வெட்டி,schop
369,Schaufel::N,அடிதண்டா,schep
370,Gabel::N,முட்கரண்டி,vork
371,Löffel::N,கரண்டி,lepel
372,Messer::N,கத்தி,mes
373,Nagel::N,ஆணி,spijker
374,Netz::N,வலை,net
375,Haken::N,கொக்கி,haak
376,Griff::N,கைப்பிடி,handvat
377,Schloss::N,பூட்டு,slot
378,Bild::N,படம்,beeld
379,Figur::N,எண்ணிக்கை,figuur
380,Puppe::N,பொம்மை,pop
381,Beutel::N,பை,zak
382,Beutel::N,பை,buidel
383,Bündel::N,பொதி,pak
384,Bündel::N,பொதி,bundel
385,Tasche::N,பை,tas
386,Eimer::N,வாளி,emmer
387,Deckel::N,உறை,deksel
388,Geschirr::N,பாத்திரம்,vaatwerk
389,Sack::N,பை,zak
390,Tasse::N,கிண்ணம்,kop
391,Topf::N,பானை,pan
392,Kessel::N,கெண்டி,ketel
393,Essen::N,உணவருந்துதல்,eten
394,Nahrung::N,உணவு,voedsel
395,Speise::N,உணவு வகை,spijs
396,Fleisch::N,இறைச்சி,vlees
397,Getreide::N,மக்காச்சோளம்,graan
398,Brei::N,கஞ்சி,pap
399,Brei::N,கஞ்சி,brij
400,Brot::N,ரொட்டி,brood
401,Scheibe::N,துண்டு,plak
402,Scheibe::N,துண்டு,snede
403,Fett::N,கொழுப்பு,vet
404,Butter::N,வெண்ணெய்,boter
405,Öl::N,எண்ணெய்,olie
406,Salz::N,உப்பு,zout
407,Suppe::N,ரசம்,soep
408,Honig::N,தேன்,honing
409,Milch::N,பால்,melk
410,Tee::N,தெனீர்,thee
411,Leder::N,பதம் செய்யப்பட்ட தோல்,leer
412,Leder::N,பதம் செய்யப்பட்ட தோல்,leder
413,Wolle::N,கம்பளி,wol
414,Stoff::N,துணி,stof
415,Nadel::N,ஊசி,naald
416,Faden::N,நூல்,draad
417,Knopf::N,பொத்தான்,knoop
418,Knoten::N,முடிச்சு,knoop
419,Farbe::N,வண்ணக் குழம்பு,verf
420,Kleidung::N,ஆடைகள்,kledij
421,Kleidung::N,ஆடைகள்,kleding
422,Hemd::N,சட்டை,hemd
423,Kragen::N,கழுத்துப் பட்டை,kraag
424,Ärmel::N,சட்டைக்கை,mouw
425,Hose::N,கால்சட்டை,broek
426,Hose::N,கால்சட்டை,pantalon
427,Gürtel::N,பெல்ட்,riem
428,Gürtel::N,பெல்ட்,gordel
429,Mütze::N,தொப்பி,muts
430,Schuh::N,காலணி,schoen
431,Stiefel::N,காலணி,laars
432,Ring::N,மோதிரம்,ring
433,Band::N,நாடா,lint
434,Kamm::N,கீப்பு,kam
435,Spiegel::N,ஆடி,spiegel
436,Spiegel::N,கண்ணாடி,spiegel
437,Riemen::N,வார்,riem
438,Schnur::N,கயிறு,koord
439,Leine::N,தோல்வார்,lijn
440,Decke::N,போர்வை,deken
441,Kissen::N,தலையணை,kussen
442,Tuch::N,துணி,doek
443,Handtuch::N,தண்டு,handdoek
444,Kraft::N,நிர்பந்தம்,kracht
445,Stärke::N,பலம்,sterkte
446,Gesundheit::N,ஆரோக்கியம்,gezondheid
447,Krankheit::N,நோய்,ziekte
448,Schmerz::N,வலி,pijn
449,Wunde::N,காயம்,wond
450,Fieber::N,காய்ச்சல்,koorts
451,Arznei::N,மருந்து,medicament
452,Arznei::N,மருந்து,geneesmiddel
453,Brücke::N,பாலம்,brug
454,Brunnen::N,கேணி,put
455,Brunnen::N,கேணி,bron
456,Weide::N,மேய்ச்சல் நிலம்,wei
457,Weide::N,மேய்ச்சல் நிலம்,weide
458,Pfad::N,நடை வழி,pad
459,Weg::N,வழி,weg
460,Straße::N,சாலை,baan
461,Straße::N,சாலை,straat
462,Dorf::N,கிராமம்,dorp
463,Stadt::N,நகரம்,stad
464,Brief::N,கடிதம்,brief
465,Buch::N,புத்தகம்,boek
466,Buchstabe::N,எழத்து,letter
467,Zeitung::N,செய்தித்தாள்,krant
468,Zeitung::N,செய்தித்தாள்,dagblad
469,Leben::N,வாழ்க்கை,leven
470,Tod::N,மரணம்,dood
471,Grab::N,சமாதி,graf
472,Kirche::N,தேவாலயம்,kerk
473,Sünde::N,பாவம்,zonde
474,Gott::N,கடவுள்,god
475,Arbeiter::N,தொழிலாளி,arbeider
476,Chef::N,மேலாளர்,chef
477,Meister::N,தலைவன்,meester
478,Arzt::N,மருத்துவர்,arts
479,Arzt::N,மருத்துவர்,dokter
480,Lehrer::N,ஆசிரியர்,leraar
481,Lehrer::N,ஆசிரியர்,onderwijzer
482,Geld::N,பணம்,geld
483,Geschäft::N,வாணிபம்,zaak
484,Laden::N,கடை,winkel
485,Preis::N,விலை,prijs
486,Ware::N,சாமன்கள்,waar
487,Nutzen::N,இலாபம்,nut
488,Nutzen::N,இலாபம்,voordeel
489,Reichtum::N,சொத்து,rijkdom
490,Welt::N,உலகம்,wereld
491,Land::N,நாடு,land
492,Staat::N,நாடு,staat
493,König::N,அரசன்,koning
494,Macht::N,அதிகாரம்,macht
495,Grenze::N,எல்லை,grens
496,Krieg::N,போர்,oorlog
497,Feind::N,எதிரி,vijand
498,Gewalt::N,வன்முறை,geweld
499,Kampf::N,போராட்டம்,strijd
500,Kampf::N,போராட்டம்,gevecht
501,Bogen[Waffe]::N,வில்,boog
502,Pfeil::N,அம்பு,pijl
503,Gewehr::N,துப்பாக்கி,geweer
504,Fehler::N,தவறு,fout
505,Lüge::N,பொய்,leugen
506,Schaden::N,சேதாரம்,schade
507,Unglück::N,இடையூறு,tegenspoed
508,Schuld::N,குற்றம்,schuld
509,Alter::N,வயது,leeftijd
510,Schluss::N,முடிவு,slot
511,Zeit::N,காலம்,tijd
512,Tag::N,நாள்,dag
513,Morgen::N,காலை நேரம்,morgen
514,Morgen::N,காலை நேரம்,ochtend
515,Mittag::N,மதியம்,middag
516,Abend::N,மாலைப் பொழுது,avond
517,Nacht::N,இரவு,nacht
518,Woche::N,வாரம்,week
519,Monat::N,மாதம்,maand
520,Jahr::N,வருடம்,jaar
521,Frühling::N,வசந்தம்,lente
522,Frühling::N,வசந்தம்,voorjaar
523,Sommer::N,கோடை,zomer
524,Herbst::N,இலையுதிர் காலம்,herfst
525,Winter::N,குளிர்காலம்,winter
526,Januar::N,ஜனவரி,januari
527,Februar::N,பிபரவரி மாதம்,februari
528,März::N,மார்ச் மாதம்,maart
529,April::N,ஏப்ரல் மாதம்,april
530,Mai::N,மே மாதம்,mei
531,Juni::N,ஜூன் மாதம்,juni
532,Juli::N,ஜூலை மாதம்,juli
533,August::N,ஆகஸ்ட் மாதம்,augustus
534,September::N,செப்டம்பர் மாதம்,september
535,Oktober::N,அக்டோபர் மாதம்,oktober
536,November::N,நவம்பர் மாதம்,november
537,Dezember::N,டிசம்பர்,december
538,Montag::N,திங்கட் கிழமை,maandag
539,Dienstag::N,செவ்வாய்க்கிழமை,dinsdag
540,Mittwoch::N,புதன் கிழமை,woensdag
541,Donnerstag::N,வியாழக் கிழமை,donderdag
542,Freitag::N,வெள்ளிக்கிழமை,vrijdag
543,Samstag::N,சனிக்கிழமை,zaterdag
544,Sonntag::N,ஞாயிறுக் கிழமை,zondag
545,groß::A,பெரிய,groot
546,klein::A,சிறிய,klein
547,lang::A,நீண்ட,lang
548,kurz::A,குட்டையான,kort
549,breit::A,அகலமான,breed
550,schmal::A,குறுகலான,smal
551,dicht::A,அடர்த்தியான,dicht
552,dick[Gegenstand]::A,தடித்த,dik
553,dünn::A,சன்னமான,dun
554,fein::A,மெல்லிய,fijn
555,fest::A,உறுதியாள,vast
556,flach::A,தட்டையான,plat
557,glatt::A,வழுவழுப்பான,glad
558,hart::A,கடினமான,hard
559,weich::A,மென்மையான,week
560,rund::A,உருண்டையான,rond
561,spitz::A,திகந்தமாக,spits
562,spitz::A,திகந்தமாக,puntig
563,scharf::A,கூரான,scherp
564,stumpf::A,உளம் திறந்த,stomp
565,schwer::A,கனமான,zwaar
566,schön::A,அழகான,mooi
567,schön::A,அழகான,fraai
568,heiß::A,சூடான,heet
569,warm::A,இதமான,warm
570,kalt::A,குளிர்ச்சியான,koud
571,kühl::A,குளிர்ச்சியான,koel
572,frisch::A,சுத்தமான,fris
573,feucht::A,ஈரமான,vochtig
574,nass::A,ஈரமான,nat
575,trocken::A,உலர்ந்த,droog
576,voll::A,நிரம்பிய,vol
577,leer::A,காலியான,leeg
578,offen::A,திறந்த,open
579,geschlossen::A,மூடப்பட்ட,gesloten
580,sauber::A,சுத்தமான,net
581,sauber::A,சுத்தமான,schoon
582,schmutzig::A,அழக்கான,vuil
583,roh::A,கச்சா,rauw
584,reif::A,பழுத்த,rijp
585,lecker::A,சுவைமிக்க,lekker
586,süß::A,இனிப்பான,zoet
587,bitter::A,கசப்பான,bitter
588,sauer::A,புளிப்பாக,zuur
589,hell::A,பளபளப்பான,licht
590,hell::A,பளபளப்பான,helder
591,dunkel::A,கருமையான,donker
592,schwarz::A,கருப்பு வண்ண,zwart
593,weiß::A,வெண்மையன,wit
594,rot::A,சிவப்பு,rood
595,gelb::A,மஞ்சள் வண்ணம்,geel
596,blau::A,நீல வண்ண,blauw
597,grün::A,பச்சை வண்ண,groen
598,grau::A,சாம்பல் நிற,grijs
599,bunt::A,வண்ண மயமான,bont
600,billig::A,மலிவான,goedkoop
601,teuer::A,விலை அதிகமான,duur
602,wertvoll::A,மதிப்புள்ள,kostbaar
603,wertvoll::A,மதிப்புள்ள,waardevol
604,blind::A,பார்வையற்ற,blind
605,taub::A,செவிடான,doof
606,kräftig::A,வலிமையான,krachtig
607,stark::A,பலமான,sterk
608,schwach::A,பலவீனமான,zwak
609,fett::A,பருமனாக,vet
610,schlank::A,ஒல்லியான,slank
611,hübsch::A,அழகிய,leuk
612,böse::A,கேடு விளைவிக்கும்,kwaad
613,dumm::A,முட்டாள்தனமான,dom
614,faul::A,சோம்பலான,lui
615,fleißig::A,ஊக்கந்தளராத,vlijtig
616,geizig::A,கஞேசத்தனமான,gierig
617,klug::A,சாதுரியமான,slim
618,klug::A,சாதுரியமான,schrander
619,klug::A,சாதுரியமான,verstandig
620,geschickt::A,திறமையள்ள,handig
621,geschickt::A,திறமையள்ள,vaardig
622,lieb::A,அன்புக்குரிய,lief
623,lustig::A,களிப்புமிக்க,vrolijk
624,sanft::A,சாதுவான,zacht
625,hungrig::A,பசியுடன்,hongerig
626,krank::A,நோயுற்று,ziek
627,nackt::A,ஆடையற்ற,naakt
628,traurig::A,சோகமான,treurig
629,traurig::A,சோகமான,bedroefd
630,lebendig::A,பிழைப்பு,levend
631,gut::A,நல்ல,goed
632,schlecht::A,கெட்ட,slecht
633,richtig::A,சரியான,juist
634,schlimm::A,அருவருப்பான,erg
635,schlimm::A,அருவருப்பான,kwaad
636,wahr::A,உண்மையான,waar
637,alt::A,பழைய,oud
638,neu::A,புதிய,nieuw
639,ehemalig::A,முன்நாள்,voormalig
640,alt[Lebewesen]::A,வயதான,oud
641,jung::A,இளமையான,jong
642,arm::A,ஏழ்மையான,arm
643,reich::A,செல்வம் படைத்த,rijk
644,bekannt::A,பழக்கப்பட்ட,bekend
645,berühmt::A,புகழ்பெற்ற,beroemd
646,fremd::A,அயல் நாட்டு,vreemd
647,verschieden::A,வித்தியாசமான,verscheiden
648,verschieden::A,வித்தியாசமான,verschillend
649,nah::A,பக்கத்தில் உள்ள,nabij
650,nah::A,பக்கத்தில் உள்ள,nabijgelegen
651,fern::A,தொலை தூரத்தில்,ver
652,linker::A,மீந்திருக்கும்,linker
653,rechter::A,வலதுபக்கம்,rechter
654,anderer::A,மற்ற,andere
655,erster::A,முதனமையான,eerste
656,zweiter::A,இரண்டாவது,tweede
657,dritter::A,மூன்றாவது,derde
658,letzter::A,கடைசி,laatste
659,allein::ADV,தனியாக,alleen
660,auf einmal::ADV,தடீரென்று,ineens
661,auf einmal::ADV,தடீரென்று,tegelijk
662,zusammen::ADV,சேர்ந்து,samen
663,zusammen::ADV,சேர்ந்து,bijeen
664,lange::ADV,அதிக நோம்,lang
665,plötzlich::ADV,தடீரென்று,eensklaps
666,plötzlich::ADV,தடீரென்று,plotsklaps
667,sofort::ADV,உடனடியாக,terstond
668,sofort::ADV,உடனடியாக,aanstonds
669,sofort::ADV,உடனடியாக,onmiddelijk
670,später::ADV,பிறகு,later
671,jetzt::ADV,இப்பொழது,nu
672,jetzt::ADV,இப்பொழது,nou
673,jetzt::ADV,இப்பொழது,thans
674,heute::ADV,இன்று,heden
675,heute::ADV,இன்று,vandaag
676,morgen::ADV,நாளைக்கு,morgen
677,bald::ADV,சீக்கிரம்,gauw
678,bald::ADV,சீக்கிரம்,weldra
679,dann::ADV,அப்பொழுது,dan
680,dann::ADV,அப்பொழுது,toen
681,gestern::ADV,நேற்று,gisteren
682,einst::ADV,ஒரே முறை,eens
683,damals::ADV,அப்பொழுது,toen
684,damals::ADV,அப்பொழுது,destijds
685,danach::ADV,பிற்பாடு,daarna
686,vorher::ADV,முன்பாக,vooraf
687,vorher::ADV,முன்பாக,van tevoren
688,zuerst::ADV,முதலில்,eerst
689,zuerst::ADV,முதலில்,het eerst
690,einmal::ADV,ஒரே முறை,eens
691,einmal::ADV,ஒரே முறை,eenmaal
692,manchmal::ADV,சில நேரங்களில்,soms
693,oft::ADV,அடிக்கடி,vaak
694,oft::ADV,அடிக்கடி,dikwijls
695,immer::ADV,எப்பொழுதும்,altijd
696,niemals::ADV,ஒருபோதும் இல்லை,nooit
697,hier::ADV,இங்கே,hier
698,hierhin::ADV,இவ்விடத்திற்கு,hierheen
