,Concept_ID,cy,lez
81,Regen::N,glaw,марф
82,Schnee::N,ôd,жив
83,Schnee::N,eira,жив
84,Eis::N,iâ,мурк
85,Frost::N,rhew,аяз
86,Kälte::N,oerni,мекь
87,Kälte::N,oerni,мекьивал
88,Kälte::N,annwyd,мекь
89,Kälte::N,annwyd,мекьивал
90,Hitze::N,gwres,зегьем
91,Raureif::N,barrug,къирав
92,Regenbogen::N,enfys,яргъируш
93,Donner::N,tyrfau,цавун ван
94,Strömung::N,cerrynt,
95,Tropfen::N,dafn,стӏал
96,Tropfen::N,diferyn,стӏал
97,Schaum::N,ewyn,каф
98,Schmutz::N,baw,чирк
99,Schmutz::N,baw,кьуруш
100,Schmutz::N,budreddi,чирк
101,Schmutz::N,budreddi,кьуруш
102,See::N,llyn,вир
103,Sumpf::N,cors,уьлен
104,Moor::N,rhos,
105,Wiese::N,dôl,векь
106,Wald::N,coedwig,там
107,Hügel::N,bryn,кӏунтӏ
108,Anhöhe::N,bryn,тепе
109,Anhöhe::N,bryn,гьуьндуьрвал
110,Berg::N,mynydd,дагъ
111,Gipfel::N,copa,кӏукӏ
112,Höhle::N,ogof,кьветӏ
113,Abhang::N,llethr,гуьне
114,Quelle::N,tarddiad,чешме
115,Quelle::N,ffynhonnell,чешме
116,Bach::N,nant,булах
117,Bach::N,afonig,булах
118,Bach::N,cornant,булах
119,Fluss::N,afon,вацӏ
120,Ufer::N,glan,къерех
121,Küste::N,traeth,къерех
122,Küste::N,arfordir,къерех
123,Festland::N,tir,кьурамат
124,Meer::N,môr,гьуьл
125,Bucht::N,bae,бухта
126,Insel::N,ynys,остров
127,Blume::N,blodyn,цуьк
128,Gras::N,glaswellt,хъач
129,Wurzel::N,gwreiddyn,дувул
130,Baum::N,coeden,ттар
131,Stamm::N,colfen,тан
132,Stamm::N,boncyff,тан
133,Rinde::N,rhisgl,чкал
134,Ast::N,cangen,тӏур
135,Zweig::N,cainc,хел
136,Zweig::N,cangen,хел
137,Blatt::N,deilen,пеш
138,Birke::N,bedwen,верх
139,Kiefer[Baum]::N,pinwydden,шамагъаж
140,Weide[Baum]::N,helygen,цӏвелин ттар
141,Tanne::N,ffynidwydden,ель
142,Horn::N,corn,карч
143,Feder::N,plufyn,цӏакул
144,Fell::N,ffwr,хам
145,Flügel::N,adain,лув
146,Klaue::N,crafanc,къармах
147,Kralle::N,ewin,пац
148,Kralle::N,ewin,тапас
149,Schwanz::N,cwt,ттум
150,Schwanz::N,cynffon,ттум
151,Ei::N,wy,кака
152,Nest::N,nyth,муг
153,Bau::N,ffau,тӏеквен
154,Tier::N,anifail,гьайван
155,Herde::N,praidd,суьруь
156,Herde::N,diadell,суьруь
157,Kuh::N,buwch,ккал
158,Bulle::N,tarw,яц
159,Bulle::N,tarw,бугъа
160,Pferd::N,ceffyl,балкӏан
161,Schaf::N,dafad,хеб
162,Schwein::N,mochyn,вак
163,Hund::N,ci,кицӏ
164,Katze::N,cath,кац
165,Bär::N,arth,сев
166,Eichhörnchen::N,gwiwer,белка
167,Elch::N,elc,лось
168,Fuchs::N,cadno,сикӏ
169,Hase::N,ysgyfarnog,къуьр
170,Maus::N,llygoden,кьиф
171,Wolf::N,blaidd,жанавур
172,Vogel::N,aderyn,луван ничхир
173,Schwarm::N,haid,луж
174,Huhn::N,cyw,верч
175,Hahn::N,ceiliog,кӏек
176,Gans::N,gŵydd,къаз
177,Adler::N,eryr,лекь
178,Ente::N,hwyad,пӏатӏ
179,Eule::N,tylluan,тӏиб
180,Kranich::N,garan,дурна
181,Kranich::N,crychydd,дурна
182,Krähe::N,brân,къаргъа
183,Kuckuck::N,cog,кукупӏ
184,Kuckuck::N,cwcw,кукупӏ
185,Schwan::N,alarch,къугь
186,Fisch::N,pysgod,гъед
187,Barsch::N,draenog,окунь
188,Hecht::N,penhwyad,щука
189,Schlange[Tier]::N,neidr,илан
190,Schlange[Tier]::N,neidr,гъуьлягъ
191,Wurm::N,abwydyn,квак
192,Wurm::N,pryf genwair,квак
193,Spinne::N,cor,хуьшрекан
194,Spinne::N,pryf copyn,хуьшрекан
195,Ameise::N,morgrugyn,цегв
196,Laus::N,lleuen,нет
197,Mücke::N,gwybedyn,ветӏ
198,Fliege::N,cleren,тӏветӏ
199,Schmetterling::N,glöyn byw,чепелукь
200,Schmetterling::N,iâr fach yr haf,чепелукь
201,Beere::N,aeronen,куьлуь емиш
202,Apfel::N,afal,ич
203,Pilz::N,madarch,къарникъуз
204,Zwiebel::N,nionyn,чичӏек
205,Zwiebel::N,winwnsyn,чичӏек
206,Saat::N,had,тумар
207,Korn::N,grawn,твар
208,Heu::N,gwair,векь
209,Heu::N,gwair,векьер
210,Schale::N,croen,пириш
211,Schale::N,croen,хъуьруьш
212,Schale::N,plisgyn,пириш
213,Schale::N,plisgyn,хъуьруьш
214,Grube::N,pwll,фур
215,Grube::N,pydew,фур
216,Falle::N,magl,ракьар
217,Schlinge::N,cwlwm rhedeg,гьалкъа
218,Spur::N,ôl,гел
219,Asche::N,lludw,руьхъ
220,Dreck::N,baw,чирк
221,Dreck::N,baw,кьуруш
222,Dreck::N,budreddi,чирк
223,Dreck::N,budreddi,кьуруш
224,Eisen::N,haearn,ракь
225,Gold::N,aur,алтун
226,Silber::N,arian,гимиш
227,Kohle::N,glo,цӏивин
228,Glas::N,gwydr,шуьше
229,Lehm::N,clai,ччеб
230,Sand::N,tywod,къум
231,Mensch::N,dyn,инсан
232,Mann::N,dyn,итим
233,Frau::N,merch,паб
234,Frau::N,merch,дишегьли
235,Frau::N,gwraig,паб
236,Frau::N,gwraig,дишегьли
237,Kind::N,plentyn,аял
238,Junge::N,hogyn,гада
239,Junge::N,bachgen,гада
240,Mädchen::N,merch,руш
241,Mädchen::N,geneth,руш
242,Familie::N,teulu,хзан
243,Familie::N,teulu,килфет
244,Familie::N,tylwyth,хзан
245,Familie::N,tylwyth,килфет
246,Großvater::N,taid,чӏехи буба
247,Großvater::N,tad-cu,чӏехи буба
248,Großmutter::N,nain,чӏехи диде
249,Großmutter::N,mam-gu,чӏехи диде
250,Eltern::N,rhieni,диде-буба
251,Vater::N,tad,буба
252,Mutter::N,mam,диде
253,Sohn::N,mab,хва
254,Tochter::N,merch,руш
255,Bruder::N,brawd,стха
256,Schwester::N,chwaer,вах
257,Onkel::N,ewythr,ими
258,Onkel::N,ewythr,халу
259,Tante::N,modryb,эме
260,Tante::N,modryb,хала
261,Ehemann::N,gŵr,гъуьл
262,Ehefrau::N,gwraig,паб
263,Freude::N,gorfoledd,шадвал
264,Gelächter::N,chwerthin,хъвер
265,Glück::N,hapusrwydd,бахт
266,Kummer::N,galar,дерт
267,Kummer::N,galar,хажалат
268,Wunsch::N,dymuniad,мурад
269,Lust::N,chwant,гьевес
270,Geist::N,ysbryd,руьгь
271,Gedanke::N,meddwl,фикир
272,Gedächtnis::N,cof,
273,Verstand::N,meddwl,акьул
274,Sinn::N,ystyr,мана
275,Grund::N,achos,себеб
276,Grund::N,rheswm,себеб
277,Wahrheit::N,gwir,керчек
278,Wahrheit::N,gwir,гьакъикъат
279,Wahrheit::N,gwirionedd,керчек
280,Wahrheit::N,gwirionedd,гьакъикъат
281,Gespräch::N,sgwrs,ихтилат
282,Märchen::N,chwedl werin,мах
283,Erzählung::N,stori,кьиса
284,Nachricht::N,neges,хабар
285,Neuigkeit::N,newydd,цӏийи хабар
286,Name::N,enw,тӏвар
287,Rätsel::N,pos,мискӏал
288,Rede::N,araith,рахун
289,Sprache::N,iaith,чӏал
290,Stimme::N,llais,ван
291,Wort::N,gair,гаф
292,Zeichen::N,arwydd,ишара
293,Ruf::N,galwad,эвер
294,Lärm::N,trwst,ван-сес
295,Laut::N,sain,ван
296,Laut::N,sain,сес
297,Ton::N,tôn,ван-сес
298,Lied::N,cân,мани
299,Ruhe::N,tawelwch,ласвал
300,Ruhe::N,tawelwch,фаракъат
301,Ruhe::N,tawelwch,асайиш
302,Leute::N,pobl,инсанар
303,Volk::N,pobl,халкь
304,Arbeit::N,gwaith,кӏвалах
305,Gast::N,gwestai,мугьман
306,Geschenk::N,rhodd,савкьат
307,Geschenk::N,anrheg,савкьат
308,Spiel::N,chwarae,къугъун
309,Gesellschaft::N,cwmni,жемят
310,Gesellschaft::N,cwmni,общество
311,Hilfe::N,cymorth,куьмек
312,Freund::N,cyfaill,дуст
313,Kamerad::N,cydymaith,яр-дуст
314,Angelegenheit::N,pwnc,кар
315,Anzahl::N,cyfrif,сан
316,Anzahl::N,cyfrif,кьадар
317,Art::N,bath,жуьре
318,Stück::N,darn,кӏус
319,Teil::N,rhan,пай
320,Hälfte::N,hanner,зур
321,Hälfte::N,hanner,зур пай
322,Kreis::N,cylch,круг
323,Kreis::N,cylch,чкаяр
324,Kreis::N,cylch,элкъвей цӏар
325,Kreuz::N,croes,хаш
326,Linie::N,llinell,цӏар
327,Strich::N,strôc,цӏар
328,Strich::N,trawiad,цӏар
329,Abstand::N,bwlch,ара
330,Abstand::N,pellter,ара
331,Entfernung::N,pellter,мензил
332,Gegend::N,cylch,чка
333,Platz::N,lle,ара
334,Ort::N,lle,чка
335,Seite::N,ochr,пад
336,Mitte::N,canol,юкь
337,Gegenstand::N,eitem,затӏ
338,Sache::N,peth,шей
339,Sache::N,peth,затӏ
340,Rand::N,cwr,къерех
341,Rand::N,ymyl,къерех
342,Kante::N,min,син
343,Kante::N,ymyl,син
344,Ecke::N,cornel,пӏипӏ
345,Spitze::N,blaen,кӏвенкӏв
346,Ende::N,pen,кьил
347,Loch::N,twll,тӏеквен
348,Winkel::N,congl,пӏипӏ
349,Muster::N,patrwm,гишир
350,Größe::N,maint,кьадар
351,Größe::N,maintioli,кьадар
352,Länge::N,hyd,яргъивал
353,Höhe::N,uchder,кьакьанвал
354,Gewicht::N,pwysau,заланвал
355,Menge::N,swm,кьадар
356,Menge::N,maint,кьадар
357,Haufen::N,pentwr,хара
358,Reihe::N,rhes,жерге
359,Boot::N,cwch,луьткве
360,Ruder::N,rhwyf,кьусу
361,Schlitten::N,sled,гъелерар
362,Schlitten::N,car llusg,гъелерар
363,Ski::N,sgi,
364,Lagerfeuer::N,coelcerth,цӏай
365,Last::N,llwyth,заланвал
366,Gang::N,tro,ериш
367,Schritt::N,cam,къадам
368,Norden::N,gogledd,кефер
369,Norden::N,gogledd,кефер пад
370,Süden::N,de,кьибле
371,Westen::N,gorllewin,рагъакӏидай пад
372,Osten::N,dwyrain,рагъэкъечӏдай пад
373,Holz::N,pren,кӏарас
374,Brett::N,bwrdd,кьул
375,Brett::N,bwrdd,тахта
376,Brett::N,astell,кьул
377,Brett::N,astell,тахта
378,Platte::N,llech,
379,Stütze::N,ateg,даях
380,Stütze::N,cynhalydd,даях
381,Stange::N,polyn,юрк
382,Stock::N,ffon,лаш
383,Stock::N,brigyn,лаш
384,Stab::N,ffon,юрк
385,Rohr::N,pibell,турба
386,Haus::N,tŷ,ужагъ
387,Heim::N,cartref,кӏвал
388,Ofen::N,stof,пич
389,Fußboden::N,llawr,кӏвалин ччил
390,Tisch::N,bwrdd,стол
391,Stuhl::N,cadair,стул
392,Wiege::N,crud,кьеб
393,Bett::N,gwely,тахт
394,Regal::N,silff,кьацӏ
395,Kiste::N,bocs,ящик
396,Kiste::N,blwch,ящик
397,Fenster::N,ffenestr,дакӏар
398,Tür::N,drws,рак
399,Tor::N,porth,варар
400,Zaun::N,ffens,пару
401,Dach::N,to,къав
402,Leiter::N,ysgol,гурар
403,Besen::N,ysgub,таран кул
404,Spaten::N,rhaw,ппер
405,Schaufel::N,rhaw,хекендаз
406,Gabel::N,fforc,шиш
407,Löffel::N,llwy,тӏур
408,Messer::N,cyllell,чукӏул
409,Nagel::N,hoel,мих
410,Netz::N,gwe,чил
411,Netz::N,rhwyd,чил
412,Haken::N,bach,къармах
413,Griff::N,carn,ттум
414,Schloss::N,clo,куьлег
415,Bild::N,llun,шикил
416,Bild::N,llun,суьрет
417,Bild::N,pictiwr,шикил
418,Bild::N,pictiwr,суьрет
419,Figur::N,ffigur,фигура
420,Puppe::N,dol,нини
421,Beutel::N,cwd,тагъар
422,Bündel::N,bwndel,галгам
423,Bündel::N,coflaid,галгам
424,Tasche::N,cod,чанта
425,Eimer::N,bwced,ведре
426,Eimer::N,cunnog,ведре
427,Deckel::N,caead,кьил
428,Deckel::N,caead,къалпагъ
429,Geschirr::N,llestri,къаб-къажах
430,Sack::N,sach,чувал
431,Tasse::N,cwpan,сукӏра
432,Topf::N,pot,къажгъан
433,Topf::N,crochan,къажгъан
434,Kessel::N,tegell,къажгъан
435,Essen::N,pryd o fwyd,тӏуьн
436,Nahrung::N,bwyd,тӏуьн
437,Speise::N,saig,хуьрек
438,Fleisch::N,cig,як
439,Getreide::N,ŷd,техил
440,Getreide::N,llafur,техил
441,Brei::N,uwd,хапӏа
442,Brei::N,uwd,хешил
443,Brot::N,bara,фу
444,Scheibe::N,tafell,чӏук
445,Fett::N,saim,ягълу
446,Fett::N,braster,ягълу
447,Butter::N,ymenyn,гъери
448,Öl::N,olew,ягълу
449,Salz::N,halen,кьел
450,Suppe::N,cawl,суп
451,Suppe::N,cawl,шурпа
452,Honig::N,mêl,вирт
453,Milch::N,llaeth,нек
454,Milch::N,llefrith,нек
455,Tee::N,te,чай
456,Leder::N,lledr,тумаж
457,Wolle::N,gwlân,йис
458,Stoff::N,lliain,парча
459,Stoff::N,brethyn,парча
460,Nadel::N,nodwydd,раб
461,Faden::N,edau,гъал
462,Faden::N,edefyn,гъал
463,Knopf::N,botwm,дуьгме
464,Knoten::N,cwlwm,тӏвал
465,Farbe::N,paent,ранг
466,Kleidung::N,dillad,партал
467,Kleidung::N,gwisgoedd,партал
468,Hemd::N,crys,перем
469,Kragen::N,coler,хев
470,Ärmel::N,llawes,хел
471,Hose::N,trowsus,шалвар
472,Gürtel::N,gwregys,чӏул
473,Mütze::N,cap,бармак
474,Mütze::N,cap,бапӏах
475,Schuh::N,esgid,ботинка
476,Stiefel::N,botasen,чекме
477,Ring::N,modrwy,тупӏал
478,Band::N,rhuban,тасма
479,Kamm::N,crib,регъ
480,Spiegel::N,drych,гуьзгуь
481,Riemen::N,strap,къайиш
482,Schnur::N,llinyn,еб
483,Leine::N,tennyn,
484,Decke::N,blanced,яргъан
485,Decke::N,gwrthban,яргъан
486,Kissen::N,clustog,хъуьцуьган
487,Kissen::N,gobennydd,хъуьцуьган
488,Tuch::N,sgarff,шал
489,Handtuch::N,tywel,дасмал
490,Handtuch::N,lliain sychu,дасмал
491,Kraft::N,grym,гуж
492,Stärke::N,nerth,къуват
493,Stärke::N,cryfder,къуват
494,Gesundheit::N,iechyd,сагъвал
495,Krankheit::N,afiechyd,тӏал
496,Krankheit::N,anhwylder,тӏал
497,Schmerz::N,poen,тӏал
498,Schmerz::N,poen,тӏарвал
499,Schmerz::N,gwayw,тӏал
500,Schmerz::N,gwayw,тӏарвал
501,Wunde::N,clwyf,хер
502,Fieber::N,twymyn,ифин
503,Arznei::N,meddyginiaeth,дарман
504,Brücke::N,pont,муьгъ
505,Brunnen::N,ffynnon,къуй
506,Weide::N,porfa,уьруьш
507,Pfad::N,llwybr,рехъ
508,Weg::N,ffordd,рехъ
509,Straße::N,heol,рехъ
510,Straße::N,ffordd,рехъ
511,Dorf::N,pentref,хуьр
512,Stadt::N,tref,шегьер
513,Brief::N,llythyr,кагъаз
514,Buch::N,llyfr,улуб
515,Buchstabe::N,llythyren,гьарф
516,Zeitung::N,papur newydd,газета
517,Leben::N,bywyd,уьмуьр
518,Tod::N,marwolaeth,кьиникь
519,Grab::N,bedd,сур
520,Kirche::N,eglwys,килиса
521,Sünde::N,pechod,гунагь
522,Gott::N,duw,аллагь
523,Arbeiter::N,gweithiwr,фяле
524,Chef::N,pennaeth,гьаким
525,Meister::N,meistr,устӏар
526,Arzt::N,meddyg,доктор
527,Lehrer::N,athro,муаллим
528,Geld::N,pres,пул
529,Geld::N,arian,пул
530,Geschäft::N,busnes,
531,Laden::N,siop,магазин
532,Preis::N,pris,къимет
533,Ware::N,nwydd,мал
534,Ware::N,nwydd,товар
535,Nutzen::N,elw,хийир
536,Nutzen::N,elw,менфят
537,Nutzen::N,budd,хийир
538,Nutzen::N,budd,менфят
539,Reichtum::N,cyfoeth,девлет
540,Welt::N,byd,дуьнья
541,Land::N,gwlad,уьлкве
542,Staat::N,gwladwriaeth,пачагьлугъ
543,Staat::N,gwladwriaeth,государство
544,König::N,brenin,пачагь
545,Macht::N,grym,власть
546,Macht::N,awdurdod,власть
547,Grenze::N,ffin,сергьят
548,Grenze::N,goror,сергьят
549,Krieg::N,rhyfel,дяве
550,Feind::N,gelyn,душман
551,Gewalt::N,ffyrnigrwydd,гуж
552,Kampf::N,brwydr,женг
553,Bogen[Waffe]::N,bwa,чӏемерук
554,Pfeil::N,saeth,хьел
555,Gewehr::N,dryll,тфенг
556,Fehler::N,gwall,гъалатӏ
557,Fehler::N,camgymeriad,гъалатӏ
558,Lüge::N,celwydd,ттаб
559,Lüge::N,anwiredd,ттаб
560,Schaden::N,niwed,зиян
561,Schaden::N,niwed,зарар
562,Schaden::N,difrod,зиян
563,Schaden::N,difrod,зарар
564,Unglück::N,anffawd,бала
565,Unglück::N,anffawd,бедбахтвал
566,Schuld::N,bai,тахсир
567,Alter::N,oed,яш
568,Schluss::N,diwedd,эхир
569,Zeit::N,amser,вяде
570,Tag::N,dydd,югъ
571,Tag::N,diwrnod,югъ
572,Morgen::N,bore,пакама
573,Mittag::N,nawn,нисин
574,Abend::N,noswaith,няни
575,Nacht::N,nos,йиф
576,Woche::N,wythnos,гьафте
577,Monat::N,mis,варз
578,Jahr::N,blwyddyn,йис
579,Frühling::N,gwanwyn,гатфар
580,Sommer::N,haf,гад
581,Herbst::N,hydref,зул
582,Winter::N,gaeaf,кьуьд
583,Januar::N,Ionawr,январь
584,Februar::N,Chwefror,февраль
585,März::N,Mawrth,март
586,April::N,Ebrill,апрель
587,Mai::N,Mai,май
588,Juni::N,Mehefin,июнь
589,Juli::N,Gorffennaf,июль
590,August::N,Awst,август
591,September::N,Medi,сентябрь
592,Oktober::N,Hydref,октябрь
593,November::N,Tachwedd,ноябрь
594,Dezember::N,Rhagfyr,декабрь
595,Montag::N,dydd Llun,ислен
596,Dienstag::N,dydd Mawrth,саласа
597,Mittwoch::N,dydd Mercher,арбе
598,Donnerstag::N,dydd Iau,хемис югъ
599,Freitag::N,dydd Gwener,жуьмя
600,Freitag::N,dydd Gwener,жуьмя югъ
601,Samstag::N,dydd Sadwrn,киш
602,Sonntag::N,dydd Sul,гьяд
603,groß::A,mawr,еке
604,groß::A,mawr,чӏехи
605,klein::A,bach,гъвечӏи
606,lang::A,hir,яргъи
607,kurz::A,byr,куьруь
608,kurz::A,cwta,куьруь
609,breit::A,llydan,гьяркьуь
610,schmal::A,cul,гуьтӏуь
611,dicht::A,dwys,къалин
612,dick[Gegenstand]::A,trwchus,
613,dünn::A,tenau,кьелечӏ
614,fein::A,main,шуькӏуь
615,fest::A,cadarn,кӏеви
616,flach::A,gwastad,кьулу
617,glatt::A,llyfn,цӏалцӏам
618,hart::A,caled,кӏеви
619,weich::A,meddal,хъуьтуьл
620,rund::A,crwn,элкъвей
621,spitz::A,pigfain,хци
622,scharf::A,miniog,хци
623,stumpf::A,pŵl,къуьруь
624,schwer::A,trwm,залан
625,schön::A,teg,иер
626,schön::A,hardd,иер
627,schön::A,prydferth,иер
628,heiß::A,poeth,кудай
629,warm::A,twym,чими
630,warm::A,cynnes,чими
631,kalt::A,oer,мекьи
632,kühl::A,oeraidd,къайи
633,frisch::A,iach,таза
634,frisch::A,iach,михьи
635,feucht::A,llaith,ламу
636,nass::A,gwlyb,кьежей
637,trocken::A,sych,кьуру
638,voll::A,llawn,ацӏай
639,leer::A,gwag,буш
640,leer::A,gwag,ичӏи
641,offen::A,agored,ахъа
642,geschlossen::A,caead,кӏеви
643,geschlossen::A,caeëdig,кӏеви
644,sauber::A,glân,михьи
645,schmutzig::A,budr,чиркин
646,schmutzig::A,budr,кьацӏай
647,schmutzig::A,brwnt,чиркин
648,schmutzig::A,brwnt,кьацӏай
649,roh::A,amrwd,чиг
650,roh::A,amrwd,ицӏи
651,reif::A,aeddfed,дигмиш хьайи
652,lecker::A,blasus,дадлу
653,lecker::A,danteithiol,дадлу
654,süß::A,melys,ширин
655,bitter::A,chwerw,туькьуьл
656,sauer::A,sur,цуру
657,hell::A,disglair,экуь
658,dunkel::A,tywyll,мичӏи
659,schwarz::A,du,чӏулав
660,weiß::A,gwyn,лацу
661,rot::A,coch,яру
662,gelb::A,melyn,хъипи
663,blau::A,glas,вили
664,grün::A,gwyrdd,къацу
665,grau::A,llwyd,рехи
666,bunt::A,lliwgar,цӏару
667,bunt::A,lliwgar,яру-цӏару
668,billig::A,rhad,ужуз
669,teuer::A,drud,багьа
670,wertvoll::A,gwerthfawr,масан
671,blind::A,dall,буьркьуь
672,taub::A,byddar,биши
673,kräftig::A,nerthol,гужлу
674,kräftig::A,grymus,гужлу
675,stark::A,cryf,къуватлу
676,stark::A,cadarn,къуватлу
677,schwach::A,gwan,такьатсуз
678,fett::A,tew,куьк
679,schlank::A,main,шумал
680,hübsch::A,tlws,гуьрчег
681,böse::A,drwg,пис
682,dumm::A,twp,ахмакь
683,faul::A,diog,тенпел
684,fleißig::A,dyfal,сяй ийидай
685,fleißig::A,dyfal,сяйи ийидай
686,geizig::A,crintach,мискьи
687,geizig::A,cybyddlyd,мискьи
688,klug::A,deallus,акьуллу
689,geschickt::A,medrus,магьир
690,geschickt::A,deheuig,магьир
691,lieb::A,hoff,играми
692,lieb::A,annwyl,играми
693,lustig::A,llon,шад
694,sanft::A,mwyn,назик
695,sanft::A,mwyn,милайим
696,hungrig::A,newynog,гишин
697,krank::A,sâl,кефсуз
698,krank::A,gwael,кефсуз
699,nackt::A,noeth,кьецӏил
700,traurig::A,trist,пашман
701,lebendig::A,yn fyw,ччан алай
702,gut::A,da,хъсан
703,gut::A,da,вижевай
704,schlecht::A,drwg,пис
705,schlecht::A,gwael,пис
706,richtig::A,cywir,дуьз
707,schlimm::A,enbyd,нифретлу
708,wahr::A,gwir,гьакъикъи
709,alt::A,hen,эски
710,alt::A,hen,куьгьне
711,neu::A,newydd,цӏийи
712,ehemalig::A,blaenorol,виликан
713,alt[Lebewesen]::A,oedrannus,кьуьзуь
714,jung::A,ifanc,жегьил
715,arm::A,tlawd,кесиб
716,reich::A,cyfoethog,девлетлу
717,bekannt::A,cynefin,чидай
718,bekannt::A,cyfarwydd,чидай
719,berühmt::A,enwog,машгьур
720,fremd::A,estron,ччара
721,verschieden::A,gwahanol,жуьреба-жуьре
722,nah::A,agos,мукьвал
723,fern::A,pell,яргъал
724,linker::A,aswy,чапла
725,linker::A,chwith,чапла
726,rechter::A,de,эрчӏи
727,rechter::A,deau,эрчӏи
728,anderer::A,arall,маса
729,anderer::A,arall,муькуь
730,erster::A,cyntaf,сад лагьай
731,zweiter::A,ail,кьвед лагьай
732,dritter::A,trydydd,пуд лагьай
733,letzter::A,olaf,эхиримжи
734,allein::ADV,unig,кьилди
735,allein::ADV,ar ei ben ei hun,кьилди
736,auf einmal::ADV,ar yr un pryd,
737,zusammen::ADV,ynghyd,санал
738,zusammen::ADV,gyda'i gilydd,санал
739,lange::ADV,amser hir,яргъалди
740,plötzlich::ADV,yn sydyn,садлагьана
741,sofort::ADV,ar unwaith,гьасятда
742,später::ADV,yn ddiweddarach,гуьгъуьнлай
743,jetzt::ADV,yn awr,гила
744,heute::ADV,heddiw,къе
745,morgen::ADV,yfory,пака
746,bald::ADV,yn fuan,мукьва
747,bald::ADV,yn fuan,мукьвара
748,bald::ADV,gyda hyn,мукьва
749,bald::ADV,gyda hyn,мукьвара
750,dann::ADV,yna,ахпа
751,dann::ADV,y pryd hwnnw,ахпа
752,gestern::ADV,ddoe,накь
753,einst::ADV,gynt,садра
754,damals::ADV,ar y pryd,а чӏавуз
755,damals::ADV,bryd hynny,а чӏавуз
756,danach::ADV,wedyn,ахпа
757,vorher::ADV,o'r blaen,вилик
758,zuerst::ADV,yn gyntaf,сифте
759,einmal::ADV,unwaith,садра
760,manchmal::ADV,weithiau,гагь-гагь
761,manchmal::ADV,ar brydiau,гагь-гагь
762,oft::ADV,yn aml,гзаф вахтара
763,oft::ADV,yn fynych,гзаф вахтара
764,immer::ADV,bob amser,гьамиша
765,niemals::ADV,ni ... byth,са чӏавузни
766,niemals::ADV,ni ... byth,са вахтундани
767,niemals::ADV,ni ... erioed,са чӏавузни
768,niemals::ADV,ni ... erioed,са вахтундани
769,hier::ADV,yma,ина
770,hierhin::ADV,hyd yma,иниз
771,von hier::ADV,oddi yma,инай
772,dort::ADV,acw,ана
773,dorthin::ADV,tuag yno,аниз
774,geradeaus::ADV,syth ymlaen,дуьз
775,vorwärts::ADV,ymlaen,вилик
776,vorwärts::ADV,ymlaen,виликди
777,rückwärts::ADV,yn ôl,кьулухъ
