,Concept_ID,kl,de
53,Geschmack::N,qilanaartuut,Geschmack
54,Geruch::N,tipi,Geruch
55,Geruch::N,tipik,Geruch
56,Traum::N,sinnattoq,Traum
57,Traum::N,sinnattugaq,Traum
58,Himmel::N,qilak,Himmel
59,Sonne::N,seqineq,Sonne
60,Mond::N,qaammat,Mond
61,Stern::N,ulloriaq,Stern
62,Luft::N,silaannaq,Luft
63,Wind::N,anori,Wind
64,Wind::N,anorsarik,Wind
65,Welle::N,aalappaa,Welle
66,Wasser::N,imeq,Wasser
67,Stein::N,ujarak,Stein
68,Boden::N,nateq,Boden
69,Erde::N,issoq,Erde
70,Staub::N,pujualanerit,Staub
71,Staub::N,pujoralanerit,Staub
72,Rauch::N,iseq,Rauch
73,Rauch::N,pujoq,Rauch
74,Funke::N,illoorneq,Funke
75,Feuer::N,inneq,Feuer
76,Licht::N,qaamaneq,Licht
77,Schatten::N,tarraq,Schatten
78,Wetter::N,sila,Wetter
79,Nebel::N,pujoq,Nebel
80,Wolke::N,nuia,Wolke
81,Regen::N,sialuk,Regen
82,Schnee::N,aput,Schnee
83,Eis::N,siku,Eis
84,Frost::N,issi,Frost
85,Frost::N,issik,Frost
86,Kälte::N,issi,Kälte
87,Hitze::N,kianneq,Hitze
88,Hitze::N,kiassuseq,Hitze
89,Raureif::N,kaneq,Raureif
90,Regenbogen::N,neriusaaq,Regenbogen
91,Donner::N,kalleq,Donner
92,Tropfen::N,kuseriarneq,Tropfen
93,Schaum::N,qapuk,Schaum
94,Schmutz::N,minguk,Schmutz
95,See::N,taseq,See
96,Sumpf::N,maqulluk,Sumpf
97,Wiese::N,masarsuk,Wiese
98,Hügel::N,qattuneq,Hügel
99,Hügel::N,majuariaq,Hügel
100,Hügel::N,majorajaaq,Hügel
101,Hügel::N,qaqqannguaq,Hügel
102,Berg::N,qaqqaq,Berg
103,Höhle::N,qaarusuk,Höhle
104,Abhang::N,ippik,Abhang
105,Abhang::N,sivinganeq,Abhang
106,Abhang::N,sivingajaaq,Abhang
107,Abhang::N,kussangajaaq,Abhang
108,Bach::N,kuunnguaq,Bach
109,Fluss::N,kuuk,Fluss
110,Ufer::N,sissap sinaa,Ufer
111,Küste::N,sineriak,Küste
112,Meer::N,imaq,Meer
113,Bucht::N,ikeq,Bucht
114,Bucht::N,kangerluk,Bucht
115,Bucht::N,kangerliumaneq,Bucht
116,Insel::N,qeqertaq,Insel
117,Blume::N,naasoq,Blume
118,Gras::N,ivigaq,Gras
119,Wurzel::N,niulutaq,Wurzel
120,Baum::N,orpik,Baum
121,Stamm::N,kanaartaq,Stamm
122,Rinde::N,ameraq,Rinde
123,Ast::N,avalequt,Ast
124,Zweig::N,avalequt,Zweig
125,Blatt::N,pilutaq,Blatt
126,Birke::N,patitsit,Birke
127,Weide[Baum]::N,palleq,Weide
128,Tanne::N,orsuerneq,Tanne
129,Horn::N,nassuk,Horn
130,Feder::N,suluk,Feder
131,Fell::N,ameq,Fell
132,Flügel::N,suluk,Flügel
133,Flügel::N,isaroq,Flügel
134,Klaue::N,kukik,Klaue
135,Kralle::N,kukik,Kralle
136,Schwanz::N,pamioq,Schwanz
137,Schwanz::N,paperuusaq,Schwanz
138,Ei::N,mannik,Ei
139,Nest::N,ullut,Nest
140,Bau::N,ini,Bau
141,Tier::N,uumasoq,Tier
142,Herde::N,unguukkat,Herde
143,Kuh::N,ussik,Kuh
144,Bulle::N,angukulak,Bulle
145,Bulle::N,anguteralak,Bulle
146,Bulle::N,angutikulooq,Bulle
147,Schaf::N,sava,Schaf
148,Schwein::N,puuluki,Schwein
149,Hund::N,qimmeq,Hund
150,Katze::N,puisaaq,Katze
151,Bär::N,allaq,Bär
152,Eichhörnchen::N,sissinnguaq,Eichhörnchen
153,Fuchs::N,terianniaq,Fuchs
154,Hase::N,ukaleq,Hase
155,Maus::N,teriannguaq,Maus
156,Wolf::N,amaroq,Wolf
157,Vogel::N,timmiaq,Vogel
158,Huhn::N,kukkukooq,Huhn
159,Huhn::N,marloraaqaaq,Huhn
160,Hahn::N,kiasiusaq,Hahn
161,Gans::N,nerleq,Gans
162,Adler::N,nattoralik,Adler
163,Eule::N,uppik,Eule
164,Kranich::N,qorlorfik,Kranich
165,Krähe::N,tuluatsiaq,Krähe
166,Kuckuck::N,kukkooq,Kuckuck
167,Schwan::N,qussuk,Schwan
168,Fisch::N,aalisagaq,Fisch
169,Schlange[Tier]::N,pulateriarsuk,Schlange
170,Schlange[Tier]::N,pulateriaarsuk,Schlange
171,Spinne::N,aasiaq,Spinne
172,Spinne::N,nissavaarsuk,Spinne
173,Ameise::N,uniaaluk,Ameise
174,Laus::N,kumak,Laus
175,Mücke::N,ippernaq,Mücke
176,Fliege::N,ippernaq,Fliege
177,Schmetterling::N,paluaq,Schmetterling
178,Schmetterling::N,pakkaluaq,Schmetterling
179,Schmetterling::N,utsuppaluaq,Schmetterling
180,Schmetterling::N,taqaleqisaaq,Schmetterling
181,Beere::N,paarmaq,Beere
182,Beere::N,paarngaq,Beere
183,Apfel::N,iipili,Apfel
184,Pilz::N,anngiusaq,Pilz
185,Zwiebel::N,uanitsoq,Zwiebel
186,Saat::N,naatsiiassaq,Saat
187,Korn::N,maannineq,Korn
188,Schale::N,niutsivik,Schale
189,Schale::N,ilulissaq qaartussaq,Schale
190,Grube::N,itersaq,Grube
191,Falle::N,pualavoq,Falle
192,Schlinge::N,orseq,Schlinge
193,Schlinge::N,norloq,Schlinge
194,Spur::N,tumaa,Spur
195,Asche::N,arsat,Asche
196,Dreck::N,minguk,Dreck
197,Eisen::N,savimineq,Eisen
198,Eisen::N,saffiugassaq,Eisen
199,Gold::N,kuulti,Gold
200,Silber::N,siilviuvoq,Silber
201,Kohle::N,aamarsuit aamaruutissat,Kohle
202,Glas::N,igalaaq,Glas
203,Glas::N,imertarfik,Glas
204,Glas::N,igalaamineq,Glas
205,Lehm::N,marraq,Lehm
206,Sand::N,sioqqat,Sand
207,Mensch::N,inuk,Mensch
208,Mensch::N,silamiu,Mensch
209,Mann::N,angut,Mann
210,Frau::N,arnaq,Frau
211,Kind::N,meeraq,Kind
212,Junge::N,nukappiaraq,Junge
213,Mädchen::N,arnannguaq,Mädchen
214,Familie::N,ilaqutakka,Familie
215,Familie::N,ilaqutariit,Familie
216,Großvater::N,aatak,Großvater
217,Großmutter::N,aanaq,Großmutter
218,Eltern::N,angajoqqaat,Eltern
219,Vater::N,ataata,Vater
220,Vater::N,ataataq,Vater
221,Mutter::N,anaana,Mutter
222,Sohn::N,erneq,Sohn
223,Tochter::N,panik,Tochter
224,Bruder::N,ani,Bruder
225,Bruder::N,aqqaluk,Bruder
226,Bruder::N,qatanngut,Bruder
227,Schwester::N,naja,Schwester
228,Schwester::N,aleqa,Schwester
229,Schwester::N,qatanngut,Schwester
230,Onkel::N,akkak,Onkel
231,Tante::N,aja,Tante
232,Tante::N,ajak,Tante
233,Tante::N,atsak,Tante
234,Ehemann::N,ui,Ehemann
235,Ehefrau::N,nuliaq,Ehefrau
236,Freude::N,tipaatsussuseq,Freude
237,Gelächter::N,illaq,Gelächter
238,Glück::N,usornaat,Glück
239,Glück::N,usornarsuseq,Glück
240,Wunsch::N,kissaat,Wunsch
241,Lust::N,illigussuseq,Lust
242,Lust::N,piummaseq,Lust
243,Geist::N,anerneq,Geist
244,Geist::N,toornaq,Geist
245,Gedanke::N,isumassaq,Gedanke
246,Gedächtnis::N,eqqaamannissuseq,Gedächtnis
247,Verstand::N,isuma,Verstand
248,Verstand::N,sianissut,Verstand
249,Verstand::N,misigissut,Verstand
250,Verstand::N,sianissuseq,Verstand
251,Verstand::N,silaqassuseq,Verstand
252,Sinn::N,isuma,Sinn
253,Grund::N,patsit,Grund
254,Wahrheit::N,sallusuissut,Wahrheit
255,Märchen::N,oqalualaarut,Märchen
256,Märchen::N,oqaluasaaq,Märchen
257,Erzählung::N,oqaluttuaq,Erzählung
258,Nachricht::N,oqaassut,Nachricht
259,Nachricht::N,oqqersuut,Nachricht
260,Neuigkeit::N,tusarnartaq,Neuigkeit
261,Name::N,ateq,Name
262,Rätsel::N,nalorsitsaarut,Rätsel
263,Rede::N,oqaluuseq,Rede
264,Sprache::N,oqaatsit,Sprache
265,Stimme::N,erinaq,Stimme
266,Stimme::N,qarluuseq,Stimme
267,Wort::N,oqaasii,Wort
268,Zeichen::N,nalunaaqqut,Zeichen
269,Ruf::N,qaaqqussut,Ruf
270,Lärm::N,perpaluk,Lärm
271,Laut::N,torsukattak,Laut
272,Ton::N,erinaq,Ton
273,Lied::N,taalliaq,Lied
274,Lied::N,erinarsuut,Lied
275,Ruhe::N,qatsunganeq,Ruhe
276,Leute::N,inuiak,Leute
277,Leute::N,inuiaqatigiit,Leute
278,Volk::N,inuiaat,Volk
279,Arbeit::N,suliaq,Arbeit
280,Gast::N,qaaqqusaq,Gast
281,Geschenk::N,pajugut,Geschenk
282,Hilfe::N,annertoqqut,Hilfe
283,Freund::N,tiliaq,Freund
284,Freund::N,ikinngut,Freund
285,Kamerad::N,tiliaq,Kamerad
286,Kamerad::N,ikinngut,Kamerad
287,Art::N,ileqquuseq,Art
288,Stück::N,nakkaalaniku,Stück
289,Teil::N,tassiaasat,Teil
290,Hälfte::N,affaq,Hälfte
291,Kreis::N,kaajaluinneq or kaajaluitsoq,Kreis
292,Kreuz::N,sanningasulik,Kreuz
293,Linie::N,tittaq,Linie
294,Linie::N,titarneq,Linie
295,Abstand::N,aku,Abstand
296,Abstand::N,ikiaq,Abstand
297,Entfernung::N,asi,Entfernung
298,Gegend::N,nuna,Gegend
299,Platz::N,ini,Platz
300,Platz::N,inissaq,Platz
301,Ort::N,sumiiffik,Ort
302,Seite::N,saneraq,Seite
303,Mitte::N,qiteq,Mitte
304,Sache::N,pigisaq,Sache
305,Rand::N,sini,Rand
306,Rand::N,akerfineq,Rand
307,Kante::N,akerfineq,Kante
308,Ecke::N,teqeqqoq,Ecke
309,Ecke::N,tikeqqoq,Ecke
310,Spitze::N,inngik,Spitze
311,Ende::N,isu,Ende
312,Loch::N,putu,Loch
313,Winkel::N,teqeqqorissaat,Winkel
314,Muster::N,ilisserut,Muster
315,Größe::N,angissuseq,Größe
316,Länge::N,takissuseq,Länge
317,Gewicht::N,oqimaalutaq,Gewicht
318,Menge::N,amerlassuseq,Menge
319,Haufen::N,eqimattat,Haufen
320,Reihe::N,allunaasaq,Reihe
321,Boot::N,qajaq,Boot
322,Boot::N,angallat,Boot
323,Boot::N,umiatsiaq,Boot
324,Ruder::N,iput,Ruder
325,Schlitten::N,qamutit,Schlitten
326,Schlitten::N,qimusseq,Schlitten
327,Ski::N,ataarut,Ski
328,Last::N,nammagaq,Last
329,Schritt::N,allorneq,Schritt
330,Norden::N,avannaq,Norden
331,Süden::N,qava,Süden
332,Süden::N,kujat,Süden
333,Süden::N,kujataa,Süden
334,Westen::N,kitaa,Westen
335,Osten::N,kangi,Osten
336,Holz::N,qisuk,Holz
337,Brett::N,salliligaq,Brett
338,Platte::N,qaateq,Platte
339,Stütze::N,ajagutaq,Stütze
340,Stütze::N,ajaagutaq,Stütze
341,Stange::N,kaaviffik,Stange
342,Stock::N,ajaappissat,Stock
343,Stab::N,ajaappissat,Stab
344,Rohr::N,sullulik,Rohr
345,Haus::N,illu,Haus
346,Ofen::N,kissarsuut,Ofen
347,Fußboden::N,nateq,Fußboden
348,Tisch::N,allattarfik,Tisch
349,Stuhl::N,issiavik,Stuhl
350,Stuhl::N,issiaffik,Stuhl
351,Wiege::N,uaasoq,Wiege
352,Bett::N,nallavik,Bett
353,Regal::N,ilisivik,Regal
354,Kiste::N,sakissat,Kiste
355,Kiste::N,illerfiusaq,Kiste
356,Fenster::N,aki,Fenster
357,Fenster::N,igalaaq,Fenster
358,Tür::N,matu,Tür
359,Tor::N,isaaffik,Tor
360,Zaun::N,saputit,Zaun
361,Dach::N,qaliaq,Dach
362,Leiter::N,tummeqqat,Leiter
363,Leiter::N,majuartarfiit,Leiter
364,Besen::N,saligutit,Besen
365,Spaten::N,nivaataq,Spaten
366,Schaufel::N,nivaataq,Schaufel
367,Gabel::N,qilluaq,Gabel
368,Gabel::N,ajassaatit,Gabel
369,Löffel::N,alussaat,Löffel
370,Messer::N,savik,Messer
371,Nagel::N,kukik,Nagel
372,Netz::N,anguffaseq,Netz
373,Haken::N,nissik,Haken
374,Haken::N,qarsorsaq,Haken
375,Haken::N,qarsorsartoq,Haken
376,Griff::N,ipi,Griff
377,Schloss::N,illussaarsuaq,Schloss
378,Bild::N,assiliaq,Bild
379,Figur::N,kisitsit,Figur
380,Puppe::N,inuusaq,Puppe
381,Bündel::N,qilertaq,Bündel
382,Tasche::N,pooqattaq,Tasche
383,Deckel::N,matu,Deckel
384,Geschirr::N,anut,Geschirr
385,Tasse::N,tiitorfik,Tasse
386,Tasse::N,tiitorfiup ilorlia,Tasse
387,Topf::N,qoqqoq,Topf
388,Kessel::N,uunnaavik,Kessel
389,Essen::N,igaaq,Essen
390,Nahrung::N,neqissaq,Nahrung
391,Speise::N,nerisassat,Speise
392,Fleisch::N,neqi,Fleisch
393,Getreide::N,maannineq,Getreide
394,Brot::N,iffit,Brot
395,Brot::N,iffiaq,Brot
396,Scheibe::N,igalaassiaq,Scheibe
397,Fett::N,tarnutissaq,Fett
398,Fett::N,tarnutissiaq,Fett
399,Butter::N,punneq,Butter
400,Öl::N,uulia,Öl
401,Salz::N,taratsut,Salz
402,Suppe::N,qajoq,Suppe
403,Honig::N,tungusunnitsuut,Honig
404,Milch::N,immuk,Milch
405,Tee::N,tii,Tee
406,Tee::N,teeq,Tee
407,Wolle::N,nuersagassiaq,Wolle
408,Stoff::N,milliaq,Stoff
409,Stoff::N,qarlissiaq,Stoff
410,Nadel::N,meqqut,Nadel
411,Faden::N,ujalussiaq,Faden
412,Knopf::N,attat,Knopf
413,Knoten::N,akeroq,Knoten
414,Knoten::N,qilerneq,Knoten
415,Farbe::N,qalipaat,Farbe
416,Kleidung::N,atisat,Kleidung
417,Kleidung::N,annoraaq,Kleidung
418,Hemd::N,ilupaaq,Hemd
419,Kragen::N,qungasiinnaq,Kragen
420,Ärmel::N,aaq,Ärmel
421,Hose::N,qarliit,Hose
422,Gürtel::N,qiterut,Gürtel
423,Gürtel::N,unngersaq,Gürtel
424,Mütze::N,nasaq,Mütze
425,Schuh::N,skuu,Schuh
426,Schuh::N,ikernuk,Schuh
427,Schuh::N,ateraasaq,Schuh
428,Stiefel::N,kamik,Stiefel
429,Ring::N,assammiu,Ring
430,Band::N,qilerutissiaq,Band
431,Kamm::N,illaagutit,Kamm
432,Kamm::N,illaajaatit pl.,Kamm
433,Spiegel::N,tarrarsuut,Spiegel
434,Riemen::N,allunaaq,Riemen
435,Schnur::N,kujaaq,Schnur
436,Schnur::N,allunaasaq,Schnur
437,Leine::N,aleq,Leine
438,Decke::N,qipik,Decke
439,Kissen::N,akit,Kissen
440,Tuch::N,qarlissiaq,Tuch
441,Handtuch::N,allarut,Handtuch
442,Handtuch::N,allarterut,Handtuch
443,Kraft::N,pissak,Kraft
444,Stärke::N,qerattarsaat,Stärke
445,Gesundheit::N,peqqisusseq,Gesundheit
446,Krankheit::N,nappaat,Krankheit
447,Schmerz::N,anniaat,Schmerz
448,Wunde::N,iki,Wunde
449,Fieber::N,nappaat qanimanartoq,Fieber
450,Arznei::N,imigassaq,Arznei
451,Brücke::N,ikaartarfik,Brücke
452,Brunnen::N,tissaluttuliaq,Brunnen
453,Weide::N,masarsuk,Weide
454,Pfad::N,aqqut,Pfad
455,Weg::N,aggerfik,Weg
456,Straße::N,aqqusineq,Straße
457,Dorf::N,nunaqarfik,Dorf
458,Stadt::N,illorpaat,Stadt
459,Stadt::N,illorpalik,Stadt
460,Brief::N,allagarsiaq,Brief
461,Buch::N,atuakkat,Buch
462,Buch::N,mappersagaq,Buch
463,Buchstabe::N,naqinneq,Buchstabe
464,Zeitung::N,aviisi,Zeitung
465,Leben::N,inuussuseq,Leben
466,Tod::N,toqu,Tod
467,Tod::N,toquneq,Tod
468,Grab::N,iliveq,Grab
469,Grab::N,illissat,Grab
470,Kirche::N,oqaluffik,Kirche
471,Sünde::N,ajorti,Sünde
472,Arbeiter::N,sulisoq,Arbeiter
473,Chef::N,ittoqut,Chef
474,Meister::N,naalagaq,Meister
475,Arzt::N,katsorsaasoq,Arzt
476,Lehrer::N,ilinniartitsisoq,Lehrer
477,Geld::N,aningaasat,Geld
478,Geschäft::N,niuertarfik,Geschäft
479,Laden::N,niuertarfik,Laden
480,Preis::N,aki,Preis
481,Ware::N,qaliata pii,Ware
482,Ware::N,nioqqutissaq,Ware
483,Nutzen::N,iluaqut,Nutzen
484,Welt::N,nunarsuaq,Welt
485,Land::N,nuna,Land
486,König::N,kunngi,König
487,Macht::N,pissaassuseq,Macht
488,Grenze::N,killik,Grenze
489,Krieg::N,sorsunneq,Krieg
490,Feind::N,akeraq,Feind
491,Feind::N,akerartorti,Feind
492,Feind::N,qinngarsuisoq,Feind
493,Kampf::N,sorsunneq,Kampf
494,Pfeil::N,qalugiusaq,Pfeil
495,Gewehr::N,aallaat,Gewehr
496,Fehler::N,kukkuneq,Fehler
497,Fehler::N,paarlaappaa,Fehler
498,Unglück::N,perluut,Unglück
499,Schuld::N,akiitsugaq,Schuld
500,Schuld::N,akiligassaq,Schuld
501,Alter::N,utoqqaq,Alter
502,Schluss::N,isu,Schluss
503,Zeit::N,ulloq,Zeit
504,Zeit::N,akuttoqatigiinneq,Zeit
505,Tag::N,ulloq,Tag
506,Morgen::N,ullaaq,Morgen
507,Mittag::N,ulloqeqqa,Mittag
508,Abend::N,unnuk,Abend
509,Nacht::N,unnuaq,Nacht
510,Woche::N,sapaatip akunnera,Woche
511,Monat::N,qaammat,Monat
512,Jahr::N,ukioq,Jahr
513,Frühling::N,upernaaq,Frühling
514,Sommer::N,aasaq,Sommer
515,Herbst::N,ukiaq,Herbst
516,Winter::N,ukioq,Winter
517,Januar::N,siulleeq,Januar
518,Januar::N,qaammaliaq,Januar
519,Februar::N,aarlaat,Februar
520,März::N,marsi,März
521,März::N,martsi,März
522,Mai::N,maaji,Mai
523,Juni::N,juuni,Juni
524,Juli::N,juuli,Juli
525,August::N,aggusti,August
526,September::N,septembari,September
527,Oktober::N,oktobari,Oktober
528,November::N,novembari,November
529,Dezember::N,detsembari,Dezember
530,Montag::N,ataasinngortoq,Montag
531,Dienstag::N,marlunngorneq,Dienstag
532,Mittwoch::N,pingasunngorneq,Mittwoch
533,Donnerstag::N,sisamanngorneq,Donnerstag
534,Freitag::N,tallimanngorneq,Freitag
535,Samstag::N,arfininngorneq,Samstag
536,Sonntag::N,sapaat,Sonntag
537,Sonntag::N,sapaati,Sonntag
538,groß::A,angivoq,groß
539,klein::A,mikivoq,klein
540,lang::A,takisooq,lang
541,kurz::A,naatsoq,kurz
542,breit::A,silippoq,breit
543,schmal::A,amitsoq,schmal
544,dicht::A,torsusooq,dicht
545,dick[Gegenstand]::A,issuvoq,dick
546,dick[Gegenstand]::A,issusooq,dick
547,dünn::A,amitsoq,dünn
548,fein::A,mamarpoq,fein
549,fest::A,tangeqarpoq,fest
550,flach::A,nalimmappoq,flach
551,glatt::A,quasak,glatt
552,hart::A,mattusooq,hart
553,hart::A,manngerpoq,hart
554,hart::A,titeqquluppoq,hart
555,weich::A,nerumaarpoq,weich
556,rund::A,ammallorippoq,rund
557,spitz::A,qummukujooq,spitz
558,scharf::A,ipippoq,scharf
559,stumpf::A,anngerpoq,stumpf
560,schwer::A,oqimaappoq,schwer
561,schön::A,kusanarpoq,schön
562,heiß::A,kiappoq,heiß
563,warm::A,oqorpoq,warm
564,kalt::A,issippoq,kalt
565,kühl::A,pueqqortippoq,kühl
566,feucht::A,isugutavoq,feucht
567,feucht::A,qaasernarpoq,feucht
568,nass::A,imerorpoq,nass
569,trocken::A,panerpoq,trocken
570,voll::A,ulikkaarpoq,voll
571,leer::A,imaattuarpoq,leer
572,offen::A,ammavoq,offen
573,geschlossen::A,matuvoq,geschlossen
574,sauber::A,eqqippoq,sauber
575,sauber::A,sukuluippoq,sauber
576,sauber::A,ipeqanngilaq,sauber
577,schmutzig::A,tapappoq,schmutzig
578,schmutzig::A,minguppoq,schmutzig
579,roh::A,aapavoq,roh
580,reif::A,qaarulerpoq,reif
581,süß::A,tungusunnippoq,süß
582,bitter::A,qasilippoq,bitter
583,hell::A,qaamavoq,hell
584,dunkel::A,qernerpoq,dunkel
585,schwarz::A,qernerpoq,schwarz
586,weiß::A,qaqorpoq,weiß
587,rot::A,aappaluppoq,rot
588,gelb::A,sungaarpoq,gelb
589,blau::A,tungujorpoq,blau
590,grün::A,qorsooqqippoq,grün
591,grau::A,qaserpoq,grau
592,billig::A,akikippoq,billig
593,wertvoll::A,erlinnarpoq,wertvoll
594,blind::A,tappiippoq,blind
595,blind::A,isigisaqanngilaq,blind
596,taub::A,tusilarpoq,taub
597,kräftig::A,pissaq,kräftig
598,kräftig::A,pissarsuaq,kräftig
599,stark::A,sanngivoq,stark
600,schwach::A,nakuippoq,schwach
601,fett::A,pualavoq,fett
602,schlank::A,tuappoq,schlank
603,hübsch::A,aatsialaq,hübsch
604,böse::A,ajorpoq,böse
605,dumm::A,taqajak,dumm
606,dumm::A,sikkilluppoq,dumm
607,dumm::A,qaatusimasaqanngilaq,dumm
608,faul::A,eqiasuppoq,faul
609,faul::A,eqiattortuvoq,faul
610,fleißig::A,eqiasuippoq,fleißig
611,geizig::A,iasilaarpoq,geizig
612,geizig::A,tukkuippoq,geizig
613,klug::A,mallak,klug
614,klug::A,ittanneq,klug
615,klug::A,kutaappoq,klug
616,klug::A,kuttaappoq,klug
617,klug::A,qarasagippoq,klug
618,lieb::A,akisooq,lieb
619,lustig::A,piikulavoq,lustig
620,sanft::A,isumagippoq,sanft
621,hungrig::A,kaappoq,hungrig
622,hungrig::A,perlilerpoq,hungrig
623,krank::A,napparsimavoq,krank
624,traurig::A,aliasuppoq,traurig
625,lebendig::A,uumavoq,lebendig
626,gut::A,ajunngilaq,gut
627,schlecht::A,sualuppoq,schlecht
628,richtig::A,iluarpoq,richtig
629,schlimm::A,amiilaarnarpoq,schlimm
630,wahr::A,ilumoorpoq,wahr
631,alt::A,pisoqaq,alt
632,neu::A,nutaavoq,neu
633,alt[Lebewesen]::A,utoqqaq,alt
634,jung::A,inuusuppoq,jung
635,jung::A,kingulliarsuk,jung
636,arm::A,piillasoq,arm
637,arm::A,piitsuuvoq,arm
638,reich::A,pisuuvoq,reich
639,berühmt::A,tusaamasaq,berühmt
640,fremd::A,ajasoornarpoq,fremd
641,verschieden::A,allatut,verschieden
642,verschieden::A,tamalaat,verschieden
643,nah::A,qanippoq,nah
644,fern::A,ungasippoq,fern
645,linker::A,saamerleq,linker
646,rechter::A,innarluissut,rechter
647,erster::A,siulleq,erster
648,zweiter::A,qataatsup tullia,zweiter
649,dritter::A,pingajorarterut,dritter
650,letzter::A,kingulleq,letzter
651,allein::ADV,kisimiippoq,allein
652,auf einmal::ADV,tassanngaannaq,auf einmal
653,zusammen::ADV,attaasa,zusammen
654,zusammen::ADV,attarmik,zusammen
655,lange::ADV,akuni,lange
656,plötzlich::ADV,tassanngaannaq,plötzlich
657,sofort::ADV,erniinnaq,sofort
658,später::ADV,kingorna,später
659,jetzt::ADV,maanna,jetzt
660,jetzt::ADV,massakkut,jetzt
661,heute::ADV,ullumi,heute
662,morgen::ADV,aqagu,morgen
663,bald::ADV,erniinnaq,bald
664,dann::ADV,taava,dann
665,gestern::ADV,ippassaq,gestern
666,einst::ADV,ataatsimik,einst
667,einst::ADV,ilaanni,einst
668,damals::ADV,taamani,damals
669,damals::ADV,taamanikkut,damals
670,damals::ADV,taassumuunakkut,damals
671,danach::ADV,taava,danach
672,vorher::ADV,siornagut,vorher
673,einmal::ADV,ilaanni,einmal
674,einmal::ADV,ataatsimik,einmal
675,manchmal::ADV,qaqutigu,manchmal
676,manchmal::ADV,qaqutigut,manchmal
677,oft::ADV,akulikitsumik,oft
678,immer::ADV,tamatigut,immer
679,hier::ADV,maani,hier
680,hierhin::ADV,maani,hierhin
681,dorthin::ADV,ikuuna,dorthin
682,geradeaus::ADV,narlumut,geradeaus
683,vorwärts::ADV,pilangavoc,vorwärts
684,rückwärts::ADV,kingumut,rückwärts
685,rückwärts::ADV,tunumut or tunummut,rückwärts
686,zurück::ADV,kingumut,zurück
687,zurück::ADV,tunumut or tunummut,zurück
688,unten::ADV,kana,unten
689,hinab::ADV,qiviu,hinab
690,überall::ADV,tamaginni,überall
691,überall::ADV,tamani tamaani,überall
692,kaum::ADV,qaqutigorsuaq,kaum
693,sehr::ADV,assut,sehr
694,noch::ADV,qeratavoq,noch
695,schon::ADV,taava-una,schon
696,wieder::ADV,kingumut,wieder
697,vergebens::ADV,angiluk,vergebens
698,dies::PRN,manna,dies
699,dies::PRN,matuma,dies
700,das::PRN,ua,das
701,ich::PRN,uanga,ich
702,du::PRN,illit,du
703,er::PRN,una,er
704,wir::PRN,uagut,wir
705,ihr::PRN,ilissi,ihr
706,sie::PRN,uku,sie
707,was::FPRN,aat?,was
708,wer::FPRN,kikkut,wer
709,wo::FADV,sumi,wo
710,wohin::FADV,sumut,wohin
711,wie::FADV,qanoq,wie
712,warum::FADV,sooq,warum
713,wieviel::FNUM,qassit,wieviel
714,wieviel::FNUM,qanoq atsigisumik?,wieviel
715,eins::NUM,ataaseq,eins
716,zwei::NUM,marluk,zwei
717,drei::NUM,pingasut,drei
718,vier::NUM,sisamat,vier
719,vier::NUM,qajuusat,vier
720,fünf::NUM,tallimat,fünf
721,sechs::NUM,arfineq,sechs
722,sechs::NUM,arfinillit,sechs
723,sieben::NUM,arfineq-marluk,sieben
724,acht::NUM,arfineq pingasut,acht
