,Concept_ID,cy,de
781,neunzig::NUM,deg a phedwar ugain,neunzig
782,hundert::NUM,cant,hundert
783,tausend::NUM,mil,tausend
784,und::CNJ,a,und
785,oder::CNJ,neu,oder
786,stehen::V,sefyll,stehen
787,sitzen::V,eistedd,sitzen
788,liegen::V,gorwedd,liegen
789,hängen::V,hongian,hängen
790,werden::V,dod yn,werden
791,werden::V,mynd yn,werden
792,passieren::V,digwydd,passieren
793,beginnen::V,cychwyn,beginnen
794,enden::V,gorffen,enden
795,wechseln::V,newid,wechseln
796,aufgehen[Sonne]::V,codi,aufgehen
797,untergehen[Sonne]::V,machlud,untergehen
798,scheinen[Sonne]::V,tywynnu,scheinen
799,donnern::V,taranu,donnern
800,wehen::V,chwythu,wehen
801,strömen::V,ffrydio,strömen
802,fließen::V,llifo,fließen
803,sich drehen::V,troi,sich drehen
804,sich drehen::V,cylchdroi,sich drehen
805,schwanken::V,siglo,schwanken
806,schwingen::V,siglo,schwingen
807,fallen::V,cwympo,fallen
808,brennen::V,llosgi,brennen
809,rauchen::V,mygu,rauchen
810,regnen::V,glawio,regnen
811,gefrieren::V,rhewi,gefrieren
812,tauen::V,toddi,tauen
813,tauen::V,meirioli,tauen
814,schmelzen::V,toddi,schmelzen
815,trocknen::V,sychu,trocknen
816,sieden::V,berwi,sieden
817,faulen::V,pydru,faulen
818,faulen::V,braenu,faulen
819,verfaulen::V,pydru,verfaulen
820,verfaulen::V,dadfeilio,verfaulen
821,reißen::V,clecian,reißen
822,reißen::V,torri'n glats,reißen
823,versinken::V,suddo,versinken
824,vergehen::V,myned heibio,vergehen
825,vergehen::V,pasio,vergehen
826,erscheinen::V,ymddangos,erscheinen
827,verschwinden::V,diflannu,verschwinden
828,sinken::V,syrthio,sinken
829,abnehmen::V,lleihau,abnehmen
830,zunehmen::V,cynyddu,zunehmen
831,steigen::V,codi,steigen
832,wachsen::V,tyfu,wachsen
833,glänzen::V,disgleirio,glänzen
834,funkeln::V,pefrio,funkeln
835,lärmen::V,cadw sŵn,lärmen
836,lärmen::V,gwneud twrw,lärmen
837,läuten::V,canu,läuten
838,klingeln::V,canu,klingeln
839,klingeln::V,seinio,klingeln
840,klirren::V,tincian,klirren
841,brausen::V,rhuo,brausen
842,rauschen::V,siffrwd,rauschen
843,rauschen::V,chwithrwd,rauschen
844,klingen::V,seinio,klingen
845,bellen::V,cyfarth,bellen
846,heulen::V,udo,heulen
847,heulen::V,oernadu,heulen
848,blasen::V,chwythu,blasen
849,pfeifen::V,chwibanu,pfeifen
850,schreien::V,gweiddi,schreien
851,schreien::V,bloeddio,schreien
852,stöhnen::V,griddfan,stöhnen
853,zittern::V,crynu,zittern
854,leben::V,byw,leben
855,geboren werden::V,cael eich geni,geboren werden
856,atmen::V,anadlu,atmen
857,trinken::V,yfed,trinken
858,essen::V,bwyta,essen
859,schlucken::V,llyncu,schlucken
860,müde werden::V,blino,müde werden
861,einschlafen::V,mynd i gysgu,einschlafen
862,einschlafen::V,syrthio i gysgu,einschlafen
863,schlafen::V,huno,schlafen
864,schlafen::V,cysgu,schlafen
865,aufwachen::V,dihuno,aufwachen
866,aufstehen::V,codi,aufstehen
867,sich erholen::V,ymlacio,sich erholen
868,sich erholen::V,dadflino,sich erholen
869,krank werden::V,mynd yn sâl,krank werden
870,krank werden::V,mynd yn wael,krank werden
871,krank sein::V,gwaelu,krank sein
872,schmerzen::V,brifo,schmerzen
873,husten::V,pesychu,husten
874,genesen::V,gwella,genesen
875,genesen::V,cael yn ôl,genesen
876,sterben::V,marw,sterben
877,umkommen::V,trengi,umkommen
878,sich bewegen::V,symud,sich bewegen
879,sich rühren::V,syflyd,sich rühren
880,sich erheben::V,codi,sich erheben
881,sich setzen::V,eistedd,sich setzen
882,hinfallen::V,cwympo,hinfallen
883,laufen::V,cerdded,laufen
884,schreiten::V,camu,schreiten
885,spazierengehen::V,mynd am dro,spazierengehen
886,eilen::V,rhuthro,eilen
887,sich beeilen::V,brysio,sich beeilen
888,sausen::V,rhuthro,sausen
889,rennen::V,rhedeg,rennen
890,springen::V,llamu,springen
891,springen::V,neidio,springen
892,klettern::V,dringo,klettern
893,schaukeln::V,siglo,schaukeln
894,kriechen::V,cropian,kriechen
895,schwimmen::V,nofio,schwimmen
896,tauchen::V,plymio,tauchen
897,tauchen::V,ymsuddo,tauchen
898,rudern::V,rhwyfo,rudern
899,fahren::V,gyrru,fahren
900,fahren::V,dreifio,fahren
901,fliegen::V,hedfan,fliegen
902,gehen::V,mynd,gehen
903,weggehen::V,mynd,weggehen
904,weggehen::V,ymadael,weggehen
905,abfahren::V,ymadael,abfahren
906,anhalten::V,stopio,anhalten
907,hineingehen::V,mynd i mewn,hineingehen
908,eintreten::V,mynd i,eintreten
909,kommen::V,dod,kommen
910,ankommen::V,cyrraedd,ankommen
911,zurückkommen::V,dychwelyd,zurückkommen
912,bleiben::V,aros,bleiben
913,bleiben::V,sefyll,bleiben
914,warten::V,aros,warten
915,warten::V,disgwyl,warten
916,erwarten::V,disgwyl,erwarten
917,suchen::V,chwilio am,suchen
918,finden::V,darganfod,finden
919,versuchen::V,profi,versuchen
920,versuchen::V,ceisio,versuchen
921,vorbereiten::V,paratoi,vorbereiten
922,lieben::V,caru,lieben
923,mögen::V,hoffi,mögen
924,lachen::V,chwerthin,lachen
925,rühren::V,cynhyrfu,rühren
926,weinen::V,wylo,weinen
927,weinen::V,llefain,weinen
928,schimpfen::V,grwgnach,schimpfen
929,sich ärgern::V,gofidio,sich ärgern
930,sich fürchten::V,ofni,sich fürchten
931,fürchten::V,arswydo,fürchten
932,fliehen::V,ffoi,fliehen
933,flüchten::V,dianc,flüchten
934,sehen::V,gweld,sehen
935,anschauen::V,syllu,anschauen
936,anschauen::V,edrych,anschauen
937,ansehen::V,gwylio,ansehen
938,hören::V,clywed,hören
939,zuhören::V,gwrando,zuhören
940,probieren::V,profi,probieren
941,riechen::V,arogli,riechen
942,fühlen::V,teimlo,fühlen
943,fühlen::V,clywed,fühlen
944,scheinen::V,ymddangos,scheinen
945,zu sehen sein::V,dod i'r golwg,zu sehen sein
946,vernehmen::V,clywed sôn am,vernehmen
947,frieren::V,bod yn oer,frieren
948,tun::V,gwneud,tun
949,können::V,gallu,können
950,wollen::V,bod mewn angen,wollen
951,anfangen::V,dechrau,anfangen
952,beenden::V,darfod,beenden
953,beenden::V,gorffen,beenden
954,aufhören::V,peidio,aufhören
955,gelingen::V,llwyddo,gelingen
956,geraten::V,diweddu,geraten
957,öffnen::V,agor,öffnen
958,schließen::V,cau,schließen
959,stellen::V,gosod,stellen
960,setzen::V,gosod,setzen
961,legen::V,gosod,legen
962,berühren::V,cyffwrdd,berühren
963,verbinden::V,cysylltu,verbinden
964,bedecken::V,gorchuddio,bedecken
965,aufhängen::V,crogi,aufhängen
966,aufhängen::V,hongian,aufhängen
967,anzünden::V,cynnau,anzünden
968,aufheben::V,codi,aufheben
969,zurücklassen::V,gadael,zurücklassen
970,verlieren::V,colli,verlieren
971,fallen lassen::V,gollwng,fallen lassen
972,machen::V,gwneud,machen
973,herstellen::V,cynhyrchu,herstellen
974,bauen::V,adeiladu,bauen
975,reparieren::V,trwsio,reparieren
976,reparieren::V,atgyweirio,reparieren
977,verbessern::V,diwygio,verbessern
978,ändern::V,altro,ändern
979,graben::V,palu,graben
980,graben::V,cloddio,graben
981,beugen::V,plygu,beugen
982,biegen::V,plygu,biegen
983,drehen::V,troelli,drehen
984,wenden::V,troi,wenden
985,umdrehen::V,troi,umdrehen
986,heben::V,codi,heben
987,hochheben::V,dyrchafu,hochheben
988,ergreifen::V,gafael,ergreifen
989,halten::V,dal,halten
990,drücken::V,pwyso,drücken
991,drücken::V,gwasgu,drücken
992,schieben::V,gwthio,schieben
993,kratzen::V,crafu,kratzen
994,lecken::V,llyfu,lecken
995,beißen::V,cnoi,beißen
996,beißen::V,brathu,beißen
997,abreißen::V,tynnu ymaith,abreißen
998,abschneiden::V,torri,abschneiden
999,binden::V,clymu,binden
1000,stecken::V,plannu,stecken
1001,brechen::V,torri,brechen
1002,klopfen::V,taro,klopfen
1003,hauen::V,taro,hauen
1004,kleben::V,gludio,kleben
1005,reiben::V,rhwbio,reiben
1006,streichen::V,taenu,streichen
1007,schleifen::V,hogi,schleifen
1008,schneiden::V,torri,schneiden
1009,rütteln::V,ysgytio,rütteln
1010,schütteln::V,siglo,schütteln
1011,schütteln::V,ysgwyd,schütteln
1012,schwenken::V,siglo,schwenken
1013,schütten::V,tywallt,schütten
1014,füllen::V,llenwi,füllen
1015,einwickeln::V,lapio,einwickeln
1016,tragen::V,cludo,tragen
1017,schleppen::V,llusgo,schleppen
1018,ziehen::V,tynnu,ziehen
1019,aufbewahren::V,cadw,aufbewahren
1020,werfen::V,taflu,werfen
1021,fangen::V,dal,fangen
1022,packen::V,cipio,packen
1023,packen::V,crafangu,packen
1024,verstecken::V,celu,verstecken
1025,verstecken::V,cuddio,verstecken
1026,teilen::V,rhannu,teilen
1027,schicken::V,anfon,schicken
1028,bringen::V,dod â,bringen
1029,hinzufügen::V,chwanegu,hinzufügen
1030,bekommen::V,cael,bekommen
1031,erhalten::V,derbyn,erhalten
1032,nehmen::V,cymryd,nehmen
1033,wählen::V,dewis,wählen
1034,auswählen::V,dethol,auswählen
1035,bewahren::V,cadw,bewahren
1036,behindern::V,atal,behindern
1037,behindern::V,rhwystro,behindern
1038,verderben::V,difetha,verderben
1039,beschädigen::V,niweidio,beschädigen
1040,zerbrechen::V,torri,zerbrechen
1041,zerreißen::V,rhwygo,zerreißen
1042,zerstören::V,dinistrio,zerstören
1043,verbrennen::V,llosgi,verbrennen
1044,geben::V,rhoi,geben
1045,reichen::V,estyn,reichen
1046,schenken::V,rhoddi,schenken
1047,versprechen::V,addo,versprechen
1048,wünschen::V,dymuno,wünschen
1049,loben::V,canmol,loben
1050,küssen::V,cusanu,küssen
1051,wiegen::V,siglo,wiegen
1052,zudecken::V,gorchuddio,zudecken
1053,wecken::V,deffro,wecken
1054,zeigen::V,dangos,zeigen
1055,führen::V,arwain,führen
1056,lehren::V,dysgu,lehren
1057,unterrichten::V,hyfforddi,unterrichten
1058,aufziehen::V,dod i fyny,aufziehen
1059,leiten::V,arwain,leiten
1060,antreiben::V,annog,antreiben
1061,lassen::V,gadael,lassen
1062,einladen::V,gwahodd,einladen
1063,vereinigen::V,uno,vereinigen
1064,vereinigen::V,cyfuno,vereinigen
1065,besuchen::V,ymweld â,besuchen
1066,treffen::V,cwrdd,treffen
1067,treffen::V,cyfarfod,treffen
1068,sich versammeln::V,casglu,sich versammeln
1069,sich versammeln::V,cynnull,sich versammeln
1070,spielen::V,chwarae,spielen
1071,singen::V,canu,singen
1072,tanzen::V,dawnsio,tanzen
1073,sich trennen::V,ymwahanu,sich trennen
1074,verlassen::V,gadael,verlassen
1075,retten::V,achub,retten
1076,bewachen::V,gwarchod,bewachen
1077,schützen::V,noddi,schützen
1078,verteidigen::V,amddiffyn,verteidigen
1079,sich schlagen::V,ffraeo,sich schlagen
1080,sich schlagen::V,terfysgu,sich schlagen
1081,schießen::V,saethu,schießen
1082,siegen::V,ennill,siegen
1083,ärgern::V,cythruddo,ärgern
1084,schlagen::V,curo,schlagen
1085,treten::V,cicio,treten
1086,stechen::V,pigo,stechen
1087,stoßen::V,gwthio,stoßen
1088,stehlen::V,dwyn,stehlen
1089,stehlen::V,lladrata,stehlen
1090,stören::V,aflonyddu,stören
1091,belästigen::V,trafferthu,belästigen
1092,verbergen::V,cuddio,verbergen
1093,täuschen::V,twyllo,täuschen
1094,betrügen::V,hocedu,betrügen
1095,töten::V,lladd,töten
1096,wohnen::V,byw,wohnen
1097,arbeiten::V,gweithio,arbeiten
1098,sammeln::V,casglu,sammeln
1099,pflücken::V,casglu,pflücken
1100,jagen::V,hela,jagen
1101,fischen::V,pysgota,fischen
1102,fassen::V,dal,fassen
1103,hüten::V,bugeilio,hüten
1104,treiben::V,gyrru,treiben
1105,anbinden::V,clymu,anbinden
1106,füttern::V,porthi,füttern
1107,melken::V,godro,melken
1108,hacken::V,torri,hacken
1109,gießen::V,dyfrhau,gießen
1110,reifen::V,aeddfedu,reifen
1111,zubereiten::V,coginio,zubereiten
1112,kochen::V,berwi,kochen
1113,backen::V,pobi,backen
1114,backen::V,crasu,backen
1115,braten::V,ffrio,braten
1116,umrühren::V,cyffroi,umrühren
1117,stricken::V,gwau,stricken
1118,nähen::V,gwnïo,nähen
1119,färben::V,lliwio,färben
1120,reinigen::V,glanhau,reinigen
1121,waschen::V,golchi,waschen
1122,abwischen::V,sychu,abwischen
1123,spülen::V,streulio,spülen
1124,fegen::V,ysgubo,fegen
1125,kehren::V,ysgubo,kehren
1126,baden::V,cael bath,baden
1127,sich waschen::V,ymolchi,sich waschen
1128,ausziehen::V,tynnu,ausziehen
1129,anziehen::V,gwisgo,anziehen
1130,sich anziehen::V,ymwisgo,sich anziehen
1131,kämmen::V,cribo,kämmen
1132,schmücken::V,harddu,schmücken
1133,schmücken::V,addurno,schmücken
1134,sagen::V,dweud,sagen
1135,sprechen::V,llefaru,sprechen
1136,reden::V,siarad,reden
1137,sich unterhalten::V,sgwrsio,sich unterhalten
1138,fragen::V,gofyn,fragen
1139,bitten::V,gofyn am,bitten
1140,erzählen::V,dweud,erzählen
1141,mitteilen::V,cyfleu,mitteilen
1142,nennen::V,enwi,nennen
1143,rufen::V,galw,rufen
1144,prahlen::V,brolio,prahlen
1145,prahlen::V,ymffrostio,prahlen
1146,übersetzen::V,cyfieithu,übersetzen
1147,denken::V,meddwl,denken
1148,glauben::V,credu,glauben
1149,glauben::V,coelio,glauben
1150,bemerken::V,sylwi,bemerken
1151,erkennen::V,adnabod,erkennen
1152,begreifen::V,amgyffred,begreifen
1153,verstehen::V,deall,verstehen
1154,lernen::V,dysgu,lernen
1155,wissen::V,gwybod,wissen
1156,sich erinnern an::V,cofio,sich erinnern an
1157,vergessen::V,anghofio,vergessen
1158,messen::V,mesur,messen
1159,zählen::V,cyfrif,zählen
1160,rechnen::V,cyfrifo,rechnen
1161,lesen::V,darllen,lesen
1162,malen::V,peintio,malen
1163,zeichnen::V,tynnu,zeichnen
1164,schreiben::V,ysgrifennu,schreiben
1165,besitzen::V,meddu,besitzen
1166,kaufen::V,prynu,kaufen
1167,verkaufen::V,gwerthu,verkaufen
1168,bezahlen::V,talu am,bezahlen
1169,zahlen::V,talu,zahlen
1170,beherrschen::V,rheoli,beherrschen
1171,beherrschen::V,llywodraethu,beherrschen
1172,ertragen::V,dioddef,ertragen
