,Concept_ID,ar,ka
62,Schlaf::N,نوم,ძილი
63,Schlaf::N,منام,ძილი
64,Traum::N,حلم,სიზმარი
65,Himmel::N,سماء,ცა
66,Sonne::N,شمس,მზე
67,Mond::N,قمر,მთვარე
68,Stern::N,نجم,ვარსკვლავი
69,Stern::N,كوكب,ვარსკვლავი
70,Luft::N,هواء,ჰაერი
71,Wind::N,ريح,ქარი
72,Welle::N,موجة,ტალღა
73,Wasser::N,ماء,წყალი
74,Stein::N,حجر,ქვა
75,Boden::N,تراب,მიწა
76,Erde::N,أرض,ნიადაგი
77,Staub::N,غبار,მტვერი
78,Rauch::N,دخان,ბოლი
79,Rauch::N,دخان,კვამლი
80,Funke::N,شرارة,ნაკვესი
81,Feuer::N,نار,ცეცხლი
82,Licht::N,نور,შუქი
83,Licht::N,نور,სინათლე
84,Licht::N,ضوء,შუქი
85,Licht::N,ضوء,სინათლე
86,Schatten::N,ظل,ლანდი
87,Schatten::N,ظل,ჩრდილი
88,Schatten::N,فيء,ლანდი
89,Schatten::N,فيء,ჩრდილი
90,Wetter::N,جو,ამინდი
91,Wetter::N,طقس,ამინდი
92,Nebel::N,ضباب,ნისლი
93,Wolke::N,غيمة,ღრუბელი
94,Wolke::N,سحابة,ღრუბელი
95,Regen::N,مطر,წვიმა
96,Schnee::N,ثلج,თოვლი
97,Eis::N,جليد,თოში
98,Eis::N,جليد,ყინული
99,Frost::N,صقيع,ყინვა
100,Kälte::N,برد,სიცივე
101,Hitze::N,حر,სიცხე
102,Hitze::N,حرارة,სიცხე
103,Raureif::N,صقيع,ჭირხლი
104,Raureif::N,صقيع,თრთვილი
105,Regenbogen::N,قوس قزح,ცისარტყელა
106,Donner::N,رعد,ქუხილი
107,Strömung::N,تيار,დინება
108,Tropfen::N,قطرة,წვეთი
109,Schaum::N,زبد,ქაფი
110,Schaum::N,زبد,დორბლი
111,Schaum::N,رغوة,ქაფი
112,Schaum::N,رغوة,დორბლი
113,Schmutz::N,وسخ,ჭუჭყი
114,Schmutz::N,وسخ,ტალახი
115,See::N,بحيرة,ტბა
116,Sumpf::N,مستنقع,ჭაობი
117,Moor::N,مستنقع,ტორფნარი
118,Wiese::N,مرج,ველი
119,Wiese::N,مرج,მდელო
120,Wald::N,غابة,ტყე
121,Hügel::N,تل,ბორცვი
122,Anhöhe::N,تل,მაღლობი
123,Berg::N,جبل,მთა
124,Gipfel::N,قمة,მწვერვალი
125,Höhle::N,كهف,მღვიმე
126,Höhle::N,كهف,გამოქვებული
127,Abhang::N,منحدر,ფერდობი
128,Quelle::N,منبع,წყარო
129,Quelle::N,منبع,სათავე
130,Bach::N,مجرى,რუ
131,Bach::N,مجرى,ნაკადული
132,Fluss::N,نهر,მდინარე
133,Ufer::N,ضفة,კიდე
134,Ufer::N,ضفة,ნაპირი
135,Küste::N,ساحل,ნაპირი
136,Festland::N,بر,ხმელეთი
137,Meer::N,بحر,ზღვა
138,Bucht::N,خليج,ყურე
139,Insel::N,جزيرة,კუნძული
140,Blume::N,زهرة,ყვავილი
141,Gras::N,حشيش,ბალახი
142,Wurzel::N,أصل,ძირი
143,Wurzel::N,أصل,ფესვი
144,Baum::N,شجرة,ხე
145,Stamm::N,جذع,ტანი
146,Rinde::N,قشرة,ქერქი
147,Ast::N,فرع,ტოტი
148,Zweig::N,غصن,შტო
149,Blatt::N,ورقة,ფოთოლი
150,Birke::N,قضبان,არყი
151,Kiefer[Baum]::N,صنوبرة,ფიჭვი
152,Weide[Baum]::N,صفصاف,ტირიფი
153,Tanne::N,شوح,ნაძვი
154,Tanne::N,تبوب,ნაძვი
155,Horn::N,قرن,რქა
156,Feder::N,ريشة,ფრთა
157,Fell::N,فرو,ტყავი
158,Flügel::N,جناح,ფრთა
159,Klaue::N,مخلب,კლანჭი
160,Kralle::N,مخلب,ტორი
161,Schwanz::N,ذيل,კუდი
162,Ei::N,بيض,კვერცხი
163,Nest::N,عش,ბუდე
164,Bau::N,جحر,სორო
165,Tier::N,حيوان,ნადირი
166,Tier::N,حيوان,ცხოველი
167,Herde::N,قطيع,ფარა
168,Kuh::N,بقرة,ფური
169,Kuh::N,بقرة,ძროხა
170,Bulle::N,ثور,ხარი
171,Pferd::N,خيل,რაში
172,Pferd::N,خيل,ცხენი
173,Schaf::N,شاة,ცხვარი
174,Schwein::N,خنزير,ღორი
175,Hund::N,كلب,ძაღლი
176,Katze::N,قطة,კატა
177,Bär::N,دب,დათვი
178,Eichhörnchen::N,سنجاب,ციყვი
179,Elch::N,موظ,ცხენ-ირემი
180,Fuchs::N,ثعلب,მელა
181,Hase::N,أرنب,კურდღელი
182,Maus::N,فأرة,თაგვი
183,Wolf::N,ذئب,მგელი
184,Vogel::N,طير,ჩიტი
185,Vogel::N,طير,ფრინველი
186,Schwarm::N,سرب,გუნდი
187,Huhn::N,دجاجة,დედალი
188,Hahn::N,ديك,მამალი
189,Gans::N,وزة,ბატი
190,Adler::N,نسر,არწივი
191,Ente::N,بطة,იხვი
192,Eule::N,بوم,ბუ
193,Kranich::N,كركي,წერო
194,Krähe::N,غراب,ყვავი
195,Kuckuck::N,وقواق,გუგული
196,Schwan::N,إوز عراقي,გედი
197,Fisch::N,سمك,თევზი
198,Barsch::N,فرخ أوربي,ქორჭილა
199,Hecht::N,سمك الكراكي,ქარიყლაპია
200,Schlange[Tier]::N,حية,გველი
201,Schlange[Tier]::N,ثعبان,გველი
202,Wurm::N,دودة,ჭია
203,Spinne::N,عنكبوت,ობობა
204,Ameise::N,نملة,ჭიანჭველა
205,Laus::N,قملة,ტილი
206,Laus::N,قملة,მკბენარი
207,Mücke::N,ناموسة,კოღო
208,Fliege::N,ذبابة,ბუზი
209,Schmetterling::N,فراشة,პეპელა
210,Beere::N,حبة,კენკრა
211,Apfel::N,تفاح,ვაშლი
212,Pilz::N,فطر,სოკო
213,Zwiebel::N,بصل,ხახვი
214,Saat::N,زرع,თესლი
215,Korn::N,حبة,მარცვალი
216,Heu::N,دريس,თივა
217,Schale::N,قشرة,ჩენჩო
218,Grube::N,نقرة,ორმო
219,Falle::N,فخ,ხაფანგი
220,Falle::N,مصيدة,ხაფანგი
221,Schlinge::N,عروة,მახე
222,Spur::N,أثر,კვალი
223,Asche::N,رماد,ფერფლი
224,Dreck::N,قذر,ტალახი
225,Dreck::N,قذر,სიბინძურე
226,Eisen::N,حديد,რკინა
227,Gold::N,ذهب,ოქრო
228,Silber::N,فضة,ვერცხლი
229,Kohle::N,فحم,ნახშირი
230,Glas::N,زجاج,მინა
231,Lehm::N,طين,თიხა
232,Sand::N,رمل,ქვიშა
233,Mensch::N,إنسان,ადამიანი
234,Mann::N,رجل,კაცი
235,Frau::N,امرأة,ქალი
236,Kind::N,طفل,ბავშვი
237,Junge::N,ولد,ვაჟი
238,Mädchen::N,بنت,გოგო
239,Familie::N,عائلة,ოჯახი
240,Großvater::N,جد,პაპა
241,Großvater::N,جد,ბაბუა
242,Großmutter::N,جدة,ბებია
243,Großmutter::N,جدة,დიდედა
244,Eltern::N,أبوان,მშობლები
245,Eltern::N,والدان,მშობლები
246,Vater::N,أب,მამა
247,Mutter::N,أم,დედა
248,Sohn::N,إبن,ვაჟიშვილი
249,Tochter::N,بنت,ქალიშვილი
250,Tochter::N,إبنة,ქალიშვილი
251,Bruder::N,أخ,ძმა
252,Bruder::N,شقيق,ძმა
253,Schwester::N,أخت,და
254,Onkel::N,عم,ბიძა
255,Tante::N,عمة,დეიდა
256,Tante::N,عمة,მამიდა
257,Ehemann::N,زوج,ქმარი
258,Ehefrau::N,زوجة,ცოლი
259,Freude::N,فرح,სიხარული
260,Freude::N,سرور,სიხარული
261,Gelächter::N,قهقهة,სიცილი
262,Glück::N,سعادة,ბედნიერება
263,Kummer::N,غم,მწუხარება
264,Wunsch::N,منية,წადილი
265,Wunsch::N,منية,სურვილი
266,Lust::N,شهوة,წადილი
267,Geist::N,روح,სული
268,Gedanke::N,فكرة,ფიქრი
269,Gedächtnis::N,ذاكرة,მეხსიერება
270,Verstand::N,عقل,ჭკუა
271,Verstand::N,عقل,გონება
272,Sinn::N,معنى,მნიშვნელობა
273,Grund::N,سبب,მიზეზი
274,Wahrheit::N,حقيقة,სიმართლე
275,Wahrheit::N,حقيقة,ჭეშმარიტება
276,Gespräch::N,محادثة,ბაასი
277,Gespräch::N,محادثة,საუბარი
278,Märchen::N,خرافة,არაკი
279,Märchen::N,خرافة,ზღაპარი
280,Erzählung::N,قصة,თქმულება
281,Erzählung::N,حكاية,თქმულება
282,Nachricht::N,خبر,ცნობა
283,Nachricht::N,خبر,ამბავი
284,Neuigkeit::N,خبر جديد,სიახლე
285,Name::N,اسم,სახელი
286,Rätsel::N,لغز,გამოცანა
287,Rede::N,خطبة,სიტყვა
288,Sprache::N,لغة,ენა
289,Stimme::N,صوت,ხმა
290,Wort::N,كلمة,სიტყვა
291,Zeichen::N,رمز,ნიშანი
292,Zeichen::N,إشارة,ნიშანი
293,Ruf::N,نداء,ძახილი
294,Lärm::N,صخب,ხმაური
295,Lärm::N,ضجة,ხმაური
296,Laut::N,صوت,ხმა
297,Laut::N,صوت,ბგერა
298,Ton::N,نغمة,ტონი
299,Lied::N,أغنية,სიმღერა
300,Ruhe::N,هدوء,სიწყნარე
301,Leute::N,ناس,ადამიანები
302,Volk::N,شعب,ერი
303,Volk::N,شعب,ხალხი
304,Arbeit::N,عمل,მუშაობა
305,Gast::N,ضيف,სტუმარი
306,Geschenk::N,هدية,საჩუქარი
307,Spiel::N,لعب,თამაში
308,Gesellschaft::N,صحبة,საზოგადოება
309,Hilfe::N,عون,შველა
310,Hilfe::N,عون,დახმარება
311,Hilfe::N,مساعدة,შველა
312,Hilfe::N,مساعدة,დახმარება
313,Freund::N,صديق,მეგობარი
314,Kamerad::N,زميل,ამხანაგი
315,Angelegenheit::N,أمر,საქმე
316,Angelegenheit::N,شأن,საქმე
317,Anzahl::N,عدد,ოდენობა
318,Art::N,نوع,სახეობა
319,Stück::N,قطعة,ნატეხი
320,Teil::N,قسم,წილი
321,Hälfte::N,نصف,ნახევარი
322,Kreis::N,دائرة,წრე
323,Kreuz::N,صليب,ჯვარი
324,Linie::N,خط,ხაზი
325,Strich::N,شرطة,შტრიხი
326,Abstand::N,مسافة,მანძილი
327,Entfernung::N,بعد,სიშორე
328,Gegend::N,ناحية,არე
329,Gegend::N,ناحية,მხარე
330,Platz::N,فراغ,ფართობი
331,Ort::N,مكان,ადგილი
332,Seite::N,جانب,მხარე
333,Mitte::N,وسط,შუა
334,Gegenstand::N,موضوع,საგანი
335,Sache::N,شيء,ნივთი
336,Rand::N,حافة,კიდე
337,Kante::N,حافة,ნაწიბული
338,Ecke::N,ركن,კუთხე
339,Spitze::N,سن,წვეტი
340,Ende::N,طرف,ბოლო
341,Loch::N,ثقب,ხვრელი
342,Winkel::N,زاوية,კუთხე
343,Muster::N,عينة,მოხატულობა
344,Größe::N,حجم,ზომა
345,Größe::N,حجم,სიდიდე
346,Länge::N,طول,სიგრძე
347,Höhe::N,علو,სიმაღლე
348,Höhe::N,ارتفاع,სიმაღლე
349,Gewicht::N,وزن,წონა
350,Menge::N,كمية,რაოდენობა
351,Haufen::N,كوم,გროვა
352,Reihe::N,صف,რიგი
353,Reihe::N,صف,წყება
354,Boot::N,قارب,გემი
355,Boot::N,زورق,გემი
356,Ruder::N,مجذاف,ხოფი
357,Ruder::N,مجذاف,ნიჩაბი
358,Schlitten::N,مزلقة,მარხილი
359,Ski::N,زلاجة,თხილამური
360,Lagerfeuer::N,نار المخيم,კოცონი
361,Last::N,حمل,ტვირთი
362,Gang::N,مشية,სვლა
363,Schritt::N,خطوة,ბიჯი
364,Norden::N,شمال,ჩრდილოეთი
365,Süden::N,جنوب,სამხრეთი
366,Westen::N,غرب,დასავლეთი
367,Osten::N,شرق,აღმოსავლეთი
368,Holz::N,خشب,ხე
369,Brett::N,لوح,დაფა
370,Brett::N,لوح,ფიცარი
371,Platte::N,صفيحة,თლილი ქვა
372,Stütze::N,سند,საყრდენი
373,Stütze::N,دعامة,საყრდენი
374,Stange::N,عود,ჭოკი
375,Stock::N,عصا,კეტი
376,Stab::N,قضيب,ლატანი
377,Rohr::N,أنبوبة,მილაკი
378,Haus::N,دار,სახლი
379,Haus::N,بيت,სახლი
380,Heim::N,بيت,ოჯახის კერა
381,Heim::N,مسكن,ოჯახის კერა
382,Ofen::N,مدفأة,ღუმელი
383,Fußboden::N,أرضية,იატაკი
384,Tisch::N,مائدة,სუფრა
385,Tisch::N,مائدة,მაგიდა
386,Stuhl::N,كرسي,სკამი
387,Wiege::N,مهد,აკვანი
388,Bett::N,سرير,საწოლი
389,Bett::N,سرير,სარეცელი
390,Regal::N,رف,თაროები
391,Kiste::N,صندوق,ყუთი
392,Kiste::N,صندوق,სკივრი
393,Fenster::N,شباك,ფანჯარა
394,Fenster::N,شباك,სარკმელი
395,Fenster::N,نافذة,ფანჯარა
396,Fenster::N,نافذة,სარკმელი
397,Tür::N,باب,ბჭე
398,Tür::N,باب,კარი
399,Tor::N,بوابة,ჭიშკარი
400,Zaun::N,سياج,ღობე
401,Zaun::N,سياج,გალავანი
402,Dach::N,سطح,სახურავი
403,Leiter::N,سلم,კიბე
404,Besen::N,مكنسة,ცოცხი
405,Spaten::N,مسحاة,ნიჩაბი
406,Schaufel::N,مجرفة,ბარი
407,Gabel::N,شوكة,ჩანგალი
408,Löffel::N,ملعقة,კოვზი
409,Messer::N,سكين,დანა
410,Nagel::N,مسمار,ლურსმანი
411,Netz::N,شبكة,ბადე
412,Haken::N,خطاف,კავი
413,Haken::N,خطاف,კაუჭი
414,Haken::N,صنارة,კავი
415,Haken::N,صنارة,კაუჭი
416,Griff::N,قبضة,ტარი
417,Schloss::N,قفل,კლიტე
418,Schloss::N,قفل,საკეტი
419,Bild::N,صورة,სურათი
420,Figur::N,تمثال,ფიგურა
421,Puppe::N,دمية,თოჯინა
422,Beutel::N,كيس,პარკი
423,Bündel::N,ربطة,გალა
424,Bündel::N,ربطة,ასხმა
425,Tasche::N,شنطة,ჩანთა
426,Tasche::N,محفظة,ჩანთა
427,Eimer::N,سطل,ჩამჩა
428,Eimer::N,جردل,ჩამჩა
429,Deckel::N,سداد,ხუფი
430,Deckel::N,سداد,სარქველი
431,Geschirr::N,أوان,ჭურჭელი
432,Sack::N,زكيبة,ტომარა
433,Tasse::N,فنجان,ფინჯანი
434,Topf::N,قدر,ქოთანი
435,Topf::N,طنجرة,ქოთანი
436,Kessel::N,قدر,ქვაბი
437,Kessel::N,غلاية,ქვაბი
438,Essen::N,طعام,ჭამა
439,Nahrung::N,غذاء,საზრდო
440,Nahrung::N,غذاء,საკვები
441,Speise::N,أكل,საჭმელი
442,Fleisch::N,لحم,ხორცი
443,Getreide::N,حبوب,მარცვლოვანი
444,Brei::N,عصيدة,ფაფა
445,Brot::N,خبز,პური
446,Scheibe::N,شريحة,ნაჭერი
447,Fett::N,سمن,ქონი
448,Fett::N,سمن,ცხიმი
449,Butter::N,زبدة,კარაქი
450,Öl::N,زيت,ზეთი
451,Salz::N,ملح,მარილი
452,Suppe::N,حساء,სუფი
453,Suppe::N,شربة,სუფი
454,Honig::N,عسل,თაფლი
455,Milch::N,حليب,რძე
456,Tee::N,شاي,ჩაი
457,Leder::N,جلد,ტყავი
458,Wolle::N,صوف,მატყლი
459,Stoff::N,قماش,ქსოვილი
460,Nadel::N,إبرة,ნემსი
461,Faden::N,خيط,ძაფი
462,Faden::N,خيط,მკედი
463,Knopf::N,زر,ღილი
464,Knoten::N,عقدة,ნასკვი
465,Farbe::N,صبغة,საღებავი
466,Kleidung::N,ملابس,ტანსაცმელი
467,Hemd::N,قميص,ხალათი
468,Hemd::N,قميص,პერანგი
469,Kragen::N,ياقة,საყელო
470,Ärmel::N,كم,სახელო
471,Hose::N,سروال,შარვალი
472,Hose::N,بنطلون,შარვალი
473,Gürtel::N,حزام,ქამარი
474,Mütze::N,طاقية,ქუდი
475,Schuh::N,حذاء,ფეხსაცმელი
476,Stiefel::N,جزمة,ჩექმა
477,Stiefel::N,حذاء طويل,ჩექმა
478,Ring::N,حلقة,ბეჭედი
479,Band::N,شريط,ბაფთი
480,Kamm::N,مشط,სავარცხელი
481,Spiegel::N,مرآة,სარკე
482,Riemen::N,سير,ღვედი
483,Schnur::N,حبل,ლარი
484,Schnur::N,دوبارة,ლარი
485,Leine::N,قيد,ჯაჭვი
486,Decke::N,بطانية,საბანი
487,Kissen::N,وسادة,ბალიში
488,Tuch::N,منديل,მაუდი
489,Tuch::N,منديل,თავშალი
490,Handtuch::N,فوطة,ხელსახოცი
491,Handtuch::N,منشفة,ხელსახოცი
492,Kraft::N,قدرة,ძალა
493,Stärke::N,قوة,ღონე
494,Gesundheit::N,صحة,ჯანმრთელობა
495,Krankheit::N,مرض,სენი
496,Krankheit::N,مرض,ავადმყოფობა
497,Schmerz::N,ألم,ტკივილი
498,Schmerz::N,وجع,ტკივილი
499,Wunde::N,جرح,იარი
500,Wunde::N,جرح,ჭრილობა
501,Fieber::N,حمى,ციება
502,Arznei::N,دواء,წამალი
503,Brücke::N,جسر,ხიდი
504,Brunnen::N,بئر,ჭა
505,Weide::N,مرعى,საძოვარი
506,Pfad::N,درب,ბილიკი
507,Weg::N,سكة,გზა
508,Straße::N,طريق,შარაგზა
509,Dorf::N,قرية,დაბა
510,Dorf::N,قرية,სოფელი
511,Stadt::N,مدينة,ქალაქი
512,Brief::N,خطاب,წერილი
513,Brief::N,مكتوب,წერილი
514,Buch::N,كتاب,წიგნი
515,Buchstabe::N,حرف,ასო
516,Zeitung::N,جريدة,გაზეთი
517,Leben::N,عيش,სიცოცხლე
518,Leben::N,حياة,სიცოცხლე
519,Tod::N,موت,სიკვდილი
520,Tod::N,وفاة,სიკვდილი
521,Grab::N,قبر,სამარე
522,Grab::N,قبر,საფლავი
523,Kirche::N,كنيسة,ეკლესია
524,Sünde::N,خطيئة,ცოდვა
525,Gott::N,إله,ღმერთი
526,Arbeiter::N,عامل,მუშა
527,Chef::N,رئيس,გამგე
528,Meister::N,أسطى,ოსტატი
529,Arzt::N,طبيب,ექიმი
530,Arzt::N,طبيب,მკურნალი
531,Lehrer::N,مدرس,მასწავლებელი
532,Geld::N,نقود,ფული
533,Geschäft::N,صفقة,საქმე
534,Geschäft::N,صفقة,ბიზნესი
535,Laden::N,دكان,დუქანი
536,Laden::N,دكان,მაღაზია
537,Preis::N,سعر,ფასი
538,Ware::N,بضاعة,საქონელი
539,Nutzen::N,فائدة,ხეირი
540,Reichtum::N,غنى,სიმდიდრე
541,Reichtum::N,ثروة,სიმდიდრე
542,Welt::N,عالم,მსოფლიო
543,Welt::N,دنيا,მსოფლიო
544,Land::N,بلد,მხარე
545,Land::N,بلد,ქვეყანა
546,Staat::N,دولة,სახელმწიფო
547,König::N,ملك,მეფე
548,Macht::N,سلطة,ძლიერება
549,Grenze::N,حدود,ზღვარი
550,Krieg::N,حرب,ომი
551,Feind::N,عدو,მტერი
552,Gewalt::N,عنف,სისასტიკე
553,Kampf::N,قتال,ბრძოლა
554,Bogen[Waffe]::N,قوس,მშვილდი
555,Pfeil::N,سهم,ისარი
556,Pfeil::N,سهم,მახვილი
557,Gewehr::N,بندقية,თოფი
558,Gewehr::N,بندقية,შაშხანა
559,Fehler::N,خطأ,შეცდომა
560,Lüge::N,كذب,სიცრუე
561,Schaden::N,تلف,ვნება
562,Unglück::N,نحس,ხიფათი
563,Unglück::N,نحس,უბედურება
564,Schuld::N,ذنب,ბრალი
565,Alter::N,سن,ასაკი
566,Alter::N,عمر,ასაკი
567,Schluss::N,ختام,ბოლო
568,Schluss::N,ختام,დასასრული
569,Schluss::N,نهاية,ბოლო
570,Schluss::N,نهاية,დასასრული
571,Zeit::N,وقت,დრო
572,Tag::N,يوم,დღე
573,Morgen::N,صباح,დილა
574,Mittag::N,ظهر,შუადღე
575,Abend::N,مساء,საღამო
576,Nacht::N,ليلة,ღამე
577,Woche::N,أسبوع,კვირა
578,Monat::N,شهر,თვე
579,Jahr::N,عام,წელი
580,Jahr::N,سنة,წელი
581,Frühling::N,ربيع,გაზაფხული
582,Sommer::N,صيف,ზაფხული
583,Herbst::N,خريف,შემოდგომა
584,Winter::N,شتاء,ზამთარი
585,Januar::N,يناير,იანვარი
586,Januar::N,كانون الثاني,იანვარი
587,Februar::N,شباط,თებერვალი
588,Februar::N,فبراير,თებერვალი
589,März::N,آذار,მარტი
590,März::N,مارس,მარტი
591,April::N,نيسان,აპრილი
592,Mai::N,مايو,მაისი
593,Juni::N,يونيو,ივნისი
594,Juni::N,حزيران,ივნისი
595,Juli::N,تموز,ივლისი
596,Juli::N,يوليو,ივლისი
597,August::N,آب,აგვისტო
598,August::N,أغسطس,აგვისტო
599,September::N,أيلول,სექტემბერი
600,September::N,سبتمبر,სექტემბერი
601,Oktober::N,أكتوبر,ოქტომბერი
602,Oktober::N,تشرين الأول,ოქტომბერი
603,November::N,نوفمبر,ნოემბერი
604,November::N,تشرين الثاني,ნოემბერი
605,Dezember::N,ديسمبر,დეკემბერი
606,Dezember::N,كانون الأول,დეკემბერი
607,Montag::N,يوم الاثنين,ორშაბათი
608,Dienstag::N,يوم الثلاثاء,სამშაბათი
609,Mittwoch::N,يوم الأربعاء,ოთხშაბათი
610,Donnerstag::N,يوم الخميس,ხუთშაბათი
611,Freitag::N,يوم الجمعة,პარასკევი
612,Samstag::N,يوم السبت,შაბათი
613,Sonntag::N,يوم الأحد,კვირა
614,groß::A,كبير,დიდი
615,klein::A,صغير,მცირე
616,klein::A,صغير,პატარა
617,lang::A,طويل,გრძელი
618,kurz::A,قصير,მოკლე
619,breit::A,واسع,ფართო
620,breit::A,واسع,განიერი
621,schmal::A,ضيق,ვიწრო
622,schmal::A,ضيق,წვრილი
623,dicht::A,كث,მჭიდრო
624,dicht::A,كثيف,მჭიდრო
625,dick[Gegenstand]::A,غليظ,სქელი
626,dünn::A,رفيع,წვრილი
627,fein::A,رقيق,თხელი
628,fest::A,متين,მყარი
629,flach::A,سهل,ბრტყელი
630,flach::A,منبسط,ბრტყელი
631,glatt::A,ناعم,გლუ
632,hart::A,صلب,მაგარი
633,hart::A,جامد,მაგარი
634,weich::A,لين,რბილი
635,rund::A,مستدير,მრგვალი
636,spitz::A,مدبب,წვეტიანი
637,scharf::A,حاد,მჭრელი
638,stumpf::A,ثالم,ბლაგვი
639,schwer::A,ثقيل,მძიმე
640,schön::A,جميل,ლამაზი
641,heiß::A,حار,ცხელი
642,heiß::A,ساخن,ცხელი
643,warm::A,دافئ,თბილი
644,kalt::A,بارد,ცივი
645,kühl::A,قر,გრილი
646,frisch::A,طازج,სუფთა
647,feucht::A,رطب,ნოტიო
648,nass::A,مبلول,სველი
649,trocken::A,جاف,მშრალი
650,voll::A,ملء,სავსე
651,leer::A,خال,ცარიელი
652,leer::A,فارغ,ცარიელი
653,offen::A,مفتوح,ღია
654,offen::A,مفتوح,გაშლილი
655,geschlossen::A,مغلق,დახურული
656,sauber::A,نظيف,სუფთა
657,sauber::A,نظيف,წმინდა
658,schmutzig::A,قذر,ტალახიანი
659,roh::A,نيء,უმი
660,reif::A,ناضج,მწიფე
661,lecker::A,لذيذ,გემრიელი
662,süß::A,حلو,ტკბილი
663,bitter::A,مر,მწარე
664,sauer::A,حامض,მჟავე
665,hell::A,نير,ნათელი
666,dunkel::A,مظلم,ბნელი
667,schwarz::A,أسود,შავი
668,weiß::A,أبيض,თეთრი
669,rot::A,أحمر,წითელი
670,gelb::A,أصفر,ყვითელი
671,blau::A,أزرق,ლურჯი
672,blau::A,أزرق,ცისფერი
673,grün::A,أخضر,მწვანე
674,grau::A,رمادي,რუხი
675,grau::A,رمادي,ნაცრისფერი
676,bunt::A,ملوب,ჭრელი
677,bunt::A,ملوب,ფერადი
678,billig::A,رخيص,იაფი
679,teuer::A,غال,ძვირი
680,wertvoll::A,ثمين,ღირსიანი
681,blind::A,أعمى,ბრმა
682,taub::A,أصم,ყრუ
683,taub::A,أطرش,ყრუ
684,kräftig::A,قوي,ძალავანი
685,stark::A,قوي,ძლიერი
686,stark::A,قوي,ღონიერი
687,schwach::A,ضعيف,სუსტი
688,fett::A,سمين,სქელი
689,schlank::A,أهيف,გამხდარი
690,hübsch::A,جميل,ეშხიანი
691,hübsch::A,جميل,მშვენიერი
692,böse::A,رديء,ავი
693,böse::A,رديء,ბოროტი
694,dumm::A,أبله,ბოთე
695,dumm::A,أبله,სულელი
696,dumm::A,أحمق,ბოთე
697,dumm::A,أحمق,სულელი
698,faul::A,كسلان,ზანტი
699,faul::A,كسلان,ზარმაცი
700,fleißig::A,مجتهد,ბეჯითი
701,fleißig::A,مجتهد,მუყაითი
702,geizig::A,بخيل,ძუნწი
703,klug::A,ذكي,ჭკვიანი
704,klug::A,عاقل,ჭკვიანი
705,geschickt::A,ماهر,მარჯვე
706,geschickt::A,ماهر,გაწაფული
707,lieb::A,عزيز,სატრფიალო
708,lustig::A,مرح,მხიარული
709,sanft::A,حليم,ალერსიანი
710,sanft::A,حليم,გრძნობიერი
711,hungrig::A,جائع,მშიერი
712,krank::A,مريض,სნეული
713,krank::A,مريض,ავადმყოფი
714,nackt::A,عار,ტიტველი
715,traurig::A,حزين,მწუხარე
716,traurig::A,حزين,სევდიანი
717,lebendig::A,حي,ცოცხალი
718,gut::A,جيد,კარგი
