,Concept_ID,ta,ba
238,Wahrheit::N,உண்நை,дөрөҫлөк
239,Gespräch::N,பெசு,әңгәмә
240,Märchen::N,நம்பத்தகாத கதை,әкиәт
241,Erzählung::N,கதை,хикәйә
242,Nachricht::N,செய்தி,хәбәр
243,Neuigkeit::N,செய்தி,яңылыҡ
244,Name::N,பெயர்,исем
245,Rätsel::N,புதிர்,йомаҡ
246,Rede::N,பேச்சு,телмәр
247,Sprache::N,மொழி,тел
248,Sprache::N,மொழி,телмәр
249,Stimme::N,குரல்,тауыш
250,Wort::N,வார்த்தை,һүҙ
251,Zeichen::N,குறி,билдә
252,Ruf::N,அழைப்பு,саҡырыу
253,Lärm::N,சத்தம்,шаулау
254,Laut::N,ஒலி,тауыш
255,Ton::N,குரல்,яңғырау
256,Lied::N,பாட்டு,йыр
257,Ruhe::N,அமைதி,ял
258,Ruhe::N,அமைதி,тыныслыҡ
259,Leute::N,மக்கள்,кешеләр
260,Volk::N,மக்கள்,халҡ
261,Arbeit::N,வேலை,эш
262,Gast::N,விருந்தாளி,ҡунаҡ
263,Geschenk::N,பரிசுப் பொருள்,бүләк
264,Spiel::N,விளையாட்டு,уйын
265,Gesellschaft::N,சமுதாயம்,йәмғиәт
266,Hilfe::N,உதவி,ярҙам
267,Freund::N,நண்பன்,дуҫ
268,Kamerad::N,உடனிருப்பவன்,иптәш
269,Angelegenheit::N,செய்தி,әш
270,Anzahl::N,எண்ணிக்கை,һан
271,Art::N,வகை,төр
272,Stück::N,துண்டம்,киҫәк
273,Teil::N,பகுதி,өлөш
274,Hälfte::N,பாதி,ярты
275,Kreis::N,வட்டம்,түңәрәк
276,Kreuz::N,சிலுவை,тәре
277,Linie::N,கோடு,һыҙыҡ
278,Strich::N,வாத நோய்,һыҙат
279,Abstand::N,இடைவெளி,ара
280,Entfernung::N,தூரம்,алыҫлыҡ
281,Gegend::N,வட்டாரம்,урын
282,Platz::N,வெற்றிடம்,арауыҡ
283,Ort::N,இடம்,ерҙәр
284,Ort::N,இடம்,урындар
285,Ort::N,இடம்,эш урыны
286,Seite::N,பக்கம்,яҡ
287,Mitte::N,இடைப்பகுதி,урталыҡ
288,Gegenstand::N,உருப்படி,нәмә
289,Sache::N,பொருள்,нәмә
290,Sache::N,பொருள்,әйбер
291,Rand::N,தொங்கு,сит
292,Kante::N,விளிம்பு,ҡабырға
293,Kante::N,விளிம்பு,ян
294,Ecke::N,மூலை,мөйөш
295,Spitze::N,முனை,ос
296,Ende::N,முடிவு,аҙаҡ
297,Loch::N,துளை,тишек
298,Winkel::N,கோணம்,мөйөш
299,Muster::N,பாங்கு,биҙәк
300,Größe::N,அளவு,ҙурлыҡ
301,Länge::N,நீளம்,оҙонлоҡ
302,Höhe::N,உயரம்,бейеклек
303,Gewicht::N,எடை,үлсәү
304,Menge::N,தொகை,һан
305,Haufen::N,குவியல்,өйөм
306,Reihe::N,வரிசை,рәт
307,Boot::N,படகு,кәмә
308,Ruder::N,துடுப்பு,ишкәк
309,Schlitten::N,சகடையிலா வண்டி,сана
310,Ski::N,பனிச் சறுக்கல்,саңгы
311,Lagerfeuer::N,மூட்டம்,костер
312,Last::N,பாரம்,ауырлыҡ
313,Gang::N,நடை,барыу
314,Schritt::N,காலடி,аҙым
315,Norden::N,வடக்கு,төньяҡ
316,Süden::N,தெற்கு,көньяҡ
317,Westen::N,மேற்கு திசை,көнбайыш
318,Osten::N,கிழக்கு,көнсығыш
319,Holz::N,மரக்கட்டை,үағас
320,Brett::N,பலகை,таҡта
321,Platte::N,பலகம்,плита
322,Stütze::N,அடைப்புகன்,терәк
323,Stange::N,கம்பம்,кәртә
324,Stock::N,குச்சி,таяҡ
325,Stab::N,கம்பு,ҡолға
326,Rohr::N,குழாய்,торба
327,Haus::N,வீடு,өй
328,Haus::N,வீடு,йорт
329,Heim::N,வீடு,өй
330,Ofen::N,அடுப்பு,мейес
331,Fußboden::N,தரை,енес
332,Tisch::N,மேசை,өҫтәл
333,Stuhl::N,நாற்காலி,ултырғыс
334,Wiege::N,தொட்டில்,бишек
335,Bett::N,படுக்கை,карауат
336,Regal::N,அலமாரி,кәштә
337,Kiste::N,பெட்டி,йәшинк
338,Fenster::N,சாளரம்,тәҙрә
339,Tür::N,கதவு,ишек
340,Tor::N,வாசற்கதவு,ҡапҡа
341,Zaun::N,வேலி,ҡойма
342,Dach::N,கூரை,түбә
343,Dach::N,கூரை,ҡыйыҡ
344,Leiter::N,ஏணி,баҫҡыс
345,Besen::N,விளக்குமாறு,һепертке
346,Spaten::N,மண்வெட்டி,көрәк
347,Schaufel::N,அடிதண்டா,көрәк
348,Gabel::N,முட்கரண்டி,сәнске
349,Löffel::N,கரண்டி,ҡалаҡ
350,Messer::N,கத்தி,бысаҡ
351,Nagel::N,ஆணி,сөй
352,Netz::N,வலை,ау
353,Haken::N,கொக்கி,ыргаҡ
354,Griff::N,கைப்பிடி,тотҡа
355,Schloss::N,பூட்டு,йоҙаҡ
356,Bild::N,படம்,картина
357,Figur::N,எண்ணிக்கை,һын
358,Puppe::N,பொம்மை,ҡурсаҡ
359,Beutel::N,பை,тоҡ
360,Bündel::N,பொதி,төргәк
361,Tasche::N,பை,сумка
362,Eimer::N,வாளி,биҙрә
363,Deckel::N,உறை,ҡапҡас
364,Geschirr::N,பாத்திரம்,һауыт-һаба
365,Sack::N,பை,тоҡ
366,Tasse::N,கிண்ணம்,сынаяҡ
367,Topf::N,பானை,кәстрүл
368,Kessel::N,கெண்டி,ҡаҙан
369,Essen::N,உணவருந்துதல்,ашау
370,Nahrung::N,உணவு,аҙыҡ
371,Speise::N,உணவு வகை,аш
372,Fleisch::N,இறைச்சி,ит
373,Getreide::N,மக்காச்சோளம்,иген
374,Getreide::N,மக்காச்சோளம்,ашлыҡ
375,Brei::N,கஞ்சி,бутҡа
376,Brot::N,ரொட்டி,икмәк
377,Scheibe::N,துண்டு,телем
378,Fett::N,கொழுப்பு,май
379,Butter::N,வெண்ணெய்,май
380,Öl::N,எண்ணெய்,май буяуы
381,Salz::N,உப்பு,тоҙ
382,Suppe::N,ரசம்,һурпа
383,Honig::N,தேன்,бал
384,Milch::N,பால்,һөт
385,Tee::N,தெனீர்,сәй
386,Leder::N,பதம் செய்யப்பட்ட தோல்,күн
387,Wolle::N,கம்பளி,йөн
388,Stoff::N,துணி,туҡыма
389,Nadel::N,ஊசி,энә
390,Faden::N,நூல்,еп
391,Knopf::N,பொத்தான்,төймә
392,Knoten::N,முடிச்சு,төйөн
393,Farbe::N,வண்ணக் குழம்பு,буяу
394,Kleidung::N,ஆடைகள்,кейем
395,Hemd::N,சட்டை,күлдәк
396,Kragen::N,கழுத்துப் பட்டை,яға
397,Ärmel::N,சட்டைக்கை,ең
398,Hose::N,கால்சட்டை,салбар
399,Gürtel::N,பெல்ட்,ҡайыш
400,Mütze::N,தொப்பி,бүрк
401,Schuh::N,காலணி,туфли
402,Stiefel::N,காலணி,итек
403,Ring::N,மோதிரம்,йөҙөк
404,Ring::N,மோதிரம்,балдаҡ
405,Band::N,நாடா,таҫма
406,Kamm::N,கீப்பு,тараҡ
407,Spiegel::N,ஆடி,көзгө
408,Spiegel::N,கண்ணாடி,көзгө
409,Riemen::N,வார்,ҡайыш
410,Schnur::N,கயிறு,бау
411,Leine::N,தோல்வார்,бау
412,Decke::N,போர்வை,одеяд
413,Kissen::N,தலையணை,мендәр
414,Tuch::N,துணி,яулыҡ
415,Handtuch::N,தண்டு,таҫтамал
416,Kraft::N,நிர்பந்தம்,көс
417,Stärke::N,பலம்,көс
418,Gesundheit::N,ஆரோக்கியம்,һаулыҡ
419,Krankheit::N,நோய்,сир
420,Krankheit::N,நோய்,ауырыу
421,Schmerz::N,வலி,һыҙлау
422,Schmerz::N,வலி,әрнеү
423,Wunde::N,காயம்,йәрәхәт
424,Fieber::N,காய்ச்சல்,тапма
425,Fieber::N,காய்ச்சல்,биҙгәк
426,Arznei::N,மருந்து,дарыу
427,Brücke::N,பாலம்,күпер
428,Brunnen::N,கேணி,ҡоҙоҡ
429,Weide::N,மேய்ச்சல் நிலம்,көтөүлек
430,Pfad::N,நடை வழி,һуҡмаҡ
431,Weg::N,வழி,юл
432,Straße::N,சாலை,урам
433,Dorf::N,கிராமம்,ауыл
434,Stadt::N,நகரம்,ҡала
435,Brief::N,கடிதம்,хат
436,Buch::N,புத்தகம்,китап
437,Buch::N,புத்தகம்,кенәгә
438,Buchstabe::N,எழத்து,хәреф
439,Zeitung::N,செய்தித்தாள்,гәзит
440,Leben::N,வாழ்க்கை,йәшәү
441,Tod::N,மரணம்,үлем
442,Grab::N,சமாதி,ҡәбер
443,Kirche::N,தேவாலயம்,сиркәү
444,Sünde::N,பாவம்,гөнаһ
445,Gott::N,கடவுள்,алла
446,Gott::N,கடவுள்,хоҙай
447,Arbeiter::N,தொழிலாளி,эшсе
448,Chef::N,மேலாளர்,башлыҡ
449,Meister::N,தலைவன்,оҫта
450,Arzt::N,மருத்துவர்,врач
451,Lehrer::N,ஆசிரியர்,уҡытыусы
452,Geld::N,பணம்,аҡса
453,Geschäft::N,வாணிபம்,эш
454,Laden::N,கடை,магазин
455,Preis::N,விலை,хаҡ
456,Ware::N,சாமன்கள்,тауар
457,Nutzen::N,இலாபம்,файҙа
458,Reichtum::N,சொத்து,байлыҡ
459,Welt::N,உலகம்,донъя
460,Land::N,நாடு,ил
461,Staat::N,நாடு,дәүләт
462,König::N,அரசன்,король
463,Macht::N,அதிகாரம்,власть
464,Grenze::N,எல்லை,сик
465,Krieg::N,போர்,һуғыш
466,Feind::N,எதிரி,йылан
467,Gewalt::N,வன்முறை,көслөк
468,Kampf::N,போராட்டம்,көрәш
469,Bogen[Waffe]::N,வில்,йәйә
470,Pfeil::N,அம்பு,уҡ
471,Gewehr::N,துப்பாக்கி,мылтыҡ
472,Fehler::N,தவறு,хата
473,Lüge::N,பொய்,ялған
474,Schaden::N,சேதாரம்,зыян
475,Schaden::N,சேதாரம்,зарар
476,Unglück::N,இடையூறு,ҡаза
477,Schuld::N,குற்றம்,ғәйеп
478,Alter::N,வயது,йәш
479,Schluss::N,முடிவு,һуң
480,Schluss::N,முடிவு,аҙаҡ
481,Zeit::N,காலம்,мәл
482,Zeit::N,காலம்,заман
483,Tag::N,நாள்,көн
484,Morgen::N,காலை நேரம்,иртә
485,Morgen::N,காலை நேரம்,иртәнсәк
486,Mittag::N,மதியம்,төш
487,Abend::N,மாலைப் பொழுது,кис
488,Nacht::N,இரவு,төн
489,Woche::N,வாரம்,аҙна
490,Monat::N,மாதம்,ай
491,Jahr::N,வருடம்,йыл
492,Frühling::N,வசந்தம்,яҙ
493,Sommer::N,கோடை,йәй
494,Herbst::N,இலையுதிர் காலம்,көз
495,Winter::N,குளிர்காலம்,ҡыш
496,Januar::N,ஜனவரி,ғинуар
497,Februar::N,பிபரவரி மாதம்,февраль
498,März::N,மார்ச் மாதம்,март
499,April::N,ஏப்ரல் மாதம்,апрель
500,Mai::N,மே மாதம்,май
501,Juni::N,ஜூன் மாதம்,июнь
502,Juli::N,ஜூலை மாதம்,июль
503,August::N,ஆகஸ்ட் மாதம்,август
504,September::N,செப்டம்பர் மாதம்,сентябрь
505,Oktober::N,அக்டோபர் மாதம்,октябрь
506,November::N,நவம்பர் மாதம்,ноябрь
507,Dezember::N,டிசம்பர்,декабрь
508,Montag::N,திங்கட் கிழமை,дүшәмбе
509,Dienstag::N,செவ்வாய்க்கிழமை,шишәмбе
510,Mittwoch::N,புதன் கிழமை,шаршамбы
511,Donnerstag::N,வியாழக் கிழமை,кесаҙна
512,Freitag::N,வெள்ளிக்கிழமை,йома
513,Samstag::N,சனிக்கிழமை,шәмбе
514,Sonntag::N,ஞாயிறுக் கிழமை,йәкшәмбе
515,groß::A,பெரிய,ҙур
516,klein::A,சிறிய,бәләкәс
517,lang::A,நீண்ட,оҙон
518,kurz::A,குட்டையான,ҡыҫҡа
519,breit::A,அகலமான,киң
520,schmal::A,குறுகலான,тар
521,dicht::A,அடர்த்தியான,йыш
522,dicht::A,அடர்த்தியான,ҡуйы
523,dick[Gegenstand]::A,தடித்த,ҡалын
524,dünn::A,சன்னமான,йоҡа
525,dünn::A,சன்னமான,нәҙек
526,fein::A,மெல்லிய,нескә
527,fest::A,உறுதியாள,ныҡ
528,flach::A,தட்டையான,яҫы
529,flach::A,தட்டையான,ялпаҡ
530,glatt::A,வழுவழுப்பான,шыма
531,hart::A,கடினமான,ҡаты
532,weich::A,மென்மையான,йомшаҡ
533,rund::A,உருண்டையான,түңәрәк
534,spitz::A,திகந்தமாக,осло түбәле
535,scharf::A,கூரான,үткер
536,stumpf::A,உளம் திறந்த,утмәҫ
537,schwer::A,கனமான,ауыр
538,schön::A,அழகான,матур
539,heiß::A,சூடான,эҫе
540,warm::A,இதமான,йылы
541,kalt::A,குளிர்ச்சியான,һыуыҡ
542,kühl::A,குளிர்ச்சியான,һалҡынса
543,frisch::A,சுத்தமான,һалҡынса
544,feucht::A,ஈரமான,еүеш
545,feucht::A,ஈரமான,дымлы
546,nass::A,ஈரமான,еүеш
547,trocken::A,உலர்ந்த,кипкән
548,voll::A,நிரம்பிய,тулы
549,leer::A,காலியான,буш
550,offen::A,திறந்த,асыҡ
551,geschlossen::A,மூடப்பட்ட,ябыҡ
552,sauber::A,சுத்தமான,таҙа
553,schmutzig::A,அழக்கான,бысраҡ
554,roh::A,கச்சா,сей
555,reif::A,பழுத்த,өлгөрғән
556,lecker::A,சுவைமிக்க,тәмле
557,süß::A,இனிப்பான,тямле
558,süß::A,இனிப்பான,тәм-том
559,bitter::A,கசப்பான,әсе
560,sauer::A,புளிப்பாக,әсе
561,hell::A,பளபளப்பான,яҡты
562,dunkel::A,கருமையான,ҡараңғы
563,schwarz::A,கருப்பு வண்ண,ҡара
564,weiß::A,வெண்மையன,аҡ
565,rot::A,சிவப்பு,матур
566,rot::A,சிவப்பு,һылыу
567,rot::A,சிவப்பு,сибәр
568,gelb::A,மஞ்சள் வண்ணம்,һары
569,blau::A,நீல வண்ண,күк
570,grün::A,பச்சை வண்ண,йәшел
571,grau::A,சாம்பல் நிற,буҙ
572,bunt::A,வண்ண மயமான,сыбар
573,bunt::A,வண்ண மயமான,ала-ҡола
574,billig::A,மலிவான,арзан
575,teuer::A,விலை அதிகமான,ҡыйбатлы
576,wertvoll::A,மதிப்புள்ள,ҡиммәтле
577,blind::A,பார்வையற்ற,һуҡыр
578,taub::A,செவிடான,һаңғырау
579,kräftig::A,வலிமையான,көслө
580,kräftig::A,வலிமையான,ҡеүәтле
581,stark::A,பலமான,көслө
582,stark::A,பலமான,ҡеүәтле
583,schwach::A,பலவீனமான,көсһөҙ
584,fett::A,பருமனாக,һимеҙ
585,schlank::A,ஒல்லியான,зифа
586,hübsch::A,அழகிய,матур
587,böse::A,கேடு விளைவிக்கும்,асыулы
588,dumm::A,முட்டாள்தனமான,иҫәр
589,faul::A,சோம்பலான,иренсәк
590,fleißig::A,ஊக்கந்தளராத,тырыш
591,geizig::A,கஞேசத்தனமான,һаран
592,klug::A,சாதுரியமான,аҡыллы
593,geschickt::A,திறமையள்ள,оҫта
594,lieb::A,அன்புக்குரிய,яғымлы
595,lustig::A,களிப்புமிக்க,күңелле
596,sanft::A,சாதுவான,йыуаш
597,hungrig::A,பசியுடன்,ас
598,krank::A,நோயுற்று,сирле
599,krank::A,நோயுற்று,ауырыу
600,nackt::A,ஆடையற்ற,яланғас
601,traurig::A,சோகமான,яманһыу
602,lebendig::A,பிழைப்பு,тере
603,lebendig::A,பிழைப்பு,йәнле
604,gut::A,நல்ல,яҡшы
605,schlecht::A,கெட்ட,хөрт
606,schlecht::A,கெட்ட,алама
607,richtig::A,சரியான,дөрөҫ
608,schlimm::A,அருவருப்பான,хөрт
609,schlimm::A,அருவருப்பான,алама
610,wahr::A,உண்மையான,дөрөҫ
611,alt::A,பழைய,иҫке
612,alt::A,பழைய,боронғо
613,neu::A,புதிய,яңы
614,ehemalig::A,முன்நாள்,элекке
615,alt[Lebewesen]::A,வயதான,ҡарт
616,jung::A,இளமையான,йәш
617,arm::A,ஏழ்மையான,фәҡир
618,reich::A,செல்வம் படைத்த,бай
619,bekannt::A,பழக்கப்பட்ட,таныш
620,berühmt::A,புகழ்பெற்ற,атаҡлы
621,berühmt::A,புகழ்பெற்ற,данлыҡлы
622,fremd::A,அயல் நாட்டு,ят
623,fremd::A,அயல் நாட்டு,сит
624,verschieden::A,வித்தியாசமான,төрлө
625,nah::A,பக்கத்தில் உள்ள,яҡын
626,fern::A,தொலை தூரத்தில்,алыҫ
627,fern::A,தொலை தூரத்தில்,йыраҡ
628,linker::A,மீந்திருக்கும்,һул
629,rechter::A,வலதுபக்கம்,уң
630,anderer::A,மற்ற,бутән
631,erster::A,முதனமையான,тәүге
632,zweiter::A,இரண்டாவது,икенсе
633,dritter::A,மூன்றாவது,өсөнсө
634,letzter::A,கடைசி,һуңғы
635,allein::ADV,தனியாக,бер үҙе
636,allein::ADV,தனியாக,яңғыҙ
637,auf einmal::ADV,தடீரென்று,бер юлы
638,zusammen::ADV,சேர்ந்து,бергә
639,lange::ADV,அதிக நோம்,оҙаҡ
640,plötzlich::ADV,தடீரென்று,ҡапыл
641,sofort::ADV,உடனடியாக,шунда уҡ
642,später::ADV,பிறகு,һуңыраҡ
643,jetzt::ADV,இப்பொழது,хәҙер
644,heute::ADV,இன்று,бөгөн
645,morgen::ADV,நாளைக்கு,иртәгә
646,bald::ADV,சீக்கிரம்,тиҙҙән
647,dann::ADV,அப்பொழுது,һуңынан
648,gestern::ADV,நேற்று,кисә
649,einst::ADV,ஒரே முறை,ҡасандыр
650,einst::ADV,ஒரே முறை,бер баҡыт
651,damals::ADV,அப்பொழுது,ул саҡта
