,Concept_ID,az,nl
212,Lehm::N,gil,klei
213,Lehm::N,palçıq,klei
214,Sand::N,qum,zand
215,Mensch::N,adam,mens
216,Mensch::N,insan,mens
217,Mann::N,kişi,man
218,Frau::N,qadın,vrouw
219,Kind::N,uşaq,kind
220,Junge::N,oğlan,jongen
221,Mädchen::N,qız,meisje
222,Familie::N,ailə,gezin
223,Familie::N,ailə,familie
224,Großvater::N,baba,grootvader
225,Großmutter::N,nənə,grootmoeder
226,Eltern::N,valideyn,ouders
227,Vater::N,ata,vader
228,Mutter::N,ana,moeder
229,Sohn::N,oğul,zoon
230,Tochter::N,qız,dochter
231,Bruder::N,qardaş,broer
232,Bruder::N,qardaş,broeder
233,Schwester::N,bacı,zus
234,Schwester::N,bacı,zuster
235,Onkel::N,əmi,oom
236,Onkel::N,dayı,oom
237,Tante::N,bibi,tante
238,Ehemann::N,ər,echtgenoot
239,Ehefrau::N,arvad,echtgenote
240,Freude::N,nəşə,vreugde
241,Freude::N,sevinc,vreugde
242,Gelächter::N,gülüş,gelach
243,Gelächter::N,qəhqəhə,gelach
244,Glück::N,səadət,geluk
245,Glück::N,xoşbəxtlik,geluk
246,Kummer::N,qəm,verdriet
247,Kummer::N,kədər,verdriet
248,Wunsch::N,arzu,wens
249,Wunsch::N,arzu,verlangen
250,Lust::N,həvəs,zin
251,Lust::N,həvəs,lust
252,Geist::N,ruh,geest
253,Gedanke::N,fikir,gedachte
254,Gedanke::N,düşüncə,gedachte
255,Gedächtnis::N,xatir,geheugen
256,Gedächtnis::N,hafizə,geheugen
257,Verstand::N,ağıl,verstand
258,Sinn::N,məna,betekenis
259,Grund::N,səbəb,reden
260,Wahrheit::N,haqq,waarheid
261,Wahrheit::N,doğruluq,waarheid
262,Gespräch::N,söhbət,gesprek
263,Gespräch::N,qonuşma,gesprek
264,Märchen::N,nağıl,sprookje
265,Erzählung::N,hekayə,verhaal
266,Nachricht::N,xəbər,tijding
267,Neuigkeit::N,xəbər,nieuws
268,Neuigkeit::N,xəbər,nieuwtje
269,Neuigkeit::N,yenilik,nieuws
270,Neuigkeit::N,yenilik,nieuwtje
271,Name::N,ad,naam
272,Rätsel::N,tapmaca,raadsel
273,Rede::N,nitq,rede
274,Sprache::N,dil,taal
275,Stimme::N,səs,stem
276,Wort::N,söz,woord
277,Wort::N,kəlmə,woord
278,Zeichen::N,nişan,teken
279,Ruf::N,çığırtı,roep
280,Lärm::N,gurultu,lawaai
281,Laut::N,səs,klank
282,Laut::N,səs,geluid
283,Ton::N,ton,toon
284,Ton::N,ton,klank
285,Lied::N,mahnı,lied
286,Ruhe::N,sakitlik,rust
287,Ruhe::N,sakitlik,stilte
288,Leute::N,xalq,lui
289,Leute::N,xalq,mensen
290,Volk::N,millət,volk
291,Arbeit::N,iş,werk
292,Arbeit::N,iş,arbeid
293,Arbeit::N,əmək,werk
294,Arbeit::N,əmək,arbeid
295,Gast::N,qonaq,gast
296,Gast::N,müsafir,gast
297,Geschenk::N,hədiyyə,cadeau
298,Geschenk::N,hədiyyə,geschenk
299,Spiel::N,oyun,spel
300,Spiel::N,tamaşa,spel
301,Gesellschaft::N,cəmiyyet,gezelschap
302,Hilfe::N,kömək,hulp
303,Hilfe::N,yardım,hulp
304,Freund::N,dost,vriend
305,Kamerad::N,yoldaş,maat
306,Kamerad::N,yoldaş,metgezel
307,Angelegenheit::N,iş,zaak
308,Angelegenheit::N,iş,aangelegenheid
309,Anzahl::N,say,tal
310,Anzahl::N,say,aantal
311,Art::N,çeşid,slag
312,Art::N,çeşid,soort
313,Stück::N,dənə,stuk
314,Stück::N,parça,stuk
315,Teil::N,qisim,deel
316,Hälfte::N,yarım,helft
317,Kreis::N,dairə,kring
318,Kreis::N,dairə,cirkel
319,Kreuz::N,xaç,kruis
320,Linie::N,xətt,lijn
321,Strich::N,cızıq,haal
322,Strich::N,cızıq,streep
323,Abstand::N,məsafə,afstand
324,Entfernung::N,məsafə,afstand
325,Entfernung::N,uzaqlıq,afstand
326,Gegend::N,bölgə,streek
327,Platz::N,yer,ruimte
328,Ort::N,yer,oord
329,Ort::N,yer,plaats
330,Seite::N,yan,zij
331,Seite::N,yan,kant
332,Seite::N,yan,zijde
333,Seite::N,tərəf,zij
334,Seite::N,tərəf,kant
335,Seite::N,tərəf,zijde
336,Mitte::N,orta,midden
337,Gegenstand::N,şey,voorwerp
338,Sache::N,şey,zaak
339,Rand::N,kənar,rand
340,Rand::N,kənar,boord
341,Kante::N,tiyə,kant
342,Kante::N,kənar,kant
343,Ecke::N,bucaq,hoek
344,Spitze::N,uc,punt
345,Spitze::N,uc,spits
346,Ende::N,son,einde
347,Ende::N,son,uiteinde
348,Ende::N,axır,einde
349,Ende::N,axır,uiteinde
350,Loch::N,deşik,gat
351,Winkel::N,guşə,hoek
352,Muster::N,ülgü,dessin
353,Muster::N,ülgü,patroon
354,Größe::N,böyüklük,grootte
355,Länge::N,uzunluq,lengte
356,Höhe::N,yüksəklik,hoogte
357,Gewicht::N,çəki,gewicht
358,Gewicht::N,ağırlıq,gewicht
359,Menge::N,miqdar,hoeveelheid
360,Haufen::N,yığın,hoop
361,Reihe::N,səf,rij
362,Reihe::N,səf,reeks
363,Reihe::N,sıra,rij
364,Reihe::N,sıra,reeks
365,Boot::N,qayıq,boot
366,Ruder::N,kürək,roeiriem
367,Schlitten::N,kirşə,slee
368,Schlitten::N,kirşə,slede
369,Ski::N,xizək,ski
370,Lagerfeuer::N,düşərgə tonqalı,kampvuur
371,Last::N,yük,last
372,Last::N,yük,vracht
373,Gang::N,yeriş,wandeling
374,Schritt::N,addım,stap
375,Schritt::N,addım,schrede
376,Norden::N,şimal,noorden
377,Süden::N,cənub,zuiden
378,Westen::N,qərb,westen
379,Osten::N,şərq,oosten
380,Holz::N,ağac,hout
381,Holz::N,taxta,hout
382,Brett::N,taxta,plank
383,Platte::N,lövhə,plaat
384,Stütze::N,dayaq,stut
385,Stütze::N,dayaq,steun
386,Stütze::N,dəstək,stut
387,Stütze::N,dəstək,steun
388,Stange::N,şüvül,stang
389,Stock::N,dəyənək,stok
390,Stab::N,əsa,staf
391,Stab::N,şüvül,staf
392,Rohr::N,boru,pijp
393,Rohr::N,truba,pijp
394,Haus::N,ev,huis
395,Heim::N,ev,tehuis
396,Ofen::N,peç,kachel
397,Ofen::N,soba,kachel
398,Fußboden::N,döşəmə,vloer
399,Tisch::N,masa,tafel
400,Stuhl::N,stul,stoel
401,Wiege::N,beşik,wieg
402,Bett::N,yataq,bed
403,Regal::N,rəf,rek
404,Kiste::N,yeşik,kist
405,Kiste::N,sandıq,kist
406,Fenster::N,pəncərə,raam
407,Fenster::N,pəncərə,venster
408,Tür::N,qapı,deur
409,Tor::N,darvaza,poort
410,Zaun::N,çəpər,omheining
411,Dach::N,dam,dak
412,Leiter::N,nərdivan,ladder
413,Besen::N,süpürgə,bezem
414,Spaten::N,kürək,schop
415,Schaufel::N,kürək,schep
416,Gabel::N,çəngəl,vork
417,Löffel::N,qaşıq,lepel
418,Messer::N,bıçaq,mes
419,Nagel::N,mıx,spijker
420,Netz::N,tor,net
421,Haken::N,çəngəl,haak
422,Griff::N,qulp,handvat
423,Griff::N,tutacaq,handvat
424,Schloss::N,qıfıl,slot
425,Bild::N,rəsm,beeld
426,Figur::N,şəkil,figuur
427,Figur::N,heykəl,figuur
428,Puppe::N,kukla,pop
429,Puppe::N,gəlincik,pop
430,Beutel::N,kisə,zak
431,Beutel::N,kisə,buidel
432,Beutel::N,torba,zak
433,Beutel::N,torba,buidel
434,Bündel::N,bağlama,pak
435,Bündel::N,bağlama,bundel
436,Tasche::N,çanta,tas
437,Eimer::N,vedrə,emmer
438,Eimer::N,çəllək,emmer
439,Deckel::N,qapaq,deksel
440,Geschirr::N,qab-qazan,vaatwerk
441,Sack::N,çuval,zak
442,Tasse::N,fincan,kop
443,Topf::N,qazan,pan
444,Kessel::N,qazan,ketel
445,Essen::N,yemək,eten
446,Nahrung::N,qida,voedsel
447,Speise::N,xörək,spijs
448,Fleisch::N,ət,vlees
449,Getreide::N,taxıl,graan
450,Brei::N,aş,pap
451,Brei::N,aş,brij
452,Brei::N,sıyıq,pap
453,Brei::N,sıyıq,brij
454,Brot::N,çörək,brood
455,Scheibe::N,dilim,plak
456,Scheibe::N,dilim,snede
457,Fett::N,yağ,vet
458,Butter::N,kərə yağı,boter
459,Öl::N,yağ,olie
460,Salz::N,duz,zout
461,Suppe::N,şorba,soep
462,Honig::N,bal,honing
463,Milch::N,süd,melk
464,Tee::N,çay,thee
465,Leder::N,dəri,leer
466,Leder::N,dəri,leder
467,Wolle::N,yun,wol
468,Stoff::N,qumaş,stof
469,Nadel::N,iynə,naald
470,Faden::N,sap,draad
471,Knopf::N,düymə,knoop
472,Knoten::N,düyün,knoop
473,Farbe::N,boya,verf
474,Kleidung::N,geyim,kledij
475,Kleidung::N,geyim,kleding
476,Hemd::N,köynək,hemd
477,Kragen::N,yaxa,kraag
478,Ärmel::N,qol,mouw
479,Hose::N,şalvar,broek
480,Hose::N,şalvar,pantalon
481,Gürtel::N,kəmər,riem
482,Gürtel::N,kəmər,gordel
483,Mütze::N,şapka,muts
484,Schuh::N,tufli,schoen
485,Schuh::N,ayaqqabı,schoen
486,Stiefel::N,çəkmə,laars
487,Ring::N,üzük,ring
488,Band::N,lent,lint
489,Kamm::N,daraq,kam
490,Spiegel::N,güzgü,spiegel
491,Riemen::N,qayış,riem
492,Schnur::N,ip,koord
493,Leine::N,kəmsik,lijn
494,Decke::N,ədyal,deken
495,Decke::N,yorğan,deken
496,Kissen::N,yastıq,kussen
497,Tuch::N,şarf,doek
498,Tuch::N,kaşne,doek
499,Handtuch::N,dəsmal,handdoek
500,Kraft::N,güc,kracht
501,Stärke::N,qüvvət,sterkte
502,Gesundheit::N,sağlamlıq,gezondheid
503,Krankheit::N,xəstəlik,ziekte
504,Schmerz::N,ağrı,pijn
505,Schmerz::N,sancı,pijn
506,Wunde::N,yara,wond
507,Fieber::N,isitmə,koorts
508,Fieber::N,qızdırma,koorts
509,Arznei::N,ilaç,medicament
510,Arznei::N,ilaç,geneesmiddel
511,Arznei::N,dərman,medicament
512,Arznei::N,dərman,geneesmiddel
513,Brücke::N,körpü,brug
514,Brunnen::N,quyu,put
515,Brunnen::N,quyu,bron
516,Weide::N,otlaq,wei
517,Weide::N,otlaq,weide
518,Pfad::N,cığır,pad
519,Weg::N,yol,weg
520,Straße::N,küçə,baan
521,Straße::N,küçə,straat
522,Dorf::N,kənd,dorp
523,Stadt::N,şəhər,stad
524,Brief::N,məktub,brief
525,Buch::N,kitab,boek
526,Buchstabe::N,hərf,letter
527,Zeitung::N,qəzet,krant
528,Zeitung::N,qəzet,dagblad
529,Leben::N,həyat,leven
530,Tod::N,ölüm,dood
531,Grab::N,qəbir,graf
532,Kirche::N,kilsə,kerk
533,Sünde::N,günah,zonde
534,Gott::N,tanrı,god
535,Arbeiter::N,işçi,arbeider
536,Chef::N,şef,chef
537,Chef::N,rəis,chef
538,Meister::N,usta,meester
539,Arzt::N,həkim,arts
540,Arzt::N,həkim,dokter
541,Arzt::N,doktor,arts
542,Arzt::N,doktor,dokter
543,Lehrer::N,müəllim,leraar
544,Lehrer::N,müəllim,onderwijzer
545,Geld::N,pul,geld
546,Geschäft::N,ticarət,zaak
547,Laden::N,dükan,winkel
548,Preis::N,qiymət,prijs
549,Ware::N,mal,waar
550,Nutzen::N,fayda,nut
551,Nutzen::N,fayda,voordeel
552,Reichtum::N,zənginlik,rijkdom
553,Welt::N,aləm,wereld
554,Welt::N,dünya,wereld
555,Land::N,ölkə,land
556,Staat::N,dövlət,staat
557,König::N,kral,koning
558,König::N,məlik,koning
559,Macht::N,qüdrət,macht
560,Grenze::N,hüdud,grens
561,Grenze::N,sərhət,grens
562,Krieg::N,hərb,oorlog
563,Krieg::N,müharibə,oorlog
564,Feind::N,düşmən,vijand
565,Gewalt::N,cəbr,geweld
566,Kampf::N,savaş,strijd
567,Kampf::N,savaş,gevecht
568,Bogen[Waffe]::N,yay,boog
569,Pfeil::N,ox,pijl
570,Gewehr::N,tüfəng,geweer
571,Fehler::N,xəta,fout
572,Lüge::N,yalan,leugen
573,Schaden::N,ziyan,schade
574,Unglück::N,bəla,tegenspoed
575,Schuld::N,təqsir,schuld
576,Alter::N,yaş,leeftijd
577,Schluss::N,son,slot
578,Zeit::N,vaxt,tijd
579,Zeit::N,zaman,tijd
580,Tag::N,gün,dag
581,Morgen::N,sabah,morgen
582,Morgen::N,sabah,ochtend
583,Mittag::N,günorta,middag
584,Abend::N,axşam,avond
585,Nacht::N,gecə,nacht
586,Woche::N,həftə,week
587,Monat::N,ay,maand
588,Jahr::N,il,jaar
589,Frühling::N,yaz,lente
590,Frühling::N,yaz,voorjaar
591,Frühling::N,bahar,lente
592,Frühling::N,bahar,voorjaar
593,Sommer::N,yay,zomer
594,Herbst::N,payız,herfst
595,Winter::N,qış,winter
596,Januar::N,Janvar,januari
597,Februar::N,Fevral,februari
598,März::N,Mart,maart
599,April::N,Aprel,april
600,Mai::N,May,mei
601,Juni::N,İyun,juni
602,Juli::N,İyul,juli
603,August::N,Avqust,augustus
604,September::N,Sentyabr,september
605,Oktober::N,Oktyabr,oktober
606,November::N,Noyabr,november
607,Dezember::N,Dekabr,december
608,Montag::N,bazar ertəsi,maandag
609,Dienstag::N,çərşənbə axşamı,dinsdag
610,Mittwoch::N,çərşənbə,woensdag
611,Donnerstag::N,cüme axşamı,donderdag
612,Freitag::N,cüme,vrijdag
613,Samstag::N,şənbə,zaterdag
614,Sonntag::N,bazar,zondag
615,groß::A,böyük,groot
616,klein::A,kiçik,klein
617,lang::A,uzun,lang
618,kurz::A,qısa,kort
619,breit::A,enli,breed
620,breit::A,geniş,breed
621,schmal::A,dar,smal
622,dicht::A,sıx,dicht
623,dick[Gegenstand]::A,qalın,dik
624,dünn::A,nazik,dun
625,fein::A,incə,fijn
626,fest::A,bərk,vast
627,fest::A,möhkəm,vast
628,flach::A,düz,plat
629,glatt::A,hamar,glad
630,hart::A,sərt,hard
631,weich::A,yumşaq,week
632,rund::A,yuvarlaq,rond
633,spitz::A,uclu,spits
634,spitz::A,uclu,puntig
635,spitz::A,sivri,spits
636,spitz::A,sivri,puntig
637,scharf::A,kəskin,scherp
638,stumpf::A,küt,stomp
639,schwer::A,ağır,zwaar
640,schön::A,gözəl,mooi
641,schön::A,gözəl,fraai
642,schön::A,gəşəng,mooi
643,schön::A,gəşəng,fraai
644,heiß::A,isti,heet
645,warm::A,ilıq,warm
646,kalt::A,soyuq,koud
647,kühl::A,sərin,koel
648,frisch::A,təzə,fris
649,feucht::A,nəm,vochtig
650,nass::A,yaş,nat
651,trocken::A,quru,droog
652,voll::A,dolu,vol
653,leer::A,boş,leeg
654,offen::A,açıq,open
655,geschlossen::A,qapalı,gesloten
656,sauber::A,təmiz,net
657,sauber::A,təmiz,schoon
658,schmutzig::A,kirli,vuil
659,roh::A,çiy,rauw
660,reif::A,yetişmiş,rijp
661,lecker::A,dadlı,lekker
662,lecker::A,ləzzətli,lekker
663,süß::A,şirin,zoet
664,bitter::A,acı,bitter
665,sauer::A,turş,zuur
666,hell::A,aydın,licht
667,hell::A,aydın,helder
668,dunkel::A,qaranlıq,donker
669,schwarz::A,qara,zwart
670,weiß::A,ağ,wit
671,rot::A,qırmızı,rood
672,gelb::A,sarı,geel
673,blau::A,göy,blauw
674,blau::A,mavi,blauw
675,grün::A,yaşıl,groen
676,grau::A,boz,grijs
677,bunt::A,əlvan,bont
678,bunt::A,rəngli,bont
679,billig::A,ucuz,goedkoop
680,teuer::A,bahalı,duur
681,wertvoll::A,qiymətli,kostbaar
682,wertvoll::A,qiymətli,waardevol
683,blind::A,kor,blind
684,taub::A,kar,doof
685,kräftig::A,güclü,krachtig
686,stark::A,qüvvətli,sterk
687,schwach::A,zəif,zwak
688,schwach::A,gücsüz,zwak
689,fett::A,şişman,vet
690,schlank::A,zərif,slank
691,hübsch::A,göyçək,leuk
692,böse::A,fəna,kwaad
693,dumm::A,axmaq,dom
694,faul::A,tənbəl,lui
695,fleißig::A,çalışqan,vlijtig
696,geizig::A,xəsis,gierig
697,klug::A,ağıllı,slim
698,klug::A,ağıllı,schrander
699,klug::A,ağıllı,verstandig
700,geschickt::A,bacarıqlı,handig
701,geschickt::A,bacarıqlı,vaardig
702,lieb::A,əziz,lief
703,lieb::A,sevimli,lief
704,lustig::A,məzəli,vrolijk
705,lustig::A,gülməli,vrolijk
706,sanft::A,mülayim,zacht
707,hungrig::A,ac,hongerig
708,krank::A,xəstə,ziek
709,nackt::A,çılpaq,naakt
710,traurig::A,qəmgin,treurig
711,traurig::A,qəmgin,bedroefd
712,traurig::A,kədərli,treurig
713,traurig::A,kədərli,bedroefd
714,lebendig::A,canlı,levend
715,gut::A,yaxşı,goed
716,schlecht::A,pis,slecht
717,richtig::A,doğru,juist
718,schlimm::A,fəna,erg
719,schlimm::A,fəna,kwaad
720,wahr::A,gərçək,waar
721,alt::A,əski,oud
722,alt::A,köhnə,oud
723,neu::A,yeni,nieuw
724,ehemalig::A,əvvəlki,voormalig
725,alt[Lebewesen]::A,qoca,oud
726,jung::A,gənc,jong
727,arm::A,kasıb,arm
728,arm::A,yoxsul,arm
729,reich::A,zəngin,rijk
730,bekannt::A,tanış,bekend
731,berühmt::A,məşhur,beroemd
732,fremd::A,yad,vreemd
733,verschieden::A,dürlü,verscheiden
734,verschieden::A,dürlü,verschillend
735,nah::A,yaxın,nabij
736,nah::A,yaxın,nabijgelegen
737,fern::A,uzaq,ver
738,linker::A,sol,linker
739,rechter::A,sağ,rechter
740,anderer::A,başqa,andere
741,erster::A,birinci,eerste
742,zweiter::A,ikinci,tweede
743,dritter::A,üçüncü,derde
744,letzter::A,sonuncu,laatste
745,letzter::A,axırıncı,laatste
746,allein::ADV,tək,alleen
747,allein::ADV,yalqız,alleen
748,auf einmal::ADV,birdən,ineens
749,auf einmal::ADV,birdən,tegelijk
750,zusammen::ADV,birlikdə,samen
751,zusammen::ADV,birlikdə,bijeen
752,lange::ADV,uzun,lang
753,plötzlich::ADV,qəfildən,eensklaps
754,plötzlich::ADV,qəfildən,plotsklaps
755,sofort::ADV,həmən,terstond
756,sofort::ADV,həmən,aanstonds
757,sofort::ADV,həmən,onmiddelijk
758,sofort::ADV,dərhal,terstond
759,sofort::ADV,dərhal,aanstonds
760,sofort::ADV,dərhal,onmiddelijk
761,später::ADV,sonra,later
762,jetzt::ADV,indi,nu
763,jetzt::ADV,indi,nou
764,jetzt::ADV,indi,thans
765,heute::ADV,bugün,heden
766,heute::ADV,bugün,vandaag
767,morgen::ADV,sabah,morgen
768,bald::ADV,yaxında,gauw
769,bald::ADV,yaxında,weldra
770,bald::ADV,tezliklə,gauw
771,bald::ADV,tezliklə,weldra
772,dann::ADV,onda,dan
773,dann::ADV,onda,toen
774,gestern::ADV,dünən,gisteren
775,einst::ADV,əvvəllər,eens
776,damals::ADV,o vaxt,toen
777,damals::ADV,o vaxt,destijds
778,danach::ADV,sonra,daarna
779,vorher::ADV,qabaqcadan,vooraf
780,vorher::ADV,qabaqcadan,van tevoren
781,zuerst::ADV,əvvəl,eerst
782,zuerst::ADV,əvvəl,het eerst
783,einmal::ADV,bir dəfə,eens
784,einmal::ADV,bir dəfə,eenmaal
785,manchmal::ADV,hərdənbir,soms
786,oft::ADV,tez-tez,vaak
787,oft::ADV,tez-tez,dikwijls
788,oft::ADV,çox vaxt,vaak
789,oft::ADV,çox vaxt,dikwijls
790,immer::ADV,daimi,altijd
791,immer::ADV,həmişə,altijd
792,niemals::ADV,əsla,nooit
793,niemals::ADV,heç bir zaman,nooit
794,hier::ADV,bura,hier
795,hier::ADV,burada,hier
796,hierhin::ADV,buraya,hierheen
797,von hier::ADV,buradan,van hier
798,von hier::ADV,buradan,hiervandaan
799,dort::ADV,ora,daar
800,dort::ADV,ora,ginds
801,dort::ADV,orada,daar
802,dort::ADV,orada,ginds
803,dorthin::ADV,oraya,daarheen
804,geradeaus::ADV,düz,rechtuit
805,geradeaus::ADV,düz,rechtdoor
806,vorwärts::ADV,irəli,vooruit
807,vorwärts::ADV,irəli,voorwaarts
808,rückwärts::ADV,geri,achteruit
809,rückwärts::ADV,geri,achterwaarts
810,zurück::ADV,geriyə,terug
811,unten::ADV,aşağıda,beneden
812,unten::ADV,aşağıda,onderaan
813,hinab::ADV,aşağı,omlaag
814,hinab::ADV,aşağı,naar beneden
815,oben::ADV,yuxarıda,boven
816,hinauf::ADV,yuxarı,omhoog
817,hinauf::ADV,yuxarı,naar boven
818,überall::ADV,hər yerdə,alom
819,überall::ADV,hər yerdə,overal
820,nicht::ADV,-ma-,niet
