,Concept_ID,nl,el
54,Knochen::N,been,κόκκαλο
55,Knochen::N,knook,οστό
56,Knochen::N,knook,κόκκαλο
57,Gehirn::N,hersenen,μυαλό
58,Gehirn::N,hersenen,εγκέφαλος
59,Herz::N,hart,καρδιά
60,Magen::N,maag,στομάχι
61,Leber::N,lever,ήπαρ
62,Leber::N,lever,συκωτί
63,Atem::N,adem,αναπνοή
64,Hunger::N,honger,πείνα
65,Träne::N,traan,δάκρυ
66,Geschmack::N,smaak,γεύση
67,Geruch::N,geur,οσμή
68,Geruch::N,geur,μυρωδία
69,Schlaf::N,slaap,ύπνος
70,Traum::N,droom,όνειρο
71,Himmel::N,hemel,ουρανός
72,Sonne::N,zon,ήλιος
73,Mond::N,maan,σελήνη
74,Mond::N,maan,φεγγάρι
75,Stern::N,ster,άστρο
76,Stern::N,ster,αστέρι
77,Luft::N,lucht,αέρας
78,Wind::N,wind,αέρας
79,Wind::N,wind,άνεμος
80,Welle::N,golf,κύμα
81,Wasser::N,water,νερό
82,Stein::N,steen,πέτρα
83,Boden::N,grond,χώμα
84,Erde::N,aarde,γη
85,Staub::N,stof,σκόνη
86,Rauch::N,rook,καπνός
87,Funke::N,vonk,σπίθα
88,Funke::N,vonk,σπινθήρας
89,Feuer::N,vuur,φωτιά
90,Licht::N,licht,φως
91,Schatten::N,schaduw,σκιά
92,Schatten::N,schaduw,ίσκιος
93,Wetter::N,weer,καιρός
94,Nebel::N,mist,ομίχλη
95,Nebel::N,nevel,ομίχλη
96,Wolke::N,wolk,σύννεφο
97,Regen::N,regen,βροχή
98,Schnee::N,sneeuw,χιόνι
99,Eis::N,ijs,πάγος
100,Frost::N,vorst,παγωνία
101,Kälte::N,kou,κρύο
102,Kälte::N,kou,ψύχος
103,Kälte::N,koude,κρύο
104,Kälte::N,koude,ψύχος
105,Hitze::N,hitte,ζέστη
106,Raureif::N,rijp,πάχνη
107,Regenbogen::N,regenboog,ουράνιο τόξο
108,Donner::N,donder,βροντή
109,Strömung::N,stroming,ρεύμα
110,Tropfen::N,druppel,στάλα
111,Schaum::N,schuim,αφρός
112,Schmutz::N,vuil,βρωμιά
113,See::N,meer,λίμνη
114,Sumpf::N,moeras,βάλτος
115,Moor::N,veen,έλος
116,Wiese::N,wei,λιβάδι
117,Wiese::N,weide,λιβάδι
118,Wald::N,bos,δάσος
119,Hügel::N,heuvel,λόφος
120,Anhöhe::N,hoogte,ύψωμα
121,Berg::N,berg,όρος
122,Berg::N,berg,βουνό
123,Gipfel::N,top,κορυφή
124,Höhle::N,hol,σπηλιά
125,Abhang::N,helling,πλαγιά
126,Quelle::N,bron,πηγή
127,Quelle::N,bron,βρύση
128,Bach::N,beek,ρυάκι
129,Fluss::N,stroom,ποτάμι
130,Fluss::N,stroom,ποταμός
131,Ufer::N,wal,όχθη
132,Ufer::N,oever,όχθη
133,Küste::N,kust,ακτή
134,Küste::N,kust,ακρογιαλιά
135,Festland::N,vasteland,στεριά
136,Meer::N,zee,θάλασσα
137,Bucht::N,baai,κόλπος
138,Bucht::N,inham,κόλπος
139,Insel::N,eiland,νησί
140,Insel::N,eiland,νήσος
141,Blume::N,bloem,άνθος
142,Blume::N,bloem,λουλούδι
143,Gras::N,gras,χόρτο
144,Gras::N,gras,χορτάρι
145,Wurzel::N,wortel,ρίζα
146,Baum::N,boom,δέντρο
147,Stamm::N,stam,κορμός
148,Rinde::N,schors,φλούδα
149,Ast::N,tak,κλαδί
150,Zweig::N,twijg,κλαδί
151,Zweig::N,twijg,κλάδος
152,Blatt::N,blad,φύλλο
153,Birke::N,berk,σημύδα
154,Kiefer[Baum]::N,den,πεύκο
155,Weide[Baum]::N,wilg,ιτιά
156,Tanne::N,spar,έλατο
157,Horn::N,hoorn,κέρας
158,Horn::N,hoorn,κέρατο
159,Feder::N,veer,φτερό
160,Feder::N,pluim,φτερό
161,Fell::N,vel,δέρμα
162,Fell::N,vel,τομάρι
163,Flügel::N,vleugel,πτερύγιο
164,Klaue::N,klauw,κουλό
165,Kralle::N,klauw,νύχι
166,Schwanz::N,staart,ουρά
167,Ei::N,ei,αβγό
168,Nest::N,nest,φωλιά
169,Bau::N,hol,φωλιά
170,Tier::N,dier,ζώο
171,Herde::N,kudde,κοπάδι
172,Kuh::N,koe,αγελάδα
173,Bulle::N,stier,ταύρος
174,Pferd::N,paard,άλογο
175,Schaf::N,schaap,πρόβατο
176,Schwein::N,varken,γουρούνι
177,Hund::N,hond,σκυλί
178,Hund::N,hond,σκύλος
179,Katze::N,kat,γάτα
180,Bär::N,beer,άρκτος
181,Bär::N,beer,αρκούδα
182,Eichhörnchen::N,eekhoorntje,βερβερίτσα
183,Elch::N,eland,άλκη
184,Fuchs::N,vos,αλεπού
185,Hase::N,haas,λαγός
186,Maus::N,muis,ποντικός
187,Wolf::N,wolf,λύκος
188,Vogel::N,vogel,πουλί
189,Schwarm::N,zwerm,σμήνος
190,Huhn::N,kip,κότα
191,Huhn::N,kip,όρνιθα
192,Huhn::N,hoen,κότα
193,Huhn::N,hoen,όρνιθα
194,Hahn::N,haan,πετεινός
195,Gans::N,gans,χήνα
196,Adler::N,arend,αετός
197,Ente::N,eend,πάπια
198,Eule::N,uil,κουκουβάγια
199,Kranich::N,kraanvogel,γερανός
200,Krähe::N,kraai,καρακάξα
201,Kuckuck::N,koekoek,κούκος
202,Schwan::N,zwaan,κύκνος
203,Fisch::N,vis,ψάρι
204,Barsch::N,baars,πέρκα
205,Hecht::N,snoek,λούτσος
206,Schlange[Tier]::N,slang,φίδι
207,Wurm::N,worm,σκουλήκι
208,Spinne::N,spin,αράχνη
209,Ameise::N,mier,μυρμήγκι
210,Laus::N,luis,ψείρα
211,Mücke::N,mug,κουνούπι
212,Fliege::N,vlieg,μύγα
213,Schmetterling::N,vlinder,πεταλούδα
214,Beere::N,bes,ρόγα
215,Apfel::N,appel,μήλο
216,Pilz::N,paddestoel,μανιτάρι
217,Zwiebel::N,ui,κρεμμύδι
218,Saat::N,zaad,σπόρος
219,Korn::N,graan,σπυρί
220,Korn::N,korrel,σπυρί
221,Heu::N,hooi,σανός
222,Schale::N,schil,τσόφλι
223,Grube::N,kuil,λάκκος
224,Falle::N,val,παγίδα
225,Schlinge::N,strop,θηλειά
226,Spur::N,spoor,ίχνος
227,Asche::N,as,στάχτη
228,Dreck::N,drek,βρωμιά
229,Eisen::N,ijzer,σίδερο
230,Gold::N,goud,μάλαμα
231,Gold::N,goud,χρυσάφι
232,Silber::N,zilver,ασήμι
233,Silber::N,zilver,άργυρος
234,Kohle::N,kool,κάρβουνο
235,Glas::N,glas,γυαλί
236,Lehm::N,klei,πηλός
237,Sand::N,zand,άμμος
238,Mensch::N,mens,άνθρωπος
239,Mann::N,man,άνδρας
240,Frau::N,vrouw,γυναίκα
241,Kind::N,kind,παιδί
242,Junge::N,jongen,αγόρι
243,Mädchen::N,meisje,κοπέλα
244,Mädchen::N,meisje,κορίτσι
245,Familie::N,gezin,οικογένεια
246,Familie::N,familie,οικογένεια
247,Großvater::N,grootvader,παππούς
248,Großmutter::N,grootmoeder,γιαγιά
249,Eltern::N,ouders,γονείς
250,Vater::N,vader,πατέρας
251,Mutter::N,moeder,μητέρα
252,Sohn::N,zoon,γιος
253,Tochter::N,dochter,κόρη
254,Bruder::N,broer,αδελφός
255,Bruder::N,broeder,αδελφός
256,Schwester::N,zus,αδελφή
257,Schwester::N,zuster,αδελφή
258,Onkel::N,oom,θείος
259,Tante::N,tante,θεία
260,Ehemann::N,echtgenoot,σύζυγος
261,Ehefrau::N,echtgenote,σύζυγος
262,Freude::N,vreugde,χαρά
263,Gelächter::N,gelach,γέλια
264,Glück::N,geluk,ευτυχία
265,Kummer::N,verdriet,έγνοια
266,Wunsch::N,wens,επιθυμία
267,Wunsch::N,verlangen,επιθυμία
268,Lust::N,zin,όρεξη
269,Lust::N,lust,όρεξη
270,Geist::N,geest,πνέυμα
271,Gedanke::N,gedachte,σκέψη
272,Gedächtnis::N,geheugen,μνήμη
273,Verstand::N,verstand,νους
274,Sinn::N,betekenis,νόημα
275,Grund::N,reden,λόγος
276,Wahrheit::N,waarheid,αλήθεια
277,Gespräch::N,gesprek,συνομιλία
278,Märchen::N,sprookje,παραμύθι
279,Erzählung::N,verhaal,διήγημα
280,Nachricht::N,tijding,είδηση
281,Neuigkeit::N,nieuws,νέο
282,Neuigkeit::N,nieuwtje,νέο
283,Name::N,naam,όνομα
284,Rätsel::N,raadsel,αίνιγμα
285,Rede::N,rede,λόγος
286,Rede::N,rede,ομιλία
287,Sprache::N,taal,γλώσσα
288,Stimme::N,stem,φωνή
289,Wort::N,woord,λέξη
290,Zeichen::N,teken,σημείο
291,Ruf::N,roep,κραυγή
292,Lärm::N,lawaai,θόρυβος
293,Laut::N,klank,ήχος
294,Laut::N,geluid,ήχος
295,Ton::N,toon,ήχος
296,Ton::N,toon,τόνος
297,Ton::N,klank,ήχος
298,Ton::N,klank,τόνος
299,Lied::N,lied,τραγούδι
300,Ruhe::N,rust,ησυχία
301,Ruhe::N,stilte,ησυχία
302,Leute::N,lui,κόσμος
303,Leute::N,lui,άνθρωποι
304,Leute::N,mensen,κόσμος
305,Leute::N,mensen,άνθρωποι
306,Volk::N,volk,λαός
307,Arbeit::N,werk,εργασία
308,Arbeit::N,arbeid,εργασία
309,Gast::N,gast,επισκέπτης
310,Geschenk::N,cadeau,δώρο
311,Geschenk::N,geschenk,δώρο
312,Spiel::N,spel,παιχνίδι
313,Gesellschaft::N,gezelschap,κοινωνία
314,Hilfe::N,hulp,βοήθεια
315,Freund::N,vriend,φίλος
316,Kamerad::N,maat,σύντροφος
317,Kamerad::N,metgezel,σύντροφος
318,Angelegenheit::N,zaak,υπόθεση
319,Angelegenheit::N,aangelegenheid,υπόθεση
320,Anzahl::N,tal,αριθμός
321,Anzahl::N,aantal,αριθμός
322,Art::N,slag,είδος
323,Art::N,soort,είδος
324,Stück::N,stuk,κομμάτι
325,Teil::N,deel,μέρος
326,Hälfte::N,helft,μισό
327,Kreis::N,kring,κύκλος
328,Kreis::N,cirkel,κύκλος
329,Kreuz::N,kruis,σταυρός
330,Linie::N,lijn,γραμμή
331,Strich::N,haal,γραμμή
332,Strich::N,streep,γραμμή
333,Abstand::N,afstand,απόσταση
334,Entfernung::N,afstand,απόσταση
335,Gegend::N,streek,περιοχή
336,Gegend::N,streek,τοποθεσία
337,Platz::N,ruimte,χώρος
338,Ort::N,oord,τόπος
339,Ort::N,plaats,τόπος
340,Seite::N,zij,πλευρά
341,Seite::N,kant,πλευρά
342,Seite::N,zijde,πλευρά
343,Mitte::N,midden,μέση
344,Gegenstand::N,voorwerp,αντικείμενο
345,Sache::N,zaak,πράγμα
346,Rand::N,rand,άκρη
347,Rand::N,rand,χείλος
348,Rand::N,boord,άκρη
349,Rand::N,boord,χείλος
350,Kante::N,kant,άκρη
351,Ecke::N,hoek,γωνιά
352,Spitze::N,punt,μύτη
353,Spitze::N,spits,μύτη
354,Ende::N,einde,άκρη
355,Ende::N,uiteinde,άκρη
356,Loch::N,gat,τρύπα
357,Winkel::N,hoek,γωνία
358,Muster::N,dessin,σχέδιο
359,Muster::N,patroon,σχέδιο
360,Größe::N,grootte,μέγεθος
361,Länge::N,lengte,μήκος
362,Höhe::N,hoogte,ύψος
363,Gewicht::N,gewicht,βάρος
364,Menge::N,hoeveelheid,ποσότητα
365,Haufen::N,hoop,σωρός
366,Reihe::N,rij,αράδα
367,Reihe::N,reeks,αράδα
368,Boot::N,boot,βάρκα
369,Ruder::N,roeiriem,κουπί
370,Schlitten::N,slee,έλκηθρο
371,Schlitten::N,slede,έλκηθρο
372,Ski::N,ski,σκι
373,Lagerfeuer::N,kampvuur,φωτιά
374,Last::N,last,φορτίο
375,Last::N,vracht,φορτίο
376,Gang::N,wandeling,δρόμος
377,Schritt::N,stap,βήμα
378,Schritt::N,schrede,βήμα
379,Norden::N,noorden,βορράς
380,Süden::N,zuiden,νότος
381,Westen::N,westen,δύση
382,Osten::N,oosten,ανατολή
383,Holz::N,hout,ξύλο
384,Brett::N,plank,σανίδι
385,Platte::N,plaat,πλάκα
386,Stütze::N,stut,στήριγμα
387,Stütze::N,steun,στήριγμα
388,Stange::N,stang,ραβδί
389,Stange::N,stang,κοντός
390,Stock::N,stok,ξύλο
391,Stock::N,stok,μπαστούνι
392,Stab::N,staf,ραβδί
393,Rohr::N,pijp,σωλήνας
394,Haus::N,huis,σπίτι
395,Heim::N,tehuis,σπίτι
396,Ofen::N,kachel,σόμπα
397,Ofen::N,kachel,θερμάστρα
398,Fußboden::N,vloer,πάτωμα
399,Tisch::N,tafel,τραπέζι
400,Stuhl::N,stoel,καρέκλα
401,Wiege::N,wieg,κούνια
402,Bett::N,bed,κρεβάτι
403,Regal::N,rek,ράφι
404,Kiste::N,kist,κιβώτιο
405,Fenster::N,raam,παράθυρο
406,Fenster::N,venster,παράθυρο
407,Tür::N,deur,πόρτα
408,Tor::N,poort,πύλη
409,Zaun::N,omheining,φράχτης
410,Dach::N,dak,στέγη
411,Leiter::N,ladder,σκάλα
412,Leiter::N,ladder,κλίμακα
413,Besen::N,bezem,σκούπα
414,Spaten::N,schop,φτυάρι
415,Schaufel::N,schep,φτυάρι
416,Gabel::N,vork,πιρούνι
417,Löffel::N,lepel,κουτάλι
418,Messer::N,mes,μαχαίρι
419,Nagel::N,spijker,καρφί
420,Netz::N,net,δίχτυ
421,Haken::N,haak,γάντζος
422,Haken::N,haak,αγκίστρι
423,Griff::N,handvat,λαβή
424,Schloss::N,slot,κλειδαριά
425,Bild::N,beeld,εικόνα
426,Figur::N,figuur,ανάστημα
427,Puppe::N,pop,κούκλα
428,Beutel::N,zak,πουγγί
429,Beutel::N,buidel,πουγγί
430,Bündel::N,pak,δεμάτι
431,Bündel::N,bundel,δεμάτι
432,Tasche::N,tas,τσάντα
433,Eimer::N,emmer,κουβάς
434,Deckel::N,deksel,καπάκι
435,Geschirr::N,vaatwerk,σκεύη
436,Sack::N,zak,σάκος
437,Tasse::N,kop,φλιτζάνι
438,Topf::N,pan,χύτρα
439,Kessel::N,ketel,καζάνι
440,Essen::N,eten,φαγητό
441,Nahrung::N,voedsel,τροφή
442,Speise::N,spijs,φαγητό
443,Fleisch::N,vlees,κρέας
444,Getreide::N,graan,σιτάρι
445,Brei::N,pap,χυλός
446,Brei::N,brij,χυλός
447,Brot::N,brood,ψωμί
448,Brot::N,brood,άρτος
449,Scheibe::N,plak,φέτα
450,Scheibe::N,snede,φέτα
451,Fett::N,vet,πάχος
452,Butter::N,boter,βούτυρο
453,Öl::N,olie,λάδι
454,Salz::N,zout,αλάτι
455,Suppe::N,soep,σούπα
456,Honig::N,honing,μέλι
457,Milch::N,melk,γάλα
458,Tee::N,thee,τσάι
459,Leder::N,leer,πετσί
460,Leder::N,leder,πετσί
461,Wolle::N,wol,μαλλί
462,Stoff::N,stof,ύφασμα
463,Nadel::N,naald,βελόνα
464,Faden::N,draad,κλωστή
465,Knopf::N,knoop,κουμπί
466,Knoten::N,knoop,κόμπος
467,Farbe::N,verf,μπογιά
468,Kleidung::N,kledij,ρούχα
469,Kleidung::N,kledij,ενδυμασία
470,Kleidung::N,kleding,ρούχα
471,Kleidung::N,kleding,ενδυμασία
472,Hemd::N,hemd,πουκάμισο
473,Kragen::N,kraag,κολάρο
474,Ärmel::N,mouw,μανίκι
475,Hose::N,broek,πανταλόνι
476,Hose::N,pantalon,πανταλόνι
477,Gürtel::N,riem,ζώνη
478,Gürtel::N,gordel,ζώνη
479,Mütze::N,muts,σκούφος
480,Schuh::N,schoen,παπούτσι
481,Stiefel::N,laars,μπότα
482,Ring::N,ring,δαχτυλίδι
483,Band::N,lint,κορδέλα
484,Kamm::N,kam,χτένα
485,Spiegel::N,spiegel,καθρέφτης
486,Riemen::N,riem,λουρί
487,Schnur::N,koord,κορδόνι
488,Leine::N,lijn,σχοινί
489,Decke::N,deken,κουβέρτα
490,Kissen::N,kussen,μαξιλάρι
491,Tuch::N,doek,πανί
492,Tuch::N,doek,μαντήλι
493,Handtuch::N,handdoek,πετσέτα
494,Kraft::N,kracht,δύναμη
495,Stärke::N,sterkte,ισχύς
496,Stärke::N,sterkte,δύναμη
497,Gesundheit::N,gezondheid,υγεία
498,Krankheit::N,ziekte,αρρώστια
499,Schmerz::N,pijn,πόνος
500,Wunde::N,wond,πληγή
501,Fieber::N,koorts,πυρετός
502,Arznei::N,medicament,φάρμακο
503,Arznei::N,geneesmiddel,φάρμακο
504,Brücke::N,brug,γέφυρα
505,Brunnen::N,put,πηγάδι
506,Brunnen::N,bron,πηγάδι
507,Weide::N,wei,βοσκή
508,Weide::N,weide,βοσκή
509,Pfad::N,pad,μονοπάτι
510,Weg::N,weg,δρόμος
511,Straße::N,baan,οδός
512,Straße::N,baan,δρόμος
513,Straße::N,straat,οδός
514,Straße::N,straat,δρόμος
515,Dorf::N,dorp,χωριό
516,Stadt::N,stad,πόλη
517,Brief::N,brief,γράμμα
518,Brief::N,brief,επιστολή
519,Buch::N,boek,βιβλίο
520,Buchstabe::N,letter,γράμμα
521,Zeitung::N,krant,εφημερίδα
522,Zeitung::N,dagblad,εφημερίδα
523,Leben::N,leven,ζωή
524,Leben::N,leven,βίος
525,Tod::N,dood,θάνατος
526,Grab::N,graf,τάφος
527,Kirche::N,kerk,εκκλησία
528,Sünde::N,zonde,αμαρτία
529,Gott::N,god,θεός
530,Arbeiter::N,arbeider,εργάτης
531,Chef::N,chef,προϊστάμενος
532,Meister::N,meester,μάστορας
533,Meister::N,meester,αρχιτεχνίτης
534,Arzt::N,arts,γιατρός
535,Arzt::N,dokter,γιατρός
536,Lehrer::N,leraar,δάσκαλος
537,Lehrer::N,onderwijzer,δάσκαλος
538,Geld::N,geld,λεφτά
539,Geld::N,geld,χρήματα
540,Geschäft::N,zaak,συναλλαγή
541,Laden::N,winkel,μαγαζί
542,Laden::N,winkel,κατάστημα
543,Preis::N,prijs,τιμή
544,Ware::N,waar,εμπόρευμα
545,Nutzen::N,nut,όφελος
546,Nutzen::N,voordeel,όφελος
547,Reichtum::N,rijkdom,πλούτος
548,Welt::N,wereld,κόσμος
549,Land::N,land,χώρα
550,Staat::N,staat,κράτος
551,Staat::N,staat,πολιτεία
552,König::N,koning,βασιλιάς
553,Macht::N,macht,εξουσία
554,Grenze::N,grens,σύνορα
555,Krieg::N,oorlog,πόλεμος
556,Feind::N,vijand,εχθρός
557,Gewalt::N,geweld,βία
558,Kampf::N,strijd,αγώνας
559,Kampf::N,gevecht,αγώνας
560,Bogen[Waffe]::N,boog,τόξο
561,Pfeil::N,pijl,σαΐτα
562,Gewehr::N,geweer,τουφέκι
563,Fehler::N,fout,λάθος
564,Fehler::N,fout,σφάλμα
565,Lüge::N,leugen,ψέμα
566,Lüge::N,leugen,ψεύδος
567,Schaden::N,schade,ζημία
568,Unglück::N,tegenspoed,δυστυχία
569,Schuld::N,schuld,ενοχή
570,Schuld::N,schuld,φταίξιμο
571,Alter::N,leeftijd,ηλικία
572,Schluss::N,slot,τέλος
573,Zeit::N,tijd,χρόνος
574,Tag::N,dag,μέρα
575,Tag::N,dag,ημέρα
576,Morgen::N,morgen,πρωί
577,Morgen::N,ochtend,πρωί
578,Mittag::N,middag,μεσημέρι
579,Abend::N,avond,βράδυ
580,Nacht::N,nacht,νύχτα
581,Woche::N,week,εβδομάδα
582,Monat::N,maand,μήνας
583,Jahr::N,jaar,έτος
584,Jahr::N,jaar,χρόνος
585,Frühling::N,lente,άνοιξη
586,Frühling::N,voorjaar,άνοιξη
587,Sommer::N,zomer,καλοκαίρι
588,Herbst::N,herfst,φθινόπωρο
589,Winter::N,winter,χειμώνας
590,Januar::N,januari,Ιανουάριος
591,Februar::N,februari,Φεβρουάριος
592,März::N,maart,Μάρτιος
593,April::N,april,Απρίλιος
594,Mai::N,mei,Μάιος
595,Juni::N,juni,Ιούνιος
596,Juli::N,juli,Ιούλιος
597,August::N,augustus,Αύγουστος
598,September::N,september,Σεπτέμβριος
599,Oktober::N,oktober,Οκτώβριος
600,November::N,november,Νοέμβριος
601,Dezember::N,december,Δεκέμβριος
602,Montag::N,maandag,Δευτέρα
603,Dienstag::N,dinsdag,Τρίτη
604,Mittwoch::N,woensdag,Τετάρτη
605,Donnerstag::N,donderdag,Πέμπτη
606,Freitag::N,vrijdag,Παρασκευή
607,Samstag::N,zaterdag,Σάββατο
608,Sonntag::N,zondag,Κυριακή
609,groß::A,groot,μεγάλος
610,klein::A,klein,μικρός
611,lang::A,lang,μακρύς
612,kurz::A,kort,κοντός
613,breit::A,breed,φαρδύς
614,schmal::A,smal,στενός
615,dicht::A,dicht,πυκνός
616,dick[Gegenstand]::A,dik,παχύς
617,dick[Gegenstand]::A,dik,χοντρός
618,dünn::A,dun,ψιλός
619,dünn::A,dun,λεπτός
620,fein::A,fijn,ψιλός
621,fest::A,vast,στερεός
622,flach::A,plat,επίπεδος
623,glatt::A,glad,λείος
624,glatt::A,glad,ομαλός
625,hart::A,hard,σκληρός
626,weich::A,week,μαλακός
627,rund::A,rond,στρογγυλός
628,spitz::A,spits,μυτερός
629,spitz::A,puntig,μυτερός
630,scharf::A,scherp,κοφτερός
631,stumpf::A,stomp,αμβλύς
632,schwer::A,zwaar,βαρύς
633,schön::A,mooi,ωραίος
634,schön::A,mooi,όμορφος
635,schön::A,fraai,ωραίος
636,schön::A,fraai,όμορφος
637,heiß::A,heet,ζεστός
638,warm::A,warm,θερμός
639,kalt::A,koud,κρύος
640,kalt::A,koud,ψυχρός
641,kühl::A,koel,δροσερός
642,frisch::A,fris,νωπός
643,frisch::A,fris,φρέσκος
644,feucht::A,vochtig,υγρός
645,nass::A,nat,βρεγμένος
646,trocken::A,droog,ξηρός
647,trocken::A,droog,στεγνός
648,voll::A,vol,γεμάτος
649,leer::A,leeg,άδειος
650,offen::A,open,ανοιχτός
651,geschlossen::A,gesloten,κλειστός
652,sauber::A,net,καθαρός
653,sauber::A,schoon,καθαρός
654,schmutzig::A,vuil,βρώμικος
655,schmutzig::A,vuil,λερωμένος
656,roh::A,rauw,ωμός
657,reif::A,rijp,ώριμος
658,lecker::A,lekker,νόστιμος
659,süß::A,zoet,γλυκός
660,bitter::A,bitter,πικρός
661,sauer::A,zuur,ξινός
662,hell::A,licht,φωτεινός
663,hell::A,helder,φωτεινός
664,dunkel::A,donker,σκοτεινός
665,schwarz::A,zwart,μαύρος
666,schwarz::A,zwart,μελανός
667,weiß::A,wit,άσπρος
668,rot::A,rood,κόκκινος
669,gelb::A,geel,κίτρινος
670,blau::A,blauw,μπλε
671,blau::A,blauw,γαλανός
672,grün::A,groen,πράσινος
673,grau::A,grijs,γκρίζος
674,bunt::A,bont,ποικιλόχρωπος
675,billig::A,goedkoop,φτηνός
676,teuer::A,duur,ακριβός
677,wertvoll::A,kostbaar,πολύτιμος
678,wertvoll::A,waardevol,πολύτιμος
679,blind::A,blind,τυφλός
680,taub::A,doof,κουφός
681,kräftig::A,krachtig,δυνατός
682,stark::A,sterk,γερός
683,schwach::A,zwak,αδύνατος
684,fett::A,vet,παχύς
685,schlank::A,slank,λεπτός
686,schlank::A,slank,λυγερός
687,hübsch::A,leuk,όμορφος
688,hübsch::A,leuk,χαριτωμένος
689,böse::A,kwaad,κακός
690,dumm::A,dom,κουτός
691,dumm::A,dom,ανόητος
692,faul::A,lui,τεμπέλης
693,fleißig::A,vlijtig,εργατικός
694,geizig::A,gierig,τσιγγούνης
695,klug::A,slim,έξυπνος
696,klug::A,schrander,έξυπνος
697,klug::A,verstandig,έξυπνος
698,geschickt::A,handig,επιδέξιος
699,geschickt::A,vaardig,επιδέξιος
700,lieb::A,lief,φίλος
701,lieb::A,lief,αγαπητός
702,lustig::A,vrolijk,εύθυμος
703,lustig::A,vrolijk,χαρούμενος
704,sanft::A,zacht,ήπιος
705,hungrig::A,hongerig,πεινασμένος
706,krank::A,ziek,άρρωστος
707,nackt::A,naakt,γυμνός
708,traurig::A,treurig,λυπημένος
709,traurig::A,bedroefd,λυπημένος
710,lebendig::A,levend,ζωντανός
711,gut::A,goed,καλός
712,schlecht::A,slecht,κακός
713,richtig::A,juist,σωστός
714,schlimm::A,erg,άσχημος
715,schlimm::A,kwaad,άσχημος
716,wahr::A,waar,αληθής
717,wahr::A,waar,αληθινός
718,alt::A,oud,παλιός
719,neu::A,nieuw,νέος
720,neu::A,nieuw,καινούργιος
721,ehemalig::A,voormalig,παλιός
722,alt[Lebewesen]::A,oud,γέρος
723,jung::A,jong,νέος
724,arm::A,arm,φτωχός
725,reich::A,rijk,πλούσιος
726,bekannt::A,bekend,γνωστός
727,berühmt::A,beroemd,περίφημος
728,berühmt::A,beroemd,ξακουσμένος
729,fremd::A,vreemd,ξένος
730,verschieden::A,verscheiden,διαφορετικός
731,verschieden::A,verschillend,διαφορετικός
732,nah::A,nabij,κοντινός
733,nah::A,nabijgelegen,κοντινός
734,fern::A,ver,μακριά
735,linker::A,linker,αριστερός
736,rechter::A,rechter,δεξιός
737,anderer::A,andere,άλλος
738,erster::A,eerste,πρώτος
739,zweiter::A,tweede,δεύτερος
740,dritter::A,derde,τρίτος
741,letzter::A,laatste,τελευταίος
742,allein::ADV,alleen,μόνος
743,auf einmal::ADV,ineens,εφάπαξ
744,auf einmal::ADV,tegelijk,εφάπαξ
745,zusammen::ADV,samen,μαζί
746,zusammen::ADV,bijeen,μαζί
747,lange::ADV,lang,πολύν καιρό
748,plötzlich::ADV,eensklaps,έξαφνα
749,plötzlich::ADV,plotsklaps,έξαφνα
750,sofort::ADV,terstond,αμέσως
751,sofort::ADV,aanstonds,αμέσως
752,sofort::ADV,onmiddelijk,αμέσως
753,später::ADV,later,αργότερα
