,Concept_ID,cv,az
203,Falle::N,капкӑн,duzaq
204,Schlinge::N,йӑлӑ,ilmək
205,Spur::N,йӗр,iz
206,Asche::N,кӗл,kül
207,Dreck::N,пылчӑк,kir
208,Eisen::N,тимӗр,dəmir
209,Gold::N,ылтӑн,altun
210,Silber::N,кӗмӗл,gümüş
211,Kohle::N,кӑмрӑк,kömür
212,Glas::N,кӗленче,şüşə
213,Lehm::N,тӑм,gil
214,Lehm::N,тӑм,palçıq
215,Sand::N,хӑйӑр,qum
216,Mensch::N,ҫын,adam
217,Mensch::N,ҫын,insan
218,Mensch::N,этем,adam
219,Mensch::N,этем,insan
220,Mann::N,ар,kişi
221,Frau::N,хӗрарӑм,qadın
222,Kind::N,ача,uşaq
223,Junge::N,ача,oğlan
224,Junge::N,ар ҫын ача,oğlan
225,Mädchen::N,хӗр ача,qız
226,Familie::N,ҫемье,ailə
227,Familie::N,кил-йыш,ailə
228,Großvater::N,кукаҫи,baba
229,Großmutter::N,кукамай,nənə
230,Eltern::N,аҫа-ама,valideyn
231,Vater::N,атте,ata
232,Mutter::N,анне,ana
233,Sohn::N,ывӑл,oğul
234,Tochter::N,хӗр,qız
235,Bruder::N,ар тӑван,qardaş
236,Schwester::N,аппа,bacı
237,Schwester::N,йӑмӑк,bacı
238,Onkel::N,мучи,əmi
239,Onkel::N,мучи,dayı
240,Onkel::N,пичче,əmi
241,Onkel::N,пичче,dayı
242,Tante::N,аппа,bibi
243,Ehemann::N,упӑшка,ər
244,Ehefrau::N,арӑм,arvad
245,Freude::N,савӑнӑҫ,nəşə
246,Freude::N,савӑнӑҫ,sevinc
247,Freude::N,хаваслӑх,nəşə
248,Freude::N,хаваслӑх,sevinc
249,Gelächter::N,кулӑ,gülüş
250,Gelächter::N,кулӑ,qəhqəhə
251,Glück::N,телей,səadət
252,Glück::N,телей,xoşbəxtlik
253,Glück::N,ӑраскал,səadət
254,Glück::N,ӑраскал,xoşbəxtlik
255,Kummer::N,хурлӑх,qəm
256,Kummer::N,хурлӑх,kədər
257,Wunsch::N,ӗмӗт,arzu
258,Wunsch::N,кӑмӑл,arzu
259,Lust::N,кӑмӑл,həvəs
260,Geist::N,чун-чӗм,ruh
261,Geist::N,ыр-усал,ruh
262,Geist::N,чун хавалӗ,ruh
263,Gedanke::N,шухӑш,fikir
264,Gedanke::N,шухӑш,düşüncə
265,Gedächtnis::N,ас,xatir
266,Gedächtnis::N,ас,hafizə
267,Verstand::N,ӑс,ağıl
268,Verstand::N,ӑс-тӑн,ağıl
269,Verstand::N,ӑс-хакӑл,ağıl
270,Sinn::N,тупсӑм,məna
271,Sinn::N,пӗлтерӗш,məna
272,Grund::N,сӑлтав,səbəb
273,Wahrheit::N,чӑнлӑх,haqq
274,Wahrheit::N,чӑнлӑх,doğruluq
275,Gespräch::N,калаҫу,söhbət
276,Gespräch::N,калаҫу,qonuşma
277,Märchen::N,юмах,nağıl
278,Erzählung::N,акалав,hekayə
279,Erzählung::N,каласа пани,hekayə
280,Nachricht::N,хыпар,xəbər
281,Neuigkeit::N,ҫӗнӗ хыпар,xəbər
282,Neuigkeit::N,ҫӗнӗ хыпар,yenilik
283,Name::N,ят,ad
284,Rätsel::N,сутмалли юмах,tapmaca
285,Rede::N,сӑмах,nitq
286,Sprache::N,чӗлхе,dil
287,Stimme::N,сасӑ,səs
288,Wort::N,сӑмах,söz
289,Wort::N,сӑмах,kəlmə
290,Zeichen::N,паллӑ,nişan
291,Ruf::N,йыхрав,çığırtı
292,Ruf::N,чӗнӳ,çığırtı
293,Lärm::N,шав,gurultu
294,Laut::N,сасӑ,səs
295,Ton::N,сасӑ,ton
296,Lied::N,юрӑ,mahnı
297,Ruhe::N,канӑҫлӑх,sakitlik
298,Ruhe::N,лӑпкӑлӑх,sakitlik
299,Leute::N,ҫамрӑксем,xalq
300,Leute::N,ҫамрӑк ҫынсем,xalq
301,Volk::N,халӑх,millət
302,Arbeit::N,ӗҫхӗл,iş
303,Arbeit::N,ӗҫхӗл,əmək
304,Arbeit::N,ӗҫлев,iş
305,Arbeit::N,ӗҫлев,əmək
306,Gast::N,хӑна,qonaq
307,Gast::N,хӑна,müsafir
308,Geschenk::N,парне,hədiyyə
309,Geschenk::N,кучченеҫ,hədiyyə
310,Spiel::N,вӑйӑ,oyun
311,Spiel::N,вӑйӑ,tamaşa
312,Gesellschaft::N,общество,cəmiyyet
313,Hilfe::N,пулӑшу,kömək
314,Hilfe::N,пулӑшу,yardım
315,Freund::N,тус,dost
316,Kamerad::N,юлташ,yoldaş
317,Kamerad::N,тус,yoldaş
318,Angelegenheit::N,ӗҫ,iş
319,Anzahl::N,йыш,say
320,Anzahl::N,хисеп,say
321,Art::N,тӗс,çeşid
322,Stück::N,татӑк,dənə
323,Stück::N,татӑк,parça
324,Teil::N,пай,qisim
325,Hälfte::N,ҫурӑ,yarım
326,Kreis::N,ункӑ,dairə
327,Kreis::N,ҫавракӑш,dairə
328,Kreuz::N,хӗрес,xaç
329,Linie::N,йӗр,xətt
330,Strich::N,йӗр,cızıq
331,Abstand::N,хушӑ,məsafə
332,Entfernung::N,хушӑ,məsafə
333,Entfernung::N,хушӑ,uzaqlıq
334,Gegend::N,вырӑн,bölgə
335,Platz::N,хутлӑх,yer
336,Ort::N,вырӑн,yer
337,Seite::N,ен,yan
338,Seite::N,ен,tərəf
339,Seite::N,аяк,yan
340,Seite::N,аяк,tərəf
341,Seite::N,айӑк,yan
342,Seite::N,айӑк,tərəf
343,Mitte::N,варӑ,orta
344,Gegenstand::N,япала,şey
345,Sache::N,япала,şey
346,Rand::N,вӗҫ,kənar
347,Rand::N,хӗрӗ,kənar
348,Rand::N,хӗрри,kənar
349,Kante::N,хайкача,tiyə
350,Kante::N,хайкача,kənar
351,Kante::N,хысак,tiyə
352,Kante::N,хысак,kənar
353,Ecke::N,кӗтес,bucaq
354,Spitze::N,вӗҫ,uc
355,Ende::N,вӗҫ,son
356,Ende::N,вӗҫ,axır
357,Loch::N,шӑтӑк,deşik
358,Winkel::N,кӗтес,guşə
359,Muster::N,эреш,ülgü
360,Größe::N,пысӑкӑш,böyüklük
361,Länge::N,вӑрӑмӑш,uzunluq
362,Höhe::N,ҫӳллӗш,yüksəklik
363,Gewicht::N,виҫе,çəki
364,Gewicht::N,виҫе,ağırlıq
365,Gewicht::N,йывӑрӑш,çəki
366,Gewicht::N,йывӑрӑш,ağırlıq
367,Menge::N,йыш,miqdar
368,Haufen::N,купа,yığın
369,Reihe::N,рет,səf
370,Reihe::N,рет,sıra
371,Boot::N,кимӗ,qayıq
372,Ruder::N,кӗсмен,kürək
373,Schlitten::N,ҫуна,kirşə
374,Ski::N,йӗлтӗр,xizək
375,Lagerfeuer::N,вут,düşərgə tonqalı
376,Lagerfeuer::N,кӑвайт,düşərgə tonqalı
377,Last::N,сулмаклӑх,yük
378,Last::N,йывӑр япала,yük
379,Gang::N,куҫӑм,yeriş
380,Schritt::N,утӑм,addım
381,Schritt::N,пусӑм,addım
382,Norden::N,ҫурҫӗр,şimal
383,Süden::N,кӑнтӑр,cənub
384,Westen::N,анӑҫ,qərb
385,Westen::N,хӗвел анӑҫ,qərb
386,Osten::N,хӗвел тухӑҫ,şərq
387,Holz::N,йывӑҫ,ağac
388,Holz::N,йывӑҫ,taxta
389,Brett::N,хӑма,taxta
390,Platte::N,плита,lövhə
391,Stütze::N,ура,dayaq
392,Stütze::N,ура,dəstək
393,Stange::N,шерте,şüvül
394,Stock::N,патак,dəyənək
395,Stab::N,шӑчӑ,əsa
396,Stab::N,шӑчӑ,şüvül
397,Rohr::N,пӑрӑх,boru
398,Rohr::N,пӑрӑх,truba
399,Haus::N,ҫурт,ev
400,Heim::N,кил,ev
401,Ofen::N,кӑмака,peç
402,Ofen::N,кӑмака,soba
403,Fußboden::N,урай,döşəmə
404,Tisch::N,сӗтел,masa
405,Stuhl::N,пукан,stul
406,Wiege::N,сӑпка,beşik
407,Bett::N,кравать,yataq
408,Regal::N,ҫӳлӗк,rəf
409,Regal::N,сентре,rəf
410,Kiste::N,ещӗк,yeşik
411,Kiste::N,ещӗк,sandıq
412,Kiste::N,сунтӑх,yeşik
413,Kiste::N,сунтӑх,sandıq
414,Fenster::N,чӳрече,pəncərə
415,Tür::N,алӑк,qapı
416,Tor::N,хапха,darvaza
417,Zaun::N,хӳме,çəpər
418,Dach::N,тӑрӑ,dam
419,Leiter::N,пусма,nərdivan
420,Besen::N,шӑпӑр,süpürgə
421,Spaten::N,кӗреҫе,kürək
422,Schaufel::N,кӗреҫе,kürək
423,Gabel::N,вилка,çəngəl
424,Löffel::N,кашӑк,qaşıq
425,Messer::N,ҫӗҫӗ,bıçaq
426,Nagel::N,пӑта,mıx
427,Netz::N,тетел,tor
428,Haken::N,йӑрхах,çəngəl
429,Haken::N,ҫекӗл,çəngəl
430,Griff::N,хӑлӑп,qulp
431,Griff::N,хӑлӑп,tutacaq
432,Schloss::N,ҫӑра,qıfıl
433,Bild::N,сӑн,rəsm
434,Bild::N,сӑнлӑх,rəsm
435,Bild::N,картина,rəsm
436,Figur::N,кӗлетке,şəkil
437,Figur::N,кӗлетке,heykəl
438,Puppe::N,пукане,kukla
439,Puppe::N,пукане,gəlincik
440,Beutel::N,михӗ,kisə
441,Beutel::N,михӗ,torba
442,Bündel::N,ҫыхӑ,bağlama
443,Bündel::N,тӗрке,bağlama
444,Tasche::N,сумка,çanta
445,Eimer::N,витре,vedrə
446,Eimer::N,витре,çəllək
447,Deckel::N,хупӑ,qapaq
448,Geschirr::N,савӑт-сапа,qab-qazan
449,Sack::N,михӗ,çuval
450,Tasse::N,курка,fincan
451,Topf::N,кастрюль,qazan
452,Kessel::N,хуран,qazan
453,Essen::N,апат,yemək
454,Nahrung::N,апат-ҫимӗс,qida
455,Speise::N,апат,xörək
456,Speise::N,ҫимӗҫ,xörək
457,Fleisch::N,аш,ət
458,Fleisch::N,какай,ət
459,Getreide::N,тырӑ,taxıl
460,Brei::N,пӑтӑ,aş
461,Brei::N,пӑтӑ,sıyıq
462,Brot::N,ҫӑкӑр,çörək
463,Scheibe::N,чӗлӗ,dilim
464,Scheibe::N,касӑк,dilim
465,Fett::N,ҫу,yağ
466,Butter::N,ҫу,kərə yağı
467,Öl::N,ҫу,yağ
468,Salz::N,тӑвар,duz
469,Suppe::N,яшка,şorba
470,Honig::N,пыл,bal
471,Milch::N,сӗт,süd
472,Tee::N,чей,çay
473,Leder::N,сӑран,dəri
474,Wolle::N,ҫӑм,yun
475,Stoff::N,тӗртӗм,qumaş
476,Nadel::N,йӗп,iynə
477,Faden::N,ҫип,sap
478,Knopf::N,тӳме,düymə
479,Knoten::N,йӑлӑ,düyün
480,Farbe::N,сӑрӑ,boya
481,Kleidung::N,тум,geyim
482,Kleidung::N,ҫипуҫ,geyim
483,Kleidung::N,тум-тир,geyim
484,Hemd::N,кӗпе,köynək
485,Kragen::N,ҫуха,yaxa
486,Ärmel::N,ҫанӑ,qol
487,Hose::N,шӑлавар,şalvar
488,Gürtel::N,пиҫиххи,kəmər
489,Mütze::N,ҫӗлӗк,şapka
490,Schuh::N,пушмак,tufli
491,Schuh::N,пушмак,ayaqqabı
492,Schuh::N,ботинок,tufli
493,Schuh::N,ботинок,ayaqqabı
494,Stiefel::N,атӑ,çəkmə
495,Ring::N,ҫӗрӗ,üzük
496,Band::N,хаю,lent
497,Band::N,йӗсме,lent
498,Kamm::N,тура,daraq
499,Spiegel::N,тӗкӗр,güzgü
500,Spiegel::N,куҫ кӗски,güzgü
501,Riemen::N,чӗн,qayış
502,Schnur::N,кантра,ip
503,Leine::N,касмӑк,kəmsik
504,Decke::N,утиял,ədyal
505,Decke::N,утиял,yorğan
506,Kissen::N,ҫытар,yastıq
507,Kissen::N,минтер,yastıq
508,Tuch::N,тутӑр,şarf
509,Tuch::N,тутӑр,kaşne
510,Handtuch::N,ал шӑлли,dəsmal
511,Kraft::N,вӑй,güc
512,Kraft::N,хӑват,güc
513,Stärke::N,хал,qüvvət
514,Stärke::N,хӑват,qüvvət
515,Gesundheit::N,хал,sağlamlıq
516,Gesundheit::N,сывлӑх,sağlamlıq
517,Krankheit::N,чир,xəstəlik
518,Schmerz::N,ырату,ağrı
519,Schmerz::N,ырату,sancı
520,Wunde::N,суран,yara
521,Fieber::N,сив чир,isitmə
522,Fieber::N,сив чир,qızdırma
523,Arznei::N,эмел,ilaç
524,Arznei::N,эмел,dərman
525,Brücke::N,кӗпер,körpü
526,Brunnen::N,ҫӑл,quyu
527,Brunnen::N,пусӑ,quyu
528,Weide::N,ҫаран,otlaq
529,Pfad::N,йӗр,cığır
530,Pfad::N,сукмак,cığır
531,Weg::N,ҫул,yol
532,Weg::N,ҫул-йӗр,yol
533,Straße::N,ҫӳрев,küçə
534,Straße::N,ҫул ҫӳрени,küçə
535,Dorf::N,ял,kənd
536,Stadt::N,хула,şəhər
537,Brief::N,ҫыру,məktub
538,Buch::N,кӗнеке,kitab
539,Buchstabe::N,сас палли,hərf
540,Zeitung::N,хаҫат,qəzet
541,Leben::N,пурнӑҫ,həyat
542,Tod::N,вилӗм,ölüm
543,Grab::N,масар шӑтӑкӗ,qəbir
544,Kirche::N,чиркӳ,kilsə
545,Sünde::N,ҫылӑх,günah
546,Gott::N,турӑ,tanrı
547,Arbeiter::N,рабочи,işçi
548,Chef::N,пуҫлӑх,şef
549,Chef::N,пуҫлӑх,rəis
550,Meister::N,ӑста,usta
551,Meister::N,мастер,usta
552,Arzt::N,врач,həkim
553,Arzt::N,врач,doktor
554,Arzt::N,тухтӑр,həkim
555,Arzt::N,тухтӑр,doktor
556,Lehrer::N,учитель,müəllim
557,Lehrer::N,вӗрентекен,müəllim
558,Geld::N,укҫа,pul
559,Geschäft::N,бизнес,ticarət
560,Laden::N,магазин,dükan
561,Preis::N,хак,qiymət
562,Ware::N,тавар,mal
563,Nutzen::N,пайта,fayda
564,Reichtum::N,мул,zənginlik
565,Welt::N,тӗнче,aləm
566,Welt::N,тӗнче,dünya
567,Land::N,ҫӗр-шыв,ölkə
568,Staat::N,патшàлӑх,dövlət
569,König::N,король,kral
570,König::N,король,məlik
571,Macht::N,власть,qüdrət
572,Grenze::N,чикӗ,hüdud
573,Grenze::N,чикӗ,sərhət
574,Krieg::N,вӑрҫӑ,hərb
575,Krieg::N,вӑрҫӑ,müharibə
576,Feind::N,тӑшман,düşmən
577,Gewalt::N,ирӗксӗрлӳ,cəbr
578,Kampf::N,кӗрешӳ,savaş
579,Bogen[Waffe]::N,ухӑ,yay
580,Pfeil::N,ҫӗмрен,ox
581,Pfeil::N,ухӑ йӗппи,ox
582,Gewehr::N,пӑшал,tüfəng
583,Fehler::N,йӑнӑш,xəta
584,Lüge::N,суя,yalan
585,Lüge::N,ултав,yalan
586,Schaden::N,сиен,ziyan
587,Unglück::N,шар,bəla
588,Unglück::N,инкек,bəla
589,Schuld::N,айӑп,təqsir
590,Alter::N,ҫул шучӗ,yaş
591,Schluss::N,пӗтни,son
592,Schluss::N,пӗтмӗш,son
593,Zeit::N,вӑхӑт,vaxt
594,Zeit::N,вӑхӑт,zaman
595,Tag::N,кун,gün
596,Morgen::N,ир,sabah
597,Mittag::N,кӑнтӑрла,günorta
598,Abend::N,каҫ,axşam
599,Nacht::N,каҫ,gecə
600,Woche::N,эрне,həftə
601,Monat::N,уйӑх,ay
602,Jahr::N,ҫулталӑк,il
603,Frühling::N,ҫур,yaz
604,Frühling::N,ҫур,bahar
605,Frühling::N,ҫуркунне,yaz
606,Frühling::N,ҫуркунне,bahar
607,Sommer::N,ҫу,yay
608,Sommer::N,ҫулла,yay
609,Herbst::N,кӗр,payız
610,Herbst::N,кӗркунне,payız
611,Winter::N,хӗл,qış
612,Winter::N,хӗлле,qış
613,Januar::N,январь,Janvar
614,Februar::N,февраль,Fevral
615,Februar::N,кӗҫӗн кӑрлач,Fevral
616,März::N,март,Mart
617,März::N,пуш уйӑхӗ,Mart
618,April::N,апрель,Aprel
619,Mai::N,май,May
620,Juni::N,июнь,İyun
621,Juli::N,июль,İyul
622,August::N,август,Avqust
623,September::N,сентябрь,Sentyabr
624,September::N,авӑн уйӑхӗ,Sentyabr
625,Oktober::N,октябрь,Oktyabr
626,November::N,ноябрь,Noyabr
627,Dezember::N,раштав,Dekabr
628,Dezember::N,декабрь,Dekabr
629,Montag::N,тунти кун,bazar ertəsi
630,Dienstag::N,ытлари кун,çərşənbə axşamı
631,Mittwoch::N,юн кун,çərşənbə
632,Donnerstag::N,кӗҫнерни кун,cüme axşamı
633,Freitag::N,эрне кун,cüme
634,Samstag::N,шӑмат кун,şənbə
635,Sonntag::N,вырсарни кун,bazar
636,groß::A,пысӑк,böyük
637,klein::A,пӗчӗк,kiçik
638,lang::A,вӑрӑм,uzun
639,kurz::A,кӗске,qısa
640,breit::A,сарлака,enli
641,breit::A,сарлака,geniş
642,schmal::A,ансӑр,dar
643,dicht::A,йӑвӑ,sıx
644,dick[Gegenstand]::A,хулӑн,qalın
645,dünn::A,ҫинҫе,nazik
646,dünn::A,ҫӳхе,nazik
647,fein::A,тарай,incə
648,fein::A,вӗлтӗрти,incə
649,fest::A,тӗреклӗ,bərk
650,fest::A,тӗреклӗ,möhkəm
651,flach::A,лаптак,düz
652,glatt::A,такӑр,hamar
653,hart::A,хытӑ,sərt
654,weich::A,ҫемҫе,yumşaq
655,rund::A,ҫавра,yuvarlaq
656,spitz::A,шӗвӗр,uclu
657,spitz::A,шӗвӗр,sivri
658,scharf::A,ҫивӗч,kəskin
659,stumpf::A,мӑка,küt
660,stumpf::A,пуклак,küt
661,stumpf::A,тӗрӗнчӗк,küt
662,stumpf::A,ӑнкарусӑр,küt
663,schwer::A,йывӑр,ağır
664,schön::A,илемлӗ,gözəl
665,schön::A,илемлӗ,gəşəng
666,heiß::A,вӗри,isti
667,warm::A,ӑшӑ,ilıq
668,kalt::A,сивӗ,soyuq
669,kühl::A,уҫӑ,sərin
670,frisch::A,уҫӑ,təzə
671,feucht::A,йӗпе,nəm
672,nass::A,нӳрӗ,yaş
673,trocken::A,типӗ,quru
674,voll::A,тулли,dolu
675,leer::A,пушӑ,boş
676,offen::A,уҫӑ,açıq
677,geschlossen::A,хупӑ,qapalı
678,sauber::A,таса,təmiz
679,schmutzig::A,пылчӑклӑ,kirli
680,schmutzig::A,вараланчӑк,kirli
681,roh::A,чӗрӗ,çiy
682,reif::A,пулнӑ,yetişmiş
683,reif::A,пиҫӗхнӗ,yetişmiş
684,reif::A,аталаннӑ,yetişmiş
685,reif::A,пиҫсе ҫитнӗ,yetişmiş
686,lecker::A,тутлӑ,dadlı
687,lecker::A,тутлӑ,ləzzətli
688,lecker::A,техӗмлӗ,dadlı
689,lecker::A,техӗмлӗ,ləzzətli
690,süß::A,пылак,şirin
691,bitter::A,йӳҫӗ,acı
692,sauer::A,йӳҫӗ,turş
693,sauer::A,йӳҫек,turş
694,sauer::A,кӑвасак,turş
695,hell::A,ҫутӑ,aydın
696,dunkel::A,тӗттӗм,qaranlıq
697,schwarz::A,хура,qara
698,weiß::A,шурӑ,ağ
699,rot::A,хӗрлӗ,qırmızı
700,gelb::A,сарӑ,sarı
701,blau::A,кӑвак,göy
702,blau::A,кӑвак,mavi
703,grün::A,симӗс,yaşıl
704,grün::A,пиҫмен,yaşıl
705,grün::A,ӑс пухман,yaşıl
706,grau::A,кӑвак,boz
707,bunt::A,чӑпар,əlvan
708,bunt::A,чӑпар,rəngli
709,billig::A,йӳнӗ,ucuz
710,teuer::A,хаклӑ,bahalı
711,wertvoll::A,паха,qiymətli
712,blind::A,суккӑр,kor
713,taub::A,хӑлхасӑр,kar
714,kräftig::A,хӑватлӑ,güclü
715,stark::A,вирлӗ,qüvvətli
716,schwach::A,халсӑр,zəif
717,schwach::A,халсӑр,gücsüz
718,fett::A,самӑр,şişman
