,Concept_ID,kl,tt
100,Raureif::N,kaneq,сыкы
101,Regenbogen::N,neriusaaq,салават күпере
102,Donner::N,kalleq,күкрәү
103,Tropfen::N,kuseriarneq,тамчы
104,Schaum::N,qapuk,күбек
105,Schmutz::N,minguk,пычрак
106,See::N,taseq,күл
107,Sumpf::N,maqulluk,саз
108,Wiese::N,masarsuk,болын
109,Hügel::N,qattuneq,калку
110,Hügel::N,majuariaq,калку
111,Hügel::N,majorajaaq,калку
112,Hügel::N,qaqqannguaq,калку
113,Berg::N,qaqqaq,тау
114,Höhle::N,qaarusuk,мәгарә
115,Abhang::N,ippik,кабырга
116,Abhang::N,sivinganeq,кабырга
117,Abhang::N,sivingajaaq,кабырга
118,Abhang::N,kussangajaaq,кабырга
119,Bach::N,kuunnguaq,елга
120,Fluss::N,kuuk,дәрья
121,Ufer::N,sissap sinaa,су кырые
122,Küste::N,sineriak,яр буе
123,Meer::N,imaq,диңгез
124,Bucht::N,ikeq,бухта
125,Bucht::N,ikeq,култык
126,Bucht::N,kangerluk,бухта
127,Bucht::N,kangerluk,култык
128,Bucht::N,kangerliumaneq,бухта
129,Bucht::N,kangerliumaneq,култык
130,Insel::N,qeqertaq,атау
131,Insel::N,qeqertaq,утрау
132,Blume::N,naasoq,чәчкә
133,Gras::N,ivigaq,үлән
134,Wurzel::N,niulutaq,тамыр
135,Baum::N,orpik,агач
136,Stamm::N,kanaartaq,кәүсә
137,Rinde::N,ameraq,кабык
138,Ast::N,avalequt,ботак
139,Zweig::N,avalequt,ботак
140,Zweig::N,avalequt,тармак
141,Blatt::N,pilutaq,яфрак
142,Birke::N,patitsit,каен
143,Weide[Baum]::N,palleq,тал
144,Tanne::N,orsuerneq,чыршы
145,Horn::N,nassuk,мөгез
146,Feder::N,suluk,йон
147,Fell::N,ameq,тире
148,Flügel::N,suluk,канат
149,Flügel::N,isaroq,канат
150,Klaue::N,kukik,тырнак
151,Kralle::N,kukik,тырнак
152,Schwanz::N,pamioq,койрык
153,Schwanz::N,paperuusaq,койрык
154,Ei::N,mannik,күкәй
155,Ei::N,mannik,йомырка
156,Nest::N,ullut,оя
157,Bau::N,ini,өн
158,Tier::N,uumasoq,хайван
159,Herde::N,unguukkat,көтү
160,Kuh::N,ussik,сыер
161,Bulle::N,angukulak,үгез
162,Bulle::N,anguteralak,үгез
163,Bulle::N,angutikulooq,үгез
164,Schaf::N,sava,сарык
165,Schwein::N,puuluki,дуңгыз
166,Hund::N,qimmeq,эт
167,Katze::N,puisaaq,песи
168,Bär::N,allaq,аю
169,Eichhörnchen::N,sissinnguaq,тиен
170,Fuchs::N,terianniaq,төлке
171,Hase::N,ukaleq,куян
172,Maus::N,teriannguaq,тычкан
173,Wolf::N,amaroq,бүре
174,Vogel::N,timmiaq,кош
175,Huhn::N,kukkukooq,тавык
176,Huhn::N,marloraaqaaq,тавык
177,Hahn::N,kiasiusaq,әтәч
178,Gans::N,nerleq,каз
179,Adler::N,nattoralik,каракош
180,Eule::N,uppik,ябалак
181,Kranich::N,qorlorfik,торна
182,Krähe::N,tuluatsiaq,карга
183,Kuckuck::N,kukkooq,күке
184,Kuckuck::N,kukkooq,кәккүк
185,Schwan::N,qussuk,аккош
186,Fisch::N,aalisagaq,балык
187,Schlange[Tier]::N,pulateriarsuk,елан
188,Schlange[Tier]::N,pulateriaarsuk,елан
189,Spinne::N,aasiaq,үрмәкүч
190,Spinne::N,nissavaarsuk,үрмәкүч
191,Ameise::N,uniaaluk,кырмыска
192,Laus::N,kumak,бет
193,Mücke::N,ippernaq,черки
194,Mücke::N,ippernaq,озынборын
195,Fliege::N,ippernaq,чебен
196,Schmetterling::N,paluaq,күбәләк
197,Schmetterling::N,pakkaluaq,күбәләк
198,Schmetterling::N,utsuppaluaq,күбәләк
199,Schmetterling::N,taqaleqisaaq,күбәләк
200,Beere::N,paarmaq,җиләк
201,Beere::N,paarngaq,җиләк
202,Apfel::N,iipili,алма
203,Pilz::N,anngiusaq,гөмбә
204,Zwiebel::N,uanitsoq,суган
205,Zwiebel::N,uanitsoq,суганбаш
206,Saat::N,naatsiiassaq,орлык
207,Korn::N,maannineq,иген
208,Korn::N,maannineq,орлык
209,Schale::N,niutsivik,кабык
210,Schale::N,ilulissaq qaartussaq,кабык
211,Grube::N,itersaq,баз
212,Grube::N,itersaq,чокыр
213,Falle::N,pualavoq,тозак
214,Falle::N,pualavoq,капкын
215,Schlinge::N,orseq,элмәк
216,Schlinge::N,norloq,элмәк
217,Spur::N,tumaa,эз
218,Asche::N,arsat,көл
219,Dreck::N,minguk,пычрак
220,Eisen::N,savimineq,тимер
221,Eisen::N,saffiugassaq,тимер
222,Gold::N,kuulti,алтын
223,Silber::N,siilviuvoq,көмеш
224,Kohle::N,aamarsuit aamaruutissat,күмер
225,Glas::N,igalaaq,пыяла
226,Glas::N,imertarfik,пыяла
227,Glas::N,igalaamineq,пыяла
228,Lehm::N,marraq,балчык
229,Sand::N,sioqqat,ком
230,Mensch::N,inuk,адәм
231,Mensch::N,inuk,инсан
232,Mensch::N,silamiu,адәм
233,Mensch::N,silamiu,инсан
234,Mann::N,angut,ир
235,Frau::N,arnaq,хатын
236,Kind::N,meeraq,бала
237,Junge::N,nukappiaraq,малай
238,Mädchen::N,arnannguaq,кыз
239,Familie::N,ilaqutakka,гаилә
240,Familie::N,ilaqutariit,гаилә
241,Großvater::N,aatak,бабай
242,Großmutter::N,aanaq,әби
243,Eltern::N,angajoqqaat,ата-ана
244,Vater::N,ataata,ата
245,Vater::N,ataataq,ата
246,Mutter::N,anaana,ана
247,Sohn::N,erneq,ул
248,Tochter::N,panik,кыз
249,Bruder::N,ani,кардәш
250,Bruder::N,aqqaluk,кардәш
251,Bruder::N,qatanngut,кардәш
252,Schwester::N,naja,апа
253,Schwester::N,naja,сеңел
254,Schwester::N,aleqa,апа
255,Schwester::N,aleqa,сеңел
256,Schwester::N,qatanngut,апа
257,Schwester::N,qatanngut,сеңел
258,Onkel::N,akkak,дәдә
259,Onkel::N,akkak,дәдәй
260,Tante::N,aja,түти
261,Tante::N,aja,тәтәй
262,Tante::N,ajak,түти
263,Tante::N,ajak,тәтәй
264,Tante::N,atsak,түти
265,Tante::N,atsak,тәтәй
266,Ehemann::N,ui,ир
267,Ehefrau::N,nuliaq,хатын
268,Freude::N,tipaatsussuseq,сөенеч
269,Gelächter::N,illaq,көлү
270,Gelächter::N,illaq,көлеш
271,Glück::N,usornaat,бәхет
272,Glück::N,usornarsuseq,бәхет
273,Wunsch::N,kissaat,теләк
274,Lust::N,illigussuseq,теләк
275,Lust::N,illigussuseq,теләү
276,Lust::N,piummaseq,теләк
277,Lust::N,piummaseq,теләү
278,Geist::N,anerneq,рух
279,Geist::N,toornaq,рух
280,Gedanke::N,isumassaq,уй
281,Gedanke::N,isumassaq,фикер
282,Gedächtnis::N,eqqaamannissuseq,хәтер
283,Verstand::N,isuma,акыл
284,Verstand::N,sianissut,акыл
285,Verstand::N,misigissut,акыл
286,Verstand::N,sianissuseq,акыл
287,Verstand::N,silaqassuseq,акыл
288,Sinn::N,isuma,мәгънә
289,Grund::N,patsit,сәбәп
290,Wahrheit::N,sallusuissut,хак
291,Märchen::N,oqalualaarut,әкият
292,Märchen::N,oqaluasaaq,әкият
293,Erzählung::N,oqaluttuaq,хикәя
294,Nachricht::N,oqaassut,хәбәр
295,Nachricht::N,oqqersuut,хәбәр
296,Neuigkeit::N,tusarnartaq,яңалык
297,Name::N,ateq,исем
298,Rätsel::N,nalorsitsaarut,табышмак
299,Rede::N,oqaluuseq,нотык
300,Sprache::N,oqaatsit,тел
301,Stimme::N,erinaq,тавыш
302,Stimme::N,qarluuseq,тавыш
303,Wort::N,oqaasii,сүз
304,Zeichen::N,nalunaaqqut,ишарә
305,Ruf::N,qaaqqussut,дәшү
306,Lärm::N,perpaluk,шау
307,Laut::N,torsukattak,аваз
308,Ton::N,erinaq,шалтырату
309,Lied::N,taalliaq,җыр
310,Lied::N,erinarsuut,җыр
311,Ruhe::N,qatsunganeq,тынлык
312,Leute::N,inuiak,халык
313,Leute::N,inuiaqatigiit,халык
314,Volk::N,inuiaat,халык
315,Arbeit::N,suliaq,эш
316,Arbeit::N,suliaq,хезмәт
317,Gast::N,qaaqqusaq,кунак
318,Geschenk::N,pajugut,бүләк
319,Hilfe::N,annertoqqut,ярдәм
320,Hilfe::N,annertoqqut,булышлык
321,Freund::N,tiliaq,дус
322,Freund::N,ikinngut,дус
323,Kamerad::N,tiliaq,иптәш
324,Kamerad::N,ikinngut,иптәш
325,Art::N,ileqquuseq,төр
326,Stück::N,nakkaalaniku,кисәк
327,Teil::N,tassiaasat,өлеш
328,Hälfte::N,affaq,ярым
329,Kreis::N,kaajaluinneq or kaajaluitsoq,түгәрәк
330,Kreuz::N,sanningasulik,хач
331,Kreuz::N,sanningasulik,тәре
332,Linie::N,tittaq,сызык
333,Linie::N,titarneq,сызык
334,Abstand::N,aku,ара
335,Abstand::N,ikiaq,ара
336,Entfernung::N,asi,ераклык
337,Gegend::N,nuna,урын
338,Platz::N,ini,бушлык
339,Platz::N,inissaq,бушлык
340,Ort::N,sumiiffik,урын
341,Seite::N,saneraq,як
342,Mitte::N,qiteq,урта
343,Sache::N,pigisaq,нәрсә
344,Rand::N,sini,чит
345,Rand::N,akerfineq,чит
346,Kante::N,akerfineq,кырый
347,Ecke::N,teqeqqoq,почмак
348,Ecke::N,tikeqqoq,почмак
349,Spitze::N,inngik,оч
350,Ende::N,isu,азак
351,Loch::N,putu,тишек
352,Winkel::N,teqeqqorissaat,почмак
353,Muster::N,ilisserut,парча
354,Größe::N,angissuseq,зурлык
355,Länge::N,takissuseq,озынлык
356,Gewicht::N,oqimaalutaq,авырлык
357,Menge::N,amerlassuseq,микъдар
358,Haufen::N,eqimattat,өем
359,Reihe::N,allunaasaq,рәт
360,Boot::N,qajaq,каек
361,Boot::N,qajaq,көймә
362,Boot::N,angallat,каек
363,Boot::N,angallat,көймә
364,Boot::N,umiatsiaq,каек
365,Boot::N,umiatsiaq,көймә
366,Ruder::N,iput,ишкәк
367,Schlitten::N,qamutit,чана
368,Schlitten::N,qimusseq,чана
369,Ski::N,ataarut,чаңгы
370,Last::N,nammagaq,йөк
371,Schritt::N,allorneq,адым
372,Norden::N,avannaq,төньяк
373,Süden::N,qava,көньяк
374,Süden::N,kujat,көньяк
375,Süden::N,kujataa,көньяк
376,Westen::N,kitaa,көнбатыш
377,Osten::N,kangi,шәрык
378,Osten::N,kangi,көнчыгыш
379,Holz::N,qisuk,агач
380,Brett::N,salliligaq,такта
381,Platte::N,qaateq,плитә
382,Stütze::N,ajagutaq,таяу
383,Stütze::N,ajaagutaq,таяу
384,Stange::N,kaaviffik,колга
385,Stock::N,ajaappissat,таяк
386,Stab::N,ajaappissat,таяк
387,Rohr::N,sullulik,торба
388,Haus::N,illu,өй
389,Haus::N,illu,йорт
390,Ofen::N,kissarsuut,мич
391,Fußboden::N,nateq,идән
392,Tisch::N,allattarfik,өстәл
393,Stuhl::N,issiavik,утыргыч
394,Stuhl::N,issiaffik,утыргыч
395,Wiege::N,uaasoq,бишек
396,Bett::N,nallavik,ятак
397,Bett::N,nallavik,урын-җир
398,Regal::N,ilisivik,киштә
399,Regal::N,ilisivik,шүрлек
400,Kiste::N,sakissat,әрҗә
401,Kiste::N,illerfiusaq,әрҗә
402,Fenster::N,aki,тәрәзә
403,Fenster::N,igalaaq,тәрәзә
404,Tür::N,matu,ишек
405,Tor::N,isaaffik,капка
406,Zaun::N,saputit,койма
407,Dach::N,qaliaq,түбә
408,Leiter::N,tummeqqat,баскыч
409,Leiter::N,majuartarfiit,баскыч
410,Besen::N,saligutit,себерке
411,Spaten::N,nivaataq,көрәк
412,Schaufel::N,nivaataq,көрәк
413,Gabel::N,qilluaq,чәннечке
414,Gabel::N,ajassaatit,чәннечке
415,Löffel::N,alussaat,кашык
416,Messer::N,savik,пычак
417,Nagel::N,kukik,кадак
418,Netz::N,anguffaseq,челтәр
419,Haken::N,nissik,ыргак
420,Haken::N,qarsorsaq,ыргак
421,Haken::N,qarsorsartoq,ыргак
422,Griff::N,ipi,тотка
423,Schloss::N,illussaarsuaq,йозак
424,Bild::N,assiliaq,рәсем
425,Bild::N,assiliaq,картина
426,Figur::N,kisitsit,сын
427,Figur::N,kisitsit,фигура
428,Puppe::N,inuusaq,курчак
429,Bündel::N,qilertaq,бәйләм
430,Tasche::N,pooqattaq,букча
431,Deckel::N,matu,капкач
432,Geschirr::N,anut,савыт-саба
433,Geschirr::N,anut,кашык-аяк
434,Tasse::N,tiitorfik,чынаяк
435,Tasse::N,tiitorfiup ilorlia,чынаяк
436,Topf::N,qoqqoq,чүлмәк
437,Kessel::N,uunnaavik,казан
438,Essen::N,igaaq,ашау
439,Nahrung::N,neqissaq,азык
440,Nahrung::N,neqissaq,тәгам
441,Nahrung::N,neqissaq,ашамлык
442,Speise::N,nerisassat,ризык
443,Fleisch::N,neqi,ит
444,Getreide::N,maannineq,ашлык
445,Brot::N,iffit,ипи
446,Brot::N,iffit,икмәк
447,Brot::N,iffiaq,ипи
448,Brot::N,iffiaq,икмәк
449,Scheibe::N,igalaassiaq,телем
450,Fett::N,tarnutissaq,май
451,Fett::N,tarnutissiaq,май
452,Butter::N,punneq,май
453,Öl::N,uulia,май
454,Salz::N,taratsut,тоз
455,Suppe::N,qajoq,шулпа
456,Honig::N,tungusunnitsuut,бал
457,Milch::N,immuk,сөт
458,Tee::N,tii,чәй
459,Tee::N,teeq,чәй
460,Wolle::N,nuersagassiaq,йон
461,Stoff::N,milliaq,тукыма
462,Stoff::N,qarlissiaq,тукыма
463,Nadel::N,meqqut,энә
464,Faden::N,ujalussiaq,җеп
465,Knopf::N,attat,төймә
466,Knoten::N,akeroq,төен
467,Knoten::N,qilerneq,төен
468,Farbe::N,qalipaat,буяу
469,Kleidung::N,atisat,кием
470,Kleidung::N,annoraaq,кием
471,Hemd::N,ilupaaq,күлмәк
472,Kragen::N,qungasiinnaq,яка
473,Ärmel::N,aaq,җиң
474,Hose::N,qarliit,чалбар
475,Gürtel::N,qiterut,билбау
476,Gürtel::N,unngersaq,билбау
477,Mütze::N,nasaq,бүрек
478,Schuh::N,skuu,башмак
479,Schuh::N,ikernuk,башмак
480,Schuh::N,ateraasaq,башмак
481,Stiefel::N,kamik,итек
482,Ring::N,assammiu,балдак
483,Band::N,qilerutissiaq,тасма
484,Kamm::N,illaagutit,тарак
485,Kamm::N,illaajaatit pl.,тарак
486,Spiegel::N,tarrarsuut,көзге
487,Riemen::N,allunaaq,каеш
488,Schnur::N,kujaaq,бау
489,Schnur::N,allunaasaq,бау
490,Leine::N,aleq,тезген
491,Decke::N,qipik,юрган
492,Kissen::N,akit,мендәр
493,Tuch::N,qarlissiaq,яулык
494,Handtuch::N,allarut,сөлгә
495,Handtuch::N,allarterut,сөлгә
496,Kraft::N,pissak,егәр
497,Kraft::N,pissak,дәрман
498,Stärke::N,qerattarsaat,көч
499,Stärke::N,qerattarsaat,дәрман
500,Gesundheit::N,peqqisusseq,саулык
501,Krankheit::N,nappaat,чир
502,Krankheit::N,nappaat,хаста
503,Krankheit::N,nappaat,сырхау
504,Schmerz::N,anniaat,авырту
505,Wunde::N,iki,яра
506,Wunde::N,iki,җәрәхәт
507,Fieber::N,nappaat qanimanartoq,бизгәк
508,Arznei::N,imigassaq,дару
509,Brücke::N,ikaartarfik,күпер
510,Brunnen::N,tissaluttuliaq,кое
511,Weide::N,masarsuk,утлавык
512,Pfad::N,aqqut,сукмак
513,Weg::N,aggerfik,юл
514,Straße::N,aqqusineq,урам
515,Dorf::N,nunaqarfik,авыл
516,Stadt::N,illorpaat,шәһәр
517,Stadt::N,illorpalik,шәһәр
518,Brief::N,allagarsiaq,хат
519,Buch::N,atuakkat,китап
520,Buch::N,mappersagaq,китап
521,Buchstabe::N,naqinneq,хәреф
522,Zeitung::N,aviisi,газет
523,Zeitung::N,aviisi,газета
524,Leben::N,inuussuseq,гомер
525,Leben::N,inuussuseq,тормыш
526,Leben::N,inuussuseq,тереклек
527,Tod::N,toqu,үлем
528,Tod::N,toquneq,үлем
529,Grab::N,iliveq,гүр
530,Grab::N,iliveq,кабер
531,Grab::N,illissat,гүр
532,Grab::N,illissat,кабер
533,Kirche::N,oqaluffik,чиркәү
534,Sünde::N,ajorti,язык
535,Sünde::N,ajorti,гөнаһ
536,Arbeiter::N,sulisoq,эшче
537,Chef::N,ittoqut,башлык
538,Meister::N,naalagaq,оста
539,Arzt::N,katsorsaasoq,врач
540,Arzt::N,katsorsaasoq,табиб
541,Lehrer::N,ilinniartitsisoq,укытучы
542,Lehrer::N,ilinniartitsisoq,мөгаллим
543,Geld::N,aningaasat,акча
544,Geschäft::N,niuertarfik,эш
545,Laden::N,niuertarfik,кибет
546,Laden::N,niuertarfik,магазин
547,Preis::N,aki,бәя
548,Preis::N,aki,бәһа
549,Ware::N,qaliata pii,товар
550,Ware::N,nioqqutissaq,товар
551,Nutzen::N,iluaqut,файда
552,Welt::N,nunarsuaq,дөнья
553,Land::N,nuna,ил
554,König::N,kunngi,патша
555,Macht::N,pissaassuseq,хакимият
556,Grenze::N,killik,чик
557,Krieg::N,sorsunneq,сугыш
558,Feind::N,akeraq,дошман
559,Feind::N,akerartorti,дошман
560,Feind::N,qinngarsuisoq,дошман
561,Kampf::N,sorsunneq,көрәш
562,Pfeil::N,qalugiusaq,ук
563,Gewehr::N,aallaat,мылтык
564,Fehler::N,kukkuneq,хата
565,Fehler::N,paarlaappaa,хата
566,Unglück::N,perluut,бәла
567,Schuld::N,akiitsugaq,гаеп
568,Schuld::N,akiligassaq,гаеп
569,Alter::N,utoqqaq,яшь
570,Schluss::N,isu,ахыр
571,Zeit::N,ulloq,заман
572,Zeit::N,akuttoqatigiinneq,заман
573,Tag::N,ulloq,көн
574,Morgen::N,ullaaq,иртә
575,Mittag::N,ulloqeqqa,өйлә
576,Abend::N,unnuk,кич
577,Nacht::N,unnuaq,төн
578,Woche::N,sapaatip akunnera,атна
579,Monat::N,qaammat,ай
580,Jahr::N,ukioq,ел
581,Frühling::N,upernaaq,яз
582,Sommer::N,aasaq,җәй
583,Herbst::N,ukiaq,көз
584,Winter::N,ukioq,кыш
585,Januar::N,siulleeq,гыйнвар
586,Januar::N,qaammaliaq,гыйнвар
587,Februar::N,aarlaat,февраль
588,März::N,marsi,март
589,März::N,martsi,март
590,Mai::N,maaji,май
591,Juni::N,juuni,июнь
592,Juli::N,juuli,июль
593,August::N,aggusti,август
594,September::N,septembari,сентябрь
595,Oktober::N,oktobari,октябрь
596,November::N,novembari,ноябрь
597,Dezember::N,detsembari,декабрь
598,Montag::N,ataasinngortoq,дүшәмбе
599,Dienstag::N,marlunngorneq,сишәмбе
600,Mittwoch::N,pingasunngorneq,чәршәмбе
601,Donnerstag::N,sisamanngorneq,атнакич
602,Donnerstag::N,sisamanngorneq,пәнҗешәмбе
603,Freitag::N,tallimanngorneq,җомга
604,Samstag::N,arfininngorneq,шимбә
605,Sonntag::N,sapaat,якшәмбе
606,Sonntag::N,sapaati,якшәмбе
607,groß::A,angivoq,зур
608,klein::A,mikivoq,кечкенә
609,lang::A,takisooq,озын
610,kurz::A,naatsoq,кыска
611,breit::A,silippoq,киң
612,schmal::A,amitsoq,кысык
613,dicht::A,torsusooq,куе
614,dick[Gegenstand]::A,issuvoq,калын
615,dick[Gegenstand]::A,issusooq,калын
616,dünn::A,amitsoq,нечкә
617,fein::A,mamarpoq,нәзакәтле
618,fest::A,tangeqarpoq,нык
619,flach::A,nalimmappoq,яссы
620,flach::A,nalimmappoq,ялпак
621,glatt::A,quasak,шома
622,hart::A,mattusooq,каты
623,hart::A,manngerpoq,каты
624,hart::A,titeqquluppoq,каты
625,weich::A,nerumaarpoq,йомшак
626,rund::A,ammallorippoq,түгәрәк
627,spitz::A,qummukujooq,очлы
628,scharf::A,ipippoq,үткен
629,stumpf::A,anngerpoq,үтмәс
630,schwer::A,oqimaappoq,салмак
631,schön::A,kusanarpoq,гүзәл
632,heiß::A,kiappoq,эссе
633,warm::A,oqorpoq,җылы
634,kalt::A,issippoq,суык
635,kalt::A,issippoq,салкын
636,kühl::A,pueqqortippoq,салкынча
637,feucht::A,isugutavoq,юеш
638,feucht::A,qaasernarpoq,юеш
639,nass::A,imerorpoq,дымлы
640,trocken::A,panerpoq,коры
641,voll::A,ulikkaarpoq,тулы
642,leer::A,imaattuarpoq,буш
643,offen::A,ammavoq,ачык
644,geschlossen::A,matuvoq,йомык
645,sauber::A,eqqippoq,пакь
646,sauber::A,eqqippoq,чиста
647,sauber::A,sukuluippoq,пакь
648,sauber::A,sukuluippoq,чиста
649,sauber::A,ipeqanngilaq,пакь
650,sauber::A,ipeqanngilaq,чиста
651,schmutzig::A,tapappoq,керле
652,schmutzig::A,tapappoq,пычрак
653,schmutzig::A,minguppoq,керле
654,schmutzig::A,minguppoq,пычрак
655,roh::A,aapavoq,чи
656,reif::A,qaarulerpoq,өлгергән
657,süß::A,tungusunnippoq,татлы
658,bitter::A,qasilippoq,ачы
659,hell::A,qaamavoq,якты
660,dunkel::A,qernerpoq,кара
661,schwarz::A,qernerpoq,кара
662,weiß::A,qaqorpoq,ак
663,rot::A,aappaluppoq,кызыл
664,gelb::A,sungaarpoq,сары
665,blau::A,tungujorpoq,күк
666,grün::A,qorsooqqippoq,яшел
667,grau::A,qaserpoq,соры
668,billig::A,akikippoq,арзан
669,wertvoll::A,erlinnarpoq,кыйммәтле
670,blind::A,tappiippoq,сукыр
671,blind::A,tappiippoq,күзсез
672,blind::A,isigisaqanngilaq,сукыр
673,blind::A,isigisaqanngilaq,күзсез
674,taub::A,tusilarpoq,чукрак
675,taub::A,tusilarpoq,саңгырау
676,kräftig::A,pissaq,егәрле
677,kräftig::A,pissarsuaq,егәрле
678,stark::A,sanngivoq,нык
679,stark::A,sanngivoq,базык
680,schwach::A,nakuippoq,зәгыйфь
681,fett::A,pualavoq,симез
682,schlank::A,tuappoq,нәзек
683,hübsch::A,aatsialaq,чибәр
684,böse::A,ajorpoq,усал
685,dumm::A,taqajak,акылсыз
686,dumm::A,sikkilluppoq,акылсыз
687,dumm::A,qaatusimasaqanngilaq,акылсыз
688,faul::A,eqiasuppoq,ялкау
689,faul::A,eqiasuppoq,иренчәк
690,faul::A,eqiattortuvoq,ялкау
691,faul::A,eqiattortuvoq,иренчәк
692,fleißig::A,eqiasuippoq,тырыш
693,fleißig::A,eqiasuippoq,тырышучан
694,geizig::A,iasilaarpoq,саран
695,geizig::A,tukkuippoq,саран
696,klug::A,mallak,акыллы
697,klug::A,ittanneq,акыллы
698,klug::A,kutaappoq,акыллы
699,klug::A,kuttaappoq,акыллы
700,klug::A,qarasagippoq,акыллы
701,lieb::A,akisooq,сөекле
702,lustig::A,piikulavoq,күңелле
703,sanft::A,isumagippoq,басынкы
704,hungrig::A,kaappoq,ач
705,hungrig::A,perlilerpoq,ач
706,krank::A,napparsimavoq,чирле
707,krank::A,napparsimavoq,сырхау
708,traurig::A,aliasuppoq,ямансу
709,lebendig::A,uumavoq,тере
710,gut::A,ajunngilaq,яхшы
711,schlecht::A,sualuppoq,начар
712,richtig::A,iluarpoq,дөрес
713,schlimm::A,amiilaarnarpoq,әшәкә
714,wahr::A,ilumoorpoq,чып-чын
715,alt::A,pisoqaq,иске
716,neu::A,nutaavoq,яңа
717,alt[Lebewesen]::A,utoqqaq,карт
718,jung::A,inuusuppoq,яшь
719,jung::A,kingulliarsuk,яшь
720,arm::A,piillasoq,фәкыйрь
721,arm::A,piitsuuvoq,фәкыйрь
722,reich::A,pisuuvoq,бай
723,berühmt::A,tusaamasaq,атаклы
724,fremd::A,ajasoornarpoq,ят
725,verschieden::A,allatut,төрле
726,verschieden::A,tamalaat,төрле
727,nah::A,qanippoq,якын
728,fern::A,ungasippoq,ерак
729,linker::A,saamerleq,сул
730,rechter::A,innarluissut,уң
731,erster::A,siulleq,беренче
732,zweiter::A,qataatsup tullia,икенче
733,dritter::A,pingajorarterut,өченче
734,letzter::A,kingulleq,ахыргы
735,allein::ADV,kisimiippoq,ялгыз
736,auf einmal::ADV,tassanngaannaq,бердән
