,Concept_ID,ko,kk
82,Schatten::N,어스레함,көлеңке
83,Wetter::N,기상,ауа райы
84,Nebel::N,안개,тұман
85,Wolke::N,구름,бұлт
86,Regen::N,비,жаңбыр
87,Schnee::N,눈,қар
88,Eis::N,얼음,мұз
89,Frost::N,혹한,суық
90,Kälte::N,추위,ызғар
91,Kälte::N,추위,суықтық
92,Kälte::N,차가움,ызғар
93,Kälte::N,차가움,суықтық
94,Hitze::N,고온,аптап
95,Hitze::N,더위,аптап
96,Regenbogen::N,무지개,кемпірқосақ
97,Donner::N,뇌명,күн күркіреу
98,Strömung::N,유동,ағын
99,Tropfen::N,물방울,тамшы
100,Schaum::N,포말,көбік
101,Schmutz::N,때,кір
102,See::N,호수,көл
103,Sumpf::N,습지,саз
104,Moor::N,저습지,саз
105,Wiese::N,목초지,шалғын
106,Wald::N,숲,орман
107,Hügel::N,언덕,төбе
108,Hügel::N,언덕,белес
109,Hügel::N,언덕,белес-белес
110,Anhöhe::N,언덕,дөң
111,Anhöhe::N,언덕,адыр
112,Anhöhe::N,언덕,қырат
113,Berg::N,산,тау
114,Gipfel::N,졀졍,төбе
115,Höhle::N,공동,үңгір
116,Abhang::N,몰매,бауыр
117,Quelle::N,근원,қайнар
118,Bach::N,내,жылға
119,Fluss::N,강,өзен
120,Ufer::N,강변,жиек
121,Ufer::N,바닷가,жиек
122,Küste::N,해변,жиегі
123,Küste::N,해변,жағалау
124,Küste::N,해변가,жиегі
125,Küste::N,해변가,жағалау
126,Festland::N,본토,құрылық
127,Meer::N,바다,теңіз
128,Bucht::N,협만,шығанақ
129,Insel::N,섬,арал
130,Blume::N,꽃,гүл
131,Gras::N,풀,от
132,Wurzel::N,뿌리,түбір
133,Baum::N,나무,ағаш
134,Baum::N,나무,дарақ
135,Stamm::N,대,сояу
136,Stamm::N,대,оқпан
137,Rinde::N,나무껍질,қабық
138,Ast::N,가지,бұтақ
139,Zweig::N,가지,шыбық
140,Blatt::N,잎,жапырақ
141,Birke::N,자작나무,қайың
142,Kiefer[Baum]::N,소나무,қарағай
143,Weide[Baum]::N,쉬양버들,тал
144,Tanne::N,전나무,шырша
145,Horn::N,뿔,мүйіз
146,Feder::N,깃털,қаламұш
147,Fell::N,피혁모피,тері
148,Flügel::N,날개,қанат
149,Klaue::N,갈고리 발톺,тырнақ
150,Kralle::N,발툭,аяқ
151,Schwanz::N,꼬리,құйрық
152,Ei::N,알,жұмыртқа
153,Nest::N,보금자리,ұя
154,Bau::N,굴,жатақ
155,Tier::N,짐승,айуан
156,Tier::N,짐승,жануар
157,Herde::N,가축의떼,пада
158,Kuh::N,암소,сиыр
159,Bulle::N,황소,өгіз
160,Pferd::N,말,жылқы
161,Schaf::N,양,қой
162,Schwein::N,돼지,шошқа
163,Hund::N,개,ит
164,Katze::N,고양이,мысық
165,Bär::N,콤,аю
166,Eichhörnchen::N,다람쥐,тиін
167,Elch::N,고라니,бұғы
168,Fuchs::N,여우,түлкі
169,Hase::N,토끼,қоян
170,Maus::N,쥐,қаптесер
171,Wolf::N,늑대,бөрі
172,Wolf::N,늑대,қасқыр
173,Vogel::N,새,құс
174,Schwarm::N,뗴,топ
175,Schwarm::N,뗴,үйір
176,Huhn::N,암탉,тауық
177,Huhn::N,암탉,мекиен
178,Hahn::N,수탉,әтеш
179,Hahn::N,수탉,қораз
180,Gans::N,거위,қаз
181,Adler::N,수리,бүркіт
182,Ente::N,오리,үйрек
183,Eule::N,부엉이,жапалақ
184,Kranich::N,두루미,тырна
185,Krähe::N,까마귀,қарға
186,Kuckuck::N,뻐꾸기,көкек
187,Schwan::N,배조,аққу
188,Fisch::N,물고기,балық
189,Barsch::N,농어,алабұға
190,Hecht::N,에속스,шортан
191,Schlange[Tier]::N,뱀,жылан
192,Wurm::N,벌레,шұбалшаң
193,Spinne::N,거미,өрмекші
194,Ameise::N,개미,қүмырска
195,Laus::N,이,бит
196,Mücke::N,모기,маса
197,Fliege::N,날기,шыбын
198,Schmetterling::N,나비,көбелек
199,Beere::N,장과,жидек
200,Apfel::N,사과,алма
201,Pilz::N,고방이,қозықұйрық
202,Pilz::N,고방이,саңыраукулақ
203,Zwiebel::N,양파,жуа
204,Saat::N,씨,тұқым
205,Korn::N,알맹이,дән
206,Heu::N,건초,шөп
207,Schale::N,피상,қабық
208,Schale::N,피상,қабығы
209,Falle::N,함정,дұзақ
210,Falle::N,함정,қақпан
211,Schlinge::N,올가미,ілмек
212,Schlinge::N,멜빵붕대,ілмек
213,Spur::N,발지국,із
214,Asche::N,재,күл
215,Dreck::N,똥,былғаныш
216,Dreck::N,오물,былғаныш
217,Eisen::N,쇠,темір
218,Eisen::N,철,темір
219,Gold::N,항금,алтын
220,Silber::N,은,күміс
221,Kohle::N,슻,көмір
222,Glas::N,유리,шыны
223,Lehm::N,찰흙,балшық
224,Sand::N,모래,құм
225,Mensch::N,사람,адам
226,Mann::N,남자,еркек
227,Mann::N,남자,ер адам
228,Frau::N,여자,бике
229,Frau::N,여자,қатын
230,Kind::N,아이,бала
231,Kind::N,아이,перзент
232,Junge::N,소녁,бала
233,Junge::N,소녁,ер бала
234,Mädchen::N,소녀,қыз
235,Familie::N,가족,жанұя
236,Großvater::N,할아버지,ата
237,Großmutter::N,할머니,әже
238,Großmutter::N,할머니,әжей
239,Eltern::N,어버오,ата-аналар
240,Vater::N,아버지,әке
241,Mutter::N,어머니,ана
242,Sohn::N,아들,ұл
243,Tochter::N,딸기,қызым
244,Bruder::N,형제,бауырым
245,Schwester::N,누이,әпке
246,Onkel::N,백부,көке
247,Tante::N,아주머니,тәте
248,Ehemann::N,남편,ер
249,Ehefrau::N,아내,зайып
250,Freude::N,기쁨,қуаныш
251,Freude::N,기쁨,сүйініш
252,Freude::N,기쁨,шат-думан
253,Freude::N,기쁨,қуаныштылық
254,Gelächter::N,웃음,күлу
255,Glück::N,즐거움,бақыт
256,Glück::N,즐거움,бақыттылық
257,Kummer::N,슬픔,аза
258,Kummer::N,슬픔,қайғы
259,Kummer::N,슬픔,қасырет
260,Wunsch::N,소망,мүдде
261,Geist::N,할기,рух
262,Gedanke::N,상념,ой
263,Gedächtnis::N,기억,ес
264,Gedächtnis::N,기억,жады
265,Gedächtnis::N,기억,ақыл-ес
266,Verstand::N,분별,ақыл
267,Verstand::N,분별,парасат
268,Verstand::N,지능,ақыл
269,Verstand::N,지능,парасат
270,Sinn::N,센스,мән
271,Sinn::N,센스,маныз
272,Sinn::N,센스,мағына
273,Sinn::N,센스,мән-мағына
274,Grund::N,까닭,себеп
275,Wahrheit::N,참,рас
276,Wahrheit::N,진실,рас
277,Gespräch::N,대화,әңгіме
278,Märchen::N,동화,ертеп
279,Märchen::N,동화,ертек
280,Erzählung::N,이야기,әңгіме
281,Neuigkeit::N,뉴스,жаңалық
282,Name::N,이름,ат
283,Name::N,이름,атау
284,Rätsel::N,수수께끼,жұмбақ
285,Rede::N,연설,сөз
286,Sprache::N,말,тіл
287,Stimme::N,목소리,үн
288,Stimme::N,목소리,әуен
289,Stimme::N,목소리,дауыс
290,Wort::N,낱말,сөз
291,Zeichen::N,신호,ишара
292,Ruf::N,부름,айғай
293,Lärm::N,소동,айғай-шу
294,Lärm::N,소동,айғай-ұйғай
295,Laut::N,음성,дыбыс
296,Laut::N,음성,дауыс
297,Ton::N,목소리,әуен
298,Lied::N,노래,ән
299,Lied::N,노래,жыр
300,Lied::N,노래,ән-жыр
301,Ruhe::N,쉼,тыныштық
302,Leute::N,사람들,кісілер
303,Volk::N,국중,халық
304,Arbeit::N,근로,еңбек
305,Arbeit::N,너무,еңбек
306,Gast::N,손님,қонақ
307,Gast::N,손님,мейман
308,Geschenk::N,행하,қадия
309,Spiel::N,무리,ойын
310,Gesellschaft::N,교제,қауым
311,Gesellschaft::N,교제,жұртшылық
312,Hilfe::N,거들음,жэрдем
313,Hilfe::N,보좌,жэрдем
314,Freund::N,친구,дос
315,Kamerad::N,동실자,дос-жар
316,Angelegenheit::N,용무,жұмыс
317,Anzahl::N,어떤,сан
318,Anzahl::N,어떤,саны
319,Anzahl::N,수,сан
320,Anzahl::N,수,саны
321,Art::N,정류,түр
322,Stück::N,일부분,тілім
323,Teil::N,몱,үлес
324,Teil::N,몱,бөлшек
325,Teil::N,구훠,үлес
326,Teil::N,구훠,бөлшек
327,Hälfte::N,2분의,жарты
328,Kreis::N,고리,шеңбер
329,Kreuz::N,열십자,крест
330,Linie::N,선,сызық
331,Strich::N,스침,сызық
332,Abstand::N,거리,ара
333,Abstand::N,거리,аралық
334,Entfernung::N,거리,аралық
335,Gegend::N,곳,өңір
336,Gegend::N,부금,өңір
337,Platz::N,장소,орны
338,Ort::N,장소,орын
339,Seite::N,옆면,жақ
340,Seite::N,옆면,бүйір
341,Mitte::N,궁간,ортасы
342,Gegenstand::N,항목,зат
343,Gegenstand::N,항목,нәрсе
344,Sache::N,뭉에,бұйым
345,Rand::N,가,шет
346,Rand::N,가,шеті
347,Kante::N,귀퉁,қыр
348,Kante::N,귀퉁,қыры
349,Ecke::N,구석,қыры
350,Ecke::N,구석,бұрыш
351,Spitze::N,끝,ұшы
352,Spitze::N,참단,ұшы
353,Ende::N,말당,аяқ
354,Ende::N,말당,соңы
355,Loch::N,빙옷,тесік
356,Winkel::N,각도,мүйіс
357,Muster::N,본,мәнер
358,Muster::N,견복,мәнер
359,Größe::N,신장,ауқым
360,Größe::N,신장,көлемдік
361,Länge::N,길이긺,бой
362,Länge::N,길이긺,ұзындық
363,Höhe::N,높이,жоғарылық
364,Höhe::N,높이,биіктік
365,Gewicht::N,추,салмақ
366,Menge::N,수양,мөлшер
367,Haufen::N,퇴적,үйме
368,Haufen::N,퇴적,үйінді
369,Reihe::N,열,сап
370,Boot::N,보트,қайық
371,Ruder::N,노,ескек
372,Schlitten::N,썰매,шана
373,Ski::N,스키,шаңғы
374,Lagerfeuer::N,캠프의 모닥불,алау
375,Last::N,무거운짐,ауырлық
376,Last::N,무거운짐,ауыр зат
377,Gang::N,걸음,жүріс
378,Schritt::N,보조,адым
379,Norden::N,북쪽 ,солтүстік
380,Norden::N,북쪽 ,терістік
381,Süden::N,남쪽,оңтүстік
382,Westen::N,서쪽,батыс
383,Osten::N,동쪽,күншығыс
384,Holz::N,목재,ағаш
385,Holz::N,목재,сүрек
386,Brett::N,마루널,тақта
387,Platte::N,탤,тақта
388,Platte::N,금속판,тақта
389,Stütze::N,버팀목,тіреу
390,Stange::N,장대,қада
391,Stock::N,막대기,сойыл
392,Stab::N,작대기,сырық
393,Rohr::N,갈대,құбыр
394,Haus::N,집,үй
395,Heim::N,집,үйлі
396,Heim::N,집,шаңырақ
397,Ofen::N,아궁이,ошақ
398,Ofen::N,아궁이,пеш
399,Fußboden::N,마루,еден
400,Tisch::N,탁자,үстел
401,Stuhl::N,의자,орындық
402,Wiege::N,발상지,бесік
403,Bett::N,침대,кереует
404,Regal::N,서가,сөре
405,Kiste::N,짐궤,жәшік
406,Fenster::N,눔,терезе
407,Tür::N,문,есік
408,Tor::N,대문,дарбаза
409,Zaun::N,담장,дуал
410,Dach::N,지붕,шатыр
411,Leiter::N,사닥다리,саты
412,Leiter::N,사닥다리,басқыш
413,Besen::N,비,сыпырғыш
414,Spaten::N,가래,күрек
415,Schaufel::N,삽,қалақ
416,Gabel::N,갈래,аша
417,Gabel::N,갈래,шанышқы
418,Löffel::N,숟가락,қасық
419,Messer::N,나이프,пышақ
420,Nagel::N,발툽,мық
421,Nagel::N,발툽,шеге
422,Netz::N,그물,керегекөз
423,Haken::N,갈고리,ілмек
424,Griff::N,움켜쥠,сап
425,Griff::N,움켜쥠,тұтқа
426,Schloss::N,자물쇠,құлып
427,Schloss::N,자물쇠,бекіткіш
428,Bild::N,그림,сурет
429,Figur::N,몸메,тұлға
430,Puppe::N,인형,қуыршақ
431,Beutel::N,클,қапшық
432,Bündel::N,자근다발,байлам
433,Tasche::N,가방,дорба
434,Eimer::N,동이,шелек
435,Deckel::N,뚜껑,жапқыш
436,Geschirr::N,식시,ыдыс
437,Sack::N,조갑,қап
438,Tasse::N,차잔,шыныаяқ
439,Topf::N,단지,кәстрөл
440,Kessel::N,주전자,қазан
441,Essen::N,먹기,ас
442,Nahrung::N,식료,ас
443,Nahrung::N,식료,тамақ
444,Speise::N,음식물,тағам
445,Fleisch::N,고기,ет
446,Getreide::N,곡물,дәнді
447,Brei::N,젤리,ботқа
448,Brot::N,빵,күлше
449,Scheibe::N,원반,тілім
450,Fett::N,기름,май
451,Butter::N,버터,май
452,Öl::N,올리브유,май
453,Salz::N,소금,тұз
454,Suppe::N,국,көже
455,Suppe::N,수프,көже
456,Honig::N,감미,бал
457,Milch::N,유즙,сүт
458,Tee::N,차,шай
459,Leder::N,가죽,көн
460,Wolle::N,양털,жүн
461,Stoff::N,패료,мата
462,Stoff::N,패료,кездеме
463,Nadel::N,바늘,ине
464,Faden::N,콘실,жіп
465,Knopf::N,단추,түйме
466,Knoten::N,곁절,түйін
467,Farbe::N,색,рең
468,Kleidung::N,옷입기,киім
469,Hemd::N,속옷,жейде
470,Kragen::N,깃,жаға
471,Ärmel::N,소매,жең
472,Hose::N,바지,шалбар
473,Gürtel::N,밴드,белбеу
474,Mütze::N,모자,қалпақ
475,Schuh::N,구두,кебіс
476,Stiefel::N,장화,етік
477,Ring::N,고리,жүзік
478,Band::N,리본,таспа
479,Kamm::N,빗,тарақ
480,Spiegel::N,거울,айна
481,Riemen::N,가죽끈,қайыс
482,Schnur::N,밧줄,жіп
483,Leine::N,고삐줄,тізгін
484,Decke::N,이부자리,көрпе
485,Kissen::N,깔개,жастық
486,Tuch::N,천,орамал
487,Handtuch::N,수건,сүлгі
488,Kraft::N,세력,қуат
489,Kraft::N,세력,қарқын
490,Kraft::N,세력,әл-шама
491,Kraft::N,세력,әл-дәрмен
492,Stärke::N,힘,әл
493,Stärke::N,힘,күш
494,Gesundheit::N,위생,денсаулык
495,Krankheit::N,병,ауру
496,Schmerz::N,아픔고통,ауру
497,Wunde::N,상처,зақым
498,Wunde::N,상처,жарақат
499,Fieber::N,열별,безгек
500,Fieber::N,열별,қалтырау
501,Fieber::N,열별,қызу көтерілуі
502,Arznei::N,약,дәрі
503,Arznei::N,약,дәрі-дәрмек
504,Brücke::N,교량,көпір
505,Brunnen::N,원천,құдық
506,Weide::N,목장,өріс
507,Weide::N,목장,жайылым
508,Pfad::N,좁은길,жол
509,Weg::N,길,жол
510,Straße::N,길,жол
511,Dorf::N,촌,ауыл
512,Dorf::N,촌락,ауыл
513,Stadt::N,도시,қала
514,Stadt::N,도시,шаһар
515,Brief::N,서한,хат
516,Brief::N,서한,жазу
517,Buch::N,책,кітап
518,Buchstabe::N,문자,әріп
519,Buchstabe::N,문자,қаріп
520,Zeitung::N,신문,газет
521,Leben::N,삶,өмір
522,Leben::N,삶,тіршілік
523,Tod::N,죽음,опат
524,Grab::N,무덤,мола
525,Grab::N,무덤,мазар
526,Kirche::N,교회,шіркеу
527,Sünde::N,부정,күнә
528,Gott::N,하느님,алла
529,Gott::N,하느님,құдай
530,Gott::N,하느님,тәңірі
531,Gott::N,하느님,пәруардігер
532,Gott::N,하느님,жаратқан тәңірі
533,Arbeiter::N,일하는사람,жүмысшы
534,Chef::N,사장,басшы
535,Chef::N,사장,жұмыс басқарушысы
536,Meister::N,명인,шебер
537,Meister::N,명인,өнерпаз
538,Meister::N,대가,шебер
539,Meister::N,대가,өнерпаз
540,Arzt::N,의사,дәрігер
541,Lehrer::N,교사,мұғалім
542,Geld::N,돈,пұл
543,Geschäft::N,일,бизнес
544,Laden::N,가게,дүкен
545,Preis::N,가격,ақы
546,Preis::N,가격,құны
547,Preis::N,가격,нарық
548,Ware::N,상품,тауар
549,Nutzen::N,이익,пайда
550,Reichtum::N,많음,бақ-дәулет
551,Welt::N,세상,әлем
552,Welt::N,세상,жиһан
553,Land::N,지방,аймақ
554,Staat::N,국가,мемлекет
555,König::N,국왕,патша
556,Macht::N,힘,өкімет
557,Macht::N,힘,қожалық
558,Grenze::N,국경,шек
559,Krieg::N,전쟁,соғыс
560,Feind::N,적,жау
561,Feind::N,적,дұшпан
562,Gewalt::N,권력,зорлык
563,Gewalt::N,권력,зорлық-зомбылык
564,Kampf::N,전투,күрес
565,Kampf::N,전투,алыспақ
566,Bogen[Waffe]::N,활,саржа
567,Pfeil::N,화살,жебе
568,Gewehr::N,무기,қару
569,Fehler::N,오류,әбес
570,Fehler::N,오류,қаталық
571,Lüge::N,거짓말,өтірік
572,Schaden::N,손상,зиян
573,Schaden::N,손상,зарар
574,Unglück::N,불행,пәле
575,Unglück::N,불행,қасырет
576,Unglück::N,불행,ауыртпалық
577,Schuld::N,부채,айыптылық
578,Alter::N,연령,жас
579,Alter::N,연령,жас шамасы
580,Schluss::N,마감,ада
581,Schluss::N,마감,бітуі
582,Zeit::N,때,уақыт
583,Zeit::N,시간,уақыт
584,Tag::N,하루,күн
585,Morgen::N,이침,таң
586,Morgen::N,이침,таңертең
587,Mittag::N,대낮,талтүс
588,Abend::N,저녁,кеш
589,Nacht::N,밤,түн
590,Woche::N,근무일,апта
591,Monat::N,달,ай
592,Jahr::N,해,жыл
593,Frühling::N,봄,көктем
594,Sommer::N,여름,жаз
595,Herbst::N,가을,күз
596,Winter::N,겨울,қыс
597,Januar::N,일월,каңтар
598,Februar::N,이월,ақпан
599,März::N,삼월,наурыз
600,April::N,사월,сәуір
601,Mai::N,오월,мамыр
602,Juni::N,유월,маусым
603,Juli::N,칠월,шілде
604,August::N,팔월,сүмбіле
605,August::N,팔월,тамыз
606,September::N,구월,қыркүйек
607,Oktober::N,시월,ақырап
608,November::N,십일월,қараша
609,Dezember::N,십이월,желтоқсан
610,Montag::N,월요일,дүйсенбі
611,Dienstag::N,화요일,сейсенбі
612,Mittwoch::N,수요일,сәрсенбі
613,Donnerstag::N,모교일,бейсенбі
614,Freitag::N,그묘일,жұма
615,Samstag::N,토요일,сенбі
616,Sonntag::N,일요일,жексембі
617,groß::A,큰,алпамсадай
618,klein::A,자근,кішкене
619,klein::A,자근,қарғадай
620,lang::A,긴,сопақ
621,lang::A,긴,сорайған
622,kurz::A,짧은,кеспелтек
623,breit::A,넓은,айдынды
624,schmal::A,좁은,қысық
625,dicht::A,농밀한,жиі
626,dick[Gegenstand]::A,두꺼운,шомбал
627,dünn::A,얇은,жұқа
628,dünn::A,얇은,жіңішке
629,fein::A,미세한,қаңылтақ
630,fest::A,굳은,берік
631,fest::A,굳은,мызғымас
632,flach::A,얕은,жалпак
633,glatt::A,반들반들한,типыл
634,hart::A,굳은,қатты
635,weich::A,연한,жұмсақ
636,rund::A,둥근,домалақ
637,spitz::A,뾰족한,үшкір
638,scharf::A,날카로운,сүйрік
639,stumpf::A,무딘,доғал
640,stumpf::A,무딘,өтпейтін
641,schwer::A,무거운,салмақты
642,schön::A,멋진,сұлу
643,heiß::A,뜨거운,ыссы
644,warm::A,따뜻한,жылы
645,kalt::A,찬,аязды
646,kühl::A,서늘한,салқын
647,frisch::A,신선한,таза
648,frisch::A,신선한,жаңа
649,feucht::A,축축한,нам
650,feucht::A,축축한,дымқылды
651,nass::A,젖은,сулы
652,trocken::A,마른,құрғақ
653,voll::A,완전한,толы
654,leer::A,빈,бос
655,offen::A,열린,ашып қойылған
656,geschlossen::A,닫힌,жабулы
657,sauber::A,깨끗한,дақсыз
658,sauber::A,깨끗한,мұнтаздай
659,schmutzig::A,더러운,айғыз
660,schmutzig::A,더러운,сатпақ
661,schmutzig::A,더러운,сатал-сатал
662,roh::A,날게잇의,шикі
663,reif::A,이근,піскен
664,lecker::A,맛있는,дәмді
665,süß::A,단,тәтті
666,bitter::A,찌르는듯한,ащы
667,sauer::A,산성의,қышқыл
668,hell::A,밝은,жарық
669,hell::A,밝은,жарқын
670,dunkel::A,어두운,қараңғы
671,schwarz::A,검은,қара
672,weiß::A,하얀,ақ
673,rot::A,붉은,қызыл
674,gelb::A,황색,сары
675,blau::A,푸른,көк
676,grün::A,녹색의,жасыл
677,grau::A,회색의,бозамық
678,bunt::A,알록달록한,алабажак
679,billig::A,싼,арзан
680,teuer::A,값비산,бағалы
681,wertvoll::A,가치가많은,құнды
682,wertvoll::A,가치가많은,қымбат
683,blind::A,눈먼,көзсіз
684,blind::A,눈먼,көр
685,blind::A,눈먼,көр_соқыр
686,taub::A,무감간한,керең
687,taub::A,무감간한,саңырау
688,kräftig::A,강장한,қуатты
689,kräftig::A,강장한,қарымды
690,stark::A,강한,білекті
691,schwach::A,약한,әлсіз
692,schwach::A,약한,күшсіз
693,schwach::A,약한,қайратсыз
694,fett::A,실찐,семіз
695,schlank::A,호리호리한,ашаң
696,hübsch::A,예쁜,ажарлы
697,hübsch::A,예쁜,шырайлы
698,böse::A,나쁜,өш
699,böse::A,나쁜,сұм
700,böse::A,나쁜,жауыз
701,dumm::A,어리석은,көкми
702,dumm::A,어리석은,ақымақ
703,dumm::A,어리석은,миы жоқ
704,faul::A,너덜너덜한,жалқау
705,faul::A,너덜너덜한,еріншек
706,fleißig::A,근면한,ұқыпты
707,geizig::A,인색한,сараң
708,geschickt::A,교묘한,шебер
709,lieb::A,친애하는,абзал
710,lieb::A,친애하는,айналайын
711,lustig::A,유쾌한,көңілді
712,sanft::A,온화한,жуас
713,hungrig::A,배고픈,аш
714,krank::A,병든,кеселді
715,nackt::A,벌거벗은,жалаңаш
716,traurig::A,슬픈,қапа
717,lebendig::A,살아있는,тірі
718,lebendig::A,살아있는,жанды
719,gut::A,좋은,жақсы
720,schlecht::A,나쁜,жаман
721,richtig::A,바른,дұрыс
722,schlimm::A,못된,жаман
723,wahr::A,참된,нағыз
724,alt::A,늙은,ескі
725,neu::A,새,жаңа
726,ehemalig::A,전의,өткен
727,ehemalig::A,전의,бұрынғы
728,alt[Lebewesen]::A,낡은,кексе
729,jung::A,젊은,науша
730,arm::A,가난한,кедей
731,arm::A,가난한,дәулетсіз
732,reich::A,풍부한,малды
733,bekannt::A,저명한,таныс
734,bekannt::A,저명한,көзтаныс
735,berühmt::A,유명한,атақты
736,fremd::A,타처이,бөтен
737,verschieden::A,따른,түрлі
738,nah::A,가까운,жуық
739,nah::A,가까운,етене
740,fern::A,먼,алыс
741,fern::A,먼,алыстағы
742,linker::A,왼쭉의,сол
743,linker::A,왼쭉의,солшыл
744,rechter::A,오른쪽의,оң
745,anderer::A,다른,өзге
746,anderer::A,다른,былайғы
747,erster::A,첫째,алғашқы
748,zweiter::A,둘째,екінші
749,dritter::A,셋째,үшінші
750,letzter::A,의후자의,артқы
751,letzter::A,의후자의,кейінгі
752,allein::ADV,훌로,серіксіз
753,auf einmal::ADV,갑자기,бірден
754,zusammen::ADV,모아서,бірлесіп
755,lange::ADV,오래,ұзақ
756,plötzlich::ADV,둘연한,кенет
757,sofort::ADV,즉시,әне-міне дегенше
758,später::ADV,보다늦은,артынан
759,jetzt::ADV,목하,енді
760,jetzt::ADV,목하,қазір
761,heute::ADV,오늘,бүгін
762,morgen::ADV,내일,ертең
763,bald::ADV,곱,тез
764,dann::ADV,그경우에,онан соң
765,dann::ADV,그경우에,сонан соң
766,gestern::ADV,어제,кеше
767,einst::ADV,옛날에,бірде
768,einst::ADV,옛날에,бір кезде
769,damals::ADV,그때에,анада
770,danach::ADV,그 뒤에,онан соң
771,danach::ADV,그 뒤에,сонан соң
772,vorher::ADV,미리,бұрын
773,zuerst::ADV,최초로,әуелі
774,zuerst::ADV,최초로,алдымен
775,einmal::ADV,한번,бір жолы
776,manchmal::ADV,땓대로,кейде
777,oft::ADV,땓대로,ылғи
778,immer::ADV,늘,өнебойы
779,niemals::ADV,결코...(하지)않다,ешуақытта
780,hier::ADV,여기,бұнда
781,hier::ADV,여기,осында
782,hierhin::ADV,여기로,бермен
783,dort::ADV,거기,анда
784,dorthin::ADV,저기예,әрі
785,geradeaus::ADV,곧장,тура
786,vorwärts::ADV,앞으로,ілгері
787,rückwärts::ADV,뒤로,артқа
788,zurück::ADV,제자리로,кейін қарай
789,unten::ADV,아래에,төменде
790,hinab::ADV,아래쪽으로,астына
791,hinab::ADV,아래쪽으로,төмен
792,oben::ADV,위에,жоғарыда
793,hinauf::ADV,위쪽으로,өрге
794,überall::ADV,도처에,әрқайда
795,nicht::ADV,안,емес
796,ein wenig::ADV,적음,азырақ
797,ein wenig::ADV,적음,аздаған
798,ein wenig::ADV,적음,азғантай
799,kaum::ADV,가의,зорға
800,sehr::ADV,자주,орасан
801,so::ADV,그와같이,бұлай
802,so::ADV,그와같이,былайша
803,noch::ADV,아직,әлі
804,nur::ADV,다만,ғана
805,schon::ADV,이미,түге
806,wieder::ADV,다시,жаңа
807,wieder::ADV,다시,қайта
808,wieder::ADV,다시,жаңадан
809,vergebens::ADV,헛되이,бекер
810,vor::PRP,앞에,алды
811,hinter::PRP,뒤에,артынан
812,unter::PRP,잍에,түп
813,unter::PRP,잍에,маңында
814,durch::PRP,통고하여,арқылы
815,neben::PRP,와나란히,іргеде
