,Concept_ID,br,el
303,Gegenstand::N,tra,αντικείμενο
304,Sache::N,tra,πράγμα
305,Rand::N,kantenn,άκρη
306,Rand::N,kantenn,χείλος
307,Kante::N,kantenn,άκρη
308,Ecke::N,korn,γωνιά
309,Spitze::N,begell,μύτη
310,Ende::N,dibenn,άκρη
311,Loch::N,toull,τρύπα
312,Muster::N,tresadenn,σχέδιο
313,Größe::N,ment,μέγεθος
314,Länge::N,hirder,μήκος
315,Höhe::N,uhelder,ύψος
316,Gewicht::N,pouez,βάρος
317,Menge::N,bern,ποσότητα
318,Haufen::N,bern,σωρός
319,Reihe::N,steud,αράδα
320,Boot::N,bag,βάρκα
321,Ruder::N,roeñv,κουπί
322,Schlitten::N,trainell,έλκηθρο
323,Ski::N,ski,σκι
324,Last::N,karg,φορτίο
325,Gang::N,kerzh,δρόμος
326,Schritt::N,paz,βήμα
327,Norden::N,norzh,βορράς
328,Norden::N,hanternoz,βορράς
329,Süden::N,su,νότος
330,Süden::N,kreisteiz,νότος
331,Westen::N,kuzh-heol,δύση
332,Osten::N,reter,ανατολή
333,Osten::N,sav-heol,ανατολή
334,Holz::N,koad,ξύλο
335,Brett::N,plankenn,σανίδι
336,Platte::N,plakenn,πλάκα
337,Stütze::N,harp,στήριγμα
338,Stange::N,sparl,ραβδί
339,Stange::N,sparl,κοντός
340,Stock::N,bazh,ξύλο
341,Stock::N,bazh,μπαστούνι
342,Stab::N,bazh,ραβδί
343,Rohr::N,tub,σωλήνας
344,Rohr::N,korz,σωλήνας
345,Haus::N,ti,σπίτι
346,Heim::N,kêr,σπίτι
347,Ofen::N,forn,σόμπα
348,Ofen::N,forn,θερμάστρα
349,Fußboden::N,plañchod,πάτωμα
350,Tisch::N,taol,τραπέζι
351,Stuhl::N,kador,καρέκλα
352,Wiege::N,kavell,κούνια
353,Bett::N,gwele,κρεβάτι
354,Regal::N,estajerenn,ράφι
355,Kiste::N,kased,κιβώτιο
356,Fenster::N,prenestr,παράθυρο
357,Tür::N,dor,πόρτα
358,Tor::N,portal,πύλη
359,Zaun::N,sklotur,φράχτης
360,Dach::N,toenn,στέγη
361,Leiter::N,skeul,σκάλα
362,Leiter::N,skeul,κλίμακα
363,Besen::N,skubell,σκούπα
364,Spaten::N,pal,φτυάρι
365,Schaufel::N,pal,φτυάρι
366,Gabel::N,fourchetez,πιρούνι
367,Löffel::N,loa,κουτάλι
368,Messer::N,kontell,μαχαίρι
369,Nagel::N,tach,καρφί
370,Netz::N,roued,δίχτυ
371,Haken::N,krog,γάντζος
372,Haken::N,krog,αγκίστρι
373,Griff::N,kemer,λαβή
374,Schloss::N,potenn,κλειδαριά
375,Bild::N,skeudenn,εικόνα
376,Figur::N,skeud,ανάστημα
377,Figur::N,figur,ανάστημα
378,Puppe::N,merc'hodenn,κούκλα
379,Beutel::N,sac'h,πουγγί
380,Bündel::N,feskenn,δεμάτι
381,Tasche::N,sac'h,τσάντα
382,Eimer::N,sailh,κουβάς
383,Deckel::N,pallenn,καπάκι
384,Geschirr::N,listriaj,σκεύη
385,Sack::N,sac'h,σάκος
386,Tasse::N,tas,φλιτζάνι
387,Topf::N,pod,χύτρα
388,Kessel::N,chaodouron,καζάνι
389,Essen::N,pred,φαγητό
390,Nahrung::N,boued,τροφή
391,Speise::N,meuz,φαγητό
392,Fleisch::N,kig,κρέας
393,Getreide::N,ed,σιτάρι
394,Brei::N,yod,χυλός
395,Brot::N,bara,ψωμί
396,Brot::N,bara,άρτος
397,Scheibe::N,tailhenn,φέτα
398,Fett::N,lard,πάχος
399,Butter::N,amann,βούτυρο
400,Öl::N,eoul,λάδι
401,Salz::N,holen,αλάτι
402,Suppe::N,soubenn,σούπα
403,Honig::N,mel,μέλι
404,Milch::N,laezh,γάλα
405,Tee::N,te,τσάι
406,Leder::N,lêr,πετσί
407,Wolle::N,gloan,μαλλί
408,Stoff::N,danvez,ύφασμα
409,Nadel::N,nadoz,βελόνα
410,Faden::N,neudenn,κλωστή
411,Knopf::N,bouton,κουμπί
412,Knoten::N,skoulm,κόμπος
413,Farbe::N,liv,μπογιά
414,Kleidung::N,dilhad,ρούχα
415,Kleidung::N,dilhad,ενδυμασία
416,Hemd::N,roc'hed,πουκάμισο
417,Kragen::N,gouzoug,κολάρο
418,Ärmel::N,milgin,μανίκι
419,Hose::N,bragoù,πανταλόνι
420,Gürtel::N,gouriz,ζώνη
421,Mütze::N,boned,σκούφος
422,Schuh::N,botez,παπούτσι
423,Stiefel::N,botez,μπότα
424,Ring::N,gwalenn,δαχτυλίδι
425,Band::N,bagad,κορδέλα
426,Kamm::N,krib,χτένα
427,Spiegel::N,melezour,καθρέφτης
428,Riemen::N,lerenn,λουρί
429,Schnur::N,kordenn,κορδόνι
430,Leine::N,roll,σχοινί
431,Decke::N,golo,κουβέρτα
432,Kissen::N,goubenner,μαξιλάρι
433,Tuch::N,mezher,πανί
434,Tuch::N,mezher,μαντήλι
435,Handtuch::N,toailhon,πετσέτα
436,Kraft::N,nerzh,δύναμη
437,Stärke::N,nerzhder,ισχύς
438,Stärke::N,nerzhder,δύναμη
439,Gesundheit::N,yec'hed,υγεία
440,Krankheit::N,klañved,αρρώστια
441,Schmerz::N,poan,πόνος
442,Schmerz::N,droug,πόνος
443,Wunde::N,gloazadenn,πληγή
444,Fieber::N,terzhienn,πυρετός
445,Arznei::N,louzoù,φάρμακο
446,Brücke::N,pont,γέφυρα
447,Brunnen::N,puñs,πηγάδι
448,Weide::N,prad,βοσκή
449,Pfad::N,gwenodenn,μονοπάτι
450,Weg::N,hent,δρόμος
451,Straße::N,ru,οδός
452,Straße::N,ru,δρόμος
453,Straße::N,hent,οδός
454,Straße::N,hent,δρόμος
455,Dorf::N,kêr,χωριό
456,Dorf::N,kêriadenn,χωριό
457,Stadt::N,kêr,πόλη
458,Brief::N,lizher,γράμμα
459,Brief::N,lizher,επιστολή
460,Buch::N,levr,βιβλίο
461,Buchstabe::N,lizherenn,γράμμα
462,Zeitung::N,kazetenn,εφημερίδα
463,Leben::N,buhez,ζωή
464,Leben::N,buhez,βίος
465,Tod::N,marv,θάνατος
466,Grab::N,bez,τάφος
467,Kirche::N,iliz,εκκλησία
468,Sünde::N,pec'hed,αμαρτία
469,Gott::N,doue,θεός
470,Arbeiter::N,labourer,εργάτης
471,Arbeiter::N,micherour,εργάτης
472,Chef::N,penn,προϊστάμενος
473,Meister::N,mestr,μάστορας
474,Meister::N,mestr,αρχιτεχνίτης
475,Arzt::N,mezeg,γιατρός
476,Arzt::N,medisin,γιατρός
477,Lehrer::N,skolaer,δάσκαλος
478,Lehrer::N,kelenner,δάσκαλος
479,Geld::N,arc'hant,λεφτά
480,Geld::N,arc'hant,χρήματα
481,Geschäft::N,stal,συναλλαγή
482,Laden::N,stal,μαγαζί
483,Laden::N,stal,κατάστημα
484,Preis::N,priz,τιμή
485,Ware::N,marc'hadourezh,εμπόρευμα
486,Nutzen::N,gounidegezh,όφελος
487,Nutzen::N,lañs,όφελος
488,Nutzen::N,profit,όφελος
489,Nutzen::N,spleit,όφελος
490,Reichtum::N,pinvidigezh,πλούτος
491,Welt::N,douar,κόσμος
492,Land::N,bro,χώρα
493,Staat::N,stad,κράτος
494,Staat::N,stad,πολιτεία
495,König::N,roue,βασιλιάς
496,Macht::N,galloud,εξουσία
497,Grenze::N,harzoù,σύνορα
498,Krieg::N,brezel,πόλεμος
499,Feind::N,eneber,εχθρός
500,Gewalt::N,tâerder,βία
501,Kampf::N,kann,αγώνας
502,Bogen[Waffe]::N,gwareg,τόξο
503,Pfeil::N,saezh,σαΐτα
504,Gewehr::N,fuzuilh,τουφέκι
505,Fehler::N,fazi,λάθος
506,Fehler::N,fazi,σφάλμα
507,Lüge::N,gaou,ψέμα
508,Lüge::N,gaou,ψεύδος
509,Schaden::N,gwall,ζημία
510,Unglück::N,gwalleur,δυστυχία
511,Schuld::N,kablusted,ενοχή
512,Schuld::N,kablusted,φταίξιμο
513,Schuld::N,pec'hedigezh,ενοχή
514,Schuld::N,pec'hedigezh,φταίξιμο
515,Alter::N,oad,ηλικία
516,Schluss::N,diwezh,τέλος
517,Zeit::N,amzer,χρόνος
518,Tag::N,deizh,μέρα
519,Tag::N,deizh,ημέρα
520,Morgen::N,beure,πρωί
521,Morgen::N,mintin,πρωί
522,Mittag::N,kreisteiz,μεσημέρι
523,Abend::N,abardaez,βράδυ
524,Nacht::N,noz,νύχτα
525,Woche::N,sizhun,εβδομάδα
526,Monat::N,miz,μήνας
527,Jahr::N,bloaz,έτος
528,Jahr::N,bloaz,χρόνος
529,Frühling::N,nevezamzer,άνοιξη
530,Sommer::N,hañv,καλοκαίρι
531,Herbst::N,diskaramzer,φθινόπωρο
532,Winter::N,goañv,χειμώνας
533,Januar::N,Genver,Ιανουάριος
534,Februar::N,C'hwevrer,Φεβρουάριος
535,März::N,Meurzh,Μάρτιος
536,April::N,Ebrel,Απρίλιος
537,Mai::N,Mae,Μάιος
538,Juni::N,Mezheven,Ιούνιος
539,Juli::N,Gouhere,Ιούλιος
540,August::N,Eost,Αύγουστος
541,September::N,Gwengolo,Σεπτέμβριος
542,Oktober::N,Here,Οκτώβριος
543,November::N,Du,Νοέμβριος
544,Dezember::N,Kerzu,Δεκέμβριος
545,Montag::N,Lun,Δευτέρα
546,Dienstag::N,Meurzh,Τρίτη
547,Mittwoch::N,Merc'her,Τετάρτη
548,Donnerstag::N,Yaou,Πέμπτη
549,Freitag::N,Gwener,Παρασκευή
550,Samstag::N,Sadorn,Σάββατο
551,Sonntag::N,Sul,Κυριακή
552,groß::A,bras,μεγάλος
553,klein::A,bihan,μικρός
554,lang::A,hir,μακρύς
555,kurz::A,berr,κοντός
556,breit::A,ledan,φαρδύς
557,schmal::A,strizh,στενός
558,dicht::A,stank,πυκνός
559,dick[Gegenstand]::A,tev,παχύς
560,dick[Gegenstand]::A,tev,χοντρός
561,dünn::A,moan,ψιλός
562,dünn::A,moan,λεπτός
563,fein::A,munut,ψιλός
564,fest::A,start,στερεός
565,flach::A,plaen,επίπεδος
566,glatt::A,lintr,λείος
567,glatt::A,lintr,ομαλός
568,glatt::A,levn,λείος
569,glatt::A,levn,ομαλός
570,hart::A,kalet,σκληρός
571,weich::A,blot,μαλακός
572,rund::A,ront,στρογγυλός
573,spitz::A,poentet,μυτερός
574,scharf::A,dremm,κοφτερός
575,stumpf::A,talsoc'h,αμβλύς
576,schwer::A,pounner,βαρύς
577,schön::A,kaer,ωραίος
578,schön::A,kaer,όμορφος
579,heiß::A,tomm,ζεστός
580,warm::A,tomm,θερμός
581,kalt::A,yen,κρύος
582,kalt::A,yen,ψυχρός
583,kühl::A,yen,δροσερός
584,frisch::A,fresk,νωπός
585,frisch::A,fresk,φρέσκος
586,feucht::A,gleb,υγρός
587,nass::A,gleb,βρεγμένος
588,trocken::A,sec'h,ξηρός
589,trocken::A,sec'h,στεγνός
590,voll::A,leun,γεμάτος
591,leer::A,goullo,άδειος
592,offen::A,digor,ανοιχτός
593,geschlossen::A,serr,κλειστός
594,sauber::A,naet,καθαρός
595,schmutzig::A,lous,βρώμικος
596,schmutzig::A,lous,λερωμένος
597,roh::A,kriz,ωμός
598,reif::A,darev,ώριμος
599,lecker::A,lipous,νόστιμος
600,lecker::A,saourus,νόστιμος
601,süß::A,dous,γλυκός
602,bitter::A,c'hwerv,πικρός
603,sauer::A,trenk,ξινός
604,hell::A,sklaer,φωτεινός
605,dunkel::A,teñval,σκοτεινός
606,schwarz::A,du,μαύρος
607,schwarz::A,du,μελανός
608,weiß::A,gwenn,άσπρος
609,rot::A,ruz,κόκκινος
610,gelb::A,melen,κίτρινος
611,blau::A,glas,μπλε
612,blau::A,glas,γαλανός
613,grün::A,gwer,πράσινος
614,grau::A,louet,γκρίζος
615,bunt::A,liesliv,ποικιλόχρωπος
616,billig::A,marc'had-mat,φτηνός
617,teuer::A,ker,ακριβός
618,wertvoll::A,prizius,πολύτιμος
619,blind::A,dall,τυφλός
620,taub::A,bouzar,κουφός
621,kräftig::A,start,δυνατός
622,stark::A,kreñv,γερός
623,schwach::A,gwan,αδύνατος
624,fett::A,lard,παχύς
625,schlank::A,sinkl,λεπτός
626,schlank::A,sinkl,λυγερός
627,hübsch::A,koant,όμορφος
628,hübsch::A,koant,χαριτωμένος
629,böse::A,gwall,κακός
630,dumm::A,glep,κουτός
631,dumm::A,glep,ανόητος
632,faul::A,lezirek,τεμπέλης
633,fleißig::A,studius,εργατικός
634,geizig::A,tost,τσιγγούνης
635,klug::A,speredek,έξυπνος
636,geschickt::A,dornet,επιδέξιος
637,lieb::A,koant,φίλος
638,lieb::A,koant,αγαπητός
639,lustig::A,laouen,εύθυμος
640,lustig::A,laouen,χαρούμενος
641,sanft::A,flour,ήπιος
642,hungrig::A,marnaon,πεινασμένος
643,krank::A,klañv,άρρωστος
644,nackt::A,noazh,γυμνός
645,traurig::A,trist,λυπημένος
646,lebendig::A,bev,ζωντανός
647,gut::A,mad,καλός
648,schlecht::A,fall,κακός
649,schlecht::A,gwall,κακός
650,richtig::A,reizh,σωστός
651,schlimm::A,gwall,άσχημος
652,wahr::A,gwir,αληθής
653,wahr::A,gwir,αληθινός
654,alt::A,kozh,παλιός
655,neu::A,nevez,νέος
656,neu::A,nevez,καινούργιος
657,ehemalig::A,kozh,παλιός
658,alt[Lebewesen]::A,kozh,γέρος
659,jung::A,yaouank,νέος
660,arm::A,paour,φτωχός
661,reich::A,pinvidik,πλούσιος
662,bekannt::A,anavezet,γνωστός
663,berühmt::A,brudet,περίφημος
664,berühmt::A,brudet,ξακουσμένος
665,fremd::A,dizanav,ξένος
666,verschieden::A,disheñel,διαφορετικός
667,nah::A,nes,κοντινός
668,fern::A,diabell,μακριά
669,linker::A,kleiz,αριστερός
670,rechter::A,dehoù,δεξιός
671,anderer::A,all,άλλος
672,erster::A,kentañ,πρώτος
673,zweiter::A,eil,δεύτερος
674,dritter::A,trede,τρίτος
675,letzter::A,diwezhañ,τελευταίος
676,allein::ADV,e-unan,μόνος
677,auf einmal::ADV,ar un dro,εφάπαξ
678,zusammen::ADV,asambles,μαζί
679,lange::ADV,pell,πολύν καιρό
680,plötzlich::ADV,en un taol,έξαφνα
681,sofort::ADV,diouzhtu,αμέσως
682,später::ADV,diwezhatoc'h,αργότερα
683,jetzt::ADV,bremañ,τώρα
684,heute::ADV,hiziv,σήμερα
685,morgen::ADV,arc'hoazh,αύριο
686,bald::ADV,hepdale,σε λίγο
687,bald::ADV,hepdale,εντός ολίγου
688,dann::ADV,a-c'houde,ύστερα
689,gestern::ADV,dec'h,χτες
690,einst::ADV,gwechall,ποτέ
691,einst::ADV,gwechall,άλλοτε
692,damals::ADV,neuze,τότε
693,danach::ADV,goude,μετά
694,danach::ADV,goude,ύστερα
695,vorher::ADV,diagent,πριν
696,vorher::ADV,diagent,προηγουμένως
697,zuerst::ADV,da gentañ,πρώτα
698,einmal::ADV,ur wech,μία φορά
699,manchmal::ADV,a-wechoù,κάποτε
700,oft::ADV,alies,συχνά
701,oft::ADV,alies,πολλές φορές
702,immer::ADV,atav,πάντα
703,immer::ADV,atav,πάντοτε
704,immer::ADV,bepred,πάντα
705,immer::ADV,bepred,πάντοτε
706,niemals::ADV,gwech ebet,ποτέ
707,hier::ADV,amañ,εδώ
708,hierhin::ADV,dre amañ,εδώ
709,von hier::ADV,alemañ,από δω
710,dort::ADV,aze,εκεί
711,dort::ADV,ahont,εκεί
712,dorthin::ADV,di,προς τα κει
713,dorthin::ADV,aze,προς τα κει
714,dorthin::ADV,ahont,προς τα κει
715,geradeaus::ADV,war-eeun,κατευθείαν
716,vorwärts::ADV,war-raok,εμπρός
717,rückwärts::ADV,war-lerc'h,πίσω
718,zurück::ADV,war-dreñv,πίσω
719,unten::ADV,en traoñ,κάτω
720,hinab::ADV,a-izel,προς τα κάτω
721,oben::ADV,en nec'h,πάνω
722,oben::ADV,en nec'h,επάνω
723,hinauf::ADV,e-krec'h,προς τα πάνω
724,überall::ADV,dre-holl,παντού
725,nicht::ADV,ne ... ket,δεν
726,ein wenig::ADV,un tammig,λιγάκι
727,kaum::ADV,a-boan,μόλις
728,sehr::ADV,-tre,πολύ
729,sehr::ADV,-kenañ,πολύ
730,so::ADV,evel-se,έτσι
