,Concept_ID,fr,ps
70,Wasser::N,eau,اوبه
71,Stein::N,pierre,ډبره
72,Boden::N,sol,مځکه
73,Boden::N,terrain,مځکه
74,Erde::N,terre,خاوره
75,Staub::N,poussière,ګرد
76,Staub::N,poussière,خاوره
77,Rauch::N,fumée,دود
78,Rauch::N,fumée,لوګی
79,Funke::N,étincelle,سپرغۍ
80,Feuer::N,feu,اور
81,Licht::N,lumière,رڼا
82,Schatten::N,ombre,سیوری
83,Wetter::N,temps,هوا
84,Nebel::N,brume,لړه
85,Nebel::N,brouillard,لړه
86,Wolke::N,nuage,ورېځ
87,Regen::N,pluie,وریا
88,Regen::N,pluie,باران
89,Schnee::N,neige,واوره
90,Eis::N,glace,یخ
91,Eis::N,glace,کنګل
92,Frost::N,gel,یخ
93,Frost::N,gelée,یخ
94,Kälte::N,froid,ساړه
95,Hitze::N,chaleur,تودوخي
96,Raureif::N,givre,سپینه پرخه
97,Regenbogen::N,arc-en-ciel,بوډۍ ټال
98,Regenbogen::N,arc-en-ciel,سره زرغونه
99,Donner::N,tonnerre,تالنده
100,Strömung::N,courant,بهېدنه
101,Tropfen::N,goutte,قطره
102,Tropfen::N,goutte,څاڅکی
103,Schaum::N,écume,ځګ
104,Schaum::N,mousse,ځګ
105,Schmutz::N,boue,ناپاکي
106,Schmutz::N,saleté,ناپاکي
107,See::N,lac,جهیل
108,Sumpf::N,marais,جبه
109,Sumpf::N,marécage,جبه
110,Moor::N,tourbière,جبه
111,Wiese::N,pré,چمن
112,Wiese::N,pré,شنېلی
113,Wald::N,bois,ځنګل
114,Wald::N,forêt,ځنګل
115,Hügel::N,coteau,تپه
116,Hügel::N,colline,تپه
117,Anhöhe::N,éminence,غونډۍ
118,Anhöhe::N,élévation,غونډۍ
119,Berg::N,mont,غ‍‍‍‍‍ر
120,Berg::N,montagne,غ‍‍‍‍‍ر
121,Gipfel::N,cime,څوکه
122,Gipfel::N,sommet,څوکه
123,Höhle::N,caverne,کاز
124,Abhang::N,pente,لمن
125,Abhang::N,versant,لمن
126,Quelle::N,source,چینه
127,Quelle::N,fontaine,چینه
128,Bach::N,ruisseau,واله
129,Fluss::N,fleuve,سیند
130,Fluss::N,rivière,سیند
131,Ufer::N,bord,غاړه
132,Ufer::N,rivage,غاړه
133,Küste::N,côte,ساحل
134,Festland::N,terre ferme,وچه
135,Meer::N,mer,بحر
136,Meer::N,mer,سمندر
137,Bucht::N,baie,کارۍ
138,Insel::N,île,ټاپو
139,Insel::N,île,جزيره
140,Blume::N,fleur,ګل
141,Gras::N,herbe,واښه
142,Wurzel::N,racine,ریښه
143,Baum::N,arbre,ونه
144,Stamm::N,tronc,ډډ
145,Rinde::N,écorce,پوستکی
146,Ast::N,branche,ښاخ
147,Zweig::N,rameau,څانګه
148,Blatt::N,feuille,پاڼه
149,Birke::N,bouleau,توس
150,Kiefer[Baum]::N,pin,نښتر
151,Weide[Baum]::N,saule,وله
152,Tanne::N,sapin,ناجو
153,Horn::N,corne,ښکر
154,Feder::N,plume,بڼکه
155,Fell::N,peau,پوستکی
156,Flügel::N,aile,وزر
157,Klaue::N,serre,پنجه
158,Klaue::N,serre,منګول
159,Kralle::N,ongle,پنجه
160,Kralle::N,ongle,منګول
161,Kralle::N,griffe,پنجه
162,Kralle::N,griffe,منګول
163,Schwanz::N,queue,لکۍ
164,Ei::N,œuf,وۍ
165,Ei::N,œuf,هګۍ
166,Nest::N,nid,جاله
167,Bau::N,terrier,کاز
168,Tier::N,animal,ژوی
169,Tier::N,animal,حیوان
170,Herde::N,troupeau,رمه
171,Herde::N,troupeau,غېله
172,Kuh::N,vache,غوا
173,Bulle::N,taureau,غوئی
174,Pferd::N,cheval,آس
175,Schaf::N,mouton,پسه
176,Schwein::N,porc,سرکوزی
177,Schwein::N,cochon,سرکوزی
178,Hund::N,chien,سپی
179,Katze::N,chat,پشه
180,Bär::N,ours,خرس
181,Eichhörnchen::N,écureuil,خړ لمی
182,Elch::N,élan,ګوزن
183,Fuchs::N,renard,سپلم
184,Hase::N,lièvre,سوی
185,Maus::N,souris,مږک
186,Wolf::N,loup,لېوه
187,Vogel::N,oiseau,مرغه
188,Schwarm::N,nuée,سېل
189,Schwarm::N,volée,سېل
190,Huhn::N,poule,چرګه
191,Hahn::N,coq,چرګ
192,Gans::N,oie,بته
193,Adler::N,aigle,عقاب
194,Ente::N,canard,ایلۍ
195,Eule::N,hibou,ګونګی
196,Kranich::N,grue,کلنګ
197,Krähe::N,corneille,کارغه
198,Kuckuck::N,coucou,فاخته
199,Schwan::N,cygne,قو
200,Fisch::N,poisson,کب
201,Fisch::N,poisson,ماهی
202,Barsch::N,perche,
203,Hecht::N,brochet,
204,Schlange[Tier]::N,serpent,مار
205,Wurm::N,ver,چینجی
206,Spinne::N,araignée,غڼه
207,Spinne::N,araignée,تارکښ
208,Ameise::N,fourmi,مېږی
209,Laus::N,pou,سپږه
210,Mücke::N,moucheron,ماشی
211,Fliege::N,mouche,مچ
212,Schmetterling::N,papillon,پتنګ
213,Beere::N,baie,مېوۍ
214,Apfel::N,pomme,مڼه
215,Pilz::N,champignon,خرېړی
216,Zwiebel::N,oignon,پیاز
217,Saat::N,semence,تخم
218,Korn::N,grain,تخم
219,Korn::N,grain,دانه
220,Heu::N,foin,بوس
221,Heu::N,foin,پروړه
222,Schale::N,pelure,پوستکی
223,Grube::N,fosse,کنده
224,Falle::N,piège,دام
225,Falle::N,piège,لومه
226,Schlinge::N,lacs,کړۍ
227,Spur::N,trace,نښه
228,Asche::N,cendre,آس
229,Asche::N,cendre,ایره
230,Dreck::N,crotte,ناپاکي
231,Eisen::N,fer,اوسپنه
232,Gold::N,or,سره زر
233,Silber::N,argent,نقره
234,Silber::N,argent,سپین زر
235,Kohle::N,charbon,سکور
236,Kohle::N,charbon,سکاره
237,Glas::N,verre,ښيښه
238,Lehm::N,glaise,خټه
239,Sand::N,sable,شګه
240,Mensch::N,homme,انسان
241,Mann::N,homme,سړی
242,Mann::N,homme,نارینه
243,Frau::N,femme,ښځه
244,Kind::N,enfant,بچی
245,Kind::N,enfant,ماشوم
246,Junge::N,garçon,هلک
247,Mädchen::N,fille,نجلۍ
248,Mädchen::N,jeune fille,نجلۍ
249,Familie::N,famille,کورنۍ
250,Großvater::N,grand-père,بابا
251,Großmutter::N,grand-mère,انا
252,Eltern::N,parents,مور او پلار
253,Vater::N,père,پلار
254,Mutter::N,mère,مور
255,Sohn::N,fils,زوی
256,Tochter::N,fille,لور
257,Bruder::N,frère,ورور
258,Schwester::N,sœur,خور
259,Onkel::N,oncle,تره
260,Onkel::N,oncle,ماما
261,Tante::N,tante,خاله
262,Ehemann::N,mari,مېړه
263,Ehemann::N,époux,مېړه
264,Ehefrau::N,femme,مېرمن
265,Ehefrau::N,épouse,مېرمن
266,Freude::N,joie,خوشحالي
267,Freude::N,plaisir,خوشحالي
268,Gelächter::N,rires,خندا
269,Glück::N,bonheur,بخت
270,Kummer::N,peine,غم
271,Kummer::N,chagrin,غم
272,Wunsch::N,désir,هيله
273,Wunsch::N,désir,غوښتنه
274,Lust::N,envie,شوق
275,Lust::N,envie,مینه
276,Geist::N,esprit,روح
277,Gedanke::N,idée,فکر
278,Gedanke::N,pensée,فکر
279,Gedächtnis::N,mémoire,یاد
280,Gedächtnis::N,mémoire,حافظه
281,Verstand::N,raison,عقل
282,Verstand::N,raison,شعور
283,Sinn::N,sens,معنی
284,Grund::N,cause,علت
285,Grund::N,cause,اساس
286,Grund::N,raison,علت
287,Grund::N,raison,اساس
288,Wahrheit::N,vérité,حقیقت
289,Gespräch::N,conversation,مرکه
290,Gespräch::N,conversation,خبرې اترې
291,Märchen::N,conte,افسانه
292,Märchen::N,conte de fées,افسانه
293,Erzählung::N,conte,قصه
294,Erzählung::N,conte,کیسه
295,Erzählung::N,narration,قصه
296,Erzählung::N,narration,کیسه
297,Nachricht::N,message,خبر
298,Neuigkeit::N,nouvelle,نوی خبر
299,Name::N,nom,نوم
300,Rätsel::N,énigme,کیسۍ
301,Rätsel::N,énigme,چیستان
302,Rätsel::N,devinette,کیسۍ
303,Rätsel::N,devinette,چیستان
304,Rede::N,parole,وینا
305,Rede::N,discours,وینا
306,Sprache::N,langue,ژبه
307,Sprache::N,langage,ژبه
308,Stimme::N,voix,غږ
309,Stimme::N,voix,اواز
310,Wort::N,mot,لغت
311,Wort::N,mot,کلمه
312,Zeichen::N,signe,نښه
313,Zeichen::N,signe,اشاره
314,Ruf::N,cri,ږغ
315,Ruf::N,cri,بلنه
316,Ruf::N,appel,ږغ
317,Ruf::N,appel,بلنه
318,Lärm::N,bruit,غالمغال
319,Laut::N,son,ږغ
320,Ton::N,ton,اواز
321,Lied::N,chant,غزله
322,Lied::N,chant,سندره
323,Lied::N,chanson,غزله
324,Lied::N,chanson,سندره
325,Ruhe::N,calme,ارامي
326,Ruhe::N,tranquillité,ارامي
327,Leute::N,gens,خلک
328,Volk::N,peuple,ولس
329,Arbeit::N,travail,کار
330,Gast::N,hôte,مېلمه
331,Gast::N,invité,مېلمه
332,Geschenk::N,cadeau,تحفه
333,Geschenk::N,cadeau,سوغات
334,Geschenk::N,présent,تحفه
335,Geschenk::N,présent,سوغات
336,Spiel::N,jeu,لوبه
337,Gesellschaft::N,compagnie,ډله
338,Hilfe::N,aide,کومک
339,Hilfe::N,aide,مرسته
340,Hilfe::N,secours,کومک
341,Hilfe::N,secours,مرسته
342,Freund::N,ami,ملګری
343,Kamerad::N,copain,انډيوال
344,Kamerad::N,camarade,انډيوال
345,Angelegenheit::N,affaire,موضوع
346,Anzahl::N,nombre,شمېر
347,Anzahl::N,nombre,تعداد
348,Art::N,sorte,ډول
349,Art::N,espèce,ډول
350,Stück::N,morceau,ټوټه
351,Teil::N,part,برخه
352,Teil::N,partie,برخه
353,Hälfte::N,moitié,نیم
354,Kreis::N,cercle,دایره
355,Kreuz::N,croix,صلیب
356,Linie::N,ligne,خط
357,Linie::N,ligne,لیکه
358,Strich::N,trait,کرښه
359,Abstand::N,écart,فاصله
360,Entfernung::N,distance,واټن
361,Gegend::N,région,سیمه
362,Gegend::N,région,منطقه
363,Gegend::N,contrée,سیمه
364,Gegend::N,contrée,منطقه
365,Platz::N,place,ځای
366,Ort::N,lieu,ځای
367,Ort::N,endroit,ځای
368,Seite::N,côté,مخ
369,Seite::N,côté,اړخ
370,Mitte::N,milieu,وسط
371,Mitte::N,milieu,مینځ
372,Gegenstand::N,objet,شی
373,Sache::N,chose,شی
374,Sache::N,chose,څيز
375,Rand::N,bord,څنډه
376,Rand::N,bord,کناره
377,Kante::N,arête,اړخ
378,Ecke::N,coin,ګوټ
379,Ecke::N,tournant,ګوټ
380,Spitze::N,cime,څوکه
381,Spitze::N,pointe,څوکه
382,Ende::N,bout,څوکه
383,Loch::N,trou,سوری
384,Winkel::N,coin,کنج
385,Winkel::N,coin,کوتی
386,Winkel::N,réduit,کنج
387,Winkel::N,réduit,کوتی
388,Muster::N,dessin,نمونه
389,Größe::N,grandeur,قد
390,Größe::N,grandeur,لويوالی
391,Länge::N,longueur,طول
392,Länge::N,longueur,اوږد والی
393,Höhe::N,hauteur,جګوالی
394,Höhe::N,altitude,جګوالی
395,Gewicht::N,poids,وزن
396,Menge::N,quantité,اندازه
397,Haufen::N,tas,کوټه
398,Reihe::N,file,صف
399,Reihe::N,file,کتار
400,Reihe::N,rangée,صف
401,Reihe::N,rangée,کتار
402,Boot::N,canot,قايق
403,Boot::N,bateau,قايق
404,Ruder::N,rame,چپه
405,Ruder::N,aviron,چپه
406,Schlitten::N,traîneau,ښویېدونی
407,Ski::N,ski,سکي
408,Lagerfeuer::N,feu de camp,اور
409,Last::N,charge,بار
410,Last::N,charge,پېټی
411,Last::N,fardeau,بار
412,Last::N,fardeau,پېټی
413,Gang::N,tour,تګ
414,Gang::N,marche,تګ
415,Schritt::N,pas,ګام
416,Norden::N,nord,شمال
417,Süden::N,sud,سوېل
418,Westen::N,ouest,لوېدېځ
419,Westen::N,occident,لوېدېځ
420,Osten::N,est,شرق
421,Osten::N,est,ختیځ
422,Osten::N,orient,شرق
423,Osten::N,orient,ختیځ
424,Holz::N,bois,لرګی
425,Brett::N,planche,تخته
426,Platte::N,plaque,تخته
427,Stütze::N,appui,تکیوان
428,Stütze::N,soutien,تکیوان
429,Stange::N,barre,ډاګه
430,Stange::N,perche,ډاګه
431,Stock::N,canne,لرګی
432,Stab::N,bâton,چيخله
433,Rohr::N,tube,نل
434,Rohr::N,tuyau,نل
435,Haus::N,maison,کور
436,Heim::N,maison,کور
437,Ofen::N,poêle,تودنۍ
438,Fußboden::N,plancher,غولی
439,Tisch::N,table,مېز
440,Stuhl::N,chaise,چوکۍ
441,Wiege::N,berceau,زانګو
442,Bett::N,lit,کټ
443,Bett::N,lit,چپرکټ
444,Regal::N,étagère,تاخچۍ
445,Kiste::N,caisse,صندوق
446,Fenster::N,fenêtre,کړکۍ
447,Tür::N,porte,دروازه
448,Tor::N,porte,دروازه
449,Tor::N,portail,دروازه
450,Zaun::N,clôture,کټاره
451,Dach::N,toit,بام
452,Leiter::N,échelle,زينه
453,Besen::N,balai,جارو
454,Spaten::N,bêche,یوم
455,Schaufel::N,pelle,بېلچه
456,Gabel::N,fourchette,پنجه
457,Löffel::N,cuiller,کاشوغه
458,Messer::N,couteau,چاقو
459,Nagel::N,clou,ميخ
460,Netz::N,filet,جال
461,Haken::N,croc,څنګک
462,Haken::N,crochet,څنګک
463,Griff::N,prise,لاستی
464,Griff::N,manche,لاستی
465,Schloss::N,serrure,کلپ
466,Bild::N,image,رسم
467,Bild::N,tableau,رسم
468,Figur::N,figure,قدوقامت
469,Puppe::N,poupée,ګوډۍ
470,Beutel::N,sac,کڅوړه
471,Beutel::N,petit sac,کڅوړه
472,Bündel::N,paquet,دسته
473,Bündel::N,faisceau,دسته
474,Tasche::N,sac,بکس
475,Tasche::N,sac,توبره
476,Eimer::N,seau,سطل
477,Deckel::N,couvercle,سرپوښ
478,Geschirr::N,vaisselle,لوښی
479,Sack::N,sac,جوال
480,Tasse::N,tasse,پیاله
481,Topf::N,pot,دېګی
482,Topf::N,marmite,دېګی
483,Kessel::N,chaudron,دېګ
484,Essen::N,repas,خوراک
485,Essen::N,manger,خوراک
486,Nahrung::N,nourriture,خوراک
487,Speise::N,plat,خواړه
488,Fleisch::N,viande,غوښه
489,Getreide::N,blé,غله
490,Getreide::N,céréales,غله
491,Brei::N,purée,اوګره
492,Brei::N,bouillie,اوګره
493,Brot::N,pain,ډوډۍ
494,Scheibe::N,tranche,مړۍ
495,Fett::N,graisse,غوړي
496,Butter::N,beurre,کوچ
497,Öl::N,huile,تېل
498,Salz::N,sel,مالګه
499,Suppe::N,soupe,شوربا
500,Suppe::N,potage,شوربا
501,Honig::N,miel,شات
502,Milch::N,lait,شوده
503,Tee::N,thé,چای
504,Leder::N,cuir,څرمن
505,Wolle::N,laine,پشم
506,Stoff::N,tissu,ټوټه
507,Stoff::N,étoffe,ټوټه
508,Nadel::N,aiguille,ستن
509,Faden::N,fil,تار
510,Knopf::N,bouton,تڼۍ
511,Knopf::N,bouton,تکمه
512,Knoten::N,nœud,غوټه
513,Farbe::N,peinture,رنګ
514,Kleidung::N,vêtements,کالي
515,Kleidung::N,habillement,کالي
516,Hemd::N,chemise,کميس
517,Kragen::N,col,غاړه
518,Ärmel::N,manche,لستوڼی
519,Hose::N,pantalon,پطلون
520,Gürtel::N,ceinture,کمربند
521,Mütze::N,bonnet,خولۍ
522,Mütze::N,casquette,خولۍ
523,Schuh::N,soulier,بوټ
524,Schuh::N,chaussure,بوټ
525,Stiefel::N,botte,موزه
526,Ring::N,bague,ګوته
527,Band::N,ruban,فيته
528,Kamm::N,peigne,ګمنځ
529,Spiegel::N,glace,ایینه
530,Spiegel::N,glace,هنداره
531,Spiegel::N,miroir,ایینه
532,Spiegel::N,miroir,هنداره
533,Riemen::N,lanière,تسمه
534,Riemen::N,courroie,تسمه
535,Schnur::N,corde,مزی
536,Schnur::N,ficelle,مزی
537,Leine::N,laisse,رسۍ
538,Decke::N,couverture,بړستن
539,Kissen::N,oreiller,بالښت
540,Tuch::N,drap,ټیکری
541,Tuch::N,fichu,ټیکری
542,Handtuch::N,serviette,دسمال
543,Handtuch::N,essuie-mains,دسمال
544,Kraft::N,force,زور
545,Kraft::N,force,توان
546,Stärke::N,vigueur,قوت
547,Gesundheit::N,santé,صحت
548,Gesundheit::N,santé,روغتیا
549,Krankheit::N,maladie,مرض
550,Krankheit::N,maladie,ناروغي
551,Schmerz::N,douleur,درد
552,Wunde::N,plaie,ټپ
553,Wunde::N,plaie,زخم
554,Wunde::N,blessure,ټپ
555,Wunde::N,blessure,زخم
556,Fieber::N,fièvre,تبه
557,Arznei::N,remède,دوا
558,Arznei::N,remède,دارو
559,Arznei::N,médecine,دوا
560,Arznei::N,médecine,دارو
561,Brücke::N,pont,پول
562,Brunnen::N,puits,څاه
563,Brunnen::N,puits,کوهی
564,Weide::N,pâturage,وله
565,Pfad::N,sentier,تړه
566,Weg::N,voie,لیار
567,Weg::N,chemin,لیار
568,Straße::N,route,سړک
569,Dorf::N,village,کلی
570,Stadt::N,cité,ښار
571,Stadt::N,ville,ښار
572,Brief::N,lettre,لیک
573,Brief::N,lettre,مکتوب
574,Buch::N,livre,کتاب
575,Buchstabe::N,lettre,حرف
576,Buchstabe::N,lettre,توری
577,Buchstabe::N,caractère,حرف
578,Buchstabe::N,caractère,توری
579,Zeitung::N,journal,اخبار
580,Leben::N,vie,ژوند
581,Tod::N,mort,مرګ
582,Tod::N,mort,مړینه
583,Grab::N,tombe,قبر
584,Grab::N,tombe,ډورۍ
585,Kirche::N,église,کلیسا
586,Sünde::N,péché,ګناه
587,Gott::N,dieu,خدای
588,Arbeiter::N,ouvrier,کاریګر
589,Arbeiter::N,travailleur,کاریګر
590,Chef::N,chef,آمر
591,Chef::N,patron,آمر
592,Meister::N,maître,استاد
593,Arzt::N,médecin,طبیب
594,Arzt::N,médecin,ډاکټر
595,Lehrer::N,professeur,معلم
596,Lehrer::N,professeur,ښوونکی
597,Lehrer::N,instituteur,معلم
598,Lehrer::N,instituteur,ښوونکی
599,Geld::N,argent,پیسې
600,Geschäft::N,affaire,سوداګري
601,Geschäft::N,commerce,سوداګري
602,Laden::N,magasin,دکان
603,Laden::N,magasin,مغازه
604,Laden::N,boutique,دکان
605,Laden::N,boutique,مغازه
606,Preis::N,prix,بیه
607,Ware::N,marchandise,مال
608,Nutzen::N,profit,ګټه
609,Reichtum::N,richesse,شتمني
610,Welt::N,monde,نړۍ
611,Welt::N,monde,دنیا
612,Land::N,pays,هېواد
613,Staat::N,État,دولت
614,König::N,roi,باچا
615,König::N,roi,پادشاه
616,Macht::N,pouvoir,قدرت
617,Macht::N,puissance,قدرت
618,Grenze::N,frontière,حد
619,Grenze::N,frontière,سرحد
620,Krieg::N,guerre,جګړه
621,Feind::N,ennemi,دښمن
622,Gewalt::N,violence,زور
623,Gewalt::N,violence,تشدد
624,Kampf::N,lutte,جنګ
625,Kampf::N,lutte,مبارزه
626,Kampf::N,combat,جنګ
627,Kampf::N,combat,مبارزه
628,Bogen[Waffe]::N,arc,لیندۍ
629,Pfeil::N,flèche,غشی
630,Gewehr::N,fusil,ټوپک
631,Fehler::N,faute,خطا
632,Fehler::N,faute,غلطي
633,Fehler::N,erreur,خطا
634,Fehler::N,erreur,غلطي
635,Lüge::N,mensonge,دروغ
636,Schaden::N,dégât,زیان
637,Schaden::N,dégât,تاوان
638,Schaden::N,dommage,زیان
639,Schaden::N,dommage,تاوان
640,Unglück::N,malheur,بدبختي
641,Schuld::N,faute,ګناه
642,Schuld::N,culpabilité,ګناه
643,Alter::N,âge,منګ
644,Schluss::N,fin,اخر
645,Zeit::N,temps,وخت
646,Tag::N,jour,ورځ
647,Tag::N,journée,ورځ
648,Morgen::N,matin,سبا
649,Morgen::N,matin,سهار
650,Morgen::N,matinée,سبا
651,Morgen::N,matinée,سهار
652,Mittag::N,midi,غرمه
653,Abend::N,soir,ماښام
654,Abend::N,soirée,ماښام
655,Nacht::N,nuit,شپه
656,Woche::N,semaine,اونۍ
657,Monat::N,mois,مياشت
658,Jahr::N,an,کال
659,Jahr::N,année,کال
660,Frühling::N,printemps,پسرلی
661,Sommer::N,été,دوبی
662,Herbst::N,automne,منی
663,Herbst::N,automne,خزان
664,Winter::N,hiver,ژمی
665,Januar::N,janvier,جنوري
666,Februar::N,février,فبروري
667,März::N,mars,مارچ
668,April::N,avril,اپریل
669,Mai::N,mai,مې
670,Juni::N,juin,جون
671,Juli::N,juillet,جولای
672,August::N,août,اګست
673,September::N,septembre,سپټامبر
674,Oktober::N,octobre,اکتوبر
675,November::N,novembre,نومبر
676,Dezember::N,décembre,دسمبر
677,Montag::N,lundi,دوشنبه
678,Dienstag::N,mardi,سه شنبه
679,Mittwoch::N,mercredi,چارشنبه
680,Donnerstag::N,jeudi,پنجشنبه
681,Freitag::N,vendredi,جمعه
682,Samstag::N,samedi,خالي
683,Sonntag::N,dimanche,یکشنبه
684,groß::A,grand,لوی
685,klein::A,petit,وړوکی
686,lang::A,long,اوړد
687,kurz::A,court,لنډ
688,breit::A,large,پراخه
689,schmal::A,étroit,تنګ
690,dicht::A,dense,ګڼ
691,dick[Gegenstand]::A,épais,پنډ
692,dünn::A,mince,نری
693,fein::A,fin,نازک
694,fein::A,menu,نازک
695,fest::A,ferme,کلک
696,fest::A,ferme,ټینګ
697,fest::A,solide,کلک
698,fest::A,solide,ټینګ
699,flach::A,plat,هوار
700,glatt::A,poli,ښوی
701,glatt::A,lisse,ښوی
702,hart::A,dur,کلک
703,weich::A,mou,نرم
704,weich::A,mou,پوست
705,rund::A,rond,ګرد
706,spitz::A,aigu,تېره
707,spitz::A,pointu,تېره
708,scharf::A,tranchant,تېز
709,scharf::A,tranchant,تېره
710,stumpf::A,mousse,پڅ
711,stumpf::A,émoussé,پڅ
712,schwer::A,lourd,دروند
713,schwer::A,pesant,دروند
714,schön::A,beau,ښکلی
715,heiß::A,chaud,تود
716,heiß::A,très chaud,تود
717,warm::A,chaud,تود
718,kalt::A,froid,ېخ
719,kalt::A,froid,سوړ
720,kühl::A,frais,ېخ
721,kühl::A,frais,سوړ
722,frisch::A,frais,تازه
723,feucht::A,humide,مرطوب
724,nass::A,mouillé,لوند
725,trocken::A,sec,وچ
726,voll::A,plein,ډک
727,voll::A,rempli,ډک
728,leer::A,vide,خالی
729,offen::A,ouvert,خلاص
730,offen::A,ouvert,پرانیستی
731,geschlossen::A,clos,تړلی
732,geschlossen::A,fermé,تړلی
733,sauber::A,net,پاک
734,sauber::A,propre,پاک
735,schmutzig::A,sale,چټل
736,schmutzig::A,crasseux,چټل
737,roh::A,cru,خام
738,roh::A,brut,خام
739,reif::A,mûr,پوخ
740,reif::A,mûr,رسېدلی
741,lecker::A,délicieux,خوندور
742,lecker::A,délicieux,مزه دار
743,lecker::A,appétissant,خوندور
744,lecker::A,appétissant,مزه دار
745,süß::A,doux,خوږ
746,süß::A,doux,شیرین
747,bitter::A,amer,تریخ
748,sauer::A,aigre,ټاک
749,sauer::A,aigre,تريو
750,hell::A,clair,روڼ
751,hell::A,clair,روښان
752,dunkel::A,sombre,تیاره
753,schwarz::A,noir,تور
754,weiß::A,blanc,سپين
755,rot::A,rouge,سور
756,gelb::A,jaune,زېړ
757,blau::A,bleu,شین
758,blau::A,bleu,اسماني رنګه
759,grün::A,vert,زرغون
760,grau::A,gris,خړ
761,bunt::A,multicolore,رنګارنګ
762,billig::A,bon marché,ارزان
763,teuer::A,cher,ګران
764,wertvoll::A,précieux,قیمتي
765,blind::A,aveugle,ړوند
766,taub::A,sourd,کوڼ
767,kräftig::A,fort,قوی
768,kräftig::A,vigoureux,قوی
769,stark::A,fort,قوی
770,stark::A,fort,تکړه
771,stark::A,puissant,قوی
772,stark::A,puissant,تکړه
773,schwach::A,faible,ضعیف
774,schwach::A,faible,کمزوری
775,fett::A,gras,چاغ
776,schlank::A,svelte,خوش اندام
777,hübsch::A,joli,ښکلی
778,hübsch::A,joli,ښایسته
779,böse::A,mauvais,شریر
780,böse::A,mauvais,قهرناک
781,dumm::A,sot,احمق
782,dumm::A,bête,احمق
783,faul::A,fainéant,لټ
784,faul::A,fainéant,تنبل
785,faul::A,paresseux,لټ
786,faul::A,paresseux,تنبل
787,fleißig::A,appliqué,زحمت کښ
788,geizig::A,avare,بخیل
789,klug::A,intelligent,عاقل
790,klug::A,intelligent,هوښیار
791,geschickt::A,habile,ماهر
792,lieb::A,cher,عزیز
793,lieb::A,cher,محبوب
794,lieb::A,gentil,عزیز
795,lieb::A,gentil,محبوب
796,lustig::A,gai,خوشحال
797,lustig::A,joyeux,خوشحال
798,sanft::A,doux,پوست
799,sanft::A,doux,ملایم
800,hungrig::A,affamé,وږی
801,krank::A,malade,مريض
802,krank::A,malade,ناروغ
803,nackt::A,nu,لوڅ
804,traurig::A,triste,غمجن
805,lebendig::A,vivant,ژوندی
806,gut::A,bon,ښه
807,schlecht::A,mauvais,بد
808,schlecht::A,mauvais,خراب
809,richtig::A,juste,سم
810,richtig::A,juste,صحیح
811,richtig::A,correct,سم
812,richtig::A,correct,صحیح
813,schlimm::A,grave,بد
814,schlimm::A,grave,مخوف
815,schlimm::A,mauvais,بد
816,schlimm::A,mauvais,مخوف
