,Concept_ID,kk,mdf
205,Ameise::N,қүмырска,панжам
206,Laus::N,бит,си
207,Mücke::N,маса,ся́ське
208,Fliege::N,шыбын,кару
209,Schmetterling::N,көбелек,ме́лав
210,Beere::N,жидек,и́мож
211,Apfel::N,алма,марь
212,Pilz::N,қозықұйрық,панга
213,Pilz::N,саңыраукулақ,панга
214,Zwiebel::N,жуа,шурьхкя́
215,Saat::N,тұқым,видьмот
216,Korn::N,дән,сёра
217,Heu::N,шөп,тише
218,Schale::N,қабық,кедь
219,Schale::N,қабығы,кедь
220,Grube::N,ор,лотка
221,Falle::N,дұзақ,туфкс
222,Falle::N,дұзақ,кунда́ма
223,Falle::N,қақпан,туфкс
224,Falle::N,қақпан,кунда́ма
225,Schlinge::N,ілмек,килькш
226,Spur::N,із,пильгоки́
227,Asche::N,күл,кулу
228,Dreck::N,былғаныш,ърда́з
229,Eisen::N,темір,кшни
230,Gold::N,алтын,ока
231,Gold::N,алтын,золота
232,Silber::N,күміс,сия́
233,Kohle::N,көмір,седь
234,Kohle::N,көмір,седьвальмя
235,Glas::N,шыны,кля́нцек
236,Lehm::N,балшық,сёвонь
237,Sand::N,құм,шува́р
238,Mensch::N,адам,ломань
239,Mann::N,еркек,аля
240,Mann::N,еркек,цёраломань
241,Mann::N,ер адам,аля
242,Mann::N,ер адам,цёраломань
243,Frau::N,бике,ава
244,Frau::N,қатын,ава
245,Kind::N,бала,идь
246,Kind::N,бала,шаба
247,Kind::N,перзент,идь
248,Kind::N,перзент,шаба
249,Junge::N,бала,цёраня
250,Junge::N,ер бала,цёраня
251,Mädchen::N,қыз,стирня́
252,Familie::N,жанұя,тнал
253,Familie::N,жанұя,семья
254,Großvater::N,ата,атя
255,Großvater::N,ата,щя́тя
256,Großmutter::N,әже,баба
257,Großmutter::N,әжей,баба
258,Eltern::N,ата-аналар,тя́дят-а́лят
259,Vater::N,әке,аля
260,Mutter::N,ана,ава
261,Mutter::N,ана,тядя
262,Sohn::N,ұл,цёра
263,Tochter::N,қызым,стирь
264,Bruder::N,бауырым,дуган
265,Bruder::N,бауырым,пяльне
266,Schwester::N,әпке,ака
267,Schwester::N,әпке,сазор
268,Onkel::N,көке,оця
269,Onkel::N,көке,патя
270,Onkel::N,көке,щеня́
271,Tante::N,тәте,ака
272,Tante::N,тәте,щака
273,Ehemann::N,ер,мирде
274,Ehefrau::N,зайып,ърьвя́
275,Freude::N,қуаныш,ке́нярдема
276,Freude::N,сүйініш,ке́нярдема
277,Freude::N,шат-думан,ке́нярдема
278,Freude::N,қуаныштылық,ке́нярдема
279,Gelächter::N,күлу,рахсема
280,Glück::N,бақыт,паваз
281,Glück::N,бақыттылық,паваз
282,Kummer::N,аза,ризф
283,Kummer::N,аза,пичефкс
284,Kummer::N,қайғы,ризф
285,Kummer::N,қайғы,пичефкс
286,Kummer::N,қасырет,ризф
287,Kummer::N,қасырет,пичефкс
288,Wunsch::N,мүдде,мяль
289,Wunsch::N,мүдде,таколдома
290,Lust::N,тәбет,таколдома
291,Lust::N,ынтызар,таколдома
292,Lust::N,құштарлық,таколдома
293,Geist::N,рух,вайме
294,Gedanke::N,ой,мяль
295,Gedächtnis::N,ес,прявий
296,Gedächtnis::N,жады,прявий
297,Gedächtnis::N,ақыл-ес,прявий
298,Verstand::N,ақыл,прявий
299,Verstand::N,парасат,прявий
300,Sinn::N,мән,ён
301,Sinn::N,маныз,ён
302,Sinn::N,мағына,ён
303,Sinn::N,мән-мағына,ён
304,Grund::N,себеп,туфта́л
305,Wahrheit::N,рас,ви́де
306,Wahrheit::N,рас,видеши́
307,Gespräch::N,әңгіме,корхтама
308,Märchen::N,ертеп,ёфкс
309,Märchen::N,ертек,ёфкс
310,Erzählung::N,әңгіме,азкс
311,Nachricht::N,хабар,куля́
312,Neuigkeit::N,жаңалық,куля́
313,Name::N,ат,лем
314,Name::N,атау,лем
315,Rätsel::N,жұмбақ,со́дама ёфкс
316,Rede::N,сөз,вал
317,Rede::N,сөз,корхтама
318,Sprache::N,тіл,кяль
319,Stimme::N,үн,вайгяль
320,Stimme::N,әуен,вайгяль
321,Stimme::N,дауыс,вайгяль
322,Wort::N,сөз,вал
323,Zeichen::N,ишара,тя́ште
324,Zeichen::N,ишара,тя́штькс
325,Ruf::N,айғай,тердема
326,Lärm::N,айғай-шу,гайф
327,Lärm::N,айғай-шу,жалакодома
328,Lärm::N,айғай-ұйғай,гайф
329,Lärm::N,айғай-ұйғай,жалакодома
330,Laut::N,дыбыс,вайгяль
331,Laut::N,дауыс,вайгяль
332,Ton::N,әуен,вайгяль
333,Lied::N,ән,мора
334,Lied::N,жыр,мора
335,Lied::N,ән-жыр,мора
336,Ruhe::N,тыныштық,сетьме
337,Leute::N,кісілер,ломатть
338,Volk::N,халық,наро́д
339,Arbeit::N,еңбек,тев
340,Gast::N,қонақ,и́нжи
341,Gast::N,қонақ,ко́нак
342,Gast::N,мейман,и́нжи
343,Gast::N,мейман,ко́нак
344,Geschenk::N,қадия,казне
345,Spiel::N,ойын,налхкома
346,Spiel::N,ойын,налхксема
347,Gesellschaft::N,қауым,кружок
348,Gesellschaft::N,жұртшылық,кружок
349,Hilfe::N,жэрдем,лездома
350,Freund::N,дос,я́лга
351,Kamerad::N,дос-жар,я́лга
352,Angelegenheit::N,жұмыс,тев
353,Anzahl::N,сан,лувкс
354,Anzahl::N,саны,лувкс
355,Art::N,түр,вид
356,Stück::N,тілім,пакш
357,Teil::N,үлес,часть
358,Teil::N,үлес,пялькс
359,Teil::N,бөлшек,часть
360,Teil::N,бөлшек,пялькс
361,Hälfte::N,жарты,пяле
362,Kreis::N,шеңбер,шаркс
363,Kreuz::N,крест,крёз
364,Linie::N,сызық,межа
365,Linie::N,сызық,китькс
366,Strich::N,сызық,межа
367,Abstand::N,ара,ётка
368,Abstand::N,аралық,ётка
369,Entfernung::N,аралық,ётка
370,Gegend::N,өңір,ва́ста
371,Gegend::N,өңір,перьфпя́ль
372,Platz::N,орны,ва́ста
373,Ort::N,орын,ва́ста
374,Seite::N,жақ,пяле
375,Seite::N,бүйір,пяле
376,Mitte::N,ортасы,кучка́
377,Gegenstand::N,зат,веща
378,Gegenstand::N,нәрсе,веща
379,Sache::N,бұйым,тев
380,Sache::N,бұйым,веща
381,Rand::N,шет,пе
382,Rand::N,шеті,пе
383,Kante::N,қыр,и́рдез
384,Kante::N,қыры,и́рдез
385,Ecke::N,қыры,ужа
386,Ecke::N,бұрыш,ужа
387,Spitze::N,ұшы,пря
388,Ende::N,аяқ,пе
389,Ende::N,соңы,пе
390,Loch::N,тесік,варя
391,Winkel::N,мүйіс,ужа
392,Muster::N,мәнер,сёрма
393,Größe::N,ауқым,серь
394,Größe::N,көлемдік,серь
395,Länge::N,бой,кува́лма
396,Länge::N,ұзындық,кува́лма
397,Höhe::N,жоғарылық,серь
398,Höhe::N,биіктік,серь
399,Gewicht::N,салмақ,сталма
400,Menge::N,мөлшер,лувкс
401,Haufen::N,үйме,мар
402,Haufen::N,үйінді,мар
403,Reihe::N,сап,ряд
404,Boot::N,қайық,венеж
405,Ruder::N,ескек,миле
406,Schlitten::N,шана,ну́рда
407,Ski::N,шаңғы,сокс
408,Lagerfeuer::N,алау,то́лмар
409,Last::N,ауырлық,канкс
410,Last::N,ауырлық,сталма
411,Last::N,ауыр зат,канкс
412,Last::N,ауыр зат,сталма
413,Gang::N,жүріс,молема
414,Schritt::N,адым,аськолкс
415,Norden::N,солтүстік,якшама шире
416,Norden::N,терістік,якшама шире
417,Süden::N,оңтүстік,ля́мбе ши́ре
418,Westen::N,батыс,ши валгома шире
419,Osten::N,күншығыс,шинь стяма шире
420,Holz::N,ағаш,вирь
421,Holz::N,ағаш,шуфта
422,Holz::N,сүрек,вирь
423,Holz::N,сүрек,шуфта
424,Brett::N,тақта,лавця
425,Platte::N,тақта,плита́
426,Stütze::N,тіреу,неже
427,Stange::N,қада,олга
428,Stock::N,сойыл,байдек
429,Stab::N,сырық,олгоня
430,Rohr::N,құбыр,турама
431,Haus::N,үй,куд
432,Heim::N,үйлі,куд
433,Heim::N,шаңырақ,куд
434,Ofen::N,ошақ,пянакуд
435,Ofen::N,пеш,пянакуд
436,Fußboden::N,еден,кия́кс
437,Tisch::N,үстел,шра
438,Tisch::N,үстел,моркш
439,Stuhl::N,орындық,стул
440,Wiege::N,бесік,нюря́м
441,Bett::N,кереует,ацам
442,Regal::N,сөре,лавцяланга
443,Kiste::N,жәшік,парга
444,Fenster::N,терезе,валмья
445,Tür::N,есік,кенкш
446,Tor::N,дарбаза,ортат
447,Zaun::N,дуал,перяфкс
448,Dach::N,шатыр,кудпря
449,Leiter::N,саты,куцема
450,Leiter::N,басқыш,куцема
451,Besen::N,сыпырғыш,тяльме
452,Spaten::N,күрек,ка́йме
453,Schaufel::N,қалақ,ко́поня
454,Schaufel::N,қалақ,ця́рдом
455,Gabel::N,аша,ця́нгоня
456,Gabel::N,шанышқы,ця́нгоня
457,Löffel::N,қасық,куцю
458,Messer::N,пышақ,пеель
459,Nagel::N,мық,эска
460,Nagel::N,шеге,эска
461,Netz::N,керегекөз,
462,Haken::N,ілмек,кя́чказ
463,Griff::N,сап,недь
464,Griff::N,сап,кунда́мка
465,Griff::N,тұтқа,недь
466,Griff::N,тұтқа,кунда́мка
467,Schloss::N,құлып,замо́к
468,Schloss::N,бекіткіш,замо́к
469,Bild::N,сурет,карти́на
470,Figur::N,тұлға,ронга-понда
471,Puppe::N,қуыршақ,ня́ка
472,Beutel::N,қапшық,кяскав
473,Bündel::N,байлам,кярьме
474,Tasche::N,дорба,кошяльня
475,Eimer::N,шелек,ве́дарка
476,Deckel::N,жапқыш,тавадкс
477,Deckel::N,жапқыш,вельхкс
478,Geschirr::N,ыдыс,кядьге
479,Sack::N,қап,кяскав
480,Tasse::N,шыныаяқ,ша́ваня
481,Topf::N,кәстрөл,кавозь
482,Kessel::N,қазан,сргавозь
483,Essen::N,ас,ярхцама
484,Nahrung::N,ас,ярхцампяль
485,Nahrung::N,тамақ,ярхцампяль
486,Speise::N,тағам,ярхцама
487,Fleisch::N,ет,пал
488,Fleisch::N,ет,сиволь
489,Getreide::N,дәнді,сёра
490,Brei::N,ботқа,ям
491,Brot::N,күлше,кши
492,Scheibe::N,тілім,кочам
493,Fett::N,май,куя́
494,Butter::N,май,вай
495,Öl::N,май,вай
496,Salz::N,тұз,сал
497,Suppe::N,көже,шонгарям
498,Suppe::N,көже,коршампяль
499,Honig::N,бал,медь
500,Milch::N,сүт,лофца
501,Tee::N,шай,чай
502,Leder::N,көн,кедь
503,Wolle::N,жүн,пона
504,Stoff::N,мата,котф
505,Stoff::N,кездеме,котф
506,Nadel::N,ине,салмокс
507,Faden::N,жіп,сюре
508,Knopf::N,түйме,пуня
509,Knoten::N,түйін,сюлма
510,Farbe::N,рең,архтомбяль
511,Kleidung::N,киім,щам
512,Hemd::N,жейде,па́нар
513,Kragen::N,жаға,сиве
514,Ärmel::N,жең,ожа
515,Hose::N,шалбар,понкст
516,Gürtel::N,белбеу,каркс
517,Mütze::N,қалпақ,вазь
518,Schuh::N,кебіс,башма́к
519,Stiefel::N,етік,кя́ме
520,Ring::N,жүзік,суркс
521,Band::N,таспа,керькс
522,Band::N,таспа,лента
523,Kamm::N,тарақ,сюрьхцем
524,Spiegel::N,айна,ванома
525,Riemen::N,қайыс,шнань каркс
526,Schnur::N,жіп,пикс
527,Schnur::N,жіп,карькскя
528,Leine::N,тізгін,вядьме
529,Decke::N,көрпе,вельхкс
530,Kissen::N,жастық,тоду
531,Tuch::N,орамал,руця́
532,Handtuch::N,сүлгі,на́рдама
533,Kraft::N,қуат,вий
534,Kraft::N,қарқын,вий
535,Kraft::N,әл-шама,вий
536,Kraft::N,әл-дәрмен,вий
537,Stärke::N,әл,вииши
538,Stärke::N,күш,вииши
539,Gesundheit::N,денсаулык,шумбраши́
540,Krankheit::N,ауру,урма́
541,Krankheit::N,ауру,сярядема
542,Schmerz::N,ауру,маряма
543,Wunde::N,зақым,керф
544,Wunde::N,жарақат,керф
545,Fieber::N,безгек,маштыкс
546,Fieber::N,қалтырау,маштыкс
547,Fieber::N,қызу көтерілуі,маштыкс
548,Arznei::N,дәрі,надо́бья
549,Arznei::N,дәрі,пъчка́фтома
550,Arznei::N,дәрі-дәрмек,надо́бья
551,Arznei::N,дәрі-дәрмек,пъчка́фтома
552,Brücke::N,көпір,седь
553,Brunnen::N,құдық,эши
554,Weide::N,өріс,ванома васта
555,Weide::N,жайылым,ванома васта
556,Pfad::N,жол,ян
557,Pfad::N,жол,киня́
558,Weg::N,жол,ки
559,Straße::N,жол,ки
560,Dorf::N,ауыл,веле
561,Stadt::N,қала,ош
562,Stadt::N,шаһар,ош
563,Brief::N,хат,сёрма
564,Brief::N,жазу,сёрма
565,Buch::N,кітап,книга
566,Buchstabe::N,әріп,бу́ква
567,Buchstabe::N,қаріп,бу́ква
568,Zeitung::N,газет,газе́та
569,Leben::N,өмір,эряф
570,Leben::N,өмір,эряма
571,Leben::N,тіршілік,эряф
572,Leben::N,тіршілік,эряма
573,Tod::N,опат,кулома́
574,Grab::N,мола,калма
575,Grab::N,мазар,калма
576,Kirche::N,шіркеу,це́рькав
577,Sünde::N,күнә,пежеть
578,Sünde::N,күнә,муворкс
579,Gott::N,алла,шкай
580,Gott::N,құдай,шкай
581,Gott::N,тәңірі,шкай
582,Gott::N,пәруардігер,шкай
583,Gott::N,жаратқан тәңірі,шкай
584,Arbeiter::N,жүмысшы,трудендай
585,Arbeiter::N,жүмысшы,работник
586,Chef::N,басшы,азор
587,Chef::N,басшы,оцюня
588,Chef::N,жұмыс басқарушысы,азор
589,Chef::N,жұмыс басқарушысы,оцюня
590,Meister::N,шебер,мастяр
591,Meister::N,өнерпаз,мастяр
592,Arzt::N,дәрігер,врач
593,Arzt::N,дәрігер,доктор
594,Lehrer::N,мұғалім,учи́тель
595,Geld::N,пұл,ярмакт
596,Geschäft::N,бизнес,ладяфкс
597,Geschäft::N,бизнес,ладяф тев
598,Laden::N,дүкен,ла́вка
599,Preis::N,ақы,питне
600,Preis::N,құны,питне
601,Preis::N,нарық,питне
602,Ware::N,тауар,миф
603,Ware::N,тауар,ра́маф
604,Nutzen::N,пайда,пара
605,Nutzen::N,пайда,лезкс
606,Reichtum::N,бақ-дәулет,ко́зяши
607,Welt::N,әлем,свет
608,Welt::N,жиһан,свет
609,Land::N,аймақ,мастор
610,Staat::N,мемлекет,государства
611,König::N,патша,король
612,Macht::N,өкімет,азорондама
613,Macht::N,өкімет,азорксши
614,Macht::N,қожалық,азорондама
615,Macht::N,қожалық,азорксши
616,Grenze::N,шек,ёткаян
617,Krieg::N,соғыс,война́
618,Feind::N,жау,душман
619,Feind::N,жау,каршек тюри
620,Feind::N,дұшпан,душман
621,Feind::N,дұшпан,каршек тюри
622,Gewalt::N,зорлык,наругама
623,Gewalt::N,зорлық-зомбылык,наругама
624,Kampf::N,күрес,тюрема́
625,Kampf::N,алыспақ,тюрема́
626,Bogen[Waffe]::N,саржа,нал
627,Pfeil::N,жебе,нал
628,Gewehr::N,қару,винто́вка
629,Fehler::N,әбес,эльбядькс
630,Fehler::N,қаталық,эльбядькс
631,Lüge::N,өтірік,васькафнема
632,Schaden::N,зиян,зия́н
633,Schaden::N,зарар,зия́н
634,Unglück::N,пәле,зия́н
635,Unglück::N,қасырет,зия́н
636,Unglück::N,ауыртпалық,зия́н
637,Schuld::N,айыптылық,муворши
638,Alter::N,жас,эряф кизот
639,Alter::N,жас,эряфонь пинге
640,Alter::N,жас шамасы,эряф кизот
641,Alter::N,жас шамасы,эряфонь пинге
642,Schluss::N,ада,пе
643,Schluss::N,бітуі,пе
644,Zeit::N,уақыт,пинге
645,Tag::N,күн,ши
646,Morgen::N,таң,шобдава
647,Morgen::N,таңертең,шобдава
648,Mittag::N,талтүс,шикучка
649,Abend::N,кеш,иля́дь
650,Nacht::N,түн,ве
651,Woche::N,апта,недя́ля
652,Monat::N,ай,ков
653,Jahr::N,жыл,киза
654,Frühling::N,көктем,тунда́
655,Sommer::N,жаз,киза
656,Herbst::N,күз,сёксе
657,Winter::N,қыс,тяла
658,Januar::N,каңтар,кельмеков
659,Februar::N,ақпан,уфайков
660,März::N,наурыз,марайков
661,April::N,сәуір,шудиков
662,Mai::N,мамыр,панжиков
663,Juni::N,маусым,лямбеков
664,Juli::N,шілде,псиков
665,August::N,сүмбіле,сёроньков
666,August::N,тамыз,сёроньков
667,September::N,қыркүйек,тюжягов
668,Oktober::N,ақырап,кельмазаков
669,November::N,қараша,эйндамков
670,Dezember::N,желтоқсан,кучкаков
671,Montag::N,дүйсенбі,одговши
672,Dienstag::N,сейсенбі,ша́вши
673,Mittwoch::N,сәрсенбі,вержи
674,Donnerstag::N,бейсенбі,шува́ланя
675,Freitag::N,жұма,пя́денця
676,Samstag::N,сенбі,ёткши
677,Sonntag::N,жексембі,таргоши
678,groß::A,алпамсадай,оцю
679,klein::A,кішкене,ёмла
680,klein::A,қарғадай,ёмла
681,lang::A,сопақ,кува́ка
682,lang::A,сорайған,кува́ка
683,kurz::A,кеспелтек,нюрьхкя́ня
684,breit::A,айдынды,кели
685,schmal::A,қысық,тяйня
686,dicht::A,жиі,сиде
687,dicht::A,жиі,туста
688,dick[Gegenstand]::A,шомбал,эчке
689,dünn::A,жұқа,шува́ня
690,dünn::A,жіңішке,шува́ня
691,fein::A,қаңылтақ,шува́ня
692,fest::A,берік,кеме
693,fest::A,мызғымас,кеме
694,flach::A,жалпак,лапш
695,glatt::A,типыл,вадяв
696,glatt::A,типыл,такор
697,hart::A,қатты,калгода
698,weich::A,жұмсақ,ляпе
699,rund::A,домалақ,кру́глай
700,spitz::A,үшкір,ботаз
701,spitz::A,үшкір,оржа
702,scharf::A,сүйрік,оржа
703,stumpf::A,доғал,ношка
704,stumpf::A,өтпейтін,ношка
705,schwer::A,салмақты,стака
706,schön::A,сұлу,мазы
707,heiß::A,ыссы,пси
708,warm::A,жылы,лямбе
709,kalt::A,аязды,кельме
710,kühl::A,салқын,эше
711,frisch::A,таза,свежай
712,frisch::A,жаңа,свежай
713,feucht::A,нам,летьке
714,feucht::A,дымқылды,летьке
715,nass::A,сулы,начка
716,trocken::A,құрғақ,коське
717,voll::A,толы,пяшксе
718,leer::A,бос,шава
719,offen::A,ашып қойылған,панжада
720,offen::A,ашып қойылған,виде
721,geschlossen::A,жабулы,пякстаф
722,geschlossen::A,жабулы,сёлгф
723,sauber::A,дақсыз,ару
724,sauber::A,мұнтаздай,ару
725,schmutzig::A,айғыз,рда́зу
726,schmutzig::A,айғыз,пя́ндра
727,schmutzig::A,сатпақ,рда́зу
728,schmutzig::A,сатпақ,пя́ндра
729,schmutzig::A,сатал-сатал,рда́зу
730,schmutzig::A,сатал-сатал,пя́ндра
731,roh::A,шикі,верок
732,reif::A,піскен,ке́нерьф
733,lecker::A,дәмді,танцти
734,süß::A,тәтті,ламбама
735,bitter::A,ащы,сяпи
736,sauer::A,қышқыл,шапама
737,hell::A,жарық,валда
738,hell::A,жарқын,валда
739,dunkel::A,қараңғы,шобда
740,schwarz::A,қара,равжа
741,weiß::A,ақ,акша
742,rot::A,қызыл,якстерь
743,gelb::A,сары,тюжя́
744,blau::A,көк,сенем
745,grün::A,жасыл,пиже
746,grün::A,жасыл,сянгяря
747,grau::A,бозамық,уле
748,bunt::A,алабажак,сёрмав
749,billig::A,арзан,у́цез
750,billig::A,арзан,аф пи́тни
751,teuer::A,бағалы,пи́тни
752,wertvoll::A,құнды,питни
753,wertvoll::A,қымбат,питни
754,blind::A,көзсіз,сокор
755,blind::A,көр,сокор
756,blind::A,көр_соқыр,сокор
757,taub::A,керең,пярав
758,taub::A,саңырау,пярав
759,kräftig::A,қуатты,пяк вии
760,kräftig::A,қарымды,пяк вии
761,stark::A,білекті,вии
762,schwach::A,әлсіз,лафча
763,schwach::A,күшсіз,лафча
764,schwach::A,қайратсыз,лафча
765,fett::A,семіз,куя́
766,schlank::A,ашаң,виде ронга
767,hübsch::A,ажарлы,мазы
768,hübsch::A,шырайлы,мазы
769,böse::A,өш,кяжи
770,böse::A,сұм,кяжи
771,böse::A,жауыз,кяжи
772,dumm::A,көкми,аф ёню
773,dumm::A,көкми,шава пря
774,dumm::A,ақымақ,аф ёню
775,dumm::A,ақымақ,шава пря
776,dumm::A,миы жоқ,аф ёню
777,dumm::A,миы жоқ,шава пря
