,Concept_ID,el,es
223,Korn::N,σπυρί,grano
224,Heu::N,σανός,heno
225,Schale::N,τσόφλι,cáscara
226,Grube::N,λάκκος,foso
227,Falle::N,παγίδα,trampa
228,Schlinge::N,θηλειά,lazo
229,Spur::N,ίχνος,huella
230,Asche::N,στάχτη,ceniza
231,Dreck::N,βρωμιά,suciedad
232,Eisen::N,σίδερο,hierro
233,Gold::N,μάλαμα,oro
234,Gold::N,χρυσάφι,oro
235,Silber::N,ασήμι,plata
236,Silber::N,άργυρος,plata
237,Kohle::N,κάρβουνο,carbón
238,Glas::N,γυαλί,vidrio
239,Glas::N,γυαλί,cristal
240,Lehm::N,πηλός,barro
241,Sand::N,άμμος,arena
242,Mensch::N,άνθρωπος,hombre
243,Mensch::N,άνθρωπος,ser humano
244,Mann::N,άνδρας,hombre
245,Frau::N,γυναίκα,mujer
246,Kind::N,παιδί,niño
247,Junge::N,αγόρι,chico
248,Junge::N,αγόρι,muchacho
249,Mädchen::N,κοπέλα,chica
250,Mädchen::N,κοπέλα,muchacha
251,Mädchen::N,κορίτσι,chica
252,Mädchen::N,κορίτσι,muchacha
253,Familie::N,οικογένεια,familia
254,Großvater::N,παππούς,abuelo
255,Großmutter::N,γιαγιά,abuela
256,Eltern::N,γονείς,padres
257,Vater::N,πατέρας,padre
258,Mutter::N,μητέρα,madre
259,Sohn::N,γιος,hijo
260,Tochter::N,κόρη,hija
261,Bruder::N,αδελφός,hermano
262,Schwester::N,αδελφή,hermana
263,Onkel::N,θείος,tío
264,Tante::N,θεία,tía
265,Ehemann::N,σύζυγος,esposo
266,Ehefrau::N,σύζυγος,esposa
267,Freude::N,χαρά,placer
268,Freude::N,χαρά,alegría
269,Gelächter::N,γέλια,risa
270,Gelächter::N,γέλια,carcajada
271,Glück::N,ευτυχία,felicidad
272,Kummer::N,έγνοια,pena
273,Wunsch::N,επιθυμία,deseo
274,Lust::N,όρεξη,ganas
275,Geist::N,πνέυμα,mente
276,Geist::N,πνέυμα,espíritu
277,Gedanke::N,σκέψη,idea
278,Gedanke::N,σκέψη,pensamiento
279,Gedächtnis::N,μνήμη,memoria
280,Verstand::N,νους,razón
281,Verstand::N,νους,entendimiento
282,Sinn::N,νόημα,sentido
283,Sinn::N,νόημα,significado
284,Grund::N,λόγος,causa
285,Wahrheit::N,αλήθεια,verdad
286,Gespräch::N,συνομιλία,conversación
287,Märchen::N,παραμύθι,cuento
288,Erzählung::N,διήγημα,cuento
289,Erzählung::N,διήγημα,narración
290,Nachricht::N,είδηση,mensaje
291,Neuigkeit::N,νέο,noticia
292,Name::N,όνομα,nombre
293,Rätsel::N,αίνιγμα,acertijo
294,Rätsel::N,αίνιγμα,adivinanza
295,Rede::N,λόγος,discurso
296,Rede::N,ομιλία,discurso
297,Sprache::N,γλώσσα,lengua
298,Stimme::N,φωνή,voz
299,Wort::N,λέξη,palabra
300,Zeichen::N,σημείο,señal
301,Ruf::N,κραυγή,llamada
302,Lärm::N,θόρυβος,ruido
303,Lärm::N,θόρυβος,barullo
304,Laut::N,ήχος,sonido
305,Ton::N,ήχος,tono
306,Ton::N,τόνος,tono
307,Lied::N,τραγούδι,canción
308,Ruhe::N,ησυχία,calma
309,Ruhe::N,ησυχία,silencio
310,Leute::N,κόσμος,gente
311,Leute::N,άνθρωποι,gente
312,Volk::N,λαός,pueblo
313,Arbeit::N,εργασία,trabajo
314,Gast::N,επισκέπτης,huésped
315,Gast::N,επισκέπτης,invitado
316,Geschenk::N,δώρο,regalo
317,Spiel::N,παιχνίδι,juego
318,Gesellschaft::N,κοινωνία,compañía
319,Hilfe::N,βοήθεια,ayuda
320,Hilfe::N,βοήθεια,socorro
321,Freund::N,φίλος,amigo
322,Kamerad::N,σύντροφος,camarada
323,Kamerad::N,σύντροφος,compañero
324,Angelegenheit::N,υπόθεση,asunto
325,Anzahl::N,αριθμός,cantidad
326,Art::N,είδος,tipo
327,Art::N,είδος,clase
328,Stück::N,κομμάτι,pieza
329,Teil::N,μέρος,parte
330,Hälfte::N,μισό,mitad
331,Kreis::N,κύκλος,círculo
332,Kreuz::N,σταυρός,cruz
333,Linie::N,γραμμή,línea
334,Strich::N,γραμμή,raya
335,Strich::N,γραμμή,trazo
336,Abstand::N,απόσταση,distancia
337,Entfernung::N,απόσταση,distancia
338,Gegend::N,περιοχή,región
339,Gegend::N,περιοχή,comarca
340,Gegend::N,τοποθεσία,región
341,Gegend::N,τοποθεσία,comarca
342,Platz::N,χώρος,espacio
343,Ort::N,τόπος,sitio
344,Seite::N,πλευρά,lado
345,Seite::N,πλευρά,costado
346,Mitte::N,μέση,medio
347,Mitte::N,μέση,centro
348,Gegenstand::N,αντικείμενο,objeto
349,Sache::N,πράγμα,cosa
350,Rand::N,άκρη,borde
351,Rand::N,χείλος,borde
352,Kante::N,άκρη,borde
353,Ecke::N,γωνιά,esquina
354,Spitze::N,μύτη,punta
355,Ende::N,άκρη,cabo
356,Ende::N,άκρη,extremo
357,Loch::N,τρύπα,agujero
358,Loch::N,τρύπα,abertura
359,Winkel::N,γωνία,ángulo
360,Muster::N,σχέδιο,dibujo
361,Größe::N,μέγεθος,tamaño
362,Länge::N,μήκος,longitud
363,Höhe::N,ύψος,altura
364,Höhe::N,ύψος,altitud
365,Gewicht::N,βάρος,peso
366,Menge::N,ποσότητα,cantidad
367,Haufen::N,σωρός,montón
368,Reihe::N,αράδα,fila
369,Boot::N,βάρκα,bote
370,Boot::N,βάρκα,barca
371,Ruder::N,κουπί,remo
372,Schlitten::N,έλκηθρο,trineo
373,Ski::N,σκι,esquí
374,Lagerfeuer::N,φωτιά,hoguera
375,Last::N,φορτίο,carga
376,Gang::N,δρόμος,marcha
377,Schritt::N,βήμα,paso
378,Norden::N,βορράς,norte
379,Süden::N,νότος,sur
380,Westen::N,δύση,oeste
381,Osten::N,ανατολή,este
382,Holz::N,ξύλο,madera
383,Brett::N,σανίδι,tabla
384,Platte::N,πλάκα,placa
385,Platte::N,πλάκα,plancha
386,Stütze::N,στήριγμα,sostén
387,Stütze::N,στήριγμα,soporte
388,Stange::N,ραβδί,vara
389,Stange::N,ραβδί,percha
390,Stange::N,κοντός,vara
391,Stange::N,κοντός,percha
392,Stock::N,ξύλο,palo
393,Stock::N,ξύλο,bastón
394,Stock::N,μπαστούνι,palo
395,Stock::N,μπαστούνι,bastón
396,Stab::N,ραβδί,vara
397,Stab::N,ραβδί,bastón
398,Rohr::N,σωλήνας,tubo
399,Haus::N,σπίτι,casa
400,Heim::N,σπίτι,hogar
401,Ofen::N,σόμπα,estufa
402,Ofen::N,θερμάστρα,estufa
403,Fußboden::N,πάτωμα,suelo
404,Tisch::N,τραπέζι,mesa
405,Stuhl::N,καρέκλα,silla
406,Wiege::N,κούνια,cuna
407,Bett::N,κρεβάτι,cama
408,Regal::N,ράφι,estantería
409,Kiste::N,κιβώτιο,caja
410,Fenster::N,παράθυρο,ventana
411,Tür::N,πόρτα,puerta
412,Tor::N,πύλη,puerta
413,Zaun::N,φράχτης,valla
414,Zaun::N,φράχτης,cercado
415,Dach::N,στέγη,techo
416,Dach::N,στέγη,tejado
417,Leiter::N,σκάλα,escalera
418,Leiter::N,κλίμακα,escalera
419,Besen::N,σκούπα,escoba
420,Spaten::N,φτυάρι,pala
421,Schaufel::N,φτυάρι,pala
422,Schaufel::N,φτυάρι,paleta
423,Gabel::N,πιρούνι,tenedor
424,Löffel::N,κουτάλι,cuchara
425,Messer::N,μαχαίρι,cuchillo
426,Nagel::N,καρφί,clavo
427,Netz::N,δίχτυ,red
428,Haken::N,γάντζος,gancho
429,Haken::N,γάντζος,corchete
430,Haken::N,αγκίστρι,gancho
431,Haken::N,αγκίστρι,corchete
432,Griff::N,λαβή,asa
433,Griff::N,λαβή,mango
434,Schloss::N,κλειδαριά,cerradura
435,Bild::N,εικόνα,imagen
436,Figur::N,ανάστημα,figura
437,Puppe::N,κούκλα,muñeca
438,Beutel::N,πουγγί,bolsa
439,Bündel::N,δεμάτι,haz
440,Tasche::N,τσάντα,bolso
441,Eimer::N,κουβάς,cubo
442,Deckel::N,καπάκι,tapa
443,Deckel::N,καπάκι,tapadera
444,Geschirr::N,σκεύη,vajilla
445,Sack::N,σάκος,saco
446,Tasse::N,φλιτζάνι,taza
447,Topf::N,χύτρα,olla
448,Topf::N,χύτρα,marmita
449,Kessel::N,καζάνι,caldera
450,Essen::N,φαγητό,comida
451,Nahrung::N,τροφή,alimento
452,Speise::N,φαγητό,plato
453,Fleisch::N,κρέας,carne
454,Getreide::N,σιτάρι,cereales
455,Brei::N,χυλός,puré
456,Brei::N,χυλός,papilla
457,Brot::N,ψωμί,pan
458,Brot::N,άρτος,pan
459,Scheibe::N,φέτα,lonja
460,Scheibe::N,φέτα,rebanada
461,Fett::N,πάχος,grasa
462,Butter::N,βούτυρο,mantequilla
463,Öl::N,λάδι,aceite
464,Salz::N,αλάτι,sal
465,Suppe::N,σούπα,sopa
466,Honig::N,μέλι,miel
467,Milch::N,γάλα,leche
468,Tee::N,τσάι,té
469,Leder::N,πετσί,cuero
470,Wolle::N,μαλλί,lana
471,Stoff::N,ύφασμα,tela
472,Stoff::N,ύφασμα,tejido
473,Nadel::N,βελόνα,aguja
474,Faden::N,κλωστή,hilo
475,Knopf::N,κουμπί,botón
476,Knoten::N,κόμπος,nudo
477,Farbe::N,μπογιά,pintura
478,Kleidung::N,ρούχα,ropa
479,Kleidung::N,ρούχα,vestidos
480,Kleidung::N,ενδυμασία,ropa
481,Kleidung::N,ενδυμασία,vestidos
482,Hemd::N,πουκάμισο,camisa
483,Kragen::N,κολάρο,cuello
484,Ärmel::N,μανίκι,manga
485,Hose::N,πανταλόνι,pantalón
486,Gürtel::N,ζώνη,cinturón
487,Mütze::N,σκούφος,gorro
488,Schuh::N,παπούτσι,zapato
489,Stiefel::N,μπότα,bota
490,Ring::N,δαχτυλίδι,anillo
491,Band::N,κορδέλα,cinta
492,Kamm::N,χτένα,peine
493,Spiegel::N,καθρέφτης,espejo
494,Riemen::N,λουρί,correa
495,Schnur::N,κορδόνι,cuerda
496,Leine::N,σχοινί,correa
497,Decke::N,κουβέρτα,manta
498,Kissen::N,μαξιλάρι,almohada
499,Tuch::N,πανί,pañuelo
500,Tuch::N,μαντήλι,pañuelo
501,Handtuch::N,πετσέτα,toalla
502,Kraft::N,δύναμη,fuerza
503,Stärke::N,ισχύς,fuerza
504,Stärke::N,δύναμη,fuerza
505,Gesundheit::N,υγεία,salud
506,Krankheit::N,αρρώστια,enfermedad
507,Schmerz::N,πόνος,dolor
508,Wunde::N,πληγή,llaga
509,Wunde::N,πληγή,herida
510,Fieber::N,πυρετός,fiebre
511,Arznei::N,φάρμακο,medicina
512,Arznei::N,φάρμακο,medicamento
513,Brücke::N,γέφυρα,puente
514,Brunnen::N,πηγάδι,pozo
515,Weide::N,βοσκή,pasto
516,Pfad::N,μονοπάτι,sendero
517,Weg::N,δρόμος,camino
518,Straße::N,οδός,vía
519,Straße::N,οδός,carretera
520,Straße::N,δρόμος,vía
521,Straße::N,δρόμος,carretera
522,Dorf::N,χωριό,aldea
523,Dorf::N,χωριό,pueblo
524,Stadt::N,πόλη,ciudad
525,Brief::N,γράμμα,carta
526,Brief::N,επιστολή,carta
527,Buch::N,βιβλίο,libro
528,Buchstabe::N,γράμμα,letra
529,Buchstabe::N,γράμμα,carácter
530,Zeitung::N,εφημερίδα,diario
531,Zeitung::N,εφημερίδα,periódico
532,Leben::N,ζωή,vida
533,Leben::N,βίος,vida
534,Tod::N,θάνατος,muerte
535,Grab::N,τάφος,tumba
536,Grab::N,τάφος,sepulcro
537,Kirche::N,εκκλησία,iglesia
538,Sünde::N,αμαρτία,pecado
539,Gott::N,θεός,dios
540,Arbeiter::N,εργάτης,obrero
541,Arbeiter::N,εργάτης,trabajador
542,Chef::N,προϊστάμενος,jefe
543,Meister::N,μάστορας,maestro
544,Meister::N,αρχιτεχνίτης,maestro
545,Arzt::N,γιατρός,médico
546,Lehrer::N,δάσκαλος,profesor
547,Geld::N,λεφτά,dinero
548,Geld::N,χρήματα,dinero
549,Geschäft::N,συναλλαγή,negocio
550,Laden::N,μαγαζί,tienda
551,Laden::N,κατάστημα,tienda
552,Preis::N,τιμή,precio
553,Ware::N,εμπόρευμα,mercancía
554,Nutzen::N,όφελος,provecho
555,Reichtum::N,πλούτος,riqueza
556,Welt::N,κόσμος,mundo
557,Land::N,χώρα,país
558,Staat::N,κράτος,Estado
559,Staat::N,πολιτεία,Estado
560,König::N,βασιλιάς,rey
561,Macht::N,εξουσία,poder
562,Macht::N,εξουσία,potencia
563,Grenze::N,σύνορα,frontera
564,Krieg::N,πόλεμος,guerra
565,Feind::N,εχθρός,enemigo
566,Gewalt::N,βία,violencia
567,Kampf::N,αγώνας,lucha
568,Kampf::N,αγώνας,combate
569,Bogen[Waffe]::N,τόξο,arco
570,Pfeil::N,σαΐτα,flecha
571,Gewehr::N,τουφέκι,fusil
572,Gewehr::N,τουφέκι,escopeta
573,Fehler::N,λάθος,error
574,Fehler::N,σφάλμα,error
575,Lüge::N,ψέμα,mentira
576,Lüge::N,ψεύδος,mentira
577,Schaden::N,ζημία,daño
578,Unglück::N,δυστυχία,desgracia
579,Schuld::N,ενοχή,culpa
580,Schuld::N,φταίξιμο,culpa
581,Alter::N,ηλικία,edad
582,Schluss::N,τέλος,fin
583,Schluss::N,τέλος,final
584,Zeit::N,χρόνος,tiempo
585,Tag::N,μέρα,día
586,Tag::N,ημέρα,día
587,Morgen::N,πρωί,mañana
588,Mittag::N,μεσημέρι,mediodía
589,Abend::N,βράδυ,noche
590,Nacht::N,νύχτα,noche
591,Woche::N,εβδομάδα,semana
592,Monat::N,μήνας,mes
593,Jahr::N,έτος,año
594,Jahr::N,χρόνος,año
595,Frühling::N,άνοιξη,primavera
596,Sommer::N,καλοκαίρι,verano
597,Herbst::N,φθινόπωρο,otoño
598,Winter::N,χειμώνας,invierno
599,Januar::N,Ιανουάριος,enero
600,Februar::N,Φεβρουάριος,febrero
601,März::N,Μάρτιος,marzo
602,April::N,Απρίλιος,abril
603,Mai::N,Μάιος,mayo
604,Juni::N,Ιούνιος,junio
605,Juli::N,Ιούλιος,julio
606,August::N,Αύγουστος,agosto
607,September::N,Σεπτέμβριος,septiembre
608,Oktober::N,Οκτώβριος,octubre
609,November::N,Νοέμβριος,noviembre
610,Dezember::N,Δεκέμβριος,diciembre
611,Montag::N,Δευτέρα,lunes
612,Dienstag::N,Τρίτη,martes
613,Mittwoch::N,Τετάρτη,miércoles
614,Donnerstag::N,Πέμπτη,jueves
615,Freitag::N,Παρασκευή,viernes
616,Samstag::N,Σάββατο,sábado
617,Sonntag::N,Κυριακή,domingo
618,groß::A,μεγάλος,grande
619,klein::A,μικρός,pequeño
620,lang::A,μακρύς,largo
621,kurz::A,κοντός,corto
622,breit::A,φαρδύς,ancho
623,schmal::A,στενός,estrecho
624,dicht::A,πυκνός,denso
625,dick[Gegenstand]::A,παχύς,grueso
626,dick[Gegenstand]::A,χοντρός,grueso
627,dünn::A,ψιλός,fino
628,dünn::A,ψιλός,delgado
629,dünn::A,λεπτός,fino
630,dünn::A,λεπτός,delgado
631,fein::A,ψιλός,fino
632,fein::A,ψιλός,delicado
633,fest::A,στερεός,firme
634,fest::A,στερεός,sólido
635,flach::A,επίπεδος,plano
636,glatt::A,λείος,liso
637,glatt::A,ομαλός,liso
638,hart::A,σκληρός,duro
639,weich::A,μαλακός,muelle
640,rund::A,στρογγυλός,redondo
641,spitz::A,μυτερός,agudo
642,spitz::A,μυτερός,apuntado
643,scharf::A,κοφτερός,agudo
644,scharf::A,κοφτερός,afilado
645,stumpf::A,αμβλύς,sin filo
646,schwer::A,βαρύς,pesado
647,schön::A,ωραίος,bello
648,schön::A,ωραίος,hermoso
649,schön::A,όμορφος,bello
650,schön::A,όμορφος,hermoso
651,heiß::A,ζεστός,caluroso
652,warm::A,θερμός,cálido
653,warm::A,θερμός,caliente
654,kalt::A,κρύος,frío
655,kalt::A,ψυχρός,frío
656,kühl::A,δροσερός,fresco
657,frisch::A,νωπός,fresco
658,frisch::A,φρέσκος,fresco
659,feucht::A,υγρός,húmedo
660,nass::A,βρεγμένος,mojado
661,trocken::A,ξηρός,seco
662,trocken::A,στεγνός,seco
663,voll::A,γεμάτος,lleno
664,leer::A,άδειος,vacío
665,offen::A,ανοιχτός,abierto
666,geschlossen::A,κλειστός,cerrado
667,sauber::A,καθαρός,limpio
668,schmutzig::A,βρώμικος,sucio
669,schmutzig::A,λερωμένος,sucio
670,roh::A,ωμός,crudo
671,reif::A,ώριμος,maduro
672,lecker::A,νόστιμος,rico
673,lecker::A,νόστιμος,sabroso
674,süß::A,γλυκός,dulce
675,bitter::A,πικρός,amargo
676,sauer::A,ξινός,agrio
677,hell::A,φωτεινός,claro
678,dunkel::A,σκοτεινός,oscuro
679,schwarz::A,μαύρος,negro
680,schwarz::A,μελανός,negro
681,weiß::A,άσπρος,blanco
682,rot::A,κόκκινος,rojo
683,gelb::A,κίτρινος,amarillo
684,blau::A,μπλε,azul
685,blau::A,γαλανός,azul
686,grün::A,πράσινος,verde
687,grau::A,γκρίζος,gris
688,bunt::A,ποικιλόχρωπος,multicolor
689,billig::A,φτηνός,barato
690,teuer::A,ακριβός,caro
691,wertvoll::A,πολύτιμος,valioso
692,wertvoll::A,πολύτιμος,precioso
693,blind::A,τυφλός,ciego
694,taub::A,κουφός,sordo
695,kräftig::A,δυνατός,fuerte
696,stark::A,γερός,fuerte
697,stark::A,γερός,vigoroso
698,schwach::A,αδύνατος,débil
699,fett::A,παχύς,obeso
700,schlank::A,λεπτός,esbelto
701,schlank::A,λυγερός,esbelto
702,hübsch::A,όμορφος,mono
703,hübsch::A,όμορφος,guapo
704,hübsch::A,χαριτωμένος,mono
705,hübsch::A,χαριτωμένος,guapo
706,böse::A,κακός,malo
707,dumm::A,κουτός,tonto
708,dumm::A,κουτός,estúpido
709,dumm::A,ανόητος,tonto
710,dumm::A,ανόητος,estúpido
711,faul::A,τεμπέλης,vago
712,faul::A,τεμπέλης,perezoso
713,fleißig::A,εργατικός,aplicado
714,fleißig::A,εργατικός,diligente
715,geizig::A,τσιγγούνης,avaro
716,klug::A,έξυπνος,sensato
717,klug::A,έξυπνος,inteligente
718,geschickt::A,επιδέξιος,hábil
719,lieb::A,φίλος,querido
720,lieb::A,αγαπητός,querido
721,lustig::A,εύθυμος,alegre
722,lustig::A,χαρούμενος,alegre
723,sanft::A,ήπιος,suave
724,hungrig::A,πεινασμένος,hambriento
725,krank::A,άρρωστος,enfermo
726,nackt::A,γυμνός,desnudo
727,traurig::A,λυπημένος,triste
728,lebendig::A,ζωντανός,vivo
729,lebendig::A,ζωντανός,viviente
730,gut::A,καλός,bueno
731,schlecht::A,κακός,malo
732,richtig::A,σωστός,justo
733,richtig::A,σωστός,correcto
734,schlimm::A,άσχημος,malo
735,schlimm::A,άσχημος,grave
736,wahr::A,αληθής,verídico
737,wahr::A,αληθής,verdadero
738,wahr::A,αληθινός,verídico
739,wahr::A,αληθινός,verdadero
740,alt::A,παλιός,viejo
741,neu::A,νέος,nuevo
742,neu::A,καινούργιος,nuevo
743,ehemalig::A,παλιός,antiguo
744,alt[Lebewesen]::A,γέρος,viejo
745,jung::A,νέος,joven
746,arm::A,φτωχός,pobre
747,reich::A,πλούσιος,rico
748,bekannt::A,γνωστός,conocido
749,berühmt::A,περίφημος,famoso
