,Concept_ID,ku,sah
87,Eis::N,qeşa,муус
88,Frost::N,xûsik,тымныы
89,Kälte::N,serma,тымныы
90,Hitze::N,germayî,куйаас
91,Raureif::N,şext,кырыа
92,Regenbogen::N,heftreng,кустук
93,Donner::N,gire-gir,этиҥ
94,Strömung::N,şewl,сүүрүк
95,Tropfen::N,dilop,таммах
96,Tropfen::N,dilop,хааппыла
97,Schaum::N,kef,күүгэн
98,Schmutz::N,gemar,кир
99,See::N,gol,күөл
100,Sumpf::N,hezek,бадараан
101,Moor::N,mafêl,дьэбэрэ
102,Wiese::N,sûrik,ходуһа
103,Wald::N,çiya,ойуур
104,Wald::N,daristan,ойуур
105,Hügel::N,gir,булгунньах
106,Anhöhe::N,sere gir,үрдэл
107,Berg::N,kaş,хайа
108,Gipfel::N,sere gir,чыпчаал
109,Höhle::N,şikeft,хайа_хаспаҕа
110,Höhle::N,şikeft,көҥүс
111,Abhang::N,kaş,эниэ
112,Quelle::N,kanî,дьүүктэ
113,Bach::N,çem,үрүйэ
114,Fluss::N,çem,өрүс
115,Fluss::N,rûbar,өрүс
116,Ufer::N,kevî,биэрэк
117,Küste::N,berav,кытыл
118,Festland::N,bejahî,кураанах сир
119,Meer::N,behr,муора
120,Bucht::N,derav,хомо
121,Bucht::N,derav,бухта
122,Insel::N,girav,арыы
123,Blume::N,kulînk,сибэкки
124,Gras::N,giha,от
125,Wurzel::N,reh,силис
126,Baum::N,dar,мас
127,Stamm::N,bavik,умнас
128,Rinde::N,qaqil,хатырык
129,Ast::N,gulî,мутук
130,Zweig::N,şax,лабаа
131,Blatt::N,pel,сэбирдэх
132,Birke::N,dara sipî,хатыҥ
133,Kiefer[Baum]::N,dara bî,бэс
134,Weide[Baum]::N,dara belalûk,үөт
135,Weide[Baum]::N,dara belalûk,талах
136,Tanne::N,merx,харыйа
137,Horn::N,strô,муос
138,Feder::N,pîrtîk,куорсун
139,Fell::N,heyar,тирии
140,Flügel::N,per,кынат
141,Klaue::N,napîk,тыҥырах
142,Kralle::N,dinik,баппаҕай
143,Kralle::N,dirnax,баппаҕай
144,Schwanz::N,dûv,кутурук
145,Ei::N,hêk,сымыыт
146,Nest::N,hêlîn,уйа
147,Bau::N,avahî,хороон
148,Tier::N,heywan,кыыл
149,Tier::N,heywan,харамай
150,Herde::N,hoz,үөр
151,Kuh::N,çêlek,ынах
152,Bulle::N,ga,оҕус
153,Pferd::N,hesp,сылгы
154,Schaf::N,mîh,овца
155,Schwein::N,beraz,сибиинньэ
156,Hund::N,seh,ыт
157,Katze::N,pişîk,куоска
158,Bär::N,hirç,эһэ
159,Eichhörnchen::N,pilûr,тииҥ
160,Elch::N,pazkovî,тайах
161,Fuchs::N,rovî,саһыл
162,Hase::N,kîroşk,куобах
163,Maus::N,mişk,кутуйах
164,Wolf::N,gur,бөрө
165,Vogel::N,çûk,көтөр
166,Schwarm::N,lufik,бөлөх
167,Huhn::N,mirîşk,куурусса
168,Hahn::N,dîk,бөтүүк
169,Gans::N,qaz,хаас
170,Adler::N,eylo,хотой
171,Ente::N,werdek,кус
172,Eule::N,bûm,мэкчиргэ
173,Eule::N,kund,мэкчиргэ
174,Kranich::N,quling,туруйа
175,Krähe::N,qijik,тураах
176,Kuckuck::N,pepûk,кэҕэ
177,Schwan::N,qû,куба
178,Fisch::N,masî,балык
179,Barsch::N,okûn,алыһар
180,Hecht::N,mesîyê lûf,сордон
181,Schlange[Tier]::N,mar,моҕой
182,Schlange[Tier]::N,mar,эриэн үөн
183,Wurm::N,kurm,үөн
184,Spinne::N,pîrê,ооҕуй
185,Ameise::N,mîro,кымырдаҕас
186,Ameise::N,gêrîk,кымырдаҕас
187,Laus::N,spi,быт
188,Mücke::N,mêş,кумаар
189,Fliege::N,mêş,сахсырҕа
190,Schmetterling::N,perperîk,лыах
191,Schmetterling::N,perperîk,үрүмэччи
192,Beere::N,hirç,отон
193,Apfel::N,sêv,яблоко
194,Pilz::N,bîrov,тэллэй
195,Zwiebel::N,pîvaz,луук
196,Saat::N,tov,сиэмэ
197,Korn::N,dexl,сиэмэ
198,Heu::N,sap,от
199,Schale::N,qaşik,хах
200,Grube::N,çahl,дьаама
201,Falle::N,dafik,сохсо
202,Schlinge::N,dahf,уктаа
203,Spur::N,rêç,суол
204,Asche::N,xweli,күл
205,Dreck::N,gemarî,бадараан
206,Eisen::N,hesing,тимир
207,Gold::N,zêr,көмүс
208,Gold::N,zêr,кыһыл көмүс
209,Silber::N,zîv,көмүс
210,Silber::N,zîv,үрүҥ көмүс
211,Kohle::N,komir,чох
212,Glas::N,qedeh,өстүөкүлэ
213,Lehm::N,kelpîç,туой
214,Sand::N,qûm,кумах
215,Mensch::N,mirov,киһи
216,Mann::N,mêr,эр
217,Frau::N,jin,дьахтар
218,Kind::N,zarok,оҕо
219,Junge::N,kur,уол
220,Mädchen::N,keç,кыыс оҕо
221,Mädchen::N,keçik,кыыс оҕо
222,Familie::N,malbat,кэргэн
223,Großvater::N,bapîr,эһэ
224,Großmutter::N,pîrik,эбэ
225,Eltern::N,bavudê,аҕа-ийэ
226,Vater::N,bav,аҕа
227,Mutter::N,dê,ийэ
228,Mutter::N,dayik,ийэ
229,Sohn::N,kur,уол
230,Tochter::N,keç,кыыс
231,Bruder::N,bira,убай
232,Bruder::N,bira,быраат
233,Schwester::N,xweh,аҕас
234,Schwester::N,xweh,балыс
235,Onkel::N,am,таай
236,Onkel::N,am,абаҕа
237,Onkel::N,xal,таай
238,Onkel::N,xal,абаҕа
239,Tante::N,metik,эдьиий
240,Tante::N,xaltîk,эдьиий
241,Ehemann::N,mêr,эр
242,Ehefrau::N,kulfet,ойох
243,Freude::N,kêfxweşî,үөрүү
244,Gelächter::N,pîrqînî,күлүү
245,Glück::N,bext,дьол
246,Glück::N,bext,соргу
247,Kummer::N,derd,кутурҕан
248,Wunsch::N,daxwaz,баҕарыы
249,Wunsch::N,xwestek,баҕарыы
250,Lust::N,şewq,баҕа
251,Geist::N,aqil,тыын
252,Gedanke::N,fikir,санаа
253,Gedächtnis::N,aqil,өй
254,Verstand::N,fêm,өй
255,Sinn::N,aqil,суолта
256,Grund::N,asas,төрүөт
257,Wahrheit::N,rastî,кырдьык
258,Gespräch::N,guftûgo,бэсиэдэ
259,Gespräch::N,guftûgo,кэпсэтии
260,Märchen::N,çirok,остуоруйа
261,Erzählung::N,çirok,кэпсээн
262,Erzählung::N,vegotin,кэпсээн
263,Nachricht::N,nûçe,биллэриллии
264,Neuigkeit::N,hewal,сонун
265,Name::N,nav,аат
266,Name::N,paşnav,аат
267,Rätsel::N,tiştonek,таабырын
268,Rede::N,gotar,этии
269,Rede::N,axavtin,этии
270,Sprache::N,ziman,тыл
271,Stimme::N,pejn,куолас
272,Wort::N,gotin,тыл
273,Zeichen::N,şanek,бэлиэ
274,Ruf::N,hawar,ыҥырыы
275,Lärm::N,xarbalix,айдаан
276,Laut::N,deng,тыас
277,Laut::N,hês,тыас
278,Ton::N,awaz,дорҕоон
279,Lied::N,sitran,ырыа
280,Ruhe::N,rihetî,уу чуумпу
281,Leute::N,xelk,дьон
282,Volk::N,xelk,дьон
283,Volk::N,xelk,норуот
284,Arbeit::N,xebat,үлэ
285,Gast::N,mêvan,ыалдьыт
286,Geschenk::N,diyarî,бэлэх
287,Spiel::N,lîstik,оонньуу
288,Gesellschaft::N,komal,общество
289,Hilfe::N,alîkarî,көмө
290,Freund::N,heval,доҕор
291,Kamerad::N,heval,атас
292,Angelegenheit::N,pirsgirêk,дьыала
293,Anzahl::N,çend,ахсаан
294,Art::N,çeh,биис
295,Stück::N,lib,кырбас
296,Stück::N,parçe,кырбас
297,Teil::N,parçe,ирээт
298,Hälfte::N,nîvî,аҥар
299,Kreis::N,çemil,төгүрүк
300,Kreis::N,çemil,төгүрүмтэ
301,Kreuz::N,xaç,кириэс
302,Linie::N,xezik,сурааһын
303,Strich::N,xezik,сурааһын
304,Abstand::N,dûrahî,арыт
305,Entfernung::N,dûrahî,ыраах
306,Gegend::N,dever,сир
307,Platz::N,çih,арыт
308,Ort::N,dever,сир
309,Seite::N,rûpel,өрүт
310,Seite::N,rûpel,сирэй
311,Mitte::N,nav,орто
312,Mitte::N,nabênê,орто
313,Gegenstand::N,tişt,предмет
314,Sache::N,tişt,мал
315,Rand::N,kevî,кытыы
316,Rand::N,kevî,ойоҕос
317,Kante::N,kevî,кырыы
318,Ecke::N,qunç,муннук
319,Spitze::N,derzî,чыпчаал
320,Ende::N,talî,төбө
321,Loch::N,qul,тэһэҕэс
322,Loch::N,qul,дьөлөҕөс
323,Winkel::N,kurnîşk,муннук
324,Muster::N,desen,оһуор
325,Größe::N,mezinî,кээмэй
326,Länge::N,dirêjahî,уста
327,Höhe::N,bilindayî,үрдүк
328,Gewicht::N,giranî,ыйааһын
329,Menge::N,qas,ахсаан
330,Haufen::N,lod,чөмчөх
331,Reihe::N,rêz,кэккэ
332,Boot::N,kelek,оҥочо
333,Ruder::N,bêrik,эрдии
334,Schlitten::N,xîjik,сыарҕа
335,Ski::N,lakan,хайыһар
336,Lagerfeuer::N,agir,кутаа
337,Last::N,bar,ыарахан
338,Gang::N,fîtêz,хаамыы
339,Schritt::N,gav,хардыы
340,Norden::N,bakur,хоту
341,Süden::N,başur,соҕуруу
342,Westen::N,rojava,арҕаа
343,Osten::N,rojhilat,илин
344,Holz::N,dep,мас
345,Brett::N,dep,дуоска
346,Brett::N,dep,хаптаһын
347,Platte::N,dep,билиитэ
348,Stütze::N,destek,тулааһын
349,Stange::N,sing,ураҕас
350,Stock::N,çam,мас
351,Stock::N,çam,баалкы
352,Stab::N,qat,ураҕас
353,Rohr::N,borî,турба
354,Haus::N,mal,дьиэ
355,Haus::N,xanî,дьиэ
356,Heim::N,mal,дьиэ
357,Ofen::N,sobe,оһох
358,Fußboden::N,binpê,муоста
359,Tisch::N,mase,остуол
360,Stuhl::N,kursî,устуул
361,Wiege::N,derguş,биһик
362,Bett::N,qerewêle,кырабаат
363,Regal::N,rêbaz,долбуур
364,Kiste::N,sindoq,дьааһык
365,Fenster::N,çam,түннүк
366,Fenster::N,şibeke,түннүк
367,Tür::N,derî,аан
368,Tor::N,derge,аан
369,Zaun::N,hejik,соппулуот
370,Dach::N,sere xanî,кырыыса
371,Leiter::N,pêling,кирилиэс
372,Besen::N,melkes,миинньик
373,Spaten::N,mer,күрдьэх
374,Schaufel::N,bêr,күрдьэх
375,Gabel::N,çetel,биилкэ
376,Löffel::N,kevçî,луоска
377,Messer::N,kêr,быһах
378,Nagel::N,bizmar,тоһоҕо
379,Netz::N,tor,илим
380,Haken::N,çenqel,көхө
381,Griff::N,destî,ук
382,Griff::N,destî,тутаах
383,Schloss::N,qonax,күлүүс
384,Bild::N,dimen,хартыына
385,Figur::N,figûr,фигура
386,Puppe::N,bûk,куукула
387,Beutel::N,kîsik,мөһөөччук
388,Bündel::N,pêçek,баайыы
389,Tasche::N,bêrîk,суумка
390,Eimer::N,dewl,биэдэрэ
391,Deckel::N,devik,хаппах
392,Geschirr::N,ferax,иһит
393,Sack::N,tûr,куул
394,Tasse::N,kada,сэлиэнэй
395,Topf::N,beroş,көстүрүүҥкэ
396,Kessel::N,şîril,хочуол
397,Essen::N,xwarin,аһылык
398,Nahrung::N,xwarin,ас
399,Speise::N,xwarin,аһылык
400,Fleisch::N,goşt,эт
401,Getreide::N,zad,злактар
402,Brei::N,hewdêl,хааһы
403,Brot::N,,килиэп
404,Scheibe::N,parçe,куһуок
405,Fett::N,rûn,сыа
406,Butter::N,rûn,арыы
407,Öl::N,rûn,арыы
408,Salz::N,xwe,туус
409,Suppe::N,şorbe,мин
410,Honig::N,hingiv,мүөт
411,Milch::N,şîr,үүт
412,Tee::N,çay,чэй
413,Leder::N,çerm,тирии
414,Wolle::N,herî,түү
415,Stoff::N,paç,таҥас
416,Nadel::N,derzî,иннэ
417,Faden::N,ta,сап
418,Knopf::N,bişkok,тимэх
419,Knoten::N,girêk,түмүк
420,Farbe::N,boyax,кырааска
421,Kleidung::N,çil,таҥас
422,Hemd::N,qutik,ырбаахы
423,Hemd::N,miltan,ырбаахы
424,Kragen::N,stûvang,саҕа
425,Ärmel::N,hûçik,сиэх
426,Hose::N,şewel,ыстаан
427,Hose::N,şewel,бүрүүкэ
428,Gürtel::N,qayiş,кур
429,Mütze::N,fîno,бэргэһэ
430,Schuh::N,şêkal,бачыыҥка
431,Stiefel::N,gizme,саппыкы
432,Stiefel::N,çizme,саппыкы
433,Ring::N,xelek,биһилэх
434,Band::N,band,лиэнтэ
435,Kamm::N,şeh,тараах
436,Spiegel::N,eynik,сиэркилэ
437,Riemen::N,qayiş,кур
438,Schnur::N,doxin,быа
439,Leine::N,şirît,тэһиин
440,Decke::N,bataniye,суорҕан
441,Kissen::N,balgî,сыттык
442,Tuch::N,şar,былаат
443,Handtuch::N,dezmal,соттор
444,Kraft::N,hêz,сыра
445,Kraft::N,qewet,сыра
446,Stärke::N,xurtî,күүс
447,Gesundheit::N,nojdarî,доруобуйа
448,Krankheit::N,nexweşî,ыарыы
449,Schmerz::N,êş,ыарыы
450,Wunde::N,kul,баас
451,Fieber::N,ta,түрүлгэн
452,Fieber::N,ta,лихорадка
453,Fieber::N,ta,температура
454,Arznei::N,derman,эмп
455,Brücke::N,kopî,күргэ
456,Brunnen::N,çal,холуодьас
457,Brunnen::N,kani,холуодьас
458,Weide::N,beyar,мэччирэҥ
459,Pfad::N,xaçirek,ыллык
460,Weg::N,rê,суол
461,Straße::N,rê,суол
462,Dorf::N,gund,дэриэбинэ
463,Stadt::N,baçar,куорат
464,Brief::N,name,сурук
465,Buch::N,kitêb,кинигэ
466,Buch::N,pirtûk,кинигэ
467,Buchstabe::N,herf,буква
468,Zeitung::N,rojname,хаһыат
469,Leben::N,jiyan,тыын
470,Tod::N,mirin,өлүү
471,Grab::N,mezel,иин
472,Kirche::N,gilyas,таҥара дьиэтэ
473,Sünde::N,guneh,айыы
474,Gott::N,xwedê,тангара
475,Arbeiter::N,hîşçî,үлэһит
476,Chef::N,bêg,баһылык
477,Chef::N,bêg,начальник
478,Meister::N,hoste,уус
479,Meister::N,hoste,маастар
480,Arzt::N,doktor,врач
481,Lehrer::N,mamoste,учуутал
482,Geld::N,pere,харчы
483,Geschäft::N,firoşgeh,идэ
484,Laden::N,dikan,маҕаһыын
485,Preis::N,buha,сыана
486,Ware::N,tişt,табаар
487,Nutzen::N,fêde,туһа
488,Reichtum::N,serwet,баай
489,Welt::N,dinya,аан дойду
490,Land::N,welat,дойду
491,Staat::N,dewlet,государство
492,König::N,şah,король
493,König::N,qral,король
494,Macht::N,qewet,былаас
495,Macht::N,destihilat,былаас
496,Grenze::N,kevî,кыраныысса
497,Krieg::N,çeng,сэрии
498,Krieg::N,sêwaş,сэрии
499,Feind::N,dijmin,өстөөх
500,Gewalt::N,zor,күүһүлээһин
501,Kampf::N,şer,охсуһуу
502,Bogen[Waffe]::N,kêvan,ох
503,Pfeil::N,çîrik,ох
504,Gewehr::N,tifing,саа
505,Fehler::N,şaşî,сыыһа
506,Lüge::N,derew,сымыйа
507,Schaden::N,xisar,хоромньу
508,Unglück::N,bêbextî,алдьархай
509,Schuld::N,suç,буруй
510,Alter::N,temen,саас
511,Schluss::N,girtin,тиһэх
512,Zeit::N,çax,бириэмэ
513,Tag::N,roj,күн
514,Morgen::N,sibeh,сарсыарда
515,Mittag::N,nîro,күн ортото
516,Abend::N,êvar,киэһэ
517,Nacht::N,şev,түүн
518,Woche::N,heftî,нэдиэлэ
519,Monat::N,meh,ый
520,Jahr::N,sal,сыл
521,Jahr::N,sal,дьыл
522,Frühling::N,bihar,саас
523,Sommer::N,havîn,сайын
524,Herbst::N,payîz,күһүн
525,Winter::N,zistan,кыһын
526,Januar::N,çile,тохсунньу
527,Februar::N,sibat,олунньу
528,März::N,adar,кулун тутар
529,April::N,nîsan,муус устар ый
530,Mai::N,gûlan,ыам ыйа
531,Juni::N,hezîran,бэс ыйа
532,Juli::N,tîmeh,от ыйа
533,August::N,tebax,атырдьах ыйа
534,September::N,îlon,балаҕан ыйа
535,Oktober::N,çotmeh,алтынньы
536,November::N,mijdar,сэтинньи
537,Dezember::N,kanûn,ахсынньы
538,Montag::N,duşemb,бэнидиэнньик
539,Dienstag::N,sêşem,оптуорунньук
540,Mittwoch::N,çarşemb,сэрэдэ
541,Donnerstag::N,pêşemb,чэппиэр
542,Freitag::N,în,бээтинсэ
543,Samstag::N,şemî,субуота
544,Sonntag::N,yekşemb,баскыһыанньа
545,groß::A,mezin,бөдөҥ
546,groß::A,mezin,улахан
547,klein::A,çûçik,кыр
548,lang::A,dirêj,уһун
549,kurz::A,kin,кылгас
550,breit::A,fireh,кэтит
551,schmal::A,tenik,кыараҕас
552,dicht::A,gir,хойуу
553,dick[Gegenstand]::A,şîşman,суон
554,dick[Gegenstand]::A,şîşman,хойуу
555,dünn::A,zirav,чараас
556,fein::A,tenik,бытархай
557,fein::A,tenik,синньигес
558,fest::A,saxlem,бөҕө
559,fest::A,saxlem,кытаанах
560,flach::A,pahn,хаптаҕай
561,glatt::A,dûz,кылааккай
562,glatt::A,şayîk,кылааккай
563,hart::A,hişk,хатан
564,hart::A,hişk,кытаанах
565,weich::A,nerm,сымнаҕас
566,rund::A,gilover,төгүрүк
567,spitz::A,pîj,сытыы
568,spitz::A,pîj,уһуктаах
569,scharf::A,tûj,сытыы
570,stumpf::A,ne tûj,сыппах
571,schwer::A,giran,ыарахан
572,schön::A,xweş,кыраһыабай
573,schön::A,xweşik,кыраһыабай
574,heiß::A,kelandî,итии
575,warm::A,germ,ичигэс
576,kalt::A,sar,тымныы
577,kühl::A,jemîrî,сөрүүн
578,frisch::A,ter,ыраас
579,frisch::A,ter,сөрүүн
580,frisch::A,ter,тымныы
581,feucht::A,şil,сииктээх
582,nass::A,şilek,инчэҕэй
583,trocken::A,zuwa,кураан
584,voll::A,tijî,толору
585,leer::A,vala,иччитэх
586,offen::A,vekirî,аһаҕас
587,geschlossen::A,asê,бүтэй
588,sauber::A,pakij,сэбэр
589,schmutzig::A,lewitî,кирдээх
590,roh::A,xav,сиикэй
591,reif::A,gihaştî,буспут
592,reif::A,gihaştî,сиппит-хоппут
593,lecker::A,xweş,минньигэс
594,süß::A,şîrîn,минньигэс
595,bitter::A,tahl,аһыы
596,sauer::A,tirş,аһыы
597,hell::A,ronî,сырдык
598,dunkel::A,tarî,хараҥа
599,schwarz::A,reş,хара
600,weiß::A,sipî,үрүҥ
601,weiß::A,sipî,маҥан
602,rot::A,sor,кыһыл
603,gelb::A,zer,саһархай
604,blau::A,şîn,күөх
605,grün::A,şîn,күөх
606,grün::A,şîn,от күөҕэ
607,grau::A,gewr,сиэрэй
608,bunt::A,rengîn,эриэн
609,billig::A,erzan,чэпчэки
610,teuer::A,biha,сыаналаах
611,wertvoll::A,hêja,сыаналаах
612,wertvoll::A,giranbiha,сыаналаах
613,blind::A,kor,хараҕа суох
614,taub::A,kerr,дьүлэй
615,kräftig::A,gir,модун
616,kräftig::A,xurt,модун
617,stark::A,xurt,күүстээх
618,schwach::A,kesad,мөлтөх
619,fett::A,qelew,эмис
620,schlank::A,zirav,дьылҕан
621,schlank::A,zirav,дьыпсаҕай
622,hübsch::A,xweşik,олус кэрэ
623,hübsch::A,xweşik,көрүөхтэн үчүгэй
624,böse::A,xerab,өһүөннээх
625,böse::A,aciz,өһүөннээх
626,dumm::A,gêj,акаары
627,faul::A,têmbêl,нэс
628,fleißig::A,jêhatî,кыһамньылаах
629,geizig::A,destgirtî,иҥсэлээх
630,klug::A,baqil,өйдөөх
631,geschickt::A,zîrek,наһаа дьоҕурдаах
632,geschickt::A,ziring,наһаа дьоҕурдаах
633,lieb::A,delal,тапталлаах
634,lustig::A,kêfxweş,көрдөөх
635,sanft::A,nazenîn,намчы
636,sanft::A,nazenîn,сымнаҕас
637,hungrig::A,birçî,аччык
638,krank::A,nexweş,ыалдьар
639,nackt::A,rût,сыгынньах
640,nackt::A,tazî,сыгынньах
641,traurig::A,xemgîn,санаарҕабыллаах
642,lebendig::A,bisaxî,тыыннаах
643,gut::A,baş,үтүө
644,gut::A,baş,үчүгэй
645,schlecht::A,xerab,куһаҕан
646,richtig::A,rast,сөп
647,richtig::A,saxlem,сөп
648,schlimm::A,nebaş,сидьиҥ
649,schlimm::A,nebaş,быдьар
650,wahr::A,rast,кырдьык
651,alt::A,pîr,былыргы
652,alt::A,kevn,былыргы
653,neu::A,nû,саҥа
654,ehemalig::A,kevnar,урукку
655,ehemalig::A,peşidar,урукку
656,alt[Lebewesen]::A,pîr,кырдьаҕас
657,jung::A,xort,эдэр
658,arm::A,feqîr,дьадаҥы
659,arm::A,desteng,дьадаҥы
660,reich::A,dewlemend,баай
661,bekannt::A,naskirî,билэр
662,berühmt::A,navdar,аатырбыт
663,fremd::A,xerîb,атын
664,verschieden::A,çîhê,араас
665,nah::A,nêzîk,чугас
666,fern::A,dûr,ыраах
667,linker::A,çepê,хаҥас
668,rechter::A,rastê,уҥа
669,anderer::A,yê din,атын
670,erster::A,yekemîn,маҥнайгы
671,zweiter::A,duda,иккис
672,dritter::A,sisêya,үһүс
673,letzter::A,paşîn,тиһэх
674,allein::ADV,tenê,соҕотох
675,auf einmal::ADV,jar kê,биирдэ
676,zusammen::ADV,tev,холбуу
677,zusammen::ADV,bi hev re,холбуу
678,lange::ADV,dirêj,уһуннук
679,plötzlich::ADV,ji nişkave,эмискэ
680,sofort::ADV,yekser,тута
681,später::ADV,paşiyê,хойут
682,jetzt::ADV,nuha,билигин
683,heute::ADV,îro,бүгүн
684,morgen::ADV,sibeh,сарсын
685,bald::ADV,nêzîk,өтөр
686,dann::ADV,paşê,кэнна
687,gestern::ADV,do,бэҕэһээ
688,einst::ADV,jar ke,биир төгүл
689,einst::ADV,jar ke,арай биирдэ
690,damals::ADV,hîngî,оччоҕо
691,danach::ADV,piştra,аары
692,danach::ADV,piştra,ол кэнниттэн
693,vorher::ADV,pîşî,урут
694,zuerst::ADV,bere,маҥнай
695,einmal::ADV,çarik,биирдэ
696,manchmal::ADV,çarna,арыт
697,oft::ADV,gelek çaran,чаастатык
698,immer::ADV,daîm,мэлдьи
699,niemals::ADV,tu çar,хаһан да
700,hier::ADV,li vir,маныаха
701,hierhin::ADV,vir,бэттэх
702,von hier::ADV,ji vir,мантан
703,dort::ADV,li wê derê,онно
704,dorthin::ADV,wêda,онно
705,geradeaus::ADV,rastê rast,быһа
706,geradeaus::ADV,rastê rast,быһаччы
707,vorwärts::ADV,ber bi pêş,инники
708,rückwärts::ADV,paşpê,төттөру
709,zurück::ADV,paşdo,төттөрү
710,zurück::ADV,paşvê,төттөрү
711,unten::ADV,jêrî,аллара
712,hinab::ADV,berjêr,аллара
713,oben::ADV,banî,үөһэ
714,hinauf::ADV,banî,өрө
715,hinauf::ADV,banî,үөһэ
716,überall::ADV,li her derê,бэйдиэ
717,nicht::ADV,ne,буолбатах
718,nicht::ADV,nîn,буолбатах
719,nicht::ADV,tine,буолбатах
720,ein wenig::ADV,hebkî,кыратык
721,kaum::ADV,tema,нэһиилэ
722,kaum::ADV,himangi,нэһиилэ
723,sehr::ADV,gelek,бэрт
724,sehr::ADV,gelek,наһаа
725,so::ADV,weha,оччо
726,so::ADV,weha,оннук
727,noch::ADV,hêj,өссө
728,noch::ADV,dîsa,өссө
729,nur::ADV,tenê,эрэ
730,nur::ADV,tenê,сыччах
731,nur::ADV,bes,эрэ
732,nur::ADV,bes,сыччах
733,schon::ADV,hew,бэлиэр
734,wieder::ADV,jar din,эмиэ
735,wieder::ADV,dîsa,эмиэ
736,vergebens::ADV,deya çun,таак
737,vergebens::ADV,îfleh bûn,таак
738,vor::PRP,li ber,иннигэр
739,hinter::PRP,li pişt,кэлин
740,unter::PRP,li bin,-ҕа
741,unter::PRP,li bin,оһох түгэҕэ
742,durch::PRP,kura,курдары
743,neben::PRP,li ba,аттыгар
744,zwischen::PRP,nabeyne,ыккардынан
745,zwischen::PRP,di nav...da,ыккардынан
746,wegen::PRP,ji bo,уҥуортан
747,wegen::PRP,ji ber,уҥуортан
748,dies::PRN,ev,ити
749,dies::PRN,ev,бу
750,das::PRN,ev,били
751,alles::PRN,hemû,барыта
752,ich::PRN,ez,мин
753,du::PRN,tu,эн
754,er::PRN,wî,кнни
755,wir::PRN,êm,биһиги
756,ihr::PRN,hûn,эһиги
757,sie::PRN,we,кинилэр
758,was::FPRN,çi,туох
759,wer::FPRN,ki,ким
760,wo::FADV,li ku dere,ханна
761,wohin::FADV,li ku dere,ханна
762,wie::FADV,çawa,хайдах
763,warum::FADV,çima,тоҕо
764,wieviel::FNUM,çend,төһө
765,eins::NUM,yek,биир
