,Concept_ID,hy,ko
97,Donner::N,որոտ,뇌명
98,Strömung::N,հոսանք,유동
99,Tropfen::N,կաթիլ,물방울
100,Schaum::N,փրփուր,포말
101,Schmutz::N,կեղտ,때
102,See::N,լիճ,호수
103,Sumpf::N,ճահիճ,습지
104,Moor::N,ճահիճ,저습지
105,Wiese::N,մարգագետին,목초지
106,Wald::N,անտառ,숲
107,Hügel::N,բլուր,언덕
108,Anhöhe::N,բարձունք,언덕
109,Berg::N,լեռ,산
110,Gipfel::N,գագաթ,졀졍
111,Gipfel::N,կատար,졀졍
112,Höhle::N,քարայր,공동
113,Abhang::N,լանջ,몰매
114,Abhang::N,զառիվայր,몰매
115,Quelle::N,աղբյուր,근원
116,Bach::N,վտակ,내
117,Fluss::N,գետ,강
118,Ufer::N,ծովափ,강변
119,Ufer::N,ծովափ,바닷가
120,Küste::N,ափ,해변
121,Küste::N,ափ,해변가
122,Küste::N,ծովափ,해변
123,Küste::N,ծովափ,해변가
124,Festland::N,ցամաք,본토
125,Meer::N,ծով,바다
126,Bucht::N,հաչիւն,협만
127,Insel::N,վղզի,섬
128,Blume::N,ծաղիկ,꽃
129,Gras::N,խոտ,풀
130,Wurzel::N,արմատ,뿌리
131,Baum::N,ծառ,나무
132,Stamm::N,իրան,대
133,Rinde::N,կեղեւ,나무껍질
134,Rinde::N,հաչոց,나무껍질
135,Ast::N,ճյուղ,가지
136,Zweig::N,ճյուղ,가지
137,Blatt::N,տերեւ,잎
138,Birke::N,ցարասի,자작나무
139,Kiefer[Baum]::N,սոճի,소나무
140,Weide[Baum]::N,ուռենի,쉬양버들
141,Tanne::N,եղեւին,전나무
142,Feder::N,փետուր,깃털
143,Fell::N,մորթի,피혁모피
144,Flügel::N,թեւ,날개
145,Klaue::N,չանչ,갈고리 발톺
146,Kralle::N,ճանկ,발툭
147,Schwanz::N,պոչ,꼬리
148,Ei::N,ձու,알
149,Nest::N,բույն,보금자리
150,Bau::N,որջ,굴
151,Bau::N,բայոց,굴
152,Tier::N,կենդանի,짐승
153,Herde::N,հոտ,가축의떼
154,Kuh::N,կով,암소
155,Bulle::N,ցուլ,황소
156,Pferd::N,ձի,말
157,Schaf::N,ոչխար,양
158,Schwein::N,խոզ,돼지
159,Hund::N,շուն,개
160,Katze::N,կատու,고양이
161,Bär::N,արջ,콤
162,Eichhörnchen::N,սկյուռ,다람쥐
163,Elch::N,հիւսիսային եղջերու,고라니
164,Fuchs::N,աղվես,여우
165,Hase::N,նապաստակ,토끼
166,Maus::N,մուկ,쥐
167,Wolf::N,գայլ,늑대
168,Vogel::N,թռչուն,새
169,Schwarm::N,երամ,뗴
170,Huhn::N,հավ,암탉
171,Hahn::N,աքաղաղ,수탉
172,Gans::N,սագ,거위
173,Adler::N,արծիվ,수리
174,Ente::N,բադ,오리
175,Eule::N,բու,부엉이
176,Kranich::N,կռունկ,두루미
177,Krähe::N,ագռավ,까마귀
178,Kuckuck::N,կուկու,뻐꾸기
179,Schwan::N,կարապ,배조
180,Fisch::N,ձուկ,물고기
181,Barsch::N,պերկես,농어
182,Hecht::N,գայլաձուկ,에속스
183,Schlange[Tier]::N,օձ,뱀
184,Wurm::N,որդ,벌레
185,Wurm::N,ճիճու,벌레
186,Spinne::N,սարդ,거미
187,Ameise::N,միջյուն,개미
188,Laus::N,ոջիլ,이
189,Mücke::N,մժղուկ,모기
190,Fliege::N,ճանճ,날기
191,Schmetterling::N,թիթեռ,나비
192,Beere::N,հատապտուղ,장과
193,Apfel::N,խնձոր,사과
194,Pilz::N,սունկ,고방이
195,Zwiebel::N,սոխ,양파
196,Saat::N,սերմ,씨
197,Korn::N,հատիկ,알맹이
198,Heu::N,խոտ,건초
199,Schale::N,կեղեւ,피상
200,Grube::N,փոս,
201,Falle::N,ծուղակ,함정
202,Schlinge::N,խեղդան,올가미
203,Schlinge::N,խեղդան,멜빵붕대
204,Spur::N,հետք,발지국
205,Asche::N,մոխիր,재
206,Dreck::N,աղտ,똥
207,Dreck::N,աղտ,오물
208,Eisen::N,երկաթ,쇠
209,Eisen::N,երկաթ,철
210,Gold::N,ոսկի,항금
211,Silber::N,արծաթ,은
212,Kohle::N,քարածուխ,슻
213,Glas::N,ապակի,유리
214,Lehm::N,կավ,찰흙
215,Sand::N,ավազ,모래
216,Mensch::N,մարդ,사람
217,Mann::N,մարդ,남자
218,Mann::N,տղամարդ,남자
219,Frau::N,կին,여자
220,Kind::N,զավակ,아이
221,Junge::N,տղա,소녁
222,Mädchen::N,աղջիկ,소녀
223,Familie::N,ընտանիք,가족
224,Großvater::N,պապ,할아버지
225,Großmutter::N,տատ,할머니
226,Eltern::N,ծնողներ,어버오
227,Vater::N,հայր,아버지
228,Mutter::N,մայր,어머니
229,Sohn::N,որդի,아들
230,Tochter::N,աղջիկ,딸기
231,Tochter::N,դուստր,딸기
232,Bruder::N,եղբայր,형제
233,Schwester::N,քույր,누이
234,Onkel::N,քեռի,백부
235,Onkel::N,հորեղբայր,백부
236,Tante::N,մորաքույր,아주머니
237,Ehemann::N,մարդ,남편
238,Ehemann::N,ամուսին,남편
239,Ehefrau::N,կին ամուսին,아내
240,Freude::N,ուրախություն,기쁨
241,Gelächter::N,ծիծաղ,웃음
242,Glück::N,երջանկություն,즐거움
243,Kummer::N,վիշտ,슬픔
244,Wunsch::N,ցանկություն,소망
245,Lust::N,փափագ,
246,Lust::N,իղձ,
247,Geist::N,ոգի,할기
248,Gedanke::N,միտք,상념
249,Gedächtnis::N,հիշողություն,기억
250,Verstand::N,խելք,분별
251,Verstand::N,խելք,지능
252,Sinn::N,իմաստ,센스
253,Grund::N,պատճառ,까닭
254,Wahrheit::N,ճշմարտություն,참
255,Wahrheit::N,ճշմարտություն,진실
256,Gespräch::N,զրույց,대화
257,Märchen::N,պայիկի պատմություն,동화
258,Erzählung::N,պատմվածք,이야기
259,Erzählung::N,պատմություն,이야기
260,Nachricht::N,հաղորդագրություն,
261,Neuigkeit::N,լուր,뉴스
262,Neuigkeit::N,նորություն,뉴스
263,Name::N,անուն,이름
264,Rätsel::N,բարդ խնդիր,수수께끼
265,Rede::N,ճառ,연설
266,Rede::N,ելույթ,연설
267,Sprache::N,լեզու,말
268,Stimme::N,ձայն,목소리
269,Wort::N,բառ,낱말
270,Zeichen::N,նշան,신호
271,Ruf::N,կոչ,부름
272,Ruf::N,կանչ,부름
273,Lärm::N,աղմուկ,소동
274,Laut::N,հնչյուն,음성
275,Laut::N,ձայն,음성
276,Ton::N,տոն,목소리
277,Lied::N,երգ,노래
278,Ruhe::N,անդորրություն,쉼
279,Leute::N,մարդիկ,사람들
280,Volk::N,ազգ,국중
281,Arbeit::N,գործ,근로
282,Arbeit::N,գործ,너무
283,Arbeit::N,աշխատանք,근로
284,Arbeit::N,աշխատանք,너무
285,Gast::N,հյուր,손님
286,Geschenk::N,նվեր,행하
287,Spiel::N,խաղ,무리
288,Gesellschaft::N,ընկերություն,교제
289,Hilfe::N,օգնությթուն,거들음
290,Hilfe::N,օգնությթուն,보좌
291,Freund::N,ընկեր,친구
292,Freund::N,բարեկամ,친구
293,Kamerad::N,ուղեկից,동실자
294,Angelegenheit::N,բան,용무
295,Angelegenheit::N,գործ,용무
296,Anzahl::N,քանակ,어떤
297,Anzahl::N,քանակ,수
298,Anzahl::N,գումար,어떤
299,Anzahl::N,գումար,수
300,Art::N,տեսակ,정류
301,Stück::N,կտոր,일부분
302,Teil::N,մաս,몱
303,Teil::N,մաս,구훠
304,Hälfte::N,կես,2분의
305,Kreis::N,շիջանակ,고리
306,Kreuz::N,խաչ,열십자
307,Linie::N,գիծ,선
308,Strich::N,գիծ,스침
309,Abstand::N,անջրպետ,거리
310,Entfernung::N,հեռավորություն,거리
311,Gegend::N,շրջան,곳
312,Gegend::N,շրջան,부금
313,Platz::N,տարածություն,장소
314,Ort::N,տեղ,장소
315,Ort::N,վայր,장소
316,Seite::N,կողմ,옆면
317,Mitte::N,մեջտեղ,궁간
318,Gegenstand::N,առարկա,항목
319,Sache::N,բան,뭉에
320,Rand::N,վերջք,가
321,Kante::N,եզր,귀퉁
322,Ecke::N,անկյուն,구석
323,Spitze::N,ծայր,끝
324,Spitze::N,ծայր,참단
325,Ende::N,ծայր,말당
326,Loch::N,անցք,빙옷
327,Winkel::N,անկյուն,각도
328,Muster::N,օրինակ,본
329,Muster::N,օրինակ,견복
330,Größe::N,մեծություն,신장
331,Länge::N,երկարություն,길이긺
332,Höhe::N,բարձրություն,높이
333,Gewicht::N,կշիռ,추
334,Menge::N,քանակ,수양
335,Haufen::N,դեզ,퇴적
336,Haufen::N,կույտ,퇴적
337,Reihe::N,շարք,열
338,Reihe::N,կարգ,열
339,Boot::N,նավակ,보트
340,Ruder::N,թի,노
341,Ruder::N,թիակ,노
342,Schlitten::N,բալխիր,썰매
343,Ski::N,դահուկ,스키
344,Lagerfeuer::N,բացօդեայ կրակ,캠프의 모닥불
345,Last::N,բեռ,무거운짐
346,Gang::N,զբոսանք,걸음
347,Schritt::N,քայլ,보조
348,Norden::N,հյուսիս,북쪽 
349,Süden::N,հարավ,남쪽
350,Westen::N,արեւմուտք,서쪽
351,Osten::N,արեւելք,동쪽
352,Holz::N,փայտ,목재
353,Brett::N,տախտակ,마루널
354,Platte::N,թիթեղ,탤
355,Platte::N,թիթեղ,금속판
356,Stütze::N,նեցուկ,버팀목
357,Stange::N,ձող,장대
358,Stock::N,փայտ,막대기
359,Stab::N,ցուպ,작대기
360,Stab::N,գավազան,작대기
361,Rohr::N,խողովակ,갈대
362,Haus::N,տուն,집
363,Heim::N,տուն,집
364,Ofen::N,վառարան,아궁이
365,Fußboden::N,հատակ,마루
366,Tisch::N,սեղան,탁자
367,Stuhl::N,աթոռ,의자
368,Wiege::N,օրորոց,발상지
369,Bett::N,անկողին,침대
370,Regal::N,դարակ,서가
371,Kiste::N,տուփ,짐궤
372,Fenster::N,պատուհան,눔
373,Tür::N,դուռ,문
374,Tor::N,դարպաս,대문
375,Zaun::N,ցանկապատ,담장
376,Dach::N,տանիք,지붕
377,Dach::N,կտուր,지붕
378,Leiter::N,սանդուղք,사닥다리
379,Besen::N,ավել,비
380,Spaten::N,բահ,가래
381,Schaufel::N,թի,삽
382,Gabel::N,պատառաքաղ,갈래
383,Löffel::N,գդալ,숟가락
384,Messer::N,դանակ,나이프
385,Nagel::N,մեխ,발툽
386,Netz::N,ցանց,그물
387,Haken::N,կարթ,갈고리
388,Griff::N,կոթ,움켜쥠
389,Griff::N,բռնակ,움켜쥠
390,Schloss::N,կողպեք,자물쇠
391,Bild::N,նկար,그림
392,Bild::N,պատկեր,그림
393,Figur::N,քանդակ,몸메
394,Figur::N,պատկեր,몸메
395,Puppe::N,տիկնիկ,인형
396,Beutel::N,տոպրակ,클
397,Bündel::N,կապոց,자근다발
398,Tasche::N,պայուսակ,가방
399,Eimer::N,դույլ,동이
400,Deckel::N,կափարիչ,뚜껑
401,Geschirr::N,ամանեղեն,식시
402,Sack::N,պարկ,조갑
403,Sack::N,տոպրակ,조갑
404,Tasse::N,թաս,차잔
405,Tasse::N,գավաթ,차잔
406,Topf::N,անոթ,단지
407,Kessel::N,կաթսա,주전자
408,Essen::N,կերակուր,먹기
409,Nahrung::N,ուտելիք,식료
410,Speise::N,խորտիկ,음식물
411,Speise::N,կերակուր,음식물
412,Fleisch::N,միս,고기
413,Getreide::N,հացահատիկ,곡물
414,Brei::N,լանդակ,젤리
415,Brot::N,հաց,빵
416,Scheibe::N,կտոր,원반
417,Scheibe::N,պատառ,원반
418,Fett::N,ճարպ,기름
419,Butter::N,կարագ,버터
420,Öl::N,ձեթ,올리브유
421,Salz::N,աղ,소금
422,Suppe::N,սուպ,국
423,Suppe::N,սուպ,수프
424,Suppe::N,ապուր,국
425,Suppe::N,ապուր,수프
426,Honig::N,մեղր,감미
427,Milch::N,կաթ,유즙
428,Tee::N,թեյ,차
429,Leder::N,կաշի,가죽
430,Wolle::N,բուրդ,양털
431,Stoff::N,գործվածք,패료
432,Nadel::N,ասեղ,바늘
433,Faden::N,թել,콘실
434,Knopf::N,կոճակ,단추
435,Knoten::N,հանգույց,곁절
436,Farbe::N,ներկ,색
437,Kleidung::N,հագուստ,옷입기
438,Hemd::N,վերնաշապիկ,속옷
439,Kragen::N,օձիք,깃
440,Ärmel::N,թեւք,소매
441,Hose::N,շալվար,바지
442,Gürtel::N,գոտի,밴드
443,Mütze::N,կեպի,모자
444,Schuh::N,կոշիկ,구두
445,Stiefel::N,երկարաճիթ կոշիկ,장화
446,Ring::N,զնգալ,고리
447,Band::N,ժապավեն,리본
448,Kamm::N,սանր,빗
449,Spiegel::N,հայելի,거울
450,Riemen::N,փոկ,가죽끈
451,Schnur::N,լար,밧줄
452,Leine::N,փոկ,고삐줄
453,Decke::N,վերմակ,이부자리
454,Kissen::N,բարձ,깔개
455,Tuch::N,թաշկինակ,천
456,Handtuch::N,սրբիչ,수건
457,Kraft::N,ուժ,세력
458,Stärke::N,պնդություն,힘
459,Stärke::N,ամրություն,힘
460,Gesundheit::N,առողջություն,위생
461,Krankheit::N,ախտ,병
462,Krankheit::N,հիվանդություն,병
463,Schmerz::N,ցավ,아픔고통
464,Schmerz::N,տանջանք,아픔고통
465,Wunde::N,վերք,상처
466,Fieber::N,տենդ,열별
467,Arznei::N,դեղ,약
468,Brücke::N,կամուրջ,교량
469,Brunnen::N,հոր,원천
470,Brunnen::N,ջրհոր,원천
471,Weide::N,արոտավայր,목장
472,Pfad::N,արահետ,좁은길
473,Weg::N,ուղի,길
474,Straße::N,ճանապարհ,길
475,Dorf::N,գյուղ,촌
476,Dorf::N,գյուղ,촌락
477,Stadt::N,քաղաք,도시
478,Brief::N,նամակ,서한
479,Buch::N,գիրք,책
480,Buchstabe::N,տառ,문자
481,Buchstabe::N,գիր,문자
482,Zeitung::N,լրագիր,신문
483,Leben::N,կյանք,삶
484,Tod::N,մահ,죽음
485,Grab::N,գերեզման,무덤
486,Kirche::N,եկեղեցի,교회
487,Sünde::N,մեղք,부정
488,Gott::N,աստված,하느님
489,Arbeiter::N,բանվոր,일하는사람
490,Arbeiter::N,աշխատող,일하는사람
491,Chef::N,տեր,사장
492,Meister::N,վարպետ,명인
493,Meister::N,վարպետ,대가
494,Arzt::N,բժիշկ,의사
495,Lehrer::N,ուսուցիչ,교사
496,Geld::N,փող,돈
497,Geschäft::N,գործ,일
498,Geschäft::N,աշխատանք,일
499,Laden::N,կրպակ,가게
500,Laden::N,խանութ,가게
501,Preis::N,գին,가격
502,Ware::N,ապրանք,상품
503,Nutzen::N,օգուտ,이익
504,Reichtum::N,հարստություն,많음
505,Welt::N,աշխարհ,세상
506,Land::N,երկիր,지방
507,Staat::N,պետություն,국가
508,König::N,արքա,국왕
509,König::N,թագավոր,국왕
510,Macht::N,իշխանություն,힘
511,Grenze::N,սահման,국경
512,Krieg::N,պատերազմ,전쟁
513,Feind::N,թշնամի,적
514,Gewalt::N,բռնություն,권력
515,Gewalt::N,սաստկություն,권력
516,Kampf::N,մարտ,전투
517,Bogen[Waffe]::N,աղեղ,활
518,Pfeil::N,նետ,화살
519,Gewehr::N,հրացան,무기
520,Fehler::N,սխալ,오류
521,Lüge::N,սուտ,거짓말
522,Schaden::N,վնաս,손상
523,Unglück::N,դժբախտություն,불행
524,Schuld::N,պակասություն,부채
525,Alter::N,հասակ,연령
526,Schluss::N,վերջ,마감
527,Schluss::N,վախճան,마감
528,Zeit::N,ժամանակ,때
529,Zeit::N,ժամանակ,시간
530,Tag::N,օր,하루
531,Morgen::N,առավոտ,이침
532,Mittag::N,կեսօր,대낮
533,Abend::N,երեկո,저녁
534,Nacht::N,գիշեր,밤
535,Woche::N,շաբաթ,근무일
536,Monat::N,ամիս,달
537,Jahr::N,տարի,해
538,Frühling::N,գարուն,봄
539,Sommer::N,ամառ,여름
540,Herbst::N,աշուն,가을
541,Winter::N,ձմեռ,겨울
542,Januar::N,հունվար,일월
543,Februar::N,փետրվար,이월
544,März::N,մարտ,삼월
545,April::N,ապրիլ,사월
546,Mai::N,մայիս,오월
547,Juni::N,հունիս,유월
548,Juli::N,հուլիս,칠월
549,August::N,օգոստոս,팔월
550,September::N,սեպտեմբեր,구월
551,Oktober::N,հոկտեմբեր,시월
552,November::N,նոյեմբեր,십일월
553,Dezember::N,դեկտեմբեր,십이월
554,Montag::N,երկուշաբթի,월요일
555,Dienstag::N,երեքշաբթի,화요일
556,Mittwoch::N,չորեքշաբթի,수요일
557,Donnerstag::N,հինգշաբթի,모교일
558,Freitag::N,ուրբաթ,그묘일
559,Samstag::N,շաբաթ,토요일
560,Sonntag::N,կիրակի,일요일
561,groß::A,մեծ,큰
562,groß::A,խոշոր,큰
563,klein::A,պստիկ,자근
564,klein::A,փոքրիկ,자근
565,lang::A,երկար,긴
566,kurz::A,կարճ,짧은
567,breit::A,լայն,넓은
568,schmal::A,նեղ,좁은
569,dicht::A,խիտ,농밀한
570,dick[Gegenstand]::A,հաստ,두꺼운
571,dünn::A,բարակ,얇은
572,fein::A,նուրբ,미세한
573,fest::A,ամուր,굳은
574,fest::A,պինդ,굳은
575,flach::A,տափակ,얕은
576,glatt::A,հարթ,반들반들한
577,hart::A,կարծր,굳은
578,weich::A,մեղմ,연한
579,weich::A,փափուկ,연한
580,rund::A,կլոր,둥근
581,spitz::A,սրածայր,뾰족한
582,scharf::A,սուր,날카로운
583,stumpf::A,գուլ,무딘
584,schwer::A,ծանր,무거운
585,schön::A,սիրուն,멋진
586,schön::A,գեղեցիկ,멋진
587,heiß::A,թեժ,뜨거운
588,warm::A,տաք,따뜻한
589,warm::A,ջերմ,따뜻한
590,kalt::A,ցուրտ,찬
591,kühl::A,զով,서늘한
592,frisch::A,թարմ,신선한
593,feucht::A,ղոնավ,축축한
594,nass::A,թաց,젖은
595,trocken::A,ցամաք,마른
596,voll::A,լի,완전한
597,voll::A,լիքը,완전한
598,leer::A,դատարկ,빈
599,offen::A,բաց,열린
600,geschlossen::A,գոց,닫힌
601,sauber::A,մաքուր,깨끗한
602,schmutzig::A,կեղտոտ,더러운
603,roh::A,հում,날게잇의
604,reif::A,հասած,이근
605,reif::A,հասուն,이근
606,lecker::A,համեղ,맛있는
607,süß::A,անուշ,단
608,bitter::A,կծու,찌르는듯한
609,sauer::A,թթու,산성의
610,sauer::A,թթված,산성의
611,hell::A,պայծառ,밝은
612,hell::A,խելամիտ,밝은
613,dunkel::A,մութ,어두운
614,schwarz::A,սեւ,검은
615,weiß::A,սպիտակ,하얀
616,rot::A,կարմիր,붉은
617,gelb::A,դեղին,황색
618,blau::A,կապույտ,푸른
619,grün::A,կանաչ,녹색의
620,grau::A,գորշ,회색의
621,bunt::A,գոյնզգոյն,알록달록한
622,billig::A,էժան,싼
623,teuer::A,թանկ,값비산
624,wertvoll::A,թանկարժեք,가치가많은
625,blind::A,կույր,눈먼
626,taub::A,խուլ,무감간한
627,kräftig::A,հզոր,강장한
628,stark::A,ուժեղ,강한
629,schwach::A,տկար,약한
630,schwach::A,թույլ,약한
631,fett::A,գեր,실찐
632,schlank::A,նիհար,호리호리한
633,hübsch::A,գրավիչ,예쁜
634,hübsch::A,սիրունիկ,예쁜
635,böse::A,չար,나쁜
636,dumm::A,հիմար,어리석은
637,faul::A,ծույլ,너덜너덜한
638,fleißig::A,ջանասեր,근면한
639,fleißig::A,փութաջան,근면한
640,geizig::A,ագահ,인색한
641,geizig::A,կծծի,인색한
642,klug::A,խելոք,
643,klug::A,ընդունակ,
644,geschickt::A,ճարտար,교묘한
645,lieb::A,սիրելի,친애하는
646,lustig::A,զվարթ,유쾌한
647,sanft::A,հեզ,온화한
648,hungrig::A,քաղցած,배고픈
649,krank::A,հիվանդ,병든
650,nackt::A,մերկ,벌거벗은
651,traurig::A,տխուր,슬픈
652,lebendig::A,կենդանի,살아있는
653,gut::A,լավ,좋은
654,schlecht::A,վատ,나쁜
655,richtig::A,ձիշտ,바른
656,schlimm::A,լղրճուկ,못된
657,wahr::A,ճիշտ,참된
658,wahr::A,իրական,참된
659,alt::A,հին,늙은
660,neu::A,նոր,새
661,ehemalig::A,նախկին,전의
662,alt[Lebewesen]::A,ծեր,낡은
663,alt[Lebewesen]::A,պառավ,낡은
664,jung::A,մատաղ,젊은
665,arm::A,աղքատ,가난한
666,reich::A,հարուստ,풍부한
667,bekannt::A,ծանոթ,저명한
668,berühmt::A,հայտնի,유명한
669,berühmt::A,հռչակավոր,유명한
670,fremd::A,օտար,타처이
671,verschieden::A,տարբեր,따른
672,nah::A,մոտ,가까운
673,nah::A,մերձ,가까운
674,fern::A,հեռավոր,먼
675,linker::A,ձախ,왼쭉의
676,rechter::A,աջ,오른쪽의
677,anderer::A,այլ,다른
678,anderer::A,ուրիշ,다른
679,erster::A,առաջին,첫째
680,zweiter::A,երկրորդ,둘째
681,dritter::A,երրորդ,셋째
682,letzter::A,վերջին,의후자의
683,allein::ADV,միայնակ,훌로
684,auf einmal::ADV,միասնաբար,갑자기
685,zusammen::ADV,միասին,모아서
686,zusammen::ADV,իրար հետ,모아서
687,lange::ADV,երկար ժամանակ,오래
688,plötzlich::ADV,հանկարծ,둘연한
689,sofort::ADV,իսկույն,즉시
690,später::ADV,ավելի ուշ,보다늦은
691,später::ADV,հետո,보다늦은
692,jetzt::ADV,այժմ,목하
693,heute::ADV,այսօր,오늘
694,morgen::ADV,վաղը,내일
695,bald::ADV,շուտով,곱
696,dann::ADV,ապա,그경우에
697,dann::ADV,հետո,그경우에
698,gestern::ADV,երեկ,어제
699,einst::ADV,հին ատեն,옛날에
700,damals::ADV,ատէնին,그때에
701,danach::ADV,ապա,그 뒤에
702,danach::ADV,այն ժամանակ,그 뒤에
703,vorher::ADV,առաջ,미리
704,zuerst::ADV,նախ,최초로
705,einmal::ADV,մի անգամ,한번
706,manchmal::ADV,երբեմն,땓대로
707,oft::ADV,հաճախ,땓대로
708,immer::ADV,միշտ,늘
709,niemals::ADV,երբեք,결코...(하지)않다
710,hier::ADV,այստեղ,여기
711,hierhin::ADV,այստեղ,여기로
712,von hier::ADV,այդտեղից,
713,dort::ADV,այնտեղ,거기
714,dorthin::ADV,այնտեղ,저기예
715,geradeaus::ADV,ուղիղ,곧장
716,vorwärts::ADV,առաջ,앞으로
717,rückwärts::ADV,դեպի ետ,뒤로
718,zurück::ADV,ետ,제자리로
719,unten::ADV,ներքեւում,아래에
720,hinab::ADV,ներքեւ,아래쪽으로
721,oben::ADV,վերեւում,위에
722,hinauf::ADV,վերեւ,위쪽으로
723,überall::ADV,ամենուր,도처에
724,nicht::ADV,չէ,안
725,ein wenig::ADV,մի քիչ,적음
726,kaum::ADV,հազիվ,가의
727,sehr::ADV,շատ,자주
728,so::ADV,այդպես,그와같이
729,noch::ADV,դեռ,아직
730,nur::ADV,միայն,다만
731,schon::ADV,արդեն,이미
732,wieder::ADV,նորից,다시
733,wieder::ADV,դարձյալ,다시
734,vergebens::ADV,իզուր,헛되이
735,vor::PRP,դիմացը,앞에
736,hinter::PRP,ետեւը,뒤에
737,unter::PRP,տակ,잍에
738,durch::PRP,միջով,통고하여
739,neben::PRP,քովը,와나란히
740,zwischen::PRP,միջեւ,의사이로
741,wegen::PRP,պատճառով,때문에
742,wegen::PRP,շնորհից,때문에
743,dies::PRN,սա,이
744,dies::PRN,այս,이
745,das::PRN,դա,저
746,das::PRN,այդ,저
747,alles::PRN,ամեն ինչ,모든것
748,ich::PRN,ես,나
749,du::PRN,դու,너
750,er::PRN,նա,그
751,wir::PRN,մենք,우리
752,ihr::PRN,դուք,너희들
753,sie::PRN,նրանք,그들
754,was::FPRN,ինչ,뭣
755,wer::FPRN,ով,누구
756,wo::FADV,ուր,어디
757,wo::FADV,որտեղ,어디
758,wohin::FADV,դեպի ուր,어디로
759,wie::FADV,ինչպես,어떻게
760,warum::FADV,ինչու,왜
761,wieviel::FNUM,որչափ,얼마만큰
762,eins::NUM,մեկ,하나
763,zwei::NUM,երկու,둘
764,drei::NUM,երեք,셋
765,vier::NUM,չորս,넷
766,fünf::NUM,հինգ,다섯
767,sechs::NUM,վեց,여섯
768,sieben::NUM,յոթ,일곱
769,acht::NUM,ութ,여덟
770,neun::NUM,ինը,아홉
771,zehn::NUM,տասը,열
772,elf::NUM,տասնմեկ,열하나
773,zwölf::NUM,տասներկու,열둘
774,zwanzig::NUM,քսան,스물
