,Concept_ID,cs,ce
804,wehen::V,vanout,хьекха
805,strömen::V,proudit,эха
806,fließen::V,téct,охьаэха
807,sich drehen::V,točit se,хьийза
808,schwanken::V,kolísat,леста
809,schwanken::V,houpat se,леста
810,schwingen::V,kývat se,лесто
811,fallen::V,padat,охьакхета
812,brennen::V,hořet,дага
813,rauchen::V,kouřit,оза
814,regnen::V,pršet,догlа догlу
815,gefrieren::V,zamrznout,гӏоро
816,tauen::V,tát,даша
817,schmelzen::V,tavit,лала
818,trocknen::V,schnout,дакъо
819,sieden::V,vřít,кхехка
820,faulen::V,hnít,дахкадала
821,verfaulen::V,shnít,дахкадала
822,reißen::V,roztrhat se,хеда
823,versinken::V,topit se,хичудаха
824,versinken::V,ponořit se,хичудаха
825,vergehen::V,plynout,дlаэха
826,erscheinen::V,objevit se,схьадала
827,erscheinen::V,objevit se,ӏоттадала
828,verschwinden::V,zmizet,къайладала
829,sinken::V,klesat,лахдала
830,abnehmen::V,ubýt,
831,zunehmen::V,přibýt,лакхадала
832,steigen::V,stoupat,хьаладала
833,wachsen::V,růst,кхиа
834,glänzen::V,lesknout se,лепа
835,funkeln::V,jiskřit se,къега
836,lärmen::V,dělat hluk,гӏовгӏаян
837,läuten::V,zvonit,детта
838,klingeln::V,zvonit,дека
839,klirren::V,řinčet,дека
840,brausen::V,hučet,хьаьдда даха
841,rauschen::V,šumět,леста
842,klingen::V,znít,дека
843,bellen::V,štěkat,лета
844,heulen::V,výt,угӏа
845,blasen::V,foukat,хӏуп баха
846,pfeifen::V,pískat,шок етта
847,schreien::V,křičet,мохь бетта
848,stöhnen::V,sténat,узарш дан
849,zittern::V,třást se,дега
850,leben::V,žít,даха
851,geboren werden::V,rodit se,хила
852,atmen::V,dýchat,садеӏа
853,trinken::V,pít,мала
854,essen::V,jíst,кхалла
855,schlucken::V,polykat,къурдбан
856,müde werden::V,unavit se,кӏаддала
857,einschlafen::V,usnout,наб кхета
858,schlafen::V,spát,вижа
859,schlafen::V,spát,наб ян
860,schlafen::V,spát,дижина хила
861,aufwachen::V,probudit se,самадала
862,aufstehen::V,vstát,гӏатта
863,sich erholen::V,zotavovat se,садаӏа
864,krank werden::V,onemocnět,цомгуш хила
865,krank sein::V,být nemocný,цомгуш хила
866,schmerzen::V,bolet,лаза
867,schmerzen::V,bolet,ӏийжа
868,husten::V,kašlat,йовхарш етта
869,genesen::V,uzdravit se,тадала
870,sterben::V,umřít,дала
871,umkommen::V,zahynout,хӏаллакхила
872,sich bewegen::V,pohnout se,лела
873,sich rühren::V,hnout se,меттахъхьен
874,sich erheben::V,zdvihnout se,хьалагlатта
875,sich setzen::V,posadit se,хаа
876,hinfallen::V,upadnout,дожа
877,hinfallen::V,upadnout,охьакхета
878,laufen::V,běžet,вада
879,laufen::V,běžet,хьада
880,schreiten::V,kráčet,болар дан
881,schreiten::V,kráčet,ког баккха
882,spazierengehen::V,procházet se,доладала
883,eilen::V,spěchat,сихдала
884,sich beeilen::V,pospíšit si,сихдала
885,sausen::V,fičet,
886,rennen::V,pádit,дада
887,springen::V,skákat,ирхкхийсадала
888,klettern::V,lézt,тӏедийла
889,klettern::V,šplhat,тӏедийла
890,schaukeln::V,houpat,техко
891,kriechen::V,lézt,такха
892,kriechen::V,plazit se,такха
893,schwimmen::V,plavat,некадан
894,tauchen::V,nořit se,чулелха
895,rudern::V,veslovat,дига лело
896,rudern::V,veslovat,кема лело
897,fahren::V,jet,хахка
898,fahren::V,jezdit,хахка
899,fliegen::V,létat,тӏемадала
900,gehen::V,jít,лeла
901,weggehen::V,odejít,дӏадаха
902,abfahren::V,odjet,дӏадаха
903,anhalten::V,zastavit se,саца
904,hineingehen::V,vcházet se,чудала
905,eintreten::V,vstoupit,чудала
906,kommen::V,přijít,кхача
907,kommen::V,přijít,дӏакхача
908,kommen::V,přijít,схьакхача
909,ankommen::V,dojít,кхача
910,ankommen::V,dojít,схьакхача
911,zurückkommen::V,vrátit se,юхада
912,bleiben::V,zůstat,диса
913,warten::V,čekat,хьежа
914,warten::V,čekat,cобар дан
915,erwarten::V,čekat na,хьоьжуш ӏан
916,suchen::V,hledat,леха
917,finden::V,najít,каро
918,versuchen::V,zkoušet,дан хьажа
919,vorbereiten::V,připravit,кечъян
920,lieben::V,milovat,деза
921,mögen::V,mít rád,безамхила
922,lachen::V,smát se,дела
923,rühren::V,dojmout,хьедан
924,weinen::V,plakat,делха
925,schimpfen::V,nadávat,чехо
926,sich ärgern::V,pohoršit se,оьгӏазъэха
927,sich fürchten::V,bát se,кхера
928,fürchten::V,bát se,кхера
929,fliehen::V,utéct,дӏадада
930,flüchten::V,prchnout,дӏадада
931,sehen::V,vidět,ган
932,anschauen::V,podívat se na,хьажа
933,anschauen::V,podívat se na,хьежа
934,ansehen::V,sledovat,хьовса
935,hören::V,slyšet,хаза
936,zuhören::V,poslouchat,ладогӏа
937,probieren::V,ochutnávat,хьажа
938,riechen::V,cítit,хьожа яха
939,fühlen::V,cítit,хаадала
940,scheinen::V,zdát se,мотта
941,zu sehen sein::V,moci být viděn,гуш хила
942,vernehmen::V,uslyšet,бартхатта
943,frieren::V,mrznout,гӏоро
944,tun::V,dělat,дан
945,können::V,moct,дадала
946,wollen::V,chtít,тӏергӏа
947,anfangen::V,začít,доло
948,beenden::V,ukončit,довла
949,aufhören::V,přestat,саца
950,gelingen::V,podařit se,кадала
951,geraten::V,dařit se,хила
952,öffnen::V,otevřít,дӏаделла
953,öffnen::V,otevřít,схьаделла
954,schließen::V,zavřít,къовла
955,schließen::V,zavřít,дӏачӏагӏа
956,stellen::V,postavit,хlотто
957,setzen::V,posadit,дийгӏа
958,legen::V,klást,охьадилла
959,legen::V,položit,охьадилла
960,berühren::V,dotýkat se,хьедан
961,verbinden::V,spojit,вовшахтаса
962,bedecken::V,pokrýt,тилла
963,bedecken::V,pokrýt,тӏетаса
964,aufhängen::V,oběsit,хьалаолла
965,aufhängen::V,pověsit,хьалаолла
966,anzünden::V,zapálit,лато
967,anzünden::V,podpálit,лато
968,aufheben::V,zvednout,айа
969,aufheben::V,zdvihnout,айа
970,zurücklassen::V,zanechat,дита
971,verlieren::V,ztratit,дайа
972,fallen lassen::V,upustit,охьадожо
973,machen::V,udělat,дан
974,herstellen::V,vyrobit,дан
975,bauen::V,stavět,гӏишлоян
976,bauen::V,budovat,гӏишлоян
977,reparieren::V,opravit,тадан
978,verbessern::V,zlepšit,нисдан
979,ändern::V,změnit,хийца
980,graben::V,rýt,ахка
981,graben::V,kopat,ахка
982,beugen::V,ohnout,сатто
983,biegen::V,ohnout,сатто
984,drehen::V,točit,хьовзо
985,wenden::V,obrátit,
986,umdrehen::V,obrátit,хьовзo
987,heben::V,zdvihnout,айа
988,heben::V,zdvihnout,хьалаайа
989,hochheben::V,zvednout,хьалаайа
990,ergreifen::V,chopit se,дӏалаца
991,halten::V,držet,латто
992,drücken::V,stisknout,тӏетаӏо
993,schieben::V,posouvat,татта
994,kratzen::V,škrábat,мӏараш тийса
995,lecken::V,lízat,мотт хьекха
996,beißen::V,kousat,катoха
997,abreißen::V,utrhat,схьадаккха
998,abreißen::V,odtrhat,схьадаккха
999,abschneiden::V,uřezat,кхада
1000,abschneiden::V,ukrojit,кхада
1001,binden::V,přivázat,дӏадехка
1002,binden::V,přivázat,вовшахтаса
1003,stecken::V,strčit,чудахийта
1004,brechen::V,lomit,кагдан
1005,klopfen::V,ťukat,детта
1006,klopfen::V,klepat,детта
1007,hauen::V,bít,етта
1008,kleben::V,lepit,тӏелато
1009,reiben::V,třít,хьекхо
1010,streichen::V,mazat,тlехьакха
1011,schleifen::V,brousit,ирдан
1012,schneiden::V,řezat,ларга
1013,schneiden::V,střihat,ларга
1014,rütteln::V,třást,лесто
1015,rütteln::V,otřást,лесто
1016,schütteln::V,třást,лесто
1017,schütteln::V,zatřást,лесто
1018,schwenken::V,mávat,лесто
1019,schütten::V,nasypat,дотта
1020,füllen::V,naplnit,дуза
1021,einwickeln::V,zavinout,хьарчо
1022,tragen::V,nést,дахьа
1023,schleppen::V,vléct,ийзо
1024,ziehen::V,tahat,озо
1025,ziehen::V,táhnout,озо
1026,aufbewahren::V,schovat,ӏалашдан
1027,werfen::V,házet,кхосса
1028,fangen::V,chytat,леца
1029,packen::V,uchvátit,леца
1030,verstecken::V,schovat,къайладаккха
1031,teilen::V,rozdělit,декъа
1032,schicken::V,posílat,дӏадахьийта
1033,bringen::V,přinést,дан
1034,hinzufügen::V,připojit,тӏетоха
1035,bekommen::V,dostat,даккха
1036,erhalten::V,uchovat,даккха
1037,nehmen::V,vzít,схьаэца
1038,wählen::V,zvolit,харжа
1039,auswählen::V,vybrat,харжа
1040,bewahren::V,uchránit,lалашдан
1041,behindern::V,překážet,новкъарло ян
1042,verderben::V,zkazit,талхо
1043,beschädigen::V,porušit,дохо
1044,beschädigen::V,poškodit,дохо
1045,zerbrechen::V,rozlámat,дохо
1046,zerbrechen::V,rozlámat,кагдан
1047,zerreißen::V,roztrhnout,хадо
1048,zerstören::V,zničit,дохо
1049,zerstören::V,zničit,кагдан
1050,verbrennen::V,spálit,даго
1051,geben::V,dát,яла
1052,reichen::V,podat,дӏадала
1053,reichen::V,podat,дӏакховдо
1054,schenken::V,darovat,совгӏат дан
1055,versprechen::V,slíbit,ваӏда дан
1056,wünschen::V,přát,лаа
1057,loben::V,chválit,хасто
1058,küssen::V,líbat,оба яккха
1059,wiegen::V,chovat,тахка
1060,wiegen::V,kolébat,тахка
1061,zudecken::V,přikrýt,тӏетаса
1062,zudecken::V,přiklopit,тӏетаса
1063,wecken::V,vzbudit,самадаккха
1064,zeigen::V,ukázat,гайта
1065,führen::V,vést,дига
1066,lehren::V,učit,ӏамо
1067,unterrichten::V,vyučovat,хьеха
1068,aufziehen::V,vychovat,кхио
1069,leiten::V,vodit,урхалла дан
1070,antreiben::V,nutit,сихдан
1071,lassen::V,dát,-йта
1072,einladen::V,pozvat,кхайкха
1073,vereinigen::V,spojit,цхьаьнатоха
1074,besuchen::V,návštívit,хьажахIотта
1075,treffen::V,potkat,дуьхьалкхета
1076,sich versammeln::V,shromáždit se,гулдан
1077,spielen::V,hrát,ловза
1078,singen::V,zpívat,лакха
1079,tanzen::V,tančit,хелхадала
1080,sich trennen::V,rozejít se,къаста
1081,verlassen::V,opustit,дита
1082,retten::V,zachránit,кӏелхьардаккха
1083,bewachen::V,hlídat,ха дан
1084,schützen::V,chránit,лардан
1085,verteidigen::V,obhájit,лардан
1086,sich schlagen::V,bít se,етта
1087,schießen::V,střílet,детта
1088,siegen::V,zvítězit,тола
1089,ärgern::V,zlobit,оьгӏаздахийта
1090,ärgern::V,pohoršit,оьгӏаздахийта
1091,schlagen::V,udeřit,тоха
1092,schlagen::V,praštit,тоха
1093,treten::V,kopnout,мийра тоха
1094,stechen::V,bodnout,ӏотта
1095,stechen::V,bodnout,къовзо
1096,stechen::V,píchnout,ӏотта
1097,stechen::V,píchnout,къовзо
1098,stoßen::V,strčit,татта
1099,stehlen::V,ukrást,лачкъо
1100,stören::V,vyrušit,новкъарло ян
1101,belästigen::V,obtěžovat,сагатдан
1102,verbergen::V,skrýt,къайладаккха
1103,täuschen::V,klamat,ӏexo
1104,betrügen::V,podvést,ледан
1105,töten::V,zabít,ден
1106,wohnen::V,bydlit,даха
1107,arbeiten::V,pracovat,къахьега
1108,sammeln::V,sebrat,гулдан
1109,pflücken::V,česat,даха
1110,jagen::V,uhonit,талла
1111,fischen::V,chytat ryby,чӏерий леца
1112,fassen::V,ulovit,лаца
1113,fassen::V,ulovit,схьалаца
1114,hüten::V,pást,лардан
1115,treiben::V,hnát,лахка
1116,anbinden::V,přivázat,дӏадехка
1117,füttern::V,krmit,хӏума яла
1118,melken::V,dojit,оза
1119,hacken::V,seknout,
1120,gießen::V,zalít,хи тоха
1121,reifen::V,uzrát,хьекъа
1122,zubereiten::V,připravit,кечъян
1123,zubereiten::V,připravit,кхача бан
1124,kochen::V,vařit,кхача бан
1125,backen::V,péct,датта
1126,braten::V,smažit,кхарза
1127,umrühren::V,zamíchat,кего
1128,stricken::V,plést,
1129,nähen::V,šít,тега
1130,färben::V,nabarvit,басардан
1131,reinigen::V,očistit,цӏандан
1132,waschen::V,mýt,йила
1133,waschen::V,mýt,йитта
1134,waschen::V,mýt,дӏадайа
1135,abwischen::V,utřít,дӏадайа
1136,spülen::V,spláchnout,хи кхарза
1137,fegen::V,zamést,нуй хьакха
1138,kehren::V,mést,нуй хьакха
1139,baden::V,koupat se,лийча
1140,sich waschen::V,mýt se,юьхь йила
1141,ausziehen::V,svléct,духар дӏадаккха
1142,anziehen::V,obléct,
1143,sich anziehen::V,oblékat se,духа
1144,kämmen::V,učesat,ехк хьакха
1145,schmücken::V,ozdobit,хаздан
1146,sagen::V,říct,ала
1147,sprechen::V,mluvit,баха
1148,sprechen::V,mluvit,мотт бийца
1149,reden::V,hovořit,къамел дан
1150,sich unterhalten::V,povídat se,къамел дан
1151,fragen::V,zeptat se,хатта
1152,bitten::V,prosit,деха
1153,erzählen::V,povídat,дийца
1154,mitteilen::V,sdělit,хаам бан
1155,mitteilen::V,oznámit,хаам бан
1156,nennen::V,nazvat,цӏе яккха
1157,rufen::V,volat,кхайкха
1158,rufen::V,zavolat,кхайкха
1159,prahlen::V,chlubit se,куралла ян
1160,prahlen::V,chlubit se,дозалла дан
1161,übersetzen::V,přeložit,гоч дан
1162,denken::V,myslit,ойла ян
1163,glauben::V,věřit,теша
1164,bemerken::V,zpozorovat,ган
1165,erkennen::V,poznat,довза
1166,begreifen::V,pochopit,кхета
1167,verstehen::V,porozumět,кхета
1168,lernen::V,učit se,деша
1169,wissen::V,vědět,хаа
1170,sich erinnern an::V,vzpomínat si na,дагадан
1171,vergessen::V,zapomínat,дицдала
1172,messen::V,měřit,дуста
1173,zählen::V,spočítat,дагардан
1174,rechnen::V,počítat,лара
1175,lesen::V,číst,еша
1176,malen::V,malovat,сурт дилла
1177,zeichnen::V,rýsovat,сурт дилла
1178,schreiben::V,psát,яздан
1179,besitzen::V,mít,доладан
1180,besitzen::V,vlastnit,доладан
1181,kaufen::V,koupit,эца
1182,verkaufen::V,prodat,дохка
1183,bezahlen::V,zaplatit,мах бала
1184,zahlen::V,platit,мах бала
1185,beherrschen::V,ovládat,собаре хила
1186,ertragen::V,snést,лан
1187,ertragen::V,snést,сатоха
1188,ertragen::V,snést,садетта
