,Concept_ID,pl,sq
212,Fliege::N,mucha,mizë
213,Schmetterling::N,motyl,flutur
214,Beere::N,jagoda,frutë
215,Beere::N,jagoda,manaferrë
216,Apfel::N,jabłko,mollë
217,Pilz::N,grzyb,kërpudhë
218,Zwiebel::N,cebula,qepë
219,Saat::N,siew,farë
220,Korn::N,ziarno,grurë
221,Korn::N,ziarno,kokërr
222,Heu::N,siano,sanë
223,Schale::N,łupina,lëkurë
224,Grube::N,dół,gropë
225,Grube::N,jama,gropë
226,Falle::N,pułapka,kurth
227,Falle::N,pułapka,grackë
228,Schlinge::N,sidła,nyjë
229,Spur::N,ślad,gjurmë
230,Asche::N,popiół,hi
231,Dreck::N,brud,baltë
232,Eisen::N,żelazo,hekur
233,Gold::N,złoto,ar
234,Gold::N,złoto,flori
235,Silber::N,srebro,argjend
236,Kohle::N,węgiel,qymyr
237,Glas::N,szkło,qelq
238,Lehm::N,glina,argjilë
239,Sand::N,piasek,rërë
240,Mensch::N,człowiek,njeri
241,Mann::N,mężczyzna,burrë
242,Mann::N,mężczyzna,mashkull
243,Frau::N,kobieta,grua
244,Frau::N,kobieta,femër
245,Kind::N,dziecko,kalama
246,Junge::N,chłopak,djalë
247,Junge::N,chłopiec,djalë
248,Mädchen::N,dziewczynka,gocë
249,Mädchen::N,dziewczynka,vajzë
250,Familie::N,rodzina,familje
251,Großvater::N,dziadek,gjysh
252,Großmutter::N,babka,gjyshe
253,Eltern::N,rodzice,prindër
254,Vater::N,ojciec,atë
255,Mutter::N,matka,nënë
256,Sohn::N,syn,bir
257,Tochter::N,córka,bijë
258,Bruder::N,brat,vëlla
259,Schwester::N,siostra,motër
260,Onkel::N,wuj,dajë
261,Onkel::N,wuj,xhaxha
262,Onkel::N,stryj,dajë
263,Onkel::N,stryj,xhaxha
264,Tante::N,ciotka,teze
265,Tante::N,ciotka,hallë
266,Ehemann::N,mąż,burrë
267,Ehemann::N,mąż,bashkëshort
268,Ehefrau::N,żona,grua
269,Ehefrau::N,żona,bashkëshorte
270,Freude::N,radość,gaz
271,Freude::N,radość,gëzim
272,Gelächter::N,śmiech,qeshje
273,Glück::N,szczęście,lumturi
274,Kummer::N,zmartwienie,brengë
275,Kummer::N,zmartwienie,pikëllim
276,Wunsch::N,życzenie,dëshirë
277,Lust::N,chęć,epsh
278,Lust::N,chęć,dashuri
279,Lust::N,ochota,epsh
280,Lust::N,ochota,dashuri
281,Geist::N,duch,frymë
282,Geist::N,duch,shpirt
283,Gedanke::N,myśl,ide
284,Gedanke::N,myśl,mendim
285,Gedächtnis::N,pamięć,kujtesë
286,Verstand::N,rozum,mend
287,Sinn::N,zmysł,kuptim
288,Grund::N,powód,arsye
289,Wahrheit::N,prawda,vërtetë
290,Gespräch::N,rozmowa,bisedim
291,Märchen::N,bajka,përrallë
292,Erzählung::N,opowiadanie,tregim
293,Nachricht::N,wiadomość,lajm
294,Neuigkeit::N,nowina,risi
295,Name::N,imię,emër
296,Rätsel::N,zagadka,gjëzë
297,Rätsel::N,zagadka,gjëegjëzë
298,Rede::N,mowa,fjalim
299,Sprache::N,język,gjuhë
300,Stimme::N,głos,zë
301,Wort::N,słowo,fjalë
302,Zeichen::N,znak,shenjë
303,Ruf::N,wołanie,thirrmë
304,Lärm::N,hałas,zhurmë
305,Lärm::N,zgiełk,zhurmë
306,Laut::N,dźwięk,tingull
307,Ton::N,ton,ton
308,Ton::N,dźwięk,ton
309,Lied::N,pieśń,këngë
310,Lied::N,piosenka,këngë
311,Ruhe::N,spokój,qetësi
312,Leute::N,ludzie,botë
313,Leute::N,ludzie,njerëz
314,Volk::N,naród,popull
315,Arbeit::N,praca,punë
316,Arbeit::N,robota,punë
317,Gast::N,gość,mik
318,Gast::N,gość,mysafir
319,Geschenk::N,prezent,dhuratë
320,Geschenk::N,prezent,peshqesh
321,Geschenk::N,podarunek,dhuratë
322,Geschenk::N,podarunek,peshqesh
323,Spiel::N,gra,lojë
324,Spiel::N,zabawa,lojë
325,Gesellschaft::N,towarzystwo,shoqëri
326,Hilfe::N,pomoc,ndihmë
327,Freund::N,przyjaciel,mik
328,Kamerad::N,kolega,shok
329,Angelegenheit::N,sprawa,punë
330,Anzahl::N,ilość,sasi
331,Art::N,rodzaj,lloj
332,Stück::N,kawałek,copë
333,Teil::N,część,pjesë
334,Hälfte::N,połowa,gjysmë
335,Kreis::N,krąg,qark
336,Kreis::N,krąg,rreth
337,Kreuz::N,krzyż,kryq
338,Linie::N,linia,vijë
339,Strich::N,kreska,vizë
340,Abstand::N,odstęp,distancë
341,Entfernung::N,odległość,largim
342,Gegend::N,okolica,vise
343,Gegend::N,okolica,krahinë
344,Platz::N,miejsce,shesh
345,Ort::N,miejsce,vend
346,Seite::N,bok,anë
347,Seite::N,strona,anë
348,Mitte::N,środek,mes
349,Gegenstand::N,przedmiot,send
350,Sache::N,rzecz,gjë
351,Sache::N,rzecz,send
352,Rand::N,skraj,qoshe
353,Rand::N,krawędź,qoshe
354,Kante::N,kant,teh
355,Kante::N,krawędź,teh
356,Ecke::N,róg,qoshe
357,Spitze::N,ostrze,majë
358,Ende::N,koniec,skaj
359,Ende::N,koniec,bisht
360,Loch::N,dziura,vrimë
361,Winkel::N,kąt,kënd
362,Winkel::N,kącik,kënd
363,Muster::N,wzór,mostër
364,Größe::N,rozmiar,madhësi
365,Größe::N,wielkość,madhësi
366,Länge::N,długość,gjatësi
367,Höhe::N,wysokość,lartësi
368,Gewicht::N,ciężar,peshë
369,Menge::N,ilość,sasi
370,Haufen::N,kupa,grumbull
371,Reihe::N,rząd,radhë
372,Reihe::N,rząd,rresht
373,Reihe::N,szereg,radhë
374,Reihe::N,szereg,rresht
375,Boot::N,łódź,barkë
376,Boot::N,łódź,lundër
377,Boot::N,łódka,barkë
378,Boot::N,łódka,lundër
379,Ruder::N,wiosło,rrem
380,Schlitten::N,sanki,sajë
381,Ski::N,narta,ski
382,Lagerfeuer::N,ognisko,flakadan
383,Lagerfeuer::N,ognisko,zjarr i madh
384,Last::N,ciężar,barrë
385,Last::N,brzemię,barrë
386,Gang::N,chód,ecje
387,Schritt::N,krok,hap
388,Norden::N,północ,veri
389,Süden::N,południe,jug
390,Westen::N,zachód,perëndim
391,Osten::N,wschód,lindje
392,Holz::N,drzewo,dru
393,Brett::N,deska,dërrasë
394,Platte::N,płyta,pllakë
395,Stütze::N,podpora,shtyllë
396,Stütze::N,podpora,mbështetesë
397,Stange::N,drąg,shufër
398,Stange::N,żerdź,shufër
399,Stock::N,kij,dajak
400,Stock::N,laska,dajak
401,Stab::N,pręt,shkop
402,Rohr::N,rura,tub
403,Haus::N,dom,shtëpi
404,Heim::N,dom,konak
405,Heim::N,dom,shtëpi
406,Ofen::N,piec,sobë
407,Ofen::N,piec,stufë
408,Fußboden::N,podłoga,dysheme
409,Tisch::N,stół,tryezë
410,Stuhl::N,krzesło,karrige
411,Wiege::N,kołyska,djep
412,Bett::N,łóżko,shtrat
413,Bett::N,pościel,shtrat
414,Regal::N,regał,raft
415,Kiste::N,skrzynia,kuti
416,Fenster::N,okno,dritare
417,Tür::N,drzwi,derë
418,Tor::N,brama,portë
419,Zaun::N,płot,gardh
420,Zaun::N,parkan,gardh
421,Dach::N,dach,çati
422,Leiter::N,drabina,shkallë
423,Besen::N,miotła,fshesë
424,Spaten::N,rydel,lopatë
425,Schaufel::N,łopata,qyrek
426,Gabel::N,widelec,pirun
427,Löffel::N,łyżka,lugë
428,Messer::N,nóż,thikë
429,Nagel::N,gwóźdź,gozhdë
430,Netz::N,sieć,rrjetë
431,Haken::N,hak,grep
432,Haken::N,hak,grremç
433,Griff::N,chwyt,dorak
434,Griff::N,chwyt,dorezë
435,Schloss::N,zamek,bravë
436,Bild::N,obraz,tablo
437,Bild::N,obraz,pikturë
438,Figur::N,figura,figurë
439,Puppe::N,lalka,kukull
440,Beutel::N,torba,qese
441,Beutel::N,torba,trastë
442,Bündel::N,wiązka,deng
443,Tasche::N,torba,çantë
444,Eimer::N,kubeł,kovë
445,Eimer::N,wiadro,kovë
446,Deckel::N,przykrywka,kapak
447,Deckel::N,przykrywka,mbulesë
448,Geschirr::N,statki,enë
449,Geschirr::N,naczynia,enë
450,Sack::N,worek,thes
451,Sack::N,worek,torbë
452,Tasse::N,filiżanka,filxhan
453,Topf::N,garnek,kusi
454,Topf::N,garnek,tenxhere
455,Kessel::N,kocioł,kazan
456,Essen::N,jedzenie,ngrënie
457,Nahrung::N,pokarm,ushqim
458,Nahrung::N,pożywienie,ushqim
459,Speise::N,potrawa,gatesë
460,Speise::N,jedzenie,gatesë
461,Fleisch::N,mięso,mish
462,Getreide::N,zboże,drithë
463,Brei::N,kasza,qull
464,Brot::N,chleb,bukë
465,Scheibe::N,kromka,fetë
466,Fett::N,tłuszcz,lyrë
467,Fett::N,tłuszcz,yndyrë
468,Butter::N,masło,gjalpë
469,Öl::N,olej,vaj
470,Salz::N,sól,kripë
471,Suppe::N,zupa,supë
472,Suppe::N,zupa,çorbë
473,Honig::N,miód,mjaltë
474,Milch::N,mleko,qumësht
475,Tee::N,herbata,çaj
476,Leder::N,skóra,lëkurë
477,Wolle::N,wełna,lesh
478,Stoff::N,tkanina,pëlhurë
479,Stoff::N,materiał,pëlhurë
480,Nadel::N,igła,gjilpërë
481,Faden::N,nić,pe
482,Faden::N,nić,fije
483,Faden::N,nitka,pe
484,Faden::N,nitka,fije
485,Knopf::N,guzik,kopsë
486,Knoten::N,węzeł,komb
487,Farbe::N,farba,bojë
488,Kleidung::N,odzież,veshje
489,Hemd::N,koszula,këmishë
490,Kragen::N,kołnierz,jakë
491,Ärmel::N,rękaw,mëngë
492,Hose::N,spodnie,brekë
493,Gürtel::N,pasek,rrip
494,Mütze::N,czapka,kësulë
495,Schuh::N,but,këpucë
496,Schuh::N,bucik,këpucë
497,Stiefel::N,but,çizme
498,Stiefel::N,kozak,çizme
499,Ring::N,pierścień,unazë
500,Band::N,wstęga,shirit
501,Kamm::N,grzebień,krehër
502,Spiegel::N,lustro,pasqyrë
503,Riemen::N,rzemień,rrip
504,Schnur::N,sznur,litar
505,Schnur::N,sznur,cikomë
506,Leine::N,smycz,rrip
507,Decke::N,kołdra,batanije
508,Kissen::N,poduszka,jastëk
509,Tuch::N,chustka,shami
510,Handtuch::N,ręcznik,peshqir
511,Kraft::N,moc,forcë
512,Kraft::N,siła,forcë
513,Stärke::N,moc,koll
514,Stärke::N,siła,koll
515,Gesundheit::N,zdrowie,shëndet
516,Krankheit::N,choroba,sëmundje
517,Schmerz::N,ból,dhimbje
518,Wunde::N,rana,plagë
519,Fieber::N,gorączka,ethe
520,Arznei::N,lekarstwo,ilaç
521,Brücke::N,most,urë
522,Brunnen::N,studnia,pus
523,Weide::N,pastwisko,kullotë
524,Pfad::N,ścieżka,ravë
525,Pfad::N,ścieżka,shteg
526,Weg::N,droga,udhë
527,Weg::N,droga,shteg
528,Straße::N,ulica,rrugë
529,Dorf::N,wieś,fshat
530,Dorf::N,wieś,katund
531,Stadt::N,miasto,qytet
532,Brief::N,list,letër
533,Buch::N,książka,libër
534,Buchstabe::N,litera,shkronjë
535,Zeitung::N,gazeta,gazetë
536,Zeitung::N,dziennik,gazetë
537,Leben::N,życie,jetë
538,Tod::N,śmierć,mortje
539,Grab::N,grób,varr
540,Kirche::N,kościół,kishë
541,Sünde::N,grzech,mëkat
542,Sünde::N,grzech,gjynah
543,Gott::N,bóg,hy
544,Gott::N,bóg,zot
545,Arbeiter::N,robotnik,punëtor
546,Chef::N,szef,shef
547,Chef::N,szef,drejtues
548,Meister::N,mistrz,mjeshtër
549,Meister::N,majster,mjeshtër
550,Arzt::N,lekarz,mjek
551,Arzt::N,lekarz,doktor
552,Lehrer::N,nauczyciel,mësues
553,Lehrer::N,nauczyciel,arsimtar
554,Geld::N,pieniądze,para
555,Geld::N,pieniądze,holla
556,Geschäft::N,sprawa,ujdi
557,Geschäft::N,sprawa,biznes
558,Geschäft::N,interes,ujdi
559,Geschäft::N,interes,biznes
560,Laden::N,sklep,dyqan
561,Preis::N,cena,çmim
562,Ware::N,towar,mall
563,Nutzen::N,pożytek,dobi
564,Nutzen::N,pożytek,leverdi
565,Reichtum::N,bogactwo,kamje
566,Reichtum::N,bogactwo,pasuri
567,Welt::N,świat,botë
568,Land::N,kraj,vend
569,Staat::N,państwo,shtet
570,König::N,król,mbret
571,Macht::N,władza,fuqi
572,Macht::N,władza,pushtet
573,Grenze::N,granica,kufi
574,Krieg::N,wojna,luftë
575,Feind::N,wróg,armik
576,Gewalt::N,władza,dhunë
577,Kampf::N,bój,luftim
578,Kampf::N,walka,luftim
579,Bogen[Waffe]::N,łuk,hark
580,Pfeil::N,strzała,shigjetë
581,Gewehr::N,karabin,pushkë
582,Fehler::N,błąd,gafë
583,Fehler::N,błąd,gabim
584,Lüge::N,kłamstwo,gënjeshtër
585,Schaden::N,szkoda,dëm
586,Schaden::N,szkoda,zarar
587,Unglück::N,nieszczęście,fatkeqësi
588,Schuld::N,wina,faj
589,Alter::N,wiek,moshë
590,Schluss::N,koniec,fund
591,Schluss::N,zakończenie,fund
592,Zeit::N,czas,kohë
593,Tag::N,dzień,ditë
594,Morgen::N,ranek,mëngjes
595,Morgen::N,poranek,mëngjes
596,Mittag::N,południe,mesditë
597,Abend::N,wieczór,mbrëmje
598,Nacht::N,noc,natë
599,Woche::N,tydzień,javë
600,Monat::N,miesiąc,muaj
601,Jahr::N,rok,vit
602,Frühling::N,wiosna,pranverë
603,Sommer::N,lato,verë
604,Herbst::N,jesień,vjeshtë
605,Winter::N,zima,dimër
606,Januar::N,styczeń,janar
607,Februar::N,luty,shkurt
608,März::N,marzec,mars
609,April::N,kwiecień,prill
610,Mai::N,maj,maj
611,Juni::N,czerwiec,qershor
612,Juli::N,lipiec,korrik
613,August::N,sierpień,gusht
614,September::N,wrzesień,shtator
615,Oktober::N,październik,tetor
616,November::N,listopad,nëntor
617,Dezember::N,grudzień,dhjetor
618,Montag::N,poniedziałek,hënë
619,Dienstag::N,wtorek,martë
620,Mittwoch::N,środa,mërkurë
621,Donnerstag::N,czwartek,enjte
622,Freitag::N,piątek,premte
623,Samstag::N,sobota,shtunë
624,Sonntag::N,niedziela,diel
625,groß::A,duży,madh
626,groß::A,wielki,madh
627,klein::A,mały,vogël
628,lang::A,długi,gjatë
629,kurz::A,krótki,shkurtër
630,breit::A,szeroki,gjerë
631,schmal::A,wąski,ngushtë
632,dicht::A,gęsty,dendur
633,dick[Gegenstand]::A,gruby,trashë
634,dünn::A,cienki,hollë
635,fein::A,drobny,imët
636,fest::A,mocny,fortë
637,fest::A,twardy,fortë
638,flach::A,płaski,sheshtë
639,glatt::A,gładki,rrafshët
640,hart::A,twardy,fortë
641,weich::A,miękki,butë
642,rund::A,okrągły,rrumbullakët
643,spitz::A,spiczasty,majëmprehtë
644,scharf::A,ostry,mprehtë
645,stumpf::A,tępy,topitur
646,schwer::A,ciężki,rëndë
647,schön::A,ładny,bukur
648,schön::A,piękny,bukur
649,heiß::A,gorący,nxehtë
650,warm::A,ciepły,ngrohtë
651,kalt::A,zimny,ftohtë
652,kühl::A,chłodny,freskët
653,frisch::A,świeży,pastër
654,feucht::A,wilgotny,lagësht
655,nass::A,mokry,lagur
656,trocken::A,suchy,thatë
657,voll::A,pełny,plotë
658,leer::A,pusty,bosh
659,leer::A,pusty,zbrazët
660,leer::A,próżny,bosh
661,leer::A,próżny,zbrazët
662,offen::A,otwarty,hapur
663,geschlossen::A,zamknięty,mbyllur
664,sauber::A,czysty,dëlirë
665,schmutzig::A,brudny,ndyrë
666,roh::A,surowy,gjallë
667,reif::A,dojrzały,arrirë
668,lecker::A,smaczny,shijshëm
669,süß::A,słodki,ëmbël
670,bitter::A,gorzki,hidhur
671,sauer::A,kwaśny,thartë
672,hell::A,jasny,me dritë
673,dunkel::A,ciemny,errët
674,schwarz::A,czarny,i zi
675,weiß::A,biały,bardhë
676,rot::A,czerwony,kuq
677,gelb::A,żółty,verdhë
678,blau::A,błękitny,blu
679,blau::A,błękitny,kaltër
680,blau::A,niebieski,blu
681,blau::A,niebieski,kaltër
682,grün::A,zielony,blertë
683,grün::A,zielony,gjelbër
684,grau::A,szary,hirtë
685,grau::A,szary,bojë hiri
686,bunt::A,barwny,shumëngjyrëshëm
687,billig::A,tani,lirë
688,teuer::A,drogi,shtrenjtë
689,wertvoll::A,cenny,çmuar
690,wertvoll::A,cenny,vlershëm
691,blind::A,ślepy,qorr
692,blind::A,ślepy,verbër
693,taub::A,głuchy,shurdhër
694,kräftig::A,mocny,fuqishëm
695,stark::A,silny,fortë
696,schwach::A,słaby,dobët
697,fett::A,tłusty,dhjamur
698,schlank::A,smukły,hollë
699,hübsch::A,ładny,bukur
700,hübsch::A,ładny,hijshëm
701,böse::A,zły,keq
702,dumm::A,głupi,teveqel
703,faul::A,leniwy,dembel
704,fleißig::A,pilny,zellshëm
705,geizig::A,skąpy,kurnac
706,geizig::A,skąpy,dorështrënguar
707,klug::A,mądry,mençur
708,geschickt::A,zręczny,aftë
709,lieb::A,miły,dashur
710,lustig::A,wesoły,gëzuar
711,sanft::A,łagodny,butë
712,hungrig::A,głodny,uritur
713,krank::A,chory,sëmurë
714,nackt::A,nagi,lakuriq
715,nackt::A,nagi,zhveshur
716,traurig::A,smutny,trishtuar
717,lebendig::A,żywy,gjallë
718,gut::A,dobry,mirë
719,schlecht::A,zły,keq
720,richtig::A,słuszny,drejtë
721,richtig::A,właściwy,drejtë
722,schlimm::A,zły,keq
723,wahr::A,prawdziwy,vërtetë
724,alt::A,stary,vjetër
725,neu::A,nowy,i ri
726,ehemalig::A,były,dikurshëm
727,alt[Lebewesen]::A,stary,plak
728,jung::A,młody,i ri
729,arm::A,ubogi,varfër
730,arm::A,ubogi,vobektë
731,arm::A,biedny,varfër
732,arm::A,biedny,vobektë
733,reich::A,bogaty,pasur
734,bekannt::A,znany,njohur
735,berühmt::A,słynny,famshëm
736,fremd::A,obcy,huaj
737,fremd::A,cudzy,huaj
738,verschieden::A,różny,ndryshëm
739,nah::A,bliski,afërt
740,fern::A,daleki,largët
741,linker::A,lewy,majtë
742,rechter::A,prawy,djathtë
743,anderer::A,inny,tjetër
744,erster::A,pierwszy,parë
745,zweiter::A,drugi,dytë
746,dritter::A,trzeci,i tretë
747,letzter::A,ostatni,fundit
748,allein::ADV,sam,vetëm
749,auf einmal::ADV,naraz,njëkohësisht
750,zusammen::ADV,razem,bashkë
751,zusammen::ADV,razem,së bashku
752,lange::ADV,długo,për një kohë të gjatë
753,plötzlich::ADV,nagle,befas
754,sofort::ADV,natychmiast,menjëherë
755,sofort::ADV,natychmiast,aty për aty
756,später::ADV,później,më vonë
757,jetzt::ADV,teraz,tash
758,jetzt::ADV,obecnie,tash
759,heute::ADV,dziś,sot
760,heute::ADV,dzisiaj,sot
761,morgen::ADV,jutro,nesër
762,bald::ADV,wkrótce,shpejt
763,bald::ADV,wkrótce,së shpejti
764,dann::ADV,potem,pastaj
765,gestern::ADV,wczoraj,dje
766,einst::ADV,kiedyś,dikur
767,einst::ADV,niegdyś,dikur
768,damals::ADV,wtedy,atëherë
769,damals::ADV,wówczas,atëherë
770,danach::ADV,następnie,mandej
771,vorher::ADV,przedtem,më parë
772,zuerst::ADV,naprzód,së pari
773,zuerst::ADV,najpierw,së pari
774,einmal::ADV,raz,njëherë
775,manchmal::ADV,czasem,nganjëherë
776,oft::ADV,często,shpesh
777,immer::ADV,zawsze,përherë
778,immer::ADV,zawsze,gjithnjë
779,niemals::ADV,nigdy,kurrë
780,niemals::ADV,nigdy,asnjëherë
781,hier::ADV,tu,këtu
782,hier::ADV,tutaj,këtu
783,hierhin::ADV,tu,knej
784,von hier::ADV,stąd,që këtej
785,von hier::ADV,stąd,prej këtej
786,dort::ADV,tam,aty
787,dort::ADV,tam,atje
788,dorthin::ADV,tam,anej
789,geradeaus::ADV,prosto,drejt
790,vorwärts::ADV,naprzód,mbroth
791,vorwärts::ADV,naprzód,përpara
792,rückwärts::ADV,wstecz,mbrapsht
793,zurück::ADV,z powrotem,prapa
794,zurück::ADV,z powrotem,mbrapsht
795,unten::ADV,u dołu,poshtë
796,unten::ADV,na dole,poshtë
797,hinab::ADV,na_dół,përposh
798,hinab::ADV,w_dół,përposh
799,oben::ADV,w górze,lart
800,oben::ADV,w górze,sipër
801,oben::ADV,na górze,lart
802,oben::ADV,na górze,sipër
803,hinauf::ADV,w górę,lart
