,Concept_ID,pl,ko
71,Wasser::N,woda,물
72,Stein::N,kamień,돌
73,Boden::N,grunt,바닥
74,Erde::N,ziemia,흙
75,Staub::N,pył,먼지
76,Staub::N,kurz,먼지
77,Rauch::N,dym,연기
78,Funke::N,iskra,불티
79,Feuer::N,ogień,불
80,Licht::N,światło,불
81,Schatten::N,cień,어스레함
82,Wetter::N,pogoda,기상
83,Nebel::N,mgła,안개
84,Wolke::N,obłok,구름
85,Wolke::N,chmura,구름
86,Regen::N,deszcz,비
87,Schnee::N,śnieg,눈
88,Eis::N,lód,얼음
89,Frost::N,mróz,혹한
90,Kälte::N,chłód,추위
91,Kälte::N,chłód,차가움
92,Hitze::N,gorąco,고온
93,Hitze::N,gorąco,더위
94,Raureif::N,szron,
95,Regenbogen::N,tęcza,무지개
96,Donner::N,grzmot,뇌명
97,Strömung::N,nurt,유동
98,Tropfen::N,kropla,물방울
99,Schaum::N,piana,포말
100,Schmutz::N,brud,때
101,See::N,jezioro,호수
102,Sumpf::N,bagno,습지
103,Moor::N,bagno,저습지
104,Wiese::N,łąka,목초지
105,Wald::N,las,숲
106,Hügel::N,pagórek,언덕
107,Anhöhe::N,wzgórze,언덕
108,Berg::N,góra,산
109,Gipfel::N,szczyt,졀졍
110,Gipfel::N,wierzchołek,졀졍
111,Höhle::N,pieczara,공동
112,Abhang::N,stok,몰매
113,Abhang::N,zbocze,몰매
114,Quelle::N,zdrój,근원
115,Quelle::N,źródło,근원
116,Bach::N,potok,내
117,Bach::N,strumień,내
118,Fluss::N,rzeka,강
119,Ufer::N,brzeg,강변
120,Ufer::N,brzeg,바닷가
121,Küste::N,wybrzeże,해변
122,Küste::N,wybrzeże,해변가
123,Festland::N,ląd,본토
124,Meer::N,morze,바다
125,Bucht::N,zatoka,협만
126,Insel::N,wyspa,섬
127,Blume::N,kwiat,꽃
128,Gras::N,trawa,풀
129,Wurzel::N,korzeń,뿌리
130,Baum::N,drzewo,나무
131,Stamm::N,pień,대
132,Rinde::N,kora,나무껍질
133,Ast::N,gałąź,가지
134,Zweig::N,gałąź,가지
135,Blatt::N,liść,잎
136,Birke::N,brzoza,자작나무
137,Kiefer[Baum]::N,sosna,소나무
138,Weide[Baum]::N,wierzba,쉬양버들
139,Tanne::N,jodła,전나무
140,Horn::N,róg,뿔
141,Feder::N,pióro,깃털
142,Fell::N,futro,피혁모피
143,Flügel::N,skrzydło,날개
144,Klaue::N,szpon,갈고리 발톺
145,Kralle::N,pazur,발툭
146,Schwanz::N,ogon,꼬리
147,Ei::N,jajko,알
148,Nest::N,gniazdo,보금자리
149,Bau::N,nora,굴
150,Tier::N,zwierzę,짐승
151,Herde::N,stado,가축의떼
152,Herde::N,trzoda,가축의떼
153,Kuh::N,krowa,암소
154,Bulle::N,byk,황소
155,Pferd::N,koń,말
156,Schaf::N,owca,양
157,Schwein::N,świnia,돼지
158,Hund::N,pies,개
159,Katze::N,kot,고양이
160,Katze::N,kotka,고양이
161,Bär::N,niedźwiedż,콤
162,Eichhörnchen::N,wiewiórka,다람쥐
163,Elch::N,łóś,고라니
164,Fuchs::N,lis,여우
165,Hase::N,zając,토끼
166,Maus::N,mysz,쥐
167,Wolf::N,wilk,늑대
168,Vogel::N,ptak,새
169,Schwarm::N,stado,뗴
170,Huhn::N,kura,암탉
171,Hahn::N,kogut,수탉
172,Gans::N,gęś,거위
173,Adler::N,orzeł,수리
174,Ente::N,kaczka,오리
175,Eule::N,sowa,부엉이
176,Kranich::N,żuraw,두루미
177,Krähe::N,wrona,까마귀
178,Kuckuck::N,kukułka,뻐꾸기
179,Schwan::N,łabędż,배조
180,Fisch::N,ryba,물고기
181,Barsch::N,okoń,농어
182,Hecht::N,szczupak,에속스
183,Schlange[Tier]::N,wąż,뱀
184,Schlange[Tier]::N,żmija,뱀
185,Wurm::N,robak,벌레
186,Spinne::N,pająk,거미
187,Ameise::N,mrówka,개미
188,Laus::N,wesz,이
189,Mücke::N,komar,모기
190,Fliege::N,mucha,날기
191,Schmetterling::N,motyl,나비
192,Beere::N,jagoda,장과
193,Apfel::N,jabłko,사과
194,Pilz::N,grzyb,고방이
195,Zwiebel::N,cebula,양파
196,Saat::N,siew,씨
197,Korn::N,ziarno,알맹이
198,Heu::N,siano,건초
199,Schale::N,łupina,피상
200,Grube::N,dół,
201,Grube::N,jama,
202,Falle::N,pułapka,함정
203,Schlinge::N,sidła,올가미
204,Schlinge::N,sidła,멜빵붕대
205,Spur::N,ślad,발지국
206,Asche::N,popiół,재
207,Dreck::N,brud,똥
208,Dreck::N,brud,오물
209,Eisen::N,żelazo,쇠
210,Eisen::N,żelazo,철
211,Gold::N,złoto,항금
212,Silber::N,srebro,은
213,Kohle::N,węgiel,슻
214,Glas::N,szkło,유리
215,Lehm::N,glina,찰흙
216,Sand::N,piasek,모래
217,Mensch::N,człowiek,사람
218,Mann::N,mężczyzna,남자
219,Frau::N,kobieta,여자
220,Kind::N,dziecko,아이
221,Junge::N,chłopak,소녁
222,Junge::N,chłopiec,소녁
223,Mädchen::N,dziewczynka,소녀
224,Familie::N,rodzina,가족
225,Großvater::N,dziadek,할아버지
226,Großmutter::N,babka,할머니
227,Eltern::N,rodzice,어버오
228,Vater::N,ojciec,아버지
229,Mutter::N,matka,어머니
230,Sohn::N,syn,아들
231,Tochter::N,córka,딸기
232,Bruder::N,brat,형제
233,Schwester::N,siostra,누이
234,Onkel::N,wuj,백부
235,Onkel::N,stryj,백부
236,Tante::N,ciotka,아주머니
237,Ehemann::N,mąż,남편
238,Ehefrau::N,żona,아내
239,Freude::N,radość,기쁨
240,Gelächter::N,śmiech,웃음
241,Glück::N,szczęście,즐거움
242,Kummer::N,zmartwienie,슬픔
243,Wunsch::N,życzenie,소망
244,Lust::N,chęć,
245,Lust::N,ochota,
246,Geist::N,duch,할기
247,Gedanke::N,myśl,상념
248,Gedächtnis::N,pamięć,기억
249,Verstand::N,rozum,분별
250,Verstand::N,rozum,지능
251,Sinn::N,zmysł,센스
252,Grund::N,powód,까닭
253,Wahrheit::N,prawda,참
254,Wahrheit::N,prawda,진실
255,Gespräch::N,rozmowa,대화
256,Märchen::N,bajka,동화
257,Erzählung::N,opowiadanie,이야기
258,Nachricht::N,wiadomość,
259,Neuigkeit::N,nowina,뉴스
260,Name::N,imię,이름
261,Rätsel::N,zagadka,수수께끼
262,Rede::N,mowa,연설
263,Sprache::N,język,말
264,Stimme::N,głos,목소리
265,Wort::N,słowo,낱말
266,Zeichen::N,znak,신호
267,Ruf::N,wołanie,부름
268,Lärm::N,hałas,소동
269,Lärm::N,zgiełk,소동
270,Laut::N,dźwięk,음성
271,Ton::N,ton,목소리
272,Ton::N,dźwięk,목소리
273,Lied::N,pieśń,노래
274,Lied::N,piosenka,노래
275,Ruhe::N,spokój,쉼
276,Leute::N,ludzie,사람들
277,Volk::N,naród,국중
278,Arbeit::N,praca,근로
279,Arbeit::N,praca,너무
280,Arbeit::N,robota,근로
281,Arbeit::N,robota,너무
282,Gast::N,gość,손님
283,Geschenk::N,prezent,행하
284,Geschenk::N,podarunek,행하
285,Spiel::N,gra,무리
286,Spiel::N,zabawa,무리
287,Gesellschaft::N,towarzystwo,교제
288,Hilfe::N,pomoc,거들음
289,Hilfe::N,pomoc,보좌
290,Freund::N,przyjaciel,친구
291,Kamerad::N,kolega,동실자
292,Angelegenheit::N,sprawa,용무
293,Anzahl::N,ilość,어떤
294,Anzahl::N,ilość,수
295,Art::N,rodzaj,정류
296,Stück::N,kawałek,일부분
297,Teil::N,część,몱
298,Teil::N,część,구훠
299,Hälfte::N,połowa,2분의
300,Kreis::N,krąg,고리
301,Kreuz::N,krzyż,열십자
302,Linie::N,linia,선
303,Strich::N,kreska,스침
304,Abstand::N,odstęp,거리
305,Entfernung::N,odległość,거리
306,Gegend::N,okolica,곳
307,Gegend::N,okolica,부금
308,Platz::N,miejsce,장소
309,Ort::N,miejsce,장소
310,Seite::N,bok,옆면
311,Seite::N,strona,옆면
312,Mitte::N,środek,궁간
313,Gegenstand::N,przedmiot,항목
314,Sache::N,rzecz,뭉에
315,Rand::N,skraj,가
316,Rand::N,krawędź,가
317,Kante::N,kant,귀퉁
318,Kante::N,krawędź,귀퉁
319,Ecke::N,róg,구석
320,Spitze::N,ostrze,끝
321,Spitze::N,ostrze,참단
322,Ende::N,koniec,말당
323,Loch::N,dziura,빙옷
324,Winkel::N,kąt,각도
325,Winkel::N,kącik,각도
326,Muster::N,wzór,본
327,Muster::N,wzór,견복
328,Größe::N,rozmiar,신장
329,Größe::N,wielkość,신장
330,Länge::N,długość,길이긺
331,Höhe::N,wysokość,높이
332,Gewicht::N,ciężar,추
333,Menge::N,ilość,수양
334,Haufen::N,kupa,퇴적
335,Reihe::N,rząd,열
336,Reihe::N,szereg,열
337,Boot::N,łódź,보트
338,Boot::N,łódka,보트
339,Ruder::N,wiosło,노
340,Schlitten::N,sanki,썰매
341,Ski::N,narta,스키
342,Lagerfeuer::N,ognisko,캠프의 모닥불
343,Last::N,ciężar,무거운짐
344,Last::N,brzemię,무거운짐
345,Gang::N,chód,걸음
346,Schritt::N,krok,보조
347,Norden::N,północ,북쪽 
348,Süden::N,południe,남쪽
349,Westen::N,zachód,서쪽
350,Osten::N,wschód,동쪽
351,Holz::N,drzewo,목재
352,Brett::N,deska,마루널
353,Platte::N,płyta,탤
354,Platte::N,płyta,금속판
355,Stütze::N,podpora,버팀목
356,Stange::N,drąg,장대
357,Stange::N,żerdź,장대
358,Stock::N,kij,막대기
359,Stock::N,laska,막대기
360,Stab::N,pręt,작대기
361,Rohr::N,rura,갈대
362,Haus::N,dom,집
363,Heim::N,dom,집
364,Ofen::N,piec,아궁이
365,Fußboden::N,podłoga,마루
366,Tisch::N,stół,탁자
367,Stuhl::N,krzesło,의자
368,Wiege::N,kołyska,발상지
369,Bett::N,łóżko,침대
370,Bett::N,pościel,침대
371,Regal::N,regał,서가
372,Kiste::N,skrzynia,짐궤
373,Fenster::N,okno,눔
374,Tür::N,drzwi,문
375,Tor::N,brama,대문
376,Zaun::N,płot,담장
377,Zaun::N,parkan,담장
378,Dach::N,dach,지붕
379,Leiter::N,drabina,사닥다리
380,Besen::N,miotła,비
381,Spaten::N,rydel,가래
382,Schaufel::N,łopata,삽
383,Gabel::N,widelec,갈래
384,Löffel::N,łyżka,숟가락
385,Messer::N,nóż,나이프
386,Nagel::N,gwóźdź,발툽
387,Netz::N,sieć,그물
388,Haken::N,hak,갈고리
389,Griff::N,chwyt,움켜쥠
390,Schloss::N,zamek,자물쇠
391,Bild::N,obraz,그림
392,Figur::N,figura,몸메
393,Puppe::N,lalka,인형
394,Beutel::N,torba,클
395,Bündel::N,wiązka,자근다발
396,Tasche::N,torba,가방
397,Eimer::N,kubeł,동이
398,Eimer::N,wiadro,동이
399,Deckel::N,przykrywka,뚜껑
400,Geschirr::N,statki,식시
401,Geschirr::N,naczynia,식시
402,Sack::N,worek,조갑
403,Tasse::N,filiżanka,차잔
404,Topf::N,garnek,단지
405,Kessel::N,kocioł,주전자
406,Essen::N,jedzenie,먹기
407,Nahrung::N,pokarm,식료
408,Nahrung::N,pożywienie,식료
409,Speise::N,potrawa,음식물
410,Speise::N,jedzenie,음식물
411,Fleisch::N,mięso,고기
412,Getreide::N,zboże,곡물
413,Brei::N,kasza,젤리
414,Brot::N,chleb,빵
415,Scheibe::N,kromka,원반
416,Fett::N,tłuszcz,기름
417,Butter::N,masło,버터
418,Öl::N,olej,올리브유
419,Salz::N,sól,소금
420,Suppe::N,zupa,국
421,Suppe::N,zupa,수프
422,Honig::N,miód,감미
423,Milch::N,mleko,유즙
424,Tee::N,herbata,차
425,Leder::N,skóra,가죽
426,Wolle::N,wełna,양털
427,Stoff::N,tkanina,패료
428,Stoff::N,materiał,패료
429,Nadel::N,igła,바늘
430,Faden::N,nić,콘실
431,Faden::N,nitka,콘실
432,Knopf::N,guzik,단추
433,Knoten::N,węzeł,곁절
434,Farbe::N,farba,색
435,Kleidung::N,odzież,옷입기
436,Hemd::N,koszula,속옷
437,Kragen::N,kołnierz,깃
438,Ärmel::N,rękaw,소매
439,Hose::N,spodnie,바지
440,Gürtel::N,pasek,밴드
441,Mütze::N,czapka,모자
442,Schuh::N,but,구두
443,Schuh::N,bucik,구두
444,Stiefel::N,but,장화
445,Stiefel::N,kozak,장화
446,Ring::N,pierścień,고리
447,Band::N,wstęga,리본
448,Kamm::N,grzebień,빗
449,Spiegel::N,lustro,거울
450,Riemen::N,rzemień,가죽끈
451,Schnur::N,sznur,밧줄
452,Leine::N,smycz,고삐줄
453,Decke::N,kołdra,이부자리
454,Kissen::N,poduszka,깔개
455,Tuch::N,chustka,천
456,Handtuch::N,ręcznik,수건
457,Kraft::N,moc,세력
458,Kraft::N,siła,세력
459,Stärke::N,moc,힘
460,Stärke::N,siła,힘
461,Gesundheit::N,zdrowie,위생
462,Krankheit::N,choroba,병
463,Schmerz::N,ból,아픔고통
464,Wunde::N,rana,상처
465,Fieber::N,gorączka,열별
466,Arznei::N,lekarstwo,약
467,Brücke::N,most,교량
468,Brunnen::N,studnia,원천
469,Weide::N,pastwisko,목장
470,Pfad::N,ścieżka,좁은길
471,Weg::N,droga,길
472,Straße::N,ulica,길
473,Dorf::N,wieś,촌
474,Dorf::N,wieś,촌락
475,Stadt::N,miasto,도시
476,Brief::N,list,서한
477,Buch::N,książka,책
478,Buchstabe::N,litera,문자
479,Zeitung::N,gazeta,신문
480,Zeitung::N,dziennik,신문
481,Leben::N,życie,삶
482,Tod::N,śmierć,죽음
483,Grab::N,grób,무덤
484,Kirche::N,kościół,교회
485,Sünde::N,grzech,부정
486,Gott::N,bóg,하느님
487,Arbeiter::N,robotnik,일하는사람
488,Chef::N,szef,사장
489,Meister::N,mistrz,명인
490,Meister::N,mistrz,대가
491,Meister::N,majster,명인
492,Meister::N,majster,대가
493,Arzt::N,lekarz,의사
494,Lehrer::N,nauczyciel,교사
495,Geld::N,pieniądze,돈
496,Geschäft::N,sprawa,일
497,Geschäft::N,interes,일
498,Laden::N,sklep,가게
499,Preis::N,cena,가격
500,Ware::N,towar,상품
501,Nutzen::N,pożytek,이익
502,Reichtum::N,bogactwo,많음
503,Welt::N,świat,세상
504,Land::N,kraj,지방
505,Staat::N,państwo,국가
506,König::N,król,국왕
507,Macht::N,władza,힘
508,Grenze::N,granica,국경
509,Krieg::N,wojna,전쟁
510,Feind::N,wróg,적
511,Gewalt::N,władza,권력
512,Kampf::N,bój,전투
513,Kampf::N,walka,전투
514,Bogen[Waffe]::N,łuk,활
515,Pfeil::N,strzała,화살
516,Gewehr::N,karabin,무기
517,Fehler::N,błąd,오류
518,Lüge::N,kłamstwo,거짓말
519,Schaden::N,szkoda,손상
520,Unglück::N,nieszczęście,불행
521,Schuld::N,wina,부채
522,Alter::N,wiek,연령
523,Schluss::N,koniec,마감
524,Schluss::N,zakończenie,마감
525,Zeit::N,czas,때
526,Zeit::N,czas,시간
527,Tag::N,dzień,하루
528,Morgen::N,ranek,이침
529,Morgen::N,poranek,이침
530,Mittag::N,południe,대낮
531,Abend::N,wieczór,저녁
532,Nacht::N,noc,밤
533,Woche::N,tydzień,근무일
534,Monat::N,miesiąc,달
535,Jahr::N,rok,해
536,Frühling::N,wiosna,봄
537,Sommer::N,lato,여름
538,Herbst::N,jesień,가을
539,Winter::N,zima,겨울
540,Januar::N,styczeń,일월
541,Februar::N,luty,이월
542,März::N,marzec,삼월
543,April::N,kwiecień,사월
544,Mai::N,maj,오월
545,Juni::N,czerwiec,유월
546,Juli::N,lipiec,칠월
547,August::N,sierpień,팔월
548,September::N,wrzesień,구월
549,Oktober::N,październik,시월
550,November::N,listopad,십일월
551,Dezember::N,grudzień,십이월
552,Montag::N,poniedziałek,월요일
553,Dienstag::N,wtorek,화요일
554,Mittwoch::N,środa,수요일
555,Donnerstag::N,czwartek,모교일
556,Freitag::N,piątek,그묘일
557,Samstag::N,sobota,토요일
558,Sonntag::N,niedziela,일요일
559,groß::A,duży,큰
560,groß::A,wielki,큰
561,klein::A,mały,자근
562,lang::A,długi,긴
563,kurz::A,krótki,짧은
564,breit::A,szeroki,넓은
565,schmal::A,wąski,좁은
566,dicht::A,gęsty,농밀한
567,dick[Gegenstand]::A,gruby,두꺼운
568,dünn::A,cienki,얇은
569,fein::A,drobny,미세한
570,fest::A,mocny,굳은
571,fest::A,twardy,굳은
572,flach::A,płaski,얕은
573,glatt::A,gładki,반들반들한
574,hart::A,twardy,굳은
575,weich::A,miękki,연한
576,rund::A,okrągły,둥근
577,spitz::A,spiczasty,뾰족한
578,scharf::A,ostry,날카로운
579,stumpf::A,tępy,무딘
580,schwer::A,ciężki,무거운
581,schön::A,ładny,멋진
582,schön::A,piękny,멋진
583,heiß::A,gorący,뜨거운
584,warm::A,ciepły,따뜻한
585,kalt::A,zimny,찬
586,kühl::A,chłodny,서늘한
587,frisch::A,świeży,신선한
588,feucht::A,wilgotny,축축한
589,nass::A,mokry,젖은
590,trocken::A,suchy,마른
591,voll::A,pełny,완전한
592,leer::A,pusty,빈
593,leer::A,próżny,빈
594,offen::A,otwarty,열린
595,geschlossen::A,zamknięty,닫힌
596,sauber::A,czysty,깨끗한
597,schmutzig::A,brudny,더러운
598,roh::A,surowy,날게잇의
599,reif::A,dojrzały,이근
600,lecker::A,smaczny,맛있는
601,süß::A,słodki,단
602,bitter::A,gorzki,찌르는듯한
603,sauer::A,kwaśny,산성의
604,hell::A,jasny,밝은
605,dunkel::A,ciemny,어두운
606,schwarz::A,czarny,검은
607,weiß::A,biały,하얀
608,rot::A,czerwony,붉은
609,gelb::A,żółty,황색
610,blau::A,błękitny,푸른
611,blau::A,niebieski,푸른
612,grün::A,zielony,녹색의
613,grau::A,szary,회색의
614,bunt::A,barwny,알록달록한
615,billig::A,tani,싼
616,teuer::A,drogi,값비산
617,wertvoll::A,cenny,가치가많은
618,blind::A,ślepy,눈먼
619,taub::A,głuchy,무감간한
620,kräftig::A,mocny,강장한
621,stark::A,silny,강한
622,schwach::A,słaby,약한
623,fett::A,tłusty,실찐
624,schlank::A,smukły,호리호리한
625,hübsch::A,ładny,예쁜
626,böse::A,zły,나쁜
627,dumm::A,głupi,어리석은
628,faul::A,leniwy,너덜너덜한
629,fleißig::A,pilny,근면한
630,geizig::A,skąpy,인색한
631,klug::A,mądry,
632,geschickt::A,zręczny,교묘한
633,lieb::A,miły,친애하는
634,lustig::A,wesoły,유쾌한
635,sanft::A,łagodny,온화한
636,hungrig::A,głodny,배고픈
637,krank::A,chory,병든
638,nackt::A,nagi,벌거벗은
639,traurig::A,smutny,슬픈
640,lebendig::A,żywy,살아있는
641,gut::A,dobry,좋은
642,schlecht::A,zły,나쁜
643,richtig::A,słuszny,바른
644,richtig::A,właściwy,바른
645,schlimm::A,zły,못된
646,wahr::A,prawdziwy,참된
647,alt::A,stary,늙은
648,neu::A,nowy,새
649,ehemalig::A,były,전의
650,alt[Lebewesen]::A,stary,낡은
651,jung::A,młody,젊은
652,arm::A,ubogi,가난한
653,arm::A,biedny,가난한
654,reich::A,bogaty,풍부한
655,bekannt::A,znany,저명한
656,berühmt::A,słynny,유명한
657,fremd::A,obcy,타처이
658,fremd::A,cudzy,타처이
659,verschieden::A,różny,따른
660,nah::A,bliski,가까운
661,fern::A,daleki,먼
662,linker::A,lewy,왼쭉의
663,rechter::A,prawy,오른쪽의
664,anderer::A,inny,다른
665,erster::A,pierwszy,첫째
666,zweiter::A,drugi,둘째
667,dritter::A,trzeci,셋째
668,letzter::A,ostatni,의후자의
669,allein::ADV,sam,훌로
670,auf einmal::ADV,naraz,갑자기
671,zusammen::ADV,razem,모아서
672,lange::ADV,długo,오래
673,plötzlich::ADV,nagle,둘연한
674,sofort::ADV,natychmiast,즉시
675,später::ADV,później,보다늦은
676,jetzt::ADV,teraz,목하
677,jetzt::ADV,obecnie,목하
678,heute::ADV,dziś,오늘
679,heute::ADV,dzisiaj,오늘
680,morgen::ADV,jutro,내일
681,bald::ADV,wkrótce,곱
682,dann::ADV,potem,그경우에
683,gestern::ADV,wczoraj,어제
684,einst::ADV,kiedyś,옛날에
685,einst::ADV,niegdyś,옛날에
686,damals::ADV,wtedy,그때에
687,damals::ADV,wówczas,그때에
688,danach::ADV,następnie,그 뒤에
689,vorher::ADV,przedtem,미리
690,zuerst::ADV,naprzód,최초로
691,zuerst::ADV,najpierw,최초로
692,einmal::ADV,raz,한번
693,manchmal::ADV,czasem,땓대로
694,oft::ADV,często,땓대로
695,immer::ADV,zawsze,늘
696,niemals::ADV,nigdy,결코...(하지)않다
697,hier::ADV,tu,여기
698,hier::ADV,tutaj,여기
699,hierhin::ADV,tu,여기로
700,von hier::ADV,stąd,
701,dort::ADV,tam,거기
702,dorthin::ADV,tam,저기예
703,geradeaus::ADV,prosto,곧장
704,vorwärts::ADV,naprzód,앞으로
705,rückwärts::ADV,wstecz,뒤로
706,zurück::ADV,z powrotem,제자리로
707,unten::ADV,u dołu,아래에
708,unten::ADV,na dole,아래에
709,hinab::ADV,na_dół,아래쪽으로
710,hinab::ADV,w_dół,아래쪽으로
711,oben::ADV,w górze,위에
712,oben::ADV,na górze,위에
713,hinauf::ADV,w górę,위쪽으로
714,hinauf::ADV,na górę,위쪽으로
715,überall::ADV,wszędzie,도처에
716,nicht::ADV,nie,안
717,ein wenig::ADV,trochę,적음
718,kaum::ADV,ledwie,가의
719,kaum::ADV,prawie nie,가의
720,sehr::ADV,bardzo,자주
721,so::ADV,tak,그와같이
722,noch::ADV,jeszcze,아직
723,nur::ADV,tylko,다만
724,schon::ADV,już,이미
725,wieder::ADV,znów,다시
726,wieder::ADV,znowu,다시
727,vergebens::ADV,na próżno,헛되이
728,vor::PRP,przed,앞에
729,hinter::PRP,za,뒤에
730,unter::PRP,pod,잍에
731,durch::PRP,przez,통고하여
732,neben::PRP,obok,와나란히
733,zwischen::PRP,między,의사이로
734,wegen::PRP,z powodu,때문에
735,dies::PRN,to,이
736,das::PRN,to,저
737,alles::PRN,wszystko,모든것
738,ich::PRN,ja,나
739,du::PRN,ty,너
740,er::PRN,on,그
741,wir::PRN,my,우리
742,ihr::PRN,wy,너희들
743,sie::PRN,oni,그들
744,was::FPRN,co,뭣
745,wer::FPRN,kto,누구
746,wo::FADV,gdzie,어디
747,wohin::FADV,dokąd,어디로
748,wie::FADV,jak,어떻게
749,warum::FADV,dlaczego,왜
750,wieviel::FNUM,ile,얼마만큰
751,eins::NUM,jeden,하나
752,zwei::NUM,dwa,둘
753,drei::NUM,trzy,셋
754,vier::NUM,cztery,넷
755,fünf::NUM,pięć,다섯
756,sechs::NUM,sześć,여섯
757,sieben::NUM,siedem,일곱
758,acht::NUM,osiem,여덟
759,neun::NUM,dziewięć,아홉
760,zehn::NUM,dziesięć,열
761,elf::NUM,jedenaście,열하나
762,zwölf::NUM,dwanaście,열둘
763,zwanzig::NUM,dwadzieścia,스물
764,dreißig::NUM,trzydzieści,서름
765,vierzig::NUM,czterdzieści,마흔
766,fünfzig::NUM,pięćdziesiąt,숸
767,sechzig::NUM,sześćdziesiąt,에순
768,siebzig::NUM,siedemdziesiąt,일흔
769,achtzig::NUM,osiemdziesiąt,여든
770,neunzig::NUM,dziewięćdziesiąt,아흔
771,hundert::NUM,sto,백
772,tausend::NUM,tysiąc,천
773,und::CNJ,i,와
774,oder::CNJ,lub,아니면
775,oder::CNJ,albo,아니면
776,stehen::V,stać,서다
777,sitzen::V,siedzieć,앉다
778,liegen::V,leżeć,눕다
779,hängen::V,wisieć,달다
780,werden::V,zostać,되다
781,werden::V,stać się,되다
782,passieren::V,dziać się,지장옶다
783,passieren::V,zdarzyć się,지장옶다
784,beginnen::V,zacząć się,시작되다
785,enden::V,kończyć się,큳내다
786,wechseln::V,zmienić się,병경하다
787,aufgehen[Sonne]::V,wzejść,뜨다
788,untergehen[Sonne]::V,zajść,지다
789,scheinen[Sonne]::V,świecić,빛나다
790,donnern::V,grzmieć,천둥치다
791,wehen::V,wiać,풀다
792,strömen::V,płynąć,흐르다
793,strömen::V,lać się,흐르다
794,fließen::V,ciec,흐르다
795,fließen::V,płynąć,흐르다
796,sich drehen::V,obracać się,돌다
797,schwanken::V,chwiać się,동요하다
798,schwingen::V,wahać się,흔들다
799,fallen::V,padać,떨어지다
800,brennen::V,palić się,타다
801,rauchen::V,dymić,김이나다
802,rauchen::V,dymić się,김이나다
803,regnen::V,padać,비가오다
804,gefrieren::V,zamarznąć,얼다
805,tauen::V,tajać,녹다
806,schmelzen::V,topnieć,녹다
807,trocknen::V,schnąć,홈치다
808,sieden::V,wrzeć,끓다
809,sieden::V,kipieć,끓다
810,faulen::V,gnić,부패하다
811,verfaulen::V,zgnić,썩다
812,reißen::V,urywać się,지바찢다
813,versinken::V,tonąć,가라앉다
814,vergehen::V,przechodzić,지나가다
815,erscheinen::V,zjawiać się,나타나다
816,verschwinden::V,zniknąć,사라지다
817,sinken::V,spadać,가라앉다
818,abnehmen::V,spadać,떼어내다
819,zunehmen::V,wzrosnąć,증가하다
820,steigen::V,wzrastać,상승하다
821,wachsen::V,rosnąć,생기하다
822,glänzen::V,błyszczeć,뛰오나다
823,funkeln::V,zabłyszczeć,불티가잍어나다
824,lärmen::V,hałasować,떠들다
825,läuten::V,dzwonić,울시다
826,klingeln::V,dzwonić,초닌총을울리다
827,klirren::V,brzęczeć,탁탁울리다
828,brausen::V,huczeć,쏴쏴소리내다
