,Concept_ID,udm,sk
153,Schwanz::N,быж,chvost
154,Ei::N,пуз,vajce
155,Ei::N,пуз,vajíčko
156,Ei::N,кукей,vajce
157,Ei::N,кукей,vajíčko
158,Nest::N,кар,hniezdo
159,Nest::N,пузкар,hniezdo
160,Bau::N,кар,nora
161,Bau::N,гу,nora
162,Tier::N,пӧйшур,zviera
163,Herde::N,уллё,stádo
164,Kuh::N,скал,krava
165,Bulle::N,ош,býk
166,Bulle::N,пороз,býk
167,Pferd::N,вал,kôň
168,Schaf::N,ыж,ovca
169,Schwein::N,парсь,sviňa
170,Hund::N,пуны,pes
171,Katze::N,коӵыш,mačka
172,Bär::N,гондыр,medveď
173,Eichhörnchen::N,коньы,veverička
174,Elch::N,койык,los
175,Fuchs::N,ӟичы,líška
176,Hase::N,кеч,zajac
177,Maus::N,шыр,myš
178,Wolf::N,кион,vlk
179,Vogel::N,тылобурдо,vták
180,Schwarm::N,уллё,roj
181,Huhn::N,курег,kurča
182,Huhn::N,курег,sliepka
183,Hahn::N,атас,kohút
184,Gans::N,ӟазег,hus
185,Adler::N,ӧрзи,orol
186,Ente::N,ӵӧж,kačka
187,Ente::N,ӵӧж,kačica
188,Eule::N,кучыран,sova
189,Kranich::N,тури,žeriav
190,Krähe::N,куака,vrana
191,Kuckuck::N,кикы,kukučka
192,Schwan::N,юсь,labuť
193,Fisch::N,чорыг,ryba
194,Barsch::N,юш,ostriež
195,Hecht::N,чипей,šťuka
196,Schlange[Tier]::N,кый,had
197,Wurm::N,нумыр,červ
198,Spinne::N,чонари,pavúk
199,Ameise::N,кузьыли,mravec
200,Laus::N,тэй,voš
201,Mücke::N,нымы,komár
202,Mücke::N,чибинь,komár
203,Fliege::N,кут,mucha
204,Schmetterling::N,бубыли,motýľ
205,Beere::N,узы-боры,bobuľa
206,Apfel::N,яблок,jablko
207,Pilz::N,губи,hríb
208,Zwiebel::N,сугон,cibuľa
209,Saat::N,кидыс,osivo
210,Korn::N,тысь,zrno
211,Heu::N,турын,seno
212,Schale::N,кыд,šupa
213,Schale::N,кыд,škrupina
214,Grube::N,гу,jama
215,Grube::N,гоп,jama
216,Falle::N,налик,pasca
217,Falle::N,налик,klepec
218,Schlinge::N,гиӟ,slučka
219,Schlinge::N,герд,slučka
220,Spur::N,пытьы,stopa
221,Spur::N,бервыл,stopa
222,Asche::N,пень,popol
223,Dreck::N,дэри,kal
224,Dreck::N,дэри,blato
225,Eisen::N,корт,železo
226,Gold::N,зарни,zlato
227,Silber::N,азвесь,striebro
228,Kohle::N,эгыр,uhlie
229,Glas::N,стекло,sklo
230,Glas::N,пияла,sklo
231,Lehm::N,сюй,íl
232,Lehm::N,сюй,hlina
233,Sand::N,луо,piesok
234,Mensch::N,мурт,človek
235,Mensch::N,адями,človek
236,Mann::N,воргорон,muž
237,Mann::N,воргорон,chlap
238,Frau::N,кышномурт,žena
239,Kind::N,нуны,dieťa
240,Kind::N,пинал,dieťa
241,Junge::N,пи,chlapec
242,Mädchen::N,ныл,dievka
243,Familie::N,семья,rodina
244,Großvater::N,песятай,dedo
245,Großvater::N,песятай,starý otec
246,Großvater::N,пересь атай,dedo
247,Großvater::N,пересь атай,starý otec
248,Großmutter::N,песянай,babička
249,Großmutter::N,песянай,stará mať
250,Großmutter::N,пересь анай,babička
251,Großmutter::N,пересь анай,stará mať
252,Eltern::N,атай-анай,rodičia
253,Eltern::N,бубы-мумы,rodičia
254,Vater::N,айы,otec
255,Vater::N,атай,otec
256,Mutter::N,мумы,mať
257,Mutter::N,мумы,matka
258,Sohn::N,пи,syn
259,Tochter::N,ныл,dcéra
260,Bruder::N,агай,brat
261,Schwester::N,апа,sestra
262,Schwester::N,сузэр,sestra
263,Onkel::N,агай,ujo
264,Onkel::N,агай,strýko
265,Tante::N,апа,teta
266,Tante::N,апа,tetka
267,Tante::N,кенак,teta
268,Tante::N,кенак,tetka
269,Ehemann::N,карт,muž
270,Ehemann::N,карт,manžel
271,Ehefrau::N,кышно,žena
272,Ehefrau::N,кышно,manželka
273,Freude::N,шумпотон,radosť
274,Gelächter::N,горем,smiech
275,Glück::N,шуд,šťastie
276,Kummer::N,кайгу,žiaľ
277,Kummer::N,кайгу,zármutok
278,Kummer::N,куректон,žiaľ
279,Kummer::N,куректон,zármutok
280,Wunsch::N,мылпотон,prianie
281,Lust::N,потон,chuť
282,Geist::N,лул,duch
283,Gedanke::N,малпан,myšlienka
284,Gedächtnis::N,йырсазь,pamäť
285,Gedächtnis::N,тодэваён,pamäť
286,Verstand::N,йырвизь,rozum
287,Sinn::N,смысл,zmysel
288,Grund::N,муг,dôvod
289,Grund::N,муг,príčina
290,Grund::N,ньӧм,dôvod
291,Grund::N,ньӧм,príčina
292,Wahrheit::N,зэм,pravda
293,Wahrheit::N,шонер,pravda
294,Gespräch::N,вераськон,reč
295,Gespräch::N,вераськон,rozhovor
296,Märchen::N,выжыкыл,rozprávka
297,Erzählung::N,верос,poviedka
298,Nachricht::N,ивор,správa
299,Neuigkeit::N,выльивор,novinka
300,Name::N,ним,meno
301,Rätsel::N,мадькыл,záhada
302,Rätsel::N,мадькыл,hádanka
303,Rede::N,верам,reč
304,Sprache::N,кыл,reč
305,Sprache::N,кыл,jazyk
306,Stimme::N,куара,hlas
307,Wort::N,кыл,slovo
308,Zeichen::N,пус,znak
309,Zeichen::N,тодмет,znak
310,Ruf::N,ӧтён,volanie
311,Ruf::N,ӧтён,zavolanie
312,Ruf::N,чортон,volanie
313,Ruf::N,чортон,zavolanie
314,Lärm::N,ӵашетон,hluk
315,Lärm::N,ӵашетон,hurhaj
316,Laut::N,куара,zvuk
317,Ton::N,куара,tón
318,Ton::N,куара,zvuk
319,Lied::N,кырӟан,pieseň
320,Ruhe::N,чалмыт улон,pokoj
321,Leute::N,адямиос,ľudia
322,Volk::N,калык,ľud
323,Volk::N,калык,národ
324,Arbeit::N,уж,práca
325,Arbeit::N,уж,robota
326,Gast::N,куно,hosť
327,Geschenk::N,салам,dar
328,Geschenk::N,кузьым,dar
329,Spiel::N,шудон,hra
330,Gesellschaft::N,калык,spoločnosť
331,Hilfe::N,юрттон,pomoc
332,Freund::N,эш,priateľ
333,Freund::N,юлтош,priateľ
334,Kamerad::N,тодмо,kamarát
335,Angelegenheit::N,уж,vec
336,Angelegenheit::N,уж,záležitosť
337,Anzahl::N,лыд,počet
338,Anzahl::N,лыд,množstvo
339,Art::N,тус,druh
340,Stück::N,юдэс,kus
341,Stück::N,юдэс,kúsok
342,Teil::N,люкет,časť
343,Hälfte::N,ӝыны,polka
344,Hälfte::N,ӝыны,polovica
345,Kreis::N,котырес,kruh
346,Kreuz::N,крест,kríž
347,Linie::N,гож,línia
348,Strich::N,гож,čiara
349,Abstand::N,вис,vzdialenosť
350,Abstand::N,кусып,vzdialenosť
351,Entfernung::N,кусып,vzdialenosť
352,Gegend::N,инты,kraj
353,Gegend::N,инты,krajina
354,Platz::N,инты,miesto
355,Ort::N,инты,miesto
356,Ort::N,места,miesto
357,Seite::N,пал,bok
358,Seite::N,пал,strana
359,Mitte::N,шор,stred
360,Gegenstand::N,арбери,predmet
361,Sache::N,котыр,vec
362,Rand::N,дур,kraj
363,Rand::N,дур,okraj
364,Rand::N,шаер,kraj
365,Rand::N,шаер,okraj
366,Kante::N,дур,hrana
367,Ecke::N,сэрег,roh
368,Spitze::N,йыл,hrot
369,Spitze::N,йыл,špička
370,Ende::N,пум,koniec
371,Loch::N,пась,diera
372,Winkel::N,сэрег,kút
373,Muster::N,пужы,vzor
374,Muster::N,пужы,vzorka
375,Größe::N,быдӟала,veľkosť
376,Länge::N,кузьдала,dĺžka
377,Höhe::N,ӝуждала,výška
378,Gewicht::N,сектала,váha
379,Gewicht::N,секытлык,váha
380,Menge::N,лыд,množstvo
381,Menge::N,лыдпус,množstvo
382,Haufen::N,люк,hŕba
383,Reihe::N,чур,rad
384,Boot::N,пыж,čln
385,Boot::N,лодка,čln
386,Ruder::N,полыс,veslo
387,Schlitten::N,додьы,sane
388,Ski::N,куас,lyža
389,Lagerfeuer::N,тылскем,táborák
390,Last::N,секыт,ťarcha
391,Last::N,секыт,bremeno
392,Gang::N,ветлон,chôdza
393,Schritt::N,вамыш,krok
394,Norden::N,уйпал,sever
395,Süden::N,лымшор,juh
396,Westen::N,шунды пуксён,západ
397,Osten::N,шунды ӝужан,východ
398,Holz::N,пу,drevo
399,Brett::N,пул,doska
400,Platte::N,плита,doska
401,Platte::N,плита,platňa
402,Stütze::N,пыкет,opora
403,Stange::N,пуӵ,tyč
404,Stock::N,боды,palica
405,Stab::N,пуӵ,palica
406,Stab::N,боды,palica
407,Rohr::N,труба,rúra
408,Haus::N,юрт,dom
409,Heim::N,корка,domov
410,Ofen::N,гур,pec
411,Ofen::N,гур,kachle
412,Fußboden::N,выж,dlážka
413,Fußboden::N,выж,podlaha
414,Tisch::N,ӝӧк,stôl
415,Stuhl::N,пукон,stolička
416,Wiege::N,кӧкы,kolíska
417,Wiege::N,зыбка,kolíska
418,Bett::N,валес,lôžko
419,Bett::N,валес,posteľ
420,Regal::N,ӝажы,regál
421,Regal::N,ӝажы,polica
422,Kiste::N,ящик,debna
423,Fenster::N,укно,okno
424,Fenster::N,укно,oblok
425,Fenster::N,косяк,okno
426,Fenster::N,косяк,oblok
427,Tür::N,ӧс,dvere
428,Tor::N,ӟезьы,vráta
429,Zaun::N,забор,plot
430,Zaun::N,забор,ohrada
431,Dach::N,липет,krov
432,Dach::N,липет,strecha
433,Leiter::N,падӟа,rebrík
434,Leiter::N,падӟа,rebrina
435,Besen::N,ӵужон,metla
436,Besen::N,исьнер,metla
437,Spaten::N,лопатка,rýľ
438,Schaufel::N,ютырон,lopata
439,Gabel::N,тэчы,vidlička
440,Gabel::N,вилка,vidlička
441,Löffel::N,пуньы,lyžica
442,Messer::N,пурт,nôž
443,Nagel::N,кортӵог,klinec
444,Netz::N,сеть,sieť
445,Haken::N,курик,hák
446,Haken::N,курик,háčik
447,Griff::N,ныд,rukoväť
448,Schloss::N,тунгон,zámka
449,Bild::N,суред,obraz
450,Figur::N,фигура,figúra
451,Puppe::N,мунё,bábka
452,Puppe::N,мунё,bábika
453,Beutel::N,пуйы,vrece
454,Beutel::N,пуйы,vrecko
455,Bündel::N,керттэт,uzlík
456,Bündel::N,керттэт,zväzok
457,Tasche::N,пуйы,taška
458,Tasche::N,пуйы,kabelka
459,Tasche::N,сумка,taška
460,Tasche::N,сумка,kabelka
461,Eimer::N,ведра,vedro
462,Deckel::N,ӵоксэт,vrchnák
463,Deckel::N,ӵоксэт,pokrývka
464,Geschirr::N,тусьты-пуньы,nádoba
465,Sack::N,пуйы,mech
466,Sack::N,пуйы,vrece
467,Tasse::N,ӵаша,šálka
468,Topf::N,миска,hrniec
469,Kessel::N,пурты,kotol
470,Essen::N,сиськон,jedlo
471,Nahrung::N,сион,strava
472,Nahrung::N,сион,potrava
473,Speise::N,сиён,jedlo
474,Fleisch::N,сӥль,mäso
475,Getreide::N,ю тысь,obilie
476,Brei::N,ӝук,kaša
477,Brot::N,нянь,chlieb
478,Scheibe::N,шорем,kotúč
479,Scheibe::N,шорем,krajec
480,Fett::N,кӧй,tuk
481,Fett::N,кӧй,masť
482,Butter::N,вӧй,maslo
483,Öl::N,вӧй,olej
484,Salz::N,сылал,soľ
485,Suppe::N,шыд,polievka
486,Honig::N,чечы,med
487,Milch::N,йӧл,mlieko
488,Tee::N,чай,čaj
489,Leder::N,сурон,koža
490,Wolle::N,гон,vlna
491,Wolle::N,ыжгон,vlna
492,Stoff::N,куэм,súkno
493,Nadel::N,вень,ihla
494,Faden::N,сӥньыс,niť
495,Faden::N,сӥньыс,vlákno
496,Knopf::N,бирды,gombík
497,Knoten::N,герд,uzol
498,Farbe::N,буёл,farba
499,Kleidung::N,дӥсь,šaty
500,Kleidung::N,дӥсь,šatstvo
501,Hemd::N,дэрем,košeľa
502,Kragen::N,сирес,golier
503,Ärmel::N,саес,rukáv
504,Hose::N,брюки,nohavice
505,Hose::N,штань,nohavice
506,Gürtel::N,кускерттон,pás
507,Gürtel::N,кускерттон,opasok
508,Mütze::N,ызьы,čiapka
509,Schuh::N,ботинка,obuv
510,Schuh::N,ботинка,topánka
511,Stiefel::N,сапег,čižma
512,Ring::N,зундэс,prsteň
513,Band::N,лента,stuha
514,Kamm::N,сын,hrebeň
515,Spiegel::N,синучкон,zrkadlo
516,Riemen::N,е,remeň
517,Schnur::N,гозы,šnúra
518,Leine::N,думет,vodidlo
519,Decke::N,шобрет,deka
520,Decke::N,шобрет,prikrývka
521,Kissen::N,миндэр,poduška
522,Tuch::N,кышет,šatka
523,Handtuch::N,ӵушкон,uterák
524,Kraft::N,кать,moc
525,Kraft::N,ӟигар,moc
526,Stärke::N,юнлык,sila
527,Gesundheit::N,тазалык,zdravie
528,Krankheit::N,висён,nemoc
529,Krankheit::N,висён,choroba
530,Schmerz::N,висён,bolesť
531,Wunde::N,яра,rana
532,Fieber::N,кезег,horúčka
533,Arznei::N,эмъюм,liek
534,Brücke::N,выж,most
535,Brunnen::N,колдэч,studňa
536,Weide::N,возь,pastva
537,Pfad::N,сюрес,chodník
538,Weg::N,сюрес,cesta
539,Straße::N,сюрес,hradská
540,Dorf::N,гурт,dedina
541,Stadt::N,кар,mesto
542,Stadt::N,город,mesto
543,Brief::N,гожтэт,list
544,Buch::N,книга,kniha
545,Buchstabe::N,буква,litera
546,Buchstabe::N,буква,písmeno
547,Zeitung::N,газет,noviny
548,Leben::N,улон,život
549,Tod::N,кулон,smrť
550,Grab::N,шайгу,hrob
551,Kirche::N,черк,kostol
552,Sünde::N,сьӧлык,hriech
553,Gott::N,ӥнмар,boh
554,Arbeiter::N,рабочий,robotník
555,Arbeiter::N,рабочий,pracnovík
556,Chef::N,начальник,šéf
557,Chef::N,начальник,riaditeľ
558,Meister::N,кибашлы,majster
559,Arzt::N,врач,lekár
560,Lehrer::N,дышетӥсь,učiteľ
561,Geld::N,уксё,peniaze
562,Geld::N,коньдон,peniaze
563,Geschäft::N,уж,obchod
564,Laden::N,магазин,obchod
565,Preis::N,дун,cena
566,Ware::N,вуз,tovar
567,Nutzen::N,пайда,osoh
568,Nutzen::N,пайда,úžitok
569,Reichtum::N,узырлык,bohatstvo
570,Welt::N,дунне,svet
571,Land::N,шаер,územie
572,Land::N,шаер,krajina
573,Staat::N,кун,štát
574,König::N,эксэй,kráľ
575,Macht::N,власть,moc
576,Macht::N,власть,mocnosť
577,Grenze::N,кунгож,hranica
578,Krieg::N,ож,vojna
579,Feind::N,тушмон,nepriateľ
580,Gewalt::N,эриктэман,násilie
581,Kampf::N,нюръяськон,boj
582,Bogen[Waffe]::N,пукыӵ,luk
583,Pfeil::N,пукыӵ вень,šíp
584,Pfeil::N,пукыӵ вень,strela
585,Gewehr::N,пыӵал,puška
586,Fehler::N,янгыш,omyl
587,Fehler::N,янгыш,chyba
588,Lüge::N,пӧян,lož
589,Lüge::N,алдан,lož
590,Lüge::N,ӧрекчан,lož
591,Schaden::N,изъян,ujma
592,Schaden::N,изъян,škoda
593,Unglück::N,куректон,nešťastie
594,Unglück::N,шудтэме усён,nešťastie
595,Schuld::N,янгыш,vina
596,Schuld::N,янгыш,previnenie
597,Alter::N,арлыд,vek
598,Schluss::N,пум,záver
599,Schluss::N,пум,koniec
600,Zeit::N,дыр,čas
601,Tag::N,нунал,deň
602,Morgen::N,ӵукна,ráno
603,Mittag::N,лымшор,poludnie
604,Abend::N,ӝыт,večer
605,Abend::N,акшан,večer
606,Nacht::N,уй,noc
607,Woche::N,арня,týždeň
608,Monat::N,толэзь,mesiac
609,Jahr::N,ар,rok
610,Frühling::N,тулыс,jar
611,Sommer::N,гужем,leto
612,Herbst::N,сӥзьыл,jeseň
613,Winter::N,тол,zima
614,Januar::N,выльартолэзь,január
615,Februar::N,тулыспал,február
616,März::N,южтолэзь,marec
617,April::N,оштолэзь,apríl
618,Mai::N,куартолэзь,máj
619,Juni::N,вожотолэзь,jún
620,Juli::N,пӧсьтолэзь,júl
621,August::N,гудырикошкон,august
622,September::N,куарусён,september
623,Oktober::N,выльӝуктолэзь,október
624,November::N,шуркынмон,november
625,Dezember::N,толсур,december
626,Montag::N,вордӥськон,pondelok
627,Dienstag::N,вторник,utorok
628,Mittwoch::N,вирнунал,streda
629,Donnerstag::N,покчиарня,štvrtok
630,Freitag::N,удмуртарня,piatok
631,Samstag::N,кӧснунал,sobota
632,Sonntag::N,арня,nedeľa
633,groß::A,бадӟым,veľký
634,klein::A,пичи,malý
635,lang::A,кузь,dlhý
636,kurz::A,вакчи,krátky
637,breit::A,паськыт,široký
638,schmal::A,сюлэг,úzky
639,dicht::A,ӵем,hustý
640,dick[Gegenstand]::A,зӧк,tlstý
641,dünn::A,векчи,tenký
642,fein::A,векчи,jemný
643,fest::A,юн,pevný
644,fest::A,чурыт,pevný
645,flach::A,ӵошкыт,rovný
646,flach::A,ӵошкыт,plochý
647,glatt::A,гылыт,hladký
648,glatt::A,вольыт,hladký
649,hart::A,чурыт,tvrdý
650,weich::A,небыт,mäkký
651,rund::A,котырес,guľatý
652,rund::A,котырес,okrúhly
653,spitz::A,йылсо,končitý
654,scharf::A,лэчыт,ostrý
655,stumpf::A,ныж,tupý
656,schwer::A,секыт,ťažký
657,schön::A,чебер,pekný
658,schön::A,чебер,krásny
659,heiß::A,пӧсь,horúci
660,warm::A,шуныт,teplý
661,kalt::A,кезьыт,studený
662,kühl::A,юзмыт,chladný
663,kühl::A,салкым,chladný
664,frisch::A,выль,svieži
665,feucht::A,мускыт,vlhký
666,feucht::A,мускыт,zvlhnutý
667,nass::A,котмем,mokrý
668,trocken::A,кӧс,suchý
669,voll::A,тыр,plný
670,leer::A,буш,prázdny
671,leer::A,тырттэм,prázdny
672,offen::A,усьтэм,otvorený
673,geschlossen::A,ӵогам,zavretý
674,geschlossen::A,пунням,zavretý
675,sauber::A,ӝикыт,čistý
676,sauber::A,чылкыт,čistý
677,schmutzig::A,нӧд,špinavý
678,roh::A,ыль,surový
679,reif::A,вуэм,zrelý
680,lecker::A,ческыт,chutný
681,süß::A,ческыт,sladký
682,bitter::A,курыт,horký
683,sauer::A,чырс,kyslý
684,hell::A,югыт,jasný
685,hell::A,югыт,svetlý
686,dunkel::A,пеймыт,temný
687,schwarz::A,сьӧд,čierny
688,weiß::A,тӧдьы,biely
689,rot::A,горд,červený
690,gelb::A,ӵуж,žltý
691,blau::A,лыз,modrý
692,blau::A,лыз,belasý
693,grün::A,вож,zelený
694,grau::A,пурысь,šedý
695,bunt::A,куӵо,pestrý
696,billig::A,дунтэм,lacný
697,teuer::A,дуно,drahý
698,wertvoll::A,дуно,cenný
699,blind::A,сукыр,slepý
700,blind::A,синтэм,slepý
701,taub::A,пельтэм,hluchý
702,kräftig::A,кужмо,silný
703,stark::A,юн,silný
704,stark::A,кужмо,silný
705,schwach::A,ляб,slabý
706,schwach::A,ляб,bezvládny
707,schwach::A,начар,slabý
708,schwach::A,начар,bezvládny
709,fett::A,кӧй,tučný
710,schlank::A,веськыт,štíhly
711,schlank::A,веськрес,štíhly
712,hübsch::A,чебер,šumný
713,hübsch::A,чебер,švárny
714,hübsch::A,синмаськымон,šumný
715,hübsch::A,синмаськымон,švárny
716,böse::A,лек,zlý
717,dumm::A,шузи,hlúpy
718,dumm::A,визьтэм,hlúpy
719,faul::A,азьтэм,lenivý
720,fleißig::A,сюлмо,snaživý
721,fleißig::A,сюлмо,usilovný
722,geizig::A,сук,skupý
723,geizig::A,сук,lakomý
724,klug::A,визьмо,múdry
725,klug::A,визьмо,bystrý
726,geschickt::A,усто,zručný
727,geschickt::A,усто,šikovný
728,geschickt::A,быгатӥсь,zručný
729,geschickt::A,быгатӥсь,šikovný
730,lieb::A,мусо,milý
731,lustig::A,шулдыр,veselý
732,sanft::A,мусо,nežný
733,sanft::A,эрке,nežný
734,hungrig::A,сютэм,lačný
735,hungrig::A,сютэм,hladný
736,krank::A,висись,chorý
737,krank::A,висись,nemocný
738,nackt::A,гольык,nahý
739,traurig::A,мӧзмыт,smutný
740,lebendig::A,улэп,živý
741,gut::A,ӟеч,dobrý
742,gut::A,умой,dobrý
743,schlecht::A,урод,zlý
744,schlecht::A,алама,zlý
745,richtig::A,шонер,správny
746,schlimm::A,алама,zlý
747,schlimm::A,алама,nepríjemný
748,wahr::A,зэмос,pravý
749,wahr::A,зэмос,pravdivý
750,alt::A,вуж,starý
751,neu::A,выль,nový
752,ehemalig::A,азьвылэз,bývalý
753,alt[Lebewesen]::A,пересь,starý
754,jung::A,егит,mladý
755,jung::A,пинал,mladý
756,arm::A,начар,chudobný
757,arm::A,куанер,chudobný
758,reich::A,узыр,bohatý
759,bekannt::A,тодмо,známy
760,berühmt::A,дано,slávny
761,berühmt::A,дано,povestný
762,fremd::A,ят,cudzí
763,verschieden::A,пӧртэм,rôzny
764,verschieden::A,пӧртэм,rozličný
765,nah::A,матысь,blízky
766,fern::A,кыдёкысь,ďaleký
767,linker::A,паллян,ľavý
768,rechter::A,бур,pravý
769,rechter::A,бурпал,pravý
770,anderer::A,мукет,iný
771,anderer::A,мукет,druhý
772,erster::A,нырысетӥез,prvý
773,zweiter::A,кыктэтӥез,druhý
774,dritter::A,кунньметӥез,tretí
775,letzter::A,берло,ostatný
776,letzter::A,берло,posledný
777,letzter::A,берпум,ostatný
778,letzter::A,берпум,posledný
779,allein::ADV,огназ,sám
780,auf einmal::ADV,огдыре,zároveň
781,zusammen::ADV,ӵош,spolu
782,zusammen::ADV,ӵош,spoločne
783,zusammen::ADV,валче,spolu
784,zusammen::ADV,валче,spoločne
785,lange::ADV,кема,dlho
786,plötzlich::ADV,мапламтэ шорысь,náhle
787,sofort::ADV,али ик,hneď
788,sofort::ADV,али ик,ihneď
789,später::ADV,бергес,neskoršie
790,später::ADV,берлогес,neskoršie
791,jetzt::ADV,али,teraz
792,jetzt::ADV,табере,teraz
793,heute::ADV,туннэ,dnes
794,morgen::ADV,ӵуказе,zajtra
795,bald::ADV,ӝоген,skoro
796,dann::ADV,берло,nato
797,dann::ADV,берло,potom
798,gestern::ADV,толон,včera
799,einst::ADV,огпол,kedysi
800,einst::ADV,огпол,niekedy
801,einst::ADV,одӥг пол,kedysi
802,einst::ADV,одӥг пол,niekedy
803,damals::ADV,соку,vtedy
804,danach::ADV,собере,potom
805,danach::ADV,собере,podľa toho
806,vorher::ADV,азьло,napred
