,Concept_ID,mhr,ja
111,Höhle::N,курыкпо́мыш,洞窟
112,Abhang::N,та́йыл,斜面
113,Quelle::N,важ,泉
114,Quelle::N,вӱдшинча́,泉
115,Bach::N,изэҥе́р,小川
116,Fluss::N,эҥе́р,川
117,Ufer::N,сер,岸
118,Küste::N,вӱдтӱ́р,海岸
119,Festland::N,мла́нде,陸
120,Meer::N,те́ҥыз,海
121,Bucht::N,икса́,湾
122,Insel::N,отро́,島
123,Blume::N,пеле́дыш,花
124,Gras::N,шу́до,草
125,Wurzel::N,вож,根
126,Baum::N,пуше́ҥге,木
127,Stamm::N,йы́тыр,幹
128,Rinde::N,шӱм,皮層
129,Ast::N,укш,枝
130,Zweig::N,торма́к,小枝
131,Blatt::N,лышта́ш,葉
132,Birke::N,куэ́,樺
133,Kiefer[Baum]::N,пӱ́нчӧ,松
134,Weide[Baum]::N,уа́,柳
135,Tanne::N,кож,樅
136,Horn::N,шур,角
137,Feder::N,пы́стыл,羽根
138,Fell::N,кова́ште,毛皮
139,Flügel::N,шу́лдыр,羽
140,Klaue::N,кӱч,鉤爪
141,Kralle::N,ла́па,爪
142,Kralle::N,копа́,爪
143,Schwanz::N,поч,尻尾
144,Ei::N,му́но,卵
145,Nest::N,пыжа́ш,巣
146,Bau::N,пыжа́ш,穴
147,Tier::N,я́нлык,動物
148,Tier::N,живо́тный,動物
149,Herde::N,кӱ́тӱ,群れ
150,Herde::N,тӱшка́,群れ
151,Kuh::N,ушка́л,牛
152,Bulle::N,ӱ́шкыж,雄牛
153,Pferd::N,и́мне,馬
154,Schaf::N,шо́рык,羊
155,Schwein::N,сӧсна́,豚
156,Hund::N,пий,犬
157,Katze::N,пы́рыс,猫
158,Bär::N,маска́,熊
159,Eichhörnchen::N,ур,栗鼠
160,Elch::N,шо́рдо,ヘラジカ
161,Fuchs::N,ры́выж,狐
162,Hase::N,мера́ҥ,兎
163,Maus::N,коля́,鼠
164,Wolf::N,пи́ре,狼
165,Vogel::N,ка́йык,鳥
166,Schwarm::N,каша́к,群れ
167,Huhn::N,чы́ве,鶏
168,Hahn::N,агыта́н,雄鶏
169,Gans::N,ко́мбо,ガチョウ
170,Adler::N,карагу́ш,鷲
171,Ente::N,лу́до,鴨
172,Eule::N,тумна́,フクロウ
173,Kranich::N,турня́,鶴
174,Krähe::N,кора́к,烏
175,Kuckuck::N,куку́,郭公
176,Schwan::N,йӱ́ксӧ,白鳥
177,Fisch::N,кол,魚
178,Barsch::N,ола́ҥге,鱸
179,Hecht::N,нуж,川魳
180,Hecht::N,чорта́н,川魳
181,Schlange[Tier]::N,ки́шке,蛇
182,Wurm::N,шукш,虫
183,Spinne::N,эҥыре́мыш,蜘蛛
184,Ameise::N,ку́тко,蟻
185,Laus::N,тий,虱
186,Mücke::N,шыҥа́,蚊
187,Fliege::N,ка́рме,蝿
188,Schmetterling::N,лы́ве,蝶
189,Beere::N,мӧр,漿果
190,Apfel::N,олма́,林檎
191,Pilz::N,по́ҥго,茸
192,Zwiebel::N,шога́н,玉葱
193,Saat::N,нӧ́шмӧ,種
194,Saat::N,туш,種
195,Korn::N,шу́рно,粒
196,Heu::N,шу́до,干し草
197,Schale::N,шӱм,皮
198,Grube::N,выне́м,穴
199,Falle::N,лӧ́дӧ,わな
200,Schlinge::N,о́птыш,輪
201,Schlinge::N,шӧрга́лтыш,輪
202,Spur::N,кыша́,跡
203,Asche::N,ло́мыж,灰
204,Dreck::N,лавыра́,泥
205,Eisen::N,кӱ́ртньӧ,鉄
206,Gold::N,шӧ́ртньӧ,金
207,Silber::N,ший,銀
208,Kohle::N,мландышӱ́й,炭
209,Glas::N,янда́,ガラス
210,Lehm::N,шун,ローム
211,Sand::N,ошма́,砂
212,Mensch::N,еҥ,人
213,Mensch::N,айде́ме,人
214,Mann::N,пӧръе́ҥ,男
215,Mann::N,пӧръе́ҥ,男性
216,Frau::N,ӱдырама́ш,女
217,Frau::N,ӱдырама́ш,女性
218,Kind::N,аза́,子
219,Kind::N,аза́,子供
220,Junge::N,рве́зе,男の子
221,Mädchen::N,ӱдыра́ш,女の子
222,Familie::N,еш,家族
223,Großvater::N,коча́,祖父
224,Großvater::N,коча́,おじいさん
225,Großmutter::N,кова́,祖母
226,Großmutter::N,кова́,おばあさん
227,Eltern::N,ача́-ава́,親
228,Eltern::N,ача́-ава́,両親
229,Vater::N,ача́,父
230,Vater::N,ача́,お父さん
231,Mutter::N,ава́,母
232,Mutter::N,ава́,お母さん
233,Sohn::N,э́рге,息子
234,Sohn::N,э́рге,息子さん
235,Tochter::N,ӱ́дыр,娘
236,Tochter::N,ӱ́дыр,お嬢さん
237,Bruder::N,иза́,弟
238,Bruder::N,шо́льо,弟
239,Schwester::N,ака́,妹
240,Onkel::N,иза́,伯父
241,Onkel::N,иза́,伯父さん
242,Tante::N,кока́,叔母
243,Tante::N,кока́,叔母さん
244,Ehemann::N,мари́й,夫
245,Ehemann::N,мари́й,主人
246,Ehefrau::N,ва́те,妻
247,Ehefrau::N,ва́те,奥さん
248,Freude::N,куа́н,喜び
249,Freude::N,куаныма́ш,喜び
250,Gelächter::N,во́штылтыш,笑い
251,Glück::N,пиа́л,幸せ
252,Kummer::N,о́йго,悩み
253,Wunsch::N,ку́мыл,希望
254,Lust::N,ку́мыл,気
255,Geist::N,ӧрт,精神
256,Geist::N,чон,精神
257,Gedanke::N,ой,考え
258,Gedanke::N,шоныма́ш,考え
259,Gedächtnis::N,шарныма́ш,記憶
260,Verstand::N,уш,理解力
261,Sinn::N,смысл,意味
262,Grund::N,ама́л,理由
263,Wahrheit::N,чын,真実
264,Gespräch::N,мутланыма́ш,会話
265,Märchen::N,йома́к,童話
266,Erzählung::N,ойлыма́ш,物語
267,Nachricht::N,увертарыма́ш,報告
268,Neuigkeit::N,уве́р,ニュース
269,Name::N,лӱм,名前
270,Rätsel::N,ту́што,謎
271,Rede::N,ойлыма́ш,演説
272,Sprache::N,йы́лме,言語
273,Stimme::N,йӱк,声
274,Wort::N,ой,言葉
275,Wort::N,мут,言葉
276,Zeichen::N,ти́ште,記号
277,Zeichen::N,знак,記号
278,Ruf::N,ӱжма́ш,呼び声
279,Lärm::N,лӱшкыма́ш,騒音
280,Lärm::N,йӱк-йӱа́н,騒音
281,Laut::N,йӱк,音
282,Ton::N,йӱксе́м,音
283,Lied::N,му́ро,歌
284,Ruhe::N,ты́мык,静けさ
285,Leute::N,еҥ-влак,人々
286,Volk::N,ка́лык,民族
287,Arbeit::N,паша́,仕事
288,Gast::N,уна́,客
289,Geschenk::N,пӧле́к,贈り物
290,Spiel::N,мо́дыш,遊び
291,Spiel::N,модма́ш,遊び
292,Gesellschaft::N,тӱшка́,社会
293,Hilfe::N,по́лыш,援助
294,Freund::N,таҥ,友達
295,Freund::N,йолта́ш,友達
296,Kamerad::N,таҥ,同志
297,Angelegenheit::N,паша́,件
298,Anzahl::N,чот,数
299,Art::N,вид,種類
300,Stück::N,ка́тыш,部分
301,Stück::N,ла́стык,部分
302,Teil::N,ужа́ш,部分
303,Hälfte::N,пел,半分
304,Hälfte::N,пе́ле,半分
305,Kreis::N,ты́ртыш,円
306,Kreuz::N,ыре́с,十字
307,Linie::N,ли́ний,線
308,Strich::N,коре́ш,線
309,Abstand::N,кокла́,距離
310,Entfernung::N,тора́,距離
311,Entfernung::N,ку́жыт,距離
312,Gegend::N,кунде́м,辺
313,Gegend::N,кунде́м,地域
314,Platz::N,ку́мдык,ゆとり
315,Ort::N,вер,所
316,Ort::N,вер,場所
317,Ort::N,о́лмо,所
318,Ort::N,о́лмо,場所
319,Seite::N,ӧ́рдыж,横
320,Mitte::N,покше́л,真ん中
321,Gegenstand::N,наста́,物件
322,Sache::N,наста́,物
323,Rand::N,тӱр,端
324,Kante::N,тӱр,縁
325,Ecke::N,лук,角
326,Spitze::N,вуй,先頭
327,Ende::N,муча́ш,端
328,Loch::N,рож,穴
329,Winkel::N,лук,片隅
330,Muster::N,пеза́к,模様
331,Muster::N,узо́р,模様
332,Muster::N,ӱ́лгӧ,模様
333,Größe::N,кӱ́кшыт,大きさ
334,Länge::N,ку́тыш,長さ
335,Höhe::N,кӱ́кшыт,高さ
336,Gewicht::N,не́лыт,重さ
337,Menge::N,чот,量
338,Haufen::N,кы́шыл,堆積
339,Reihe::N,рада́м,並び
340,Boot::N,пуш,ボート
341,Ruder::N,эшка́к,オール
342,Schlitten::N,тер,そり
343,Schlitten::N,изде́р,そり
344,Ski::N,е́че,スキー
345,Lagerfeuer::N,туло́то,篝火
346,Last::N,нӧ́лтыш,荷物
347,Gang::N,ошкылма́ш,歩み
348,Schritt::N,о́шкыл,歩
349,Norden::N,йӱдйыма́л,北
350,Süden::N,кечывалве́л,南
351,Westen::N,касве́л,西
352,Osten::N,эрве́л,東
353,Holz::N,пу,木
354,Holz::N,пу,木材
355,Brett::N,оҥа́,板
356,Platte::N,аста́р,盤
357,Stütze::N,чара́к,支柱
358,Stange::N,лома́ш,棒
359,Stock::N,тоя́,杖
360,Stab::N,вара́,棒
361,Stab::N,кашта́,棒
362,Rohr::N,пуч,管
363,Haus::N,пӧрт,家
364,Heim::N,мӧ́ҥгӧ,家
365,Ofen::N,комака́,ストーブ
366,Fußboden::N,кӱва́р,床
367,Tisch::N,ӱсте́л,机
368,Stuhl::N,пӱке́н,椅子
369,Wiege::N,шепка́,揺籃
370,Bett::N,ва́кшыш,ベッド
371,Regal::N,шӧ́рлык,棚
372,Kiste::N,шо́ндык,箱
373,Kiste::N,я́шлык,箱
374,Fenster::N,окна́,窓
375,Tür::N,омса́,戸
376,Tür::N,омса́,ドア
377,Tor::N,капка́,門
378,Zaun::N,сава́р,垣根
379,Dach::N,леве́дыш,屋根
380,Leiter::N,тошка́лтыш,梯子
381,Besen::N,ӱштерво́штыр,ほうき
382,Spaten::N,ко́льмо,スコップ
383,Schaufel::N,сово́к,シャベル
384,Schaufel::N,су́ско,シャベル
385,Gabel::N,ви́лке,フォーク
386,Löffel::N,па́не,スプーン
387,Löffel::N,совла́,スプーン
388,Messer::N,кӱ́зӧ,ナイフ
389,Nagel::N,пуда́,釘
390,Netz::N,вапш,網
391,Haken::N,са́гыле,鉤
392,Haken::N,са́гыле,フック
393,Griff::N,кыл,取っ手
394,Schloss::N,кӧгӧ́н,錠
395,Bild::N,сӱре́т,絵
396,Figur::N,фигу́р,像
397,Puppe::N,курча́к,人形
398,Beutel::N,меша́к,袋
399,Bündel::N,арша́ш,束
400,Bündel::N,арша́ш,包み
401,Tasche::N,сумка́,かばん
402,Eimer::N,ведра́,バケツ
403,Deckel::N,ко́мдыш,蓋
404,Geschirr::N,а́те,食器
405,Sack::N,куль,袋
406,Sack::N,меша́к,袋
407,Tasse::N,чу́кыр,カップ
408,Tasse::N,чашка́,カップ
409,Topf::N,ми́ске,鍋
410,Kessel::N,под,釜
411,Essen::N,ко́чкыш,食事
412,Nahrung::N,ку́рго,食物
413,Speise::N,ко́чкыш,料理
414,Fleisch::N,шыл,肉
415,Getreide::N,шу́рно,麦
416,Getreide::N,шу́рно,穀物
417,Brei::N,пу́чымыш,粥
418,Brot::N,ки́нде,パン
419,Scheibe::N,ка́тыш,枚
420,Scheibe::N,ка́тыш,切れ
421,Fett::N,коя́,脂肪
422,Butter::N,ӱй,バター
423,Öl::N,ӱй,油
424,Salz::N,шинча́л,塩
425,Suppe::N,шӱр,スープ
426,Honig::N,мӱй,蜂蜜
427,Milch::N,шӧр,牛乳
428,Tee::N,чай,茶
429,Tee::N,чай,お茶
430,Leder::N,сура́н,革
431,Leder::N,шӱ́штӧ,革
432,Wolle::N,пун,毛糸
433,Stoff::N,куэ́м,布
434,Stoff::N,посто́,布
435,Nadel::N,и́ме,針
436,Faden::N,шӱ́ртӧ,糸
437,Knopf::N,по́лдыш,ボタン
438,Knoten::N,пышке́м,結び目
439,Farbe::N,чия́,ペンキ
440,Kleidung::N,чие́м,衣服
441,Kleidung::N,вурге́м,衣服
442,Hemd::N,ту́выр,シャツ
443,Kragen::N,сога́,襟
444,Ärmel::N,шокш,袖
445,Hose::N,йола́ш,ズボン
446,Gürtel::N,ӱ́штӧ,帯
447,Gürtel::N,ӱ́штӧ,ベルト
448,Mütze::N,упш,帽子
449,Schuh::N,боти́нке,靴
450,Stiefel::N,кем,ブーツ
451,Ring::N,шерга́ш,輪
452,Band::N,тасма́,リボン
453,Band::N,ле́нте,リボン
454,Kamm::N,шерге́,櫛
455,Spiegel::N,вошто́нчыш,鏡
456,Riemen::N,кӱзанӱ́штӧ,緒
457,Schnur::N,кере́м,紐
458,Schnur::N,кандыра́,紐
459,Leine::N,вӱра́ҥ,綱
460,Decke::N,леве́дыш,掛け布団
461,Decke::N,одея́л,掛け布団
462,Kissen::N,кӱ́пчык,枕
463,Tuch::N,шо́выч,スカーフ
464,Handtuch::N,со́лык,タオル
465,Kraft::N,вий,力
466,Kraft::N,куа́т,力
467,Stärke::N,куа́т,強さ
468,Stärke::N,карма́н,強さ
469,Gesundheit::N,таза́лык,健康
470,Krankheit::N,чер,病気
471,Schmerz::N,ко́рштыш,痛み
472,Wunde::N,су́сыр,傷
473,Fieber::N,йӱштыму́ж,熱
474,Fieber::N,лихора́дке,熱
475,Arznei::N,эм,薬
476,Brücke::N,кӱва́р,橋
477,Brunnen::N,вӱдвыне́м,井戸
478,Weide::N,нурше́р,牧場
479,Pfad::N,йолго́рно,小路
480,Pfad::N,сокма́к,小路
481,Weg::N,ко́рно,道
482,Straße::N,ко́рно,街道
483,Dorf::N,ял,村
484,Stadt::N,ола́,町
485,Stadt::N,ола́,都市
486,Brief::N,се́рыш,手紙
487,Buch::N,книга́,本
488,Buchstabe::N,буква́,文字
489,Zeitung::N,газе́т,新聞
490,Leben::N,и́лыш,生活
491,Tod::N,колыма́ш,死
492,Grab::N,шӱга́р,墓
493,Kirche::N,че́рке,教会
494,Sünde::N,су́лык,罪
495,Gott::N,ю́мо,神
496,Arbeiter::N,паша́зе,労働者
497,Chef::N,тӧра́,上司
498,Meister::N,маста́р,達人
499,Meister::N,маста́р,マイスター
500,Arzt::N,врач,医者
501,Lehrer::N,ту́ныктышо,先生
502,Geld::N,окса́,金
503,Geschäft::N,сатулыма́ш,取り引き
504,Laden::N,ке́выт,店
505,Preis::N,ак,値段
506,Ware::N,сату́,商品
507,Nutzen::N,пайда́,利益
508,Reichtum::N,поя́нлык,豊かさ
509,Welt::N,тӱня́,世界
510,Land::N,эл,国
511,Staat::N,кугыжа́ныш,国家
512,König::N,кугыжа́,国王
513,Macht::N,власть,権力
514,Grenze::N,грани́ца,国境
515,Krieg::N,сар,戦争
516,Feind::N,тушма́н,敵
517,Gewalt::N,виешлыма́ш,暴力
518,Kampf::N,кредалма́ш,戦い
519,Bogen[Waffe]::N,юҥе́ж,弓
520,Pfeil::N,пикш,矢
521,Gewehr::N,пыча́л,銃
522,Fehler::N,йо́ҥылыш,間違い
523,Lüge::N,шоя́к,嘘
524,Schaden::N,зия́н,損害
525,Unglück::N,эҥге́к,不幸
526,Schuld::N,тита́к,罪
527,Schuld::N,йола́,罪
528,Alter::N,ийго́т,年
529,Alter::N,ийго́т,年齢
530,Schluss::N,муча́ш,終わり
531,Zeit::N,жап,時
532,Zeit::N,жап,時間
533,Zeit::N,па́гыт,時
534,Zeit::N,па́гыт,時間
535,Tag::N,ке́че,日
536,Morgen::N,эр,朝
537,Mittag::N,кечыва́л,昼
538,Abend::N,кас,晩
539,Abend::N,кас,夕方
540,Nacht::N,йӱд,夜
541,Woche::N,арня́,週
542,Monat::N,ты́лзе,月
543,Jahr::N,ий,年
544,Frühling::N,шо́шо,春
545,Sommer::N,кеҥе́ж,夏
546,Herbst::N,шы́же,秋
547,Winter::N,те́ле,冬
548,Januar::N,шоркыйол,一月
549,Januar::N,идалыкву́й,一月
550,Januar::N,янва́рь,一月
551,Februar::N,пургыж,二月
552,Februar::N,февра́ль,二月
553,März::N,ӱярня,三月
554,März::N,март,三月
555,April::N,апре́ль,四月
556,Mai::N,ага,五月
557,Mai::N,май,五月
558,Juni::N,пеледыш,六月
559,Juni::N,ию́нь,六月
560,Juli::N,сӱрем,七月
561,Juli::N,ию́ль,七月
562,August::N,сорла,八月
563,August::N,агарма́н,八月
564,August::N,а́вгуст,八月
565,September::N,идым,九月
566,September::N,сентя́брь,九月
567,Oktober::N,шыжа,十月
568,Oktober::N,октя́брь,十月
569,November::N,кылме тылзе,十一月
570,November::N,ноя́брь,十一月
571,Dezember::N,дека́брь,十二月
572,Montag::N,шо́чмо,月曜日
573,Dienstag::N,ку́шкыжмо,火曜日
574,Mittwoch::N,вӱрге́че,水曜日
575,Donnerstag::N,изарня́,木曜日
576,Freitag::N,кугарня́,金曜日
577,Samstag::N,шуматке́че,土曜日
578,Sonntag::N,рушарня́,日曜日
579,groß::A,кугу́,大きい
580,klein::A,изи́,小さい
581,lang::A,кужу́,長い
582,kurz::A,кӱ́чык,短い
583,breit::A,кумда́,広い
584,schmal::A,а́ҥысыр,狭い
585,dicht::A,ну́гыдо,密な
586,dick[Gegenstand]::A,кӱ́жгӧ,厚い
587,dünn::A,ви́чкыж,薄い
588,fein::A,ты́гыде,細い
589,fest::A,чо́ткыдо,硬い
590,flach::A,лапка́,平らな
591,glatt::A,яклака́,滑らかな
592,hart::A,пе́ҥгыде,堅い
593,weich::A,пу́шкыдо,柔らかい
594,rund::A,йырге́шке,丸い
595,spitz::A,коша́р,尖った
596,scharf::A,пӱ́сӧ,鋭い
597,stumpf::A,токма́к,鈍い
598,schwer::A,не́ле,重い
599,schön::A,сы́лне,綺麗な
600,heiß::A,шо́кшо,熱い
601,warm::A,ле́ве,温かい
602,kalt::A,йӱ́штӧ,寒い
603,kalt::A,йӱ́штӧ,冷たい
604,kühl::A,юа́лге,涼しい
605,kühl::A,южгата́,涼しい
606,frisch::A,свежа́,ひんやりした
607,feucht::A,вӱ́дыжгӧ,湿った
608,nass::A,нӧ́рӧ,濡れた
609,trocken::A,ку́кшо,乾いた
610,voll::A,тич,いっぱいの
611,leer::A,яра́,空の
612,offen::A,виш,開いた
613,geschlossen::A,пе́тырыме,閉まった
614,geschlossen::A,тӱ́чмӧ,閉まった
615,sauber::A,ару́,清潔な
616,sauber::A,янда́р,清潔な
617,schmutzig::A,лавыра́н,汚い
618,schmutzig::A,ла́выргыше,汚い
619,roh::A,кӱ́чымӧ,生の
620,reif::A,лӧза́,熟した
621,lecker::A,ту́тло,美味しい
622,süß::A,ше́ре,甘い
623,bitter::A,ко́чо,苦い
624,sauer::A,шо́по,酸っぱい
625,hell::A,во́лгыдо,明るい
626,dunkel::A,пычке́мыш,暗い
627,schwarz::A,шола́,黒い
628,weiß::A,ош,白い
629,rot::A,йошка́р,赤い
630,gelb::A,сар,黄色い
631,blau::A,ка́нде,青い
632,grün::A,ужа́р,緑の
633,grau::A,сур,灰色の
634,bunt::A,олача́,色取り取りの
635,billig::A,шу́лдо,安い
636,teuer::A,ше́рге,高い
637,wertvoll::A,шергака́н,貴重な
638,blind::A,со́кыр,盲目の
639,taub::A,соҥгыра́,耳が聞こえない
640,kräftig::A,куа́тле,強力な
641,stark::A,вия́н,強い
642,schwach::A,а́лдыме,弱い
643,fett::A,коя́,太った
644,schlank::A,йоштката́,ほっそりした
645,schlank::A,яжу́,ほっそりした
646,hübsch::A,чеве́р,素敵な
647,böse::A,шы́де,悪い
648,dumm::A,аҥыра́,馬鹿な
649,faul::A,його,怠惰な
650,fleißig::A,ты́ршыше,勤勉な
651,geizig::A,чаҥга́,けちな
652,klug::A,уша́н,賢い
653,klug::A,уша́н,頭のいい
654,geschickt::A,уста́,器用な
655,lieb::A,ала́л,愛らしい
656,lustig::A,весела́,楽しい
657,sanft::A,ны́жылге,温和な
658,hungrig::A,шу́жышо,空腹の
659,krank::A,че́рле,病気の
660,nackt::A,чарама́т,裸の
661,traurig::A,ойга́н,悲しい
662,lebendig::A,и́лыше,生きた
663,gut::A,сай,良い
664,schlecht::A,уда́,悪い
665,schlecht::A,уда́,駄目な
666,schlecht::A,шӱ́кшӧ,悪い
667,schlecht::A,шӱ́кшӧ,駄目な
668,richtig::A,чы́нле,正しい
669,schlimm::A,аля́к,ひどい
670,schlimm::A,тыра́н,ひどい
671,wahr::A,чы́нле,本当の
672,wahr::A,настоя́щий,本当の
673,alt::A,то́што,古い
674,neu::A,у,新しい
675,ehemalig::A,о́нчычсо,以前の
676,ehemalig::A,онда́кысе,以前の
677,alt[Lebewesen]::A,шо́нто,年を取った
678,jung::A,са́мырык,若い
679,arm::A,нужна́,貧乏な
680,reich::A,поя́н,裕福な
681,bekannt::A,па́лыме,有名な
682,berühmt::A,лӱ́млӧ,有名な
683,fremd::A,йот,見知らぬ
684,verschieden::A,тӱ́рлӧ,色々な
685,nah::A,ли́шыл,近い
686,fern::A,тора́,遠い
687,fern::A,мӱ́ндыр,遠い
688,linker::A,шола́,左の
689,rechter::A,пурла́,右の
690,anderer::A,вес,別の
691,anderer::A,мо́ло,別の
692,erster::A,и́кымше,一番目
693,zweiter::A,ко́кымшо,二番目
694,dritter::A,ку́мшо,三番目
695,letzter::A,пыта́ртыш,最後の
696,allein::ADV,шкет,一人で
697,auf einmal::ADV,икана́ште,同時に
698,zusammen::ADV,пырля́,一緒に
699,lange::ADV,кужу́н,長い間
700,plötzlich::ADV,кенета́,急に
701,sofort::ADV,кызыта́к,すぐに
702,später::ADV,варара́к,後で
703,jetzt::ADV,ы́нде,今
704,jetzt::ADV,кы́зыт,今
705,heute::ADV,та́че,今日
706,morgen::ADV,эрла́,明日
707,bald::ADV,вашке́,間もなく
708,dann::ADV,вара́,それから
709,gestern::ADV,теҥге́че,昨日
710,einst::ADV,икана́,過去に
711,damals::ADV,туна́м,あの時
712,danach::ADV,вара́,その後で
713,vorher::ADV,о́нчыч,以前に
714,zuerst::ADV,онда́к,まず
715,zuerst::ADV,онда́к,最初に
716,einmal::ADV,икана́,一回
717,manchmal::ADV,ка́шын,時々
718,manchmal::ADV,кокла́н,時々
719,oft::ADV,чӱ́чкыдын,よく
720,immer::ADV,эре́,いつも
721,immer::ADV,ту́тыш,いつも
722,niemals::ADV,ок нигуна́м,一度も...ない
723,hier::ADV,ты́ште,こちら
724,hierhin::ADV,ты́шке,ここへ
725,hierhin::ADV,ты́шке,こちらへ
726,hierhin::ADV,тыш,ここへ
727,hierhin::ADV,тыш,こちらへ
728,von hier::ADV,тыше́ч,ここから
729,von hier::ADV,тыве́ч,ここから
730,dort::ADV,ту́што,そちら
731,dorthin::ADV,туш,そこへ
732,dorthin::ADV,туш,そちらへ
733,dorthin::ADV,ту́шко,そこへ
734,dorthin::ADV,ту́шко,そちらへ
735,geradeaus::ADV,вик,真っ直ぐに
736,vorwärts::ADV,о́нчыко,前へ
737,rückwärts::ADV,шеҥге́к,後ろへ
738,zurück::ADV,мӧҥге́ш,後ろへ
739,unten::ADV,ӱ́лнӧ,下に
740,unten::ADV,йыма́лне,下に
741,hinab::ADV,йыма́к,下へ
742,oben::ADV,кӱ́шнӧ,上に
743,oben::ADV,ӱмба́лне,上に
744,hinauf::ADV,кӱ́ш,上へ
745,hinauf::ADV,кӱ́шкӧ,上へ
746,überall::ADV,чыла́ вере́,どこでも
747,nicht::ADV,ок,ない
748,nicht::ADV,о́геш,ない
749,ein wenig::ADV,изи́ш,少し
750,ein wenig::ADV,изи́ш,ちょっと
751,kaum::ADV,пыкше́,ほとんど～ない
752,sehr::ADV,чот,とても
753,so::ADV,тыге́,こう
754,noch::ADV,а́ле,まだ
755,nur::ADV,гына́,～だけ
756,schon::ADV,ы́нде,もう
757,wieder::ADV,ада́к,再び
758,vergebens::ADV,ара́м,無駄に
759,vor::PRP,о́нчыч,前に
