,Concept_ID,mdf,es
111,Berg::N,панда,montaña
112,Gipfel::N,пря,cima
113,Gipfel::N,пря,cumbre
114,Höhle::N,у́нда,cueva
115,Höhle::N,у́нда,caverna
116,Abhang::N,па́нда ша́ма,cuesta
117,Abhang::N,па́нда ша́ма,declive
118,Quelle::N,эшиня,fuente
119,Quelle::N,эшиня,manantial
120,Bach::N,шудерькс,arroyo
121,Fluss::N,ляй,río
122,Ufer::N,търва́,orilla
123,Küste::N,ляйтърва́,costa
124,Festland::N,мода,tierra firme
125,Meer::N,моря,mar
126,Bucht::N,ведьуське,cala
127,Bucht::N,ведьуське,bahía
128,Insel::N,цёнга,isla
129,Blume::N,панчф,flor
130,Gras::N,тише,hierba
131,Wurzel::N,юр,raíz
132,Wurzel::N,ункс,raíz
133,Baum::N,шуфта,árbol
134,Stamm::N,ро́нга,tronco
135,Rinde::N,кер,corteza
136,Ast::N,морга,rama
137,Zweig::N,тарад,ramo
138,Blatt::N,лопа,hoja
139,Birke::N,ке́лу,abedul
140,Kiefer[Baum]::N,пиче,pino
141,Weide[Baum]::N,каль,sauce
142,Tanne::N,куз,abeto
143,Horn::N,сюра,asta
144,Horn::N,сюра,cuerno
145,Feder::N,толга,pluma
146,Fell::N,кедь,piel
147,Flügel::N,паця,ala
148,Klaue::N,кенже,garra
149,Kralle::N,кенже,uña
150,Kralle::N,кенже,garra
151,Schwanz::N,пула,cola
152,Ei::N,ал,huevo
153,Nest::N,пиза,nido
154,Bau::N,пиза,madriguera
155,Tier::N,жува́та,animal
156,Herde::N,нал,rebaño
157,Herde::N,стада,rebaño
158,Kuh::N,скал,vaca
159,Kuh::N,тракс,vaca
160,Bulle::N,бука,toro
161,Pferd::N,лишме,caballo
162,Schaf::N,уча́,oveja
163,Schwein::N,тува,cerdo
164,Hund::N,пине,perro
165,Katze::N,катоня,gato
166,Katze::N,аваката,gato
167,Bär::N,офта,oso
168,Eichhörnchen::N,ур,ardilla
169,Elch::N,ся́рда,alce
170,Fuchs::N,келазь,zorro
171,Hase::N,ну́мол,liebre
172,Maus::N,шеер,ratón
173,Wolf::N,върьгаз,lobo
174,Vogel::N,нармонь,ave
175,Vogel::N,нармонь,pájaro
176,Schwarm::N,ко́вол,bandada
177,Schwarm::N,ме́швеле,bandada
178,Huhn::N,сараз,gallina
179,Hahn::N,а́тякш,gallo
180,Gans::N,маци,oca
181,Gans::N,маци,ganso
182,Adler::N,куцькан,águila
183,Ente::N,яксярга,pato
184,Eule::N,ко́рож,lechuza
185,Kranich::N,ка́рга,grulla
186,Krähe::N,ва́рси,corneja
187,Kuckuck::N,ку́ку,cuco
188,Schwan::N,ло́ксти,cisne
189,Fisch::N,кал,pez
190,Barsch::N,о́кунь,perca
191,Hecht::N,щу́ка,lucio
192,Schlange[Tier]::N,куй,serpiente
193,Wurm::N,сукс,gusano
194,Spinne::N,унжа́,araña
195,Ameise::N,панжам,hormiga
196,Laus::N,си,piojo
197,Mücke::N,ся́ське,mosquito
198,Fliege::N,кару,mosca
199,Schmetterling::N,ме́лав,mariposa
200,Beere::N,и́мож,baya
201,Apfel::N,марь,manzana
202,Pilz::N,панга,seta
203,Pilz::N,панга,hongo
204,Zwiebel::N,шурьхкя́,cebolla
205,Saat::N,видьмот,siembra
206,Korn::N,сёра,grano
207,Heu::N,тише,heno
208,Schale::N,кедь,cáscara
209,Grube::N,лотка,foso
210,Falle::N,туфкс,trampa
211,Falle::N,кунда́ма,trampa
212,Schlinge::N,килькш,lazo
213,Spur::N,пильгоки́,huella
214,Asche::N,кулу,ceniza
215,Dreck::N,ърда́з,suciedad
216,Eisen::N,кшни,hierro
217,Gold::N,ока,oro
218,Gold::N,золота,oro
219,Silber::N,сия́,plata
220,Kohle::N,седь,carbón
221,Kohle::N,седьвальмя,carbón
222,Glas::N,кля́нцек,vidrio
223,Glas::N,кля́нцек,cristal
224,Lehm::N,сёвонь,barro
225,Sand::N,шува́р,arena
226,Mensch::N,ломань,hombre
227,Mensch::N,ломань,ser humano
228,Mann::N,аля,hombre
229,Mann::N,цёраломань,hombre
230,Frau::N,ава,mujer
231,Kind::N,идь,niño
232,Kind::N,шаба,niño
233,Junge::N,цёраня,chico
234,Junge::N,цёраня,muchacho
235,Mädchen::N,стирня́,chica
236,Mädchen::N,стирня́,muchacha
237,Familie::N,тнал,familia
238,Familie::N,семья,familia
239,Großvater::N,атя,abuelo
240,Großvater::N,щя́тя,abuelo
241,Großmutter::N,баба,abuela
242,Eltern::N,тя́дят-а́лят,padres
243,Vater::N,аля,padre
244,Mutter::N,ава,madre
245,Mutter::N,тядя,madre
246,Sohn::N,цёра,hijo
247,Tochter::N,стирь,hija
248,Bruder::N,дуган,hermano
249,Bruder::N,пяльне,hermano
250,Schwester::N,ака,hermana
251,Schwester::N,сазор,hermana
252,Onkel::N,оця,tío
253,Onkel::N,патя,tío
254,Onkel::N,щеня́,tío
255,Tante::N,ака,tía
256,Tante::N,щака,tía
257,Ehemann::N,мирде,esposo
258,Ehefrau::N,ърьвя́,esposa
259,Freude::N,ке́нярдема,placer
260,Freude::N,ке́нярдема,alegría
261,Gelächter::N,рахсема,risa
262,Gelächter::N,рахсема,carcajada
263,Glück::N,паваз,felicidad
264,Kummer::N,ризф,pena
265,Kummer::N,пичефкс,pena
266,Wunsch::N,мяль,deseo
267,Wunsch::N,таколдома,deseo
268,Lust::N,таколдома,ganas
269,Geist::N,вайме,mente
270,Geist::N,вайме,espíritu
271,Gedanke::N,мяль,idea
272,Gedanke::N,мяль,pensamiento
273,Gedächtnis::N,прявий,memoria
274,Verstand::N,прявий,razón
275,Verstand::N,прявий,entendimiento
276,Sinn::N,ён,sentido
277,Sinn::N,ён,significado
278,Grund::N,туфта́л,causa
279,Wahrheit::N,ви́де,verdad
280,Wahrheit::N,видеши́,verdad
281,Gespräch::N,корхтама,conversación
282,Märchen::N,ёфкс,cuento
283,Erzählung::N,азкс,cuento
284,Erzählung::N,азкс,narración
285,Nachricht::N,куля́,mensaje
286,Neuigkeit::N,куля́,noticia
287,Name::N,лем,nombre
288,Rätsel::N,со́дама ёфкс,acertijo
289,Rätsel::N,со́дама ёфкс,adivinanza
290,Rede::N,вал,discurso
291,Rede::N,корхтама,discurso
292,Sprache::N,кяль,lengua
293,Stimme::N,вайгяль,voz
294,Wort::N,вал,palabra
295,Zeichen::N,тя́ште,señal
296,Zeichen::N,тя́штькс,señal
297,Ruf::N,тердема,llamada
298,Lärm::N,гайф,ruido
299,Lärm::N,гайф,barullo
300,Lärm::N,жалакодома,ruido
301,Lärm::N,жалакодома,barullo
302,Laut::N,вайгяль,sonido
303,Ton::N,вайгяль,tono
304,Lied::N,мора,canción
305,Ruhe::N,сетьме,calma
306,Ruhe::N,сетьме,silencio
307,Leute::N,ломатть,gente
308,Volk::N,наро́д,pueblo
309,Arbeit::N,тев,trabajo
310,Gast::N,и́нжи,huésped
311,Gast::N,и́нжи,invitado
312,Gast::N,ко́нак,huésped
313,Gast::N,ко́нак,invitado
314,Geschenk::N,казне,regalo
315,Spiel::N,налхкома,juego
316,Spiel::N,налхксема,juego
317,Gesellschaft::N,кружок,compañía
318,Hilfe::N,лездома,ayuda
319,Hilfe::N,лездома,socorro
320,Freund::N,я́лга,amigo
321,Kamerad::N,я́лга,camarada
322,Kamerad::N,я́лга,compañero
323,Angelegenheit::N,тев,asunto
324,Anzahl::N,лувкс,cantidad
325,Art::N,вид,tipo
326,Art::N,вид,clase
327,Stück::N,пакш,pieza
328,Teil::N,часть,parte
329,Teil::N,пялькс,parte
330,Hälfte::N,пяле,mitad
331,Kreis::N,шаркс,círculo
332,Kreuz::N,крёз,cruz
333,Linie::N,межа,línea
334,Linie::N,китькс,línea
335,Strich::N,межа,raya
336,Strich::N,межа,trazo
337,Abstand::N,ётка,distancia
338,Entfernung::N,ётка,distancia
339,Gegend::N,ва́ста,región
340,Gegend::N,ва́ста,comarca
341,Gegend::N,перьфпя́ль,región
342,Gegend::N,перьфпя́ль,comarca
343,Platz::N,ва́ста,espacio
344,Ort::N,ва́ста,sitio
345,Seite::N,пяле,lado
346,Seite::N,пяле,costado
347,Mitte::N,кучка́,medio
348,Mitte::N,кучка́,centro
349,Gegenstand::N,веща,objeto
350,Sache::N,тев,cosa
351,Sache::N,веща,cosa
352,Rand::N,пе,borde
353,Kante::N,и́рдез,borde
354,Ecke::N,ужа,esquina
355,Spitze::N,пря,punta
356,Ende::N,пе,cabo
357,Ende::N,пе,extremo
358,Loch::N,варя,agujero
359,Loch::N,варя,abertura
360,Winkel::N,ужа,ángulo
361,Muster::N,сёрма,dibujo
362,Größe::N,серь,tamaño
363,Länge::N,кува́лма,longitud
364,Höhe::N,серь,altura
365,Höhe::N,серь,altitud
366,Gewicht::N,сталма,peso
367,Menge::N,лувкс,cantidad
368,Haufen::N,мар,montón
369,Reihe::N,ряд,fila
370,Boot::N,венеж,bote
371,Boot::N,венеж,barca
372,Ruder::N,миле,remo
373,Schlitten::N,ну́рда,trineo
374,Ski::N,сокс,esquí
375,Lagerfeuer::N,то́лмар,hoguera
376,Last::N,канкс,carga
377,Last::N,сталма,carga
378,Gang::N,молема,marcha
379,Schritt::N,аськолкс,paso
380,Norden::N,якшама шире,norte
381,Süden::N,ля́мбе ши́ре,sur
382,Westen::N,ши валгома шире,oeste
383,Osten::N,шинь стяма шире,este
384,Holz::N,вирь,madera
385,Holz::N,шуфта,madera
386,Brett::N,лавця,tabla
387,Platte::N,плита́,placa
388,Platte::N,плита́,plancha
389,Stütze::N,неже,sostén
390,Stütze::N,неже,soporte
391,Stange::N,олга,vara
392,Stange::N,олга,percha
393,Stock::N,байдек,palo
394,Stock::N,байдек,bastón
395,Stab::N,олгоня,vara
396,Stab::N,олгоня,bastón
397,Rohr::N,турама,tubo
398,Haus::N,куд,casa
399,Heim::N,куд,hogar
400,Ofen::N,пянакуд,estufa
401,Fußboden::N,кия́кс,suelo
402,Tisch::N,шра,mesa
403,Tisch::N,моркш,mesa
404,Stuhl::N,стул,silla
405,Wiege::N,нюря́м,cuna
406,Bett::N,ацам,cama
407,Regal::N,лавцяланга,estantería
408,Kiste::N,парга,caja
409,Fenster::N,валмья,ventana
410,Tür::N,кенкш,puerta
411,Tor::N,ортат,puerta
412,Zaun::N,перяфкс,valla
413,Zaun::N,перяфкс,cercado
414,Dach::N,кудпря,techo
415,Dach::N,кудпря,tejado
416,Leiter::N,куцема,escalera
417,Besen::N,тяльме,escoba
418,Spaten::N,ка́йме,pala
419,Schaufel::N,ко́поня,pala
420,Schaufel::N,ко́поня,paleta
421,Schaufel::N,ця́рдом,pala
422,Schaufel::N,ця́рдом,paleta
423,Gabel::N,ця́нгоня,tenedor
424,Löffel::N,куцю,cuchara
425,Messer::N,пеель,cuchillo
426,Nagel::N,эска,clavo
427,Haken::N,кя́чказ,gancho
428,Haken::N,кя́чказ,corchete
429,Griff::N,недь,asa
430,Griff::N,недь,mango
431,Griff::N,кунда́мка,asa
432,Griff::N,кунда́мка,mango
433,Schloss::N,замо́к,cerradura
434,Bild::N,карти́на,imagen
435,Figur::N,ронга-понда,figura
436,Puppe::N,ня́ка,muñeca
437,Beutel::N,кяскав,bolsa
438,Bündel::N,кярьме,haz
439,Tasche::N,кошяльня,bolso
440,Eimer::N,ве́дарка,cubo
441,Deckel::N,тавадкс,tapa
442,Deckel::N,тавадкс,tapadera
443,Deckel::N,вельхкс,tapa
444,Deckel::N,вельхкс,tapadera
445,Geschirr::N,кядьге,vajilla
446,Sack::N,кяскав,saco
447,Tasse::N,ша́ваня,taza
448,Topf::N,кавозь,olla
449,Topf::N,кавозь,marmita
450,Kessel::N,сргавозь,caldera
451,Essen::N,ярхцама,comida
452,Nahrung::N,ярхцампяль,alimento
453,Speise::N,ярхцама,plato
454,Fleisch::N,пал,carne
455,Fleisch::N,сиволь,carne
456,Getreide::N,сёра,cereales
457,Brei::N,ям,puré
458,Brei::N,ям,papilla
459,Brot::N,кши,pan
460,Scheibe::N,кочам,lonja
461,Scheibe::N,кочам,rebanada
462,Fett::N,куя́,grasa
463,Butter::N,вай,mantequilla
464,Öl::N,вай,aceite
465,Salz::N,сал,sal
466,Suppe::N,шонгарям,sopa
467,Suppe::N,коршампяль,sopa
468,Honig::N,медь,miel
469,Milch::N,лофца,leche
470,Tee::N,чай,té
471,Leder::N,кедь,cuero
472,Wolle::N,пона,lana
473,Stoff::N,котф,tela
474,Stoff::N,котф,tejido
475,Nadel::N,салмокс,aguja
476,Faden::N,сюре,hilo
477,Knopf::N,пуня,botón
478,Knoten::N,сюлма,nudo
479,Farbe::N,архтомбяль,pintura
480,Kleidung::N,щам,ropa
481,Kleidung::N,щам,vestidos
482,Hemd::N,па́нар,camisa
483,Kragen::N,сиве,cuello
484,Ärmel::N,ожа,manga
485,Hose::N,понкст,pantalón
486,Gürtel::N,каркс,cinturón
487,Mütze::N,вазь,gorro
488,Schuh::N,башма́к,zapato
489,Stiefel::N,кя́ме,bota
490,Ring::N,суркс,anillo
491,Band::N,керькс,cinta
492,Band::N,лента,cinta
493,Kamm::N,сюрьхцем,peine
494,Spiegel::N,ванома,espejo
495,Riemen::N,шнань каркс,correa
496,Schnur::N,пикс,cuerda
497,Schnur::N,карькскя,cuerda
498,Leine::N,вядьме,correa
499,Decke::N,вельхкс,manta
500,Kissen::N,тоду,almohada
501,Tuch::N,руця́,pañuelo
502,Handtuch::N,на́рдама,toalla
503,Kraft::N,вий,fuerza
504,Stärke::N,вииши,fuerza
505,Gesundheit::N,шумбраши́,salud
506,Krankheit::N,урма́,enfermedad
507,Krankheit::N,сярядема,enfermedad
508,Schmerz::N,маряма,dolor
509,Wunde::N,керф,llaga
510,Wunde::N,керф,herida
511,Fieber::N,маштыкс,fiebre
512,Arznei::N,надо́бья,medicina
513,Arznei::N,надо́бья,medicamento
514,Arznei::N,пъчка́фтома,medicina
515,Arznei::N,пъчка́фтома,medicamento
516,Brücke::N,седь,puente
517,Brunnen::N,эши,pozo
518,Weide::N,ванома васта,pasto
519,Pfad::N,ян,sendero
520,Pfad::N,киня́,sendero
521,Weg::N,ки,camino
522,Straße::N,ки,vía
523,Straße::N,ки,carretera
524,Dorf::N,веле,aldea
525,Dorf::N,веле,pueblo
526,Stadt::N,ош,ciudad
527,Brief::N,сёрма,carta
528,Buch::N,книга,libro
529,Buchstabe::N,бу́ква,letra
530,Buchstabe::N,бу́ква,carácter
531,Zeitung::N,газе́та,diario
532,Zeitung::N,газе́та,periódico
533,Leben::N,эряф,vida
534,Leben::N,эряма,vida
535,Tod::N,кулома́,muerte
536,Grab::N,калма,tumba
537,Grab::N,калма,sepulcro
538,Kirche::N,це́рькав,iglesia
539,Sünde::N,пежеть,pecado
540,Sünde::N,муворкс,pecado
541,Gott::N,шкай,dios
542,Arbeiter::N,трудендай,obrero
543,Arbeiter::N,трудендай,trabajador
544,Arbeiter::N,работник,obrero
545,Arbeiter::N,работник,trabajador
546,Chef::N,азор,jefe
547,Chef::N,оцюня,jefe
548,Meister::N,мастяр,maestro
549,Arzt::N,врач,médico
550,Arzt::N,доктор,médico
551,Lehrer::N,учи́тель,profesor
552,Geld::N,ярмакт,dinero
553,Geschäft::N,ладяфкс,negocio
554,Geschäft::N,ладяф тев,negocio
555,Laden::N,ла́вка,tienda
556,Preis::N,питне,precio
557,Ware::N,миф,mercancía
558,Ware::N,ра́маф,mercancía
559,Nutzen::N,пара,provecho
560,Nutzen::N,лезкс,provecho
561,Reichtum::N,ко́зяши,riqueza
562,Welt::N,свет,mundo
563,Land::N,мастор,país
564,Staat::N,государства,Estado
565,König::N,король,rey
566,Macht::N,азорондама,poder
567,Macht::N,азорондама,potencia
568,Macht::N,азорксши,poder
569,Macht::N,азорксши,potencia
570,Grenze::N,ёткаян,frontera
571,Krieg::N,война́,guerra
572,Feind::N,душман,enemigo
573,Feind::N,каршек тюри,enemigo
574,Gewalt::N,наругама,violencia
575,Kampf::N,тюрема́,lucha
576,Kampf::N,тюрема́,combate
577,Bogen[Waffe]::N,нал,arco
578,Pfeil::N,нал,flecha
579,Gewehr::N,винто́вка,fusil
580,Gewehr::N,винто́вка,escopeta
581,Fehler::N,эльбядькс,error
582,Lüge::N,васькафнема,mentira
583,Schaden::N,зия́н,daño
584,Unglück::N,зия́н,desgracia
585,Schuld::N,муворши,culpa
586,Alter::N,эряф кизот,edad
587,Alter::N,эряфонь пинге,edad
588,Schluss::N,пе,fin
589,Schluss::N,пе,final
590,Zeit::N,пинге,tiempo
591,Tag::N,ши,día
592,Morgen::N,шобдава,mañana
593,Mittag::N,шикучка,mediodía
594,Abend::N,иля́дь,noche
595,Nacht::N,ве,noche
596,Woche::N,недя́ля,semana
597,Monat::N,ков,mes
598,Jahr::N,киза,año
599,Frühling::N,тунда́,primavera
600,Sommer::N,киза,verano
601,Herbst::N,сёксе,otoño
602,Winter::N,тяла,invierno
603,Januar::N,кельмеков,enero
604,Februar::N,уфайков,febrero
605,März::N,марайков,marzo
606,April::N,шудиков,abril
607,Mai::N,панжиков,mayo
608,Juni::N,лямбеков,junio
609,Juli::N,псиков,julio
610,August::N,сёроньков,agosto
611,September::N,тюжягов,septiembre
612,Oktober::N,кельмазаков,octubre
613,November::N,эйндамков,noviembre
614,Dezember::N,кучкаков,diciembre
615,Montag::N,одговши,lunes
616,Dienstag::N,ша́вши,martes
617,Mittwoch::N,вержи,miércoles
618,Donnerstag::N,шува́ланя,jueves
619,Freitag::N,пя́денця,viernes
620,Samstag::N,ёткши,sábado
621,Sonntag::N,таргоши,domingo
622,groß::A,оцю,grande
623,klein::A,ёмла,pequeño
624,lang::A,кува́ка,largo
625,kurz::A,нюрьхкя́ня,corto
626,breit::A,кели,ancho
627,schmal::A,тяйня,estrecho
628,dicht::A,сиде,denso
629,dicht::A,туста,denso
630,dick[Gegenstand]::A,эчке,grueso
631,dünn::A,шува́ня,fino
632,dünn::A,шува́ня,delgado
633,fein::A,шува́ня,fino
634,fein::A,шува́ня,delicado
635,fest::A,кеме,firme
636,fest::A,кеме,sólido
637,flach::A,лапш,plano
638,glatt::A,вадяв,liso
639,glatt::A,такор,liso
640,hart::A,калгода,duro
641,weich::A,ляпе,muelle
642,rund::A,кру́глай,redondo
643,spitz::A,ботаз,agudo
644,spitz::A,ботаз,apuntado
645,spitz::A,оржа,agudo
646,spitz::A,оржа,apuntado
647,scharf::A,оржа,agudo
648,scharf::A,оржа,afilado
649,stumpf::A,ношка,sin filo
650,schwer::A,стака,pesado
651,schön::A,мазы,bello
652,schön::A,мазы,hermoso
653,heiß::A,пси,caluroso
654,warm::A,лямбе,cálido
655,warm::A,лямбе,caliente
656,kalt::A,кельме,frío
657,kühl::A,эше,fresco
658,frisch::A,свежай,fresco
659,feucht::A,летьке,húmedo
660,nass::A,начка,mojado
661,trocken::A,коське,seco
662,voll::A,пяшксе,lleno
663,leer::A,шава,vacío
664,offen::A,панжада,abierto
665,offen::A,виде,abierto
666,geschlossen::A,пякстаф,cerrado
667,geschlossen::A,сёлгф,cerrado
668,sauber::A,ару,limpio
669,schmutzig::A,рда́зу,sucio
670,schmutzig::A,пя́ндра,sucio
671,roh::A,верок,crudo
672,reif::A,ке́нерьф,maduro
673,lecker::A,танцти,rico
674,lecker::A,танцти,sabroso
675,süß::A,ламбама,dulce
676,bitter::A,сяпи,amargo
677,sauer::A,шапама,agrio
678,hell::A,валда,claro
679,dunkel::A,шобда,oscuro
680,schwarz::A,равжа,negro
681,weiß::A,акша,blanco
682,rot::A,якстерь,rojo
683,gelb::A,тюжя́,amarillo
684,blau::A,сенем,azul
685,grün::A,пиже,verde
686,grün::A,сянгяря,verde
687,grau::A,уле,gris
688,bunt::A,сёрмав,multicolor
689,billig::A,у́цез,barato
690,billig::A,аф пи́тни,barato
691,teuer::A,пи́тни,caro
692,wertvoll::A,питни,valioso
693,wertvoll::A,питни,precioso
694,blind::A,сокор,ciego
695,taub::A,пярав,sordo
696,kräftig::A,пяк вии,fuerte
697,stark::A,вии,fuerte
698,stark::A,вии,vigoroso
699,schwach::A,лафча,débil
700,fett::A,куя́,obeso
701,schlank::A,виде ронга,esbelto
702,hübsch::A,мазы,mono
703,hübsch::A,мазы,guapo
704,böse::A,кяжи,malo
705,dumm::A,аф ёню,tonto
706,dumm::A,аф ёню,estúpido
707,dumm::A,шава пря,tonto
708,dumm::A,шава пря,estúpido
709,faul::A,нола,vago
710,faul::A,нола,perezoso
711,fleißig::A,ку́лхцонды,aplicado
712,fleißig::A,ку́лхцонды,diligente
713,geizig::A,кирьжя,avaro
714,geizig::A,жаднай,avaro
715,klug::A,ёню,sensato
716,klug::A,ёню,inteligente
717,klug::A,пря́ви,sensato
718,klug::A,пря́ви,inteligente
719,geschickt::A,маштозь тиф,hábil
720,lieb::A,цебярь,querido
721,lustig::A,ра́хси,alegre
722,sanft::A,сетьме,suave
723,hungrig::A,вача,hambriento
724,hungrig::A,вачеда,hambriento
725,krank::A,сяряди,enfermo
726,nackt::A,штада,desnudo
727,nackt::A,кърхтапа,desnudo
728,traurig::A,ла́жнай,triste
729,lebendig::A,эряй,vivo
730,lebendig::A,эряй,viviente
731,gut::A,пара,bueno
732,gut::A,цебярь,bueno
733,schlecht::A,кальдяв,malo
734,richtig::A,виде,justo
735,richtig::A,виде,correcto
736,schlimm::A,кальдяв,malo
737,schlimm::A,кальдяв,grave
738,wahr::A,афкуксонь,verídico
739,wahr::A,афкуксонь,verdadero
740,alt::A,ташта,viejo
741,neu::A,од,nuevo
742,ehemalig::A,и́нгольдень,antiguo
743,alt[Lebewesen]::A,сире,viejo
744,jung::A,од,joven
745,arm::A,а́шу,pobre
746,reich::A,козя,rico
747,bekannt::A,содаф,conocido
748,berühmt::A,содавикс,famoso
749,berühmt::A,содавикс,célebre
750,fremd::A,лия,extraño
751,fremd::A,аф содаф,extraño
752,verschieden::A,аф фкя ла́цонь,diverso
753,verschieden::A,аф фкя ла́цонь,distinto
754,verschieden::A,аф фкя ла́цонь,diferente
755,nah::A,мала,cercano
756,nah::A,аф ичкоздень,cercano
757,fern::A,и́чкоздень,lejano
758,fern::A,куна́рдонь,lejano
759,linker::A,кержи,izquierdo
760,rechter::A,види,derecho
761,anderer::A,лия,otro
762,erster::A,васенце,primero
763,zweiter::A,омбоце,segundo
764,dritter::A,колмоце,tercero
765,letzter::A,ме́кольце,último
766,allein::ADV,ськамонза,a solo
767,auf einmal::ADV,вихцок,de una vez
768,zusammen::ADV,марс,juntos
769,zusammen::ADV,ма́рса,juntos
770,lange::ADV,кува́тьс,mucho tiempo
771,plötzlich::ADV,а́пак учт,de repente
772,sofort::ADV,тяникиге,en seguida
773,später::ADV,ме́ле,más tarde
774,jetzt::ADV,тяни,ahora
775,heute::ADV,тячи,hoy
776,morgen::ADV,ва́нды,mañana
777,bald::ADV,курок,pronto
778,bald::ADV,курок,en breve
779,dann::ADV,меле,luego
780,dann::ADV,меле,entonces
781,dann::ADV,сяда меле,luego
782,dann::ADV,сяда меле,entonces
783,gestern::ADV,ися́к,ayer
784,einst::ADV,весть,antaño
785,einst::ADV,мзя́рда-бди,antaño
786,damals::ADV,эста,entonces
787,danach::ADV,меле,después
788,vorher::ADV,инголи,antes
789,zuerst::ADV,ва́сенда,primero
790,einmal::ADV,весть,una vez
791,manchmal::ADV,лия́ста,a veces
792,manchmal::ADV,ко́ста-ко́ста,a veces
793,oft::ADV,си́деста,a menudo
794,oft::ADV,си́деста,con frecuencia
795,immer::ADV,фалу,siempre
796,immer::ADV,най,siempre
797,niemals::ADV,аф мзя́рдонга,jamás
798,hier::ADV,тяса,aquí
799,hierhin::ADV,сей,acá
800,hierhin::ADV,тяза,acá
801,von hier::ADV,тя́ста,desde aquí
802,dort::ADV,тоса,ahí
803,dort::ADV,тоса,allí
804,dorthin::ADV,тов,allí
805,dorthin::ADV,тов,hacia allí
806,dorthin::ADV,тоза,allí
807,dorthin::ADV,тоза,hacia allí
808,geradeaus::ADV,ви́деста,todo derecho
