,Concept_ID,ta,tr
64,Stern::N,நட்சத்திரம்,yıldız
65,Luft::N,காறறு,hava
66,Wind::N,காற்று,yel
67,Wind::N,காற்று,rüzgâr
68,Welle::N,அலை,dalga
69,Wasser::N,நீர்,su
70,Stein::N,கல்,taş
71,Boden::N,தரை,yer
72,Boden::N,தரை,zemin
73,Erde::N,மண்,toprak
74,Staub::N,தூசி,toz
75,Rauch::N,புகை,duman
76,Funke::N,தீப்பொறி,kıvılcım
77,Feuer::N,தீ,ateş
78,Licht::N,வெளிச்சம்,ışık
79,Schatten::N,நிழல்,gölge
80,Wetter::N,வானிலை,hava
81,Nebel::N,பனிமூட்டம்,pus
82,Wolke::N,மேகம்,bulut
83,Regen::N,மழை,yağmur
84,Schnee::N,உறைபனி,kar
85,Eis::N,பனிக்கட்டி,buz
86,Frost::N,உறைபனி,don
87,Kälte::N,குளிர்ந்த,soğukluk
88,Hitze::N,சூடு,sıcaklık
89,Raureif::N,உறைபனி வெண்திரை,kırç
90,Regenbogen::N,வானவில்,gökkuşağı
91,Donner::N,இடி,gök gürlemesi
92,Strömung::N,நீரோட்டம்,akıntı
93,Strömung::N,நீரோட்டம்,cereyan
94,Tropfen::N,துளி,damla
95,Schaum::N,நுரை,köpük
96,Schmutz::N,அழுக்கு,çamur
97,Schmutz::N,அழுக்கு,pislik
98,See::N,ஏரி,göl
99,Sumpf::N,சதுப்பு நிலம்,batak
100,Moor::N,முட்புதற்காடு,cılgıt
101,Wiese::N,பசும் புல்தரை,çimen
102,Wald::N,காடு,koru
103,Wald::N,காடு,orman
104,Hügel::N,குன்று,tepe
105,Anhöhe::N,பதுக்கை,tümsek
106,Anhöhe::N,பதுக்கை,yükseklik
107,Berg::N,மலை,dağ
108,Gipfel::N,உச்சி மாநாடு,zirve
109,Höhle::N,குகை,in
110,Höhle::N,குகை,mağara
111,Abhang::N,சரிவு,bayır
112,Quelle::N,மூலம்,pınar
113,Quelle::N,மூலம்,kaynak
114,Bach::N,ஓடை,çay
115,Bach::N,ஓடை,dere
116,Fluss::N,ஆறு,nehir
117,Ufer::N,நீர்க்கரை,kıyı
118,Ufer::N,நீர்க்கரை,sahil
119,Küste::N,கடற்கரை,kıyı
120,Küste::N,கடற்கரை,sahil
121,Festland::N,நிலம்,kara
122,Meer::N,கடல்,deniz
123,Bucht::N,சிறுகுடா,koy
124,Bucht::N,சிறுகுடா,körfez
125,Insel::N,தீவு,ada
126,Blume::N,பூ,çiçek
127,Gras::N,புல்தரை,ot
128,Gras::N,புல்தரை,çim
129,Wurzel::N,வேர்,kök
130,Baum::N,மரம்,ağaç
131,Stamm::N,அடிமரம்,gövde
132,Rinde::N,பட்டை,kabuk
133,Rinde::N,மரப்பட்டை,kabuk
134,Ast::N,கினை,dal
135,Ast::N,கினை,budak
136,Zweig::N,குச்சி,dal
137,Blatt::N,இலை,yaprak
138,Birke::N,பிர்ச் மரம்,huş
139,Kiefer[Baum]::N,தேவதாரு மரம்,çam
140,Weide[Baum]::N,மர வகைகளுள் ஒன்று,söğüt
141,Tanne::N,சாதிக்கய்,çam
142,Tanne::N,சாதிக்கய்,köknar
143,Horn::N,கொம்பு,boynuz
144,Feder::N,இறகு,tüy
145,Fell::N,மென்முடி,post
146,Flügel::N,இறக்கை,kanat
147,Klaue::N,நகம்,pençe
148,Kralle::N,நகம்,tırnak
149,Schwanz::N,வால்,kuyruk
150,Ei::N,முட்டை,yumurta
151,Nest::N,கூடு,yuva
152,Bau::N,குகை,in
153,Tier::N,விலங்கு,hayvan
154,Herde::N,கூட்டம்,sürü
155,Kuh::N,பசு,inek
156,Bulle::N,காளை,boğa
157,Pferd::N,குதிரை,at
158,Pferd::N,குதிரை,beygir
159,Schaf::N,செம்மறிஆடு,koyun
160,Schwein::N,பன்றி,domuz
161,Hund::N,நாய்,it
162,Hund::N,நாய்,köpek
163,Katze::N,பூனை,kedi
164,Bär::N,கரடி,ayı
165,Eichhörnchen::N,அணில்,sincap
166,Elch::N,கடம்பை,büyük kuzey geyiği
167,Fuchs::N,நரி,tilki
168,Hase::N,முயல்,tavşan
169,Maus::N,எலி,fare
170,Maus::N,எலி,sıçan
171,Wolf::N,ஓநாய்,kurt
172,Vogel::N,பறவை,kuş
173,Schwarm::N,தொகுதி,sürü
174,Huhn::N,கோழிக்குஞசு,tavuk
175,Hahn::N,சேவல்,horoz
176,Gans::N,பெண் வாத்து,kaz
177,Adler::N,பருநது,kartal
178,Adler::N,பருநது,karakuş
179,Ente::N,வாத்து,ördek
180,Eule::N,ஆந்தை,baykuş
181,Kranich::N,நாரை,turna
182,Krähe::N,காகம்,karga
183,Kuckuck::N,குயில்,guguk
184,Schwan::N,அன்னம்,kuğu
185,Fisch::N,மீன்,balık
186,Barsch::N,பேர்ச்,hani
187,Barsch::N,பேர்ச்,levrek
188,Hecht::N,கோலாச்சி மீன்,turnabalığı
189,Schlange[Tier]::N,பாம்பு,yılan
190,Wurm::N,புழு,kurt
191,Wurm::N,புழு,solucan
192,Spinne::N,சிலந்தி,örümcek
193,Ameise::N,எறும்பு,karınca
194,Laus::N,பேன்,bit
195,Mücke::N,கொசுவினப்பூச்சி,sivrisinek
196,Fliege::N,ஈ,sinek
197,Schmetterling::N,வண்ணத்துப்பூச்சி,kelebek
198,Beere::N,சதைப்பழம்,tane
199,Apfel::N,ஆப்பிள பழம்,elma
200,Pilz::N,காளான்,mantar
201,Zwiebel::N,வெங்காயம்,soğan
202,Saat::N,விதை,ekin
203,Korn::N,தானியம்,tane
204,Heu::N,வைக்கோல்,kuru ot
205,Schale::N,தோல்,kabuk
206,Grube::N,குழி,çukur
207,Falle::N,பொறி,tuzak
208,Schlinge::N,கண்ணி,ilmik
209,Spur::N,சுவடு,iz
210,Asche::N,சாம்பல்,kül
211,Dreck::N,அழுக்கு,pislik
212,Eisen::N,இரும்பு,demir
213,Gold::N,தங்கம்,altın
214,Silber::N,வெள்ளி,gümüş
215,Kohle::N,நிலக்கரி,kömür
216,Glas::N,கண்ணாடி,cam
217,Lehm::N,களிமண்,balçık
218,Sand::N,மணல்,kum
219,Mensch::N,மனிதர்கள்,insan
220,Mann::N,மனிதன்,adam
221,Mann::N,மனிதன்,erkek
222,Frau::N,பெண்,bayan
223,Kind::N,குழந்தை,çocuk
224,Junge::N,பையன்,erkek çocuk
225,Mädchen::N,சிறுமி,kız
226,Familie::N,குடும்பம்,aile
227,Großvater::N,தாத்தா,dede
228,Großvater::N,தாத்தா,büyükbaba
229,Großmutter::N,பாட்டி,nine
230,Großmutter::N,பாட்டி,büyükanne
231,Eltern::N,பெற்றோர்,ebeveyn
232,Eltern::N,பெற்றோர்,ana baba
233,Vater::N,தந்தை,ata
234,Vater::N,தந்தை,baba
235,Mutter::N,தாய்,ana
236,Mutter::N,தாய்,anne
237,Sohn::N,மகன்,oğul
238,Tochter::N,மகள்,kız
239,Tochter::N,மகள்,kız evlât
240,Bruder::N,சகோதரன்,abi
241,Bruder::N,சகோதரன்,erkek kardeş
242,Schwester::N,அக்கா,abla
243,Schwester::N,அக்கா,kız kardeş
244,Onkel::N,தாய் மாமன்,dayı
245,Tante::N,அத்தை,hala
246,Tante::N,அத்தை,teyze
247,Ehemann::N,கணவன்,koca
248,Ehefrau::N,மனைவி,karı
249,Freude::N,கொண்டாட்டம்,neşe
250,Freude::N,கொண்டாட்டம்,sevinç
251,Gelächter::N,சிரிப்பு,gülme
252,Gelächter::N,சிரிப்பு,kahkaha
253,Glück::N,மகிழ்ச்சி,mutluluk
254,Kummer::N,துயரம்,dert
255,Kummer::N,துயரம்,keder
256,Wunsch::N,விருப்பம்,arzu
257,Wunsch::N,விருப்பம்,istek
258,Lust::N,விருப்பம்,arzu
259,Lust::N,விருப்பம்,heves
260,Geist::N,ஆன்மா,tin
261,Gedanke::N,எண்ணம்,fikir
262,Gedanke::N,எண்ணம்,düşünce
263,Gedächtnis::N,ஞாபகம்,bellek
264,Verstand::N,மனம்,zekâ
265,Sinn::N,அர்த்தம்,anlam
266,Grund::N,காரணம்,sebep
267,Wahrheit::N,உண்நை,doğruluk
268,Wahrheit::N,உண்நை,gerçeklik
269,Gespräch::N,பெசு,görüşme
270,Märchen::N,நம்பத்தகாத கதை,masal
271,Erzählung::N,கதை,öykü
272,Erzählung::N,கதை,hikâye
273,Nachricht::N,செய்தி,haber
274,Neuigkeit::N,செய்தி,haber
275,Name::N,பெயர்,ad
276,Name::N,பெயர்,isim
277,Rätsel::N,புதிர்,bilmece
278,Rede::N,பேச்சு,söylev
279,Rede::N,பேச்சு,konuşma
280,Sprache::N,மொழி,dil
281,Sprache::N,மொழி,lisan
282,Stimme::N,குரல்,ses
283,Wort::N,வார்த்தை,kelime
284,Zeichen::N,குறி,işaret
285,Ruf::N,அழைப்பு,çağırma
286,Lärm::N,சத்தம்,şamata
287,Lärm::N,சத்தம்,gürültü
288,Laut::N,ஒலி,ses
289,Ton::N,குரல்,ses
290,Lied::N,பாட்டு,türkü
291,Ruhe::N,அமைதி,sakinlik
292,Leute::N,மக்கள்,halk
293,Leute::N,மக்கள்,insanlar
294,Volk::N,மக்கள்,ulus
295,Volk::N,மக்கள்,millet
296,Arbeit::N,வேலை,iş
297,Arbeit::N,வேலை,çalışma
298,Gast::N,விருந்தாளி,konuk
299,Gast::N,விருந்தாளி,misafir
300,Geschenk::N,பரிசுப் பொருள்,hediye
301,Geschenk::N,பரிசுப் பொருள்,armağan
302,Spiel::N,விளையாட்டு,oyun
303,Gesellschaft::N,சமுதாயம்,çevre
304,Gesellschaft::N,சமுதாயம்,arkadaşlık
305,Hilfe::N,உதவி,yardım
306,Freund::N,நண்பன்,dost
307,Freund::N,நண்பன்,arkadaş
308,Kamerad::N,உடனிருப்பவன்,arkadaş
309,Angelegenheit::N,செய்தி,iş
310,Angelegenheit::N,செய்தி,husus
311,Anzahl::N,எண்ணிக்கை,sayı
312,Art::N,வகை,çeşit
313,Stück::N,துண்டம்,tane
314,Stück::N,துண்டம்,parça
315,Teil::N,பகுதி,kısım
316,Hälfte::N,பாதி,yarı
317,Kreis::N,வட்டம்,daire
318,Kreuz::N,சிலுவை,haç
319,Linie::N,கோடு,hat
320,Linie::N,கோடு,çizgi
321,Strich::N,வாத நோய்,çizgi
322,Abstand::N,இடைவெளி,aralık
323,Entfernung::N,தூரம்,mesafe
324,Entfernung::N,தூரம்,uzaklık
325,Gegend::N,வட்டாரம்,yöre
326,Platz::N,வெற்றிடம்,yer
327,Ort::N,இடம்,yer
328,Seite::N,பக்கம்,yan
329,Seite::N,பக்கம்,taraf
330,Mitte::N,இடைப்பகுதி,orta
331,Mitte::N,இடைப்பகுதி,merkez
332,Gegenstand::N,உருப்படி,şey
333,Sache::N,பொருள்,iş
334,Sache::N,பொருள்,şey
335,Rand::N,தொங்கு,kenar
336,Kante::N,விளிம்பு,kenar
337,Ecke::N,மூலை,köşe
338,Spitze::N,முனை,uç
339,Spitze::N,முனை,baş
340,Ende::N,முடிவு,uç
341,Loch::N,துளை,oyuk
342,Loch::N,துளை,delik
343,Winkel::N,கோணம்,köşe
344,Muster::N,பாங்கு,örnek
345,Größe::N,அளவு,büyüklük
346,Länge::N,நீளம்,uzunluk
347,Höhe::N,உயரம்,yükseklik
348,Gewicht::N,எடை,ağırlık
349,Menge::N,தொகை,miktar
350,Haufen::N,குவியல்,küme
351,Haufen::N,குவியல்,yığın
352,Reihe::N,வரிசை,sıra
353,Boot::N,படகு,kayık
354,Boot::N,படகு,sandal
355,Ruder::N,துடுப்பு,kürek
356,Schlitten::N,சகடையிலா வண்டி,kızak
357,Ski::N,பனிச் சறுக்கல்,kayak
358,Lagerfeuer::N,மூட்டம்,kamp ateşi
359,Last::N,பாரம்,yük
360,Gang::N,நடை,gidiş
361,Gang::N,நடை,yürüyüş
362,Schritt::N,காலடி,adım
363,Norden::N,வடக்கு,kuzey
364,Süden::N,தெற்கு,güney
365,Westen::N,மேற்கு திசை,batı
366,Osten::N,கிழக்கு,doğu
367,Holz::N,மரக்கட்டை,ağaç
368,Holz::N,மரக்கட்டை,tahta
369,Brett::N,பலகை,tahta
370,Platte::N,பலகம்,levha
371,Stütze::N,அடைப்புகன்,dayak
372,Stütze::N,அடைப்புகன்,destek
373,Stange::N,கம்பம்,çubuk
374,Stock::N,குச்சி,sopa
375,Stock::N,குச்சி,değnek
376,Stab::N,கம்பு,sırık
377,Stab::N,கம்பு,baston
378,Rohr::N,குழாய்,boru
379,Haus::N,வீடு,ev
380,Heim::N,வீடு,ev
381,Heim::N,வீடு,yurt
382,Ofen::N,அடுப்பு,soba
383,Fußboden::N,தரை,taban
384,Fußboden::N,தரை,döşeme
385,Tisch::N,மேசை,masa
386,Stuhl::N,நாற்காலி,iskemle
387,Stuhl::N,நாற்காலி,sandalye
388,Wiege::N,தொட்டில்,beşik
389,Bett::N,படுக்கை,yatak
390,Regal::N,அலமாரி,raf
391,Kiste::N,பெட்டி,sandık
392,Fenster::N,சாளரம்,pencere
393,Tür::N,கதவு,kapı
394,Tor::N,வாசற்கதவு,kapı
395,Zaun::N,வேலி,çit
396,Dach::N,கூரை,dam
397,Dach::N,கூரை,çatı
398,Leiter::N,ஏணி,merdiven
399,Besen::N,விளக்குமாறு,süpürge
400,Spaten::N,மண்வெட்டி,bel
401,Schaufel::N,அடிதண்டா,kürek
402,Gabel::N,முட்கரண்டி,çatal
403,Löffel::N,கரண்டி,kaşık
404,Messer::N,கத்தி,bıçak
405,Nagel::N,ஆணி,çivi
406,Netz::N,வலை,ağ
407,Haken::N,கொக்கி,çengel
408,Griff::N,கைப்பிடி,kulp
409,Griff::N,கைப்பிடி,tutamak
410,Schloss::N,பூட்டு,kilit
411,Bild::N,படம்,imaj
412,Bild::N,படம்,resim
413,Figur::N,எண்ணிக்கை,şekil
414,Figur::N,எண்ணிக்கை,heykel
415,Puppe::N,பொம்மை,kukla
416,Beutel::N,பை,kese
417,Beutel::N,பை,torba
418,Bündel::N,பொதி,deste
419,Tasche::N,பை,çanta
420,Eimer::N,வாளி,kova
421,Deckel::N,உறை,kapak
422,Geschirr::N,பாத்திரம்,kap kacak
423,Sack::N,பை,torba
424,Tasse::N,கிண்ணம்,fincan
425,Topf::N,பானை,tencere
426,Kessel::N,கெண்டி,kazan
427,Essen::N,உணவருந்துதல்,yemek
428,Nahrung::N,உணவு,gıda
429,Nahrung::N,உணவு,besin
430,Speise::N,உணவு வகை,yemek
431,Fleisch::N,இறைச்சி,et
432,Getreide::N,மக்காச்சோளம்,tahıl
433,Getreide::N,மக்காச்சோளம்,hububat
434,Brei::N,கஞ்சி,ezme
435,Brot::N,ரொட்டி,ekmek
436,Scheibe::N,துண்டு,dilim
437,Fett::N,கொழுப்பு,yağ
438,Butter::N,வெண்ணெய்,tereyağı
439,Öl::N,எண்ணெய்,yağ
440,Öl::N,எண்ணெய்,akar yağ
441,Salz::N,உப்பு,tuz
442,Suppe::N,ரசம்,çorba
443,Honig::N,தேன்,bal
444,Milch::N,பால்,süt
445,Tee::N,தெனீர்,çay
446,Leder::N,பதம் செய்யப்பட்ட தோல்,deri
447,Leder::N,பதம் செய்யப்பட்ட தோல்,meşin
448,Wolle::N,கம்பளி,yün
449,Stoff::N,துணி,kumaş
450,Nadel::N,ஊசி,iğne
451,Faden::N,நூல்,tire
452,Faden::N,நூல்,iplik
453,Knopf::N,பொத்தான்,düğme
454,Knoten::N,முடிச்சு,düğüm
455,Farbe::N,வண்ணக் குழம்பு,boya
456,Kleidung::N,ஆடைகள்,giyim
457,Hemd::N,சட்டை,gömlek
458,Kragen::N,கழுத்துப் பட்டை,yaka
459,Ärmel::N,சட்டைக்கை,yen
460,Ärmel::N,சட்டைக்கை,elbise kolu
461,Hose::N,கால்சட்டை,pantolon
462,Gürtel::N,பெல்ட்,kuşak
463,Mütze::N,தொப்பி,bere
464,Mütze::N,தொப்பி,kasket
465,Schuh::N,காலணி,kundura
466,Schuh::N,காலணி,ayakkabı
467,Stiefel::N,காலணி,çizme
468,Ring::N,மோதிரம்,yüzük
469,Band::N,நாடா,bağ
470,Band::N,நாடா,şerit
471,Kamm::N,கீப்பு,tarak
472,Spiegel::N,ஆடி,ayna
473,Spiegel::N,கண்ணாடி,ayna
474,Riemen::N,வார்,kayış
475,Schnur::N,கயிறு,ip
476,Schnur::N,கயிறு,sicim
477,Leine::N,தோல்வார்,kayış
478,Decke::N,போர்வை,örtü
479,Decke::N,போர்வை,yorgan
480,Kissen::N,தலையணை,yastık
481,Tuch::N,துணி,bez
482,Handtuch::N,தண்டு,havlu
483,Kraft::N,நிர்பந்தம்,güç
484,Kraft::N,நிர்பந்தம்,kuvvet
485,Stärke::N,பலம்,kuvvet
486,Gesundheit::N,ஆரோக்கியம்,sağlık
487,Krankheit::N,நோய்,hastalık
488,Schmerz::N,வலி,ağrı
489,Schmerz::N,வலி,sancı
490,Wunde::N,காயம்,yara
491,Fieber::N,காய்ச்சல்,ateş
492,Arznei::N,மருந்து,ilâç
493,Brücke::N,பாலம்,köprü
494,Brunnen::N,கேணி,kuyu
495,Brunnen::N,கேணி,çeşme
496,Weide::N,மேய்ச்சல் நிலம்,otlak
497,Pfad::N,நடை வழி,patika
498,Pfad::N,நடை வழி,keçiyolu
499,Weg::N,வழி,yol
500,Straße::N,சாலை,yol
501,Straße::N,சாலை,cadde
502,Dorf::N,கிராமம்,köy
503,Stadt::N,நகரம்,kent
504,Stadt::N,நகரம்,şehir
505,Brief::N,கடிதம்,mektup
506,Buch::N,புத்தகம்,kitap
507,Buchstabe::N,எழத்து,harf
508,Zeitung::N,செய்தித்தாள்,gazete
509,Leben::N,வாழ்க்கை,hayat
510,Tod::N,மரணம்,ölüm
511,Grab::N,சமாதி,kabir
512,Kirche::N,தேவாலயம்,kilise
513,Sünde::N,பாவம்,günah
514,Gott::N,கடவுள்,tanrı
515,Arbeiter::N,தொழிலாளி,işçi
516,Chef::N,மேலாளர்,şef
517,Chef::N,மேலாளர்,müdür
518,Meister::N,தலைவன்,usta
519,Arzt::N,மருத்துவர்,hekim
520,Arzt::N,மருத்துவர்,doktor
521,Lehrer::N,ஆசிரியர்,hoca
522,Lehrer::N,ஆசிரியர்,öğretmen
523,Geld::N,பணம்,para
524,Geschäft::N,வாணிபம்,ticaret
525,Laden::N,கடை,dükkân
526,Preis::N,விலை,fiyat
527,Ware::N,சாமன்கள்,mal
528,Nutzen::N,இலாபம்,fayda
529,Reichtum::N,சொத்து,servet
530,Reichtum::N,சொத்து,zenginlik
531,Welt::N,உலகம்,dünya
532,Land::N,நாடு,ülke
533,Staat::N,நாடு,devlet
534,König::N,அரசன்,kral
535,Macht::N,அதிகாரம்,kudret
536,Macht::N,அதிகாரம்,iktidar
537,Grenze::N,எல்லை,had
538,Grenze::N,எல்லை,sınır
539,Krieg::N,போர்,savaş
540,Feind::N,எதிரி,düşman
541,Gewalt::N,வன்முறை,zor
542,Gewalt::N,வன்முறை,cebir
543,Kampf::N,போராட்டம்,savaş
544,Bogen[Waffe]::N,வில்,yay
545,Pfeil::N,அம்பு,ok
546,Gewehr::N,துப்பாக்கி,tüfek
547,Fehler::N,தவறு,hata
548,Fehler::N,தவறு,yanlış
549,Lüge::N,பொய்,yalan
550,Schaden::N,சேதாரம்,zarar
551,Unglück::N,இடையூறு,felâket
552,Unglück::N,இடையூறு,talihsizlik
553,Schuld::N,குற்றம்,suç
554,Schuld::N,குற்றம்,kabahat
555,Alter::N,வயது,yaş
556,Schluss::N,முடிவு,son
557,Zeit::N,காலம்,zaman
558,Tag::N,நாள்,gün
559,Morgen::N,காலை நேரம்,sabah
560,Mittag::N,மதியம்,öğle
561,Abend::N,மாலைப் பொழுது,akşam
562,Nacht::N,இரவு,gece
563,Woche::N,வாரம்,hafta
564,Monat::N,மாதம்,ay
565,Jahr::N,வருடம்,yıl
566,Jahr::N,வருடம்,sene
567,Frühling::N,வசந்தம்,ilkbahar
568,Sommer::N,கோடை,yaz
569,Herbst::N,இலையுதிர் காலம்,güz
570,Herbst::N,இலையுதிர் காலம்,sonbahar
571,Winter::N,குளிர்காலம்,kış
572,Januar::N,ஜனவரி,ocak
573,Februar::N,பிபரவரி மாதம்,şubat
574,März::N,மார்ச் மாதம்,mart
575,April::N,ஏப்ரல் மாதம்,nisan
576,Mai::N,மே மாதம்,mayıs
577,Juni::N,ஜூன் மாதம்,haziran
578,Juli::N,ஜூலை மாதம்,temmuz
579,August::N,ஆகஸ்ட் மாதம்,ağustos
580,September::N,செப்டம்பர் மாதம்,eylül
581,Oktober::N,அக்டோபர் மாதம்,ekim
582,November::N,நவம்பர் மாதம்,kasım
583,Dezember::N,டிசம்பர்,aralık
584,Montag::N,திங்கட் கிழமை,pazartesi
585,Dienstag::N,செவ்வாய்க்கிழமை,salı
586,Mittwoch::N,புதன் கிழமை,çarşamba
587,Donnerstag::N,வியாழக் கிழமை,perşembe
588,Freitag::N,வெள்ளிக்கிழமை,cuma
589,Samstag::N,சனிக்கிழமை,cumartesi
590,Sonntag::N,ஞாயிறுக் கிழமை,pazar
591,groß::A,பெரிய,büyük
592,klein::A,சிறிய,ufak
593,klein::A,சிறிய,küçük
594,lang::A,நீண்ட,uzun
595,kurz::A,குட்டையான,kısa
596,breit::A,அகலமான,enli
597,breit::A,அகலமான,geniş
598,schmal::A,குறுகலான,dar
599,dicht::A,அடர்த்தியான,sık
600,dicht::A,அடர்த்தியான,yoğun
601,dick[Gegenstand]::A,தடித்த,kalın
602,dick[Gegenstand]::A,தடித்த,iri
603,dünn::A,சன்னமான,ince
604,fein::A,மெல்லிய,ince
605,fein::A,மெல்லிய,narin
606,fest::A,உறுதியாள,sabit
607,fest::A,உறுதியாள,sağlam
608,flach::A,தட்டையான,düz
609,flach::A,தட்டையான,yassı
610,glatt::A,வழுவழுப்பான,düz
611,hart::A,கடினமான,katı
612,weich::A,மென்மையான,yumuşak
613,rund::A,உருண்டையான,yuvarlak
614,spitz::A,திகந்தமாக,sivri
615,scharf::A,கூரான,keskin
616,stumpf::A,உளம் திறந்த,kör
617,schwer::A,கனமான,ağır
618,schön::A,அழகான,güzel
619,heiß::A,சூடான,kızgın
620,warm::A,இதமான,sıcak
621,kalt::A,குளிர்ச்சியான,soğuk
622,kühl::A,குளிர்ச்சியான,serin
623,frisch::A,சுத்தமான,taze
624,feucht::A,ஈரமான,nemli
625,feucht::A,ஈரமான,rutubetli
626,nass::A,ஈரமான,yaş
627,nass::A,ஈரமான,ıslak
628,trocken::A,உலர்ந்த,kuru
629,voll::A,நிரம்பிய,dolu
630,voll::A,நிரம்பிய,dolmuş
631,leer::A,காலியான,boş
632,offen::A,திறந்த,açık
633,geschlossen::A,மூடப்பட்ட,kapalı
634,sauber::A,சுத்தமான,pak
635,sauber::A,சுத்தமான,temiz
636,schmutzig::A,அழக்கான,pis
637,schmutzig::A,அழக்கான,kirli
638,roh::A,கச்சா,çiğ
639,reif::A,பழுத்த,olgun
640,lecker::A,சுவைமிக்க,lezzetli
641,süß::A,இனிப்பான,tatlı
642,süß::A,இனிப்பான,şekerli
643,bitter::A,கசப்பான,acı
644,sauer::A,புளிப்பாக,ekşi
645,hell::A,பளபளப்பான,aydınlık
646,dunkel::A,கருமையான,karanlık
647,schwarz::A,கருப்பு வண்ண,kara
648,schwarz::A,கருப்பு வண்ண,siyah
649,weiß::A,வெண்மையன,ak
650,weiß::A,வெண்மையன,beyaz
651,rot::A,சிவப்பு,kırmızı
652,gelb::A,மஞ்சள் வண்ணம்,sarı
653,blau::A,நீல வண்ண,mavi
654,grün::A,பச்சை வண்ண,yeşil
655,grau::A,சாம்பல் நிற,boz
656,bunt::A,வண்ண மயமான,renkli
657,billig::A,மலிவான,ucuz
658,teuer::A,விலை அதிகமான,pahalı
659,wertvoll::A,மதிப்புள்ள,değerli
660,blind::A,பார்வையற்ற,kör
661,taub::A,செவிடான,sağır
662,kräftig::A,வலிமையான,dinç
663,kräftig::A,வலிமையான,kuvvetli
664,stark::A,பலமான,güçlü
665,stark::A,பலமான,kuvvetli
666,schwach::A,பலவீனமான,zayıf
667,schwach::A,பலவீனமான,güçsüz
668,fett::A,பருமனாக,şişman
669,schlank::A,ஒல்லியான,narin
670,hübsch::A,அழகிய,güzel
671,hübsch::A,அழகிய,sevimli
672,böse::A,கேடு விளைவிக்கும்,kötü
673,dumm::A,முட்டாள்தனமான,aptal
674,faul::A,சோம்பலான,tembel
675,fleißig::A,ஊக்கந்தளராத,çalışkan
676,geizig::A,கஞேசத்தனமான,cimri
677,klug::A,சாதுரியமான,zekî
678,klug::A,சாதுரியமான,akıllı
679,geschickt::A,திறமையள்ள,becerikli
680,lieb::A,அன்புக்குரிய,sevimli
681,lustig::A,களிப்புமிக்க,neşeli
682,sanft::A,சாதுவான,nazik
683,hungrig::A,பசியுடன்,aç
684,krank::A,நோயுற்று,hasta
685,krank::A,நோயுற்று,rahatsız
686,nackt::A,ஆடையற்ற,çıplak
687,traurig::A,சோகமான,kederli
688,traurig::A,சோகமான,üzüntülü
689,lebendig::A,பிழைப்பு,canlı
690,gut::A,நல்ல,iyi
691,schlecht::A,கெட்ட,kötü
692,richtig::A,சரியான,doğru
693,schlimm::A,அருவருப்பான,kötü
694,wahr::A,உண்மையான,doğru
695,wahr::A,உண்மையான,gerçek
