,Concept_ID,myv,se
118,Kehle::N,кирьгапарь,чонт
119,Kehle::N,кирьгапарь,кэ̄ҏс
120,Hals::N,кирьга,tjeapohke
121,Hals::N,кирьга,tjiebet
122,Hals::N,кирьга,čeabet
123,Hals::N,кирьга,čiäppát
124,Hals::N,кирьга,čeäppat
125,Hals::N,кирьга,ча̄пэх
126,Genick::N,човонь,tjovrese
127,Genick::N,човонь,nisske
128,Genick::N,човонь,niehkki
129,Genick::N,човонь,niski
130,Genick::N,човонь,niek'ki
131,Genick::N,човонь,nji´šǩǩmaadd
132,Genick::N,човонь,нышшькмоант
133,Kopf::N,пря,åejjie
134,Kopf::N,пря,oajvve
135,Kopf::N,пря,oaivi
136,Kopf::N,пря,uái'vi
137,Kopf::N,пря,vuei´vv
138,Kopf::N,пря,вуэййв
139,Rücken::N,копорь,rudtje
140,Rücken::N,копорь,hárddo
141,Rücken::N,копорь,tjavelk
142,Rücken::N,копорь,sealgi
143,Rücken::N,копорь,selgi
144,Rücken::N,копорь,čielgi
145,Rücken::N,копорь,seä´lǧǧ
146,Rücken::N,копорь,се̄лльк
147,Bauch::N,пеке,tjåejjie
148,Bauch::N,пеке,tjoajvve
149,Bauch::N,пеке,čoavji
150,Bauch::N,пеке,čuáv'ji
151,Bauch::N,пеке,čåu´jj
152,Bauch::N,пеке,чо̄ввьй
153,Nabel::N,почо,naepie
154,Nabel::N,почо,náhpe
155,Nabel::N,почо,náhpi
156,Nabel::N,почо,nääpi
157,Nabel::N,почо,nää´pp
158,Nabel::N,почо,на̄бпь
159,Busen::N,поте,boenge
160,Busen::N,поте,bållå
161,Busen::N,поте,čižži
162,Busen::N,поте,njamma
163,Busen::N,поте,njižže
164,Busen::N,поте,nje´ǯǯ
165,Busen::N,поте,раннҍт
166,Brust::N,меште,mïelke
167,Brust::N,меште,radde
168,Brust::N,меште,mielgga
169,Brust::N,меште,raddi
170,Brust::N,меште,radde
171,Brust::N,меште,râ´dd
172,Brust::N,меште,раннҍт
173,Schulter::N,лавтов,åelkie
174,Schulter::N,лавтов,oalgge
175,Schulter::N,лавтов,hárdu
176,Schulter::N,лавтов,ärdee
177,Schulter::N,лавтов,uál'gi
178,Schulter::N,лавтов,a´rddi
179,Schulter::N,лавтов,vuä´lǧǧ
180,Schulter::N,лавтов,вуэллык
181,Arm::N,кедь,gïete
182,Arm::N,кедь,giehta
183,Arm::N,кедь,giehta
184,Arm::N,кедь,kietâ
185,Arm::N,кедь,kie'tâkaaṿâ
186,Arm::N,кедь,ǩiõtt
187,Arm::N,кедь,кӣдт
188,Ellenbogen::N,кенерепакарь,gernjere
189,Ellenbogen::N,кенерепакарь,garŋŋel
190,Ellenbogen::N,кенерепакарь,gargŋil
191,Ellenbogen::N,кенерепакарь,käŋŋir
192,Ellenbogen::N,кенерепакарь,kõõnjâr
193,Ellenbogen::N,кенерепакарь,карьнэль
194,Hand::N,кедь,gïete
195,Hand::N,кедь,giehta
196,Hand::N,кедь,giehta
197,Hand::N,кедь,kietâ
198,Hand::N,кедь,ǩiõtt
199,Hand::N,кедь,кӣдт
200,Handfläche::N,кедькуншка,gïeten-låapoe
201,Handfläche::N,кедькуншка,giehtavuodo
202,Handfläche::N,кедькуншка,tjårmmåvuodo
203,Handfläche::N,кедькуншка,giehtaloahpu
204,Handfläche::N,кедькуншка,kiämád
205,Handfläche::N,кедькуншка,kuámmir
206,Handfläche::N,кедькуншка,kuä´m'mer
207,Handfläche::N,кедькуншка,ǩiõttǩeä´m'men
208,Handfläche::N,кедькуншка,ко̄а̄ллдэгк
209,Handfläche::N,кедькуншка,кӣдткоалдэгк
210,Handfläche::N,кедьлапушка,gïeten-låapoe
211,Handfläche::N,кедьлапушка,giehtavuodo
212,Handfläche::N,кедьлапушка,tjårmmåvuodo
213,Handfläche::N,кедьлапушка,giehtaloahpu
214,Handfläche::N,кедьлапушка,kiämád
215,Handfläche::N,кедьлапушка,kuámmir
216,Handfläche::N,кедьлапушка,kuä´m'mer
217,Handfläche::N,кедьлапушка,ǩiõttǩeä´m'men
218,Handfläche::N,кедьлапушка,ко̄а̄ллдэгк
219,Handfläche::N,кедьлапушка,кӣдткоалдэгк
220,Finger::N,сур,soerme
221,Finger::N,сур,tjuvdde
222,Finger::N,сур,suorbma
223,Finger::N,сур,čuvde
224,Finger::N,сур,suor'mâ
225,Finger::N,сур,suõrmm
226,Finger::N,сур,це̄ххп
227,Fingernagel::N,кенже,gadtse
228,Fingernagel::N,кенже,guehpere
229,Fingernagel::N,кенже,gadtsa
230,Fingernagel::N,кенже,gazza
231,Fingernagel::N,кенже,kozzâ
232,Fingernagel::N,кенже,kõʒʒ
233,Fingernagel::N,кенже,кэ̄ннц
234,Nagel[Anatomie]::N,кенже,gadtse
235,Nagel[Anatomie]::N,кенже,guehpere
236,Nagel[Anatomie]::N,кенже,gadtsa
237,Nagel[Anatomie]::N,кенже,gazza
238,Nagel[Anatomie]::N,кенже,kozzâ
239,Nagel[Anatomie]::N,кенже,kõʒʒ
240,Nagel[Anatomie]::N,кенже,кэ̄ннц
241,Zeh::N,пильге сур,tjiehtjere
242,Zeh::N,пильге сур,juolggetjuvdde
243,Zeh::N,пильге сур,juolgesuorbma
244,Zeh::N,пильге сур,jyel'gisuor'mâ
245,Zeh::N,пильге сур,jue´lǧǧsuõrmm
246,Zeh::N,пильге сур,ю̄лльк-це̄һп
247,Fuß::N,пильге,juelkie
248,Fuß::N,пильге,juolgge
249,Fuß::N,пильге,juolgi
250,Fuß::N,пильге,jyel'gi
251,Fuß::N,пильге,jue´lǧǧ
252,Fuß::N,пильге,ла̄бпь
253,Ferse::N,кочкаря,båetskie
254,Ferse::N,кочкаря,boasske
255,Ferse::N,кочкаря,šušmi
256,Ferse::N,кочкаря,šušme
257,Ferse::N,кочкаря,jue´lǧǧkädd
258,Ferse::N,кочкаря,ка̄ннт
259,Knie::N,эле,boelve
260,Knie::N,эле,buolvva
261,Knie::N,эле,čibbi
262,Knie::N,эле,veaŋki
263,Knie::N,эле,iidâ
264,Knie::N,эле,puõlvv
265,Knie::N,эле,пуллв
266,Knie::N,эзне,boelve
267,Knie::N,эзне,buolvva
268,Knie::N,эзне,čibbi
269,Knie::N,эзне,veaŋki
270,Knie::N,эзне,iidâ
271,Knie::N,эзне,puõlvv
272,Knie::N,эзне,пуллв
273,Knie::N,кумажа,boelve
274,Knie::N,кумажа,buolvva
275,Knie::N,кумажа,čibbi
276,Knie::N,кумажа,veaŋki
277,Knie::N,кумажа,iidâ
278,Knie::N,кумажа,puõlvv
279,Knie::N,кумажа,пуллв
280,Oberschenkel::N,качо,ruaksja
281,Oberschenkel::N,качо,tjibbe
282,Oberschenkel::N,качо,gassaváhkká
283,Oberschenkel::N,качо,badjeváhkáa
284,Oberschenkel::N,качо,čuár'bpeeḷi
285,Oberschenkel::N,качо,če´bb
286,Oberschenkel::N,качо,чуаррбе̄лль
287,Bein::N,пильге,juelkie
288,Bein::N,пильге,juolgge
289,Bein::N,пильге,juolgi
290,Bein::N,пильге,jyel'gi
291,Bein::N,пильге,jue´lǧǧ
292,Bein::N,пильге,ю̄лльк
293,Körper::N,рунго,kråahpe
294,Körper::N,рунго,rumáj
295,Körper::N,рунго,rumaš
296,Körper::N,рунго,ruumâš
297,Körper::N,рунго,rå´pp
298,Körper::N,рунго,лышшьк
299,Körper::N,рунго,роаӈӈьк
300,Haut::N,киське,njaltja
301,Haut::N,киське,lijkke
302,Haut::N,киське,tjuobma
303,Haut::N,киське,liiki
304,Haut::N,киське,liške
305,Haut::N,киське,le´šǩǩ
306,Haut::N,киське,лышшьк
307,Blut::N,верь,vïrre
308,Blut::N,верь,maelie
309,Blut::N,верь,varra
310,Blut::N,верь,varra
311,Blut::N,верь,vorrâ
312,Blut::N,верь,võrr
313,Blut::N,верь,вэ̄рр
314,Ader::N,сан,åerie
315,Ader::N,сан,aajroe
316,Ader::N,сан,suodna
317,Ader::N,сан,varrasuotna
318,Ader::N,сан,suoṇâ
319,Ader::N,сан,suõnn
320,Ader::N,сан,сӯнн
321,Sehne::N,коське сан,soene
322,Sehne::N,коське сан,gåårtenje
323,Sehne::N,коське сан,suodna
324,Sehne::N,коське сан,suotna
325,Sehne::N,коське сан,suoṇâ
326,Sehne::N,коське сан,suõnn
327,Sehne::N,коське сан,сӯнн
328,Knochen::N,пакарь,måara
329,Knochen::N,пакарь,måaroe
330,Knochen::N,пакарь,dákte
331,Knochen::N,пакарь,dákti
332,Knochen::N,пакарь,tähti
333,Knochen::N,пакарь,tä´htt
334,Knochen::N,пакарь,та̄ххт
335,Knochen::N,пакарь,та̄ффьт
336,Gehirn::N,удем,aajla
337,Gehirn::N,удем,vuojŋam
338,Gehirn::N,удем,vuoigŋašat
339,Gehirn::N,удем,vuoi'ŋâšeh
340,Gehirn::N,удем,vuo'ivâšneh
341,Gehirn::N,удем,vuõivâšn
342,Gehirn::N,удем,вуэййвэшна
343,Herz::N,седей,vaajmoe
344,Herz::N,седей,tsåhke
345,Herz::N,седей,váibmu
346,Herz::N,седей,váimu
347,Herz::N,седей,čââ´đ
348,Herz::N,седей,кӯттҌк
349,Magen::N,пеке,tjåejjie
350,Magen::N,пеке,tjoajvve
351,Magen::N,пеке,čoavji
352,Magen::N,пеке,čuáv'ji
353,Magen::N,пеке,čåu´jj
354,Magen::N,пеке,чо̄ввьй
355,Leber::N,максо,mueksie
356,Leber::N,максо,librre
357,Leber::N,максо,vuoivvas
358,Leber::N,максо,vuoivâs
359,Leber::N,максо,vuõivâs
360,Leber::N,максо,вуйвас
361,Atem::N,лексема,voejngehtasse
362,Atem::N,лексема,båssånis
363,Atem::N,лексема,vuojŋadahka
364,Atem::N,лексема,vuoiŋŋahat
365,Atem::N,лексема,vuo'iŋâstim
366,Atem::N,лексема,jiõg'g
367,Atem::N,лексема,вӯйнас
368,Atem::N,лексема,вӯййнмушш
369,Atem::N,оймень таргсема,voejngehtasse
370,Atem::N,оймень таргсема,båssånis
371,Atem::N,оймень таргсема,vuojŋadahka
372,Atem::N,оймень таргсема,vuoiŋŋahat
373,Atem::N,оймень таргсема,vuo'iŋâstim
374,Atem::N,оймень таргсема,jiõg'g
375,Atem::N,оймень таргсема,вӯйнас
376,Atem::N,оймень таргсема,вӯййнмушш
377,Hunger::N,вачочи,nielkie
378,Hunger::N,вачочи,nielgge
379,Hunger::N,вачочи,nealgi
380,Hunger::N,вачочи,nelgi
381,Hunger::N,вачочи,neä´lǧǧ
382,Hunger::N,вачочи,не̄лльк
383,Träne::N,селведь,gïknjele
384,Träne::N,селведь,ganjál
385,Träne::N,селведь,ganjal
386,Träne::N,селведь,koonjâl
387,Träne::N,селведь,kõõnjâl
388,Träne::N,селведь,кэ̄нял
389,Geschmack::N,тансть,aelmie
390,Geschmack::N,тансть,muosse
391,Geschmack::N,тансть,smáhkka
392,Geschmack::N,тансть,máhku
393,Geschmack::N,тансть,smáhkka
394,Geschmack::N,тансть,mááhu
395,Geschmack::N,тансть,smakkâ
396,Geschmack::N,тансть,njõõd
397,Geschmack::N,тансть,smääkk
398,Geschmack::N,тансть,ня̄лльк
399,Geruch::N,чине,haaje
400,Geruch::N,чине,habjja
401,Geruch::N,чине,hádja
402,Geruch::N,чине,opsâ
403,Geruch::N,чине,haajâ
404,Geruch::N,чине,õpss
405,Geruch::N,чине,haajj
406,Geruch::N,чине,апс
407,Geruch::N,чине,лэ̄гк
408,Schlaf::N,удома,nahkerh
409,Schlaf::N,удома,nager
410,Schlaf::N,удома,oados
411,Schlaf::N,удома,nagir
412,Schlaf::N,удома,naṿer
413,Schlaf::N,удома,nââ´er
414,Schlaf::N,удома,нагерь
415,Traum::N,он,nahkere
416,Traum::N,он,niehko
417,Traum::N,он,niehku
418,Traum::N,он,naṿer
419,Traum::N,он,nââ´er
420,Traum::N,он,нагерь
421,Himmel::N,менель,elmie
422,Himmel::N,менель,almme
423,Himmel::N,менель,albmi
424,Himmel::N,менель,alme
425,Himmel::N,менель,â´lmm
426,Himmel::N,менель,алльм
427,Sonne::N,чи,biejjie
428,Sonne::N,чи,bæjvásj
429,Sonne::N,чи,beaivváš
430,Sonne::N,чи,peivi
431,Sonne::N,чи,piäiváš
432,Sonne::N,чи,pei´vv
433,Sonne::N,чи,пе̄ййв
434,Mond::N,ков,aske
435,Mond::N,ков,mánno
436,Mond::N,ков,mánnu
437,Mond::N,ков,máánu
438,Mond::N,ков,mään
439,Mond::N,ков,ма̄нн
440,Stern::N,теште,daasta
441,Stern::N,теште,naestie
442,Stern::N,теште,násste
443,Stern::N,теште,násti
444,Stern::N,теште,täsni
445,Stern::N,теште,tä´snn
446,Stern::N,теште,та̄ссьт
447,Luft::N,кошт,elmie
448,Luft::N,кошт,ájmmo
449,Luft::N,кошт,áibmu
450,Luft::N,кошт,áimu
451,Luft::N,кошт,šõŋŋ
452,Luft::N,кошт,вӯйнас
453,Wind::N,варма,bïegke
454,Wind::N,варма,biegga
455,Wind::N,варма,biegga
456,Wind::N,варма,pieg'gâ
457,Wind::N,варма,piõg'g
458,Wind::N,варма,пӣӈӈк
459,Welle::N,толкун,baaroe
460,Welle::N,толкун,bárro
461,Welle::N,толкун,bárru
462,Welle::N,толкун,pááṛu
463,Welle::N,толкун,päärr
464,Welle::N,толкун,нэ̄ммп
465,Wasser::N,ведь,tjaetsie
466,Wasser::N,ведь,tjáhtje
467,Wasser::N,ведь,čáhci
468,Wasser::N,ведь,čääci
469,Wasser::N,ведь,čää´cc
470,Wasser::N,ведь,ча̄дзь
471,Stein::N,кев,gierkie
472,Stein::N,кев,giergge
473,Stein::N,кев,geađgi
474,Stein::N,кев,keđgi
475,Stein::N,кев,ǩeä´dǧǧ
476,Stein::N,кев,ке̄ддҌк
477,Boden::N,мода,betnie
478,Boden::N,мода,ednam
479,Boden::N,мода,bodni
480,Boden::N,мода,vuođđu
481,Boden::N,мода,ponne
482,Boden::N,мода,vuáđ̣u
483,Boden::N,мода,vuâđđ
484,Boden::N,мода,лаввьн
485,Boden::N,мода,е̄ммьне
486,Erde::N,мастор,jåarta
487,Erde::N,мастор,mueltie
488,Erde::N,мастор,ednam
489,Erde::N,мастор,mållde
490,Erde::N,мастор,eana
491,Erde::N,мастор,eennâm
492,Erde::N,мастор,mädd
493,Erde::N,мастор,jânnam
494,Erde::N,мастор,е̄ммьне
495,Staub::N,пуль,heblie
496,Staub::N,пуль,tsumhtsie
497,Staub::N,пуль,dubme
498,Staub::N,пуль,dopmu
499,Staub::N,пуль,kovjâ
500,Staub::N,пуль,põõ´l
501,Staub::N,пуль,кэ̄ббьй
502,Rauch::N,качамо,soeve
503,Rauch::N,качамо,suovva
504,Rauch::N,качамо,suovva
505,Rauch::N,качамо,suoṿâ
506,Rauch::N,качамо,suõvv
507,Rauch::N,качамо,сӯвв
508,Funke::N,сятко,naestie
509,Funke::N,сятко,tjuonam
510,Funke::N,сятко,čuotnan
511,Funke::N,сятко,čuođâlm
512,Funke::N,сятко,iiskâr
513,Funke::N,сятко,čuõzzâm
514,Funke::N,сятко,чӯссэм
515,Feuer::N,тол,dålle
516,Feuer::N,тол,dållå
517,Feuer::N,тол,dolla
518,Feuer::N,тол,tullâ
519,Feuer::N,тол,toll
520,Feuer::N,тол,то̄лл
521,Licht::N,валдо,tjoevke
522,Licht::N,валдо,tjuovgga
523,Licht::N,валдо,čuovga
524,Licht::N,валдо,čuovggas
525,Licht::N,валдо,čuoṿâ
526,Licht::N,валдо,toll
527,Licht::N,валдо,čuõvv
528,Licht::N,валдо,то̄лл
529,Schatten::N,сулей,skugkie
530,Schatten::N,сулей,soejvene
531,Schatten::N,сулей,irkes
532,Schatten::N,сулей,sieges
533,Schatten::N,сулей,itku
534,Schatten::N,сулей,suoivâ
535,Schatten::N,сулей,õõtt
536,Schatten::N,сулей,ǩeeu´niǩ
537,Schatten::N,сулей,кывьнэхь
538,Schatten::N,сулейкс,skugkie
539,Schatten::N,сулейкс,soejvene
540,Schatten::N,сулейкс,irkes
541,Schatten::N,сулейкс,sieges
542,Schatten::N,сулейкс,itku
543,Schatten::N,сулейкс,suoivâ
544,Schatten::N,сулейкс,õõtt
545,Schatten::N,сулейкс,ǩeeu´niǩ
546,Schatten::N,сулейкс,кывьнэхь
547,Wetter::N,ушо,vïerhtse
548,Wetter::N,ушо,dálkke
549,Wetter::N,ушо,dálki
550,Wetter::N,ушо,šoŋŋâ
551,Wetter::N,ушо,šõŋŋ
552,Wetter::N,ушо,шэ̄ӈӈ
553,Nebel::N,сув,såavla
554,Nebel::N,сув,mearhka
555,Nebel::N,сув,murkko
556,Nebel::N,сув,mierkká
557,Nebel::N,сув,mierká
558,Nebel::N,сув,miär'kká
559,Nebel::N,сув,oṃo
560,Nebel::N,сув,sue´lnn
561,Nebel::N,сув,цӣгк
562,Nebel::N,сув,сулльн
563,Wolke::N,пель,balve
564,Wolke::N,пель,balvva
565,Wolke::N,пель,balva
566,Wolke::N,пель,polvâ
567,Wolke::N,пель,põlvv
568,Wolke::N,пель,пэллв
569,Regen::N,пиземс,ebrie
570,Regen::N,пиземс,harvve
571,Regen::N,пиземс,arvi
572,Regen::N,пиземс,arve
573,Regen::N,пиземс,â´brr
574,Regen::N,пиземс,аббьр
575,Schnee::N,лов,lopme
576,Schnee::N,лов,moehtege
577,Schnee::N,лов,muohta
578,Schnee::N,лов,muohta
579,Schnee::N,лов,muotâ
580,Schnee::N,лов,muõtt
581,Schnee::N,лов,вэ̄дз
582,Schnee::N,лов,куэллт
583,Eis::N,эй,jïenge
584,Eis::N,эй,jiegŋa
585,Eis::N,эй,jiekŋa
586,Eis::N,эй,jieŋ̣â
587,Eis::N,эй,jiõŋŋ
588,Eis::N,эй,ӣӈӈ
589,Frost::N,кельме,baajkoe
590,Frost::N,кельме,tjoasskem
591,Frost::N,кельме,buolaš
592,Frost::N,кельме,puolâš
593,Frost::N,кельме,puõlâš
594,Frost::N,кельме,мӯнь
595,Kälte::N,якшамо,jueskie
596,Kälte::N,якшамо,tjåetskeme
597,Kälte::N,якшамо,tjoasskem
598,Kälte::N,якшамо,čoaskin
599,Kälte::N,якшамо,ko'lmâsvuotâ
600,Kälte::N,якшамо,ijss
601,Kälte::N,якшамо,čuä´cǩǩem
602,Kälte::N,якшамо,tuârggnjõs
603,Kälte::N,якшамо,кэ̄лмас
604,Hitze::N,пси,baahke
605,Hitze::N,пси,báhkka
606,Hitze::N,пси,báhkka
607,Hitze::N,пси,pakkâ
608,Hitze::N,пси,kuṃe
609,Hitze::N,пси,paašt
610,Hitze::N,пси,жоарр
611,Raureif::N,лекш,jyjse
612,Raureif::N,лекш,ridne
613,Raureif::N,лекш,goarre
614,Raureif::N,лекш,ritni
615,Raureif::N,лекш,suhči
616,Raureif::N,лекш,riṇe
617,Raureif::N,лекш,ай
618,Regenbogen::N,пурьгинечирьке,aatjan goengere
619,Regenbogen::N,пурьгинечирьке,aatjan joekse
620,Regenbogen::N,пурьгинечирьке,ádjájuoksa
621,Regenbogen::N,пурьгинечирьке,arvedávgi
622,Regenbogen::N,пурьгинечирьке,bajándávgi
623,Regenbogen::N,пурьгинечирьке,äijihtävgi
624,Regenbogen::N,пурьгинечирьке,teârmmazjohss
625,Regenbogen::N,пурьгинечирьке,тӣрмесью̄ккс
626,Regenbogen::N,пурьгинеёнкс,aatjan goengere
627,Regenbogen::N,пурьгинеёнкс,aatjan joekse
628,Regenbogen::N,пурьгинеёнкс,ádjájuoksa
629,Regenbogen::N,пурьгинеёнкс,arvedávgi
630,Regenbogen::N,пурьгинеёнкс,bajándávgi
631,Regenbogen::N,пурьгинеёнкс,äijihtävgi
632,Regenbogen::N,пурьгинеёнкс,teârmmazjohss
633,Regenbogen::N,пурьгинеёнкс,тӣрмесью̄ккс
634,Donner::N,пурьгине,raejrie
635,Donner::N,пурьгине,átjek
636,Donner::N,пурьгине,átjárájdde
637,Donner::N,пурьгине,áddjá
638,Donner::N,пурьгине,baján
639,Donner::N,пурьгине,juuṛâ
640,Donner::N,пурьгине,tie´rmes
641,Donner::N,пурьгине,тӣрмесь
642,Donner::N,пурьгине,ча̄ркнэгк
643,Strömung::N,чудема,njuvvie
644,Strömung::N,чудема,ájggedáhpe
645,Strömung::N,чудема,rávdnji
646,Strömung::N,чудема,virde
647,Strömung::N,чудема,ve´rdd
648,Strömung::N,чудема,выррьт
649,Strömung::N,чудевкс,njuvvie
650,Strömung::N,чудевкс,ájggedáhpe
651,Strömung::N,чудевкс,rávdnji
652,Strömung::N,чудевкс,virde
653,Strömung::N,чудевкс,ve´rdd
654,Strömung::N,чудевкс,выррьт
655,Tropfen::N,петнявкс,gåajhkohts
656,Tropfen::N,петнявкс,gåjkudis
657,Tropfen::N,петнявкс,goaikkanas
658,Tropfen::N,петнявкс,čalme
659,Tropfen::N,петнявкс,čâ´lmm
660,Tropfen::N,петнявкс,ча̄лльм
661,Schaum::N,чов,sapte
662,Schaum::N,чов,såpptå
663,Schaum::N,чов,sokta
664,Schaum::N,чов,suptâ
665,Schaum::N,чов,soptt
666,Schaum::N,чов,со̄ппт
667,Schmutz::N,рудаз,haaskoe
668,Schmutz::N,рудаз,duolvva
669,Schmutz::N,рудаз,duolva
670,Schmutz::N,рудаз,durdi
671,Schmutz::N,рудаз,stänži
672,Schmutz::N,рудаз,sähss
673,Schmutz::N,рудаз,са̄ккьс
674,Schmutz::N,рудаз,не̄шшь
675,See::N,эрьке,jaevrie
676,See::N,эрьке,jávrre
677,See::N,эрьке,jávri
678,See::N,эрьке,jävri
679,See::N,эрьке,jâu´rr
680,See::N,эрьке,я̄ввьр
681,Sumpf::N,чей,pluevie
682,Sumpf::N,чей,áhpe
683,Sumpf::N,чей,sæmssa
684,Sumpf::N,чей,jeaggi
685,Sumpf::N,чей,jeggi
686,Sumpf::N,чей,jeä´ǧ'ǧ
687,Sumpf::N,чей,ла̄ммьп
688,Moor::N,чей,pluevie
689,Moor::N,чей,jiegge
690,Moor::N,чей,suotnju
691,Moor::N,чей,karrii
692,Moor::N,чей,kä´rev
693,Moor::N,чей,veättaǩ
694,Moor::N,чей,ла̄ммьп
695,Wiese::N,луга,ïentje
696,Wiese::N,луга,giedde
697,Wiese::N,луга,gieddi
698,Wiese::N,луга,nijtto
699,Wiese::N,луга,пуэшенҍ
700,Wald::N,вирь,skåake
701,Wald::N,вирь,skåajje
702,Wald::N,вирь,miehtsie
703,Wald::N,вирь,vuovdde
704,Wald::N,вирь,miehttse
705,Wald::N,вирь,vuovdi
706,Wald::N,вирь,meahcci
707,Wald::N,вирь,mecci
708,Wald::N,вирь,vyemi
709,Wald::N,вирь,vue´mm
710,Wald::N,вирь,meä´c'c
711,Wald::N,вирь,ля̄ммт
712,Hügel::N,губорь,deava
713,Hügel::N,губорь,dievvá
714,Hügel::N,губорь,dievvá
715,Hügel::N,губорь,čummâ
716,Hügel::N,губорь,pä´rcc
717,Hügel::N,губорь,teä´rmm
718,Hügel::N,губорь,ка̄ннҌт
719,Hügel::N,пандыне,deava
720,Hügel::N,пандыне,dievvá
