,Concept_ID,lt,ab
1385,stoßen::V,stumti,агəҭасра
1386,stoßen::V,pastumti,агəҭасра
1387,stehlen::V,vogti,аӡара
1388,stören::V,trikdyti,аҧырхагахара
1389,belästigen::V,apsunkinti,аргəамҵра
1390,verbergen::V,slėpti,аӡара
1391,verbergen::V,paslėpti,аӡара
1392,täuschen::V,klaidinti,ажьара
1393,betrügen::V,apgauti,ажьара
1394,töten::V,žudyti,ашьра
1395,töten::V,nužudyti,ашьра
1396,wohnen::V,gyventi,анхара
1397,arbeiten::V,dirbti,аусура
1398,arbeiten::V,triūsti,аусура
1399,sammeln::V,rinkti,аҟəшəара
1400,pflücken::V,skinti,аҿыршəара
1401,pflücken::V,skinti,аҿыхра
1402,pflücken::V,raškyti,аҿыршəара
1403,pflücken::V,raškyti,аҿыхра
1404,jagen::V,medžioti,ашəарыцара
1405,fischen::V,žvejoti,аҧсыӡ икуеит
1406,fassen::V,sučiupti,акра
1407,hüten::V,ganyti,арҳəра
1408,hüten::V,ganyti,ахьчара
1409,treiben::V,ginti,акацара
1410,anbinden::V,pririšti,адҳəалара
1411,füttern::V,šerti,акырҿаҵара
1412,melken::V,melžti,ахьара
1413,hacken::V,kapoti,аҟəаҟəара
1414,gießen::V,lieti,аҵаҭəара
1415,gießen::V,laistyti,аҵаҭəара
1416,reifen::V,nokti,ашəра
1417,reifen::V,nokti,аҟалара
1418,reifen::V,sirpti,ашəра
1419,reifen::V,sirpti,аҟалара
1420,zubereiten::V,ruošti,ацура
1421,zubereiten::V,gaminti,ацура
1422,kochen::V,virti,ажəра
1423,kochen::V,virinti,ажəра
1424,backen::V,kepti,аӡра
1425,braten::V,kepti,аӡра
1426,braten::V,kepinti,аӡра
1427,umrühren::V,maišyti,аилрыхра
1428,umrühren::V,pamaišyti,аилрыхра
1429,stricken::V,megzti,аҧара
1430,nähen::V,siūti,аӡахра
1431,färben::V,dažyti,ашəра
1432,färben::V,nudažyti,ашəра
1433,reinigen::V,valyti,арыцқьара
1434,reinigen::V,švarinti,арыцқьара
1435,waschen::V,plauti,аӡәӡәара
1436,waschen::V,mazgoti,аӡәӡәара
1437,waschen::V,skalbti,аӡәӡәара
1438,abwischen::V,nušluostyti,арбара
1439,spülen::V,plauti,аҭыршара
1440,spülen::V,skalauti,аҭыршара
1441,fegen::V,šluoti,аҧссара
1442,kehren::V,šluoti,
1443,baden::V,maudytis,аҽыкəабара
1444,sich waschen::V,praustis,аҽыӡəӡəара
1445,ausziehen::V,numauti,ашəыхра
1446,ausziehen::V,nuvilkti,ашəыхра
1447,anziehen::V,mauti,ашəҵара
1448,anziehen::V,apsivilkti,ашəҵара
1449,sich anziehen::V,rengtis,аҽеилаҳəара
1450,sich anziehen::V,apsirengti,аҽеилаҳəара
1451,kämmen::V,šukuoti,аҳəара
1452,schmücken::V,puošti,арҧшӡара
1453,schmücken::V,dabinti,арҧшӡара
1454,schmücken::V,gražinti,арҧшӡара
1455,sagen::V,tarti,аҳəара
1456,sprechen::V,kalbėti,ацəажəара
1457,reden::V,šnekėti,ацəажəара
1458,reden::V,šnekėti,аицәажәара
1459,sich unterhalten::V,kalbėtis,аицәажәара
1460,sich unterhalten::V,šnekučiuotis,аицәажәара
1461,fragen::V,klausti,азҵаара
1462,bitten::V,prašyti,аҳəара
1463,erzählen::V,pasakoti,аҳəара
1464,mitteilen::V,skelbti,азыцҳара
1465,mitteilen::V,pranešti,азыцҳара
1466,nennen::V,vadinti,ахьӡҵара
1467,nennen::V,vardyti,ахьӡҵара
1468,rufen::V,šaukti,азҿыҭра
1469,rufen::V,kviesti,азҿыҭра
1470,prahlen::V,girtis,аҽхəара
1471,übersetzen::V,versti,аиҭагара
1472,übersetzen::V,išversti,аиҭагара
1473,denken::V,galvoti,азхəыцра
1474,glauben::V,manyti,ахаҵара
1475,glauben::V,tikėti,ахаҵара
1476,bemerken::V,pamatyti,агəаҭара
1477,bemerken::V,pastebėti,агəаҭара
1478,erkennen::V,pažinti,адырра
1479,erkennen::V,atpažinti,адырра
1480,begreifen::V,suvokti,аилкаара
1481,verstehen::V,suprasti,аҳара
1482,lernen::V,mokytis,аҵара
1483,wissen::V,žinoti,адырра
1484,sich erinnern an::V,prisiminti,агəаларшəара
1485,vergessen::V,užmiršti,ахашҭра
1486,messen::V,matuoti,ашəара
1487,zählen::V,skaičiuoti,аҧхьаӡара
1488,rechnen::V,skaičiuoti,аҳасабра
1489,lesen::V,skaityti,аҧхьара
1490,malen::V,tapyti,
1491,zeichnen::V,piešti,
1492,zeichnen::V,žymėti,
1493,zeichnen::V,braižyti,
1494,schreiben::V,rašyti,
1495,besitzen::V,turėti,амазаара
1496,kaufen::V,pirkti,Аахəара
1497,verkaufen::V,parduoti,аҭира
1498,bezahlen::V,apmokėti,ахҭынҵара
1499,bezahlen::V,apmokėti,ашəара
1500,zahlen::V,mokėti,ашəара
1501,beherrschen::V,valdyti,
1502,ertragen::V,kę̃sti,ачҳара
1503,ertragen::V,pakelti,ачҳара
1504,ertragen::V,iškę̃sti,ачҳара
