,Concept_ID,mhr,pl
63,Geruch::N,пуш,woń
64,Geruch::N,пуш,zapach
65,Schlaf::N,о́мо,sen
66,Traum::N,йӱдо́мо,sen
67,Himmel::N,кава́,niebo
68,Sonne::N,ке́че,słońce
69,Mond::N,ты́лзе,księżyc
70,Stern::N,шӱ́дыр,gwiazda
71,Luft::N,юж,powietrze
72,Wind::N,марде́ж,wiatr
73,Welle::N,то́лкын,fala
74,Wasser::N,вӱд,woda
75,Stein::N,кӱ,kamień
76,Boden::N,рок,grunt
77,Erde::N,мла́нде,ziemia
78,Staub::N,пура́к,pył
79,Staub::N,пура́к,kurz
80,Rauch::N,шикш,dym
81,Funke::N,сеске́м,iskra
82,Funke::N,тулйы́п,iskra
83,Feuer::N,тул,ogień
84,Licht::N,со́то,światło
85,Schatten::N,ӱ́мыл,cień
86,Wetter::N,иге́че,pogoda
87,Nebel::N,тӱтыра́,mgła
88,Wolke::N,пыл,obłok
89,Wolke::N,пыл,chmura
90,Regen::N,йӱр,deszcz
91,Schnee::N,лум,śnieg
92,Eis::N,ий,lód
93,Frost::N,чатлама́,mróz
94,Kälte::N,йӱ́штӧ,chłód
95,Hitze::N,шо́кшо,gorąco
96,Raureif::N,пӧрш,szron
97,Raureif::N,по́кшым,szron
98,Regenbogen::N,шонанпы́л,tęcza
99,Donner::N,кӱ́дырчӧ,grzmot
100,Strömung::N,йо́гын,nurt
101,Tropfen::N,чӱча́лтыш,kropla
102,Schaum::N,шоҥ,piana
103,Schmutz::N,лавыра́,brud
104,See::N,ер,jezioro
105,Sumpf::N,лӱ́кӧ,bagno
106,Moor::N,куп,bagno
107,Wiese::N,о́лык,łąka
108,Wald::N,чодыра́,las
109,Hügel::N,арка́,pagórek
110,Anhöhe::N,тӧва́,wzgórze
111,Anhöhe::N,кӱкшака́,wzgórze
112,Berg::N,ку́рык,góra
113,Gipfel::N,чаҥга́,szczyt
114,Gipfel::N,чаҥга́,wierzchołek
115,Gipfel::N,курыкву́й,szczyt
116,Gipfel::N,курыкву́й,wierzchołek
117,Höhle::N,пеще́р,pieczara
118,Höhle::N,курыкпо́мыш,pieczara
119,Abhang::N,та́йыл,stok
120,Abhang::N,та́йыл,zbocze
121,Quelle::N,важ,zdrój
122,Quelle::N,важ,źródło
123,Quelle::N,вӱдшинча́,zdrój
124,Quelle::N,вӱдшинча́,źródło
125,Bach::N,изэҥе́р,potok
126,Bach::N,изэҥе́р,strumień
127,Fluss::N,эҥе́р,rzeka
128,Ufer::N,сер,brzeg
129,Küste::N,вӱдтӱ́р,wybrzeże
130,Festland::N,мла́нде,ląd
131,Meer::N,те́ҥыз,morze
132,Bucht::N,икса́,zatoka
133,Insel::N,отро́,wyspa
134,Blume::N,пеле́дыш,kwiat
135,Gras::N,шу́до,trawa
136,Wurzel::N,вож,korzeń
137,Baum::N,пуше́ҥге,drzewo
138,Stamm::N,йы́тыр,pień
139,Rinde::N,шӱм,kora
140,Ast::N,укш,gałąź
141,Zweig::N,торма́к,gałąź
142,Blatt::N,лышта́ш,liść
143,Birke::N,куэ́,brzoza
144,Kiefer[Baum]::N,пӱ́нчӧ,sosna
145,Weide[Baum]::N,уа́,wierzba
146,Tanne::N,кож,jodła
147,Horn::N,шур,róg
148,Feder::N,пы́стыл,pióro
149,Fell::N,кова́ште,futro
150,Flügel::N,шу́лдыр,skrzydło
151,Klaue::N,кӱч,szpon
152,Kralle::N,ла́па,pazur
153,Kralle::N,копа́,pazur
154,Schwanz::N,поч,ogon
155,Ei::N,му́но,jajko
156,Nest::N,пыжа́ш,gniazdo
157,Bau::N,пыжа́ш,nora
158,Tier::N,я́нлык,zwierzę
159,Tier::N,живо́тный,zwierzę
160,Herde::N,кӱ́тӱ,stado
161,Herde::N,кӱ́тӱ,trzoda
162,Herde::N,тӱшка́,stado
163,Herde::N,тӱшка́,trzoda
164,Kuh::N,ушка́л,krowa
165,Bulle::N,ӱ́шкыж,byk
166,Pferd::N,и́мне,koń
167,Schaf::N,шо́рык,owca
168,Schwein::N,сӧсна́,świnia
169,Hund::N,пий,pies
170,Katze::N,пы́рыс,kot
171,Katze::N,пы́рыс,kotka
172,Bär::N,маска́,niedźwiedż
173,Eichhörnchen::N,ур,wiewiórka
174,Elch::N,шо́рдо,łóś
175,Fuchs::N,ры́выж,lis
176,Hase::N,мера́ҥ,zając
177,Maus::N,коля́,mysz
178,Wolf::N,пи́ре,wilk
179,Vogel::N,ка́йык,ptak
180,Schwarm::N,каша́к,stado
181,Huhn::N,чы́ве,kura
182,Hahn::N,агыта́н,kogut
183,Gans::N,ко́мбо,gęś
184,Adler::N,карагу́ш,orzeł
185,Ente::N,лу́до,kaczka
186,Eule::N,тумна́,sowa
187,Kranich::N,турня́,żuraw
188,Krähe::N,кора́к,wrona
189,Kuckuck::N,куку́,kukułka
190,Schwan::N,йӱ́ксӧ,łabędż
191,Fisch::N,кол,ryba
192,Barsch::N,ола́ҥге,okoń
193,Hecht::N,нуж,szczupak
194,Hecht::N,чорта́н,szczupak
195,Schlange[Tier]::N,ки́шке,wąż
196,Schlange[Tier]::N,ки́шке,żmija
197,Wurm::N,шукш,robak
198,Spinne::N,эҥыре́мыш,pająk
199,Ameise::N,ку́тко,mrówka
200,Laus::N,тий,wesz
201,Mücke::N,шыҥа́,komar
202,Fliege::N,ка́рме,mucha
203,Schmetterling::N,лы́ве,motyl
204,Beere::N,мӧр,jagoda
205,Apfel::N,олма́,jabłko
206,Pilz::N,по́ҥго,grzyb
207,Zwiebel::N,шога́н,cebula
208,Saat::N,нӧ́шмӧ,siew
209,Saat::N,туш,siew
210,Korn::N,шу́рно,ziarno
211,Heu::N,шу́до,siano
212,Schale::N,шӱм,łupina
213,Grube::N,выне́м,dół
214,Grube::N,выне́м,jama
215,Falle::N,лӧ́дӧ,pułapka
216,Schlinge::N,о́птыш,sidła
217,Schlinge::N,шӧрга́лтыш,sidła
218,Spur::N,кыша́,ślad
219,Asche::N,ло́мыж,popiół
220,Dreck::N,лавыра́,brud
221,Eisen::N,кӱ́ртньӧ,żelazo
222,Gold::N,шӧ́ртньӧ,złoto
223,Silber::N,ший,srebro
224,Kohle::N,мландышӱ́й,węgiel
225,Glas::N,янда́,szkło
226,Lehm::N,шун,glina
227,Sand::N,ошма́,piasek
228,Mensch::N,еҥ,człowiek
229,Mensch::N,айде́ме,człowiek
230,Mann::N,пӧръе́ҥ,mężczyzna
231,Frau::N,ӱдырама́ш,kobieta
232,Kind::N,аза́,dziecko
233,Junge::N,рве́зе,chłopak
234,Junge::N,рве́зе,chłopiec
235,Mädchen::N,ӱдыра́ш,dziewczynka
236,Familie::N,еш,rodzina
237,Großvater::N,коча́,dziadek
238,Großmutter::N,кова́,babka
239,Eltern::N,ача́-ава́,rodzice
240,Vater::N,ача́,ojciec
241,Mutter::N,ава́,matka
242,Sohn::N,э́рге,syn
243,Tochter::N,ӱ́дыр,córka
244,Bruder::N,иза́,brat
245,Bruder::N,шо́льо,brat
246,Schwester::N,ака́,siostra
247,Onkel::N,иза́,wuj
248,Onkel::N,иза́,stryj
249,Tante::N,кока́,ciotka
250,Ehemann::N,мари́й,mąż
251,Ehefrau::N,ва́те,żona
252,Freude::N,куа́н,radość
253,Freude::N,куаныма́ш,radość
254,Gelächter::N,во́штылтыш,śmiech
255,Glück::N,пиа́л,szczęście
256,Kummer::N,о́йго,zmartwienie
257,Wunsch::N,ку́мыл,życzenie
258,Lust::N,ку́мыл,chęć
259,Lust::N,ку́мыл,ochota
260,Geist::N,ӧрт,duch
261,Geist::N,чон,duch
262,Gedanke::N,ой,myśl
263,Gedanke::N,шоныма́ш,myśl
264,Gedächtnis::N,шарныма́ш,pamięć
265,Verstand::N,уш,rozum
266,Sinn::N,смысл,zmysł
267,Grund::N,ама́л,powód
268,Wahrheit::N,чын,prawda
269,Gespräch::N,мутланыма́ш,rozmowa
270,Märchen::N,йома́к,bajka
271,Erzählung::N,ойлыма́ш,opowiadanie
272,Nachricht::N,увертарыма́ш,wiadomość
273,Neuigkeit::N,уве́р,nowina
274,Name::N,лӱм,imię
275,Rätsel::N,ту́што,zagadka
276,Rede::N,ойлыма́ш,mowa
277,Sprache::N,йы́лме,język
278,Stimme::N,йӱк,głos
279,Wort::N,ой,słowo
280,Wort::N,мут,słowo
281,Zeichen::N,ти́ште,znak
282,Zeichen::N,знак,znak
283,Ruf::N,ӱжма́ш,wołanie
284,Lärm::N,лӱшкыма́ш,hałas
285,Lärm::N,лӱшкыма́ш,zgiełk
286,Lärm::N,йӱк-йӱа́н,hałas
287,Lärm::N,йӱк-йӱа́н,zgiełk
288,Laut::N,йӱк,dźwięk
289,Ton::N,йӱксе́м,ton
290,Ton::N,йӱксе́м,dźwięk
291,Lied::N,му́ро,pieśń
292,Lied::N,му́ро,piosenka
293,Ruhe::N,ты́мык,spokój
294,Leute::N,еҥ-влак,ludzie
295,Volk::N,ка́лык,naród
296,Arbeit::N,паша́,praca
297,Arbeit::N,паша́,robota
298,Gast::N,уна́,gość
299,Geschenk::N,пӧле́к,prezent
300,Geschenk::N,пӧле́к,podarunek
301,Spiel::N,мо́дыш,gra
302,Spiel::N,мо́дыш,zabawa
303,Spiel::N,модма́ш,gra
304,Spiel::N,модма́ш,zabawa
305,Gesellschaft::N,тӱшка́,towarzystwo
306,Hilfe::N,по́лыш,pomoc
307,Freund::N,таҥ,przyjaciel
308,Freund::N,йолта́ш,przyjaciel
309,Kamerad::N,таҥ,kolega
310,Angelegenheit::N,паша́,sprawa
311,Anzahl::N,чот,ilość
312,Art::N,вид,rodzaj
313,Stück::N,ка́тыш,kawałek
314,Stück::N,ла́стык,kawałek
315,Teil::N,ужа́ш,część
316,Hälfte::N,пел,połowa
317,Hälfte::N,пе́ле,połowa
318,Kreis::N,ты́ртыш,krąg
319,Kreuz::N,ыре́с,krzyż
320,Linie::N,ли́ний,linia
321,Strich::N,коре́ш,kreska
322,Abstand::N,кокла́,odstęp
323,Entfernung::N,тора́,odległość
324,Entfernung::N,ку́жыт,odległość
325,Gegend::N,кунде́м,okolica
326,Platz::N,ку́мдык,miejsce
327,Ort::N,вер,miejsce
328,Ort::N,о́лмо,miejsce
329,Seite::N,ӧ́рдыж,bok
330,Seite::N,ӧ́рдыж,strona
331,Mitte::N,покше́л,środek
332,Gegenstand::N,наста́,przedmiot
333,Sache::N,наста́,rzecz
334,Rand::N,тӱр,skraj
335,Rand::N,тӱр,krawędź
336,Kante::N,тӱр,kant
337,Kante::N,тӱр,krawędź
338,Ecke::N,лук,róg
339,Spitze::N,вуй,ostrze
340,Ende::N,муча́ш,koniec
341,Loch::N,рож,dziura
342,Winkel::N,лук,kąt
343,Winkel::N,лук,kącik
344,Muster::N,пеза́к,wzór
345,Muster::N,узо́р,wzór
346,Muster::N,ӱ́лгӧ,wzór
347,Größe::N,кӱ́кшыт,rozmiar
348,Größe::N,кӱ́кшыт,wielkość
349,Länge::N,ку́тыш,długość
350,Höhe::N,кӱ́кшыт,wysokość
351,Gewicht::N,не́лыт,ciężar
352,Menge::N,чот,ilość
353,Haufen::N,кы́шыл,kupa
354,Reihe::N,рада́м,rząd
355,Reihe::N,рада́м,szereg
356,Boot::N,пуш,łódź
357,Boot::N,пуш,łódka
358,Ruder::N,эшка́к,wiosło
359,Schlitten::N,тер,sanki
360,Schlitten::N,изде́р,sanki
361,Ski::N,е́че,narta
362,Lagerfeuer::N,туло́то,ognisko
363,Last::N,нӧ́лтыш,ciężar
364,Last::N,нӧ́лтыш,brzemię
365,Gang::N,ошкылма́ш,chód
366,Schritt::N,о́шкыл,krok
367,Norden::N,йӱдйыма́л,północ
368,Süden::N,кечывалве́л,południe
369,Westen::N,касве́л,zachód
370,Osten::N,эрве́л,wschód
371,Holz::N,пу,drzewo
372,Brett::N,оҥа́,deska
373,Platte::N,аста́р,płyta
374,Stütze::N,чара́к,podpora
375,Stange::N,лома́ш,drąg
376,Stange::N,лома́ш,żerdź
377,Stock::N,тоя́,kij
378,Stock::N,тоя́,laska
379,Stab::N,вара́,pręt
380,Stab::N,кашта́,pręt
381,Rohr::N,пуч,rura
382,Haus::N,пӧрт,dom
383,Heim::N,мӧ́ҥгӧ,dom
384,Ofen::N,комака́,piec
385,Fußboden::N,кӱва́р,podłoga
386,Tisch::N,ӱсте́л,stół
387,Stuhl::N,пӱке́н,krzesło
388,Wiege::N,шепка́,kołyska
389,Bett::N,ва́кшыш,łóżko
390,Bett::N,ва́кшыш,pościel
391,Regal::N,шӧ́рлык,regał
392,Kiste::N,шо́ндык,skrzynia
393,Kiste::N,я́шлык,skrzynia
394,Fenster::N,окна́,okno
395,Tür::N,омса́,drzwi
396,Tor::N,капка́,brama
397,Zaun::N,сава́р,płot
398,Zaun::N,сава́р,parkan
399,Dach::N,леве́дыш,dach
400,Leiter::N,тошка́лтыш,drabina
401,Besen::N,ӱштерво́штыр,miotła
402,Spaten::N,ко́льмо,rydel
403,Schaufel::N,сово́к,łopata
404,Schaufel::N,су́ско,łopata
405,Gabel::N,ви́лке,widelec
406,Löffel::N,па́не,łyżka
407,Löffel::N,совла́,łyżka
408,Messer::N,кӱ́зӧ,nóż
409,Nagel::N,пуда́,gwóźdź
410,Netz::N,вапш,sieć
411,Haken::N,са́гыле,hak
412,Griff::N,кыл,chwyt
413,Schloss::N,кӧгӧ́н,zamek
414,Bild::N,сӱре́т,obraz
415,Figur::N,фигу́р,figura
416,Puppe::N,курча́к,lalka
417,Beutel::N,меша́к,torba
418,Bündel::N,арша́ш,wiązka
419,Tasche::N,сумка́,torba
420,Eimer::N,ведра́,kubeł
421,Eimer::N,ведра́,wiadro
422,Deckel::N,ко́мдыш,przykrywka
423,Geschirr::N,а́те,statki
424,Geschirr::N,а́те,naczynia
425,Sack::N,куль,worek
426,Sack::N,меша́к,worek
427,Tasse::N,чу́кыр,filiżanka
428,Tasse::N,чашка́,filiżanka
429,Topf::N,ми́ске,garnek
430,Kessel::N,под,kocioł
431,Essen::N,ко́чкыш,jedzenie
432,Nahrung::N,ку́рго,pokarm
433,Nahrung::N,ку́рго,pożywienie
434,Speise::N,ко́чкыш,potrawa
435,Speise::N,ко́чкыш,jedzenie
436,Fleisch::N,шыл,mięso
437,Getreide::N,шу́рно,zboże
438,Brei::N,пу́чымыш,kasza
439,Brot::N,ки́нде,chleb
440,Scheibe::N,ка́тыш,kromka
441,Fett::N,коя́,tłuszcz
442,Butter::N,ӱй,masło
443,Öl::N,ӱй,olej
444,Salz::N,шинча́л,sól
445,Suppe::N,шӱр,zupa
446,Honig::N,мӱй,miód
447,Milch::N,шӧр,mleko
448,Tee::N,чай,herbata
449,Leder::N,сура́н,skóra
450,Leder::N,шӱ́штӧ,skóra
451,Wolle::N,пун,wełna
452,Stoff::N,куэ́м,tkanina
453,Stoff::N,куэ́м,materiał
454,Stoff::N,посто́,tkanina
455,Stoff::N,посто́,materiał
456,Nadel::N,и́ме,igła
457,Faden::N,шӱ́ртӧ,nić
458,Faden::N,шӱ́ртӧ,nitka
459,Knopf::N,по́лдыш,guzik
460,Knoten::N,пышке́м,węzeł
461,Farbe::N,чия́,farba
462,Kleidung::N,чие́м,odzież
463,Kleidung::N,вурге́м,odzież
464,Hemd::N,ту́выр,koszula
465,Kragen::N,сога́,kołnierz
466,Ärmel::N,шокш,rękaw
467,Hose::N,йола́ш,spodnie
468,Gürtel::N,ӱ́штӧ,pasek
469,Mütze::N,упш,czapka
470,Schuh::N,боти́нке,but
471,Schuh::N,боти́нке,bucik
472,Stiefel::N,кем,but
473,Stiefel::N,кем,kozak
474,Ring::N,шерга́ш,pierścień
475,Band::N,тасма́,wstęga
476,Band::N,ле́нте,wstęga
477,Kamm::N,шерге́,grzebień
478,Spiegel::N,вошто́нчыш,lustro
479,Riemen::N,кӱзанӱ́штӧ,rzemień
480,Schnur::N,кере́м,sznur
481,Schnur::N,кандыра́,sznur
482,Leine::N,вӱра́ҥ,smycz
483,Decke::N,леве́дыш,kołdra
484,Decke::N,одея́л,kołdra
485,Kissen::N,кӱ́пчык,poduszka
486,Tuch::N,шо́выч,chustka
487,Handtuch::N,со́лык,ręcznik
488,Kraft::N,вий,moc
489,Kraft::N,вий,siła
490,Kraft::N,куа́т,moc
491,Kraft::N,куа́т,siła
492,Stärke::N,куа́т,moc
493,Stärke::N,куа́т,siła
494,Stärke::N,карма́н,moc
495,Stärke::N,карма́н,siła
496,Gesundheit::N,таза́лык,zdrowie
497,Krankheit::N,чер,choroba
498,Schmerz::N,ко́рштыш,ból
499,Wunde::N,су́сыр,rana
500,Fieber::N,йӱштыму́ж,gorączka
501,Fieber::N,лихора́дке,gorączka
502,Arznei::N,эм,lekarstwo
503,Brücke::N,кӱва́р,most
504,Brunnen::N,вӱдвыне́м,studnia
505,Weide::N,нурше́р,pastwisko
506,Pfad::N,йолго́рно,ścieżka
507,Pfad::N,сокма́к,ścieżka
508,Weg::N,ко́рно,droga
509,Straße::N,ко́рно,ulica
510,Dorf::N,ял,wieś
511,Stadt::N,ола́,miasto
512,Brief::N,се́рыш,list
513,Buch::N,книга́,książka
514,Buchstabe::N,буква́,litera
515,Zeitung::N,газе́т,gazeta
516,Zeitung::N,газе́т,dziennik
517,Leben::N,и́лыш,życie
518,Tod::N,колыма́ш,śmierć
519,Grab::N,шӱга́р,grób
520,Kirche::N,че́рке,kościół
521,Sünde::N,су́лык,grzech
522,Gott::N,ю́мо,bóg
523,Arbeiter::N,паша́зе,robotnik
524,Chef::N,тӧра́,szef
525,Meister::N,маста́р,mistrz
526,Meister::N,маста́р,majster
527,Arzt::N,врач,lekarz
528,Lehrer::N,ту́ныктышо,nauczyciel
529,Geld::N,окса́,pieniądze
530,Geschäft::N,сатулыма́ш,sprawa
531,Geschäft::N,сатулыма́ш,interes
532,Laden::N,ке́выт,sklep
533,Preis::N,ак,cena
534,Ware::N,сату́,towar
535,Nutzen::N,пайда́,pożytek
536,Reichtum::N,поя́нлык,bogactwo
537,Welt::N,тӱня́,świat
538,Land::N,эл,kraj
539,Staat::N,кугыжа́ныш,państwo
540,König::N,кугыжа́,król
541,Macht::N,власть,władza
542,Grenze::N,грани́ца,granica
543,Krieg::N,сар,wojna
544,Feind::N,тушма́н,wróg
545,Gewalt::N,виешлыма́ш,władza
546,Kampf::N,кредалма́ш,bój
547,Kampf::N,кредалма́ш,walka
548,Bogen[Waffe]::N,юҥе́ж,łuk
549,Pfeil::N,пикш,strzała
550,Gewehr::N,пыча́л,karabin
551,Fehler::N,йо́ҥылыш,błąd
552,Lüge::N,шоя́к,kłamstwo
553,Schaden::N,зия́н,szkoda
554,Unglück::N,эҥге́к,nieszczęście
555,Schuld::N,тита́к,wina
556,Schuld::N,йола́,wina
557,Alter::N,ийго́т,wiek
558,Schluss::N,муча́ш,koniec
559,Schluss::N,муча́ш,zakończenie
560,Zeit::N,жап,czas
561,Zeit::N,па́гыт,czas
562,Tag::N,ке́че,dzień
563,Morgen::N,эр,ranek
564,Morgen::N,эр,poranek
565,Mittag::N,кечыва́л,południe
566,Abend::N,кас,wieczór
567,Nacht::N,йӱд,noc
568,Woche::N,арня́,tydzień
569,Monat::N,ты́лзе,miesiąc
570,Jahr::N,ий,rok
571,Frühling::N,шо́шо,wiosna
572,Sommer::N,кеҥе́ж,lato
573,Herbst::N,шы́же,jesień
574,Winter::N,те́ле,zima
575,Januar::N,шоркыйол,styczeń
576,Januar::N,идалыкву́й,styczeń
577,Januar::N,янва́рь,styczeń
578,Februar::N,пургыж,luty
579,Februar::N,февра́ль,luty
580,März::N,ӱярня,marzec
581,März::N,март,marzec
582,April::N,апре́ль,kwiecień
583,Mai::N,ага,maj
584,Mai::N,май,maj
585,Juni::N,пеледыш,czerwiec
586,Juni::N,ию́нь,czerwiec
587,Juli::N,сӱрем,lipiec
588,Juli::N,ию́ль,lipiec
589,August::N,сорла,sierpień
590,August::N,агарма́н,sierpień
591,August::N,а́вгуст,sierpień
592,September::N,идым,wrzesień
593,September::N,сентя́брь,wrzesień
594,Oktober::N,шыжа,październik
595,Oktober::N,октя́брь,październik
596,November::N,кылме тылзе,listopad
597,November::N,ноя́брь,listopad
598,Dezember::N,дека́брь,grudzień
599,Montag::N,шо́чмо,poniedziałek
600,Dienstag::N,ку́шкыжмо,wtorek
601,Mittwoch::N,вӱрге́че,środa
602,Donnerstag::N,изарня́,czwartek
603,Freitag::N,кугарня́,piątek
604,Samstag::N,шуматке́че,sobota
605,Sonntag::N,рушарня́,niedziela
606,groß::A,кугу́,duży
607,groß::A,кугу́,wielki
608,klein::A,изи́,mały
609,lang::A,кужу́,długi
610,kurz::A,кӱ́чык,krótki
611,breit::A,кумда́,szeroki
612,schmal::A,а́ҥысыр,wąski
613,dicht::A,ну́гыдо,gęsty
614,dick[Gegenstand]::A,кӱ́жгӧ,gruby
615,dünn::A,ви́чкыж,cienki
616,fein::A,ты́гыде,drobny
617,fest::A,чо́ткыдо,mocny
618,fest::A,чо́ткыдо,twardy
619,flach::A,лапка́,płaski
620,glatt::A,яклака́,gładki
621,hart::A,пе́ҥгыде,twardy
622,weich::A,пу́шкыдо,miękki
623,rund::A,йырге́шке,okrągły
624,spitz::A,коша́р,spiczasty
625,scharf::A,пӱ́сӧ,ostry
626,stumpf::A,токма́к,tępy
627,schwer::A,не́ле,ciężki
628,schön::A,сы́лне,ładny
629,schön::A,сы́лне,piękny
630,heiß::A,шо́кшо,gorący
631,warm::A,ле́ве,ciepły
632,kalt::A,йӱ́штӧ,zimny
633,kühl::A,юа́лге,chłodny
634,kühl::A,южгата́,chłodny
635,frisch::A,свежа́,świeży
636,feucht::A,вӱ́дыжгӧ,wilgotny
637,nass::A,нӧ́рӧ,mokry
638,trocken::A,ку́кшо,suchy
639,voll::A,тич,pełny
640,leer::A,яра́,pusty
641,leer::A,яра́,próżny
642,offen::A,виш,otwarty
643,geschlossen::A,пе́тырыме,zamknięty
644,geschlossen::A,тӱ́чмӧ,zamknięty
645,sauber::A,ару́,czysty
646,sauber::A,янда́р,czysty
647,schmutzig::A,лавыра́н,brudny
648,schmutzig::A,ла́выргыше,brudny
649,roh::A,кӱ́чымӧ,surowy
650,reif::A,лӧза́,dojrzały
651,lecker::A,ту́тло,smaczny
652,süß::A,ше́ре,słodki
653,bitter::A,ко́чо,gorzki
654,sauer::A,шо́по,kwaśny
655,hell::A,во́лгыдо,jasny
656,dunkel::A,пычке́мыш,ciemny
657,schwarz::A,шола́,czarny
658,weiß::A,ош,biały
659,rot::A,йошка́р,czerwony
660,gelb::A,сар,żółty
661,blau::A,ка́нде,błękitny
662,blau::A,ка́нде,niebieski
663,grün::A,ужа́р,zielony
664,grau::A,сур,szary
665,bunt::A,олача́,barwny
666,billig::A,шу́лдо,tani
667,teuer::A,ше́рге,drogi
668,wertvoll::A,шергака́н,cenny
669,blind::A,со́кыр,ślepy
670,taub::A,соҥгыра́,głuchy
671,kräftig::A,куа́тле,mocny
672,stark::A,вия́н,silny
673,schwach::A,а́лдыме,słaby
674,fett::A,коя́,tłusty
675,schlank::A,йоштката́,smukły
676,schlank::A,яжу́,smukły
677,hübsch::A,чеве́р,ładny
678,böse::A,шы́де,zły
679,dumm::A,аҥыра́,głupi
680,faul::A,його,leniwy
681,fleißig::A,ты́ршыше,pilny
682,geizig::A,чаҥга́,skąpy
683,klug::A,уша́н,mądry
684,geschickt::A,уста́,zręczny
685,lieb::A,ала́л,miły
686,lustig::A,весела́,wesoły
687,sanft::A,ны́жылге,łagodny
688,hungrig::A,шу́жышо,głodny
689,krank::A,че́рле,chory
690,nackt::A,чарама́т,nagi
691,traurig::A,ойга́н,smutny
692,lebendig::A,и́лыше,żywy
693,gut::A,сай,dobry
694,schlecht::A,уда́,zły
695,schlecht::A,шӱ́кшӧ,zły
696,richtig::A,чы́нле,słuszny
697,richtig::A,чы́нле,właściwy
698,schlimm::A,аля́к,zły
699,schlimm::A,тыра́н,zły
700,wahr::A,чы́нле,prawdziwy
701,wahr::A,настоя́щий,prawdziwy
702,alt::A,то́што,stary
703,neu::A,у,nowy
704,ehemalig::A,о́нчычсо,były
705,ehemalig::A,онда́кысе,były
706,alt[Lebewesen]::A,шо́нто,stary
707,jung::A,са́мырык,młody
708,arm::A,нужна́,ubogi
709,arm::A,нужна́,biedny
710,reich::A,поя́н,bogaty
711,bekannt::A,па́лыме,znany
712,berühmt::A,лӱ́млӧ,słynny
713,fremd::A,йот,obcy
714,fremd::A,йот,cudzy
715,verschieden::A,тӱ́рлӧ,różny
716,nah::A,ли́шыл,bliski
717,fern::A,тора́,daleki
718,fern::A,мӱ́ндыр,daleki
719,linker::A,шола́,lewy
720,rechter::A,пурла́,prawy
721,anderer::A,вес,inny
722,anderer::A,мо́ло,inny
723,erster::A,и́кымше,pierwszy
724,zweiter::A,ко́кымшо,drugi
725,dritter::A,ку́мшо,trzeci
726,letzter::A,пыта́ртыш,ostatni
727,allein::ADV,шкет,sam
728,auf einmal::ADV,икана́ште,naraz
729,zusammen::ADV,пырля́,razem
730,lange::ADV,кужу́н,długo
731,plötzlich::ADV,кенета́,nagle
732,sofort::ADV,кызыта́к,natychmiast
733,später::ADV,варара́к,później
734,jetzt::ADV,ы́нде,teraz
735,jetzt::ADV,ы́нде,obecnie
736,jetzt::ADV,кы́зыт,teraz
737,jetzt::ADV,кы́зыт,obecnie
738,heute::ADV,та́че,dziś
