,Concept_ID,vep,sah
89,Schatten::N,kuvahaine,күлүк
90,Wetter::N,sä,күн-дьыл
91,Nebel::N,sumeg,туман
92,Wolke::N,pil'v,былыт
93,Regen::N,vihm,самыыр
94,Schnee::N,lumi,хаар
95,Eis::N,jä,муус
96,Frost::N,hala,тымныы
97,Frost::N,pakaine,тымныы
98,Kälte::N,vilu,тымныы
99,Hitze::N,räk,куйаас
100,Raureif::N,hüde,кырыа
101,Regenbogen::N,jumalanbembel',кустук
102,Donner::N,juru,этиҥ
103,Donner::N,jumalanjuru,этиҥ
104,Strömung::N,joksmuz,сүүрүк
105,Tropfen::N,tilkuine,таммах
106,Tropfen::N,tilkuine,хааппыла
107,Schaum::N,vaht,күүгэн
108,Schmutz::N,redu,кир
109,Schmutz::N,pačak,кир
110,See::N,järv,күөл
111,Sumpf::N,so,бадараан
112,Moor::N,so,дьэбэрэ
113,Wiese::N,nit,ходуһа
114,Wald::N,mec,ойуур
115,Hügel::N,kukaz,булгунньах
116,Anhöhe::N,kukaz,үрдэл
117,Berg::N,mägi,хайа
118,Gipfel::N,ladv,чыпчаал
119,Höhle::N,mägionduz,хайа_хаспаҕа
120,Höhle::N,mägionduz,көҥүс
121,Abhang::N,paute,эниэ
122,Quelle::N,lähte,дьүүктэ
123,Bach::N,oja,үрүйэ
124,Fluss::N,jogi,өрүс
125,Ufer::N,rand,биэрэк
126,Küste::N,randišt,кытыл
127,Festland::N,kuivma,кураанах сир
128,Meer::N,meri,муора
129,Bucht::N,laht,хомо
130,Bucht::N,laht,бухта
131,Insel::N,sar',арыы
132,Blume::N,änik,сибэкки
133,Gras::N,hein,от
134,Wurzel::N,jur',силис
135,Baum::N,pu,мас
136,Stamm::N,tüvi,умнас
137,Rinde::N,kor',хатырык
138,Ast::N,oks,мутук
139,Zweig::N,oks,лабаа
140,Zweig::N,barb,лабаа
141,Blatt::N,lehtez,сэбирдэх
142,Birke::N,koiv,хатыҥ
143,Kiefer[Baum]::N,pedai,бэс
144,Weide[Baum]::N,raid,үөт
145,Weide[Baum]::N,raid,талах
146,Tanne::N,kuz',харыйа
147,Horn::N,sar'v,муос
148,Feder::N,höuneh,куорсун
149,Fell::N,nahk,тирии
150,Flügel::N,suug,кынат
151,Klaue::N,künz',тыҥырах
152,Kralle::N,künz',баппаҕай
153,Schwanz::N,händ,кутурук
154,Ei::N,muna,сымыыт
155,Nest::N,peza,уйа
156,Bau::N,uru,хороон
157,Tier::N,živat,кыыл
158,Tier::N,živat,харамай
159,Herde::N,kogo,үөр
160,Kuh::N,lehm,ынах
161,Bulle::N,härg,оҕус
162,Pferd::N,hebo,сылгы
163,Schaf::N,lambaz,овца
164,Schwein::N,siga,сибиинньэ
165,Hund::N,koir,ыт
166,Katze::N,kaži,куоска
167,Bär::N,kondi,эһэ
168,Eichhörnchen::N,orav,тииҥ
169,Elch::N,hirb',тайах
170,Fuchs::N,reboi,саһыл
171,Hase::N,jäniš,куобах
172,Maus::N,hir',кутуйах
173,Wolf::N,händikaz,бөрө
174,Vogel::N,lind,көтөр
175,Schwarm::N,parveh,бөлөх
176,Huhn::N,kana,куурусса
177,Hahn::N,kukoi,бөтүүк
178,Gans::N,hanh',хаас
179,Adler::N,orl,хотой
180,Ente::N,sorz,кус
181,Eule::N,hir'pulo,мэкчиргэ
182,Kranich::N,kurg,туруйа
183,Krähe::N,variš,тураах
184,Kuckuck::N,kägi,кэҕэ
185,Schwan::N,joucen,куба
186,Fisch::N,kala,балык
187,Barsch::N,ahven,алыһар
188,Hecht::N,haug',сордон
189,Schlange[Tier]::N,kü,моҕой
190,Schlange[Tier]::N,kü,эриэн үөн
191,Schlange[Tier]::N,mado,моҕой
192,Schlange[Tier]::N,mado,эриэн үөн
193,Wurm::N,mado,үөн
194,Spinne::N,hämähouk,ооҕуй
195,Ameise::N,murahaine,кымырдаҕас
196,Laus::N,täi,быт
197,Mücke::N,säs'k,кумаар
198,Fliege::N,kärbhaine,сахсырҕа
199,Schmetterling::N,lipkaine,лыах
200,Schmetterling::N,lipkaine,үрүмэччи
201,Beere::N,marj,отон
202,Apfel::N,jablok,яблоко
203,Pilz::N,sen',тэллэй
204,Pilz::N,babuk,тэллэй
205,Zwiebel::N,lauk,луук
206,Saat::N,semned,сиэмэ
207,Korn::N,jüvä,сиэмэ
208,Korn::N,vill',сиэмэ
209,Heu::N,hein,от
210,Schale::N,kor',хах
211,Grube::N,kop,дьаама
212,Falle::N,rida,сохсо
213,Schlinge::N,rihm,уктаа
214,Spur::N,jäl'g,суол
215,Asche::N,tuhk,күл
216,Dreck::N,redu,бадараан
217,Dreck::N,pačak,бадараан
218,Eisen::N,raud,тимир
219,Gold::N,kuld,көмүс
220,Gold::N,kuld,кыһыл көмүс
221,Silber::N,hobed,көмүс
222,Silber::N,hobed,үрүҥ көмүс
223,Kohle::N,hil',чох
224,Glas::N,stökol,өстүөкүлэ
225,Lehm::N,savi,туой
226,Sand::N,lete,кумах
227,Mensch::N,mez',киһи
228,Mensch::N,ristit,киһи
229,Mann::N,mez',эр
230,Frau::N,naine,дьахтар
231,Kind::N,laps',оҕо
232,Junge::N,poig,уол
233,Junge::N,prihaine,уол
234,Mädchen::N,neičukaine,кыыс оҕо
235,Familie::N,kanz,кэргэн
236,Familie::N,pereh,кэргэн
237,Großvater::N,ded,эһэ
238,Großmutter::N,bab,эбэ
239,Eltern::N,vanhembad,аҕа-ийэ
240,Eltern::N,kazvatajad,аҕа-ийэ
241,Vater::N,tat,аҕа
242,Mutter::N,mam,ийэ
243,Sohn::N,poig,уол
244,Tochter::N,tütär,кыыс
245,Bruder::N,veik,убай
246,Bruder::N,veik,быраат
247,Bruder::N,vell',убай
248,Bruder::N,vell',быраат
249,Schwester::N,čiža,аҕас
250,Schwester::N,čiža,балыс
251,Schwester::N,sizar,аҕас
252,Schwester::N,sizar,балыс
253,Onkel::N,däd',таай
254,Onkel::N,däd',абаҕа
255,Tante::N,tädi,эдьиий
256,Ehemann::N,mužik,эр
257,Ehefrau::N,ak,ойох
258,Freude::N,ilo,үөрүү
259,Freude::N,ihastuz,үөрүү
260,Gelächter::N,nagr,күлүү
261,Glück::N,oza,дьол
262,Glück::N,oza,соргу
263,Kummer::N,gor'a,кутурҕан
264,Wunsch::N,taht,баҕарыы
265,Lust::N,himo,баҕа
266,Geist::N,heng,тыын
267,Gedanke::N,meletuz,санаа
268,Gedächtnis::N,mušt,өй
269,Verstand::N,mel',өй
270,Sinn::N,jüvä,суолта
271,Grund::N,sü,төрүөт
272,Wahrheit::N,tozi,кырдьык
273,Gespräch::N,lodu,бэсиэдэ
274,Gespräch::N,lodu,кэпсэтии
275,Gespräch::N,pagin,бэсиэдэ
276,Gespräch::N,pagin,кэпсэтии
277,Märchen::N,sarn,остуоруйа
278,Erzählung::N,sanutez,кэпсээн
279,Nachricht::N,tedotuz,биллэриллии
280,Neuigkeit::N,uzištuz,сонун
281,Name::N,nimi,аат
282,Rätsel::N,ozoitez,таабырын
283,Rede::N,pagin,этии
284,Rede::N,sanad,этии
285,Sprache::N,kel',тыл
286,Stimme::N,än',куолас
287,Wort::N,sana,тыл
288,Zeichen::N,znam,бэлиэ
289,Ruf::N,kida,ыҥырыы
290,Ruf::N,kucund,ыҥырыы
291,Lärm::N,judu,айдаан
292,Laut::N,kulund,тыас
293,Ton::N,kulund,дорҕоон
294,Lied::N,pajo,ырыа
295,Ruhe::N,lebu,уу чуумпу
296,Leute::N,rahvaz,дьон
297,Volk::N,rahvaz,дьон
298,Volk::N,rahvaz,норуот
299,Arbeit::N,tö,үлэ
300,Arbeit::N,rad,үлэ
301,Gast::N,adiv,ыалдьыт
302,Geschenk::N,lahj,бэлэх
303,Spiel::N,vänd,оонньуу
304,Gesellschaft::N,sebr,общество
305,Hilfe::N,abu,көмө
306,Freund::N,sebranik,доҕор
307,Kamerad::N,sebranik,атас
308,Angelegenheit::N,azj,дьыала
309,Anzahl::N,lugu,ахсаан
310,Art::N,rod,биис
311,Art::N,rodsugu,биис
312,Stück::N,pala,кырбас
313,Stück::N,supal,кырбас
314,Teil::N,pala,ирээт
315,Hälfte::N,pol',аҥар
316,Kreis::N,ümbruz,төгүрүк
317,Kreis::N,ümbruz,төгүрүмтэ
318,Kreis::N,kehkruz,төгүрүк
319,Kreis::N,kehkruz,төгүрүмтэ
320,Kreuz::N,rist,кириэс
321,Linie::N,pird,сурааһын
322,Strich::N,pird,сурааһын
323,Abstand::N,keskust,арыт
324,Entfernung::N,matk,ыраах
325,Gegend::N,taho,сир
326,Platz::N,avaruz',арыт
327,Ort::N,koht,сир
328,Seite::N,pol',өрүт
329,Seite::N,pol',сирэй
330,Seite::N,kül'g,өрүт
331,Seite::N,kül'g,сирэй
332,Mitte::N,kesk,орто
333,Gegenstand::N,kalu,предмет
334,Sache::N,azj,мал
335,Rand::N,röun,кытыы
336,Rand::N,röun,ойоҕос
337,Kante::N,röun,кырыы
338,Ecke::N,saum,муннук
339,Spitze::N,agjaine,чыпчаал
340,Ende::N,agj,төбө
341,Loch::N,reig,тэһэҕэс
342,Loch::N,reig,дьөлөҕөс
343,Winkel::N,čoga,муннук
344,Winkel::N,saum,муннук
345,Muster::N,kirjam,оһуор
346,Größe::N,suruz',кээмэй
347,Länge::N,piduz,уста
348,Höhe::N,korktuz',үрдүк
349,Gewicht::N,jügu,ыйааһын
350,Gewicht::N,vedäduz,ыйааһын
351,Menge::N,äjüz',ахсаан
352,Haufen::N,kogo,чөмчөх
353,Reihe::N,rivi,кэккэ
354,Boot::N,veneh,оҥочо
355,Ruder::N,air,эрдии
356,Schlitten::N,regi,сыарҕа
357,Schlitten::N,regut,сыарҕа
358,Ski::N,suks',хайыһар
359,Lagerfeuer::N,nodj,кутаа
360,Lagerfeuer::N,pažag,кутаа
361,Last::N,jüguz,ыарахан
362,Gang::N,astund,хаамыы
363,Schritt::N,hašk,хардыы
364,Norden::N,pohjoine,хоту
365,Süden::N,suvi,соҕуруу
366,Westen::N,päivlaskm,арҕаа
367,Osten::N,päivnouzm,илин
368,Holz::N,pu,мас
369,Brett::N,laud,дуоска
370,Brett::N,laud,хаптаһын
371,Platte::N,keitim,билиитэ
372,Stütze::N,tugi,тулааһын
373,Stange::N,arz',ураҕас
374,Stock::N,kalu,мас
375,Stock::N,kalu,баалкы
376,Stab::N,seibaz,ураҕас
377,Rohr::N,torv,турба
378,Haus::N,pert',дьиэ
379,Heim::N,kodi,дьиэ
380,Ofen::N,päč,оһох
381,Fußboden::N,lava,муоста
382,Tisch::N,laud,остуол
383,Tisch::N,stal'c,остуол
384,Stuhl::N,ištim,устуул
385,Wiege::N,kätte,биһик
386,Bett::N,sija,кырабаат
387,Bett::N,magaduzsija,кырабаат
388,Regal::N,palič,долбуур
389,Kiste::N,mülütim,дьааһык
390,Fenster::N,ikun,түннүк
391,Tür::N,uks',аан
392,Tor::N,verai,аан
393,Zaun::N,aid,соппулуот
394,Dach::N,katuz,кырыыса
395,Leiter::N,pordhad,кирилиэс
396,Besen::N,lud,миинньик
397,Besen::N,vast,миинньик
398,Spaten::N,labid,күрдьэх
399,Schaufel::N,labid,күрдьэх
400,Gabel::N,hangoine,биилкэ
401,Löffel::N,luzik,луоска
402,Messer::N,veič,быһах
403,Nagel::N,nagl,тоһоҕо
404,Netz::N,verk,илим
405,Haken::N,kouk,көхө
406,Griff::N,kägä,ук
407,Griff::N,kägä,тутаах
408,Griff::N,varz',ук
409,Griff::N,varz',тутаах
410,Schloss::N,lukkol,күлүүс
411,Bild::N,kuva,хартыына
412,Figur::N,figur,фигура
413,Puppe::N,tätüine,куукула
414,Beutel::N,havad,мөһөөччук
415,Bündel::N,toppaz,баайыы
416,Bündel::N,käč,баайыы
417,Tasche::N,sumk,суумка
418,Eimer::N,vädr,биэдэрэ
419,Deckel::N,katuz,хаппах
420,Geschirr::N,astii,иһит
421,Sack::N,havad,куул
422,Tasse::N,čašk,сэлиэнэй
423,Topf::N,pada,көстүрүүҥкэ
424,Kessel::N,katil,хочуол
425,Essen::N,sönd,аһылык
426,Nahrung::N,söm,ас
427,Speise::N,sömine,аһылык
428,Fleisch::N,liha,эт
429,Getreide::N,vill',злактар
430,Brei::N,pudr,хааһы
431,Brot::N,leib,килиэп
432,Scheibe::N,bibaleh,куһуок
433,Scheibe::N,šlik,куһуок
434,Fett::N,razv,сыа
435,Butter::N,voi,арыы
436,Öl::N,voi,арыы
437,Salz::N,sol,туус
438,Suppe::N,lem',мин
439,Suppe::N,keitoz,мин
440,Honig::N,mezi,мүөт
441,Milch::N,maid,үүт
442,Tee::N,čai,чэй
443,Leder::N,nahk,тирии
444,Wolle::N,vill,түү
445,Stoff::N,kangaz,таҥас
446,Nadel::N,negl,иннэ
447,Faden::N,nit',сап
448,Knopf::N,nübl',тимэх
449,Knoten::N,sol'm,түмүк
450,Farbe::N,muju,кырааска
451,Kleidung::N,sobad,таҥас
452,Hemd::N,paid,ырбаахы
453,Kragen::N,kagluz,саҕа
454,Ärmel::N,hijam,сиэх
455,Hose::N,štanad,ыстаан
456,Hose::N,štanad,бүрүүкэ
457,Gürtel::N,vö,кур
458,Mütze::N,šapuk,бэргэһэ
459,Schuh::N,keng',бачыыҥка
460,Stiefel::N,sapug,саппыкы
461,Ring::N,rengaz,биһилэх
462,Band::N,lentaine,лиэнтэ
463,Kamm::N,suga,тараах
464,Spiegel::N,zerkol,сиэркилэ
465,Riemen::N,vö,кур
466,Schnur::N,nor,быа
467,Leine::N,talutimnor,тэһиин
468,Decke::N,sijakatuz,суорҕан
469,Kissen::N,pöluz,сыттык
470,Tuch::N,paik,былаат
471,Handtuch::N,käzipaik,соттор
472,Kraft::N,vägi,сыра
473,Stärke::N,vahvuz',күүс
474,Gesundheit::N,tervhuz,доруобуйа
475,Krankheit::N,läžund,ыарыы
476,Schmerz::N,kibu,ыарыы
477,Wunde::N,čapatez,баас
478,Fieber::N,säru,түрүлгэн
479,Fieber::N,säru,лихорадка
480,Fieber::N,säru,температура
481,Arznei::N,zel'l',эмп
482,Brücke::N,sild,күргэ
483,Brunnen::N,kaiv,холуодьас
484,Weide::N,omaluine,мэччирэҥ
485,Pfad::N,tehut,ыллык
486,Weg::N,te,суол
487,Straße::N,te,суол
488,Dorf::N,külä,дэриэбинэ
489,Stadt::N,lidn,куорат
490,Brief::N,kirjeine,сурук
491,Buch::N,kirj,кинигэ
492,Buchstabe::N,kirjam,буква
493,Zeitung::N,lehtez,хаһыат
494,Leben::N,elo,тыын
495,Tod::N,surm,өлүү
496,Grab::N,kaum,иин
497,Kirche::N,jumalanpert',таҥара дьиэтэ
498,Sünde::N,grähk,айыы
499,Gott::N,jumal,тангара
500,Arbeiter::N,radnik,үлэһит
501,Chef::N,pämez',баһылык
502,Chef::N,pämez',начальник
503,Meister::N,mastar,уус
504,Meister::N,mastar,маастар
505,Arzt::N,lekar',врач
506,Lehrer::N,opendai,учуутал
507,Geld::N,rahad,харчы
508,Geschäft::N,biznes,идэ
509,Laden::N,lauk,маҕаһыын
510,Preis::N,arv,сыана
511,Ware::N,tavar,табаар
512,Nutzen::N,liža,туһа
513,Reichtum::N,kodielo,баай
514,Reichtum::N,kal'huz',баай
515,Welt::N,mail'm,аан дойду
516,Land::N,ma,дойду
517,Staat::N,valdkund,государство
518,König::N,kunigaz,король
519,Macht::N,vald,былаас
520,Grenze::N,röun,кыраныысса
521,Krieg::N,soda,сэрии
522,Feind::N,vihanik,өстөөх
523,Feind::N,vastustai,өстөөх
524,Gewalt::N,vägivald,күүһүлээһин
525,Kampf::N,tora,охсуһуу
526,Bogen[Waffe]::N,taug,ох
527,Pfeil::N,nol,ох
528,Gewehr::N,oružj,саа
529,Fehler::N,viga,сыыһа
530,Lüge::N,kelastuz,сымыйа
531,Schaden::N,pahuz',хоромньу
532,Unglück::N,bed,алдьархай
533,Unglück::N,gor'a,алдьархай
534,Schuld::N,värhuz',буруй
535,Alter::N,igä,саас
536,Schluss::N,lop,тиһэх
537,Zeit::N,aig,бириэмэ
538,Tag::N,päiv,күн
539,Morgen::N,homendez,сарсыарда
540,Mittag::N,keskpäiv,күн ортото
541,Abend::N,eht,киэһэ
542,Nacht::N,ö,түүн
543,Woche::N,nedal',нэдиэлэ
544,Monat::N,ku,ый
545,Jahr::N,voz',сыл
546,Jahr::N,voz',дьыл
547,Frühling::N,keväz',саас
548,Sommer::N,keza,сайын
549,Herbst::N,sügüz',күһүн
550,Winter::N,tal'v,кыһын
551,Januar::N,viluku,тохсунньу
552,Februar::N,uhoku,олунньу
553,März::N,keväz'ku,кулун тутар
554,April::N,sulaku,муус устар ый
555,Mai::N,semendku,ыам ыйа
556,Juni::N,kezaku,бэс ыйа
557,Juli::N,heinku,от ыйа
558,August::N,eloku,атырдьах ыйа
559,September::N,sügüz'ku,балаҕан ыйа
560,Oktober::N,reduku,алтынньы
561,November::N,kül'mku,сэтинньи
562,Dezember::N,tal'vku,ахсынньы
563,Montag::N,ezmärg,бэнидиэнньик
564,Dienstag::N,tožnarg,оптуорунньук
565,Mittwoch::N,koumanz'päiv,сэрэдэ
566,Donnerstag::N,nellänz'päiv,чэппиэр
567,Freitag::N,pätnič,бээтинсэ
568,Freitag::N,videnz'päiv,бээтинсэ
569,Samstag::N,sobat,субуота
570,Sonntag::N,pühäpäiv,баскыһыанньа
571,groß::A,sur',бөдөҥ
572,groß::A,sur',улахан
573,groß::A,järed,бөдөҥ
574,groß::A,järed,улахан
575,klein::A,pen',кыр
576,klein::A,pičuine,кыр
577,lang::A,pit'k,уһун
578,kurz::A,lühüd,кылгас
579,breit::A,leved,кэтит
580,schmal::A,kaid,кыараҕас
581,dicht::A,tihed,хойуу
582,dick[Gegenstand]::A,paks,суон
583,dick[Gegenstand]::A,paks,хойуу
584,dünn::A,hoik,чараас
585,fein::A,hen,бытархай
586,fein::A,hen,синньигес
587,fest::A,luja,бөҕө
588,fest::A,luja,кытаанах
589,fest::A,ninev,бөҕө
590,fest::A,ninev,кытаанах
591,flach::A,lapak,хаптаҕай
592,glatt::A,siled,кылааккай
593,hart::A,kova,хатан
594,hart::A,kova,кытаанах
595,weich::A,pehmed,сымнаҕас
596,rund::A,kehker,төгүрүк
597,spitz::A,nügu,сытыы
598,spitz::A,nügu,уһуктаах
599,spitz::A,terav,сытыы
600,spitz::A,terav,уһуктаах
601,scharf::A,terav,сытыы
602,stumpf::A,tül'c,сыппах
603,schwer::A,jüged,ыарахан
604,schön::A,čoma,кыраһыабай
605,heiß::A,räk,итии
606,warm::A,läm',ичигэс
607,kalt::A,vilu,тымныы
608,kühl::A,raibak,сөрүүн
609,kühl::A,viluhk,сөрүүн
610,frisch::A,lahed,ыраас
611,frisch::A,lahed,сөрүүн
612,frisch::A,lahed,тымныы
613,feucht::A,neps,сииктээх
614,feucht::A,toreh,сииктээх
615,nass::A,märg,инчэҕэй
616,trocken::A,kuiv,кураан
617,voll::A,täuz',толору
618,leer::A,joudai,иччитэх
619,offen::A,avoin,аһаҕас
620,offen::A,avol'jaine,аһаҕас
621,geschlossen::A,saubaline,бүтэй
622,sauber::A,puhtaz,сэбэр
623,schmutzig::A,redukaz,кирдээх
624,roh::A,rohk,сиикэй
625,roh::A,toreh,сиикэй
626,reif::A,küps,буспут
627,reif::A,küps,сиппит-хоппут
628,lecker::A,magukaz,минньигэс
629,süß::A,maged,минньигэс
630,bitter::A,karged,аһыы
631,sauer::A,muiged,аһыы
632,hell::A,kirkas,сырдык
633,hell::A,valgei,сырдык
634,dunkel::A,pimed,хараҥа
635,schwarz::A,must,хара
636,weiß::A,vauged,үрүҥ
637,weiß::A,vauged,маҥан
638,rot::A,rusked,кыһыл
639,gelb::A,pakuine,саһархай
640,blau::A,sinine,күөх
641,grün::A,vihand,күөх
642,grün::A,vihand,от күөҕэ
643,grau::A,hahk,сиэрэй
644,bunt::A,kirjav,эриэн
645,billig::A,odav,чэпчэки
646,teuer::A,kalliž,сыаналаах
647,wertvoll::A,arvokas,сыаналаах
648,blind::A,soged,хараҕа суох
649,taub::A,kurdiž,дьүлэй
650,kräftig::A,vägev,модун
651,stark::A,vahv,күүстээх
652,stark::A,vägekaz,күүстээх
653,schwach::A,väll',мөлтөх
654,fett::A,razvakaz,эмис
655,schlank::A,kapos,дьылҕан
656,schlank::A,kapos,дьыпсаҕай
657,hübsch::A,čoma,олус кэрэ
658,hübsch::A,čoma,көрүөхтэн үчүгэй
659,böse::A,äred,өһүөннээх
660,böse::A,käred,өһүөннээх
661,dumm::A,el'getoi,акаары
662,faul::A,lašk,нэс
663,fleißig::A,radonnavedii,кыһамньылаах
664,geizig::A,ažlak,иҥсэлээх
665,klug::A,melev,өйдөөх
666,klug::A,melekaz,өйдөөх
667,geschickt::A,mahtokaz,наһаа дьоҕурдаах
668,lieb::A,izo,тапталлаах
669,lieb::A,sula,тапталлаах
670,lustig::A,ilokaz,көрдөөх
671,sanft::A,laskav,намчы
672,sanft::A,laskav,сымнаҕас
673,hungrig::A,näl'ghine,аччык
674,krank::A,läžui,ыалдьар
675,nackt::A,alastoi,сыгынньах
676,traurig::A,opalahine,санаарҕабыллаах
677,lebendig::A,eläb,тыыннаах
678,gut::A,hüvä,үтүө
679,gut::A,hüvä,үчүгэй
680,schlecht::A,huba,куһаҕан
681,richtig::A,oiged,сөп
682,schlimm::A,paha,сидьиҥ
683,schlimm::A,paha,быдьар
684,wahr::A,todesine,кырдьык
685,alt::A,vanh,былыргы
686,neu::A,uz',саҥа
687,ehemalig::A,edeline,урукку
688,alt[Lebewesen]::A,ravaz,кырдьаҕас
689,jung::A,nor',эдэр
690,arm::A,gol'l',дьадаҥы
691,reich::A,elokaz,баай
692,bekannt::A,tutab,билэр
693,berühmt::A,tetab,аатырбыт
694,fremd::A,veraz,атын
695,verschieden::A,erazvuitte,араас
696,nah::A,läheline,чугас
697,fern::A,edahaine,ыраах
698,linker::A,hura,хаҥас
699,rechter::A,oiged,уҥа
700,anderer::A,toine,атын
701,erster::A,ezmäine,маҥнайгы
702,zweiter::A,toine,иккис
703,dritter::A,koumanz',үһүс
704,letzter::A,jäl'gmäine,тиһэх
705,allein::ADV,üksnäze,соҕотох
706,auf einmal::ADV,ühten aigan,биирдэ
707,zusammen::ADV,ühtes,холбуу
708,lange::ADV,hätken,уһуннук
709,plötzlich::ADV,äkkid,эмискэ
710,sofort::ADV,kerdalaz,тута
711,später::ADV,möhemba,хойут
712,jetzt::ADV,nügüd',билигин
713,heute::ADV,tämbei,бүгүн
714,morgen::ADV,homen,сарсын
715,bald::ADV,pigai,өтөр
716,dann::ADV,sid',кэнна
717,gestern::ADV,eglai,бэҕэһээ
718,einst::ADV,ende,биир төгүл
719,einst::ADV,ende,арай биирдэ
720,einst::ADV,kerdan,биир төгүл
721,einst::ADV,kerdan,арай биирдэ
722,damals::ADV,siloi,оччоҕо
723,danach::ADV,sid',аары
724,danach::ADV,sid',ол кэнниттэн
725,vorher::ADV,ende,урут
726,zuerst::ADV,ezmäi,маҥнай
727,einmal::ADV,kerdan,биирдэ
728,manchmal::ADV,erašti,арыт
729,oft::ADV,paksus,чаастатык
730,immer::ADV,kaiken,мэлдьи
731,niemals::ADV,ei nikonz,хаһан да
732,hier::ADV,täs,маныаха
733,hier::ADV,tägä,маныаха
734,hierhin::ADV,tänna,бэттэх
735,von hier::ADV,täspäi,мантан
736,von hier::ADV,sid'päi,мантан
737,dort::ADV,sigä,онно
738,dorthin::ADV,sinna,онно
739,dorthin::ADV,nakkale,онно
740,geradeaus::ADV,kohtha,быһа
741,geradeaus::ADV,kohtha,быһаччы
742,vorwärts::ADV,edehe,инники
743,rückwärts::ADV,sel'gin,төттөру
744,zurück::ADV,tagaze,төттөрү
745,unten::ADV,alahan,аллара
746,hinab::ADV,alaz,аллара
747,hinab::ADV,alahaks,аллара
748,oben::ADV,ülähän,үөһэ
749,hinauf::ADV,ülez,өрө
750,hinauf::ADV,ülez,үөһэ
751,hinauf::ADV,ülähäks,өрө
752,hinauf::ADV,ülähäks,үөһэ
753,überall::ADV,kaikjal,бэйдиэ
754,nicht::ADV,ei,буолбатах
755,ein wenig::ADV,vähän,кыратык
756,kaum::ADV,habi,нэһиилэ
757,sehr::ADV,lujas,бэрт
758,sehr::ADV,lujas,наһаа
759,so::ADV,muga,оччо
760,so::ADV,muga,оннук
761,so::ADV,ninga,оччо
762,so::ADV,ninga,оннук
763,noch::ADV,völ,өссө
764,nur::ADV,järg,эрэ
765,nur::ADV,järg,сыччах
766,nur::ADV,vaiše,эрэ
767,nur::ADV,vaiše,сыччах
768,schon::ADV,jo,бэлиэр
769,wieder::ADV,möst,эмиэ
770,vergebens::ADV,uhtei,таак
