,Concept_ID,ga,br
342,Winkel::N,cúinne,
343,Winkel::N,uillinn,
344,Muster::N,patrún,tresadenn
345,Größe::N,méid,ment
346,Größe::N,toise,ment
347,Länge::N,fad,hirder
348,Höhe::N,airde,uhelder
349,Gewicht::N,meáchan,pouez
350,Menge::N,méid,bern
351,Haufen::N,cnap,bern
352,Reihe::N,líne,steud
353,Reihe::N,sraith,steud
354,Boot::N,bád,bag
355,Ruder::N,rámh,roeñv
356,Ruder::N,maide rámha,roeñv
357,Schlitten::N,carr sleamhnáin,trainell
358,Ski::N,scí,ski
359,Lagerfeuer::N,tine champa,
360,Last::N,ualach,karg
361,Gang::N,siúlóid,kerzh
362,Schritt::N,céim,paz
363,Schritt::N,coiscéim,paz
364,Norden::N,tuaisceart,norzh
365,Norden::N,tuaisceart,hanternoz
366,Süden::N,deisceart,su
367,Süden::N,deisceart,kreisteiz
368,Westen::N,iarthar,kuzh-heol
369,Osten::N,oirthear,reter
370,Osten::N,oirthear,sav-heol
371,Holz::N,adhmad,koad
372,Brett::N,clár,plankenn
373,Platte::N,leac,plakenn
374,Stütze::N,taca,harp
375,Stange::N,polla,sparl
376,Stange::N,cuaille,sparl
377,Stock::N,bata,bazh
378,Stock::N,maide,bazh
379,Stab::N,maide,bazh
380,Stab::N,bachall,bazh
381,Rohr::N,píopa,tub
382,Rohr::N,píopa,korz
383,Haus::N,teach,ti
384,Heim::N,baile,kêr
385,Ofen::N,sornóg,forn
386,Fußboden::N,urlár,plañchod
387,Tisch::N,bord,taol
388,Tisch::N,tábla,taol
389,Stuhl::N,cathaoir,kador
390,Wiege::N,cliabhán,kavell
391,Bett::N,leaba,gwele
392,Regal::N,seilf,estajerenn
393,Kiste::N,bosca,kased
394,Fenster::N,fuinneoig,prenestr
395,Tür::N,doras,dor
396,Tor::N,geata,portal
397,Zaun::N,fál,sklotur
398,Zaun::N,claí,sklotur
399,Dach::N,díon,toenn
400,Leiter::N,dréimire,skeul
401,Besen::N,scuab,skubell
402,Spaten::N,spád,pal
403,Spaten::N,rámhainn,pal
404,Schaufel::N,sluasaid,pal
405,Gabel::N,forc,fourchetez
406,Gabel::N,gabhlóg,fourchetez
407,Löffel::N,spúnóg,loa
408,Messer::N,scian,kontell
409,Nagel::N,tairne,tach
410,Netz::N,líon,roued
411,Netz::N,eangach,roued
412,Haken::N,croch,krog
413,Griff::N,cos,kemer
414,Griff::N,hanla,kemer
415,Schloss::N,glas,potenn
416,Bild::N,pictiúr,skeudenn
417,Figur::N,fíor,skeud
418,Figur::N,fíor,figur
419,Puppe::N,bábóg,merc'hodenn
420,Beutel::N,mála,sac'h
421,Beutel::N,mealbhóg,sac'h
422,Bündel::N,beart,feskenn
423,Tasche::N,mála,sac'h
424,Eimer::N,buicéad,sailh
425,Deckel::N,clár,pallenn
426,Deckel::N,claibín,pallenn
427,Geschirr::N,soithí,listriaj
428,Geschirr::N,gréithe,listriaj
429,Sack::N,sac,sac'h
430,Sack::N,mála,sac'h
431,Tasse::N,cupán,tas
432,Topf::N,pota,pod
433,Kessel::N,citeal,chaodouron
434,Essen::N,béile,pred
435,Nahrung::N,bia,boued
436,Speise::N,mias,meuz
437,Fleisch::N,feoil,kig
438,Getreide::N,grán,ed
439,Getreide::N,arbhar,ed
440,Brei::N,brúitín,yod
441,Brot::N,arán,bara
442,Scheibe::N,píosa,tailhenn
443,Scheibe::N,slisne,tailhenn
444,Fett::N,saill,lard
445,Fett::N,méathras,lard
446,Butter::N,im,amann
447,Öl::N,ola,eoul
448,Salz::N,salann,holen
449,Suppe::N,sú,soubenn
450,Suppe::N,anraith,soubenn
451,Honig::N,mil,mel
452,Milch::N,bainne,laezh
453,Tee::N,tae,te
454,Leder::N,leathar,lêr
455,Wolle::N,olann,gloan
456,Stoff::N,éadach,danvez
457,Nadel::N,snáthaid,nadoz
458,Faden::N,snáth,neudenn
459,Knopf::N,cnaipe,bouton
460,Knoten::N,snaidhm,skoulm
461,Farbe::N,péint,liv
462,Kleidung::N,éadaí,dilhad
463,Hemd::N,léine,roc'hed
464,Kragen::N,bóna,gouzoug
465,Ärmel::N,muinchille,milgin
466,Hose::N,bríste,bragoù
467,Hose::N,treabhsar,bragoù
468,Gürtel::N,crios,gouriz
469,Mütze::N,caipín,boned
470,Schuh::N,bróg,botez
471,Stiefel::N,buatais,botez
472,Ring::N,fáinne,gwalenn
473,Band::N,ribín,bagad
474,Kamm::N,cíor,krib
475,Spiegel::N,scáthán,melezour
476,Riemen::N,iall,lerenn
477,Riemen::N,strapa,lerenn
478,Schnur::N,téad,kordenn
479,Schnur::N,sreangán,kordenn
480,Leine::N,iall,roll
481,Decke::N,pluid,golo
482,Decke::N,blaincéad,golo
483,Kissen::N,piliúr,goubenner
484,Kissen::N,adhartán,goubenner
485,Tuch::N,scaif,mezher
486,Handtuch::N,tuáille,toailhon
487,Kraft::N,fórsa,nerzh
488,Stärke::N,neart,nerzhder
489,Gesundheit::N,sláinte,yec'hed
490,Krankheit::N,tinneas,klañved
491,Krankheit::N,breoiteacht,klañved
492,Schmerz::N,pian,poan
493,Schmerz::N,pian,droug
494,Wunde::N,goin,gloazadenn
495,Fieber::N,fiabhras,terzhienn
496,Arznei::N,cógas,louzoù
497,Brücke::N,droichead,pont
498,Brunnen::N,tobar,puñs
499,Weide::N,féarach,prad
500,Pfad::N,cosán,gwenodenn
501,Pfad::N,conair,gwenodenn
502,Weg::N,slí,hent
503,Weg::N,bealach,hent
504,Straße::N,bóthar,ru
505,Straße::N,bóthar,hent
506,Dorf::N,sráidbhaile,kêr
507,Dorf::N,sráidbhaile,kêriadenn
508,Stadt::N,baile,kêr
509,Stadt::N,cathair,kêr
510,Brief::N,litir,lizher
511,Buch::N,cín,levr
512,Buch::N,leabhar,levr
513,Buchstabe::N,litir,lizherenn
514,Zeitung::N,nuachtán,kazetenn
515,Leben::N,saol,buhez
516,Leben::N,beatha,buhez
517,Tod::N,bás,marv
518,Grab::N,uaigh,bez
519,Kirche::N,eaglais,iliz
520,Sünde::N,peaca,pec'hed
521,Gott::N,dia,doue
522,Arbeiter::N,oibrí,labourer
523,Arbeiter::N,oibrí,micherour
524,Chef::N,saoiste,penn
525,Chef::N,ceannasaí,penn
526,Meister::N,máistir,mestr
527,Arzt::N,lia,mezeg
528,Arzt::N,lia,medisin
529,Arzt::N,dochtúir,mezeg
530,Arzt::N,dochtúir,medisin
531,Lehrer::N,oide,skolaer
532,Lehrer::N,oide,kelenner
533,Lehrer::N,múinteoir,skolaer
534,Lehrer::N,múinteoir,kelenner
535,Geld::N,airgead,arc'hant
536,Geschäft::N,gnó,stal
537,Laden::N,siopa,stal
538,Preis::N,praghas,priz
539,Ware::N,earra,marc'hadourezh
540,Nutzen::N,tairbhe,gounidegezh
541,Nutzen::N,tairbhe,lañs
542,Nutzen::N,tairbhe,profit
543,Nutzen::N,tairbhe,spleit
544,Reichtum::N,rachmas,pinvidigezh
545,Reichtum::N,saibhreas,pinvidigezh
546,Welt::N,domhan,douar
547,Land::N,tír,bro
548,Staat::N,stát,stad
549,König::N,rí,roue
550,Macht::N,cumhacht,galloud
551,Grenze::N,críoch,harzoù
552,Grenze::N,teorainn,harzoù
553,Krieg::N,cogadh,brezel
554,Feind::N,namhaid,eneber
555,Gewalt::N,foréigean,tâerder
556,Kampf::N,troid,kann
557,Bogen[Waffe]::N,bogha,gwareg
558,Pfeil::N,saighead,saezh
559,Gewehr::N,gunna,fuzuilh
560,Fehler::N,botún,fazi
561,Fehler::N,meancóg,fazi
562,Lüge::N,bréag,gaou
563,Lüge::N,éitheach,gaou
564,Schaden::N,dochar,gwall
565,Schaden::N,damáiste,gwall
566,Unglück::N,drochrath,gwalleur
567,Schuld::N,locht,kablusted
568,Schuld::N,locht,pec'hedigezh
569,Schuld::N,milleán,kablusted
570,Schuld::N,milleán,pec'hedigezh
571,Alter::N,aois,oad
572,Schluss::N,deireadh,diwezh
573,Zeit::N,am,amzer
574,Zeit::N,aimsir,amzer
575,Tag::N,lá,deizh
576,Morgen::N,maidin,beure
577,Morgen::N,maidin,mintin
578,Mittag::N,nóin,kreisteiz
579,Abend::N,tráthnóna,abardaez
580,Nacht::N,oíche,noz
581,Woche::N,seachtain,sizhun
582,Monat::N,mí,miz
583,Jahr::N,bliain,bloaz
584,Frühling::N,earrach,nevezamzer
585,Sommer::N,samhradh,hañv
586,Herbst::N,fómhar,diskaramzer
587,Winter::N,geimhreadh,goañv
588,Januar::N,Eanáir,Genver
589,Februar::N,Feabhra,C'hwevrer
590,März::N,Márta,Meurzh
591,April::N,Aibreán,Ebrel
592,Mai::N,Bealtaine,Mae
593,Juni::N,Meitheamh,Mezheven
594,Juli::N,Iúil,Gouhere
595,August::N,Lúnasa,Eost
596,September::N,Meán Fómhair,Gwengolo
597,Oktober::N,Deireadh Fómhair,Here
598,November::N,Samhain,Du
599,November::N,Mí na Samhna,Du
600,Dezember::N,Mí na Nollag,Kerzu
601,Montag::N,Luan,Lun
602,Montag::N,Dé Luain,Lun
603,Dienstag::N,Máirt,Meurzh
604,Dienstag::N,Dé Máirt,Meurzh
605,Mittwoch::N,Céadaoin,Merc'her
606,Mittwoch::N,Dé Céadaoin,Merc'her
607,Donnerstag::N,Déardaoin,Yaou
608,Freitag::N,Aoine,Gwener
609,Freitag::N,Dé hAoine,Gwener
610,Samstag::N,Satharn,Sadorn
611,Samstag::N,Dé Sathairn,Sadorn
612,Sonntag::N,Domhnach,Sul
613,Sonntag::N,Dé Domhnaigh,Sul
614,groß::A,mór,bras
615,klein::A,beag,bihan
616,lang::A,fada,hir
617,kurz::A,gearr,berr
618,kurz::A,gairid,berr
619,breit::A,leathan,ledan
620,breit::A,fairsing,ledan
621,schmal::A,cúng,strizh
622,dicht::A,dlúth,stank
623,dick[Gegenstand]::A,tiubh,tev
624,dünn::A,caol,moan
625,dünn::A,tanaí,moan
626,fein::A,scáinte,munut
627,fein::A,fíneálta,munut
628,fest::A,daingean,start
629,flach::A,cothrom,plaen
630,glatt::A,mín,lintr
631,glatt::A,mín,levn
632,glatt::A,sleamhain,lintr
633,glatt::A,sleamhain,levn
634,hart::A,crua,kalet
635,weich::A,bog,blot
636,rund::A,cruinn,ront
637,spitz::A,gobach,poentet
638,spitz::A,biorach,poentet
639,scharf::A,géar,dremm
640,scharf::A,faobhrach,dremm
641,stumpf::A,maol,talsoc'h
642,schwer::A,trom,pounner
643,schön::A,álainn,kaer
644,heiß::A,te,tomm
645,warm::A,te,tomm
646,kalt::A,fuar,yen
647,kühl::A,fionnuar,yen
648,frisch::A,úr,fresk
649,frisch::A,friseáilte,fresk
650,feucht::A,tais,gleb
651,nass::A,fliuch,gleb
652,trocken::A,tirim,sec'h
653,voll::A,lán,leun
654,leer::A,folamh,goullo
655,offen::A,oscailte,digor
656,geschlossen::A,dúnta,serr
657,geschlossen::A,druidte,serr
658,sauber::A,glan,naet
659,schmutzig::A,salach,lous
660,roh::A,amh,kriz
661,reif::A,aibí,darev
662,lecker::A,blasta,lipous
663,lecker::A,blasta,saourus
664,süß::A,milis,dous
665,bitter::A,searbh,c'hwerv
666,sauer::A,géar,trenk
667,sauer::A,searbh,trenk
668,hell::A,geal,sklaer
669,hell::A,soilseach,sklaer
670,dunkel::A,dorcha,teñval
671,schwarz::A,dubh,du
672,weiß::A,bán,gwenn
673,rot::A,dearg,ruz
674,gelb::A,buí,melen
675,blau::A,gorm,glas
676,grün::A,glas,gwer
677,grün::A,uaine,gwer
678,grau::A,liath,louet
679,bunt::A,ildathach,liesliv
680,bunt::A,dathannach,liesliv
681,billig::A,saor,marc'had-mat
682,teuer::A,daor,ker
683,teuer::A,costasach,ker
684,wertvoll::A,luachmhar,prizius
685,blind::A,dall,dall
686,blind::A,caoch,dall
687,taub::A,bodhar,bouzar
688,kräftig::A,cumhachtach,start
689,stark::A,tréan,kreñv
690,stark::A,láidir,kreñv
691,schwach::A,lag,gwan
692,schwach::A,fann,gwan
693,fett::A,ramhar,lard
694,schlank::A,caol,sinkl
695,schlank::A,seang,sinkl
696,hübsch::A,álainn,koant
697,hübsch::A,dathúil,koant
698,böse::A,olc,gwall
699,dumm::A,dúr,glep
700,dumm::A,amaideach,glep
701,faul::A,falsa,lezirek
702,faul::A,leisciúil,lezirek
703,fleißig::A,dícheallach,studius
704,geizig::A,barainneach,tost
705,geizig::A,sprionlaithe,tost
706,klug::A,cliste,speredek
707,geschickt::A,oilte,dornet
708,geschickt::A,ealaíonta,dornet
709,lieb::A,dil,koant
710,lieb::A,dílis,koant
711,lustig::A,aerach,laouen
712,lustig::A,meidhreach,laouen
713,sanft::A,bog,flour
714,sanft::A,séimh,flour
715,hungrig::A,ocrach,marnaon
716,krank::A,tinn,klañv
717,krank::A,breoite,klañv
718,nackt::A,nocht,noazh
719,traurig::A,brónach,trist
720,lebendig::A,beo,bev
721,gut::A,maith,mad
722,schlecht::A,dona,fall
723,schlecht::A,dona,gwall
724,schlecht::A,droch-,fall
725,schlecht::A,droch-,gwall
726,richtig::A,ceart,reizh
727,schlimm::A,gránna,gwall
728,schlimm::A,tubaisteach,gwall
729,wahr::A,fíor,gwir
730,alt::A,sean,kozh
731,neu::A,úr,nevez
732,neu::A,nua,nevez
733,ehemalig::A,iar-,kozh
734,ehemalig::A,sean-,kozh
735,alt[Lebewesen]::A,sean,kozh
736,alt[Lebewesen]::A,aosta,kozh
737,jung::A,óg,yaouank
738,arm::A,bocht,paour
739,reich::A,saibhir,pinvidik
740,reich::A,rachmasach,pinvidik
741,bekannt::A,atá eolas air,anavezet
742,berühmt::A,cailiúil,brudet
743,berühmt::A,clúiteach,brudet
744,fremd::A,coimhthíoch,dizanav
745,verschieden::A,éagsúil,disheñel
746,verschieden::A,difriúil,disheñel
747,nah::A,gar,nes
748,nah::A,deas,nes
749,fern::A,i bhfad uainn,diabell
750,fern::A,i bhfad i gcéin,diabell
751,linker::A,clé,kleiz
752,rechter::A,deas,dehoù
753,anderer::A,eile,all
754,erster::A,céad,kentañ
755,zweiter::A,dóú,eil
756,zweiter::A,dara,eil
757,dritter::A,tríú,trede
758,dritter::A,treas,trede
759,letzter::A,déanach,diwezhañ
760,letzter::A,deireanach,diwezhañ
761,allein::ADV,i d'aonar,e-unan
762,auf einmal::ADV,ag an am céanna,ar un dro
763,zusammen::ADV,le chéile,asambles
764,zusammen::ADV,in eineacht,asambles
765,lange::ADV,fada,pell
766,plötzlich::ADV,go tobann,en un taol
767,plötzlich::ADV,i dtobainne,en un taol
768,sofort::ADV,ar an toirt,diouzhtu
769,sofort::ADV,ar an bpointe,diouzhtu
770,später::ADV,níos déanaí,diwezhatoc'h
771,jetzt::ADV,anois,bremañ
772,heute::ADV,inniu,hiziv
773,morgen::ADV,amárach,arc'hoazh
774,bald::ADV,go luath,hepdale
775,bald::ADV,gan mhoill,hepdale
776,dann::ADV,ansin,a-c'houde
777,gestern::ADV,inné,dec'h
778,einst::ADV,tráth,gwechall
779,einst::ADV,uair amháin,gwechall
780,damals::ADV,ag an am,neuze
781,damals::ADV,an t-am sin,neuze
782,danach::ADV,ina dhiaidh sin,goude
783,vorher::ADV,cheana,diagent
784,vorher::ADV,roimhe sin,diagent
785,zuerst::ADV,ar dtús,da gentañ
786,einmal::ADV,uair amháin,ur wech
787,manchmal::ADV,uaireanta,a-wechoù
788,oft::ADV,minic,alies
789,immer::ADV,i gcónaí,atav
790,immer::ADV,i gcónaí,bepred
791,niemals::ADV,riamh,gwech ebet
792,hier::ADV,anseo,amañ
793,hierhin::ADV,anseo,dre amañ
794,von hier::ADV,an áit seo,alemañ
795,dort::ADV,ann,aze
796,dort::ADV,ann,ahont
797,dort::ADV,ansin,aze
798,dort::ADV,ansin,ahont
799,dorthin::ADV,ann,di
800,dorthin::ADV,ann,aze
801,dorthin::ADV,ann,ahont
802,dorthin::ADV,ansin,di
803,dorthin::ADV,ansin,aze
804,dorthin::ADV,ansin,ahont
805,geradeaus::ADV,ar aghaidh,war-eeun
806,rückwärts::ADV,siar,war-lerc'h
807,zurück::ADV,ar ais,war-dreñv
