,Concept_ID,pl,ps
103,Tropfen::N,kropla,قطره
104,Tropfen::N,kropla,څاڅکی
105,Schaum::N,piana,ځګ
106,Schmutz::N,brud,ناپاکي
107,See::N,jezioro,جهیل
108,Sumpf::N,bagno,جبه
109,Moor::N,bagno,جبه
110,Wiese::N,łąka,چمن
111,Wiese::N,łąka,شنېلی
112,Wald::N,las,ځنګل
113,Hügel::N,pagórek,تپه
114,Anhöhe::N,wzgórze,غونډۍ
115,Berg::N,góra,غ‍‍‍‍‍ر
116,Gipfel::N,szczyt,څوکه
117,Gipfel::N,wierzchołek,څوکه
118,Höhle::N,pieczara,کاز
119,Abhang::N,stok,لمن
120,Abhang::N,zbocze,لمن
121,Quelle::N,zdrój,چینه
122,Quelle::N,źródło,چینه
123,Bach::N,potok,واله
124,Bach::N,strumień,واله
125,Fluss::N,rzeka,سیند
126,Ufer::N,brzeg,غاړه
127,Küste::N,wybrzeże,ساحل
128,Festland::N,ląd,وچه
129,Meer::N,morze,بحر
130,Meer::N,morze,سمندر
131,Bucht::N,zatoka,کارۍ
132,Insel::N,wyspa,ټاپو
133,Insel::N,wyspa,جزيره
134,Blume::N,kwiat,ګل
135,Gras::N,trawa,واښه
136,Wurzel::N,korzeń,ریښه
137,Baum::N,drzewo,ونه
138,Stamm::N,pień,ډډ
139,Rinde::N,kora,پوستکی
140,Ast::N,gałąź,ښاخ
141,Zweig::N,gałąź,څانګه
142,Blatt::N,liść,پاڼه
143,Birke::N,brzoza,توس
144,Kiefer[Baum]::N,sosna,نښتر
145,Weide[Baum]::N,wierzba,وله
146,Tanne::N,jodła,ناجو
147,Horn::N,róg,ښکر
148,Feder::N,pióro,بڼکه
149,Fell::N,futro,پوستکی
150,Flügel::N,skrzydło,وزر
151,Klaue::N,szpon,پنجه
152,Klaue::N,szpon,منګول
153,Kralle::N,pazur,پنجه
154,Kralle::N,pazur,منګول
155,Schwanz::N,ogon,لکۍ
156,Ei::N,jajko,وۍ
157,Ei::N,jajko,هګۍ
158,Nest::N,gniazdo,جاله
159,Bau::N,nora,کاز
160,Tier::N,zwierzę,ژوی
161,Tier::N,zwierzę,حیوان
162,Herde::N,stado,رمه
163,Herde::N,stado,غېله
164,Herde::N,trzoda,رمه
165,Herde::N,trzoda,غېله
166,Kuh::N,krowa,غوا
167,Bulle::N,byk,غوئی
168,Pferd::N,koń,آس
169,Schaf::N,owca,پسه
170,Schwein::N,świnia,سرکوزی
171,Hund::N,pies,سپی
172,Katze::N,kot,پشه
173,Katze::N,kotka,پشه
174,Bär::N,niedźwiedż,خرس
175,Eichhörnchen::N,wiewiórka,خړ لمی
176,Elch::N,łóś,ګوزن
177,Fuchs::N,lis,سپلم
178,Hase::N,zając,سوی
179,Maus::N,mysz,مږک
180,Wolf::N,wilk,لېوه
181,Vogel::N,ptak,مرغه
182,Schwarm::N,stado,سېل
183,Huhn::N,kura,چرګه
184,Hahn::N,kogut,چرګ
185,Gans::N,gęś,بته
186,Adler::N,orzeł,عقاب
187,Ente::N,kaczka,ایلۍ
188,Eule::N,sowa,ګونګی
189,Kranich::N,żuraw,کلنګ
190,Krähe::N,wrona,کارغه
191,Kuckuck::N,kukułka,فاخته
192,Schwan::N,łabędż,قو
193,Fisch::N,ryba,کب
194,Fisch::N,ryba,ماهی
195,Barsch::N,okoń,
196,Hecht::N,szczupak,
197,Schlange[Tier]::N,wąż,مار
198,Schlange[Tier]::N,żmija,مار
199,Wurm::N,robak,چینجی
200,Spinne::N,pająk,غڼه
201,Spinne::N,pająk,تارکښ
202,Ameise::N,mrówka,مېږی
203,Laus::N,wesz,سپږه
204,Mücke::N,komar,ماشی
205,Fliege::N,mucha,مچ
206,Schmetterling::N,motyl,پتنګ
207,Beere::N,jagoda,مېوۍ
208,Apfel::N,jabłko,مڼه
209,Pilz::N,grzyb,خرېړی
210,Zwiebel::N,cebula,پیاز
211,Saat::N,siew,تخم
212,Korn::N,ziarno,تخم
213,Korn::N,ziarno,دانه
214,Heu::N,siano,بوس
215,Heu::N,siano,پروړه
216,Schale::N,łupina,پوستکی
217,Grube::N,dół,کنده
218,Grube::N,jama,کنده
219,Falle::N,pułapka,دام
220,Falle::N,pułapka,لومه
221,Schlinge::N,sidła,کړۍ
222,Spur::N,ślad,نښه
223,Asche::N,popiół,آس
224,Asche::N,popiół,ایره
225,Dreck::N,brud,ناپاکي
226,Eisen::N,żelazo,اوسپنه
227,Gold::N,złoto,سره زر
228,Silber::N,srebro,نقره
229,Silber::N,srebro,سپین زر
230,Kohle::N,węgiel,سکور
231,Kohle::N,węgiel,سکاره
232,Glas::N,szkło,ښيښه
233,Lehm::N,glina,خټه
234,Sand::N,piasek,شګه
235,Mensch::N,człowiek,انسان
236,Mann::N,mężczyzna,سړی
237,Mann::N,mężczyzna,نارینه
238,Frau::N,kobieta,ښځه
239,Kind::N,dziecko,بچی
240,Kind::N,dziecko,ماشوم
241,Junge::N,chłopak,هلک
242,Junge::N,chłopiec,هلک
243,Mädchen::N,dziewczynka,نجلۍ
244,Familie::N,rodzina,کورنۍ
245,Großvater::N,dziadek,بابا
246,Großmutter::N,babka,انا
247,Eltern::N,rodzice,مور او پلار
248,Vater::N,ojciec,پلار
249,Mutter::N,matka,مور
250,Sohn::N,syn,زوی
251,Tochter::N,córka,لور
252,Bruder::N,brat,ورور
253,Schwester::N,siostra,خور
254,Onkel::N,wuj,تره
255,Onkel::N,wuj,ماما
256,Onkel::N,stryj,تره
257,Onkel::N,stryj,ماما
258,Tante::N,ciotka,خاله
259,Ehemann::N,mąż,مېړه
260,Ehefrau::N,żona,مېرمن
261,Freude::N,radość,خوشحالي
262,Gelächter::N,śmiech,خندا
263,Glück::N,szczęście,بخت
264,Kummer::N,zmartwienie,غم
265,Wunsch::N,życzenie,هيله
266,Wunsch::N,życzenie,غوښتنه
267,Lust::N,chęć,شوق
268,Lust::N,chęć,مینه
269,Lust::N,ochota,شوق
270,Lust::N,ochota,مینه
271,Geist::N,duch,روح
272,Gedanke::N,myśl,فکر
273,Gedächtnis::N,pamięć,یاد
274,Gedächtnis::N,pamięć,حافظه
275,Verstand::N,rozum,عقل
276,Verstand::N,rozum,شعور
277,Sinn::N,zmysł,معنی
278,Grund::N,powód,علت
279,Grund::N,powód,اساس
280,Wahrheit::N,prawda,حقیقت
281,Gespräch::N,rozmowa,مرکه
282,Gespräch::N,rozmowa,خبرې اترې
283,Märchen::N,bajka,افسانه
284,Erzählung::N,opowiadanie,قصه
285,Erzählung::N,opowiadanie,کیسه
286,Nachricht::N,wiadomość,خبر
287,Neuigkeit::N,nowina,نوی خبر
288,Name::N,imię,نوم
289,Rätsel::N,zagadka,کیسۍ
290,Rätsel::N,zagadka,چیستان
291,Rede::N,mowa,وینا
292,Sprache::N,język,ژبه
293,Stimme::N,głos,غږ
294,Stimme::N,głos,اواز
295,Wort::N,słowo,لغت
296,Wort::N,słowo,کلمه
297,Zeichen::N,znak,نښه
298,Zeichen::N,znak,اشاره
299,Ruf::N,wołanie,ږغ
300,Ruf::N,wołanie,بلنه
301,Lärm::N,hałas,غالمغال
302,Lärm::N,zgiełk,غالمغال
303,Laut::N,dźwięk,ږغ
304,Ton::N,ton,اواز
305,Ton::N,dźwięk,اواز
306,Lied::N,pieśń,غزله
307,Lied::N,pieśń,سندره
308,Lied::N,piosenka,غزله
309,Lied::N,piosenka,سندره
310,Ruhe::N,spokój,ارامي
311,Leute::N,ludzie,خلک
312,Volk::N,naród,ولس
313,Arbeit::N,praca,کار
314,Arbeit::N,robota,کار
315,Gast::N,gość,مېلمه
316,Geschenk::N,prezent,تحفه
317,Geschenk::N,prezent,سوغات
318,Geschenk::N,podarunek,تحفه
319,Geschenk::N,podarunek,سوغات
320,Spiel::N,gra,لوبه
321,Spiel::N,zabawa,لوبه
322,Gesellschaft::N,towarzystwo,ډله
323,Hilfe::N,pomoc,کومک
324,Hilfe::N,pomoc,مرسته
325,Freund::N,przyjaciel,ملګری
326,Kamerad::N,kolega,انډيوال
327,Angelegenheit::N,sprawa,موضوع
328,Anzahl::N,ilość,شمېر
329,Anzahl::N,ilość,تعداد
330,Art::N,rodzaj,ډول
331,Stück::N,kawałek,ټوټه
332,Teil::N,część,برخه
333,Hälfte::N,połowa,نیم
334,Kreis::N,krąg,دایره
335,Kreuz::N,krzyż,صلیب
336,Linie::N,linia,خط
337,Linie::N,linia,لیکه
338,Strich::N,kreska,کرښه
339,Abstand::N,odstęp,فاصله
340,Entfernung::N,odległość,واټن
341,Gegend::N,okolica,سیمه
342,Gegend::N,okolica,منطقه
343,Platz::N,miejsce,ځای
344,Ort::N,miejsce,ځای
345,Seite::N,bok,مخ
346,Seite::N,bok,اړخ
347,Seite::N,strona,مخ
348,Seite::N,strona,اړخ
349,Mitte::N,środek,وسط
350,Mitte::N,środek,مینځ
351,Gegenstand::N,przedmiot,شی
352,Sache::N,rzecz,شی
353,Sache::N,rzecz,څيز
354,Rand::N,skraj,څنډه
355,Rand::N,skraj,کناره
356,Rand::N,krawędź,څنډه
357,Rand::N,krawędź,کناره
358,Kante::N,kant,اړخ
359,Kante::N,krawędź,اړخ
360,Ecke::N,róg,ګوټ
361,Spitze::N,ostrze,څوکه
362,Ende::N,koniec,څوکه
363,Loch::N,dziura,سوری
364,Winkel::N,kąt,کنج
365,Winkel::N,kąt,کوتی
366,Winkel::N,kącik,کنج
367,Winkel::N,kącik,کوتی
368,Muster::N,wzór,نمونه
369,Größe::N,rozmiar,قد
370,Größe::N,rozmiar,لويوالی
371,Größe::N,wielkość,قد
372,Größe::N,wielkość,لويوالی
373,Länge::N,długość,طول
374,Länge::N,długość,اوږد والی
375,Höhe::N,wysokość,جګوالی
376,Gewicht::N,ciężar,وزن
377,Menge::N,ilość,اندازه
378,Haufen::N,kupa,کوټه
379,Reihe::N,rząd,صف
380,Reihe::N,rząd,کتار
381,Reihe::N,szereg,صف
382,Reihe::N,szereg,کتار
383,Boot::N,łódź,قايق
384,Boot::N,łódka,قايق
385,Ruder::N,wiosło,چپه
386,Schlitten::N,sanki,ښویېدونی
387,Ski::N,narta,سکي
388,Lagerfeuer::N,ognisko,اور
389,Last::N,ciężar,بار
390,Last::N,ciężar,پېټی
391,Last::N,brzemię,بار
392,Last::N,brzemię,پېټی
393,Gang::N,chód,تګ
394,Schritt::N,krok,ګام
395,Norden::N,północ,شمال
396,Süden::N,południe,سوېل
397,Westen::N,zachód,لوېدېځ
398,Osten::N,wschód,شرق
399,Osten::N,wschód,ختیځ
400,Holz::N,drzewo,لرګی
401,Brett::N,deska,تخته
402,Platte::N,płyta,تخته
403,Stütze::N,podpora,تکیوان
404,Stange::N,drąg,ډاګه
405,Stange::N,żerdź,ډاګه
406,Stock::N,kij,لرګی
407,Stock::N,laska,لرګی
408,Stab::N,pręt,چيخله
409,Rohr::N,rura,نل
410,Haus::N,dom,کور
411,Heim::N,dom,کور
412,Ofen::N,piec,تودنۍ
413,Fußboden::N,podłoga,غولی
414,Tisch::N,stół,مېز
415,Stuhl::N,krzesło,چوکۍ
416,Wiege::N,kołyska,زانګو
417,Bett::N,łóżko,کټ
418,Bett::N,łóżko,چپرکټ
419,Bett::N,pościel,کټ
420,Bett::N,pościel,چپرکټ
421,Regal::N,regał,تاخچۍ
422,Kiste::N,skrzynia,صندوق
423,Fenster::N,okno,کړکۍ
424,Tür::N,drzwi,دروازه
425,Tor::N,brama,دروازه
426,Zaun::N,płot,کټاره
427,Zaun::N,parkan,کټاره
428,Dach::N,dach,بام
429,Leiter::N,drabina,زينه
430,Besen::N,miotła,جارو
431,Spaten::N,rydel,یوم
432,Schaufel::N,łopata,بېلچه
433,Gabel::N,widelec,پنجه
434,Löffel::N,łyżka,کاشوغه
435,Messer::N,nóż,چاقو
436,Nagel::N,gwóźdź,ميخ
437,Netz::N,sieć,جال
438,Haken::N,hak,څنګک
439,Griff::N,chwyt,لاستی
440,Schloss::N,zamek,کلپ
441,Bild::N,obraz,رسم
442,Figur::N,figura,قدوقامت
443,Puppe::N,lalka,ګوډۍ
444,Beutel::N,torba,کڅوړه
445,Bündel::N,wiązka,دسته
446,Tasche::N,torba,بکس
447,Tasche::N,torba,توبره
448,Eimer::N,kubeł,سطل
449,Eimer::N,wiadro,سطل
450,Deckel::N,przykrywka,سرپوښ
451,Geschirr::N,statki,لوښی
452,Geschirr::N,naczynia,لوښی
453,Sack::N,worek,جوال
454,Tasse::N,filiżanka,پیاله
455,Topf::N,garnek,دېګی
456,Kessel::N,kocioł,دېګ
457,Essen::N,jedzenie,خوراک
458,Nahrung::N,pokarm,خوراک
459,Nahrung::N,pożywienie,خوراک
460,Speise::N,potrawa,خواړه
461,Speise::N,jedzenie,خواړه
462,Fleisch::N,mięso,غوښه
463,Getreide::N,zboże,غله
464,Brei::N,kasza,اوګره
465,Brot::N,chleb,ډوډۍ
466,Scheibe::N,kromka,مړۍ
467,Fett::N,tłuszcz,غوړي
468,Butter::N,masło,کوچ
469,Öl::N,olej,تېل
470,Salz::N,sól,مالګه
471,Suppe::N,zupa,شوربا
472,Honig::N,miód,شات
473,Milch::N,mleko,شوده
474,Tee::N,herbata,چای
475,Leder::N,skóra,څرمن
476,Wolle::N,wełna,پشم
477,Stoff::N,tkanina,ټوټه
478,Stoff::N,materiał,ټوټه
479,Nadel::N,igła,ستن
480,Faden::N,nić,تار
481,Faden::N,nitka,تار
482,Knopf::N,guzik,تڼۍ
483,Knopf::N,guzik,تکمه
484,Knoten::N,węzeł,غوټه
485,Farbe::N,farba,رنګ
486,Kleidung::N,odzież,کالي
487,Hemd::N,koszula,کميس
488,Kragen::N,kołnierz,غاړه
489,Ärmel::N,rękaw,لستوڼی
490,Hose::N,spodnie,پطلون
491,Gürtel::N,pasek,کمربند
492,Mütze::N,czapka,خولۍ
493,Schuh::N,but,بوټ
494,Schuh::N,bucik,بوټ
495,Stiefel::N,but,موزه
496,Stiefel::N,kozak,موزه
497,Ring::N,pierścień,ګوته
498,Band::N,wstęga,فيته
499,Kamm::N,grzebień,ګمنځ
500,Spiegel::N,lustro,ایینه
501,Spiegel::N,lustro,هنداره
502,Riemen::N,rzemień,تسمه
503,Schnur::N,sznur,مزی
504,Leine::N,smycz,رسۍ
505,Decke::N,kołdra,بړستن
506,Kissen::N,poduszka,بالښت
507,Tuch::N,chustka,ټیکری
508,Handtuch::N,ręcznik,دسمال
509,Kraft::N,moc,زور
510,Kraft::N,moc,توان
511,Kraft::N,siła,زور
512,Kraft::N,siła,توان
513,Stärke::N,moc,قوت
514,Stärke::N,siła,قوت
515,Gesundheit::N,zdrowie,صحت
516,Gesundheit::N,zdrowie,روغتیا
517,Krankheit::N,choroba,مرض
518,Krankheit::N,choroba,ناروغي
519,Schmerz::N,ból,درد
520,Wunde::N,rana,ټپ
521,Wunde::N,rana,زخم
522,Fieber::N,gorączka,تبه
523,Arznei::N,lekarstwo,دوا
524,Arznei::N,lekarstwo,دارو
525,Brücke::N,most,پول
526,Brunnen::N,studnia,څاه
527,Brunnen::N,studnia,کوهی
528,Weide::N,pastwisko,وله
529,Pfad::N,ścieżka,تړه
530,Weg::N,droga,لیار
531,Straße::N,ulica,سړک
532,Dorf::N,wieś,کلی
533,Stadt::N,miasto,ښار
534,Brief::N,list,لیک
535,Brief::N,list,مکتوب
536,Buch::N,książka,کتاب
537,Buchstabe::N,litera,حرف
538,Buchstabe::N,litera,توری
539,Zeitung::N,gazeta,اخبار
540,Zeitung::N,dziennik,اخبار
541,Leben::N,życie,ژوند
542,Tod::N,śmierć,مرګ
543,Tod::N,śmierć,مړینه
544,Grab::N,grób,قبر
545,Grab::N,grób,ډورۍ
546,Kirche::N,kościół,کلیسا
547,Sünde::N,grzech,ګناه
548,Gott::N,bóg,خدای
549,Arbeiter::N,robotnik,کاریګر
550,Chef::N,szef,آمر
551,Meister::N,mistrz,استاد
552,Meister::N,majster,استاد
553,Arzt::N,lekarz,طبیب
554,Arzt::N,lekarz,ډاکټر
555,Lehrer::N,nauczyciel,معلم
556,Lehrer::N,nauczyciel,ښوونکی
557,Geld::N,pieniądze,پیسې
558,Geschäft::N,sprawa,سوداګري
559,Geschäft::N,interes,سوداګري
560,Laden::N,sklep,دکان
561,Laden::N,sklep,مغازه
562,Preis::N,cena,بیه
563,Ware::N,towar,مال
564,Nutzen::N,pożytek,ګټه
565,Reichtum::N,bogactwo,شتمني
566,Welt::N,świat,نړۍ
567,Welt::N,świat,دنیا
568,Land::N,kraj,هېواد
569,Staat::N,państwo,دولت
570,König::N,król,باچا
571,König::N,król,پادشاه
572,Macht::N,władza,قدرت
573,Grenze::N,granica,حد
574,Grenze::N,granica,سرحد
575,Krieg::N,wojna,جګړه
576,Feind::N,wróg,دښمن
577,Gewalt::N,władza,زور
578,Gewalt::N,władza,تشدد
579,Kampf::N,bój,جنګ
580,Kampf::N,bój,مبارزه
581,Kampf::N,walka,جنګ
582,Kampf::N,walka,مبارزه
583,Bogen[Waffe]::N,łuk,لیندۍ
584,Pfeil::N,strzała,غشی
585,Gewehr::N,karabin,ټوپک
586,Fehler::N,błąd,خطا
587,Fehler::N,błąd,غلطي
588,Lüge::N,kłamstwo,دروغ
589,Schaden::N,szkoda,زیان
590,Schaden::N,szkoda,تاوان
591,Unglück::N,nieszczęście,بدبختي
592,Schuld::N,wina,ګناه
593,Alter::N,wiek,منګ
594,Schluss::N,koniec,اخر
595,Schluss::N,zakończenie,اخر
596,Zeit::N,czas,وخت
597,Tag::N,dzień,ورځ
598,Morgen::N,ranek,سبا
599,Morgen::N,ranek,سهار
600,Morgen::N,poranek,سبا
601,Morgen::N,poranek,سهار
602,Mittag::N,południe,غرمه
603,Abend::N,wieczór,ماښام
604,Nacht::N,noc,شپه
605,Woche::N,tydzień,اونۍ
606,Monat::N,miesiąc,مياشت
607,Jahr::N,rok,کال
608,Frühling::N,wiosna,پسرلی
609,Sommer::N,lato,دوبی
610,Herbst::N,jesień,منی
611,Herbst::N,jesień,خزان
612,Winter::N,zima,ژمی
613,Januar::N,styczeń,جنوري
614,Februar::N,luty,فبروري
615,März::N,marzec,مارچ
616,April::N,kwiecień,اپریل
617,Mai::N,maj,مې
618,Juni::N,czerwiec,جون
619,Juli::N,lipiec,جولای
620,August::N,sierpień,اګست
621,September::N,wrzesień,سپټامبر
622,Oktober::N,październik,اکتوبر
623,November::N,listopad,نومبر
624,Dezember::N,grudzień,دسمبر
625,Montag::N,poniedziałek,دوشنبه
626,Dienstag::N,wtorek,سه شنبه
627,Mittwoch::N,środa,چارشنبه
628,Donnerstag::N,czwartek,پنجشنبه
629,Freitag::N,piątek,جمعه
630,Samstag::N,sobota,خالي
631,Sonntag::N,niedziela,یکشنبه
632,groß::A,duży,لوی
633,groß::A,wielki,لوی
634,klein::A,mały,وړوکی
635,lang::A,długi,اوړد
636,kurz::A,krótki,لنډ
637,breit::A,szeroki,پراخه
638,schmal::A,wąski,تنګ
639,dicht::A,gęsty,ګڼ
640,dick[Gegenstand]::A,gruby,پنډ
641,dünn::A,cienki,نری
642,fein::A,drobny,نازک
643,fest::A,mocny,کلک
644,fest::A,mocny,ټینګ
645,fest::A,twardy,کلک
646,fest::A,twardy,ټینګ
647,flach::A,płaski,هوار
648,glatt::A,gładki,ښوی
649,hart::A,twardy,کلک
650,weich::A,miękki,نرم
651,weich::A,miękki,پوست
652,rund::A,okrągły,ګرد
653,spitz::A,spiczasty,تېره
654,scharf::A,ostry,تېز
655,scharf::A,ostry,تېره
656,stumpf::A,tępy,پڅ
657,schwer::A,ciężki,دروند
658,schön::A,ładny,ښکلی
659,schön::A,piękny,ښکلی
660,heiß::A,gorący,تود
661,warm::A,ciepły,تود
662,kalt::A,zimny,ېخ
663,kalt::A,zimny,سوړ
664,kühl::A,chłodny,ېخ
665,kühl::A,chłodny,سوړ
666,frisch::A,świeży,تازه
667,feucht::A,wilgotny,مرطوب
668,nass::A,mokry,لوند
669,trocken::A,suchy,وچ
670,voll::A,pełny,ډک
671,leer::A,pusty,خالی
672,leer::A,próżny,خالی
673,offen::A,otwarty,خلاص
674,offen::A,otwarty,پرانیستی
675,geschlossen::A,zamknięty,تړلی
676,sauber::A,czysty,پاک
677,schmutzig::A,brudny,چټل
678,roh::A,surowy,خام
679,reif::A,dojrzały,پوخ
680,reif::A,dojrzały,رسېدلی
681,lecker::A,smaczny,خوندور
682,lecker::A,smaczny,مزه دار
683,süß::A,słodki,خوږ
684,süß::A,słodki,شیرین
685,bitter::A,gorzki,تریخ
686,sauer::A,kwaśny,ټاک
687,sauer::A,kwaśny,تريو
688,hell::A,jasny,روڼ
689,hell::A,jasny,روښان
690,dunkel::A,ciemny,تیاره
691,schwarz::A,czarny,تور
692,weiß::A,biały,سپين
693,rot::A,czerwony,سور
694,gelb::A,żółty,زېړ
695,blau::A,błękitny,شین
696,blau::A,błękitny,اسماني رنګه
697,blau::A,niebieski,شین
698,blau::A,niebieski,اسماني رنګه
699,grün::A,zielony,زرغون
700,grau::A,szary,خړ
701,bunt::A,barwny,رنګارنګ
702,billig::A,tani,ارزان
703,teuer::A,drogi,ګران
704,wertvoll::A,cenny,قیمتي
705,blind::A,ślepy,ړوند
706,taub::A,głuchy,کوڼ
707,kräftig::A,mocny,قوی
708,stark::A,silny,قوی
709,stark::A,silny,تکړه
710,schwach::A,słaby,ضعیف
711,schwach::A,słaby,کمزوری
712,fett::A,tłusty,چاغ
713,schlank::A,smukły,خوش اندام
714,hübsch::A,ładny,ښکلی
715,hübsch::A,ładny,ښایسته
716,böse::A,zły,شریر
717,böse::A,zły,قهرناک
718,dumm::A,głupi,احمق
719,faul::A,leniwy,لټ
720,faul::A,leniwy,تنبل
721,fleißig::A,pilny,زحمت کښ
722,geizig::A,skąpy,بخیل
723,klug::A,mądry,عاقل
724,klug::A,mądry,هوښیار
725,geschickt::A,zręczny,ماهر
726,lieb::A,miły,عزیز
727,lieb::A,miły,محبوب
728,lustig::A,wesoły,خوشحال
729,sanft::A,łagodny,پوست
730,sanft::A,łagodny,ملایم
731,hungrig::A,głodny,وږی
732,krank::A,chory,مريض
733,krank::A,chory,ناروغ
734,nackt::A,nagi,لوڅ
735,traurig::A,smutny,غمجن
736,lebendig::A,żywy,ژوندی
737,gut::A,dobry,ښه
738,schlecht::A,zły,بد
739,schlecht::A,zły,خراب
740,richtig::A,słuszny,سم
741,richtig::A,słuszny,صحیح
742,richtig::A,właściwy,سم
743,richtig::A,właściwy,صحیح
744,schlimm::A,zły,بد
745,schlimm::A,zły,مخوف
746,wahr::A,prawdziwy,واقعي
747,alt::A,stary,زوړ
748,neu::A,nowy,نوی
749,ehemalig::A,były,پخوانی
750,alt[Lebewesen]::A,stary,زوړ
751,jung::A,młody,ځوان
752,arm::A,ubogi,غریب
753,arm::A,ubogi,بې وزله
754,arm::A,biedny,غریب
755,arm::A,biedny,بې وزله
756,reich::A,bogaty,شتمن
757,reich::A,bogaty,دولتمند
758,bekannt::A,znany,اشنا
759,berühmt::A,słynny,مشهور
760,fremd::A,obcy,پردی
761,fremd::A,obcy,بېګانه
762,fremd::A,cudzy,پردی
763,fremd::A,cudzy,بېګانه
764,verschieden::A,różny,مختلف
765,nah::A,bliski,نژدې
766,fern::A,daleki,لیری
767,linker::A,lewy,چپ
768,linker::A,lewy,کیڼ
769,rechter::A,prawy,ښی
770,anderer::A,inny,بل
771,erster::A,pierwszy,لومړی
772,zweiter::A,drugi,دوهم
773,dritter::A,trzeci,درېم
774,letzter::A,ostatni,آخرنی
775,letzter::A,ostatni,وروستی
776,allein::ADV,sam,یوازې
777,auf einmal::ADV,naraz,په یوه وخت کی
778,zusammen::ADV,razem,یو ځای
779,lange::ADV,długo,ډېر وخت
780,lange::ADV,długo,ډېره موده
781,plötzlich::ADV,nagle,ناببره
782,plötzlich::ADV,nagle,یوناڅاپه
783,sofort::ADV,natychmiast,فوراً
784,sofort::ADV,natychmiast,سمدلاسه
785,später::ADV,później,وروسته
786,jetzt::ADV,teraz,اوس
787,jetzt::ADV,obecnie,اوس
788,heute::ADV,dziś,نن
789,heute::ADV,dzisiaj,نن
790,morgen::ADV,jutro,سبا
791,bald::ADV,wkrótce,ژر
792,dann::ADV,potem,پس
