,Concept_ID,et,ka
149,Birke::N,kask,არყი
150,Kiefer[Baum]::N,mänd,ფიჭვი
151,Weide[Baum]::N,paju,ტირიფი
152,Tanne::N,nulg,ნაძვი
153,Horn::N,sarv,რქა
154,Feder::N,sulg,ფრთა
155,Fell::N,karvkate,ტყავი
156,Fell::N,karusnahk,ტყავი
157,Flügel::N,tiib,ფრთა
158,Flügel::N,tiivik,ფრთა
159,Klaue::N,küüs,კლანჭი
160,Kralle::N,küünis,ტორი
161,Schwanz::N,saba,კუდი
162,Ei::N,muna,კვერცხი
163,Nest::N,pesa,ბუდე
164,Bau::N,urg,სორო
165,Tier::N,loom,ნადირი
166,Tier::N,loom,ცხოველი
167,Herde::N,kari,ფარა
168,Kuh::N,lehm,ფური
169,Kuh::N,lehm,ძროხა
170,Bulle::N,pull,ხარი
171,Pferd::N,hobune,რაში
172,Pferd::N,hobune,ცხენი
173,Schaf::N,lammas,ცხვარი
174,Schwein::N,siga,ღორი
175,Hund::N,koer,ძაღლი
176,Katze::N,kass,კატა
177,Bär::N,karu,დათვი
178,Eichhörnchen::N,orav,ციყვი
179,Elch::N,põder,ცხენ-ირემი
180,Fuchs::N,rebane,მელა
181,Hase::N,jänes,კურდღელი
182,Maus::N,hiir,თაგვი
183,Wolf::N,hunt,მგელი
184,Vogel::N,lind,ჩიტი
185,Vogel::N,lind,ფრინველი
186,Schwarm::N,parv,გუნდი
187,Huhn::N,kana,დედალი
188,Hahn::N,kukk,მამალი
189,Gans::N,hani,ბატი
190,Adler::N,kotkas,არწივი
191,Ente::N,part,იხვი
192,Eule::N,kakk,ბუ
193,Eule::N,öökull,ბუ
194,Kranich::N,kurg,წერო
195,Krähe::N,vares,ყვავი
196,Kuckuck::N,kägu,გუგული
197,Schwan::N,luik,გედი
198,Fisch::N,kala,თევზი
199,Barsch::N,ahven,ქორჭილა
200,Hecht::N,haug,ქარიყლაპია
201,Schlange[Tier]::N,uss,გველი
202,Wurm::N,uss,ჭია
203,Wurm::N,vagel,ჭია
204,Spinne::N,ämblik,ობობა
205,Ameise::N,sipelgas,ჭიანჭველა
206,Laus::N,täi,ტილი
207,Laus::N,täi,მკბენარი
208,Mücke::N,sääsk,კოღო
209,Fliege::N,kärbes,ბუზი
210,Schmetterling::N,liblikas,პეპელა
211,Beere::N,mari,კენკრა
212,Apfel::N,õun,ვაშლი
213,Pilz::N,seen,სოკო
214,Zwiebel::N,sibul,ხახვი
215,Saat::N,seeme,თესლი
216,Korn::N,iva,მარცვალი
217,Korn::N,tera,მარცვალი
218,Heu::N,hein,თივა
219,Schale::N,koor,ჩენჩო
220,Grube::N,kaevand,ორმო
221,Falle::N,lõks,ხაფანგი
222,Falle::N,püünis,ხაფანგი
223,Schlinge::N,aas,მახე
224,Spur::N,jälg,კვალი
225,Asche::N,tuhk,ფერფლი
226,Dreck::N,saast,ტალახი
227,Dreck::N,saast,სიბინძურე
228,Dreck::N,mustus,ტალახი
229,Dreck::N,mustus,სიბინძურე
230,Eisen::N,raud,რკინა
231,Gold::N,kuld,ოქრო
232,Silber::N,hõbe,ვერცხლი
233,Kohle::N,süsi,ნახშირი
234,Glas::N,klaas,მინა
235,Lehm::N,savi,თიხა
236,Sand::N,liiv,ქვიშა
237,Mensch::N,inimene,ადამიანი
238,Mann::N,mees,კაცი
239,Frau::N,naine,ქალი
240,Kind::N,laps,ბავშვი
241,Junge::N,poiss,ვაჟი
242,Mädchen::N,tüdruk,გოგო
243,Familie::N,perekond,ოჯახი
244,Großvater::N,vanaisa,პაპა
245,Großvater::N,vanaisa,ბაბუა
246,Großmutter::N,vanaema,ბებია
247,Großmutter::N,vanaema,დიდედა
248,Eltern::N,vanemad,მშობლები
249,Vater::N,isa,მამა
250,Mutter::N,ema,დედა
251,Sohn::N,poeg,ვაჟიშვილი
252,Tochter::N,tütar,ქალიშვილი
253,Bruder::N,vend,ძმა
254,Schwester::N,õde,და
255,Onkel::N,onu,ბიძა
256,Tante::N,tädi,დეიდა
257,Tante::N,tädi,მამიდა
258,Ehemann::N,mees,ქმარი
259,Ehemann::N,abikaasa,ქმარი
260,Ehefrau::N,naine,ცოლი
261,Ehefrau::N,abikaasa,ცოლი
262,Freude::N,rõõm,სიხარული
263,Gelächter::N,naer,სიცილი
264,Glück::N,õnn,ბედნიერება
265,Kummer::N,mure,მწუხარება
266,Kummer::N,kurbus,მწუხარება
267,Wunsch::N,soov,წადილი
268,Wunsch::N,soov,სურვილი
269,Lust::N,himu,წადილი
270,Geist::N,vaim,სული
271,Gedanke::N,mõte,ფიქრი
272,Gedächtnis::N,mälu,მეხსიერება
273,Verstand::N,aru,ჭკუა
274,Verstand::N,aru,გონება
275,Verstand::N,mõistus,ჭკუა
276,Verstand::N,mõistus,გონება
277,Sinn::N,tähendus,მნიშვნელობა
278,Grund::N,põhjus,მიზეზი
279,Wahrheit::N,tõde,სიმართლე
280,Wahrheit::N,tõde,ჭეშმარიტება
281,Gespräch::N,kõne,ბაასი
282,Gespräch::N,kõne,საუბარი
283,Gespräch::N,vestlus,ბაასი
284,Gespräch::N,vestlus,საუბარი
285,Märchen::N,muinasjutt,არაკი
286,Märchen::N,muinasjutt,ზღაპარი
287,Erzählung::N,jutustus,თქმულება
288,Nachricht::N,teade,ცნობა
289,Nachricht::N,teade,ამბავი
290,Neuigkeit::N,uudis,სიახლე
291,Name::N,nimi,სახელი
292,Rätsel::N,mõistatus,გამოცანა
293,Rede::N,kõne,სიტყვა
294,Sprache::N,keel,ენა
295,Stimme::N,hääl,ხმა
296,Wort::N,sõna,სიტყვა
297,Zeichen::N,märk,ნიშანი
298,Ruf::N,hüüe,ძახილი
299,Lärm::N,müra,ხმაური
300,Laut::N,hääl,ხმა
301,Laut::N,hääl,ბგერა
302,Ton::N,toon,ტონი
303,Lied::N,laul,სიმღერა
304,Ruhe::N,rahu,სიწყნარე
305,Ruhe::N,vaikus,სიწყნარე
306,Leute::N,inimesed,ადამიანები
307,Volk::N,rahvas,ერი
308,Volk::N,rahvas,ხალხი
309,Arbeit::N,töö,მუშაობა
310,Gast::N,külaline,სტუმარი
311,Geschenk::N,kingitus,საჩუქარი
312,Spiel::N,mäng,თამაში
313,Gesellschaft::N,selts,საზოგადოება
314,Hilfe::N,abi,შველა
315,Hilfe::N,abi,დახმარება
316,Freund::N,sõber,მეგობარი
317,Kamerad::N,sõber,ამხანაგი
318,Angelegenheit::N,asi,საქმე
319,Anzahl::N,arv,ოდენობა
320,Anzahl::N,hulk,ოდენობა
321,Art::N,liik,სახეობა
322,Stück::N,tükk,ნატეხი
323,Teil::N,osa,წილი
324,Hälfte::N,pool,ნახევარი
325,Kreis::N,ring,წრე
326,Kreuz::N,rist,ჯვარი
327,Linie::N,joon,ხაზი
328,Strich::N,joon,შტრიხი
329,Abstand::N,vahe,მანძილი
330,Entfernung::N,kaugus,სიშორე
331,Entfernung::N,vahemaa,სიშორე
332,Gegend::N,ümbrus,არე
333,Gegend::N,ümbrus,მხარე
334,Platz::N,ruum,ფართობი
335,Ort::N,paik,ადგილი
336,Seite::N,pool,მხარე
337,Mitte::N,keskpaik,შუა
338,Gegenstand::N,ese,საგანი
339,Sache::N,ese,ნივთი
340,Rand::N,äär,კიდე
341,Rand::N,serv,კიდე
342,Kante::N,kant,ნაწიბული
343,Ecke::N,nurk,კუთხე
344,Spitze::N,teravik,წვეტი
345,Ende::N,ots,ბოლო
346,Ende::N,jupp,ბოლო
347,Loch::N,auk,ხვრელი
348,Winkel::N,nurk,კუთხე
349,Muster::N,muster,მოხატულობა
350,Größe::N,suurus,ზომა
351,Größe::N,suurus,სიდიდე
352,Länge::N,pikkus,სიგრძე
353,Höhe::N,kõrgus,სიმაღლე
354,Gewicht::N,kaal,წონა
355,Gewicht::N,raskus,წონა
356,Menge::N,arv,რაოდენობა
357,Menge::N,hulk,რაოდენობა
358,Haufen::N,hunnik,გროვა
359,Reihe::N,rivi,რიგი
360,Reihe::N,rivi,წყება
361,Boot::N,paat,გემი
362,Ruder::N,aer,ხოფი
363,Ruder::N,aer,ნიჩაბი
364,Schlitten::N,saan,მარხილი
365,Ski::N,suusk,თხილამური
366,Lagerfeuer::N,lõke,კოცონი
367,Last::N,koorem,ტვირთი
368,Gang::N,käik,სვლა
369,Schritt::N,samm,ბიჯი
370,Norden::N,põhi,ჩრდილოეთი
371,Süden::N,lõuna,სამხრეთი
372,Westen::N,lääs,დასავლეთი
373,Osten::N,ida,აღმოსავლეთი
374,Holz::N,puu,ხე
375,Brett::N,saelaud,დაფა
376,Brett::N,saelaud,ფიცარი
377,Platte::N,plaat,თლილი ქვა
378,Stütze::N,tugi,საყრდენი
379,Stange::N,latt,ჭოკი
380,Stange::N,teivas,ჭოკი
381,Stock::N,kepp,კეტი
382,Stab::N,varras,ლატანი
383,Rohr::N,toru,მილაკი
384,Haus::N,maja,სახლი
385,Heim::N,kodu,ოჯახის კერა
386,Ofen::N,ahi,ღუმელი
387,Fußboden::N,põrand,იატაკი
388,Tisch::N,laud,სუფრა
389,Tisch::N,laud,მაგიდა
390,Stuhl::N,tool,სკამი
391,Wiege::N,häll,აკვანი
392,Wiege::N,kätki,აკვანი
393,Bett::N,voodi,საწოლი
394,Bett::N,voodi,სარეცელი
395,Regal::N,riiul,თაროები
396,Kiste::N,kast,ყუთი
397,Kiste::N,kast,სკივრი
398,Fenster::N,aken,ფანჯარა
399,Fenster::N,aken,სარკმელი
400,Tür::N,uks,ბჭე
401,Tür::N,uks,კარი
402,Tor::N,värav,ჭიშკარი
403,Zaun::N,aed,ღობე
404,Zaun::N,aed,გალავანი
405,Zaun::N,tara,ღობე
406,Zaun::N,tara,გალავანი
407,Dach::N,katus,სახურავი
408,Leiter::N,redel,კიბე
409,Besen::N,luud,ცოცხი
410,Spaten::N,labidas,ნიჩაბი
411,Schaufel::N,kühvel,ბარი
412,Gabel::N,kahvel,ჩანგალი
413,Löffel::N,lusikas,კოვზი
414,Messer::N,nuga,დანა
415,Nagel::N,nael,ლურსმანი
416,Netz::N,võrk,ბადე
417,Haken::N,haak,კავი
418,Haken::N,haak,კაუჭი
419,Haken::N,konks,კავი
420,Haken::N,konks,კაუჭი
421,Griff::N,sang,ტარი
422,Griff::N,käepide,ტარი
423,Schloss::N,lukk,კლიტე
424,Schloss::N,lukk,საკეტი
425,Bild::N,pilt,სურათი
426,Figur::N,kuju,ფიგურა
427,Figur::N,kujund,ფიგურა
428,Puppe::N,nukk,თოჯინა
429,Beutel::N,paun,პარკი
430,Bündel::N,kimp,გალა
431,Bündel::N,kimp,ასხმა
432,Tasche::N,kott,ჩანთა
433,Eimer::N,pang,ჩამჩა
434,Eimer::N,ämber,ჩამჩა
435,Deckel::N,kaas,ხუფი
436,Deckel::N,kaas,სარქველი
437,Geschirr::N,nõud,ჭურჭელი
438,Sack::N,kott,ტომარა
439,Tasse::N,tass,ფინჯანი
440,Topf::N,pada,ქოთანი
441,Kessel::N,pada,ქვაბი
442,Essen::N,söök,ჭამა
443,Nahrung::N,toit,საზრდო
444,Nahrung::N,toit,საკვები
445,Speise::N,roog,საჭმელი
446,Fleisch::N,liha,ხორცი
447,Getreide::N,teravili,მარცვლოვანი
448,Brei::N,puder,ფაფა
449,Brot::N,sai,პური
450,Brot::N,leib,პური
451,Scheibe::N,viil,ნაჭერი
452,Scheibe::N,viilukas,ნაჭერი
453,Fett::N,rasv,ქონი
454,Fett::N,rasv,ცხიმი
455,Butter::N,või,კარაქი
456,Öl::N,õli,ზეთი
457,Salz::N,sool,მარილი
458,Suppe::N,supp,სუფი
459,Honig::N,mesi,თაფლი
460,Milch::N,piim,რძე
461,Tee::N,tee,ჩაი
462,Leder::N,nahk,ტყავი
463,Wolle::N,vill,მატყლი
464,Stoff::N,kangas,ქსოვილი
465,Nadel::N,nõel,ნემსი
466,Faden::N,niit,ძაფი
467,Faden::N,niit,მკედი
468,Knopf::N,nööp,ღილი
469,Knoten::N,sõlm,ნასკვი
470,Farbe::N,värv,საღებავი
471,Kleidung::N,riided,ტანსაცმელი
472,Kleidung::N,riietus,ტანსაცმელი
473,Hemd::N,särk,ხალათი
474,Hemd::N,särk,პერანგი
475,Kragen::N,krae,საყელო
476,Ärmel::N,varrukas,სახელო
477,Hose::N,püksid,შარვალი
478,Gürtel::N,vöö,ქამარი
479,Mütze::N,müts,ქუდი
480,Schuh::N,king,ფეხსაცმელი
481,Stiefel::N,saabas,ჩექმა
482,Ring::N,sõrmus,ბეჭედი
483,Band::N,lint,ბაფთი
484,Kamm::N,kamm,სავარცხელი
485,Spiegel::N,peegel,სარკე
486,Riemen::N,rihm,ღვედი
487,Schnur::N,nöör,ლარი
488,Leine::N,jalutusrihm,ჯაჭვი
489,Decke::N,tekk,საბანი
490,Kissen::N,padi,ბალიში
491,Tuch::N,kalev,მაუდი
492,Tuch::N,kalev,თავშალი
493,Handtuch::N,käterätik,ხელსახოცი
494,Kraft::N,jõud,ძალა
495,Stärke::N,tugevus,ღონე
496,Gesundheit::N,tervis,ჯანმრთელობა
497,Krankheit::N,haigus,სენი
498,Krankheit::N,haigus,ავადმყოფობა
499,Schmerz::N,valu,ტკივილი
500,Wunde::N,haav,იარი
501,Wunde::N,haav,ჭრილობა
502,Fieber::N,palavik,ციება
503,Arznei::N,ravim,წამალი
504,Brücke::N,sild,ხიდი
505,Brunnen::N,kaev,ჭა
506,Weide::N,karjamaa,საძოვარი
507,Pfad::N,rada,ბილიკი
508,Weg::N,tee,გზა
509,Straße::N,tee,შარაგზა
510,Dorf::N,küla,დაბა
511,Dorf::N,küla,სოფელი
512,Stadt::N,linn,ქალაქი
513,Brief::N,kiri,წერილი
514,Buch::N,raamat,წიგნი
515,Buchstabe::N,täht,ასო
516,Zeitung::N,ajaleht,გაზეთი
517,Leben::N,elu,სიცოცხლე
518,Tod::N,surm,სიკვდილი
519,Grab::N,haud,სამარე
520,Grab::N,haud,საფლავი
521,Kirche::N,kirik,ეკლესია
522,Sünde::N,patt,ცოდვა
523,Gott::N,jumal,ღმერთი
524,Arbeiter::N,tööline,მუშა
525,Chef::N,ülemus,გამგე
526,Chef::N,juhataja,გამგე
527,Meister::N,meister,ოსტატი
528,Arzt::N,arst,ექიმი
529,Arzt::N,arst,მკურნალი
530,Lehrer::N,õpetaja,მასწავლებელი
531,Geld::N,raha,ფული
532,Geschäft::N,äri,საქმე
533,Geschäft::N,äri,ბიზნესი
534,Laden::N,pood,დუქანი
535,Laden::N,pood,მაღაზია
536,Laden::N,kauplus,დუქანი
537,Laden::N,kauplus,მაღაზია
538,Preis::N,hind,ფასი
539,Ware::N,kaup,საქონელი
540,Nutzen::N,tulu,ხეირი
541,Nutzen::N,kasulikkus,ხეირი
542,Reichtum::N,rikkus,სიმდიდრე
543,Welt::N,maailm,მსოფლიო
544,Land::N,maa,მხარე
545,Land::N,maa,ქვეყანა
546,Staat::N,riik,სახელმწიფო
547,König::N,kuningas,მეფე
548,Macht::N,võim,ძლიერება
549,Grenze::N,piir,ზღვარი
550,Krieg::N,sõda,ომი
551,Feind::N,vaenlane,მტერი
552,Gewalt::N,väevõim,სისასტიკე
553,Kampf::N,võitlus,ბრძოლა
554,Bogen[Waffe]::N,vibu,მშვილდი
555,Pfeil::N,nool,ისარი
556,Pfeil::N,nool,მახვილი
557,Gewehr::N,püss,თოფი
558,Gewehr::N,püss,შაშხანა
559,Fehler::N,viga,შეცდომა
560,Lüge::N,vale,სიცრუე
561,Schaden::N,kahju,ვნება
562,Unglück::N,häda,ხიფათი
563,Unglück::N,häda,უბედურება
564,Unglück::N,õnnetus,ხიფათი
565,Unglück::N,õnnetus,უბედურება
566,Schuld::N,süü,ბრალი
567,Alter::N,iga,ასაკი
568,Schluss::N,lõpp,ბოლო
569,Schluss::N,lõpp,დასასრული
570,Zeit::N,aeg,დრო
571,Tag::N,päev,დღე
572,Morgen::N,hommik,დილა
573,Mittag::N,lõuna,შუადღე
574,Mittag::N,keskpäev,შუადღე
575,Abend::N,õhtu,საღამო
576,Nacht::N,öö,ღამე
577,Woche::N,nädal,კვირა
578,Monat::N,kuu,თვე
579,Jahr::N,aasta,წელი
580,Frühling::N,kevad,გაზაფხული
581,Sommer::N,suvi,ზაფხული
582,Herbst::N,sügis,შემოდგომა
583,Winter::N,talv,ზამთარი
584,Januar::N,jaanuar,იანვარი
585,Februar::N,veebruar,თებერვალი
586,März::N,märts,მარტი
587,April::N,aprill,აპრილი
588,Mai::N,mai,მაისი
589,Juni::N,juuni,ივნისი
590,Juli::N,juuli,ივლისი
591,August::N,august,აგვისტო
592,September::N,september,სექტემბერი
593,Oktober::N,oktoober,ოქტომბერი
594,November::N,november,ნოემბერი
595,Dezember::N,detsember,დეკემბერი
596,Montag::N,esmaspäev,ორშაბათი
597,Dienstag::N,teisipäev,სამშაბათი
598,Mittwoch::N,kesknädal,ოთხშაბათი
599,Donnerstag::N,neljapäev,ხუთშაბათი
600,Freitag::N,reede,პარასკევი
601,Samstag::N,laupäev,შაბათი
602,Sonntag::N,pühapäev,კვირა
603,groß::A,suur,დიდი
604,klein::A,väike,მცირე
605,klein::A,väike,პატარა
606,klein::A,pisike,მცირე
607,klein::A,pisike,პატარა
608,lang::A,pikk,გრძელი
609,kurz::A,lühike,მოკლე
610,breit::A,lai,ფართო
611,breit::A,lai,განიერი
612,schmal::A,kitsas,ვიწრო
613,schmal::A,kitsas,წვრილი
614,dicht::A,tihe,მჭიდრო
615,dick[Gegenstand]::A,jäme,სქელი
616,dünn::A,õhuke,წვრილი
617,dünn::A,peenike,წვრილი
618,fein::A,peen,თხელი
619,fein::A,õhuke,თხელი
620,fest::A,püsiv,მყარი
621,fest::A,kindel,მყარი
622,flach::A,lame,ბრტყელი
623,flach::A,tasane,ბრტყელი
624,glatt::A,sile,გლუ
625,hart::A,kõva,მაგარი
626,weich::A,pehme,რბილი
627,rund::A,ümar,მრგვალი
628,spitz::A,torkav,წვეტიანი
629,scharf::A,terav,მჭრელი
630,stumpf::A,nüri,ბლაგვი
631,schwer::A,raske,მძიმე
632,schön::A,kena,ლამაზი
633,heiß::A,kuum,ცხელი
634,heiß::A,palav,ცხელი
635,warm::A,soe,თბილი
636,kalt::A,külm,ცივი
637,kühl::A,jahe,გრილი
638,frisch::A,värske,სუფთა
639,feucht::A,niiske,ნოტიო
640,nass::A,märg,სველი
641,trocken::A,kuiv,მშრალი
642,voll::A,täis,სავსე
643,leer::A,tühi,ცარიელი
644,offen::A,avatud,ღია
645,offen::A,avatud,გაშლილი
646,offen::A,lahtine,ღია
647,offen::A,lahtine,გაშლილი
648,geschlossen::A,suletud,დახურული
649,sauber::A,puhas,სუფთა
650,sauber::A,puhas,წმინდა
651,schmutzig::A,räpane,ტალახიანი
652,schmutzig::A,määrdunud,ტალახიანი
653,roh::A,toores,უმი
654,reif::A,küps,მწიფე
655,lecker::A,hõrk,გემრიელი
656,lecker::A,maitsev,გემრიელი
657,süß::A,magus,ტკბილი
658,bitter::A,mõru,მწარე
659,sauer::A,hapu,მჟავე
660,hell::A,hele,ნათელი
661,dunkel::A,pime,ბნელი
662,schwarz::A,must,შავი
663,weiß::A,valge,თეთრი
664,rot::A,punane,წითელი
665,gelb::A,kollane,ყვითელი
666,blau::A,sinine,ლურჯი
667,blau::A,sinine,ცისფერი
668,grün::A,roheline,მწვანე
669,grau::A,hall,რუხი
670,grau::A,hall,ნაცრისფერი
671,bunt::A,kirju,ჭრელი
672,bunt::A,kirju,ფერადი
673,bunt::A,värviline,ჭრელი
674,bunt::A,värviline,ფერადი
675,billig::A,odav,იაფი
676,teuer::A,kallis,ძვირი
677,wertvoll::A,väärtuslik,ღირსიანი
678,blind::A,pime,ბრმა
679,taub::A,kurt,ყრუ
680,kräftig::A,jõuline,ძალავანი
681,stark::A,tugev,ძლიერი
682,stark::A,tugev,ღონიერი
683,schwach::A,nõrk,სუსტი
684,schwach::A,jõuetu,სუსტი
685,fett::A,rasvane,სქელი
686,schlank::A,sale,გამხდარი
687,hübsch::A,kena,ეშხიანი
688,hübsch::A,kena,მშვენიერი
689,böse::A,tige,ავი
690,böse::A,tige,ბოროტი
691,dumm::A,juhm,ბოთე
692,dumm::A,juhm,სულელი
693,dumm::A,rumal,ბოთე
694,dumm::A,rumal,სულელი
695,faul::A,laisk,ზანტი
696,faul::A,laisk,ზარმაცი
697,fleißig::A,virk,ბეჯითი
698,fleißig::A,virk,მუყაითი
699,fleißig::A,hoolas,ბეჯითი
700,fleißig::A,hoolas,მუყაითი
701,geizig::A,ihne,ძუნწი
702,klug::A,tark,ჭკვიანი
703,klug::A,arukas,ჭკვიანი
704,klug::A,mõistlik,ჭკვიანი
705,geschickt::A,osav,მარჯვე
706,geschickt::A,osav,გაწაფული
707,lieb::A,armas,სატრფიალო
708,lustig::A,lõbus,მხიარული
709,sanft::A,õrn,ალერსიანი
710,sanft::A,õrn,გრძნობიერი
711,hungrig::A,näljane,მშიერი
712,krank::A,haige,სნეული
713,krank::A,haige,ავადმყოფი
714,nackt::A,alasti,ტიტველი
715,traurig::A,kurb,მწუხარე
716,traurig::A,kurb,სევდიანი
717,lebendig::A,elus,ცოცხალი
718,gut::A,hea,კარგი
719,schlecht::A,halb,უხეირო
720,richtig::A,õige,ნამდვილი
721,schlimm::A,paha,ცუდი
722,wahr::A,tõene,სწორი
723,wahr::A,tõene,ჭეშმარიტი
724,alt::A,vana,ძველი
725,neu::A,uus,ახალი
726,ehemalig::A,endine,ყოფილი
727,alt[Lebewesen]::A,vana,ბებერი
728,jung::A,noor,ნორჩი
729,jung::A,noor,ახალგაზრდა
730,arm::A,vaene,ღარიბი
731,reich::A,rikas,მდიდარი
732,bekannt::A,teada,ცნობილი
733,bekannt::A,tuttav,ცნობილი
734,berühmt::A,tuntud,გამოჩენილი
735,fremd::A,võõras,უცხო
736,fremd::A,võõras,გარეშე
737,verschieden::A,erinev,სხვაგვარი
738,nah::A,lähedane,ახლო
739,fern::A,kauge,შორი
740,fern::A,kauge,შორეული
741,linker::A,vasak,მარცხენა
742,rechter::A,parem,მარჯვენა
743,anderer::A,muu,სხვა
744,anderer::A,teine,სხვა
745,erster::A,esimene,პირველი
746,zweiter::A,teine,მეორე
747,dritter::A,kolmas,მესამე
