,Concept_ID,he,ab
119,Rinde::N,קלפת עץ,ацəа
120,Ast::N,ענף,амахə
121,Ast::N,ענף,амахəҭа
122,Zweig::N,ענף,амахə
123,Zweig::N,ענף,амахəҭа
124,Blatt::N,עלה,абҕьы
125,Birke::N,שדר,аҵааҵла
126,Kiefer[Baum]::N,ארן,амза
127,Weide[Baum]::N,ערבה,аҧслыш
128,Tanne::N,אשוח,аҧсаӡ
129,Horn::N,קרן,атəыҩа
130,Feder::N,נוצה,ахӡы
131,Fell::N,פרוה,ацəа
132,Flügel::N,כנף,амҵəыжəа
133,Klaue::N,טלף,ашьапхыц
134,Kralle::N,טפר,
135,Schwanz::N,זנב,аҵыхəа
136,Ei::N,ביצה,акəтаӷь
137,Nest::N,קן,аҭра
138,Nest::N,קן,аҵысҭра
139,Bau::N,מחלה,аҭыҩра
140,Tier::N,חיה,аҧстəы
141,Tier::N,חיה,агыгшəыг
142,Herde::N,עדר,агəарҭа
143,Kuh::N,פרה,ажə
144,Bulle::N,פר,ацə
145,Pferd::N,סוס,аҽы
146,Schaf::N,כבשה,ауаса
147,Schwein::N,חזיר,аҳəа
148,Hund::N,כלב,ала
149,Katze::N,חתול,ацгəы
150,Bär::N,דב,амшə
151,Eichhörnchen::N,סנאי,аеш
152,Elch::N,דישון,аҽаҩа
153,Fuchs::N,שועל,абгахəыҷы
154,Hase::N,ארנב,ажьа
155,Maus::N,עכבר,аҳəынаҧ
156,Wolf::N,זאב,абгаду
157,Vogel::N,צפור,аҧсаатə
158,Schwarm::N,נחיל,
159,Schwarm::N,להקה,
160,Huhn::N,תרנגלת,акəты
161,Hahn::N,תרנגול,арбаҕь
162,Gans::N,אוז,аҟыз
163,Adler::N,עיט,ауарба
164,Ente::N,ברוז,акəата
165,Eule::N,ינשוף,аты
166,Kranich::N,עגור,апҟа
167,Kranich::N,כרוכיה,апҟа
168,Krähe::N,עורב,аҟəараан
169,Kuckuck::N,קוקיה,акəыкəу
170,Schwan::N,ברבור,агьад
171,Fisch::N,דג,аҧсыӡ
172,Barsch::N,אוקונוס,ацəыбла
173,Hecht::N,זאב הים,ахиаала
174,Schlange[Tier]::N,נחש,амаҭ
175,Wurm::N,תולעת,ахəа
176,Wurm::N,תולעת,ахəац
177,Spinne::N,עכביש,абызкаҭаҳа
178,Ameise::N,נמלה,ашышкамс
179,Laus::N,כנה,аҵа
180,Mücke::N,יתוש,акəыбры
181,Fliege::N,זבוב,амҵ
182,Schmetterling::N,פרפר,аҧарҧалыкь
183,Beere::N,ענבה,аргуц
184,Apfel::N,תפוח,аҵəа
185,Pilz::N,פטריה,акəкəбаа
186,Zwiebel::N,בצל,аџьымшьы
187,Zwiebel::N,בצל,аџьымшьхы
188,Saat::N,זרעים,ажəла
189,Korn::N,גרעין,арыц
190,Heu::N,חציר,аҭəа
191,Schale::N,קלפה,ацəа
192,Grube::N,בור,ажра
193,Grube::N,בור,атыша
194,Grube::N,שוחה,ажра
195,Grube::N,שוחה,атыша
196,Falle::N,מלכדת,арыҧҟьа
197,Schlinge::N,לולאה,аҟəараҟəантə
198,Spur::N,עקבה,ашьҭа
199,Asche::N,אפר,ахəа
200,Dreck::N,זהמה,аҳəынҵəа
201,Dreck::N,זהמה,аҟьамсар
202,Eisen::N,ברזל,аиха
203,Gold::N,זהב,ахьы
204,Silber::N,כסף,аразны
205,Kohle::N,פחם,арацəа
206,Glas::N,זכוכית,асаркьа
207,Lehm::N,חרסית,анышəаҧшь
208,Sand::N,חול,аҧслымӡ
209,Mensch::N,אדם,ауаҩы
210,Mann::N,איש,ахаҵа
211,Mann::N,גבר,ахаҵа
212,Frau::N,אשה,аҧҳəыс
213,Frau::N,גברת,аҧҳəыс
214,Kind::N,ילד,ахəыҷы
215,Junge::N,ילד,аҷкəын
216,Junge::N,ילד,ахаҵарҧыс
217,Mädchen::N,נערה,аӡӷаб
218,Familie::N,משפחה,аҭаацəа
219,Großvater::N,סבא,абду
220,Großmutter::N,סבתא,анду
221,Eltern::N,הורים,ани аби
222,Vater::N,אב,аб
223,Mutter::N,אם,ан
224,Sohn::N,בן,аҧа
225,Tochter::N,בת,аҧҳа
226,Bruder::N,אח,аиашьа
227,Schwester::N,אחות,Аҳəшьа
228,Onkel::N,דוד,абиашьа
229,Onkel::N,דוד,аншьа
230,Tante::N,דודה,абиаҳəшьа
231,Ehemann::N,איש,ахаҵа
232,Ehemann::N,איש,аҧшəма
233,Ehemann::N,בעל,ахаҵа
234,Ehemann::N,בעל,аҧшəма
235,Ehefrau::N,אשה,аҧҳəыс
236,Freude::N,שמחה,агəырӷьара
237,Gelächter::N,צחוק,ачча
238,Gelächter::N,צחוק,аччара
239,Glück::N,אשר,аразҟы
240,Kummer::N,יגון,агəырҩа
241,Kummer::N,עגמה,агəырҩа
242,Wunsch::N,אחול,агəхəтəы
243,Wunsch::N,אחול,аҭахра
244,Wunsch::N,משאלה,агəхəтəы
245,Wunsch::N,משאלה,аҭахра
246,Lust::N,חשק,агəазыҳəара
247,Lust::N,תשוקה,агəазыҳəара
248,Geist::N,רוח,аҧсы
249,Gedanke::N,מחשבה,ахəыцырҭа
250,Gedächtnis::N,זכרון,агəынкылара
251,Verstand::N,שכל,ахшыҩ
252,Sinn::N,מובן,аҵакы
253,Sinn::N,משמעות,аҵакы
254,Grund::N,סבה,амзыз
255,Wahrheit::N,אמת,аиаша
256,Gespräch::N,דיון,аиҿцәажәара
257,Märchen::N,אגדה,алакə
258,Erzählung::N,ספור,ажәабжь
259,Nachricht::N,ידיעה,адырраҭара
260,Neuigkeit::N,חדשה,ажәабжь ҿыц
261,Name::N,שם,ахьӡ
262,Rätsel::N,תעלומה,ацуфара
263,Rede::N,נאום,ажәа
264,Sprache::N,לשון,абызшəа
265,Stimme::N,קול,абжьы
266,Wort::N,מלה,ажәа
267,Zeichen::N,סימן,адырга
268,Ruf::N,קריאה,аҿҭы
269,Lärm::N,רעש,ашьҭыбжь
270,Laut::N,הגה,ашьҭыбжь
271,Ton::N,צליל,атон
272,Lied::N,שיר,ашəа
273,Ruhe::N,שלוה,аҭынчра
274,Leute::N,אנשים,ауаа
275,Volk::N,עם,ажəлар
276,Arbeit::N,עבודה,аусура
277,Gast::N,אורח,асас
278,Geschenk::N,מתנה,аҳамҭа
279,Geschenk::N,מתנה,аҿанҵа
280,Spiel::N,משחק,ахəмарра
281,Gesellschaft::N,חברה,агəыҧ
282,Hilfe::N,עזרה,ацхыраара
283,Freund::N,חבר,аҩыза
284,Freund::N,ידיד,аҩыза
285,Kamerad::N,רע,Аҧхнагьла
286,Angelegenheit::N,ענין,аус
287,Anzahl::N,מספר,ахыҧхьаӡара
288,Art::N,סוג,ахкы
289,Stück::N,חתיכה,аҽыҭ
290,Teil::N,פרק,ахəҭа
291,Hälfte::N,חצי,абжа
292,Kreis::N,מעגל,агьагьа
293,Kreuz::N,צלב,аџьар
294,Linie::N,קו,аицтәар
295,Strich::N,קו קצר,ацəаҳəа
296,Abstand::N,מרחק,абжьара
297,Entfernung::N,מרחק,абжьара
298,Gegend::N,נוף,аҭыҧ
299,Platz::N,שטח,аҭыҧ
300,Ort::N,אתר,аҭыҧ
301,Ort::N,מקום,аҭыҧ
302,Seite::N,צד,аган
303,Mitte::N,אמצע,агəҭа
304,Gegenstand::N,אוביקט,амаҭəар
305,Sache::N,דבר,
306,Rand::N,פרור,аҵкар
307,Kante::N,קצה,авардым
308,Ecke::N,פנה,акəакь
309,Spitze::N,קצה,аҧынҵа
310,Ende::N,סוף,анаӡара
311,Loch::N,חר,акылҵəара
312,Winkel::N,פנה,агҿаҩра
313,Winkel::N,פנה,акəындхə
314,Winkel::N,פנה,акəакь
315,Muster::N,תבנית,аҟҟа
316,Größe::N,גדל,изаҟароу
317,Länge::N,ארך,аура
318,Höhe::N,קומה,агылара
319,Höhe::N,גבה,агылара
320,Gewicht::N,משקל,акапан
321,Menge::N,כמות,
322,Haufen::N,ערמה,ачаҟəа
323,Reihe::N,רצף,ацəаҳəа
324,Boot::N,סירה,анышь
325,Ruder::N,משוט,ажəҩа
326,Schlitten::N,מזחלת,ашəаҩауардын
327,Ski::N,מגלשים,ашəаҩа
328,Ski::N,מגלשים,ашьахаха
329,Lagerfeuer::N,מדורה,еиқуу амца
330,Last::N,משא,ахьанҭара
331,Gang::N,הליכה,аныҟəара
332,Schritt::N,צעד,ашьаҿа
333,Norden::N,צפון,аҩада
334,Süden::N,דרום,алада
335,Westen::N,מערב,амраҭашəара
336,Osten::N,מזרח,амрагылара
337,Holz::N,עץ,амҿымаҭəахə
338,Brett::N,קרש,аӷəы
339,Platte::N,לוח,ахаҳәцәы
340,Stütze::N,משען,аҵаргəа
341,Stütze::N,משען,агəышьаҟа
342,Stange::N,מוט,акьат
343,Stock::N,מקל,алаба
344,Stab::N,מוט,акьат
345,Rohr::N,צנור,абыкь
346,Haus::N,בית,аҩны
347,Heim::N,בית,аҭаацəа
348,Ofen::N,תנור,аҳақə
349,Ofen::N,תנור,ауаџьаҟ
350,Ofen::N,תנור,афрына
351,Fußboden::N,רצפה,адашьма
352,Tisch::N,שלחן,аишәа
353,Stuhl::N,כסא,аҟəардə
354,Wiege::N,ערש,агара
355,Bett::N,מטה,акаруаҭ
356,Regal::N,מדף,акыӷəра
357,Kiste::N,תבה,аидчаҧала
358,Kiste::N,ארגז,аидчаҧала
359,Fenster::N,חלון,аҧенџьыр
360,Tür::N,דלת,ашə
361,Tor::N,שער,агəашə
362,Zaun::N,גדר,аанда
363,Dach::N,גג,ахыб
364,Leiter::N,סלם,амардуан
365,Besen::N,מטאטא,аҧссага
366,Spaten::N,את,ажыга
367,Schaufel::N,את,аҭəарӷəы
368,Gabel::N,מזלג,ачқьыҧ
369,Löffel::N,כף,амҳаҵə
370,Messer::N,סכין,аҳəызба
371,Nagel::N,מסמר,аҵəымӷ
372,Netz::N,רשת,акаҭа
373,Haken::N,וו,аҵəаҳə
374,Haken::N,קרס,аҵəаҳə
375,Griff::N,ידית,амаа
376,Schloss::N,מנעול,асаҧаҭ
377,Bild::N,תמונה,асахьа
378,Figur::N,פסל,афигура
379,Puppe::N,בבה,акьанџьа
380,Beutel::N,שק,асакь
381,Bündel::N,צרור,аҿаҳəара
382,Tasche::N,שקית,арҭмаҟ
383,Eimer::N,דלי,аведра
384,Deckel::N,מכסה,ахҩа
385,Geschirr::N,כלים,ачысмаҭəа
386,Sack::N,שק,асакь
387,Tasse::N,ספל,аҵəца
388,Topf::N,סיר,акаструлиа
389,Kessel::N,קנקן,ачуан
390,Essen::N,אכל,
391,Essen::N,ארוחה,
392,Nahrung::N,הזנה,афатə
393,Nahrung::N,תזונה,афатə
394,Speise::N,מאכל,афатə
395,Speise::N,ארוחה,афатə
396,Fleisch::N,בשר,акəац
397,Getreide::N,דגן,ачакуа
398,Brei::N,מחית,ақашь
399,Brot::N,לחם,ача
400,Scheibe::N,עגול,аҽыҭ
401,Scheibe::N,עגול,аҿаҵа
402,Scheibe::N,פרוסה,аҽыҭ
403,Scheibe::N,פרוסה,аҿаҵа
404,Fett::N,שמן,ашша
405,Butter::N,חמאה,ахəша
406,Öl::N,שמן,азеҭ
407,Salz::N,מלח,аџьыка
408,Suppe::N,מרק,асуҧ
409,Honig::N,דבש,ацха
410,Milch::N,חלב,ахш
411,Tee::N,תה,ачаи
412,Leder::N,עור,ацəа
413,Wolle::N,צמר,аласа
414,Stoff::N,בד,Аба
415,Stoff::N,אריג,Аба
416,Nadel::N,מחט,агəыр
417,Faden::N,חוט,арахəыц
418,Knopf::N,כפתור,аҳəынҵəра
419,Knoten::N,קשר,аиқəҳəала
420,Farbe::N,צבע,ашəыга
421,Kleidung::N,בגדים,амаҭəа
422,Hemd::N,חלצה,акьаҿ
423,Kragen::N,צוארון,ахəда
424,Ärmel::N,שרוול,амаӷра
425,Hose::N,מכנסים,аиқəа
426,Gürtel::N,חגורה,амаҟа
427,Mütze::N,כובע,ахылҧа
428,Schuh::N,נעל,аимаа
429,Stiefel::N,מגף,амагə
430,Ring::N,טבעת,амацəаз
431,Band::N,סרט,алента
432,Kamm::N,מסרק,ахҳəа
433,Spiegel::N,מראה,асаркьа
434,Riemen::N,רצועה,аа
435,Schnur::N,חבל,ашаха
436,Leine::N,מושכות,аҕура
437,Decke::N,שמיכה,ахыза
438,Kissen::N,כרית,ахчы
439,Tuch::N,צעיף,акасы
440,Handtuch::N,מגבת,ампахьшьы
441,Kraft::N,כוח,амч
442,Stärke::N,און,амч
443,Gesundheit::N,בריאות,агəабзиара
444,Krankheit::N,מחלה,ачымазара
445,Schmerz::N,כאב,ахьаа
446,Wunde::N,פציעה,ахəра
447,Fieber::N,חם,ашоура
448,Arznei::N,תרופה,ахəшə
449,Brücke::N,גשר,ацҳа
450,Brunnen::N,באר,аҵыџь
451,Weide::N,אחו,аҳəырҭа
452,Weide::N,מרעה,аҳəырҭа
453,Pfad::N,שביל,амхəасҭа
454,Pfad::N,מדרכה,амхəасҭа
455,Weg::N,דרך,амҩа
456,Straße::N,כביש,амҩа
457,Dorf::N,כפר,ақыҭа
458,Stadt::N,עיר,ақалақь
459,Brief::N,מכתב,ашəҟəы
460,Buch::N,ספר,ашəҟəы
461,Buchstabe::N,אות,анбан
462,Zeitung::N,עתון,агазеҭ
463,Leben::N,חיים,аҧсҭазаара
464,Tod::N,מות,аҧсра
465,Grab::N,קבר,анышəынҭра
466,Kirche::N,כנסיה,ауахəама
467,Sünde::N,חטא,агəнаҳа
468,Gott::N,אל,анцəа
469,Arbeiter::N,פועל,аусуҩ
470,Chef::N,ראש,Аиҳабы
471,Chef::N,מנהל,Аиҳабы
472,Meister::N,ממחה,аҟаза
473,Arzt::N,רופא,аҳақьым
474,Lehrer::N,מורה,арҵаҩы
475,Geld::N,כסף,аҧара
476,Geschäft::N,עסקה,
477,Laden::N,חנות,амагазин
478,Preis::N,מחיר,ахə
479,Ware::N,סחורה,атауар
480,Nutzen::N,תועלת,ақьар
481,Reichtum::N,עשר,абеиара
482,Welt::N,עולם,адунеи
483,Land::N,ארץ,атəыла
484,Staat::N,מדינה,аҳəынҭқарра
485,König::N,מלך,акрал
486,Macht::N,כוח,амчра
487,Grenze::N,גבול,аҳəаа
488,Krieg::N,מלחמה,аибашьра
489,Feind::N,אויב,Аҕа
490,Gewalt::N,אלימות,ақəымчра
491,Kampf::N,קרב,ақəҧара
492,Kampf::N,לחימה,ақəҧара
493,Bogen[Waffe]::N,קשת,ахыц
494,Pfeil::N,חץ,ахəымпал
495,Gewehr::N,רובה,ашəақь
496,Fehler::N,טעות,агха
497,Lüge::N,שקר,амц
498,Schaden::N,נזק,аҧырхага
499,Unglück::N,מזל רע,арыцҳара
500,Schuld::N,אשמה,ахара
501,Alter::N,גיל,ақəра
502,Schluss::N,סיום,анҵəамҭа
503,Zeit::N,זמן,аамта
504,Tag::N,יום,амш
505,Morgen::N,בקר,ашара
506,Morgen::N,בקר,ашьыбжь
507,Mittag::N,צהרים,шьыбжьон
508,Abend::N,ערב,ахəылҧаз
509,Abend::N,ערב,ахəлбыҽха
510,Nacht::N,לילה,аҵх
511,Woche::N,שבוע,амчыбжь
512,Monat::N,חדש,
513,Jahr::N,שנה,
514,Frühling::N,אביב,ааҕын
515,Sommer::N,קיץ,аҧхын
516,Herbst::N,סתו,ҭагалан
517,Herbst::N,סתו,хкаарачан
518,Winter::N,חרף,аӡын
519,Januar::N,ינואר,ианвар
520,Februar::N,פברואר,февраль
521,März::N,מרץ,март
522,April::N,אפריל,апрель
523,Mai::N,מאי,маи
524,Juni::N,יוני,иуун
525,Juli::N,יולי,иууль
526,August::N,אוגוסט,август
527,September::N,ספטמבר,сентиабр
528,Oktober::N,אוקטובר,октиабр
529,November::N,נובמבר,ноиабр
530,Dezember::N,דצמבר,декабр
531,Montag::N,יום שני,ашəахьа
532,Dienstag::N,יום שלישי,аҩаша
533,Mittwoch::N,יום רביעי,ахаша
534,Donnerstag::N,יום חמישי,аҧшьаша
535,Freitag::N,יום ששי,ахəаша
536,Samstag::N,יום שבת,асабша
537,Sonntag::N,יום ראשון,амҽыша
538,groß::A,גדול,аду
539,klein::A,קטן,амаҷ
540,lang::A,ארך,ахəхəа
541,kurz::A,קצר,акьаҿ
542,breit::A,רחב,аиужь
543,breit::A,רחב,аиҵых
544,schmal::A,צר,аҭшəа
545,dicht::A,צפוף,аилач
546,dick[Gegenstand]::A,עבה,ажəпа
547,dünn::A,דק,
548,fein::A,מעדן,апа
549,fein::A,מעדן,аҵаӷа
550,fein::A,מעדן,аӡа
551,fest::A,מוצק,аҟаца
552,fest::A,מוצק,аӷəӷəаҟаца
553,flach::A,שטוח,ақəаҟьа
554,flach::A,שטוח,аҧаҟьа
555,glatt::A,חלק,аимаҩзы
556,hart::A,קשיח,акьакьа
557,weich::A,רך,атата
558,rund::A,עגל,акəмпыл
559,spitz::A,חד,аҵар
560,scharf::A,חד,аҵар
561,stumpf::A,קהה,ацагə
562,schwer::A,כבד,ахьанҭа
563,schön::A,יפה,аҧшӡа
564,heiß::A,חם,ашы
565,warm::A,חם,аҧха
566,kalt::A,קר,ахьшəашəа
567,kühl::A,צונן,ахьшəашəа
568,kühl::A,צונן,ицәыхьшәашәоу
569,frisch::A,טרי,цқьа
570,feucht::A,לח,ацəаак
571,nass::A,רטוב,абааӡа
572,trocken::A,יבש,Аба
573,trocken::A,יבש,аҩа
574,voll::A,מלא,азна
575,leer::A,ריק,аҭацəы
576,offen::A,פתוח,аарта
577,geschlossen::A,סגור,ихҩоу
578,geschlossen::A,סגור,иаркыу
579,sauber::A,נקי,ацқьа
580,schmutzig::A,מלכלך,аҟьашь
581,roh::A,חי,
582,reif::A,בשל,Арҭ
583,reif::A,בשל,аҟала
584,reif::A,בשל,иҟалахьоу
585,lecker::A,טעים,ахаа
586,süß::A,מתוק,азла
587,bitter::A,מר,аша
588,sauer::A,חמוץ,аҵəҵəы
589,hell::A,בהיר,алаша
590,dunkel::A,עמום,алашьца
591,schwarz::A,שחר,аиқуаҵәа
592,weiß::A,לבן,ашкəакəа
593,rot::A,אדם,аҟаҧшь
594,gelb::A,צהב,аҩеижь
595,blau::A,כחל,аҽҵәа
596,grün::A,ירק,ашьацҧшҭəала
597,grün::A,ירק,аеҵəа
598,grau::A,אפר,ацəыш
599,bunt::A,צבעוני,Аилыҕраа
600,bunt::A,צבעוני,аҕраҷкəын
601,billig::A,זול,амариа
602,teuer::A,יקר,амҩан
603,wertvoll::A,יקר ערך,кыр иаҕсоу
604,wertvoll::A,יקר ערך,акыр иаҕсоу
605,blind::A,עור,алашə
606,taub::A,חרש,адагəа
607,kräftig::A,חסן,аӷəӷəа
608,stark::A,חזק,абаҟа
609,schwach::A,חלש,акəада
610,fett::A,שמן,аҧсыла
611,schlank::A,רזה,акала
612,schlank::A,רזה,акьалантар
613,schlank::A,רזה,аиҿартə
614,hübsch::A,יפה תאר,аҧшӡа
615,böse::A,רשע,абааҧсы
616,dumm::A,טפש,агаӡа
617,faul::A,עצלן,аашьа
618,fleißig::A,חרוץ,иҟубҷоу
619,geizig::A,קמצן,акы
620,geizig::A,קמצן,акаҷбеи
621,geizig::A,קמצן,аҟəџьыр
622,klug::A,נבון,аҟəыш
623,klug::A,נבון,аҟəыӷа
624,klug::A,פקח,аҟəыш
625,klug::A,פקח,аҟəыӷа
626,geschickt::A,מימן,напҟазала
627,lieb::A,יקר,алашара
628,lieb::A,אהוב,алашара
629,lustig::A,עליז,алах-ҿых
630,lustig::A,עליז,игурҕьаччо
631,lustig::A,עליז,агурҕьа
632,lustig::A,עליז,агурҿыхага
633,sanft::A,עדין,атата
634,sanft::A,עדין,аҟəымшəышə
635,sanft::A,עדין,ақьыҧш
636,hungrig::A,רעב,амлашь
637,krank::A,חולה,ачымазаҩ
638,nackt::A,ערום,аҟьантаз
639,traurig::A,עצוב,алахьеиқəҵага
640,lebendig::A,חי,абза
641,gut::A,טוב,абзиа
642,schlecht::A,גרוע,-хəарҭам
643,richtig::A,נכון,иашоу
644,schlimm::A,רע,абааҧсы
645,wahr::A,אמתי,агəҭылса
646,wahr::A,אמתי,абзиаҵəҟьа
647,alt::A,ישן,Ажə
648,neu::A,חדש,аҿыц
649,ehemalig::A,לשעבר,анкьатәи
650,alt[Lebewesen]::A,זקן,абырг
651,alt[Lebewesen]::A,זקן,ақабада
652,alt[Lebewesen]::A,זקן,Ажə
653,jung::A,צעיר,аҟата
654,arm::A,עני,ананамга
655,reich::A,עשיר,абеиа
656,bekannt::A,ידוע,адыр
657,berühmt::A,מפרסם,адыр
658,fremd::A,זר,атəым
659,verschieden::A,שונה,Еиуа-еиҧшым
660,nah::A,קרוב,ааигəа
661,fern::A,רחוק,ахара
662,linker::A,שמאלי,арма
663,rechter::A,ימין,арҕьа
664,anderer::A,אחר,даҽа
665,anderer::A,אחר,даҽакы
666,erster::A,ראשון,актәи
667,zweiter::A,שני,аҩбатəи
668,dritter::A,שלישי,ахҕатәи
669,letzter::A,אחרון,аҵыхəтəантəи
670,allein::ADV,לבד,мацара
671,auf einmal::ADV,בו-זמנית,зныкала
672,auf einmal::ADV,בו-זמנית,зныкҟьара
673,zusammen::ADV,ביחד,аиц...
674,lange::ADV,הרבה זמן,акыраамҭа
675,plötzlich::ADV,לפתע,иаалырҟьаны
676,plötzlich::ADV,פתאום,иаалырҟьаны
677,sofort::ADV,מיד,иаразнакҵәҟьа
678,später::ADV,לאחר זמן,уажəшьҭаншəа
679,später::ADV,יותר מאחר,уажəшьҭаншəа
680,jetzt::ADV,עכשיו,уажәы
681,heute::ADV,היום,иахьа
682,morgen::ADV,מחר,уаҵәы
683,bald::ADV,בקרוב,иласны
684,dann::ADV,אחר-כך,нас
685,gestern::ADV,אתמול,иацы
686,einst::ADV,לפנים,зны
687,damals::ADV,אז,усҟан
688,danach::ADV,אחר-כך,нас
689,vorher::ADV,לפני זה,уаанӡа
690,zuerst::ADV,קדם,азнаказы
691,zuerst::ADV,קדם,аҧхьа
692,einmal::ADV,פעם,зны
693,manchmal::ADV,לפעמים,зны-зынла
694,oft::ADV,לעתים קרובות,лассы-лассы
695,immer::ADV,תמיד,енагь
696,immer::ADV,תמיד,еснагь
697,niemals::ADV,אף פעם,ианакəызаалак
698,hier::ADV,כאן,ара
699,hier::ADV,כאן,абра
700,hier::ADV,כאן,араҟа
701,hierhin::ADV,פה,ара
702,hierhin::ADV,פה,араҟа
703,von hier::ADV,מפה,арантә
704,dort::ADV,שם,уа
705,dorthin::ADV,שם,уахь
706,dorthin::ADV,שם,анахь
707,geradeaus::ADV,ישר,ишиашоу
708,vorwärts::ADV,קדימה,ҕхьаҟа
709,rückwärts::ADV,לאחור,шьҭахьла
710,zurück::ADV,בחזרה,шьҭахьҟа
711,zurück::ADV,אחורנית,шьҭахьҟа
712,unten::ADV,למטה,лбаа
713,hinab::ADV,למטה,алада
714,oben::ADV,מעל,хыхь
715,oben::ADV,למעלה,хыхь
716,hinauf::ADV,למעלה,аҩада
717,überall::ADV,בכל מקום,зегьынцьара
718,nicht::ADV,לא,-м
719,ein wenig::ADV,קצת,ҕыҭк
720,kaum::ADV,בקשי,аарлаҳәа
721,kaum::ADV,בקשי,афергьҳәа
