,Concept_ID,uz,sq
198,Apfel::N,olma,mollë
199,Pilz::N,qo'ziqorin,kërpudhë
200,Zwiebel::N,piyoz,qepë
201,Saat::N,äkin,farë
202,Korn::N,zarra,grurë
203,Korn::N,zarra,kokërr
204,Heu::N,xashak,sanë
205,Schale::N,po'choq,lëkurë
206,Grube::N,co'ra,gropë
207,Falle::N,qopqon,kurth
208,Falle::N,qopqon,grackë
209,Schlinge::N,sirtmoq,nyjë
210,Spur::N,iz,gjurmë
211,Asche::N,kul,hi
212,Dreck::N,kir,baltë
213,Eisen::N,temir,hekur
214,Gold::N,tilla,ar
215,Gold::N,tilla,flori
216,Silber::N,kumush,argjend
217,Kohle::N,ko'mir,qymyr
218,Glas::N,oyna,qelq
219,Lehm::N,loy,argjilë
220,Sand::N,qum,rërë
221,Mensch::N,odam,njeri
222,Mann::N,ärkak,burrë
223,Mann::N,ärkak,mashkull
224,Frau::N,ayol,grua
225,Frau::N,ayol,femër
226,Kind::N,bola,kalama
227,Kind::N,kichkintoy,kalama
228,Junge::N,bola,djalë
229,Mädchen::N,qiz,gocë
230,Mädchen::N,qiz,vajzë
231,Familie::N,oila,familje
232,Großvater::N,buva,gjysh
233,Großvater::N,katta ota,gjysh
234,Großmutter::N,buvi,gjyshe
235,Großmutter::N,katta oyi,gjyshe
236,Eltern::N,ota-ona,prindër
237,Vater::N,ota,atë
238,Mutter::N,ona,nënë
239,Sohn::N,o'g'il,bir
240,Tochter::N,qiz,bijë
241,Bruder::N,og'a,vëlla
242,Bruder::N,uka,vëlla
243,Schwester::N,opa,motër
244,Schwester::N,singil,motër
245,Onkel::N,amaki,dajë
246,Onkel::N,amaki,xhaxha
247,Tante::N,amma,teze
248,Tante::N,amma,hallë
249,Tante::N,xola,teze
250,Tante::N,xola,hallë
251,Ehemann::N,är,burrë
252,Ehemann::N,är,bashkëshort
253,Ehefrau::N,rafiqa,grua
254,Ehefrau::N,rafiqa,bashkëshorte
255,Freude::N,ayish,gaz
256,Freude::N,ayish,gëzim
257,Gelächter::N,kulgi,qeshje
258,Glück::N,saodat,lumturi
259,Kummer::N,g'am,brengë
260,Kummer::N,g'am,pikëllim
261,Wunsch::N,orzu,dëshirë
262,Lust::N,rag'bat,epsh
263,Lust::N,rag'bat,dashuri
264,Geist::N,ruh,frymë
265,Geist::N,ruh,shpirt
266,Gedanke::N,fikr,ide
267,Gedanke::N,fikr,mendim
268,Gedächtnis::N,äs,kujtesë
269,Verstand::N,aql,mend
270,Sinn::N,ma'ni,kuptim
271,Grund::N,sabab,arsye
272,Wahrheit::N,haq,vërtetë
273,Gespräch::N,gap,bisedim
274,Märchen::N,ärtak,përrallë
275,Erzählung::N,rivoyat,tregim
276,Nachricht::N,xabar,lajm
277,Neuigkeit::N,yangilik,risi
278,Name::N,ot,emër
279,Rätsel::N,topishmoq,gjëzë
280,Rätsel::N,topishmoq,gjëegjëzë
281,Rede::N,nutq,fjalim
282,Sprache::N,til,gjuhë
283,Stimme::N,ovoz,zë
284,Wort::N,so'z,fjalë
285,Zeichen::N,alomat,shenjë
286,Ruf::N,chaqiriq,thirrmë
287,Lärm::N,taraq,zhurmë
288,Laut::N,tovush,tingull
289,Ton::N,un,ton
290,Lied::N,ashula,këngë
291,Ruhe::N,tinchlik,qetësi
292,Leute::N,xaloyiq,botë
293,Leute::N,xaloyiq,njerëz
294,Volk::N,xalq,popull
295,Arbeit::N,ish,punë
296,Gast::N,mehmon,mik
297,Gast::N,mehmon,mysafir
298,Geschenk::N,hadya,dhuratë
299,Geschenk::N,hadya,peshqesh
300,Spiel::N,o'yin,lojë
301,Gesellschaft::N,jamiyat,shoqëri
302,Hilfe::N,yordam,ndihmë
303,Freund::N,do'st,mik
304,Kamerad::N,yo'ldosh,shok
305,Angelegenheit::N,daxl,punë
306,Anzahl::N,son,sasi
307,Art::N,tur,lloj
308,Stück::N,parcha,copë
309,Teil::N,bo'lak,pjesë
310,Hälfte::N,yarim,gjysmë
311,Kreis::N,aylana,qark
312,Kreis::N,aylana,rreth
313,Kreuz::N,xoch,kryq
314,Linie::N,liniya,vijë
315,Strich::N,chiziq,vizë
316,Abstand::N,oralik,distancë
317,Entfernung::N,uzoqlik,largim
318,Gegend::N,yer,vise
319,Gegend::N,yer,krahinë
320,Platz::N,oralig,shesh
321,Ort::N,joy,vend
322,Seite::N,yon,anë
323,Mitte::N,o'rta,mes
324,Gegenstand::N,ashyo,send
325,Sache::N,buyum,gjë
326,Sache::N,buyum,send
327,Rand::N,chek,qoshe
328,Kante::N,tig',teh
329,Ecke::N,burchak,qoshe
330,Spitze::N,uch,majë
331,Ende::N,oxir,skaj
332,Ende::N,oxir,bisht
333,Loch::N,teshik,vrimë
334,Winkel::N,go'sha,kënd
335,Muster::N,nusha,mostër
336,Größe::N,kattalik,madhësi
337,Länge::N,uzunlik,gjatësi
338,Höhe::N,yuksaklik,lartësi
339,Gewicht::N,solmoq,peshë
340,Menge::N,miqdor,sasi
341,Haufen::N,uyum,grumbull
342,Reihe::N,saf,radhë
343,Reihe::N,saf,rresht
344,Boot::N,qayiq,barkë
345,Boot::N,qayiq,lundër
346,Ruder::N,äshkak,rrem
347,Schlitten::N,chana,sajë
348,Ski::N,chang'i,ski
349,Lagerfeuer::N,gulxan,flakadan
350,Lagerfeuer::N,gulxan,zjarr i madh
351,Last::N,yuk,barrë
352,Gang::N,yurish,ecje
353,Schritt::N,qadam,hap
354,Norden::N,shimol,veri
355,Süden::N,janub,jug
356,Westen::N,g'arb,perëndim
357,Osten::N,sharq,lindje
358,Holz::N,yog'och,dru
359,Brett::N,taxta,dërrasë
360,Platte::N,tabaqa,pllakë
361,Stütze::N,tayanchi,shtyllë
362,Stütze::N,tayanchi,mbështetesë
363,Stange::N,qo'noq,shufër
364,Stock::N,tayoq,dajak
365,Stab::N,gavron,shkop
366,Rohr::N,tarnov,tub
367,Haus::N,uy,shtëpi
368,Heim::N,makon,konak
369,Heim::N,makon,shtëpi
370,Ofen::N,pechka,sobë
371,Ofen::N,pechka,stufë
372,Fußboden::N,pol,dysheme
373,Tisch::N,mosa,tryezë
374,Stuhl::N,o'rindiq,karrige
375,Wiege::N,beshik,djep
376,Bett::N,yotoq,shtrat
377,Regal::N,tokcha,raft
378,Kiste::N,sandiq,kuti
379,Fenster::N,deraza,dritare
380,Tür::N,äshik,derë
381,Tor::N,darvoza,portë
382,Zaun::N,panjara,gardh
383,Dach::N,tom,çati
384,Leiter::N,narvon,shkallë
385,Besen::N,supurgi,fshesë
386,Spaten::N,bel,lopatë
387,Schaufel::N,kurak,qyrek
388,Gabel::N,bilka,pirun
389,Löffel::N,qoshiq,lugë
390,Messer::N,pichoq,thikë
391,Nagel::N,mix,gozhdë
392,Netz::N,to'r,rrjetë
393,Haken::N,ilgak,grep
394,Haken::N,ilgak,grremç
395,Griff::N,sop,dorak
396,Griff::N,sop,dorezë
397,Griff::N,tutqich,dorak
398,Griff::N,tutqich,dorezë
399,Schloss::N,qulf,bravë
400,Bild::N,rasm,tablo
401,Bild::N,rasm,pikturë
402,Figur::N,shakl,figurë
403,Puppe::N,ko'g'irchoq,kukull
404,Beutel::N,to'rva,qese
405,Beutel::N,to'rva,trastë
406,Bündel::N,bog'lam,deng
407,Tasche::N,kissa,çantë
408,Eimer::N,chelak,kovë
409,Deckel::N,qopqoq,kapak
410,Deckel::N,qopqoq,mbulesë
411,Geschirr::N,idish,enë
412,Sack::N,qop,thes
413,Sack::N,qop,torbë
414,Tasse::N,piyola,filxhan
415,Topf::N,tuvak,kusi
416,Topf::N,tuvak,tenxhere
417,Kessel::N,qozon,kazan
418,Essen::N,tomoq,ngrënie
419,Nahrung::N,emak,ushqim
420,Speise::N,taom,gatesë
421,Fleisch::N,go'sht,mish
422,Getreide::N,g'alla,drithë
423,Brei::N,bo'tqa,qull
424,Brot::N,non,bukë
425,Scheibe::N,disk,fetë
426,Fett::N,moy,lyrë
427,Fett::N,moy,yndyrë
428,Butter::N,yog',gjalpë
429,Öl::N,moy,vaj
430,Salz::N,tuz,kripë
431,Suppe::N,sho'rva,supë
432,Suppe::N,sho'rva,çorbë
433,Honig::N,asal,mjaltë
434,Milch::N,sut,qumësht
435,Tee::N,choy,çaj
436,Leder::N,charm,lëkurë
437,Wolle::N,jun,lesh
438,Stoff::N,mato,pëlhurë
439,Nadel::N,igna,gjilpërë
440,Faden::N,ip,pe
441,Faden::N,ip,fije
442,Knopf::N,tugma,kopsë
443,Knoten::N,tugun,komb
444,Farbe::N,bo'yok,bojë
445,Kleidung::N,kiyim,veshje
446,Hemd::N,ko'ylak,këmishë
447,Kragen::N,yoqa,jakë
448,Ärmel::N,yeng,mëngë
449,Hose::N,shim,brekë
450,Gürtel::N,tasma,rrip
451,Mütze::N,shapka,kësulë
452,Schuh::N,but,këpucë
453,Stiefel::N,botinka,çizme
454,Ring::N,yuzuk,unazë
455,Band::N,rishta,shirit
456,Kamm::N,taroq,krehër
457,Spiegel::N,ko'zgu,pasqyrë
458,Riemen::N,qayish,rrip
459,Schnur::N,bog'ich,litar
460,Schnur::N,bog'ich,cikomë
461,Leine::N,etak,rrip
462,Decke::N,odyol,batanije
463,Kissen::N,yostiq,jastëk
464,Tuch::N,gazlama,shami
465,Handtuch::N,sochiq,peshqir
466,Kraft::N,kuch,forcë
467,Stärke::N,quvvat,koll
468,Gesundheit::N,sog'lik,shëndet
469,Krankheit::N,kasallik,sëmundje
470,Schmerz::N,og'riq,dhimbje
471,Wunde::N,yara,plagë
472,Fieber::N,bezgak,ethe
473,Arznei::N,dori,ilaç
474,Brücke::N,ko'prik,urë
475,Brunnen::N,buloq,pus
476,Weide::N,yaylov,kullotë
477,Pfad::N,dorojka,ravë
478,Pfad::N,dorojka,shteg
479,Weg::N,yo'l,udhë
480,Weg::N,yo'l,shteg
481,Straße::N,ko'cha,rrugë
482,Dorf::N,ovul,fshat
483,Dorf::N,ovul,katund
484,Stadt::N,shahar,qytet
485,Brief::N,maktub,letër
486,Buch::N,kitob,libër
487,Buchstabe::N,harf,shkronjë
488,Zeitung::N,gazet,gazetë
489,Leben::N,hayot,jetë
490,Tod::N,o'lim,mortje
491,Grab::N,go'r,varr
492,Kirche::N,cherkov,kishë
493,Sünde::N,gunoh,mëkat
494,Sünde::N,gunoh,gjynah
495,Gott::N,olloh,hy
496,Gott::N,olloh,zot
497,Arbeiter::N,ishchi,punëtor
498,Chef::N,rais,shef
499,Chef::N,rais,drejtues
500,Meister::N,usta,mjeshtër
501,Arzt::N,hakim,mjek
502,Arzt::N,hakim,doktor
503,Lehrer::N,muallim,mësues
504,Lehrer::N,muallim,arsimtar
505,Geld::N,pul,para
506,Geld::N,pul,holla
507,Geschäft::N,savdo,ujdi
508,Geschäft::N,savdo,biznes
509,Laden::N,do'kon,dyqan
510,Preis::N,baho,çmim
511,Ware::N,mol,mall
512,Nutzen::N,foyda,dobi
513,Nutzen::N,foyda,leverdi
514,Reichtum::N,boylik,kamje
515,Reichtum::N,boylik,pasuri
516,Welt::N,olam,botë
517,Land::N,o'lka,vend
518,Staat::N,davlat,shtet
519,König::N,qirol,mbret
520,Macht::N,iqtidor,fuqi
521,Macht::N,iqtidor,pushtet
522,Grenze::N,chegara,kufi
523,Krieg::N,harb,luftë
524,Feind::N,dushman,armik
525,Gewalt::N,zo'rlik,dhunë
526,Kampf::N,kurash,luftim
527,Bogen[Waffe]::N,yoy,hark
528,Pfeil::N,o'q,shigjetë
529,Gewehr::N,vintovka,pushkë
530,Fehler::N,xato,gafë
531,Fehler::N,xato,gabim
532,Lüge::N,yolg'on,gënjeshtër
533,Schaden::N,ziyon,dëm
534,Schaden::N,ziyon,zarar
535,Unglück::N,balo,fatkeqësi
536,Schuld::N,ayb,faj
537,Alter::N,yosh,moshë
538,Schluss::N,tamom,fund
539,Zeit::N,vaqt,kohë
540,Tag::N,kun,ditë
541,Morgen::N,saboh,mëngjes
542,Mittag::N,kun tushlik,mesditë
543,Abend::N,oqshom,mbrëmje
544,Nacht::N,tun,natë
545,Woche::N,hafta,javë
546,Monat::N,oy,muaj
547,Jahr::N,yil,vit
548,Frühling::N,bahor,pranverë
549,Sommer::N,yoz,verë
550,Herbst::N,kuz,vjeshtë
551,Herbst::N,xazon,vjeshtë
552,Winter::N,qish,dimër
553,Januar::N,yanvar',janar
554,Februar::N,fevral',shkurt
555,März::N,mart,mars
556,April::N,aprel',prill
557,Mai::N,may,maj
558,Juni::N,iyun',qershor
559,Juli::N,iyul',korrik
560,August::N,avgust,gusht
561,September::N,sentyabr',shtator
562,Oktober::N,oktyabr',tetor
563,November::N,noyabr',nëntor
564,Dezember::N,dekabr',dhjetor
565,Montag::N,dushanba,hënë
566,Dienstag::N,seshanba,martë
567,Mittwoch::N,chorshanba,mërkurë
568,Donnerstag::N,payshanba,enjte
569,Freitag::N,juma,premte
570,Samstag::N,shanba,shtunë
571,Sonntag::N,yakshanba,diel
572,groß::A,buyuk,madh
573,klein::A,kichik,vogël
574,lang::A,uzun,gjatë
575,kurz::A,qisqa,shkurtër
576,breit::A,keng,gjerë
577,schmal::A,änsiz,ngushtë
578,dicht::A,quyuq,dendur
579,dick[Gegenstand]::A,qalin,trashë
580,dünn::A,ingichka,hollë
581,fein::A,mayin,imët
582,fest::A,qattiq,fortë
583,flach::A,yalpoq,sheshtë
584,glatt::A,tekis,rrafshët
585,hart::A,qattiq,fortë
586,weich::A,yumshoq,butë
587,rund::A,yumaloq,rrumbullakët
588,spitz::A,uchli,majëmprehtë
589,scharf::A,keskir,mprehtë
590,stumpf::A,to'mtoq,topitur
591,schwer::A,salmoqli,rëndë
592,schön::A,go'zal,bukur
593,heiß::A,qiziq,nxehtë
594,warm::A,issiq,ngrohtë
595,kalt::A,sovuq,ftohtë
596,kühl::A,salqin,freskët
597,frisch::A,toza,pastër
598,feucht::A,namli,lagësht
599,nass::A,nam,lagur
600,trocken::A,quruq,thatë
601,voll::A,to'la,plotë
602,leer::A,puch,bosh
603,leer::A,puch,zbrazët
604,offen::A,ochiq,hapur
605,geschlossen::A,berk,mbyllur
606,sauber::A,ozoda,dëlirë
607,schmutzig::A,kir,ndyrë
608,roh::A,xom,gjallë
609,reif::A,pishiq,arrirë
610,lecker::A,shirin,shijshëm
611,süß::A,shirin,ëmbël
612,bitter::A,achchiq,hidhur
613,sauer::A,achchiq,thartë
614,hell::A,yorug',me dritë
615,dunkel::A,qorong'i,errët
616,schwarz::A,qora,i zi
617,weiß::A,oq,bardhë
618,rot::A,qizil,kuq
619,gelb::A,sariq,verdhë
620,blau::A,zangori,blu
621,blau::A,zangori,kaltër
622,grün::A,yashil,blertë
623,grün::A,yashil,gjelbër
624,grau::A,bo'z,hirtë
625,grau::A,bo'z,bojë hiri
626,bunt::A,ola,shumëngjyrëshëm
627,billig::A,arzon,lirë
628,teuer::A,qimmat,shtrenjtë
629,wertvoll::A,qimmat,çmuar
630,wertvoll::A,qimmat,vlershëm
631,blind::A,ko'r,qorr
632,blind::A,ko'r,verbër
633,taub::A,garang,shurdhër
634,kräftig::A,kuchli,fuqishëm
635,stark::A,quvvatli,fortë
636,schwach::A,kuchsiz,dobët
637,fett::A,semiz,dhjamur
638,schlank::A,ingichka,hollë
639,hübsch::A,ko'rkam,bukur
640,hübsch::A,ko'rkam,hijshëm
641,böse::A,yovuz,keq
642,dumm::A,aqlsiz,teveqel
643,faul::A,ärinchak,dembel
644,fleißig::A,ishchan,zellshëm
645,geizig::A,qurumsoq,kurnac
646,geizig::A,qurumsoq,dorështrënguar
647,klug::A,oqil,mençur
648,geschickt::A,äpchil,aftë
649,lieb::A,aziz,dashur
650,lustig::A,chaqchaq,gëzuar
651,sanft::A,asta,butë
652,hungrig::A,och,uritur
653,krank::A,kasal,sëmurë
654,nackt::A,yalang,lakuriq
655,nackt::A,yalang,zhveshur
656,traurig::A,xafa,trishtuar
657,lebendig::A,hayotiy,gjallë
658,gut::A,soz,mirë
659,schlecht::A,yomon,keq
660,richtig::A,rost,drejtë
661,schlimm::A,yovuz,keq
662,wahr::A,haqiqiy,vërtetë
663,alt::A,äski,vjetër
664,neu::A,yangi,i ri
665,ehemalig::A,sobiq,dikurshëm
666,alt[Lebewesen]::A,qari,plak
667,jung::A,navqiron,i ri
668,arm::A,abgor,varfër
669,arm::A,abgor,vobektë
670,reich::A,boy,pasur
671,bekannt::A,ma'lum,njohur
672,berühmt::A,mashhur,famshëm
673,fremd::A,yot,huaj
674,verschieden::A,turli,ndryshëm
675,nah::A,yaqindagi,afërt
676,fern::A,uzoq,largët
677,linker::A,so'l,majtë
678,rechter::A,o'ng,djathtë
679,anderer::A,boshqa,tjetër
680,erster::A,birinchi,parë
681,zweiter::A,ikkinchi,dytë
682,dritter::A,uchinchi,i tretë
683,letzter::A,oxirgi,fundit
684,allein::ADV,o'zicha,vetëm
685,auf einmal::ADV,varakay,njëkohësisht
686,zusammen::ADV,barobar,bashkë
687,zusammen::ADV,barobar,së bashku
688,lange::ADV,uzoq,për një kohë të gjatë
689,plötzlich::ADV,qo'qqisdan,befas
690,sofort::ADV,darrov,menjëherë
691,sofort::ADV,darrov,aty për aty
692,später::ADV,so'ngra,më vonë
693,jetzt::ADV,hozirgina,tash
694,heute::ADV,bugun,sot
695,morgen::ADV,ärta,nesër
696,bald::ADV,toz,shpejt
697,bald::ADV,toz,së shpejti
698,dann::ADV,keyin,pastaj
699,gestern::ADV,kecha,dje
700,einst::ADV,avvallari,dikur
701,damals::ADV,ugal,atëherë
702,danach::ADV,so'ngra,mandej
703,vorher::ADV,avval,më parë
704,zuerst::ADV,avval,së pari
705,einmal::ADV,bir marta,njëherë
706,manchmal::ADV,onda-sonda,nganjëherë
707,oft::ADV,tez-tez,shpesh
708,immer::ADV,har vaqt,përherë
709,immer::ADV,har vaqt,gjithnjë
710,niemals::ADV,hargiz,kurrë
711,niemals::ADV,hargiz,asnjëherë
712,hier::ADV,shu erda,këtu
713,hierhin::ADV,beri,knej
714,von hier::ADV,shu erdan,që këtej
715,von hier::ADV,shu erdan,prej këtej
716,dort::ADV,ana,aty
717,dort::ADV,ana,atje
718,dorthin::ADV,u yerga,anej
719,geradeaus::ADV,to'g'ri,drejt
720,vorwärts::ADV,ilgari,mbroth
721,vorwärts::ADV,ilgari,përpara
722,rückwärts::ADV,qoloq,mbrapsht
723,zurück::ADV,orqada,prapa
724,zurück::ADV,orqada,mbrapsht
725,unten::ADV,pastda,poshtë
726,hinab::ADV,tubanga,përposh
727,oben::ADV,ustida,lart
728,oben::ADV,ustida,sipër
729,hinauf::ADV,yuqorida,lart
730,hinauf::ADV,yuqorida,përpjetë
731,überall::ADV,har erda,kudo
732,nicht::ADV,ämas,s'
733,nicht::ADV,ämas,nuk
734,ein wenig::ADV,biroz,një tis
735,kaum::ADV,arang,mezi
736,sehr::ADV,ancha,fort
737,sehr::ADV,ancha,shumë
738,so::ADV,shunday,ashtu
739,so::ADV,shunday,kështu
740,noch::ADV,hali,ende
741,noch::ADV,hali,akoma
742,nur::ADV,yolg'iz,vetëm
743,schon::ADV,endi,tashmë
744,wieder::ADV,yana,përsëri
745,vergebens::ADV,bekorga,kot
746,vor::PRP,burun,para
747,hinter::PRP,ketida,prapa
748,hinter::PRP,ketida,mbrapa
749,unter::PRP,ostida,nën
750,durch::PRP,bo'ylab,nëpër
751,neben::PRP,yonida,pranë
752,neben::PRP,yonida,përbri
753,zwischen::PRP,orada,midis
754,zwischen::PRP,orada,ndërmjet
755,wegen::PRP,sababli,për
756,dies::PRN,o'sha,ky
757,das::PRN,narigi,ky
758,alles::PRN,har nima,gjithçka
759,ich::PRN,men,unë
760,du::PRN,sen,ti
761,er::PRN,u,ai
762,wir::PRN,biz,ne
763,ihr::PRN,siz,ju
764,sie::PRN,ular,ata
765,was::FPRN,nima,ç'
766,was::FPRN,nima,çfarë
767,wer::FPRN,kim,kush
768,wo::FADV,qaerda,ku
769,wohin::FADV,qayerga,për ku
770,wie::FADV,qanday,si
771,warum::FADV,nega,pse
772,warum::FADV,nega,përse
773,wieviel::FNUM,qancha,sa
774,eins::NUM,bir,një
775,zwei::NUM,ikki,dy
776,drei::NUM,uch,tre
777,vier::NUM,to'rt,katër
778,fünf::NUM,besh,pesë
779,sechs::NUM,olti,gjashtë
780,sieben::NUM,etti,shtatë
781,acht::NUM,sakkiz,tetë
782,neun::NUM,to'qqiz,nëntë
783,zehn::NUM,o'n,dhjetë
784,elf::NUM,o'n bir,njëmbëdhjetë
785,zwölf::NUM,o'n ikki,dymbëdhjetë
786,zwanzig::NUM,yigirma,njëzet
787,dreißig::NUM,o'ttiz,tridhjetë
788,vierzig::NUM,qirq,dyzet
789,fünfzig::NUM,ällik,pesëdhjetë
790,sechzig::NUM,oltmish,gjashtëdhjetë
791,siebzig::NUM,etmish,shtatëdhjetë
