,Concept_ID,myv,bg
125,Anhöhe::N,пандыне,могила
126,Anhöhe::N,пандыне,възвишение
127,Berg::N,пандо,планина
128,Gipfel::N,пря,връх
129,Höhle::N,пещера,пещера
130,Abhang::N,пандочама,склон
131,Abhang::N,пандочама,стръмнина
132,Quelle::N,ушодкс,извор
133,Bach::N,чудикерькс,поток
134,Fluss::N,лей,река
135,Ufer::N,чире,бряг
136,Küste::N,лейчире,бряг
137,Küste::N,лейчире,крайбрежие
138,Festland::N,мода,суша
139,Meer::N,моря,море
140,Bucht::N,усия,залив
141,Insel::N,усия,остров
142,Blume::N,цеця,цвете
143,Gras::N,тикше,трева
144,Wurzel::N,юр,корен
145,Wurzel::N,ундокс,корен
146,Baum::N,чувто,дърво
147,Stamm::N,рунго,стъбло
148,Rinde::N,суд,кора
149,Rinde::N,керь,кора
150,Ast::N,морго,клон
151,Zweig::N,тарад,клон
152,Blatt::N,лопа,лист
153,Birke::N,килей,бреза
154,Kiefer[Baum]::N,пиче,бор
155,Weide[Baum]::N,каль,върба
156,Tanne::N,куз,ела
157,Horn::N,сюро,рог
158,Feder::N,толга,перо
159,Fell::N,пона,кожа
160,Flügel::N,сёлмо,крило
161,Klaue::N,кенже,нокът
162,Kralle::N,кенже,нокът
163,Schwanz::N,пуло,опашка
164,Ei::N,ал,яйце
165,Nest::N,пизэ,гнездо
166,Bau::N,варя,дупка
167,Bau::N,пизе,дупка
168,Tier::N,ракша,животно
169,Herde::N,стада,стадо
170,Kuh::N,скал,крава
171,Bulle::N,бука,бик
172,Pferd::N,лишме,кон
173,Schaf::N,реве,овца
174,Schwein::N,туво,свиня
175,Hund::N,пине,куче
176,Hund::N,киска,куче
177,Katze::N,псака,котка
178,Bär::N,овто,мечка
179,Eichhörnchen::N,ур,катерица
180,Elch::N,сярдо,лос
181,Fuchs::N,ривезь,лисица
182,Hase::N,нумоло,заек
183,Maus::N,чеерь,мишка
184,Wolf::N,верьгиз,вълк
185,Vogel::N,нармунь,птица
186,Schwarm::N,полк,рой
187,Schwarm::N,полк,рояк
188,Schwarm::N,стада,рой
189,Schwarm::N,стада,рояк
190,Huhn::N,сараз,кокошка
191,Hahn::N,атякш,петел
192,Gans::N,гала,гъска
193,Gans::N,мацей,гъска
194,Adler::N,куцькан,орел
195,Adler::N,тумоатякш,орел
196,Ente::N,яксярго,патица
197,Eule::N,корж,сова
198,Kranich::N,карго,жерав
199,Krähe::N,варака,врана
200,Kuckuck::N,куко,кукувица
201,Schwan::N,локсей,лебед
202,Fisch::N,кал,риба
203,Barsch::N,окунь,костур
204,Hecht::N,щука,щука
205,Schlange[Tier]::N,гуй,змия
206,Wurm::N,сукс,червей
207,Spinne::N,шанжав,паяк
208,Ameise::N,коткудав,мравка
209,Laus::N,сий,въшка
210,Mücke::N,сеське,комар
211,Fliege::N,карво,муха
212,Schmetterling::N,нимиляв,пеперуда
213,Beere::N,умарь,плод
214,Apfel::N,умарь,ябълка
215,Pilz::N,панго,гъба
216,Zwiebel::N,чурька,лук
217,Zwiebel::N,чурька,кромид
218,Saat::N,видьметь,семе
219,Korn::N,сюро,зърно
220,Heu::N,тикше,сено
221,Schale::N,кедь,кора
222,Schale::N,ваткавкс,кора
223,Grube::N,латко,яма
224,Grube::N,латко,дупка
225,Falle::N,тувор,примка
226,Falle::N,кундамка,примка
227,Schlinge::N,килькш,клуп
228,Spur::N,челькс,диря
229,Spur::N,челькс,следа
230,Spur::N,пильгеки,диря
231,Spur::N,пильгеки,следа
232,Asche::N,кулов,пепел
233,Dreck::N,рудаз,кал
234,Eisen::N,кшни,желязо
235,Gold::N,сырне,злато
236,Silber::N,сия,сребро
237,Kohle::N,сэдь,въглища
238,Kohle::N,уголия,въглища
239,Glas::N,сулика,стъкло
240,Lehm::N,сёвонь,глина
241,Sand::N,човар,пясък
242,Mensch::N,ломань,човек
243,Mann::N,аля,мъж
244,Mann::N,цёраломань,мъж
245,Frau::N,ава,жена
246,Kind::N,эйкакш,дете
247,Junge::N,цёрыне,момче
248,Mädchen::N,тейтерне,момиче
249,Familie::N,семия,фамилия
250,Familie::N,семия,семейство
251,Großvater::N,покштя,дядо
252,Großmutter::N,баба,баба
253,Eltern::N,тетят-ават,родители
254,Vater::N,тетя,баща
255,Mutter::N,ава,майка
256,Sohn::N,цёра,син
257,Tochter::N,тейтерь,дъщеря
258,Bruder::N,леля,брат
259,Bruder::N,ялакс,брат
260,Schwester::N,сазор,сестра
261,Onkel::N,леля,чичо
262,Onkel::N,леля,вуйчо
263,Tante::N,патя,леля
264,Ehemann::N,мирде,съпруг
265,Ehefrau::N,ни,съпруга
266,Freude::N,кеняркс,радост
267,Gelächter::N,ракамо,смях
268,Gelächter::N,пейдема,смях
269,Glück::N,уцяска,щастие
270,Kummer::N,рискс,тъга
271,Kummer::N,мелявкс,тъга
272,Wunsch::N,мель,желание
273,Wunsch::N,бажамо,желание
274,Lust::N,бажамо,желание
275,Geist::N,ойме,дух
276,Gedanke::N,мель,мисъл
277,Gedächtnis::N,мель,памет
278,Verstand::N,прев,ум
279,Verstand::N,прев,разум
280,Sinn::N,толк,смисъл
281,Sinn::N,смысла,смисъл
282,Grund::N,тувтал,причина
283,Wahrheit::N,видечи,правда
284,Gespräch::N,кортнема,разговор
285,Märchen::N,ёвкс,приказка
286,Erzählung::N,ёвтнема,разказ
287,Nachricht::N,куля,вест
288,Nachricht::N,куля,известие
289,Neuigkeit::N,куля,новина
290,Name::N,лем,име
291,Rätsel::N,содамоёвкс,гатанка
292,Rede::N,кортамо,реч
293,Rede::N,кортамо,слово
294,Sprache::N,кель,език
295,Stimme::N,ваигель,глас
296,Wort::N,вал,дума
297,Zeichen::N,теште,знак
298,Ruf::N,тердема,зов
299,Lärm::N,шалнома,шум
300,Lärm::N,шалнома,глъчка
301,Laut::N,вайгель,звук
302,Ton::N,гайнема,тон
303,Lied::N,моро,песен
304,Ruhe::N,оймамо,тишина
305,Ruhe::N,оймамо,спокойствие
306,Leute::N,ломанть,хора
307,Volk::N,народ,народ
308,Arbeit::N,тев,труд
309,Arbeit::N,тев,работа
310,Gast::N,инже,гост
311,Geschenk::N,казне,дар
312,Geschenk::N,казне,подарък
313,Spiel::N,налксема,игра
314,Gesellschaft::N,община,общество
315,Hilfe::N,лездамо,помощ
316,Freund::N,оя,приятел
317,Freund::N,ялга,приятел
318,Kamerad::N,оя,другар
319,Kamerad::N,ялга,другар
320,Angelegenheit::N,тев,работа
321,Anzahl::N,ламоксчи,брой
322,Anzahl::N,ламоксчи,количество
323,Art::N,вид,вид
324,Stück::N,пакш,къс
325,Stück::N,пакш,парче
326,Stück::N,пелькс,къс
327,Stück::N,пелькс,парче
328,Teil::N,часть,дял
329,Teil::N,часть,част
330,Teil::N,пелькс,дял
331,Teil::N,пелькс,част
332,Hälfte::N,пель,половина
333,Hälfte::N,пелькс,половина
334,Kreis::N,кирькс,кръг
335,Kreuz::N,крёст,кръст
336,Linie::N,кикс,черта
337,Strich::N,межа,щрих
338,Strich::N,межа,черта
339,Abstand::N,ютко,дистанция
340,Abstand::N,ютко,разстояние
341,Entfernung::N,ютко,разстояние
342,Gegend::N,тарка,местност
343,Gegend::N,пертьпелькс,местност
344,Platz::N,васолкс,място
345,Ort::N,тарка,място
346,Seite::N,ён,страна
347,Seite::N,чире,страна
348,Mitte::N,куншка,среда
349,Gegenstand::N,предмет,предмет
350,Sache::N,тев,вещ
351,Sache::N,веща,вещ
352,Rand::N,пе,ръб
353,Rand::N,чире,ръб
354,Kante::N,ирдез,ръб
355,Kante::N,ирдез,кант
356,Ecke::N,ужо,ъгъл
357,Spitze::N,пряне,връх
358,Spitze::N,пряне,острие
359,Spitze::N,пе,връх
360,Spitze::N,пе,острие
361,Ende::N,пе,край
362,Loch::N,варя,дупка
363,Winkel::N,ужо,кът
364,Winkel::N,ужо,ъгъл
365,Muster::N,сёрма,десен
366,Muster::N,сёрма,образец
367,Größe::N,сэрь,големина
368,Größe::N,покшолма,големина
369,Länge::N,кувалмо,дължина
370,Höhe::N,сэрь,висота
371,Höhe::N,сэрь,височина
372,Höhe::N,пандо,висота
373,Höhe::N,пандо,височина
374,Gewicht::N,сталмо,тегло
375,Gewicht::N,сталмо,тежест
376,Menge::N,лововкс,количество
377,Haufen::N,мар,куп
378,Haufen::N,мар,грамада
379,Haufen::N,валявкс,куп
380,Haufen::N,валявкс,грамада
381,Reihe::N,ряд,ред
382,Reihe::N,ряд,редица
383,Boot::N,венч,лодка
384,Ruder::N,милё,весло
385,Ruder::N,милё,гребло
386,Schlitten::N,нурдт,шейна
387,Ski::N,сокс,ски
388,Lagerfeuer::N,толбандя,огнище
389,Last::N,сталмо,товар
390,Last::N,кандома,товар
391,Gang::N,молема,ход
392,Gang::N,молема,вървеж
393,Gang::N,якамо,ход
394,Gang::N,якамо,вървеж
395,Schritt::N,эскелькс,стъпка
396,Norden::N,якшамо ёнкс,север
397,Süden::N,лембе ёнкс,юг
398,Westen::N,чивалгома,запад
399,Osten::N,чилисема,изток
400,Holz::N,чувто,дърво
401,Brett::N,лаз,дъска
402,Platte::N,плита,
403,Stütze::N,неже,
404,Stange::N,олга,прът
405,Stange::N,олга,върлина
406,Stock::N,мандо,прът
407,Stock::N,мандо,тояга
408,Stab::N,олога,прът
409,Rohr::N,турба,цев
410,Rohr::N,турба,тръба
411,Haus::N,кудо,къща
412,Heim::N,кудо,дом
413,Ofen::N,каштомо,печка
414,Fußboden::N,киякс,под
415,Tisch::N,столь,маса
416,Stuhl::N,стул,стол
417,Wiege::N,лавсь,люлка
418,Wiege::N,нурямот,люлка
419,Bett::N,ацамо,легло
420,Bett::N,ацамо,креват
421,Regal::N,лався,рафт
422,Regal::N,лався,етажерка
423,Regal::N,лавсяланго,рафт
424,Regal::N,лавсяланго,етажерка
425,Kiste::N,горобия,кутия
426,Kiste::N,горобия,сандък
427,Kiste::N,сундук,кутия
428,Kiste::N,сундук,сандък
429,Fenster::N,вальма,прозорец
430,Tür::N,кенкш,врата
431,Tor::N,ортат,врата
432,Zaun::N,пирявт,ограда
433,Zaun::N,пирвякс,ограда
434,Dach::N,кудопря,покрив
435,Leiter::N,кузтема,стълба
436,Besen::N,тенсть,метла
437,Spaten::N,койме,лопата
438,Schaufel::N,кече,лопата
439,Schaufel::N,келей койме,лопата
440,Gabel::N,сянгине,вилица
441,Löffel::N,пенч,лъжица
442,Messer::N,пеель,нож
443,Nagel::N,эске,гвоздей
444,Netz::N,алтыма,мрежа
445,Haken::N,кечказ,кука
446,Haken::N,кечказ,закачалка
447,Griff::N,кедне,ръчка
448,Griff::N,кедне,дръжка
449,Schloss::N,замок,брава
450,Schloss::N,замок,ключалка
451,Schloss::N,панжома,брава
452,Schloss::N,панжома,ключалка
453,Bild::N,картина,картина
454,Figur::N,рунго,фигура
455,Puppe::N,няка,кукла
456,Beutel::N,кескав,кесия
457,Bündel::N,керькс,връзка
458,Tasche::N,юдма,чанта
459,Eimer::N,ведра,кофа
460,Deckel::N,велькс,капак
461,Deckel::N,велькс,похлупак
462,Geschirr::N,кедьге,съдове
463,Sack::N,кескав,чувал
464,Tasse::N,чакш,чаша
465,Topf::N,кастрюля,гърне
466,Topf::N,кастрюля,тенджера
467,Kessel::N,котёл,котел
468,Essen::N,ярсамо,ядене
469,Nahrung::N,ярсамопель,храна
470,Speise::N,ярсамопель,ястие
471,Fleisch::N,сывель,месо
472,Getreide::N,сюро,зърнено храни
473,Brei::N,каша,каша
474,Brot::N,кши,хляб
475,Scheibe::N,кочом,резен
476,Scheibe::N,сускомо,резен
477,Fett::N,куя,мазнина
478,Butter::N,ой,масло
479,Öl::N,ой,олио
480,Öl::N,ой,оливия
481,Salz::N,сал,сол
482,Suppe::N,ям,супа
483,Honig::N,медь,мед
484,Milch::N,ловсо,мляко
485,Tee::N,чай,чай
486,Leder::N,киське,кожа
487,Wolle::N,пона,вълна
488,Stoff::N,коцт,плат
489,Stoff::N,коцт,материал
490,Nadel::N,салмукс,игла
491,Faden::N,суре,конец
492,Knopf::N,пов,копче
493,Knoten::N,сюлмо,възел
494,Farbe::N,артомапель,боя
495,Kleidung::N,оршамот,дрехи
496,Kleidung::N,оршамот,облекло
497,Hemd::N,панар,риза
498,Kragen::N,сиве,яка
499,Ärmel::N,ожа,ръкав
500,Hose::N,понкст,панталони
501,Gürtel::N,каркс,пояс
502,Gürtel::N,каркс,колан
503,Mütze::N,чапка,каскет
504,Mütze::N,чапка,фуражка
505,Schuh::N,туфля,обувка
506,Stiefel::N,кем,ботуш
507,Ring::N,суркс,пръстен
508,Band::N,лента,лента
509,Band::N,лента,връзка
510,Kamm::N,сурсеме,гребен
511,Spiegel::N,чавачамо,огледало
512,Riemen::N,кшнань каркс,каиш
513,Riemen::N,кшнань каркс,ремък
514,Schnur::N,пикс,връв
515,Leine::N,ведьме,връв
516,Leine::N,ведьме,въже
517,Decke::N,вельтямо,покривка
518,Kissen::N,тодов,възглавница
519,Tuch::N,паця,сукно
520,Handtuch::N,нардамо,пешкир
521,Handtuch::N,нардамо,кърпа за лице
522,Kraft::N,вий,мощ
523,Kraft::N,вий,сила
524,Stärke::N,виевчи,сила
525,Gesundheit::N,шумбрачи,здраве
526,Krankheit::N,орма,болест
527,Krankheit::N,сэредема,болест
528,Schmerz::N,сэредькс,болка
529,Wunde::N,керявкс,рана
530,Fieber::N,маштыкс,треска
531,Fieber::N,маштыкс,температура
532,Arznei::N,ормаменькс,лек
533,Arznei::N,ормаменькс,лекарство
534,Brücke::N,сэдь,мост
535,Brücke::N,мадамо,мост
536,Brunnen::N,лисьма,чешма
537,Brunnen::N,лисьма,кладенец
538,Weide::N,ракшань ванома тарка,паша
539,Weide::N,ракшань ванома тарка,пасище
540,Pfad::N,ян,пътека
541,Weg::N,ки,път
542,Straße::N,ки,шосе
543,Dorf::N,веле,село
544,Stadt::N,ош,град
545,Brief::N,сёрма,писмо
546,Buch::N,книга,книга
547,Buchstabe::N,буква,буква
548,Zeitung::N,газета,вестник
549,Leben::N,эрямо,живот
550,Tod::N,кулома,смърт
551,Grab::N,калмо,гроб
552,Kirche::N,церькова,църква
553,Sünde::N,чумочи,грях
554,Gott::N,паз,бог
555,Arbeiter::N,робочей,работник
556,Chef::N,прявт,шеф
557,Chef::N,прявт,началник
558,Meister::N,кол тевень тенця,майстор
559,Arzt::N,врач,лекар
560,Lehrer::N,учитель,учител
561,Lehrer::N,тонавтыця,учител
562,Geld::N,ярмак,пари
563,Geschäft::N,ладязь тев,сделка
564,Laden::N,лавка,дюкян
565,Laden::N,лавка,магазин
566,Preis::N,питне,цена
567,Ware::N,миевкс,стока
568,Ware::N,рамавкс,стока
569,Nutzen::N,паро,полза
570,Nutzen::N,паро,облага
571,Nutzen::N,лезэ,полза
572,Nutzen::N,лезэ,облага
573,Reichtum::N,сюпавчи,богатство
574,Welt::N,мир,свят
575,Welt::N,мастор ланго,свят
576,Land::N,мастор,страна
577,Staat::N,государства,щат
578,Staat::N,государства,държава
579,König::N,король,крал
580,Macht::N,азорксчи,мощ
581,Macht::N,азорксчи,власт
582,Grenze::N,буен тешкс,граница
583,Krieg::N,война,война
584,Feind::N,душман,враг
585,Feind::N,душман,неприятел
586,Gewalt::N,нарьгамо,сила
587,Gewalt::N,нарьгамо,насилие
588,Kampf::N,тюрема,борба
589,Kampf::N,тюрема,сражение
590,Bogen[Waffe]::N,нал,лък
591,Pfeil::N,нал,стрела
592,Gewehr::N,ружия,пушка
593,Gewehr::N,винтовка,пушка
594,Fehler::N,ильведькс,грешка
595,Fehler::N,ильведевкс,грешка
596,Lüge::N,манчема,лъжа
597,Lüge::N,кенгелема,лъжа
598,Schaden::N,зыян,повреда
599,Unglück::N,зыян,нещастие
600,Schuld::N,чумочи,вина
601,Alter::N,шка,възраст
602,Schluss::N,пе,край
603,Zeit::N,шка,време
604,Zeit::N,пинге,време
605,Tag::N,чи,ден
606,Morgen::N,валске,утро
607,Morgen::N,валске,сутрин
608,Mittag::N,чикуншка,обед
609,Mittag::N,чикуншка,пладне
610,Abend::N,чокшнэ,вечер
611,Nacht::N,ве,нощ
612,Woche::N,недля,седмица
613,Monat::N,ков,месец
614,Jahr::N,ие,година
615,Frühling::N,тундо,пролет
616,Sommer::N,кизэ,лято
617,Herbst::N,сёксь,есен
618,Winter::N,теле,зима
619,Januar::N,якшамков,януари
620,Februar::N,февраль,февруари
621,März::N,март,март
622,April::N,апрель,април
623,Mai::N,май,май
624,Juni::N,июнь,юни
625,Juli::N,июль,юли
626,August::N,август,август
627,September::N,сентября,септември
628,Oktober::N,октября,октомври
629,November::N,ноября,ноември
630,Dezember::N,декабря,декември
631,Montag::N,пондельник,понеделник
632,Dienstag::N,овторник,вторник
633,Mittwoch::N,серёда,сряда
634,Donnerstag::N,цетьверьг,четвъртък
635,Freitag::N,пеця,петък
636,Samstag::N,субута,събота
637,Samstag::N,шлямочи,събота
638,Sonntag::N,недлячи,неделя
639,groß::A,ине,едър
640,groß::A,ине,голям
641,groß::A,покш,едър
642,groß::A,покш,голям
643,klein::A,вишка,малък
644,klein::A,вишка,дребен
645,lang::A,кувака,дълъг
646,kurz::A,нурькине,къс
647,breit::A,келей,широк
648,schmal::A,теине,тесен
649,dicht::A,тусто,гъст
650,dick[Gegenstand]::A,эчке,дебел
651,dünn::A,човине,тънък
652,fein::A,човине,фин
653,fein::A,човине,тънък
654,fest::A,кеме,твърд
655,fest::A,кеме,плътен
656,flach::A,лапужа,равен
657,flach::A,лапужа,плосък
658,glatt::A,валаня,гладък
659,hart::A,калгодо,твърд
660,hart::A,калгодо,корав
661,weich::A,чевте,мек
662,rund::A,кеверь,кръгъл
663,spitz::A,пшти,островръх
664,scharf::A,пшти,остър
665,stumpf::A,ношка,тъп
666,schwer::A,стака,тежък
667,schön::A,мазый,хубав
668,schön::A,мазый,красив
669,heiß::A,пси,жарък
670,warm::A,лембе,топъл
671,kalt::A,якшамо,студен
672,kühl::A,экше,хладен
673,frisch::A,свежа,свеж
674,feucht::A,летьке,влажен
675,nass::A,начко,мокър
676,trocken::A,коське,сух
677,voll::A,пешксе,пълен
678,leer::A,чаво,празен
679,offen::A,панжадо,откровен
680,offen::A,виде,откровен
681,geschlossen::A,пекстазь,закрит
682,geschlossen::A,пекстазь,затворен
683,geschlossen::A,сёлгозь,закрит
684,geschlossen::A,сёлгозь,затворен
685,sauber::A,ванькс,чист
686,schmutzig::A,ливезев,мръсен
687,roh::A,верек,суров
688,reif::A,кенерезь,зрял
689,lecker::A,тантей,вкусен
690,süß::A,ламбамо,сладък
691,bitter::A,сэпей,горчив
692,sauer::A,чапамо,кисел
693,hell::A,валдо,ясен
694,hell::A,валдо,светъл
695,dunkel::A,чопода,тъмен
696,schwarz::A,раужо,черен
697,weiß::A,ашо,бял
698,rot::A,якстере,червен
699,gelb::A,ожо,жълт
700,blau::A,сэнь,син
701,grün::A,пиже,зелен
702,grau::A,шержев,сив
703,bunt::A,сёрмав,шарен
704,bunt::A,сёрмав,пъстър
705,billig::A,аволь питней,евтин
706,teuer::A,питней,скъп
707,wertvoll::A,питней,ценен
708,blind::A,сокор,сляп
709,taub::A,амариця,глух
710,kräftig::A,пек виев,силен
711,stark::A,виев,здрав
712,stark::A,виев,силен
713,schwach::A,лавшо,слаб
714,fett::A,куя,тлъст
715,schlank::A,виде ронга,тънък
716,schlank::A,виде ронга,строен
717,hübsch::A,мазый,хубав
718,böse::A,кежей,зъл
719,dumm::A,чавола,глупав
720,dumm::A,превтеме,глупав
721,faul::A,нузякс,ленив
722,faul::A,нузякс,мързелив
723,fleißig::A,мелень путыця,прилежен
724,geizig::A,скупой,скъпернически
725,klug::A,превей,умен
726,klug::A,превей,разумен
727,geschickt::A,маштозь теезь,умел
728,geschickt::A,маштозь теезь,сръчен
729,lieb::A,вадря,мил
730,lieb::A,вадря,драг
731,lustig::A,весёла,весел
732,sanft::A,сэтьме,нежен
733,sanft::A,сэтьме,кротък
734,hungrig::A,вачо,гладен
735,krank::A,сэредиця,болен
736,nackt::A,штапо,гол
737,traurig::A,нусманя,тъжен
738,traurig::A,нусманя,печален
739,lebendig::A,эриця,жив
740,gut::A,паро,добър
741,schlecht::A,берянь,лош
742,richtig::A,виде,правилен
743,schlimm::A,берянь,лош
744,wahr::A,алкуксонь,верен
745,wahr::A,алкуксонь,истински
746,alt::A,ташто,стар
747,alt::A,ташто,древен
748,neu::A,од,нов
749,ehemalig::A,икелень,бивш
750,alt[Lebewesen]::A,сыре,стар
751,jung::A,од,млад
752,arm::A,кажов,беден
753,reich::A,сюпав,богат
754,bekannt::A,содавикс,познат
755,bekannt::A,содавикс,известен
756,berühmt::A,содавикс,почут
757,berühmt::A,содавикс,известен
758,fremd::A,лия,чужд
759,fremd::A,асодавикс,чужд
760,verschieden::A,эрьва,разен
761,verschieden::A,эрьва,различен
762,nah::A,а васолонь,близък
763,fern::A,умонь,далечен
764,fern::A,кезэрень,далечен
765,linker::A,керш,ляв
766,rechter::A,вить,прав
767,anderer::A,лия,друг
768,erster::A,васень,пръв
769,erster::A,васень,първи
770,erster::A,васенце,пръв
771,erster::A,васенце,първи
772,zweiter::A,омбоце,втори
773,dritter::A,колмоце,трети
774,letzter::A,меельце,последен
775,allein::ADV,башка,само
776,allein::ADV,ськамонзо,само
777,auf einmal::ADV,вейсэ,същевременно
778,zusammen::ADV,вейс,заедно
779,zusammen::ADV,вейсэ,заедно
780,lange::ADV,кувать,дълго
781,plötzlich::ADV,апак учо,изведнъж
782,sofort::ADV,курок,веднага
783,sofort::ADV,нейке,веднага
784,später::ADV,мейле,по-късно
785,jetzt::ADV,ней,сега
786,heute::ADV,течи,днес
787,morgen::ADV,ванды,утре
788,bald::ADV,курок,скоро
789,dann::ADV,мейле,после
790,dann::ADV,мейле,тогава
791,dann::ADV,седе мейле,после
792,dann::ADV,седе мейле,тогава
793,gestern::ADV,исяк,вчера
794,einst::ADV,весть,някога
795,einst::ADV,зярдо-бути,някога
796,damals::ADV,сестэ,тогава
797,danach::ADV,мейле,после
798,danach::ADV,мейле,след това
799,danach::ADV,седе мейле,после
800,danach::ADV,седе мейле,след това
801,vorher::ADV,васняяк,преди
802,vorher::ADV,васняяк,преди това
803,zuerst::ADV,васня,най-напред
804,einmal::ADV,весть,веднъж
805,einmal::ADV,весть,един път
806,manchmal::ADV,лиясто,понякога
807,oft::ADV,сеетьстэ,често
808,immer::ADV,свал,винаги
809,niemals::ADV,а зярдояк,никога
810,hier::ADV,тесэ,тук
811,hier::ADV,тесэ,тука
812,hierhin::ADV,тей,насам
813,von hier::ADV,тестэ,оттук
814,von hier::ADV,тестэ,оттука
815,dort::ADV,тосо,там
816,dorthin::ADV,тов,натам
817,dorthin::ADV,тов,нататък
818,geradeaus::ADV,витьстэ,направо
819,vorwärts::ADV,икелев,напред
820,rückwärts::ADV,мекев,назад
821,zurück::ADV,мекев,обратно
822,unten::ADV,ало,долу
823,hinab::ADV,алов,надолу
824,oben::ADV,вере,горе
825,hinauf::ADV,верев,нагоре
826,überall::ADV,эрьва косо,навсякъде
827,nicht::ADV,а,не
828,ein wenig::ADV,аламошка,малко
829,kaum::ADV,ансяк,едва
830,kaum::ADV,ансяк,едвам
831,sehr::ADV,пек,много
832,sehr::ADV,пек,твърде
833,sehr::ADV,вельть,много
834,sehr::ADV,вельть,твърде
835,so::ADV,истя,тъй
836,so::ADV,истя,така
837,noch::ADV,таго,още
838,nur::ADV,ансяк,само
839,schon::ADV,уш,вече
840,wieder::ADV,таго,пак
841,wieder::ADV,таго,отново
842,vergebens::ADV,стяко,напразно
