,Concept_ID,la,ar
128,Ufer::N,ripa,ضفة
129,Küste::N,litus,ساحل
130,Festland::N,continens,بر
131,Meer::N,mare,بحر
132,Bucht::N,sinus,خليج
133,Insel::N,insula,جزيرة
134,Blume::N,flos,زهرة
135,Gras::N,herba,حشيش
136,Gras::N,gramen,حشيش
137,Wurzel::N,radix,أصل
138,Baum::N,arbor,شجرة
139,Stamm::N,truncus,جذع
140,Rinde::N,cortex,قشرة
141,Ast::N,ramus,فرع
142,Zweig::N,ramus,غصن
143,Blatt::N,folium,ورقة
144,Birke::N,betulla,قضبان
145,Kiefer[Baum]::N,pinus,صنوبرة
146,Weide[Baum]::N,salix,صفصاف
147,Tanne::N,abies,شوح
148,Tanne::N,abies,تبوب
149,Horn::N,cornu,قرن
150,Feder::N,penna,ريشة
151,Fell::N,pellis,فرو
152,Flügel::N,ala,جناح
153,Klaue::N,unguis,مخلب
154,Kralle::N,unguis,مخلب
155,Schwanz::N,cauda,ذيل
156,Ei::N,ovum,بيض
157,Nest::N,nidus,عش
158,Bau::N,cavum,جحر
159,Bau::N,latibulum,جحر
160,Tier::N,bestia,حيوان
161,Herde::N,grex,قطيع
162,Kuh::N,vacca,بقرة
163,Bulle::N,taurus,ثور
164,Pferd::N,equus,خيل
165,Schaf::N,ovis,شاة
166,Schwein::N,sus,خنزير
167,Schwein::N,porcus,خنزير
168,Hund::N,canis,كلب
169,Katze::N,felis,قطة
170,Bär::N,ursus,دب
171,Eichhörnchen::N,sciurus,سنجاب
172,Elch::N,alces,موظ
173,Fuchs::N,vulpes,ثعلب
174,Hase::N,lepus,أرنب
175,Maus::N,mus,فأرة
176,Wolf::N,lupus,ذئب
177,Vogel::N,avis,طير
178,Schwarm::N,examen,سرب
179,Huhn::N,gallina,دجاجة
180,Hahn::N,gallus,ديك
181,Gans::N,anser,وزة
182,Adler::N,aquila,نسر
183,Ente::N,anas,بطة
184,Eule::N,ulula,بوم
185,Eule::N,noctua,بوم
186,Kranich::N,grus,كركي
187,Krähe::N,cornix,غراب
188,Kuckuck::N,cuculus,وقواق
189,Schwan::N,olor,إوز عراقي
190,Schwan::N,cycnus,إوز عراقي
191,Fisch::N,piscis,سمك
192,Barsch::N,perca,فرخ أوربي
193,Hecht::N,esox,سمك الكراكي
194,Schlange[Tier]::N,serpens,حية
195,Schlange[Tier]::N,serpens,ثعبان
196,Wurm::N,vermis,دودة
197,Spinne::N,aranea,عنكبوت
198,Ameise::N,formica,نملة
199,Laus::N,pediculus,قملة
200,Mücke::N,culex,ناموسة
201,Fliege::N,musca,ذبابة
202,Schmetterling::N,papilio,فراشة
203,Beere::N,baca,حبة
204,Apfel::N,malum,تفاح
205,Pilz::N,fungus,فطر
206,Zwiebel::N,cepa,بصل
207,Saat::N,seges,زرع
208,Korn::N,granum,حبة
209,Heu::N,faenum,دريس
210,Schale::N,putamen,قشرة
211,Grube::N,fovea,نقرة
212,Falle::N,pedica,فخ
213,Falle::N,pedica,مصيدة
214,Schlinge::N,laqueus,عروة
215,Spur::N,vestigium,أثر
216,Asche::N,cinis,رماد
217,Dreck::N,lutum,قذر
218,Eisen::N,ferrum,حديد
219,Gold::N,aurum,ذهب
220,Silber::N,argentum,فضة
221,Kohle::N,carbo,فحم
222,Glas::N,vitrum,زجاج
223,Lehm::N,lutum,طين
224,Sand::N,arena,رمل
225,Mensch::N,homo,إنسان
226,Mann::N,vir,رجل
227,Frau::N,mulier,امرأة
228,Kind::N,puer,طفل
229,Kind::N,infans,طفل
230,Junge::N,puer,ولد
231,Mädchen::N,puella,بنت
232,Familie::N,familia,عائلة
233,Großvater::N,avus,جد
234,Großmutter::N,avia,جدة
235,Eltern::N,parentes,أبوان
236,Eltern::N,parentes,والدان
237,Vater::N,pater,أب
238,Mutter::N,mater,أم
239,Sohn::N,filius,إبن
240,Tochter::N,filia,بنت
241,Tochter::N,filia,إبنة
242,Bruder::N,frater,أخ
243,Bruder::N,frater,شقيق
244,Schwester::N,soror,أخت
245,Onkel::N,patruus,عم
246,Onkel::N,avunculus,عم
247,Tante::N,amita,عمة
248,Ehemann::N,maritus,زوج
249,Ehefrau::N,uxor,زوجة
250,Freude::N,gaudium,فرح
251,Freude::N,gaudium,سرور
252,Freude::N,laetitia,فرح
253,Freude::N,laetitia,سرور
254,Gelächter::N,risus,قهقهة
255,Glück::N,felicitas,سعادة
256,Kummer::N,aegritudo,غم
257,Wunsch::N,voluntas,منية
258,Wunsch::N,desiderium,منية
259,Lust::N,libido,شهوة
260,Lust::N,voluptas,شهوة
261,Geist::N,mens,روح
262,Geist::N,animus,روح
263,Gedanke::N,sententia,فكرة
264,Gedächtnis::N,memoria,ذاكرة
265,Verstand::N,ratio,عقل
266,Verstand::N,ingenium,عقل
267,Sinn::N,sensus,معنى
268,Grund::N,causa,سبب
269,Wahrheit::N,veritas,حقيقة
270,Gespräch::N,sermo,محادثة
271,Märchen::N,fabula,خرافة
272,Erzählung::N,fabula,قصة
273,Erzählung::N,fabula,حكاية
274,Erzählung::N,narratio,قصة
275,Erzählung::N,narratio,حكاية
276,Nachricht::N,nuntius,خبر
277,Neuigkeit::N,novitas,خبر جديد
278,Name::N,nomen,اسم
279,Rätsel::N,aenigma,لغز
280,Rede::N,oratio,خطبة
281,Sprache::N,lingua,لغة
282,Stimme::N,vox,صوت
283,Wort::N,verbum,كلمة
284,Wort::N,vocabulum,كلمة
285,Zeichen::N,signum,رمز
286,Zeichen::N,signum,إشارة
287,Ruf::N,clamor,نداء
288,Lärm::N,strepitus,صخب
289,Lärm::N,strepitus,ضجة
290,Laut::N,sonus,صوت
291,Ton::N,sonus,نغمة
292,Lied::N,carmen,أغنية
293,Ruhe::N,quies,هدوء
294,Leute::N,homines,ناس
295,Volk::N,populus,شعب
296,Arbeit::N,labor,عمل
297,Gast::N,hospes,ضيف
298,Gast::N,conviva,ضيف
299,Geschenk::N,munus,هدية
300,Spiel::N,ludus,لعب
301,Gesellschaft::N,societas,صحبة
302,Hilfe::N,auxilium,عون
303,Hilfe::N,auxilium,مساعدة
304,Hilfe::N,subsidium,عون
305,Hilfe::N,subsidium,مساعدة
306,Freund::N,amicus,صديق
307,Kamerad::N,socius,زميل
308,Angelegenheit::N,res,أمر
309,Angelegenheit::N,res,شأن
310,Anzahl::N,numerus,عدد
311,Art::N,genus,نوع
312,Stück::N,frustum,قطعة
313,Stück::N,fragmentum,قطعة
314,Teil::N,pars,قسم
315,Hälfte::N,dimidium,نصف
316,Kreis::N,orbis,دائرة
317,Kreis::N,circus,دائرة
318,Kreuz::N,crux,صليب
319,Linie::N,linea,خط
320,Strich::N,lineamentum,شرطة
321,Abstand::N,intervallum,مسافة
322,Entfernung::N,spatium,بعد
323,Gegend::N,loca,ناحية
324,Gegend::N,regio,ناحية
325,Platz::N,locus,فراغ
326,Ort::N,locus,مكان
327,Seite::N,latus,جانب
328,Mitte::N,medium,وسط
329,Gegenstand::N,res,موضوع
330,Sache::N,res,شيء
331,Rand::N,margo,حافة
332,Kante::N,angulus,حافة
333,Ecke::N,angulus,ركن
334,Spitze::N,cacumen,سن
335,Ende::N,caput,طرف
336,Loch::N,foramen,ثقب
337,Winkel::N,angulus,زاوية
338,Muster::N,exemplum,عينة
339,Größe::N,magnitudo,حجم
340,Länge::N,longitudo,طول
341,Höhe::N,altitudo,علو
342,Höhe::N,altitudo,ارتفاع
343,Gewicht::N,pondus,وزن
344,Menge::N,copia,كمية
345,Haufen::N,acervus,كوم
346,Reihe::N,ordo,صف
347,Boot::N,navicula,قارب
348,Boot::N,navicula,زورق
349,Ruder::N,remus,مجذاف
350,Schlitten::N,sclodia,مزلقة
351,Ski::N,narta,زلاجة
352,Lagerfeuer::N,ignis,نار المخيم
353,Last::N,onus,حمل
354,Gang::N,cursus,مشية
355,Schritt::N,gradus,خطوة
356,Norden::N,septentriones,شمال
357,Süden::N,meridies,جنوب
358,Westen::N,occidens,غرب
359,Osten::N,oriens,شرق
360,Holz::N,lignum,خشب
361,Brett::N,tabula,لوح
362,Platte::N,lamina,صفيحة
363,Stütze::N,adminiculum,سند
364,Stütze::N,adminiculum,دعامة
365,Stange::N,pertica,عود
366,Stock::N,baculum,عصا
367,Stab::N,scipio,قضيب
368,Rohr::N,tubus,أنبوبة
369,Haus::N,aedes,دار
370,Haus::N,aedes,بيت
371,Heim::N,domicilium,بيت
372,Heim::N,domicilium,مسكن
373,Ofen::N,fornax,مدفأة
374,Fußboden::N,solum,أرضية
375,Tisch::N,mensa,مائدة
376,Stuhl::N,sella,كرسي
377,Wiege::N,cunae,مهد
378,Bett::N,lectus,سرير
379,Regal::N,foruli,رف
380,Kiste::N,cista,صندوق
381,Fenster::N,fenestra,شباك
382,Fenster::N,fenestra,نافذة
383,Tür::N,ianua,باب
384,Tor::N,porta,بوابة
385,Zaun::N,saepes,سياج
386,Dach::N,tectum,سطح
387,Leiter::N,scalae,سلم
388,Besen::N,scopae,مكنسة
389,Spaten::N,pala,مسحاة
390,Schaufel::N,pala,مجرفة
391,Gabel::N,fuscinula,شوكة
392,Löffel::N,coclear,ملعقة
393,Messer::N,culter,سكين
394,Nagel::N,clavus,مسمار
395,Netz::N,rete,شبكة
396,Haken::N,hamus,خطاف
397,Haken::N,hamus,صنارة
398,Griff::N,manubrium,قبضة
399,Schloss::N,claustra,قفل
400,Bild::N,tabula,صورة
401,Bild::N,pictura,صورة
402,Figur::N,statunculum,تمثال
403,Puppe::N,pupa,دمية
404,Beutel::N,sacculus,كيس
405,Bündel::N,fascis,ربطة
406,Tasche::N,sacculus,شنطة
407,Tasche::N,sacculus,محفظة
408,Eimer::N,situla,سطل
409,Eimer::N,situla,جردل
410,Deckel::N,operculum,سداد
411,Geschirr::N,vasa,أوان
412,Sack::N,saccus,زكيبة
413,Tasse::N,pocillum,فنجان
414,Topf::N,olla,قدر
415,Topf::N,olla,طنجرة
416,Kessel::N,aenum,قدر
417,Kessel::N,aenum,غلاية
418,Essen::N,cena,طعام
419,Nahrung::N,cibus,غذاء
420,Nahrung::N,alimenta,غذاء
421,Speise::N,cibus,أكل
422,Fleisch::N,caro,لحم
423,Getreide::N,frumentum,حبوب
424,Brei::N,puls,عصيدة
425,Brot::N,panis,خبز
426,Scheibe::N,frustum,شريحة
427,Fett::N,pingue,سمن
428,Butter::N,butȳrum,زبدة
429,Öl::N,oleum,زيت
430,Salz::N,sal,ملح
431,Suppe::N,ius,حساء
432,Suppe::N,ius,شربة
433,Honig::N,mel,عسل
434,Milch::N,lac,حليب
435,Tee::N,thea,شاي
436,Leder::N,corium,جلد
437,Wolle::N,lana,صوف
438,Stoff::N,textum,قماش
439,Nadel::N,acus,إبرة
440,Faden::N,filum,خيط
441,Knopf::N,bulla,زر
442,Knoten::N,nodus,عقدة
443,Farbe::N,pigmentum,صبغة
444,Kleidung::N,vestimenta,ملابس
445,Hemd::N,tunica,قميص
446,Kragen::N,collare,ياقة
447,Ärmel::N,manica,كم
448,Hose::N,bracae,سروال
449,Hose::N,bracae,بنطلون
450,Gürtel::N,cingulum,حزام
451,Mütze::N,pilleus,طاقية
452,Schuh::N,calceus,حذاء
453,Stiefel::N,pero,جزمة
454,Stiefel::N,pero,حذاء طويل
455,Stiefel::N,caliga,جزمة
456,Stiefel::N,caliga,حذاء طويل
457,Ring::N,anulus,حلقة
458,Band::N,redimiculum,شريط
459,Kamm::N,pecten,مشط
460,Spiegel::N,speculum,مرآة
461,Riemen::N,lorum,سير
462,Schnur::N,linum,حبل
463,Schnur::N,linum,دوبارة
464,Leine::N,retinaculum,قيد
465,Decke::N,lodix,بطانية
466,Kissen::N,pulvinus,وسادة
467,Tuch::N,velum,منديل
468,Handtuch::N,mantele,فوطة
469,Handtuch::N,mantele,منشفة
470,Kraft::N,vis,قدرة
471,Stärke::N,robur,قوة
472,Gesundheit::N,valetudo,صحة
473,Krankheit::N,morbus,مرض
474,Schmerz::N,dolor,ألم
475,Schmerz::N,dolor,وجع
476,Wunde::N,vulnus,جرح
477,Fieber::N,febris,حمى
478,Arznei::N,remedium,دواء
479,Brücke::N,pons,جسر
480,Brunnen::N,puteus,بئر
481,Weide::N,pascua,مرعى
482,Pfad::N,semita,درب
483,Weg::N,iter,سكة
484,Straße::N,via,طريق
485,Dorf::N,vicus,قرية
486,Stadt::N,urbs,مدينة
487,Stadt::N,oppidum,مدينة
488,Brief::N,epistula,خطاب
489,Brief::N,epistula,مكتوب
490,Buch::N,liber,كتاب
491,Buchstabe::N,littera,حرف
492,Zeitung::N,diurnum,جريدة
493,Leben::N,vita,عيش
494,Leben::N,vita,حياة
495,Tod::N,mors,موت
496,Tod::N,mors,وفاة
497,Grab::N,sepulcrum,قبر
498,Kirche::N,ecclesia,كنيسة
499,Sünde::N,peccatum,خطيئة
500,Gott::N,deus,إله
501,Arbeiter::N,operarius,عامل
502,Chef::N,praefectus,رئيس
503,Meister::N,magister,أسطى
504,Arzt::N,medicus,طبيب
505,Lehrer::N,magister,مدرس
506,Geld::N,aes,نقود
507,Geld::N,pecunia,نقود
508,Geschäft::N,negotium,صفقة
509,Laden::N,taberna,دكان
510,Preis::N,pretium,سعر
511,Ware::N,merx,بضاعة
512,Nutzen::N,utilitas,فائدة
513,Reichtum::N,opes,غنى
514,Reichtum::N,opes,ثروة
515,Reichtum::N,divitiae,غنى
516,Reichtum::N,divitiae,ثروة
517,Welt::N,mundus,عالم
518,Welt::N,mundus,دنيا
519,Land::N,terra,بلد
520,Staat::N,res publica,دولة
521,König::N,rex,ملك
522,Macht::N,potestas,سلطة
523,Grenze::N,limes,حدود
524,Krieg::N,bellum,حرب
525,Feind::N,inimicus,عدو
526,Gewalt::N,vis,عنف
527,Kampf::N,pugna,قتال
528,Bogen[Waffe]::N,arcus,قوس
529,Pfeil::N,sagitta,سهم
530,Gewehr::N,sclopetum,بندقية
531,Fehler::N,error,خطأ
532,Lüge::N,mendacium,كذب
533,Schaden::N,damnum,تلف
534,Schaden::N,detrimentum,تلف
535,Unglück::N,miseria,نحس
536,Unglück::N,calamitas,نحس
537,Schuld::N,culpa,ذنب
538,Alter::N,aetas,سن
539,Alter::N,aetas,عمر
540,Schluss::N,finis,ختام
541,Schluss::N,finis,نهاية
542,Zeit::N,tempus,وقت
543,Tag::N,dies,يوم
544,Morgen::N,mane,صباح
545,Mittag::N,meridies,ظهر
546,Abend::N,vesper,مساء
547,Nacht::N,nox,ليلة
548,Woche::N,septimana,أسبوع
549,Monat::N,mensis,شهر
550,Jahr::N,annus,عام
551,Jahr::N,annus,سنة
552,Frühling::N,ver,ربيع
553,Sommer::N,aestas,صيف
554,Herbst::N,autumnus,خريف
555,Winter::N,hiems,شتاء
556,Januar::N,Ianuarius,يناير
557,Januar::N,Ianuarius,كانون الثاني
558,Februar::N,Februarius,شباط
559,Februar::N,Februarius,فبراير
560,März::N,Martius,آذار
561,März::N,Martius,مارس
562,April::N,Aprilis,نيسان
563,Mai::N,Maius,مايو
564,Juni::N,Iunius,يونيو
565,Juni::N,Iunius,حزيران
566,Juli::N,Iulius,تموز
567,Juli::N,Iulius,يوليو
568,August::N,Augustus,آب
569,August::N,Augustus,أغسطس
570,September::N,September,أيلول
571,September::N,September,سبتمبر
572,Oktober::N,Octobris,أكتوبر
573,Oktober::N,Octobris,تشرين الأول
574,November::N,Novembris,نوفمبر
575,November::N,Novembris,تشرين الثاني
576,Dezember::N,December,ديسمبر
577,Dezember::N,December,كانون الأول
578,Montag::N,dies lunae,يوم الاثنين
579,Dienstag::N,dies Martis ,يوم الثلاثاء
580,Mittwoch::N,dies Mercurii,يوم الأربعاء
581,Donnerstag::N,dies Iovis,يوم الخميس
582,Freitag::N,dies Veneris,يوم الجمعة
583,Samstag::N,dies Saturni,يوم السبت
584,Sonntag::N,dominicus,يوم الأحد
585,Sonntag::N,dies solis,يوم الأحد
586,groß::A,magnus,كبير
587,klein::A,parvus,صغير
588,lang::A,longus,طويل
589,kurz::A,brevis,قصير
590,breit::A,latus,واسع
591,schmal::A,angustus,ضيق
592,dicht::A,densus,كث
593,dicht::A,densus,كثيف
594,dick[Gegenstand]::A,crassus,غليظ
595,dünn::A,tenuis,رفيع
596,fein::A,subtilis,رقيق
597,fest::A,solidus,متين
598,fest::A,stabilis,متين
599,flach::A,planus,سهل
600,flach::A,planus,منبسط
601,glatt::A,levis,ناعم
602,hart::A,durus,صلب
603,hart::A,durus,جامد
604,weich::A,mollis,لين
605,rund::A,rotundus,مستدير
606,spitz::A,acutus,مدبب
607,scharf::A,acer,حاد
608,stumpf::A,hebes,ثالم
609,schwer::A,gravis,ثقيل
610,schön::A,pulcher,جميل
611,schön::A,formosus,جميل
612,heiß::A,fervidus,حار
613,heiß::A,fervidus,ساخن
614,warm::A,calidus,دافئ
615,kalt::A,frigidus,بارد
616,kühl::A,frigidus,قر
617,frisch::A,recens,طازج
618,feucht::A,umidus,رطب
619,nass::A,madidus,مبلول
620,trocken::A,aridus,جاف
621,voll::A,plenus,ملء
622,leer::A,vacuus,خال
623,leer::A,vacuus,فارغ
624,offen::A,apertus,مفتوح
625,geschlossen::A,clausus,مغلق
626,sauber::A,lautus,نظيف
627,schmutzig::A,sordidus,قذر
628,roh::A,crudus,نيء
629,reif::A,maturus,ناضج
630,lecker::A,delicatus,لذيذ
631,süß::A,dulcis,حلو
632,bitter::A,amarus,مر
633,bitter::A,acerbus,مر
634,sauer::A,acidus,حامض
635,hell::A,clarus,نير
636,dunkel::A,obscurus,مظلم
637,schwarz::A,niger,أسود
638,weiß::A,albus,أبيض
639,rot::A,ruber,أحمر
640,gelb::A,flavus,أصفر
641,blau::A,caeruleus,أزرق
642,grün::A,viridis,أخضر
643,grau::A,canus,رمادي
644,bunt::A,varius,ملوب
645,billig::A,vilis,رخيص
646,teuer::A,carus,غال
647,wertvoll::A,pretiosus,ثمين
648,blind::A,caecus,أعمى
649,taub::A,surdus,أصم
650,taub::A,surdus,أطرش
651,kräftig::A,robustus,قوي
652,stark::A,firmus,قوي
653,stark::A,validus,قوي
654,schwach::A,debilis,ضعيف
655,schwach::A,infirmus,ضعيف
656,fett::A,crassus,سمين
657,schlank::A,procerus,أهيف
658,hübsch::A,pulcher,جميل
659,böse::A,improbus,رديء
660,dumm::A,stultus,أبله
661,dumm::A,stultus,أحمق
662,dumm::A,stupidus,أبله
663,dumm::A,stupidus,أحمق
664,faul::A,piger,كسلان
665,fleißig::A,sedulus,مجتهد
666,geizig::A,avarus,بخيل
667,klug::A,prudens,ذكي
668,klug::A,prudens,عاقل
669,geschickt::A,sollers,ماهر
670,lieb::A,carus,عزيز
671,lustig::A,iocosus,مرح
672,sanft::A,clemens,حليم
673,hungrig::A,impastus,جائع
674,krank::A,aeger,مريض
675,nackt::A,nudus,عار
676,traurig::A,maestus,حزين
677,lebendig::A,vivus,حي
678,gut::A,bonus,جيد
679,schlecht::A,malus,سيء
680,richtig::A,rectus,صحيح
681,schlimm::A,malus,خبيث
682,wahr::A,verus,حق
683,alt::A,antiquus,قديم
684,neu::A,novus,جديد
685,ehemalig::A,pristinus,سابق
686,alt[Lebewesen]::A,vetus,مسن
687,jung::A,iuvenis,شاب
688,jung::A,iuvenis,صغير
689,arm::A,pauper,فقير
690,reich::A,dives,غني
691,bekannt::A,notus,معلوم
692,berühmt::A,celeber,مشهور
693,berühmt::A,illustris,مشهور
694,fremd::A,peregrinus,أجنبي
695,verschieden::A,varius,مختلف
696,nah::A,propinquus,قريب
697,fern::A,longinquus,بعيد
698,linker::A,sinister,يسار
699,rechter::A,dexter,يمين
700,anderer::A,alius,آخر
701,erster::A,primus,أول
702,zweiter::A,secundus,ثان
703,dritter::A,tertius,ثالث
704,letzter::A,ultimus,أخير
705,allein::ADV,solum,وحده
706,auf einmal::ADV,simul,بالمرة
707,zusammen::ADV,una,معا
708,lange::ADV,diu,مدة طويلة
709,plötzlich::ADV,subito,فجأة
710,plötzlich::ADV,repente,فجأة
711,sofort::ADV,statim,حالا
712,sofort::ADV,statim,فورا
713,später::ADV,postea,فيما بعد
714,jetzt::ADV,nunc,الآن
715,jetzt::ADV,nunc,حاليا
716,heute::ADV,hodie,اليوم
717,morgen::ADV,cras,غدا
718,bald::ADV,mox,قريبا
719,dann::ADV,deinde,ثم
720,gestern::ADV,heri,أمس
721,gestern::ADV,heri,البارحة
722,einst::ADV,olim,قديما
723,damals::ADV,tum,حينئذ
724,danach::ADV,postea,ثم
725,danach::ADV,postea,بعد ذلك
726,vorher::ADV,antea,من قبل
727,vorher::ADV,antea,قبل ذلك
728,zuerst::ADV,primo,أولا
729,einmal::ADV,semel,مرة
730,manchmal::ADV,interdum,أحيانا
731,oft::ADV,saepe,كثيرا
732,immer::ADV,semper,دائما
733,niemals::ADV,numquam,لا أبدا
734,hier::ADV,hic,هنا
735,hierhin::ADV,huc,إلى هنا
736,von hier::ADV,hinc,من هنا
737,dort::ADV,ibi,هناك
738,dorthin::ADV,eo,إلى هناك
739,geradeaus::ADV,recte,إلى الأمام
740,vorwärts::ADV,porro,إلى الأمام
741,rückwärts::ADV,retro,إلى الوراء
742,zurück::ADV,retro,عودا
743,zurück::ADV,retro,إلى الخلف
744,unten::ADV,infra,تحت
745,unten::ADV,infra,في الأسفل
746,hinab::ADV,pessum,إلى تحت
747,oben::ADV,supra,فوق
748,oben::ADV,supra,في الأعلى
749,hinauf::ADV,sursum,إلى فوق
750,hinauf::ADV,sursum,إلى الأعلى
751,überall::ADV,ubique,في كل مكان
752,nicht::ADV,non,لا
753,nicht::ADV,non,لم
754,ein wenig::ADV,paulum,قليلا
755,kaum::ADV,vix,كاد لا
756,kaum::ADV,aegre,كاد لا
757,sehr::ADV,valde,جدا
758,sehr::ADV,valde,كثيرا
759,sehr::ADV,magnopere,جدا
760,sehr::ADV,magnopere,كثيرا
761,so::ADV,ita,كذا
762,so::ADV,ita,كذلك
763,noch::ADV,etiam,ما زال
764,nur::ADV,solum,فقط
765,nur::ADV,tantum,فقط
766,schon::ADV,iam,قد
767,wieder::ADV,rursus,من جديد
768,wieder::ADV,rursus,مرة أخرى
769,vergebens::ADV,frustra,عبثا
770,vor::PRP,ante,أمام
771,hinter::PRP,post,خلف
772,hinter::PRP,post,وراء
773,unter::PRP,sub,تحت
774,durch::PRP,per,عبر
775,durch::PRP,per,خلال
776,neben::PRP,iuxta,جنب
777,neben::PRP,iuxta,بجانب
778,zwischen::PRP,inter,بين
779,wegen::PRP,propter,بسبب
780,dies::PRN,hoc,هذا
781,das::PRN,id,ذلك
782,alles::PRN,omnia,الكل
783,ich::PRN,ego,أنا
784,du::PRN,tu,أنت
785,er::PRN,is,هو
786,er::PRN,ille,هو
787,wir::PRN,nos,نحن
788,ihr::PRN,vos,أنتم
789,ihr::PRN,vos,أنتن
790,sie::PRN,ii,هم
791,sie::PRN,ii,هن
792,sie::PRN,illi,هم
793,sie::PRN,illi,هن
794,was::FPRN,quid,ما
795,wer::FPRN,quis,من
796,wo::FADV,ubi,أين
797,wohin::FADV,quo,إلى أين
798,wie::FADV,quomodo,كيف
799,warum::FADV,cur,لماذا
800,wieviel::FNUM,quantum,كم
801,eins::NUM,unus,واحد
802,zwei::NUM,duo,اثنين
803,drei::NUM,tres,ثلاثة
804,vier::NUM,quattuor,أربعة
805,fünf::NUM,quinque,خمسة
806,sechs::NUM,sex,ستة
807,sieben::NUM,septem,سبعة
808,acht::NUM,octo,ثمانية
809,neun::NUM,novem,تسعة
810,zehn::NUM,decem,عشرة
