,Concept_ID,lv,ml
136,Stern::N,zvaigzne,നക്ഷത്രം
137,Luft::N,сынӧд,കാറ്റ്
138,Luft::N,gaiss,കാറ്റ്
139,Wind::N,тӧв,കാറ്റ്
140,Wind::N,vējš,കാറ്റ്
141,Welle::N,гы,തിരമാല
142,Welle::N,vilnis,തിരമാല
143,Wasser::N,ва,വെള്ളം
144,Wasser::N,ūdens,വെള്ളം
145,Stein::N,из,ശില
146,Stein::N,из,കല്ല്
147,Stein::N,akmens,ശില
148,Stein::N,akmens,കല്ല്
149,Boden::N,му,തറ
150,Boden::N,му,നിലം
151,Boden::N,augsne,തറ
152,Boden::N,augsne,നിലം
153,Erde::N,му,മണ്ണ്
154,Erde::N,му-ва,മണ്ണ്
155,Erde::N,zeme,മണ്ണ്
156,Staub::N,бус,പൊടി
157,Staub::N,putekļi,പൊടി
158,Rauch::N,тшын,പുക
159,Rauch::N,dūmi,പുക
160,Funke::N,кинь,തീപ്പൊരി
161,Funke::N,би кинь,തീപ്പൊരി
162,Funke::N,dzirkstele,തീപ്പൊരി
163,Feuer::N,би,തീ
164,Feuer::N,uguns,തീ
165,Licht::N,югӧр,വിളക്ക്
166,Licht::N,югӧр,സൂര്യപ്രകാശം
167,Licht::N,gaisma,വിളക്ക്
168,Licht::N,gaisma,സൂര്യപ്രകാശം
169,Schatten::N,вуджӧр,തണൽ
170,Schatten::N,ēna,തണൽ
171,Wetter::N,поводдя,കാലാവസ്ഥ
172,Wetter::N,laiks,കാലാവസ്ഥ
173,Nebel::N,ру,മൂടൽമഞ്ഞ്
174,Nebel::N,онь,മൂടൽമഞ്ഞ്
175,Nebel::N,migla,മൂടൽമഞ്ഞ്
176,Wolke::N,кымӧр,മേഘം
177,Wolke::N,mākonis,മേഘം
178,Regen::N,зэр,മഴ
179,Regen::N,lietus,മഴ
180,Schnee::N,лым,മഞ്ഞ്
181,Schnee::N,sniegs,മഞ്ഞ്
182,Eis::N,йи,ഐസ്
183,Eis::N,ledus,ഐസ്
184,Frost::N,кӧдзыд,മൂടൽമഞ്ഞ്
185,Frost::N,sals,മൂടൽമഞ്ഞ്
186,Kälte::N,кӧдзыд,തണുപ്പ്
187,Kälte::N,saltums,തണുപ്പ്
188,Kälte::N,aukstums,തണുപ്പ്
189,Hitze::N,пӧсь,ചൂട്
190,Hitze::N,гожӧд,ചൂട്
191,Hitze::N,karstums,ചൂട്
192,Raureif::N,пуж,കോടമഞ്ഞ്
193,Raureif::N,гыӧр,കോടമഞ്ഞ്
194,Raureif::N,sarma,കോടമഞ്ഞ്
195,Regenbogen::N,ӧшкамӧшка,മഴവില്ല്
196,Regenbogen::N,varavīksne,മഴവില്ല്
197,Donner::N,гым,ഇടി
198,Donner::N,pērkons,ഇടി
199,Strömung::N,ва ныр,പ്രവാഹം
200,Strömung::N,визувтӧм,പ്രവാഹം
201,Strömung::N,straume,പ്രവാഹം
202,Strömung::N,strāvojums,പ്രവാഹം
203,Tropfen::N,войт,തുള്ളി
204,Tropfen::N,lāse,തുള്ളി
205,Schaum::N,быг,നുര
206,Schaum::N,быгзьӧм,നുര
207,Schaum::N,putas,നുര
208,Schmutz::N,няйт,അഴുക്ക്
209,Schmutz::N,dubļi,അഴുക്ക്
210,See::N,ты,തടാകം
211,See::N,ezers,തടാകം
212,Sumpf::N,гыбад,ചതുപ്പുനിലം
213,Sumpf::N,кад,ചതുപ്പുനിലം
214,Sumpf::N,dumbrājs,ചതുപ്പുനിലം
215,Sumpf::N,staignājs,ചതുപ്പുനിലം
216,Moor::N,нюр,പാഴ്നിലം
217,Moor::N,purvs,പാഴ്നിലം
218,Moor::N,muklājs,പാഴ്നിലം
219,Wiese::N,видз,പുൽത്തകിടി
220,Wiese::N,pļava,പുൽത്തകിടി
221,Wald::N,вӧр,വനം
222,Wald::N,вӧр,കാട്
223,Wald::N,mežs,വനം
224,Wald::N,mežs,കാട്
225,Hügel::N,дзиб,കുന്ന്
226,Hügel::N,мыльк,കുന്ന്
227,Hügel::N,нӧрыс,കുന്ന്
228,Hügel::N,paugurs,കുന്ന്
229,Anhöhe::N,мыльк,ഉയർന്ന ഭൂമി
230,Anhöhe::N,нӧрыс,ഉയർന്ന ഭൂമി
231,Anhöhe::N,paugurs,ഉയർന്ന ഭൂമി
232,Berg::N,чой,പർവ്വതം
233,Berg::N,керӧс,പർവ്വതം
234,Berg::N,kalns,പർവ്വതം
235,Gipfel::N,чук,ഉച്ചകോടി
236,Gipfel::N,virsotne,ഉച്ചകോടി
237,Höhle::N,рудӧг,ഗുഹ
238,Höhle::N,ala,ഗുഹ
239,Abhang::N,ньывк,ചരിവ്
240,Abhang::N,бокша,ചരിവ്
241,Abhang::N,nogāze,ചരിവ്
242,Quelle::N,ӧшмӧс,ഉറവിടം
243,Quelle::N,avots,ഉറവിടം
244,Bach::N,шор,അരുവി
245,Bach::N,urga,അരുവി
246,Bach::N,strauts,അരുവി
247,Fluss::N,ю,നദി
248,Fluss::N,upe,നദി
249,Ufer::N,вадор,തീരം
250,Ufer::N,krasts,തീരം
251,Küste::N,вадор,കടൽത്തീരം
252,Küste::N,piekraste,കടൽത്തീരം
253,Festland::N,му,കര
254,Festland::N,sauszeme,കര
255,Meer::N,саридз,കടൽ
256,Meer::N,jūra,കടൽ
257,Bucht::N,куръя,ഉൾക്കടല്
258,Bucht::N,līcis,ഉൾക്കടല്
259,Insel::N,ді,ദ്വീപ്
260,Insel::N,sala,ദ്വീപ്
261,Blume::N,дзоридз,പൂവ്
262,Blume::N,puķe,പൂവ്
263,Blume::N,zieds,പൂവ്
264,Gras::N,турун,പുല്ല്
265,Gras::N,zāle,പുല്ല്
266,Wurzel::N,вуж,വേര്
267,Wurzel::N,sakne,വേര്
268,Baum::N,пу,മരം
269,Baum::N,koks,മരം
270,Stamm::N,пучер,തായ്ത്തടി
271,Stamm::N,stumbrs,തായ്ത്തടി
272,Rinde::N,кырсь,പട്ട
273,Rinde::N,miza,പട്ട
274,Ast::N,ув,ശാഖ
275,Ast::N,zars,ശാഖ
276,Zweig::N,вож,ശാഖ
277,Zweig::N,nozare,ശാഖ
278,Blatt::N,кор,ഇല
279,Blatt::N,lapa,ഇല
280,Birke::N,кыдз,പൂവരശ്
281,Birke::N,bērzs,പൂവരശ്
282,Kiefer[Baum]::N,пожӧм,പൈൻമരം
283,Kiefer[Baum]::N,priede,പൈൻമരം
284,Weide[Baum]::N,бадь,വില്ലോ
285,Weide[Baum]::N,kārkls,വില്ലോ
286,Tanne::N,коз,ദേവദാരു
287,Tanne::N,egle,ദേവദാരു
288,Horn::N,сюр,മൃഗത്തിൻറെ കൊമ്പ്
289,Horn::N,rags,മൃഗത്തിൻറെ കൊമ്പ്
290,Feder::N,гӧн,തൂവൽ
291,Feder::N,тывборд,തൂവൽ
292,Feder::N,spalva,തൂവൽ
293,Fell::N,ку,മൃദുരോമം
294,Fell::N,āda,മൃദുരോമം
295,Flügel::N,борд,ചിറക്
296,Flügel::N,spārns,ചിറക്
297,Klaue::N,гыж,നഖം
298,Klaue::N,nags,നഖം
299,Kralle::N,гыж,നഖം
300,Kralle::N,nags,നഖം
301,Schwanz::N,бӧж,വാൽ
302,Schwanz::N,ļipa,വാൽ
303,Ei::N,кольк,മുട്ട
304,Ei::N,ola,മുട്ട
305,Nest::N,поз,കൂട്
306,Nest::N,ligzda,കൂട്
307,Bau::N,горс,മാളം
308,Bau::N,пырмӧс,മാളം
309,Bau::N,гу,മാളം
310,Bau::N,ala,മാളം
311,Tier::N,пемӧс,മൃഗം
312,Tier::N,dzīvnieks,മൃഗം
313,Herde::N,стада,കൂട്ടം
314,Herde::N,кельӧб,കൂട്ടം
315,Herde::N,ganāmpulks,കൂട്ടം
316,Kuh::N,мӧс,പശു
317,Kuh::N,govs,പശു
318,Bulle::N,ӧш,കാള
319,Bulle::N,bullis,കാള
320,Pferd::N,вӧв,കുതിര
321,Pferd::N,zirgs,കുതിര
322,Schaf::N,ыж,ആട്
323,Schaf::N,aita,ആട്
324,Schwein::N,порсь,പന്നി
325,Schwein::N,cūka,പന്നി
326,Hund::N,пон,നായ്
327,Hund::N,suns,നായ്
328,Katze::N,кань,പൂച്ച
329,Katze::N,kaķis,പൂച്ച
330,Bär::N,ош,കരടി
331,Bär::N,lācis,കരടി
332,Eichhörnchen::N,ур,അണ്ണാൻ
333,Eichhörnchen::N,vāvere,അണ്ണാൻ
334,Elch::N,йӧра,കടമാന്
335,Elch::N,alnis,കടമാന്
336,Fuchs::N,руч,കുറുക്കൻ
337,Fuchs::N,lapsa,കുറുക്കൻ
338,Hase::N,кӧч,മുയൽ
339,Hase::N,zaķis,മുയൽ
340,Maus::N,шыр,ചുണ്ടലി
341,Maus::N,pele,ചുണ്ടലി
342,Wolf::N,кӧин,ചെന്നായ
343,Wolf::N,vilks,ചെന്നായ
344,Vogel::N,кай,പക്ഷി
345,Vogel::N,лэбач,പക്ഷി
346,Vogel::N,putns,പക്ഷി
347,Schwarm::N,чукӧр,കൂട്ടം
348,Schwarm::N,spiets,കൂട്ടം
349,Huhn::N,курӧг,കോഴി
350,Huhn::N,vista,കോഴി
351,Hahn::N,петук,പൂവൻകോഴി
352,Hahn::N,gailis,പൂവൻകോഴി
353,Gans::N,дзодзӧг,അരയന്നം
354,Gans::N,zoss,അരയന്നം
355,Adler::N,кутш,കഴുകൻ
356,Adler::N,ērglis,കഴുകൻ
357,Ente::N,утка,താറാവ്
358,Ente::N,pīle,താറാവ്
359,Eule::N,сюзь,മൂങ്ങ
360,Eule::N,pūce,മൂങ്ങ
361,Kranich::N,тури,കൊക്ക്
362,Kranich::N,dzērve,കൊക്ക്
363,Krähe::N,рака,കാക്ക
364,Krähe::N,vārna,കാക്ക
365,Kuckuck::N,кӧк,കുയിൽ
366,Kuckuck::N,dzeguze,കുയിൽ
367,Schwan::N,юсь,അരയന്നം
368,Schwan::N,gulbis,അരയന്നം
369,Fisch::N,чери,മത്സ്യം
370,Fisch::N,zivs,മത്സ്യം
371,Barsch::N,ёкыш,ഒരിനം മത്സ്യം
372,Barsch::N,asaris,ഒരിനം മത്സ്യം
373,Hecht::N,сир,ഒരു മത്സ്യം
374,Hecht::N,līdaka,ഒരു മത്സ്യം
375,Schlange[Tier]::N,кый,പാമ്പ്
376,Schlange[Tier]::N,čūska,പാമ്പ്
377,Wurm::N,номыр,വിര
378,Wurm::N,tārps,വിര
379,Spinne::N,черань,ചിലന്തി
380,Spinne::N,zirneklis,ചിലന്തി
381,Ameise::N,кодзувкот,ഉറുമ്പ്
382,Ameise::N,skudra,ഉറുമ്പ്
383,Laus::N,той,പേന്
384,Laus::N,uts,പേന്
385,Mücke::N,ном,മശകം
386,Mücke::N,ods,മശകം
387,Fliege::N,гут,ഈച്ച
388,Fliege::N,muša,ഈച്ച
389,Schmetterling::N,бобув,ചിത്രശലഭം
390,Schmetterling::N,tauriņš,ചിത്രശലഭം
391,Beere::N,тусь,ബെറി
392,Beere::N,вотӧс,ബെറി
393,Beere::N,oga,ബെറി
394,Apfel::N,яблӧг,ആപ്പിൾ
395,Apfel::N,ābols,ആപ്പിൾ
396,Pilz::N,тшак,കൂൺ
397,Pilz::N,sēne,കൂൺ
398,Zwiebel::N,луккок,സവാള
399,Zwiebel::N,йӧнгыль,സവാള
400,Zwiebel::N,sīpols,സവാള
401,Saat::N,тусь,വിത്ത്
402,Saat::N,кӧйдыс,വിത്ത്
403,Saat::N,sēkla,വിത്ത്
404,Korn::N,тусь,ധാന്യം
405,Korn::N,grauds,ധാന്യം
406,Heu::N,турун,വയ്ക്കോൽ
407,Heu::N,siens,വയ്ക്കോൽ
408,Schale::N,кор,തൊലി
409,Schale::N,čaula,തൊലി
410,Schale::N,čaumala,തൊലി
411,Grube::N,гу,കുഴി
412,Grube::N,bedre,കുഴി
413,Falle::N,лэч,കെണി
414,Falle::N,slazds,കെണി
415,Falle::N,lamatas,കെണി
416,Schlinge::N,лэч,കുടുക്ക്
417,Schlinge::N,cilpa,കുടുക്ക്
418,Spur::N,туй,ചുവട്
419,Spur::N,pēda,ചുവട്
420,Asche::N,пӧм,ചാരം
421,Asche::N,pelni,ചാരം
422,Dreck::N,няйт,അഴുക്ക്
423,Dreck::N,dubļi,അഴുക്ക്
424,Eisen::N,кӧрт,ഇരുമ്പ്
425,Eisen::N,dzelzs,ഇരുമ്പ്
426,Gold::N,зарни,സ്വർണ്ണം
427,Gold::N,zelts,സ്വർണ്ണം
428,Silber::N,эзысь,വെള്ളി
429,Silber::N,sudrabs,വെള്ളി
430,Kohle::N,шом,കൽക്കരി
431,Kohle::N,ogle,കൽക്കരി
432,Glas::N,стеклӧ,ഗ്ലാസ്
433,Glas::N,stikls,ഗ്ലാസ്
434,Lehm::N,сёй,കളിമണ്ണ്
435,Lehm::N,māls,കളിമണ്ണ്
436,Sand::N,лыа,മണൽ
437,Sand::N,smiltis,മണൽ
438,Mensch::N,морт,മനുഷ്യർ
439,Mensch::N,cilvēks,മനുഷ്യർ
440,Mann::N,аймӧрт,പുരുഷൻ
441,Mann::N,мужичӧй,പുരുഷൻ
442,Mann::N,vīrietis,പുരുഷൻ
443,Frau::N,ань,സ്ത്രീ
444,Frau::N,нывбаба,സ്ത്രീ
445,Frau::N,sieviete,സ്ത്രീ
446,Kind::N,кага,കുഞ്ഞ്
447,Kind::N,bērns,കുഞ്ഞ്
448,Junge::N,пи,ആൺകുട്ടി
449,Junge::N,zēns,ആൺകുട്ടി
450,Junge::N,puika,ആൺകുട്ടി
451,Junge::N,puisis,ആൺകുട്ടി
452,Mädchen::N,ныв,പെൺകുട്ടി
453,Mädchen::N,meiča,പെൺകുട്ടി
454,Mädchen::N,skuķis,പെൺകുട്ടി
455,Mädchen::N,meitene,പെൺകുട്ടി
456,Familie::N,семья,കുടുംബം
457,Familie::N,ģimene,കുടുംബം
458,Großvater::N,пӧль,അപ്പൂപ്പൻ
459,Großvater::N,vecaistēvs,അപ്പൂപ്പൻ
460,Großmutter::N,баб,അമ്മുമ്മ
461,Großmutter::N,vecāmāte,അമ്മുമ്മ
462,Eltern::N,ай-мам,മാതാപിതാക്കള്
463,Eltern::N,бать-мам,മാതാപിതാക്കള്
464,Eltern::N,vecāki,മാതാപിതാക്കള്
465,Vater::N,бать,അച്ഛൻ
466,Vater::N,ай,അച്ഛൻ
467,Vater::N,tēvs,അച്ഛൻ
468,Mutter::N,мам,അമ്മ
469,Mutter::N,māte,അമ്മ
470,Sohn::N,пи,മകൻ
471,Sohn::N,dēls,മകൻ
472,Tochter::N,ныв,മകൾ
473,Tochter::N,meita,മകൾ
474,Bruder::N,вок,ചേട്ടൻ
475,Bruder::N,вок,അനിയൻ
476,Bruder::N,brālis,ചേട്ടൻ
477,Bruder::N,brālis,അനിയൻ
478,Schwester::N,чой,ചേച്ചി
479,Schwester::N,чой,അനിയത്തി
480,Schwester::N,māsa,ചേച്ചി
481,Schwester::N,māsa,അനിയത്തി
482,Onkel::N,дядь,അമ്മാവൻ
483,Onkel::N,tēvocis,അമ്മാവൻ
484,Tante::N,тьӧт,മാമി
485,Tante::N,tante,മാമി
486,Ehemann::N,верӧс,ഭർത്താവ്
487,Ehemann::N,vīrs,ഭർത്താവ്
488,Ehefrau::N,гӧтыр,ഭാര്യ
489,Ehefrau::N,sieva,ഭാര്യ
490,Freude::N,радлун,ആഹ്ലാദം
491,Freude::N,prieks,ആഹ്ലാദം
492,Gelächter::N,серам,ചിരിയുടെ ശബ്ദം
493,Gelächter::N,smiekli,ചിരിയുടെ ശബ്ദം
494,Glück::N,шуд,സന്തോഷം
495,Glück::N,шуд,സന്തുഷ്ടി
496,Glück::N,laime,സന്തോഷം
497,Glück::N,laime,സന്തുഷ്ടി
498,Kummer::N,шог,ശോകം
499,Kummer::N,bēdas,ശോകം
500,Kummer::N,raizes,ശോകം
501,Wunsch::N,кӧсйӧм,ആഗ്രഹം
502,Wunsch::N,vēlme,ആഗ്രഹം
503,Wunsch::N,vēlējums,ആഗ്രഹം
504,Lust::N,кыскӧм,ആഗ്രഹം
505,Lust::N,радейтӧм,ആഗ്രഹം
506,Lust::N,kāre,ആഗ്രഹം
507,Geist::N,лов,ചുറുചുറുക്ക്
508,Geist::N,gars,ചുറുചുറുക്ക്
509,Gedanke::N,мӧвп,ചിന്ത
510,Gedanke::N,doma,ചിന്ത
511,Gedächtnis::N,паметь,ഓർമ്മശക്തി
512,Gedächtnis::N,atmiņa,ഓർമ്മശക്തി
513,Verstand::N,вежӧр,മനസ്സ്
514,Verstand::N,prāts,മനസ്സ്
515,Sinn::N,мог,അർത്ഥം
516,Sinn::N,вежӧртас,അർത്ഥം
517,Sinn::N,nozīme,അർത്ഥം
518,Grund::N,помка,കാരണം
519,Grund::N,pamats,കാരണം
520,Grund::N,iemesls,കാരണം
521,Wahrheit::N,збыль,സത്യം
522,Wahrheit::N,збыльтор,സത്യം
523,Wahrheit::N,taisnība,സത്യം
524,Wahrheit::N,patiesība,സത്യം
525,Gespräch::N,сёрни,സല്ലാപം
526,Gespräch::N,saruna,സല്ലാപം
527,Märchen::N,мойд,യക്ഷിക്കഥ
528,Märchen::N,pasaka,യക്ഷിക്കഥ
529,Erzählung::N,висьт,കഥ
530,Erzählung::N,stāsts,കഥ
531,Erzählung::N,nostāsts,കഥ
532,Nachricht::N,юӧртӧм,സന്ദേശം
533,Nachricht::N,ziņa,സന്ദേശം
534,Neuigkeit::N,выльтор,വാർത്ത
535,Neuigkeit::N,jaunums,വാർത്ത
536,Name::N,ним,പേര്
537,Name::N,vārds,പേര്
538,Rätsel::N,нӧдкыв,പ്രഹേളിക
539,Rätsel::N,mīkla,പ്രഹേളിക
540,Rede::N,сёрни,സംസാരം
541,Rede::N,runa,സംസാരം
542,Sprache::N,кыв,ഭാഷ
543,Sprache::N,valoda,ഭാഷ
544,Stimme::N,гӧлӧс,സ്വരം
545,Stimme::N,вом шы,സ്വരം
546,Stimme::N,balss,സ്വരം
547,Wort::N,кыв,വാക്ക്
548,Wort::N,vārds,വാക്ക്
549,Zeichen::N,пас,സംജ്ഞ
550,Zeichen::N,zīme,സംജ്ഞ
551,Ruf::N,чукӧстчӧм,വിളി
552,Ruf::N,корӧм,വിളി
553,Ruf::N,sauciens,വിളി
554,Lärm::N,шы,ആരവം
555,Lärm::N,зык,ആരവം
556,Lärm::N,зычитӧм,ആരവം
557,Lärm::N,troksnis,ആരവം
558,Laut::N,шы,ശബ്ദം
559,Laut::N,skaņa,ശബ്ദം
560,Ton::N,шы,സ്വരഭേദം
561,Ton::N,tonis,സ്വരഭേദം
562,Lied::N,сьылан,പാട്ട്
563,Lied::N,сьыланкыв,പാട്ട്
564,Lied::N,dziesma,പാട്ട്
565,Ruhe::N,чӧв,നിശ്ചലത
566,Ruhe::N,miers,നിശ്ചലത
567,Leute::N,йӧз,ജനങ്ങൾ
568,Leute::N,войтыр,ജനങ്ങൾ
569,Leute::N,ļaudis,ജനങ്ങൾ
570,Leute::N,cilvēki,ജനങ്ങൾ
571,Volk::N,йӧз,രാഷ്ടം
572,Volk::N,войтыр,രാഷ്ടം
573,Volk::N,tauta,രാഷ്ടം
574,Arbeit::N,удж,ജോലി
575,Arbeit::N,darbs,ജോലി
576,Gast::N,гӧсть,അതിലി
577,Gast::N,viešņa,അതിലി
578,Gast::N,ciemiņš,അതിലി
579,Geschenk::N,козин,സമ്മാനം
580,Geschenk::N,dāvana,സമ്മാനം
581,Spiel::N,ворсан,കളി
582,Spiel::N,rotaļa,കളി
583,Gesellschaft::N,котыр,കൂട്ടായ്മ
584,Gesellschaft::N,biedrība,കൂട്ടായ്മ
585,Gesellschaft::N,kompānija,കൂട്ടായ്മ
586,Hilfe::N,отсӧг,സഹായം
587,Hilfe::N,palīdzība,സഹായം
588,Freund::N,ёрт,സുഹൃത്ത്
589,Freund::N,draugs,സുഹൃത്ത്
590,Kamerad::N,ёрт,കൂട്ടാളി
591,Kamerad::N,biedrs,കൂട്ടാളി
592,Angelegenheit::N,мог,കാര്യം
593,Angelegenheit::N,делӧ,കാര്യം
594,Angelegenheit::N,darīšana,കാര്യം
595,Anzahl::N,лыд,എണ്ണം
596,Anzahl::N,тшӧт,എണ്ണം
597,Anzahl::N,skaits,എണ്ണം
598,Anzahl::N,daudzums,എണ്ണം
599,Art::N,сикас,തരം
600,Art::N,suga,തരം
601,Art::N,šķira,തരം
602,Stück::N,тор,കഷണം
603,Stück::N,gabals,കഷണം
604,Teil::N,юкӧн,ഭാഗം
605,Teil::N,daļa,ഭാഗം
606,Hälfte::N,пӧв,പകുതി
607,Hälfte::N,джын,പകുതി
608,Hälfte::N,puse,പകുതി
609,Kreis::N,кытш,വൃത്തം
610,Kreis::N,aplis,വൃത്തം
611,Kreis::N,riņķis,വൃത്തം
612,Kreuz::N,перна,കുരിശടയാളം
613,Kreuz::N,крест,കുരിശടയാളം
614,Kreuz::N,krusts,കുരിശടയാളം
615,Linie::N,визь,വര
616,Linie::N,визь,രേഖ
617,Linie::N,līnija,വര
618,Linie::N,līnija,രേഖ
619,Strich::N,визь,പക്ഷാഘാതം
620,Strich::N,svītra,പക്ഷാഘാതം
621,Abstand::N,кост,വിടവ്
622,Abstand::N,коласт,വിടവ്
623,Abstand::N,atstarpe,വിടവ്
624,Entfernung::N,ылна,അകലം
625,Entfernung::N,attālums,അകലം
626,Entfernung::N,atstatums,അകലം
627,Gegend::N,му-ва,പ്രദേശം
628,Gegend::N,apvidus,പ്രദേശം
629,Gegend::N,apgabals,പ്രദേശം
630,Platz::N,ылдӧс,ഇടം
631,Platz::N,йир,ഇടം
632,Platz::N,гӧгӧртас,ഇടം
633,Platz::N,vieta,ഇടം
634,Ort::N,ин,സ്ഥലം
635,Ort::N,места,സ്ഥലം
636,Ort::N,vieta,സ്ഥലം
637,Seite::N,бок,വശം
638,Seite::N,ӧтарладор,വശം
639,Seite::N,sāns,വശം
640,Mitte::N,шӧр,മധ്യസ്ഥാനം
