,Concept_ID,kv,cs
158,Elch::N,вӧр мӧс,los
159,Fuchs::N,руч,liška
160,Hase::N,кӧч,zajíc
161,Maus::N,шыр,myš
162,Wolf::N,кӧин,vlk
163,Vogel::N,кай,pták
164,Schwarm::N,стая,roj
165,Schwarm::N,стая,hejno
166,Schwarm::N,чукӧр,roj
167,Schwarm::N,чукӧр,hejno
168,Huhn::N,курӧг,kuře
169,Huhn::N,курӧг,slepice
170,Hahn::N,петух,kohout
171,Hahn::N,ай курӧг,kohout
172,Gans::N,дзодзог,husa
173,Adler::N,куч,orel
174,Adler::N,кутш,orel
175,Ente::N,утка,kachna
176,Eule::N,тупка,sova
177,Kranich::N,тури,jeřáb
178,Krähe::N,рака,vrána
179,Kuckuck::N,кӧк,kukačka
180,Schwan::N,юсь,labuť
181,Fisch::N,чери,ryba
182,Barsch::N,ёкыш,okoun
183,Hecht::N,сирпинь,štika
184,Schlange[Tier]::N,змей,had
185,Wurm::N,номыр,červ
186,Spinne::N,черань,pavouk
187,Ameise::N,кӧдзывкар,mravenec
188,Laus::N,ляпа той,veš
189,Mücke::N,ном,komár
190,Fliege::N,гут,moucha
191,Schmetterling::N,бабыв,motýl
192,Beere::N,ягӧд,bobule
193,Apfel::N,яблоко,jablko
194,Pilz::N,тшак,houba
195,Zwiebel::N,грез,cibule
196,Saat::N,кӧдзыс,osivo
197,Korn::N,сю,zrno
198,Heu::N,турун,seno
199,Schale::N,кыш,slupka
200,Schale::N,кыш,skořápka
201,Schale::N,киль,slupka
202,Schale::N,киль,skořápka
203,Grube::N,яма,jáma
204,Falle::N,нальк,past
205,Falle::N,нальк,léčka
206,Falle::N,кляпча,past
207,Falle::N,кляпча,léčka
208,Schlinge::N,лӧч,smyčka
209,Spur::N,туй,stopa
210,Asche::N,пӧим,popel
211,Dreck::N,нять,špína
212,Eisen::N,кӧрт,železo
213,Gold::N,зарни,zlato
214,Silber::N,язісь,stříbro
215,Kohle::N,шом,uhlí
216,Kohle::N,уголь,uhlí
217,Glas::N,стекло,sklo
218,Lehm::N,сёй,jíl
219,Lehm::N,сёй,hlína
220,Sand::N,лыа,písek
221,Mensch::N,морт,člověk
222,Mann::N,мужик,muž
223,Frau::N,инька,žena
224,Kind::N,кага,dítě
225,Junge::N,зонка,hoch
226,Junge::N,зонка,chlapec
227,Mädchen::N,нывкаок,děvče
228,Familie::N,семья,rodina
229,Großvater::N,дед,děd
230,Großvater::N,дед,dědeček
231,Großmutter::N,баб,babička
232,Eltern::N,ай-мам,rodiče
233,Vater::N,ай,otec
234,Mutter::N,мам,matka
235,Sohn::N,зон,syn
236,Tochter::N,ныв,dcera
237,Bruder::N,вон,bratr
238,Schwester::N,сой,sestra
239,Onkel::N,дядь,strýc
240,Tante::N,айӧлӧн сой,teta
241,Tante::N,ичинь,teta
242,Ehemann::N,жӧник,choť
243,Ehemann::N,жӧник,manžel
244,Ehefrau::N,инь,choť
245,Ehefrau::N,инь,manželka
246,Freude::N,гаж,radost
247,Freude::N,радъялӧм,radost
248,Gelächter::N,сералӧм,smích
249,Glück::N,мичлун,štěstí
250,Kummer::N,шог,žal
251,Kummer::N,шог,trápení
252,Wunsch::N,мӧдӧм,přání
253,Wunsch::N,охотитӧм,přání
254,Lust::N,охота,chuť
255,Geist::N,лов,duch
256,Gedanke::N,дума,myšlenka
257,Gedächtnis::N,тӧдвыв,paměť
258,Verstand::N,вежӧр,rozum
259,Sinn::N,ылӧс,smysl
260,Grund::N,мог,důvod
261,Wahrheit::N,правда,pravda
262,Gespräch::N,сёрни,rozhovor
263,Märchen::N,сказка,pohádka
264,Erzählung::N,висьт,povídka
265,Nachricht::N,юӧр,zpráva
266,Nachricht::N,висьталӧм,zpráva
267,Neuigkeit::N,новость,novina
268,Neuigkeit::N,новость,novinka
269,Name::N,ним,jméno
270,Rätsel::N,загадка,hádanka
271,Rede::N,сёрни,řeč
272,Rede::N,сёрни,proslov
273,Sprache::N,кыв,řeč
274,Sprache::N,кыв,jazyk
275,Stimme::N,голос,hlas
276,Wort::N,кыв,slovo
277,Zeichen::N,пас,znamení
278,Ruf::N,чуксӧм,zavolání
279,Ruf::N,чукӧстӧм,zavolání
280,Lärm::N,шум,hluk
281,Laut::N,шы,zvuk
282,Ton::N,гор,tón
283,Lied::N,сьыланкыв,píseň
284,Ruhe::N,спокой,klid
285,Ruhe::N,спокой,pokoj
286,Leute::N,йӧз,lidé
287,Volk::N,йӧз,národ
288,Volk::N,народ,národ
289,Arbeit::N,удж,práce
290,Gast::N,гӧсь,host
291,Geschenk::N,гӧснеч,dar
292,Geschenk::N,подарок,dar
293,Spiel::N,орсӧм,hra
294,Gesellschaft::N,компания,společnost
295,Hilfe::N,отсӧт,pomoc
296,Freund::N,модз,přítel
297,Freund::N,дружок,přítel
298,Kamerad::N,тӧдса,kamarád
299,Angelegenheit::N,дело,záležitost
300,Anzahl::N,лыд,počet
301,Art::N,пӧлӧс,druh
302,Stück::N,тор,kus
303,Stück::N,тор,kousek
304,Teil::N,юкӧм,díl
305,Teil::N,юкӧм,část
306,Hälfte::N,джын,půl
307,Kreis::N,круг,kruh
308,Kreuz::N,перна,kříž
309,Linie::N,визь,linka
310,Strich::N,кырӧв,čára
311,Strich::N,кырӧв,čárka
312,Abstand::N,колас,vzdálenost
313,Entfernung::N,ылына,vzdálenost
314,Gegend::N,места,krajina
315,Platz::N,места,prostor
316,Ort::N,места,místo
317,Seite::N,ладор,strana
318,Mitte::N,шӧр,střed
319,Mitte::N,шӧр,prostředek
320,Gegenstand::N,тор,předmět
321,Sache::N,тор,věc
322,Rand::N,дор,kraj
323,Rand::N,дор,okraj
324,Kante::N,ордлы,hrana
325,Ecke::N,пельӧс,roh
326,Spitze::N,йыв,hrot
327,Spitze::N,йыв,špička
328,Ende::N,йыв,konec
329,Loch::N,осьта,díra
330,Winkel::N,пельӧс,kout
331,Muster::N,сер,vzor
332,Größe::N,ыжда,velikost
333,Länge::N,кузя,délka
334,Höhe::N,сувда,výška
335,Höhe::N,вылына,výška
336,Gewicht::N,сьӧкта,váha
337,Haufen::N,куча,kupa
338,Haufen::N,куча,hromada
339,Reihe::N,лёдз,řada
340,Reihe::N,лёдз,řádek
341,Boot::N,пыж,člun
342,Ruder::N,пелыс,veslo
343,Schlitten::N,додь,sáně
344,Ski::N,лямпа,lyže
345,Lagerfeuer::N,бипур,táborák
346,Last::N,тягота,náklad
347,Last::N,тягота,břemeno
348,Gang::N,мунӧм,chůze
349,Gang::N,мунӧм,chodba
350,Schritt::N,вожмӧв,krok
351,Norden::N,ой,sever
352,Süden::N,лун,jih
353,Westen::N,рытвыв,západ
354,Osten::N,асыв,východ
355,Holz::N,пу,dřevo
356,Brett::N,пӧв,prkno
357,Platte::N,плита,deska
358,Stütze::N,пика,opěra
359,Stange::N,зор,tyč
360,Stange::N,зор,tyčka
361,Stange::N,потш,tyč
362,Stange::N,потш,tyčka
363,Stock::N,бедь,hůlka
364,Stab::N,шест,hůl
365,Rohr::N,труба,trubka
366,Haus::N,керку,dům
367,Heim::N,керку,domov
368,Ofen::N,пӧжавны,kamna
369,Fußboden::N,джодж,podlaha
370,Tisch::N,пызан,stůl
371,Stuhl::N,стул,židle
372,Wiege::N,зыбка,kolébka
373,Bett::N,кровать,postel
374,Regal::N,джадж,regál
375,Regal::N,джадж,police
376,Kiste::N,ящик,bedna
377,Fenster::N,ӧшын,okno
378,Tür::N,ыбӧс,dveře
379,Tor::N,ворота,vrata
380,Zaun::N,забор,plot
381,Dach::N,крыша,střecha
382,Leiter::N,лиснич,žebřík
383,Besen::N,рос,koště
384,Besen::N,рос,smeták
385,Spaten::N,зыр,rýč
386,Schaufel::N,зыр,lopata
387,Gabel::N,вила,vidlička
388,Löffel::N,пань,lžíce
389,Messer::N,пурт,nůž
390,Nagel::N,кӧрттув,hřebík
391,Netz::N,кыйӧт,síť
392,Haken::N,ем,hák
393,Griff::N,пу,držadlo
394,Schloss::N,замок,zámek
395,Bild::N,картина,obraz
396,Figur::N,мыгӧр,figura
397,Puppe::N,акань,panenka
398,Beutel::N,мешӧк,pytlík
399,Bündel::N,нин,svazek
400,Tasche::N,сумка,taška
401,Tasche::N,сумка,brašna
402,Eimer::N,ведра,kýbl
403,Eimer::N,ведра,vědro
404,Deckel::N,вевт,víko
405,Deckel::N,вевт,příklop
406,Geschirr::N,доз,nádobí
407,Geschirr::N,бекӧрпань,nádobí
408,Sack::N,мешӧк,pytel
409,Tasse::N,бекӧр,šálek
410,Topf::N,кастрюля,hrnec
411,Kessel::N,пӧрт,kotel
412,Essen::N,сёйӧм,jídlo
413,Nahrung::N,вердан,strava
414,Nahrung::N,вердан,potrava
415,Speise::N,сёян,jídlo
416,Fleisch::N,яй,maso
417,Getreide::N,сю,obilí
418,Brei::N,каша,kaše
419,Brot::N,нянь,chléb
420,Scheibe::N,шӧрӧм,krajíc
421,Fett::N,гос,tuk
422,Fett::N,гос,omastek
423,Butter::N,ви,máslo
424,Öl::N,ви,olej
425,Salz::N,сов,sůl
426,Suppe::N,шыд,polévka
427,Honig::N,ма,med
428,Milch::N,йӧв,mléko
429,Tee::N,чай,čaj
430,Leder::N,кучик,kůže
431,Wolle::N,гӧн,vlna
432,Stoff::N,дӧра,látka
433,Nadel::N,ем,jehla
434,Faden::N,сунис,nit
435,Knopf::N,кизь,knoflík
436,Knoten::N,узӧв,uzel
437,Knoten::N,гӧрӧд,uzel
438,Farbe::N,краска,barva
439,Kleidung::N,паськӧм,šaty
440,Kleidung::N,паськӧм,šatstvo
441,Hemd::N,йӧрнӧс,košile
442,Kragen::N,воротник,límec
443,Ärmel::N,сос,rukáv
444,Hose::N,вешьян,kalhoty
445,Gürtel::N,йи,pás
446,Gürtel::N,йи,opasek
447,Mütze::N,шапка,čepice
448,Schuh::N,ботинки,bota
449,Stiefel::N,сапог,holínka
450,Ring::N,чунькытш,prsten
451,Band::N,ленточка,pásek
452,Kamm::N,сынан,hřeben
453,Spiegel::N,зеркало,zrcadlo
454,Riemen::N,ремень,řemen
455,Schnur::N,гез,šňůra
456,Leine::N,повод,vodítko
457,Decke::N,одеяло,pokrývka
458,Decke::N,одеяло,přikrývka
459,Kissen::N,подушка,polštář
460,Tuch::N,чышьян,šátek
461,Handtuch::N,чышкӧт,ručník
462,Kraft::N,прак,síla
463,Stärke::N,вын,síla
464,Gesundheit::N,здоровье,zdraví
465,Krankheit::N,шог,nemoc
466,Krankheit::N,шог,choroba
467,Schmerz::N,зубыт,bolest
468,Wunde::N,рана,rána
469,Fieber::N,лёк тресся,horečka
470,Fieber::N,кынтан шогӧт,horečka
471,Arznei::N,лекарство,lék
472,Brücke::N,пос,most
473,Brunnen::N,колодец ,studna
474,Weide::N,пода йирсян,pastva
475,Weide::N,пода йирсян,pastvina
476,Pfad::N,туй,pěšina
477,Weg::N,туй,cesta
478,Straße::N,туй,silnice
479,Dorf::N,деревня,vesnice
480,Stadt::N,город,město
481,Brief::N,гижӧт,dopis
482,Buch::N,книга,kniha
483,Buchstabe::N,буква,písmeno
484,Zeitung::N,газета,noviny
485,Leben::N,олан,život
486,Tod::N,кулӧм,smrt
487,Grab::N,гу,hrob
488,Kirche::N,вичку,kostel
489,Sünde::N,грек,hřích
490,Gott::N,ен,bůh
491,Arbeiter::N,уджалiсь,dělník
492,Arbeiter::N,уджалiсь,pracovník
493,Chef::N,начальник,šéf
494,Chef::N,начальник,vedoucí
495,Meister::N,мастер,mistr
496,Arzt::N,врач,lékař
497,Lehrer::N,велӧтісь,učitel
498,Geld::N,деньга,peníze
499,Geschäft::N,удж,obchod
500,Laden::N,магазин,krám
501,Preis::N,дон,cena
502,Ware::N,товар,zboží
503,Nutzen::N,путь,užitek
504,Reichtum::N,богатство,bohatství
505,Welt::N,му,svět
506,Land::N,страна,země
507,Staat::N,государство,stát
508,König::N,кан,král
509,Macht::N,власть,moc
510,Macht::N,власть,mocnost
511,Grenze::N,граница,hranice
512,Krieg::N,война,válka
513,Feind::N,враг,nepřítel
514,Kampf::N,нярасьӧм,boj
515,Kampf::N,вермасьӧм,boj
516,Bogen[Waffe]::N,лук,luk
517,Pfeil::N,ньӧв,šíp
518,Gewehr::N,ружьё,puška
519,Gewehr::N,ружьё,ručnice
520,Fehler::N,ошибка,chyba
521,Lüge::N,ылӧтӧм,lež
522,Lüge::N,пӧрьялӧм,lež
523,Schaden::N,лёк,škoda
524,Unglück::N,пик,neštěstí
525,Unglück::N,оказзё,neštěstí
526,Schuld::N,вина,vina
527,Schluss::N,ком,konec
528,Zeit::N,кад,čas
529,Tag::N,лун,den
530,Morgen::N,асыв,ráno
531,Morgen::N,асыв,jitro
532,Mittag::N,луншӧр кад,poledne
533,Abend::N,рыт,večer
534,Nacht::N,ой,noc
535,Woche::N,неделя,týden
536,Monat::N,тӧлicь,měsíc
537,Jahr::N,год,rok
538,Frühling::N,тулыс,jaro
539,Sommer::N,гожум,léto
540,Herbst::N,ар,podzim
541,Winter::N,тӧв,zima
542,Januar::N,январ,leden
543,Februar::N,февраль,únor
544,März::N,март,březen
545,April::N,апрель,duben
546,Mai::N,май,květen
547,Juni::N,юнь,červen
548,Juli::N,юль,červenec
549,August::N,август,srpen
550,September::N,сентяб,září
551,Oktober::N,октяб,říjen
552,November::N,нояб,listopad
553,Dezember::N,декаб,prosinec
554,Montag::N,вильлун,pondělí
555,Montag::N,вильлун,pondělek
556,Dienstag::N,мӧдӧдзлун,úterý
557,Mittwoch::N,шӧрлун,středa
558,Donnerstag::N,нёльӧдзлун,čtvrtek
559,Freitag::N,витӧдзлун,pátek
560,Samstag::N,пывсянлун,sobota
561,Sonntag::N,кресення,neděle
562,groß::A,ыджыт,velký
563,klein::A,учӧтик,malý
564,lang::A,кузь,dlouhý
565,kurz::A,дженыт,krátký
566,breit::A,ота,široký
567,schmal::A,векнит,úzký
568,dicht::A,тшӧк,hustý
569,dick[Gegenstand]::A,кыз,tlustý
570,dünn::A,вӧснит,tenký
571,fein::A,вӧснит,jemný
572,fest::A,крепыт,pevný
573,flach::A,лапкӧса,plochý
574,flach::A,лапкӧса,placatý
575,glatt::A,волькыт,hladký
576,hart::A,чӧрыт,tvrdý
577,weich::A,небыт,měkký
578,rund::A,гӧгрӧса,kulatý
579,rund::A,гӧгрӧса,okrouhlý
580,spitz::A,ёся,špičatý
581,scharf::A,лэчыт,ostrý
582,stumpf::A,ныж,tupý
583,schwer::A,сьӧкыт,těžký
584,schön::A,басӧк,pěkný
585,schön::A,басӧк,krásný
586,heiß::A,жар,horký
587,warm::A,шоныт,teplý
588,kalt::A,кӧдзыт,studený
589,kühl::A,сайкыт,chladný
590,frisch::A,виль,svěží
591,feucht::A,вакодь,vlhký
592,nass::A,ва,mokrý
593,trocken::A,кӧс,suchý
594,voll::A,тыра,plný
595,leer::A,тыртӧм,prázdný
596,offen::A,оссьӧм,otevřený
597,geschlossen::A,игана,zavřený
598,geschlossen::A,пӧдана,zavřený
599,sauber::A,сӧдз,čistý
600,sauber::A,сӧстӧм,čistý
601,schmutzig::A,нятьӧсь,špinavý
602,roh::A,путӧм,syrový
603,reif::A,кисьмалӧм,zralý
604,lecker::A,кӧра ,chutný
605,süß::A,чӧскыт,sladký
606,bitter::A,курыт,hořký
607,sauer::A,шӧма ,kyselý
608,hell::A,югыт,světlý
609,dunkel::A,пемыт,temný
610,schwarz::A,сьӧд,černý
611,weiß::A,чочком,bílý
612,rot::A,гӧрд,rudý
613,rot::A,гӧрд,červený
614,gelb::A,веж,žlutý
615,blau::A,лӧз,modrý
616,grün::A,веж,zelený
617,grau::A,руд,šedý
618,grau::A,руд,šedivý
619,grau::A,бусӧй,šedý
620,grau::A,бусӧй,šedivý
621,bunt::A,быдрӧма,pestrý
622,billig::A,донтӧм,levný
623,billig::A,донтӧм,laciný
624,teuer::A,дона,drahý
625,wertvoll::A,дона,cenný
626,blind::A,синтӧм,slepý
627,taub::A,пельтӧм,hluchý
628,kräftig::A,вына,silný
629,stark::A,вына,silný
630,schwach::A,некодя,slabý
631,fett::A,госа,tučný
632,fett::A,госа,tlustý
633,schlank::A,статя,štíhlý
634,hübsch::A,басӧк,hezký
635,böse::A,лёк,zlý
636,dumm::A,бӧбӧв,hloupý
637,dumm::A,вежӧртӧм,hloupý
638,faul::A,дыш,líný
639,fleißig::A,уджалicь,pilný
640,geizig::A,жикмӧра,lakomý
641,geizig::A,горшаліcь,lakomý
642,klug::A,авья,chytrý
643,klug::A,вежӧра,chytrý
644,geschickt::A,кипода,šikovný
645,lieb::A,муса,milý
646,lieb::A,дзулиньӧй,milý
647,lustig::A,гажа,veselý
648,sanft::A,лебезнӧй,mírný
649,hungrig::A,тшыг,hladový
650,krank::A,шогалiсь,nemocný
651,nackt::A,куш,nahý
652,traurig::A,жугыль,smutný
653,traurig::A,жугыль,truchlivý
654,lebendig::A,ловья,živý
655,gut::A,бур,dobrý
656,schlecht::A,умӧль,špatný
657,schlimm::A,нештӧм,zlý
658,alt::A,важ,starý
659,neu::A,виль,nový
660,ehemalig::A,вӧвлӧм,bývalý
661,alt[Lebewesen]::A,года,starý
662,alt[Lebewesen]::A,годдэза,starý
663,jung::A,том,mladý
664,arm::A,гов,chudý
665,arm::A,беднӧй,chudý
666,reich::A,эма,bohatý
667,bekannt::A,тӧдса,známý
668,fremd::A,чужӧй,cizí
669,verschieden::A,быдкодь,různý
670,verschieden::A,быдкодь,rozličný
671,nah::A,матiсь,blízký
672,fern::A,ылicь,daleký
673,linker::A,шульга,levý
674,rechter::A,веськытланись,pravý
675,anderer::A,мукӧд,jiný
676,erster::A,медодзза,první
677,zweiter::A,кыкӧт,druhý
678,dritter::A,куимӧт,třetí
679,dritter::A,куимӧдз,třetí
680,letzter::A,бӧрья,poslední
681,letzter::A,мёдбӧрья,poslední
682,auf einmal::ADV,тшӧтш,najednou
683,zusammen::ADV,ӧтлаын,spolu
684,zusammen::ADV,ӧтлаын,dohromady
685,lange::ADV,дыр,dlouho
686,plötzlich::ADV,друг,vtom
687,plötzlich::ADV,друг,náhle
688,sofort::ADV,тшӧтш,hned
689,sofort::ADV,тшӧтш,ihned
690,später::ADV,медбӧрын,později
691,jetzt::ADV,ӧні,teď
692,jetzt::ADV,ӧні,nyní
693,heute::ADV,талун,dnes
694,heute::ADV,талун,dneska
695,morgen::ADV,ашын,zítra
696,bald::ADV,чожа,brzo
697,dann::ADV,сыбӧрын,pak
698,dann::ADV,сыбӧрын,potom
699,gestern::ADV,тӧн,včera
700,einst::ADV,ӧтпыр,kdysi
701,damals::ADV,сэк,tehdy
702,damals::ADV,сэк,tenkrát
703,damals::ADV,сэки,tehdy
704,damals::ADV,сэки,tenkrát
705,danach::ADV,сэсся,podle toho
706,vorher::ADV,одзжык,dříve
707,vorher::ADV,одзжык,napřed
708,zuerst::ADV,наперво,nejprve
709,zuerst::ADV,наперво,nejdříve
710,einmal::ADV,ӧтпыр,jednou
711,manchmal::ADV,мукӧдпыр,někdy
712,oft::ADV,-лы-,často
713,immer::ADV,быдпыр,vždy
714,immer::ADV,быдпыр,stále
715,immer::ADV,быдпырся,vždy
716,immer::ADV,быдпырся,stále
717,niemals::ADV,некӧр,nikdy
718,hier::ADV,татӧн,zde
719,hier::ADV,татӧн,tady
720,hierhin::ADV,татчӧ,sem
721,von hier::ADV,тасянь,odtud
722,dort::ADV,сэтӧн,tam
723,dorthin::ADV,сэтчин,tam
724,geradeaus::ADV,веськыта,rovně
725,vorwärts::ADV,одзӧ,kupředu
726,rückwärts::ADV,бӧр,zpět
727,zurück::ADV,бӧр,zpět
728,zurück::ADV,бӧр,nazpět
729,unten::ADV,увтын,dole
730,hinab::ADV,увтас,dolů
731,oben::ADV,вевдӧрас,nahoře
732,oben::ADV,вевдӧрас,navrchu
733,hinauf::ADV,вывлань,nahoru
734,hinauf::ADV,вывланьӧ,nahoru
735,überall::ADV,быдлан,všude
736,nicht::ADV,ог,ne
737,ein wenig::ADV,-ышт,trochu
738,ein wenig::ADV,невна,trochu
739,kaum::ADV,ӧдва,sotva
740,sehr::ADV,вывтi,velmi
741,sehr::ADV,вывтi,velice
742,so::ADV,сiдз,tak
743,so::ADV,сiдз,takto
744,noch::ADV,эшӧ,ještě
745,nur::ADV,только,jen
746,nur::ADV,только,jenom
747,schon::ADV,ни,už
748,schon::ADV,ни,již
749,wieder::ADV,бӧра,zase
750,vergebens::ADV,весись,marně
751,vor::PRP,одзас,před
752,hinter::PRP,бӧрӧ,za
753,unter::PRP,увтын,pod
754,durch::PRP,пыр,skrz
755,neben::PRP,бокам,vedle
756,neben::PRP,боксиным,vedle
757,zwischen::PRP,коласас,mezi
758,wegen::PRP,понда,pro
759,dies::PRN,эта,toto
760,dies::PRN,эта,tohle
761,das::PRN,сiя,to
762,alles::PRN,быдӧс,všechno
763,ich::PRN,ме,já
764,du::PRN,тэ,ty
765,er::PRN,сiя,on
766,wir::PRN,мийӧ,my
767,ihr::PRN,ті,vy
768,sie::PRN,нія,oni
769,was::FPRN,мый,co
770,wer::FPRN,кин,kdo
771,wo::FADV,кытӧн,kde
772,wohin::FADV,кытчӧ,kam
773,wie::FADV,дзик,jak
774,warum::FADV,мыля,proč
775,warum::FADV,мыйсянь,proč
776,wieviel::FNUM,мымда,kolik
777,eins::NUM,ӧт,jeden
778,zwei::NUM,кык,dva
779,drei::NUM,куим,tři
780,vier::NUM,нёль,čtyři
781,fünf::NUM,вит,pět
782,sechs::NUM,квать,šest
783,sieben::NUM,сизим,sedm
784,acht::NUM,кыкьямыс,osm
785,neun::NUM,ӧкмыс,devět
786,zehn::NUM,дас,deset
787,elf::NUM,дасотік,jedenáct
788,zwölf::NUM,даскык,dvanáct
789,zwanzig::NUM,кыкдас,dvacet
790,dreißig::NUM,куимдас,třicet
791,vierzig::NUM,нёльдас,čtyřicet
792,fünfzig::NUM,витдас,padesát
793,sechzig::NUM,кватьдас,šedesát
794,siebzig::NUM,сизимдас,sedmdesát
795,achtzig::NUM,кыкьямысдас,osmdesát
796,neunzig::NUM,ӧкмысдас,devadesát
797,hundert::NUM,сто,sto
798,tausend::NUM,тысяча,tisíc
799,und::CNJ,и,a
800,und::CNJ,да,a
801,oder::CNJ,или,nebo
802,stehen::V,сулавны,stát
803,sitzen::V,пукавны,sedět
804,liegen::V,куйлыны,ležet
805,hängen::V,ӧшавны,viset
806,werden::V,лоны,stát se
807,passieren::V,аркмыны,stát se
808,beginnen::V,петны,počít
