,Concept_ID,mrj,cv
306,Spiel::N,мадыш,вӑйӑ
307,Gesellschaft::N,йӓл,общество
308,Gesellschaft::N,йӓлвлӓ,общество
309,Hilfe::N,палшык,пулӑшу
310,Freund::N,тӓнг,тус
311,Kamerad::N,тос,юлташ
312,Kamerad::N,тос,тус
313,Angelegenheit::N,дела,ӗҫ
314,Angelegenheit::N,йела,ӗҫ
315,Angelegenheit::N,йыла,ӗҫ
316,Angelegenheit::N,пӓшӓ,ӗҫ
317,Anzahl::N,шот,йыш
318,Anzahl::N,шот,хисеп
319,Art::N,цӹре,тӗс
320,Stück::N,лаштык,татӑк
321,Teil::N,пай,пай
322,Teil::N,часть,пай
323,Hälfte::N,пел,ҫурӑ
324,Kreis::N,тӹртӹш,ункӑ
325,Kreis::N,тӹртӹш,ҫавракӑш
326,Kreuz::N,крестӹ,хӗрес
327,Abstand::N,ло,хушӑ
328,Entfernung::N,ло,хушӑ
329,Gegend::N,вӓр,вырӑн
330,Platz::N,вӓр,хутлӑх
331,Ort::N,вӓр,вырӑн
332,Seite::N,öрдӹж,ен
333,Seite::N,öрдӹж,аяк
334,Seite::N,öрдӹж,айӑк
335,Mitte::N,ло,варӑ
336,Gegenstand::N,хӓдӹр,япала
337,Sache::N,хӓдӹр,япала
338,Rand::N,шöр,вӗҫ
339,Rand::N,шöр,хӗрӗ
340,Rand::N,шöр,хӗрри
341,Kante::N,шöр,хайкача
342,Kante::N,шöр,хысак
343,Ecke::N,лык,кӗтес
344,Spitze::N,вуй,вӗҫ
345,Ende::N,вуй,вӗҫ
346,Ende::N,мычаш,вӗҫ
347,Loch::N,ыраж,шӑтӑк
348,Winkel::N,лык,кӗтес
349,Muster::N,тӹрлец,эреш
350,Größe::N,кӱкшӹц,пысӑкӑш
351,Länge::N,кыт,вӑрӑмӑш
352,Höhe::N,кӱкшӹц,ҫӳллӗш
353,Gewicht::N,нелӹц,виҫе
354,Gewicht::N,нелӹц,йывӑрӑш
355,Menge::N,шот,йыш
356,Haufen::N,ара,купа
357,Reihe::N,ряд,рет
358,Boot::N,пыш,кимӗ
359,Ruder::N,вешлӓ,кӗсмен
360,Schlitten::N,тир,ҫуна
361,Ski::N,ечӹ,йӗлтӗр
362,Lagerfeuer::N,тыл,вут
363,Lagerfeuer::N,тыл,кӑвайт
364,Last::N,нелӹц,сулмаклӑх
365,Last::N,нелӹц,йывӑр япала
366,Gang::N,ход,куҫӑм
367,Schritt::N,ашкыл,утӑм
368,Schritt::N,ашкыл,пусӑм
369,Norden::N,йыдпелвел,ҫурҫӗр
370,Süden::N,кечӹвӓлвел,кӑнтӑр
371,Westen::N,кечӹ шӹцмӹ,анӑҫ
372,Westen::N,кечӹ шӹцмӹ,хӗвел анӑҫ
373,Osten::N,ирвел,хӗвел тухӑҫ
374,Osten::N,кечӹ лӱлтмӹ,хӗвел тухӑҫ
375,Holz::N,пушӓнгӹ,йывӑҫ
376,Brett::N,ханга,хӑма
377,Platte::N,плитӓ,плита
378,Stütze::N,цӓрӓк,ура
379,Stange::N,равы,шерте
380,Stange::N,намаш,шерте
381,Stock::N,панды,патак
382,Stab::N,равы,шӑчӑ
383,Rohr::N,пыч,пӑрӑх
384,Haus::N,пöрт,ҫурт
385,Heim::N,пöрт,кил
386,Ofen::N,камака,кӑмака
387,Fußboden::N,седӹрӓ,урай
388,Tisch::N,стöл,сӗтел
389,Stuhl::N,пöкен,пукан
390,Wiege::N,шипкӓ,сӑпка
391,Bett::N,койка,кравать
392,Bett::N,кравать,кравать
393,Regal::N,полицӓ,ҫӳлӗк
394,Regal::N,полицӓ,сентре
395,Kiste::N,шӱ́ндӹк,ещӗк
396,Kiste::N,шӱ́ндӹк,сунтӑх
397,Fenster::N,окня,чӳрече
398,Tür::N,амаса,алӑк
399,Tor::N,хапка,хапха
400,Zaun::N,забор,хӳме
401,Dach::N,левӓш,тӑрӑ
402,Leiter::N,ташкалтыш,пусма
403,Besen::N,сало,шӑпӑр
404,Besen::N,салко,шӑпӑр
405,Spaten::N,кольмы,кӗреҫе
406,Schaufel::N,лоток,кӗреҫе
407,Gabel::N,ви́лка,вилка
408,Löffel::N,савала,кашӑк
409,Messer::N,кӹзӹ,ҫӗҫӗ
410,Nagel::N,пыда,пӑта
411,Netz::N,вӓпш,тетел
412,Haken::N,крӱк,йӑрхах
413,Haken::N,крӱк,ҫекӗл
414,Haken::N,кагак,йӑрхах
415,Haken::N,кагак,ҫекӗл
416,Griff::N,кычем,хӑлӑп
417,Schloss::N,замок,ҫӑра
418,Schloss::N,сыравач,ҫӑра
419,Bild::N,картин,сӑн
420,Bild::N,картин,сӑнлӑх
421,Bild::N,картин,картина
422,Figur::N,кӓн,кӗлетке
423,Puppe::N,поханя,пукане
424,Beutel::N,мешӓк,михӗ
425,Bündel::N,топ,ҫыхӑ
426,Bündel::N,топ,тӗрке
427,Bündel::N,пидӹш,ҫыхӑ
428,Bündel::N,пидӹш,тӗрке
429,Bündel::N,кӹлдӹш,ҫыхӑ
430,Bündel::N,кӹлдӹш,тӗрке
431,Tasche::N,сумкы,сумка
432,Eimer::N,ведӹрӓ,витре
433,Deckel::N,комдыш,хупӑ
434,Geschirr::N,ӓтӹ,савӑт-сапа
435,Sack::N,мешӓк,михӗ
436,Tasse::N,цӓшкӓ,курка
437,Topf::N,ми́ска,кастрюль
438,Kessel::N,пад,хуран
439,Essen::N,качкыш,апат
440,Essen::N,качкыш-йӱш,апат
441,Nahrung::N,качкыш,апат-ҫимӗс
442,Nahrung::N,качкыш-йӱш,апат-ҫимӗс
443,Speise::N,няня,апат
444,Speise::N,няня,ҫимӗҫ
445,Fleisch::N,пай,аш
446,Fleisch::N,пай,какай
447,Getreide::N,киндӹ,тырӑ
448,Brei::N,шӹрӓш,пӑтӑ
449,Brot::N,сыкыр,ҫӑкӑр
450,Scheibe::N,ламыт,чӗлӗ
451,Scheibe::N,ламыт,касӑк
452,Scheibe::N,лаштык,чӗлӗ
453,Scheibe::N,лаштык,касӑк
454,Fett::N,кая,ҫу
455,Butter::N,ӱ,ҫу
456,Öl::N,ӱ,ҫу
457,Salz::N,санзал,тӑвар
458,Suppe::N,лем,яшка
459,Honig::N,мӱ,пыл
460,Milch::N,шӹшер,сӗт
461,Tee::N,чӓй,чей
462,Leder::N,шарга,сӑран
463,Leder::N,кавашты,сӑран
464,Wolle::N,миж,ҫӑм
465,Stoff::N,матер,тӗртӗм
466,Stoff::N,матери,тӗртӗм
467,Nadel::N,им,йӗп
468,Faden::N,шӹртӹ,ҫип
469,Knopf::N,полдыш,тӳме
470,Knoten::N,пӱкшем,йӑлӑ
471,Farbe::N,чиӓ,сӑрӑ
472,Farbe::N,крӓскӓ,сӑрӑ
473,Kleidung::N,выргем,тум
474,Kleidung::N,выргем,ҫипуҫ
475,Kleidung::N,выргем,тум-тир
476,Hemd::N,тыгыр,кӗпе
477,Kragen::N,шӱ,ҫуха
478,Ärmel::N,шокш,ҫанӑ
479,Hose::N,ялаш,шӑлавар
480,Gürtel::N,ӹштӹ,пиҫиххи
481,Mütze::N,упш,ҫӗлӗк
482,Schuh::N,ту́фльы,пушмак
483,Schuh::N,ту́фльы,ботинок
484,Stiefel::N,кем,атӑ
485,Ring::N,шӓргӓш,ҫӗрӗ
486,Band::N,лемтӓ,хаю
487,Band::N,лемтӓ,йӗсме
488,Kamm::N,шерге,тура
489,Spiegel::N,тӹгӹр,тӗкӗр
490,Spiegel::N,тӹгӹр,куҫ кӗски
491,Riemen::N,прӓжӓ,чӗн
492,Schnur::N,кӓндӹра,кантра
493,Leine::N,керем,касмӑк
494,Decke::N,одеял,утиял
495,Kissen::N,кӹпцӹк,ҫытар
496,Kissen::N,кӹпцӹк,минтер
497,Tuch::N,савыц,тутӑр
498,Handtuch::N,шӹргӹсавыц,ал шӑлли
499,Handtuch::N,шӹргӹмсавыц,ал шӑлли
500,Kraft::N,ви,вӑй
501,Kraft::N,ви,хӑват
502,Stärke::N,ви,хал
503,Stärke::N,ви,хӑват
504,Gesundheit::N,шу,хал
505,Gesundheit::N,шу,сывлӑх
506,Gesundheit::N,шулык,хал
507,Gesundheit::N,шулык,сывлӑх
508,Krankheit::N,мыж,чир
509,Schmerz::N,карштыш,ырату
510,Wunde::N,шушыр,суран
511,Fieber::N,ӱштӹмыж,сив чир
512,Arznei::N,лекӓрцӹ,эмел
513,Brücke::N,кӹвер,кӗпер
514,Brunnen::N,вӹдсӹнзӓ,ҫӑл
515,Brunnen::N,вӹдсӹнзӓ,пусӑ
516,Weide::N,ныр,ҫаран
517,Pfad::N,ялгорны,йӗр
518,Pfad::N,ялгорны,сукмак
519,Weg::N,корны,ҫул
520,Weg::N,корны,ҫул-йӗр
521,Straße::N,корны,ҫӳрев
522,Straße::N,корны,ҫул ҫӳрени
523,Dorf::N,сола,ял
524,Stadt::N,города,хула
525,Brief::N,сирмӓш,ҫыру
526,Buch::N,книгӓ,кӗнеке
527,Buchstabe::N,буква́,сас палли
528,Zeitung::N,газет,хаҫат
529,Zeitung::N,кайзет,хаҫат
530,Leben::N,житя,пурнӑҫ
531,Tod::N,смöрт,вилӗм
532,Grab::N,шӹгер,масар шӑтӑкӗ
533,Grab::N,мыгилӓ,масар шӑтӑкӗ
534,Grab::N,шӹгерлӓ,масар шӑтӑкӗ
535,Kirche::N,церкӹ,чиркӳ
536,Sünde::N,сулык,ҫылӑх
537,Gott::N,йымы,турӑ
538,Arbeiter::N,пӓшӓзӹ,рабочи
539,Chef::N,вуй,пуҫлӑх
540,Meister::N,мастар,ӑста
541,Meister::N,мастар,мастер
542,Arzt::N,доктор,врач
543,Arzt::N,доктор,тухтӑр
544,Lehrer::N,тымдышы,учитель
545,Lehrer::N,тымдышы,вӗрентекен
546,Geld::N,окса,укҫа
547,Geschäft::N,торге́йӹмӓш,бизнес
548,Laden::N,лапка,магазин
549,Laden::N,магазин,магазин
550,Preis::N,ӓк,хак
551,Ware::N,товар,тавар
552,Nutzen::N,пайда,пайта
553,Reichtum::N,перке,мул
554,Welt::N,сӓндӓлӹк,тӗнче
555,Welt::N,свет,тӗнче
556,Land::N,сӓндӓлӹк,ҫӗр-шыв
557,Staat::N,кугижӓншӹ,патшàлӑх
558,König::N,король,король
559,Macht::N,власть,власть
560,Grenze::N,пӹсмӓн,чикӗ
561,Krieg::N,вырсы,вӑрҫӑ
562,Feind::N,тышман,тӑшман
563,Gewalt::N,ви,ирӗксӗрлӳ
564,Kampf::N,кредӓлмӓш,кӗрешӳ
565,Bogen[Waffe]::N,янгеж,ухӑ
566,Pfeil::N,пикш,ҫӗмрен
567,Pfeil::N,пикш,ухӑ йӗппи
568,Gewehr::N,пичӓл,пӑшал
569,Fehler::N,самынь,йӑнӑш
570,Lüge::N,шая,суя
571,Lüge::N,шая,ултав
572,Schaden::N,вре́дӓ,сиен
573,Unglück::N,пёда,шар
574,Unglück::N,пёда,инкек
575,Unglück::N,тымаша,шар
576,Unglück::N,тымаша,инкек
577,Schuld::N,вуйнамат,айӑп
578,Alter::N,иӓш,ҫул шучӗ
579,Alter::N,игечӹ,ҫул шучӗ
580,Schluss::N,пӹтӓртӹш,пӗтни
581,Schluss::N,пӹтӓртӹш,пӗтмӗш
582,Zeit::N,веремӓ,вӑхӑт
583,Tag::N,кечӹ,кун
584,Morgen::N,ир,ир
585,Morgen::N,ирок,ир
586,Mittag::N,кечӹвӓл,кӑнтӑрла
587,Abend::N,вады,каҫ
588,Nacht::N,йыд,каҫ
589,Woche::N,ӓрня,эрне
590,Monat::N,тӹ́лзӹ,уйӑх
591,Jahr::N,год,ҫулталӑк
592,Frühling::N,шошым,ҫур
593,Frühling::N,шошым,ҫуркунне
594,Sommer::N,кӓнгӹж,ҫу
595,Sommer::N,кӓнгӹж,ҫулла
596,Herbst::N,шӹжӹ,кӗр
597,Herbst::N,шӹжӹ,кӗркунне
598,Winter::N,тел,хӗл
599,Winter::N,тел,хӗлле
600,Winter::N,телӹ,хӗл
601,Winter::N,телӹ,хӗлле
602,Januar::N,январ,январь
603,Januar::N,январь,январь
604,Februar::N,февраль,февраль
605,Februar::N,февраль,кӗҫӗн кӑрлач
606,März::N,март,март
607,März::N,март,пуш уйӑхӗ
608,April::N,апрель,апрель
609,Mai::N,май,май
610,Juni::N,июнь,июнь
611,Juli::N,июль,июль
612,August::N,август,август
613,September::N,сентябрь,сентябрь
614,September::N,сентябрь,авӑн уйӑхӗ
615,Oktober::N,октябрь,октябрь
616,November::N,ноябрь,ноябрь
617,Dezember::N,декавыр,раштав
618,Dezember::N,декавыр,декабрь
619,Montag::N,шачмы,тунти кун
620,Dienstag::N,кышкыжмы,ытлари кун
621,Mittwoch::N,вӹрчегӹ,юн кун
622,Donnerstag::N,изӓрня,кӗҫнерни кун
623,Freitag::N,когарня,эрне кун
624,Samstag::N,кукшыгечӹ,шӑмат кун
625,Sonntag::N,рушӓрня,вырсарни кун
626,groß::A,кого,пысӑк
627,klein::A,изи,пӗчӗк
628,lang::A,кужы,вӑрӑм
629,kurz::A,кӹтӹк,кӗске
630,breit::A,кымда,сарлака
631,schmal::A,ӓнгӹсӹр,ансӑр
632,dicht::A,шӹре,йӑвӑ
633,dick[Gegenstand]::A,кӹжгӹ,хулӑн
634,dünn::A,вӹцкӹж,ҫинҫе
635,dünn::A,вӹцкӹж,ҫӳхе
636,fein::A,пыльга,тарай
637,fein::A,пыльга,вӗлтӗрти
638,fest::A,цаткыды,тӗреклӗ
639,flach::A,тӓлякӓ,лаптак
640,glatt::A,ягылгы,такӑр
641,hart::A,пингӹдӹ,хытӑ
642,weich::A,пышкыды,ҫемҫе
643,rund::A,тӹртӹш,ҫавра
644,spitz::A,кашар,шӗвӗр
645,scharf::A,кашар,ҫивӗч
646,stumpf::A,нӹшкӹ,мӑка
647,stumpf::A,нӹшкӹ,пуклак
648,stumpf::A,нӹшкӹ,тӗрӗнчӗк
649,stumpf::A,нӹшкӹ,ӑнкарусӑр
650,schwer::A,нелӹ,йывӑр
651,schön::A,цевер,илемлӗ
652,schön::A,олмыдшы,илемлӗ
653,heiß::A,шокшы,вӗри
654,warm::A,шокшы,ӑшӑ
655,kalt::A,ӱштӹ,сивӗ
656,kühl::A,юалгы,уҫӑ
657,kühl::A,йонгата,уҫӑ
658,frisch::A,йонгата,уҫӑ
659,feucht::A,ӹлӹкшӹ,йӗпе
660,feucht::A,вӹдӹжгӹ,йӗпе
661,nass::A,начкы,нӳрӗ
662,trocken::A,кукшы,типӗ
663,voll::A,темшӹ,тулли
664,voll::A,темыман,тулли
665,leer::A,йӓрӓ,пушӑ
666,offen::A,виш,уҫӑ
667,geschlossen::A,чӱчмӹ,хупӑ
668,geschlossen::A,тӹкӹлӓлтшӹ,хупӑ
669,sauber::A,ире,таса
670,schmutzig::A,шоран,пылчӑклӑ
671,schmutzig::A,шоран,вараланчӑк
672,schmutzig::A,лявӹрӓн,пылчӑклӑ
673,schmutzig::A,лявӹрӓн,вараланчӑк
674,schmutzig::A,шорангшы,пылчӑклӑ
