,Concept_ID,mrj,cv
1313,verbergen::V,шӹлтӓш,пытар
1314,täuschen::V,алталаш,суй
1315,täuschen::V,аталаш,суй
1316,betrügen::V,мошеньӹчӓйӓш,ултала
1317,töten::V,пуштын шуаш,вӗлер
1318,wohnen::V,ӹлӓш,чуна пар
1319,wohnen::V,ӹлӓш,парӑнса тӑр
1320,arbeiten::V,пӓшӓлӓш,ӗҫле
1321,arbeiten::V,ровотаяш,ӗҫле
1322,sammeln::V,погаш,пух
1323,pflücken::V,кӹрӓш,тат
1324,jagen::V,охотничӓйӓш,сунара ҫӳре
1325,fischen::V,кол кычаш,пулӑ тыт
1326,fassen::V,кычаш,тыт
1327,hüten::V,кӹтӓш,кӗт
1328,treiben::V,шуруяш,хӑвала
1329,anbinden::V,ялшташ,кӑкар
1330,anbinden::V,ялышташ,кӑкар
1331,füttern::V,пукшаш,ҫитер
1332,melken::V,шыпшылаш,су
1333,hacken::V,роаш,вакла
1334,gießen::V,шӓвӓш,шӑвар
1335,reifen::V,кӱӓш,пиҫ
1336,reifen::V,поспейӓш,пиҫ
1337,zubereiten::V,йӓмдӹлӓш,пӗҫер
1338,kochen::V,шолташ,пӗҫер
1339,backen::V,кӱктӓш,пӗҫер
1340,braten::V,жӓрӓш,ӑшала
1341,umrühren::V,намалаш,хутӑштар
1342,stricken::V,пидӓш,ҫых
1343,nähen::V,ыргаш,ҫӗле
1344,färben::V,пидӓш,пӗвет
1345,reinigen::V,чиӓлтӓш,тасат
1346,waschen::V,мышкаш,ҫу
1347,abwischen::V,ӹштӓш,шӑл
1348,spülen::V,шӱӓлтӓш,чӳхе
1349,fegen::V,ӹштӓш,шӑл
1350,kehren::V,ӹштӓш,шӑл
1351,baden::V,нӱштӹлӓш,шыва кӗр
1352,sich waschen::V,мышкылташ,ҫӑвӑн
1353,ausziehen::V,кыдашаш,салан
1354,anziehen::V,чиӓш,тӑхӑн
1355,sich anziehen::V,чиӓш,тӑхӑн
1356,kämmen::V,шерӓш,тура
1357,schmücken::V,цеверемдӓш,илемлет
1358,sagen::V,манаш,те
1359,sagen::V,келесӓш,те
1360,sprechen::V,манаш,кала
1361,reden::V,шайышташ,сӑмахла
1362,reden::V,шайышташ,калаҫ
1363,sich unterhalten::V,хытыраш,пупле
1364,sich unterhalten::V,хытыргаш,пупле
1365,fragen::V,ядаш,ыйт
1366,bitten::V,ядаш,ыйт
1367,erzählen::V,келесӓш,каласа пар
1368,mitteilen::V,попаш,пӗлтер
1369,mitteilen::V,попаш,хыпарла
1370,mitteilen::V,увертӓш,пӗлтер
1371,mitteilen::V,увертӓш,хыпарла
1372,mitteilen::V,увертӓрӓш,пӗлтер
1373,mitteilen::V,увертӓрӓш,хыпарла
1374,nennen::V,лӹмдӓш,те
1375,nennen::V,лӹмдӓш,чӗн
1376,rufen::V,ӱжӓш,чӗн
1377,prahlen::V,хайзаш,мухтан
1378,prahlen::V,хайзаш,вӗҫкӗнлен
1379,prahlen::V,шаргаланаш,мухтан
1380,prahlen::V,шаргаланаш,вӗҫкӗнлен
1381,übersetzen::V,вашташ,куҫар
1382,denken::V,машанаш,шухӑшла
1383,glauben::V,ӹнянӓш,ӗнен
1384,bemerken::V,цаклаш,асӑрха
1385,erkennen::V,пӓлӓш,палла
1386,begreifen::V,ынгылаш,ӑнлан
1387,verstehen::V,ынгылаш,пӗл
1388,lernen::V,тыменяш,вӗрен
1389,wissen::V,пӓлӓш,пӗл
1390,wissen::V,пӓлӓш,ӑнкар
1391,sich erinnern an::V,ышештӓрӓш,аса ил
1392,vergessen::V,монден кодаш,ман
1393,vergessen::V,монден кодаш,манса кай
1394,messen::V,висӓш,виҫ
1395,zählen::V,шотаяш,шутла
1396,rechnen::V,шотаяш,шутла
1397,lesen::V,лыдаш,вула
1398,malen::V,рисуяш,ӳкер
1399,zeichnen::V,ыдырка́лаш,ӳкер
1400,schreiben::V,вазаш,ҫыр
1401,besitzen::V,кы́чаш,тыт
1402,kaufen::V,нӓлӓш,ил
1403,kaufen::V,нӓлӓш,туян
1404,verkaufen::V,выжалаш,сут
1405,bezahlen::V,тӱлӓш,тӳле
1406,zahlen::V,тӱлӓш,тӳле
1407,beherrschen::V,кы́чаш,тыт
1408,ertragen::V,цӹтӓш,тӳс
1409,Linie::N,,йӗр
1410,Strich::N,,йӗр
1411,jetzt::ADV,,халь
1412,jetzt::ADV,,халӗ
1413,hinzufügen::V,,хуш
