,Concept_ID,myv,ru
105,Schaum::N,чов,пена
106,Schmutz::N,рудаз,грязь
107,See::N,эрьке,озеро
108,Sumpf::N,чей,топь
109,Moor::N,чей,болото
110,Wiese::N,луга,луг
111,Wald::N,вирь,лес
112,Hügel::N,губорь,холм
113,Hügel::N,пандыне,холм
114,Anhöhe::N,губорь,возвышенность
115,Anhöhe::N,пандыне,возвышенность
116,Berg::N,пандо,гора
117,Gipfel::N,пря,вершина
118,Höhle::N,пещера,пещера
119,Abhang::N,пандочама,склон
120,Quelle::N,ушодкс,источник
121,Bach::N,чудикерькс,ручей
122,Fluss::N,лей,река
123,Ufer::N,чире,берег
124,Küste::N,лейчире,побережье
125,Festland::N,мода,суша
126,Meer::N,моря,море
127,Bucht::N,усия,бухта
128,Insel::N,усия,остров
129,Blume::N,цеця,цветок
130,Gras::N,тикше,трава
131,Wurzel::N,юр,корень
132,Wurzel::N,ундокс,корень
133,Baum::N,чувто,дерево
134,Stamm::N,рунго,ствол
135,Rinde::N,суд,кора
136,Rinde::N,керь,кора
137,Ast::N,морго,сук
138,Zweig::N,тарад,ветвь
139,Blatt::N,лопа,лист
140,Birke::N,килей,береза
141,Kiefer[Baum]::N,пиче,сосна
142,Weide[Baum]::N,каль,ива
143,Tanne::N,куз,ель
144,Horn::N,сюро,рог
145,Feder::N,толга,перо
146,Fell::N,пона,шкура
147,Flügel::N,сёлмо,крыло
148,Klaue::N,кенже,коготь
149,Kralle::N,кенже,лапа
150,Schwanz::N,пуло,хвост
151,Ei::N,ал,яйцо
152,Nest::N,пизэ,гнездо
153,Bau::N,варя,нора
154,Bau::N,пизе,нора
155,Tier::N,ракша,животное
156,Herde::N,стада,стадо
157,Kuh::N,скал,корова
158,Bulle::N,бука,бык
159,Pferd::N,лишме,лошадь
160,Schaf::N,реве,овца
161,Schwein::N,туво,свинья
162,Hund::N,пине,собака
163,Hund::N,киска,собака
164,Katze::N,псака,кошка
165,Bär::N,овто,медведь
166,Eichhörnchen::N,ур,белка
167,Elch::N,сярдо,лось
168,Fuchs::N,ривезь,лиса
169,Hase::N,нумоло,заяц
170,Maus::N,чеерь,мышь
171,Wolf::N,верьгиз,волк
172,Vogel::N,нармунь,птица
173,Schwarm::N,полк,стая
174,Schwarm::N,стада,стая
175,Huhn::N,сараз,курица
176,Hahn::N,атякш,петух
177,Gans::N,гала,гусь
178,Gans::N,мацей,гусь
179,Adler::N,куцькан,орел
180,Adler::N,тумоатякш,орел
181,Ente::N,яксярго,утка
182,Eule::N,корж,сова
183,Kranich::N,карго,журавль
184,Krähe::N,варака,ворона
185,Kuckuck::N,куко,кукушка
186,Schwan::N,локсей,лебедь
187,Fisch::N,кал,рыба
188,Barsch::N,окунь,окунь
189,Hecht::N,щука,щука
190,Schlange[Tier]::N,гуй,змея
191,Wurm::N,сукс,червяк
192,Spinne::N,шанжав,паук
193,Ameise::N,коткудав,муравей
194,Laus::N,сий,вошь
195,Mücke::N,сеське,комар
196,Fliege::N,карво,муха
197,Schmetterling::N,нимиляв,бабочка
198,Beere::N,умарь,ягода
199,Apfel::N,умарь,яблоко
200,Pilz::N,панго,гриб
201,Zwiebel::N,чурька,луковица
202,Saat::N,видьметь,семя
203,Korn::N,сюро,зерно
204,Heu::N,тикше,сено
205,Schale::N,кедь,шелуха
206,Schale::N,ваткавкс,шелуха
207,Grube::N,латко,яма
208,Falle::N,тувор,ловушка
209,Falle::N,кундамка,ловушка
210,Schlinge::N,килькш,силок
211,Spur::N,челькс,след
212,Spur::N,пильгеки,след
213,Asche::N,кулов,зола
214,Asche::N,кулов,пепел
215,Dreck::N,рудаз,грязь
216,Eisen::N,кшни,железо
217,Gold::N,сырне,золото
218,Silber::N,сия,серебро
219,Kohle::N,сэдь,уголь
220,Kohle::N,уголия,уголь
221,Glas::N,сулика,стекло
222,Lehm::N,сёвонь,глина
223,Sand::N,човар,песок
224,Mensch::N,ломань,человек
225,Mann::N,аля,мужчина
226,Mann::N,цёраломань,мужчина
227,Frau::N,ава,женщина
228,Kind::N,эйкакш,ребенок
229,Junge::N,цёрыне,мальчик
230,Mädchen::N,тейтерне,девочка
231,Familie::N,семия,семья
232,Großvater::N,покштя,дедушка
233,Großmutter::N,баба,бабушка
234,Eltern::N,тетят-ават,родители
235,Vater::N,тетя,отец
236,Mutter::N,ава,мать
237,Sohn::N,цёра,сын
238,Tochter::N,тейтерь,дочь
239,Bruder::N,леля,брат
240,Bruder::N,ялакс,брат
241,Schwester::N,сазор,сестра
242,Onkel::N,леля,дядя
243,Tante::N,патя,тетя
244,Ehemann::N,мирде,муж
245,Ehefrau::N,ни,жена
246,Freude::N,кеняркс,радость
247,Gelächter::N,ракамо,смех
248,Gelächter::N,пейдема,смех
249,Glück::N,уцяска,счастье
250,Kummer::N,рискс,горе
251,Kummer::N,мелявкс,горе
252,Wunsch::N,мель,желание
253,Wunsch::N,бажамо,желание
254,Lust::N,бажамо,влечение
255,Geist::N,ойме,дух
256,Gedanke::N,мель,мысль
257,Gedächtnis::N,мель,память
258,Verstand::N,прев,ум
259,Sinn::N,толк,смысл
260,Sinn::N,смысла,смысл
261,Grund::N,тувтал,повод
262,Wahrheit::N,видечи,правда
263,Gespräch::N,кортнема,беседа
264,Märchen::N,ёвкс,сказка
265,Erzählung::N,ёвтнема,рассказ
266,Nachricht::N,куля,сообщение
267,Neuigkeit::N,куля,новость
268,Name::N,лем,имя
269,Rätsel::N,содамоёвкс,загадка
270,Rede::N,кортамо,речь
271,Sprache::N,кель,язык
272,Stimme::N,ваигель,голос
273,Wort::N,вал,слово
274,Zeichen::N,теште,знак
275,Ruf::N,тердема,зов
276,Lärm::N,шалнома,шум
277,Laut::N,вайгель,звук
278,Ton::N,гайнема,звучание
279,Lied::N,моро,песня
280,Ruhe::N,оймамо,покой
281,Leute::N,ломанть,люди
282,Volk::N,народ,народ
283,Arbeit::N,тев,работа
284,Gast::N,инже,гость
285,Geschenk::N,казне,подарок
286,Spiel::N,налксема,игра
287,Gesellschaft::N,община,общество
288,Hilfe::N,лездамо,помощь
289,Freund::N,оя,друг
290,Freund::N,ялга,друг
291,Kamerad::N,оя,приятель
292,Kamerad::N,ялга,приятель
293,Angelegenheit::N,тев,дело
294,Anzahl::N,ламоксчи,количество
295,Art::N,вид,вид
296,Stück::N,пакш,кусок
297,Stück::N,пелькс,кусок
298,Teil::N,часть,часть
299,Teil::N,пелькс,часть
300,Hälfte::N,пель,половина
301,Hälfte::N,пелькс,половина
302,Kreis::N,кирькс,круг
303,Kreuz::N,крёст,крест
304,Linie::N,кикс,линия
305,Strich::N,межа,черта
306,Abstand::N,ютко,промежуток
307,Entfernung::N,ютко,расстояние
308,Gegend::N,тарка,местность
309,Gegend::N,пертьпелькс,местность
310,Platz::N,васолкс,пространство
311,Ort::N,тарка,место
312,Seite::N,ён,сторона
313,Seite::N,чире,сторона
314,Mitte::N,куншка,середина
315,Gegenstand::N,предмет,предмет
316,Sache::N,тев,вещь
317,Sache::N,веща,вещь
318,Rand::N,пе,край
319,Rand::N,чире,край
320,Kante::N,ирдез,ребро
321,Ecke::N,ужо,угол
322,Spitze::N,пряне,кончик
323,Spitze::N,пе,кончик
324,Ende::N,пе,конец
325,Loch::N,варя,дыра
326,Winkel::N,ужо,угол
327,Muster::N,сёрма,узор
328,Größe::N,сэрь,размер
329,Größe::N,покшолма,размер
330,Länge::N,кувалмо,длина
331,Höhe::N,сэрь,высота
332,Höhe::N,пандо,высота
333,Gewicht::N,сталмо,вес
334,Menge::N,лововкс,количество
335,Haufen::N,мар,куча
336,Haufen::N,валявкс,куча
337,Reihe::N,ряд,ряд
338,Boot::N,венч,лодка
339,Ruder::N,милё,весло
340,Schlitten::N,нурдт,сани
341,Ski::N,сокс,лыжа
342,Lagerfeuer::N,толбандя,костер
343,Last::N,сталмо,тяжесть
344,Last::N,кандома,тяжесть
345,Gang::N,молема,ход
346,Gang::N,якамо,ход
347,Schritt::N,эскелькс,шаг
348,Norden::N,якшамо ёнкс,север
349,Süden::N,лембе ёнкс,юг
350,Westen::N,чивалгома,запад
351,Osten::N,чилисема,восток
352,Holz::N,чувто,древесина
353,Brett::N,лаз,доска
354,Platte::N,плита,плита
355,Stütze::N,неже,подпорка
356,Stange::N,олга,жердь
357,Stock::N,мандо,палка
358,Stab::N,олога,шест
359,Rohr::N,турба,труба
360,Haus::N,кудо,дом
361,Heim::N,кудо,дом
362,Ofen::N,каштомо,печь
363,Fußboden::N,киякс,пол
364,Tisch::N,столь,стол
365,Stuhl::N,стул,стул
366,Wiege::N,лавсь,колыбель
367,Wiege::N,нурямот,колыбель
368,Bett::N,ацамо,постель
369,Regal::N,лався,полка
370,Regal::N,лавсяланго,полка
371,Kiste::N,горобия,ящик
372,Kiste::N,сундук,ящик
373,Fenster::N,вальма,окно
374,Tür::N,кенкш,дверь
375,Tor::N,ортат,ворота
376,Zaun::N,пирявт,забор
377,Zaun::N,пирвякс,забор
378,Dach::N,кудопря,крыша
379,Leiter::N,кузтема,лестница
380,Besen::N,тенсть,метла
381,Spaten::N,койме,лопата
382,Schaufel::N,кече,совок
383,Schaufel::N,келей койме,совок
384,Gabel::N,сянгине,вилка
385,Löffel::N,пенч,ложка
386,Messer::N,пеель,нож
387,Nagel::N,эске,гвоздь
388,Netz::N,алтыма,сеть
389,Haken::N,кечказ,крюк
390,Griff::N,кедне,ручка
391,Schloss::N,замок,замок
392,Schloss::N,панжома,замок
393,Bild::N,картина,картина
394,Figur::N,рунго,фигура
395,Puppe::N,няка,кукла
396,Beutel::N,кескав,мешок
397,Bündel::N,керькс,связка
398,Tasche::N,юдма,сумка
399,Eimer::N,ведра,ведро
400,Deckel::N,велькс,крышка
401,Geschirr::N,кедьге,посуда
402,Sack::N,кескав,мешок
403,Tasse::N,чакш,чашка
404,Topf::N,кастрюля,кастрюля
405,Kessel::N,котёл,котел
406,Essen::N,ярсамо,еда
407,Nahrung::N,ярсамопель,пища
408,Speise::N,ярсамопель,блюдо
409,Speise::N,ярсамопель,кушанье
410,Fleisch::N,сывель,мясо
411,Getreide::N,сюро,хлеб
412,Brei::N,каша,каша
413,Brot::N,кши,хлеб
414,Scheibe::N,кочом,ломоть
415,Scheibe::N,сускомо,ломоть
416,Fett::N,куя,жир
417,Butter::N,ой,масло
418,Öl::N,ой,масло
419,Salz::N,сал,соль
420,Suppe::N,ям,суп
421,Honig::N,медь,мед
422,Milch::N,ловсо,молоко
423,Tee::N,чай,чай
424,Leder::N,киське,кожа
425,Wolle::N,пона,шерсть
426,Stoff::N,коцт,ткань
427,Nadel::N,салмукс,игла
428,Faden::N,суре,нитка
429,Knopf::N,пов,пуговица
430,Knoten::N,сюлмо,узел
431,Farbe::N,артомапель,краска
432,Kleidung::N,оршамот,одежда
433,Hemd::N,панар,рубашка
434,Kragen::N,сиве,воротник
435,Ärmel::N,ожа,рукав
436,Hose::N,понкст,брюки
437,Gürtel::N,каркс,пояс
438,Mütze::N,чапка,шапка
439,Schuh::N,туфля,ботинок
440,Stiefel::N,кем,сапог
441,Ring::N,суркс,кольцо
442,Band::N,лента,лента
443,Kamm::N,сурсеме,расческа
444,Spiegel::N,чавачамо,зеркало
445,Riemen::N,кшнань каркс,ремень
446,Schnur::N,пикс,веревка
447,Leine::N,ведьме,поводок
448,Decke::N,вельтямо,одеяло
449,Kissen::N,тодов,подушка
450,Tuch::N,паця,платок
451,Handtuch::N,нардамо,полотенце
452,Kraft::N,вий,сила
453,Stärke::N,виевчи,крепость
454,Gesundheit::N,шумбрачи,здоровье
455,Krankheit::N,орма,болезнь
456,Krankheit::N,сэредема,болезнь
457,Schmerz::N,сэредькс,боль
458,Wunde::N,керявкс,рана
459,Fieber::N,маштыкс,лихорадка
460,Fieber::N,маштыкс,температура
461,Arznei::N,ормаменькс,лекарство
462,Brücke::N,сэдь,мост
463,Brücke::N,мадамо,мост
464,Brunnen::N,лисьма,колодец
465,Weide::N,ракшань ванома тарка,пастбище
466,Pfad::N,ян,тропа
467,Weg::N,ки,путь
468,Weg::N,ки,дорога
469,Straße::N,ки,улица
470,Straße::N,ки,дорога
471,Dorf::N,веле,деревня
472,Stadt::N,ош,город
473,Brief::N,сёрма,письмо
474,Buch::N,книга,книга
475,Buchstabe::N,буква,буква
476,Zeitung::N,газета,газета
477,Leben::N,эрямо,жизнь
478,Tod::N,кулома,смерть
479,Grab::N,калмо,могила
480,Kirche::N,церькова,церковь
481,Sünde::N,чумочи,грех
482,Gott::N,паз,бог
483,Arbeiter::N,робочей,рабочий
484,Chef::N,прявт,начальник
485,Meister::N,кол тевень тенця,мастер
486,Arzt::N,врач,врач
487,Lehrer::N,учитель,учитель
488,Lehrer::N,тонавтыця,учитель
489,Geld::N,ярмак,деньги
490,Geschäft::N,ладязь тев,занятие
491,Laden::N,лавка,магазин
492,Preis::N,питне,цена
493,Ware::N,миевкс,товар
494,Ware::N,рамавкс,товар
495,Nutzen::N,паро,выгода
496,Nutzen::N,лезэ,выгода
497,Reichtum::N,сюпавчи,богатство
498,Welt::N,мир,мир
499,Welt::N,мастор ланго,мир
500,Land::N,мастор,страна
501,Staat::N,государства,государство
502,König::N,король,король
503,Macht::N,азорксчи,власть
504,Grenze::N,буен тешкс,граница
505,Krieg::N,война,война
506,Feind::N,душман,враг
507,Gewalt::N,нарьгамо,насилие
508,Kampf::N,тюрема,борьба
509,Bogen[Waffe]::N,нал,лук
510,Pfeil::N,нал,стрела
511,Gewehr::N,ружия,ружье
512,Gewehr::N,винтовка,ружье
513,Fehler::N,ильведькс,ошибка
514,Fehler::N,ильведевкс,ошибка
515,Lüge::N,манчема,ложь
516,Lüge::N,кенгелема,ложь
517,Schaden::N,зыян,вред
518,Unglück::N,зыян,беда
519,Schuld::N,чумочи,вина
520,Alter::N,шка,возраст
521,Schluss::N,пе,окончание
522,Zeit::N,шка,время
523,Zeit::N,пинге,время
524,Tag::N,чи,день
525,Morgen::N,валске,утро
526,Mittag::N,чикуншка,полдень
527,Abend::N,чокшнэ,вечер
528,Nacht::N,ве,ночь
529,Woche::N,недля,неделя
530,Monat::N,ков,месяц
531,Jahr::N,ие,год
532,Frühling::N,тундо,весна
533,Sommer::N,кизэ,лето
534,Herbst::N,сёксь,осень
535,Winter::N,теле,зима
536,Januar::N,якшамков,январь
537,Februar::N,февраль,февраль
538,März::N,март,март
539,April::N,апрель,апрель
540,Mai::N,май,май
541,Juni::N,июнь,июнь
542,Juli::N,июль,июль
543,August::N,август,август
544,September::N,сентября,сентябрь
545,Oktober::N,октября,октябрь
546,November::N,ноября,ноябрь
547,Dezember::N,декабря,декабрь
548,Montag::N,пондельник,понедельник
549,Dienstag::N,овторник,вторник
550,Mittwoch::N,серёда,среда
551,Donnerstag::N,цетьверьг,четверг
552,Freitag::N,пеця,пятница
553,Samstag::N,субута,суббота
554,Samstag::N,шлямочи,суббота
555,Sonntag::N,недлячи,воскресенье
556,groß::A,ине,большой
557,groß::A,покш,большой
558,klein::A,вишка,маленький
559,lang::A,кувака,длинный
560,kurz::A,нурькине,короткий
561,breit::A,келей,широкий
562,schmal::A,теине,узкий
563,dicht::A,тусто,густой
564,dick[Gegenstand]::A,эчке,толстый
565,dünn::A,човине,тонкий
566,fein::A,човине,тонкий
567,fest::A,кеме,крепкий
568,flach::A,лапужа,плоский
569,glatt::A,валаня,гладкий
570,hart::A,калгодо,твердый
571,weich::A,чевте,мягкий
572,rund::A,кеверь,круглый
573,spitz::A,пшти,остроконечный
574,scharf::A,пшти,острый
575,stumpf::A,ношка,тупой
576,schwer::A,стака,тяжелый
577,schön::A,мазый,красивый
578,heiß::A,пси,жаркий
579,warm::A,лембе,теплый
580,kalt::A,якшамо,холодный
581,kühl::A,экше,прохладный
582,frisch::A,свежа,свежий
583,feucht::A,летьке,влажный
584,nass::A,начко,мокрый
585,trocken::A,коське,сухой
586,voll::A,пешксе,полный
587,voll::A,пешксе,наполненный
588,leer::A,чаво,пустой
589,offen::A,панжадо,открытый
590,offen::A,виде,открытый
591,geschlossen::A,пекстазь,закрытый
592,geschlossen::A,сёлгозь,закрытый
593,sauber::A,ванькс,чистый
594,schmutzig::A,ливезев,грязный
595,roh::A,верек,сырой
596,reif::A,кенерезь,зрелый
597,lecker::A,тантей,вкусный
598,süß::A,ламбамо,сладкий
599,bitter::A,сэпей,горький
600,sauer::A,чапамо,кислый
601,hell::A,валдо,светлый
602,dunkel::A,чопода,темный
603,schwarz::A,раужо,черный
604,weiß::A,ашо,белый
605,rot::A,якстере,красный
606,gelb::A,ожо,желтый
607,blau::A,сэнь,синий
608,grün::A,пиже,зеленый
609,grau::A,шержев,серый
610,bunt::A,сёрмав,пестрый
611,billig::A,аволь питней,дешевый
612,teuer::A,питней,дорогой
613,wertvoll::A,питней,ценный
614,blind::A,сокор,слепой
615,taub::A,амариця,глухой
616,kräftig::A,пек виев,могучий
617,stark::A,виев,сильный
618,schwach::A,лавшо,слабый
619,fett::A,куя,жирный
620,schlank::A,виде ронга,стройный
621,hübsch::A,мазый,прелестный
622,böse::A,кежей,злой
623,dumm::A,чавола,глупый
624,dumm::A,превтеме,глупый
625,faul::A,нузякс,ленивый
626,fleißig::A,мелень путыця,прилежный
627,geizig::A,скупой,жадный
628,klug::A,превей,умный
629,geschickt::A,маштозь теезь,искусный
630,lieb::A,вадря,милый
631,lustig::A,весёла,веселый
632,sanft::A,сэтьме,нежный
633,hungrig::A,вачо,голодный
634,krank::A,сэредиця,больной
635,nackt::A,штапо,голый
636,traurig::A,нусманя,грустный
637,lebendig::A,эриця,живой
638,gut::A,паро,хороший
639,schlecht::A,берянь,плохой
640,richtig::A,виде,правильный
641,schlimm::A,берянь,отвратительный
642,schlimm::A,берянь,мерзкий
643,wahr::A,алкуксонь,настоящий
644,alt::A,ташто,старый
645,neu::A,од,новый
646,ehemalig::A,икелень,бывший
647,alt[Lebewesen]::A,сыре,пожилой
648,jung::A,од,молодой
649,arm::A,кажов,бедный
650,reich::A,сюпав,богатый
651,bekannt::A,содавикс,знакомый
652,berühmt::A,содавикс,знаменитый
653,fremd::A,лия,чужой
654,fremd::A,асодавикс,чужой
655,verschieden::A,эрьва,разный
656,nah::A,а васолонь,близкий
657,fern::A,умонь,далекий
658,fern::A,кезэрень,далекий
659,linker::A,керш,левый
660,rechter::A,вить,правый
661,anderer::A,лия,другой
662,erster::A,васень,первый
663,erster::A,васенце,первый
664,zweiter::A,омбоце,второй
665,dritter::A,колмоце,третий
666,letzter::A,меельце,последний
667,allein::ADV,башка,один
668,allein::ADV,ськамонзо,один
669,auf einmal::ADV,вейсэ,сразу
670,zusammen::ADV,вейс,вместе
671,zusammen::ADV,вейсэ,вместе
672,lange::ADV,кувать,долго
673,plötzlich::ADV,апак учо,вдруг
674,sofort::ADV,курок,тотчас
675,sofort::ADV,нейке,тотчас
676,später::ADV,мейле,позже
677,jetzt::ADV,ней,сейчас
678,heute::ADV,течи,сегодня
679,morgen::ADV,ванды,завтра
680,bald::ADV,курок,скоро
681,dann::ADV,мейле,потом
682,dann::ADV,седе мейле,потом
683,gestern::ADV,исяк,вчера
684,einst::ADV,весть,однажды
685,einst::ADV,зярдо-бути,однажды
686,damals::ADV,сестэ,тогда
687,danach::ADV,мейле,затем
688,danach::ADV,седе мейле,затем
689,vorher::ADV,васняяк,раньше
690,zuerst::ADV,васня,сперва
691,einmal::ADV,весть,раз
692,manchmal::ADV,лиясто,иногда
693,oft::ADV,сеетьстэ,часто
694,immer::ADV,свал,всегда
695,niemals::ADV,а зярдояк,никогда
696,hier::ADV,тесэ,здесь
697,hierhin::ADV,тей,сюда
698,von hier::ADV,тестэ,отсюда
699,dort::ADV,тосо,там
700,dorthin::ADV,тов,туда
701,geradeaus::ADV,витьстэ,прямо
702,vorwärts::ADV,икелев,вперед
703,rückwärts::ADV,мекев,назад
704,zurück::ADV,мекев,обратно
705,unten::ADV,ало,внизу
706,hinab::ADV,алов,вниз
707,oben::ADV,вере,наверху
708,hinauf::ADV,верев,вверх
709,überall::ADV,эрьва косо,везде
710,nicht::ADV,а,не
711,ein wenig::ADV,аламошка,немного
712,kaum::ADV,ансяк,едва
713,sehr::ADV,пек,очень
714,sehr::ADV,вельть,очень
715,so::ADV,истя,так
716,noch::ADV,таго,еще
717,nur::ADV,ансяк,только
718,schon::ADV,уш,уже
719,wieder::ADV,таго,опять
720,vergebens::ADV,стяко,напрасно
721,vor::PRP,икеле,перед
722,hinter::PRP,вельде,за
723,hinter::PRP,вельде,позади
724,unter::PRP,ало,под
725,durch::PRP,пачк,сквозь
726,neben::PRP,вакссо,возле
727,zwischen::PRP,ютксо,между
728,wegen::PRP,кис,из-за
729,wegen::PRP,коряс,из-за
730,wegen::PRP,кувалт,из-за
731,dies::PRN,те,это
732,das::PRN,те,то
733,das::PRN,тона,то
734,alles::PRN,весе,все
735,alles::PRN,весемесь,все
736,ich::PRN,мон,я
737,du::PRN,тон,ты
738,er::PRN,сон,он
739,wir::PRN,минь,мы
740,ihr::PRN,тынь,вы
741,sie::PRN,сынь,они
742,was::FPRN,мезе,что
743,wer::FPRN,ки,кто
744,wo::FADV,косо,где
745,wohin::FADV,ков,куда
746,wohin::FADV,козо,куда
747,wie::FADV,кода,как
748,warum::FADV,мекс,почему
749,wieviel::FNUM,зяро,сколько
750,eins::NUM,вейке,один
751,zwei::NUM,кавто,два
752,drei::NUM,колмо,три
753,vier::NUM,ниле,четыре
754,fünf::NUM,вете,пять
755,sechs::NUM,кото,шесть
756,sieben::NUM,сисем,семь
757,acht::NUM,кавксо,восемь
758,neun::NUM,вейксэ,девять
759,zehn::NUM,кемень,десять
760,elf::NUM,кевейкее,одиннадцать
761,zwölf::NUM,кемгавтово,двенадцать
762,zwanzig::NUM,комсь,двадцать
763,dreißig::NUM,колоньгемень,тридцать
764,vierzig::NUM,ниленьгемень,сорок
765,fünfzig::NUM,ведьгемень,пятьдесят
766,sechzig::NUM,кодгемень,шестьдесят
767,siebzig::NUM,сизьгемень,семьдесят
768,achtzig::NUM,кавксоньгемень,восемьдесят
769,neunzig::NUM,вейксэньгемень,девяносто
770,hundert::NUM,сядо,сто
771,tausend::NUM,тыща,тысяча
772,und::CNJ,ды,и
773,oder::CNJ,или,или
774,oder::CNJ,или,либо
775,stehen::V,аштемс стядо,стоять
776,sitzen::V,аштемс озадо,сидеть
777,liegen::V,мадезь аштемс,лежать
778,hängen::V,нурьгемс,висеть
779,werden::V,арамс,стать
780,passieren::V,лисэмс,случиться
781,beginnen::V,ушодомс,начаться
782,enden::V,лоткамс,кончиться
783,wechseln::V,полавтнемс,меняться
784,aufgehen[Sonne]::V,лисемс,взойти
785,aufgehen[Sonne]::V,стямс,взойти
786,untergehen[Sonne]::V,валгомс,зайти
787,scheinen[Sonne]::V,валдомтомс,светить
788,donnern::V,цярномс,греметь
789,donnern::V,галдордомс,греметь
790,wehen::V,пувамс,дуть
791,strömen::V,чудемс,литься
792,fließen::V,чудемс,течь
793,sich drehen::V,велямс,вращаться
794,schwanken::V,лыкамс,колебаться
795,schwanken::V,якамс,колебаться
796,schwingen::V,нурсемс,качаться
797,schwingen::V,лыкамс,качаться
798,fallen::V,прамс,падать
799,fallen::V,сяворемс,падать
800,brennen::V,паломс,гореть
801,rauchen::V,качадомс,дымить
802,regnen::V,пиземс,дождить
803,gefrieren::V,кельмемс,замерзнуть
804,tauen::V,соламс,таять
805,schmelzen::V,соламс,плавиться
806,trocknen::V,коськемс,сохнуть
807,sieden::V,лакамс,кипеть
808,sieden::V,пиксемс,кипеть
809,faulen::V,наксадомс,гнить
810,verfaulen::V,наксадомс,сгнить
811,reißen::V,сезневемс,рваться
812,versinken::V,ваямс,тонуть
813,vergehen::V,ютамс,проходить
814,erscheinen::V,лисемс,появиться
815,verschwinden::V,ёмамс,исчезнуть
816,sinken::V,явамс,спадать
817,abnehmen::V,киремемс,уменьшиться
818,zunehmen::V,ламолгадомс,увеличиваться
819,zunehmen::V,раштамс,увеличиваться
820,steigen::V,куземс,подниматься
821,steigen::V,кепсевемс,подниматься
822,wachsen::V,касомс,расти
823,glänzen::V,цитнемс,блестеть
824,funkeln::V,пиндолдомс,сверкать
825,funkeln::V,цивтёрдомс,сверкать
826,lärmen::V,шалномс,шуметь
