,Concept_ID,el,ml
205,Zwiebel::N,κρεμμύδι,സവാള
206,Saat::N,σπόρος,വിത്ത്
207,Korn::N,σπυρί,ധാന്യം
208,Heu::N,σανός,വയ്ക്കോൽ
209,Schale::N,τσόφλι,തൊലി
210,Grube::N,λάκκος,കുഴി
211,Falle::N,παγίδα,കെണി
212,Schlinge::N,θηλειά,കുടുക്ക്
213,Spur::N,ίχνος,ചുവട്
214,Asche::N,στάχτη,ചാരം
215,Dreck::N,βρωμιά,അഴുക്ക്
216,Eisen::N,σίδερο,ഇരുമ്പ്
217,Gold::N,μάλαμα,സ്വർണ്ണം
218,Gold::N,χρυσάφι,സ്വർണ്ണം
219,Silber::N,ασήμι,വെള്ളി
220,Silber::N,άργυρος,വെള്ളി
221,Kohle::N,κάρβουνο,കൽക്കരി
222,Glas::N,γυαλί,ഗ്ലാസ്
223,Lehm::N,πηλός,കളിമണ്ണ്
224,Sand::N,άμμος,മണൽ
225,Mensch::N,άνθρωπος,മനുഷ്യർ
226,Mann::N,άνδρας,പുരുഷൻ
227,Frau::N,γυναίκα,സ്ത്രീ
228,Kind::N,παιδί,കുഞ്ഞ്
229,Junge::N,αγόρι,ആൺകുട്ടി
230,Mädchen::N,κοπέλα,പെൺകുട്ടി
231,Mädchen::N,κορίτσι,പെൺകുട്ടി
232,Familie::N,οικογένεια,കുടുംബം
233,Großvater::N,παππούς,അപ്പൂപ്പൻ
234,Großmutter::N,γιαγιά,അമ്മുമ്മ
235,Eltern::N,γονείς,മാതാപിതാക്കള്
236,Vater::N,πατέρας,അച്ഛൻ
237,Mutter::N,μητέρα,അമ്മ
238,Sohn::N,γιος,മകൻ
239,Tochter::N,κόρη,മകൾ
240,Bruder::N,αδελφός,ചേട്ടൻ
241,Bruder::N,αδελφός,അനിയൻ
242,Schwester::N,αδελφή,ചേച്ചി
243,Schwester::N,αδελφή,അനിയത്തി
244,Onkel::N,θείος,അമ്മാവൻ
245,Tante::N,θεία,മാമി
246,Ehemann::N,σύζυγος,ഭർത്താവ്
247,Ehefrau::N,σύζυγος,ഭാര്യ
248,Freude::N,χαρά,ആഹ്ലാദം
249,Gelächter::N,γέλια,ചിരിയുടെ ശബ്ദം
250,Glück::N,ευτυχία,സന്തോഷം
251,Glück::N,ευτυχία,സന്തുഷ്ടി
252,Kummer::N,έγνοια,ശോകം
253,Wunsch::N,επιθυμία,ആഗ്രഹം
254,Lust::N,όρεξη,ആഗ്രഹം
255,Geist::N,πνέυμα,ചുറുചുറുക്ക്
256,Gedanke::N,σκέψη,ചിന്ത
257,Gedächtnis::N,μνήμη,ഓർമ്മശക്തി
258,Verstand::N,νους,മനസ്സ്
259,Sinn::N,νόημα,അർത്ഥം
260,Grund::N,λόγος,കാരണം
261,Wahrheit::N,αλήθεια,സത്യം
262,Gespräch::N,συνομιλία,സല്ലാപം
263,Märchen::N,παραμύθι,യക്ഷിക്കഥ
264,Erzählung::N,διήγημα,കഥ
265,Nachricht::N,είδηση,സന്ദേശം
266,Neuigkeit::N,νέο,വാർത്ത
267,Name::N,όνομα,പേര്
268,Rätsel::N,αίνιγμα,പ്രഹേളിക
269,Rede::N,λόγος,സംസാരം
270,Rede::N,ομιλία,സംസാരം
271,Sprache::N,γλώσσα,ഭാഷ
272,Stimme::N,φωνή,സ്വരം
273,Wort::N,λέξη,വാക്ക്
274,Zeichen::N,σημείο,സംജ്ഞ
275,Ruf::N,κραυγή,വിളി
276,Lärm::N,θόρυβος,ആരവം
277,Laut::N,ήχος,ശബ്ദം
278,Ton::N,ήχος,സ്വരഭേദം
279,Ton::N,τόνος,സ്വരഭേദം
280,Lied::N,τραγούδι,പാട്ട്
281,Ruhe::N,ησυχία,നിശ്ചലത
282,Leute::N,κόσμος,ജനങ്ങൾ
283,Leute::N,άνθρωποι,ജനങ്ങൾ
284,Volk::N,λαός,രാഷ്ടം
285,Arbeit::N,εργασία,ജോലി
286,Gast::N,επισκέπτης,അതിലി
287,Geschenk::N,δώρο,സമ്മാനം
288,Spiel::N,παιχνίδι,കളി
289,Gesellschaft::N,κοινωνία,കൂട്ടായ്മ
290,Hilfe::N,βοήθεια,സഹായം
291,Freund::N,φίλος,സുഹൃത്ത്
292,Kamerad::N,σύντροφος,കൂട്ടാളി
293,Angelegenheit::N,υπόθεση,കാര്യം
294,Anzahl::N,αριθμός,എണ്ണം
295,Art::N,είδος,തരം
296,Stück::N,κομμάτι,കഷണം
297,Teil::N,μέρος,ഭാഗം
298,Hälfte::N,μισό,പകുതി
299,Kreis::N,κύκλος,വൃത്തം
300,Kreuz::N,σταυρός,കുരിശടയാളം
301,Linie::N,γραμμή,വര
302,Linie::N,γραμμή,രേഖ
303,Strich::N,γραμμή,പക്ഷാഘാതം
304,Abstand::N,απόσταση,വിടവ്
305,Entfernung::N,απόσταση,അകലം
306,Gegend::N,περιοχή,പ്രദേശം
307,Gegend::N,τοποθεσία,പ്രദേശം
308,Platz::N,χώρος,ഇടം
309,Ort::N,τόπος,സ്ഥലം
310,Seite::N,πλευρά,വശം
311,Mitte::N,μέση,മധ്യസ്ഥാനം
312,Gegenstand::N,αντικείμενο,സാധനം
313,Sache::N,πράγμα,വസ്തു
314,Rand::N,άκρη,തൊങ്ങൽ
315,Rand::N,χείλος,തൊങ്ങൽ
316,Kante::N,άκρη,അറ്റം
317,Ecke::N,γωνιά,മൂല
318,Spitze::N,μύτη,അഗ്രം
319,Ende::N,άκρη,അവസാനം
320,Loch::N,τρύπα,ദ്വാരം
321,Winkel::N,γωνία,കോൺ
322,Muster::N,σχέδιο,ക്രമം
323,Größe::N,μέγεθος,വലുപ്പം
324,Länge::N,μήκος,നീളം
325,Höhe::N,ύψος,ഉയരം
326,Gewicht::N,βάρος,കട്ടി
327,Menge::N,ποσότητα,അളവ്
328,Haufen::N,σωρός,കൂമ്പാരം
329,Reihe::N,αράδα,വരി
330,Boot::N,βάρκα,ബോട്ട്
331,Ruder::N,κουπί,പങ്കായം
332,Schlitten::N,έλκηθρο,ഉരുളില്ലാവണ്ടി
333,Ski::N,σκι,ഹിമപാദുകം
334,Lagerfeuer::N,φωτιά,തീ
335,Last::N,φορτίο,ഭാരം
336,Gang::N,δρόμος,നടത്തം
337,Schritt::N,βήμα,ചുവട്
338,Norden::N,βορράς,വടക്ക്
339,Süden::N,νότος,തെക്ക്
340,Westen::N,δύση,പടിഞ്ഞാറ്
341,Osten::N,ανατολή,കിഴക്ക്
342,Holz::N,ξύλο,തടി
343,Brett::N,σανίδι,ബോർഡ്
344,Platte::N,πλάκα,തകിട്
345,Stütze::N,στήριγμα,താങ്ങ്
346,Stange::N,ραβδί,കമ്പ്
347,Stange::N,κοντός,കമ്പ്
348,Stock::N,ξύλο,വടി
349,Stock::N,μπαστούνι,വടി
350,Stab::N,ραβδί,കുറുവടി
351,Rohr::N,σωλήνας,കുഴൽ
352,Haus::N,σπίτι,വീട്
353,Heim::N,σπίτι,വീട്
354,Ofen::N,σόμπα,സ്റ്റൌ
355,Ofen::N,θερμάστρα,സ്റ്റൌ
356,Fußboden::N,πάτωμα,തറ
357,Tisch::N,τραπέζι,മേശ
358,Stuhl::N,καρέκλα,കസേര
359,Wiege::N,κούνια,തൊട്ടിൽ
360,Bett::N,κρεβάτι,കിടക്ക
361,Regal::N,ράφι,ഷെൽഫ്
362,Kiste::N,κιβώτιο,പെട്ടി
363,Fenster::N,παράθυρο,ജനൽ
364,Tür::N,πόρτα,വാതിൽ
365,Tor::N,πύλη,കവാടം
366,Zaun::N,φράχτης,വേലി
367,Dach::N,στέγη,മേൽക്കുര
368,Leiter::N,σκάλα,ഏണി
369,Leiter::N,κλίμακα,ഏണി
370,Besen::N,σκούπα,ചൂല്
371,Spaten::N,φτυάρι,തൂമ്പ
372,Schaufel::N,φτυάρι,തൂമ്പ
373,Gabel::N,πιρούνι,മുൾക്കത്തി
374,Löffel::N,κουτάλι,സ്പൂൺ
375,Messer::N,μαχαίρι,കത്തി
376,Nagel::N,καρφί,ആണി
377,Netz::N,δίχτυ,വല
378,Haken::N,γάντζος,കൊളുത്ത്
379,Haken::N,αγκίστρι,കൊളുത്ത്
380,Griff::N,λαβή,കൈപ്പിടി
381,Schloss::N,κλειδαριά,പൂട്ട്
382,Bild::N,εικόνα,ചിത്രം
383,Figur::N,ανάστημα,കണക്ക്
384,Puppe::N,κούκλα,പാവ
385,Beutel::N,πουγγί,ബാഗ്
386,Bündel::N,δεμάτι,കെട്ട്
387,Tasche::N,τσάντα,ബാഗ്
388,Eimer::N,κουβάς,ബക്കറ്റ്
389,Deckel::N,καπάκι,ഉറ
390,Geschirr::N,σκεύη,പിഞ്ഞാണം
391,Sack::N,σάκος,ചാക്ക്
392,Tasse::N,φλιτζάνι,കപ്പ്
393,Topf::N,χύτρα,പാത്രം
394,Kessel::N,καζάνι,കെറ്റ്ല്
395,Essen::N,φαγητό,ആഹാരസമയം
396,Nahrung::N,τροφή,ഭക്ഷണം
397,Speise::N,φαγητό,ഡിഷ്
398,Fleisch::N,κρέας,മാംസം
399,Getreide::N,σιτάρι,ചോളം
400,Brei::N,χυλός,കഞ്ഞി
401,Brot::N,ψωμί,റോട്ടി
402,Brot::N,άρτος,റോട്ടി
403,Scheibe::N,φέτα,തുണ്ട്
404,Fett::N,πάχος,കൊഴുപ്പ്
405,Butter::N,βούτυρο,വെണ്ണ
406,Öl::N,λάδι,എണ്ണ
407,Salz::N,αλάτι,ഉപ്പ്
408,Suppe::N,σούπα,സൂപ്പ്
409,Honig::N,μέλι,തേൻ
410,Milch::N,γάλα,പാൽ
411,Tee::N,τσάι,ചായ
412,Leder::N,πετσί,തുകൽ
413,Wolle::N,μαλλί,കമ്പിളി
414,Stoff::N,ύφασμα,തുണി
415,Nadel::N,βελόνα,സൂചി
416,Faden::N,κλωστή,നൂല്
417,Knopf::N,κουμπί,ബട്ടൺ
418,Knoten::N,κόμπος,കുരുക്ക്
419,Farbe::N,μπογιά,പെയിൻറ്
420,Kleidung::N,ρούχα,വസ്ത്രങ്ങൾ
421,Kleidung::N,ενδυμασία,വസ്ത്രങ്ങൾ
422,Hemd::N,πουκάμισο,ഷർട്ട്
423,Kragen::N,κολάρο,കുപ്പായക്കഴുത്ത്
424,Ärmel::N,μανίκι,കുപ്പായക്കൈ
425,Hose::N,πανταλόνι,ട്രൌസർ
426,Gürtel::N,ζώνη,ബെൽറ്റ്
427,Mütze::N,σκούφος,തൊപ്പി
428,Schuh::N,παπούτσι,ഷൂ
429,Stiefel::N,μπότα,ബൂട്ട്
430,Ring::N,δαχτυλίδι,മോതിരം
431,Band::N,κορδέλα,റിബൺ
432,Kamm::N,χτένα,ചീപ്പ്
433,Spiegel::N,καθρέφτης,കണ്ണാടി
434,Riemen::N,λουρί,സ്ട്രാപ്പ്
435,Schnur::N,κορδόνι,ചരട്
436,Leine::N,σχοινί,കെട്ടാനുള്ള തോൽവാർ
437,Decke::N,κουβέρτα,പുതപ്പ്
438,Kissen::N,μαξιλάρι,തലയിണ
439,Tuch::N,πανί,സ്കാർഫ്
440,Tuch::N,μαντήλι,സ്കാർഫ്
441,Handtuch::N,πετσέτα,തോർത്ത്
442,Kraft::N,δύναμη,ശക്തി
443,Stärke::N,ισχύς,ശക്തി
444,Stärke::N,δύναμη,ശക്തി
445,Gesundheit::N,υγεία,ആരോഗ്യം
446,Krankheit::N,αρρώστια,അസുഖം
447,Schmerz::N,πόνος,വേദന
448,Wunde::N,πληγή,മുറിവ്
449,Fieber::N,πυρετός,പനി
450,Arznei::N,φάρμακο,മരുന്ന്
451,Brücke::N,γέφυρα,പാലം
452,Brunnen::N,πηγάδι,കിണർ
453,Weide::N,βοσκή,മേച്ചൽ
454,Pfad::N,μονοπάτι,വഴി
455,Weg::N,δρόμος,വഴി
456,Straße::N,οδός,റോഡ്
457,Straße::N,δρόμος,റോഡ്
458,Dorf::N,χωριό,ഗ്രാമം
459,Stadt::N,πόλη,നഗരം
460,Brief::N,γράμμα,കത്ത്
461,Brief::N,επιστολή,കത്ത്
462,Buch::N,βιβλίο,പുസ്തകം
463,Buchstabe::N,γράμμα,അക്ഷരം
464,Zeitung::N,εφημερίδα,വർത്തമാനപത്രം
465,Leben::N,ζωή,ജീവൻ
466,Leben::N,βίος,ജീവൻ
467,Tod::N,θάνατος,മരണം
468,Grab::N,τάφος,ശവക്കുഴി
469,Kirche::N,εκκλησία,പള്ളി
470,Sünde::N,αμαρτία,പാപം
471,Gott::N,θεός,ദൈവം
472,Arbeiter::N,εργάτης,ജോലിക്കാരൻ
473,Chef::N,προϊστάμενος,മേധാവി
474,Meister::N,μάστορας,യജമാനൻ
475,Meister::N,αρχιτεχνίτης,യജമാനൻ
476,Arzt::N,γιατρός,ഡോക്ടർ
477,Lehrer::N,δάσκαλος,അധ്യാപകൻ
478,Geld::N,λεφτά,പണം
479,Geld::N,χρήματα,പണം
480,Geschäft::N,συναλλαγή,ബിസിനസ്
481,Laden::N,μαγαζί,കട
482,Laden::N,κατάστημα,കട
483,Preis::N,τιμή,വില
484,Ware::N,εμπόρευμα,ചരക്ക്
485,Nutzen::N,όφελος,ലാഭം
486,Reichtum::N,πλούτος,ധനം
487,Welt::N,κόσμος,ലോകം
488,Land::N,χώρα,രാജ്യം
489,Staat::N,κράτος,രാജ്യം
490,Staat::N,πολιτεία,രാജ്യം
491,König::N,βασιλιάς,രാജാവ്
492,Macht::N,εξουσία,അധികാരം
493,Grenze::N,σύνορα,അതിർത്തി
494,Krieg::N,πόλεμος,യുദ്ധം
495,Feind::N,εχθρός,ശത്രു
496,Gewalt::N,βία,അക്രമം
497,Kampf::N,αγώνας,പോരാട്ടം
498,Bogen[Waffe]::N,τόξο,വില്ല്
499,Pfeil::N,σαΐτα,അമ്പ്
500,Gewehr::N,τουφέκι,തോക്ക്
501,Fehler::N,λάθος,പിശക്
502,Fehler::N,σφάλμα,പിശക്
503,Lüge::N,ψέμα,കള്ളം
504,Lüge::N,ψεύδος,കള്ളം
505,Schaden::N,ζημία,കേടുപാട്
506,Unglück::N,δυστυχία,ദൌർഭാഗ്യം
507,Schuld::N,ενοχή,തെറ്റ്
508,Schuld::N,φταίξιμο,തെറ്റ്
509,Alter::N,ηλικία,വയസ്സ്
510,Schluss::N,τέλος,നിഗമനം
511,Zeit::N,χρόνος,സമയം
512,Tag::N,μέρα,ദിവസം
513,Tag::N,ημέρα,ദിവസം
514,Morgen::N,πρωί,പ്രഭാതം
515,Mittag::N,μεσημέρι,ഉച്ച
516,Abend::N,βράδυ,സായാഹ്നം
517,Nacht::N,νύχτα,രാത്രി
518,Woche::N,εβδομάδα,ആഴ്ച
519,Monat::N,μήνας,മാസം
520,Jahr::N,έτος,വർഷം
521,Jahr::N,χρόνος,വർഷം
522,Frühling::N,άνοιξη,വസന്തം
523,Sommer::N,καλοκαίρι,വേനൽ
524,Herbst::N,φθινόπωρο,ശരത്കാലം
525,Winter::N,χειμώνας,ശൈത്യം
526,Januar::N,Ιανουάριος,ജനുവരി
527,Februar::N,Φεβρουάριος,ഫെബ്രുവരി
528,März::N,Μάρτιος,മാർച്ച്
529,April::N,Απρίλιος,ഏപ്രിൾ മാസം
530,Mai::N,Μάιος,മെയ് മാസം
531,Juni::N,Ιούνιος,ജൂൺ
532,Juli::N,Ιούλιος,ജൂലൈ
533,August::N,Αύγουστος,ആഗസ്റ്റ്
534,September::N,Σεπτέμβριος,സെപ്തംബർ
535,Oktober::N,Οκτώβριος,ഒക്ടോബർ
536,November::N,Νοέμβριος,നവംബർ
537,Dezember::N,Δεκέμβριος,ഡിസംബർ
538,Montag::N,Δευτέρα,തിങ്കളാഴ്ച
539,Dienstag::N,Τρίτη,ചൊവ്വ
540,Mittwoch::N,Τετάρτη,ബുധനാഴ്ച
541,Donnerstag::N,Πέμπτη,വ്യാഴാഴ്ച
542,Freitag::N,Παρασκευή,വെള്ളിയാഴ്ച
543,Samstag::N,Σάββατο,ശനിയാഴ്ച
544,Sonntag::N,Κυριακή,ഞായറാഴ്ച
545,groß::A,μεγάλος,വലിയ
546,klein::A,μικρός,ചെറിയ
547,lang::A,μακρύς,നീണ്ട
548,kurz::A,κοντός,ഹ്രസ്വമായ
549,breit::A,φαρδύς,വിശാലമായ
550,schmal::A,στενός,ഇടുങ്ങിയ
551,dicht::A,πυκνός,നിബിഡമായ
552,dick[Gegenstand]::A,παχύς,തടിച്ച
553,dick[Gegenstand]::A,χοντρός,തടിച്ച
554,dünn::A,ψιλός,മെലിഞ്ഞ
555,dünn::A,λεπτός,മെലിഞ്ഞ
556,fein::A,ψιλός,നേർത്ത
557,fest::A,στερεός,ഉറപ്പുള്ള
558,flach::A,επίπεδος,പരന്ന
559,glatt::A,λείος,മിനുസമുള്ള
560,glatt::A,ομαλός,മിനുസമുള്ള
561,hart::A,σκληρός,കട്ടിയുള്ള
562,weich::A,μαλακός,മൃദുവായ
563,rund::A,στρογγυλός,വട്ടത്തിലുള്ള
564,spitz::A,μυτερός,മുനയുള്ള
565,scharf::A,κοφτερός,മൂർച്ചയുള്ള
566,stumpf::A,αμβλύς,തുറന്നടിക്കുന്ന
567,schwer::A,βαρύς,ഭാരമുള്ള
568,schön::A,ωραίος,മനോഹരമായ
569,schön::A,όμορφος,മനോഹരമായ
570,heiß::A,ζεστός,ചൂടുള്ള
571,warm::A,θερμός,ചൂടുള്ള
572,kalt::A,κρύος,തണുത്ത
573,kalt::A,ψυχρός,തണുത്ത
574,kühl::A,δροσερός,തണുപ്പുള്ള
575,frisch::A,νωπός,ശുദ്ധമായ
576,frisch::A,φρέσκος,ശുദ്ധമായ
577,feucht::A,υγρός,ഈറനുള്ള
578,nass::A,βρεγμένος,നനഞ്ഞ
579,trocken::A,ξηρός,വരണ്ട
580,trocken::A,στεγνός,വരണ്ട
581,voll::A,γεμάτος,നിറയെ
582,leer::A,άδειος,ഒഴിഞ്ഞ
583,offen::A,ανοιχτός,തുറന്ന
584,geschlossen::A,κλειστός,അടച്ച
585,sauber::A,καθαρός,വൃത്തിയുള്ള
586,schmutzig::A,βρώμικος,അഴുക്കുനിറഞ്ഞ
587,schmutzig::A,λερωμένος,അഴുക്കുനിറഞ്ഞ
588,roh::A,ωμός,അസംസ്കൃതമായ
589,reif::A,ώριμος,പഴുത്ത
590,lecker::A,νόστιμος,രുചികരമായ
591,süß::A,γλυκός,മധുരമുള്ള
