,Concept_ID,el,ml
1107,füttern::V,ταΐζω,തീറ്റുക
1108,melken::V,αρμέγω,പാലുകറക്കുക
1109,hacken::V,κόβω,വെട്ടിമുറിക്കുക
1110,gießen::V,ποτίζω,നനയ്ക്കുക
1111,reifen::V,ωριμάζω,പാകമാകുക
1112,zubereiten::V,ετοιμάζω,പാചകം_ചെയ്യുക
1113,kochen::V,βράζω,വേവിക്കുക
1114,backen::V,ψήνω,ബേക്ക് ചെയ്യുക
1115,braten::V,τηγανίζω,പോരിക്കുക
1116,umrühren::V,ανακατεύω,ഇളക്കുക
1117,stricken::V,πλέκω,മെടയുക
1118,nähen::V,ράβω,തുന്നുക
1119,färben::V,βάφω,ചായം പൂശുക
1120,färben::V,χρωματίζω,ചായം പൂശുക
1121,reinigen::V,καθαρίζω,വൃത്തിയാക്കുക
1122,waschen::V,πλένω,കഴുകുക
1123,abwischen::V,σφουγγίζω,തുടയ്ക്കുക
1124,spülen::V,ξεπλένω,കഴുകുക
1125,fegen::V,σκουπίζω,അടിച്ചുവാരുക
1126,kehren::V,σκουπίζω,അടിച്ചുവാരുക
1127,baden::V,κάνω μπάνιο,നീന്തിത്തുടിക്കുക
1128,sich waschen::V,πλένομαι,കഴുകുക
1129,ausziehen::V,βγάζω,ഇഴുക്കുക
1130,anziehen::V,φορώ,ഉടുക്കുക
1131,sich anziehen::V,ντύνομαι,ധരിച്ച നേടുകയുക
1132,kämmen::V,χτενίζω,മുടിചീകുക
1133,schmücken::V,στολίζω,അലങ്കരിക്കുക
1134,sagen::V,λέω,പറയുക
1135,sprechen::V,μιλώ,സംസാരിക്കുക
1136,reden::V,μιλώ,സംസാരിക്കുക
1137,reden::V,κουβεντιάζω,സംസാരിക്കുക
1138,sich unterhalten::V,συνομιλώ,നർമ്മസല്ലാപം നടത്തുക
1139,sich unterhalten::V,κουβεντιάζω,നർമ്മസല്ലാപം നടത്തുക
1140,fragen::V,ρωτώ,ചോദിക്കുക
1141,bitten::V,ζητώ,അപേക്ഷിക്കുക
1142,bitten::V,παρακαλώ,അപേക്ഷിക്കുക
1143,erzählen::V,διηγούμαι,പറയുക
1144,mitteilen::V,πληροφορώ,അറിയിക്കുക
1145,nennen::V,ονομάζω,പേരിടുക
1146,rufen::V,φωνάζω,വിളിക്കുക
1147,prahlen::V,καυχιέμαι,പൊങ്ങച്ചം പറയുക
1148,übersetzen::V,μεταφράζω,പരിഭാഷപ്പെടുത്തുക
1149,denken::V,σκέφτομαι,ചിന്തിക്കുക
1150,glauben::V,πιστεύω,വിശ്വസിക്കുക
1151,bemerken::V,παρατηρώ,ശ്രദ്ധിക്കുക
1152,erkennen::V,αναγνωρίζω,തിരിചറിയുക
1153,begreifen::V,καταλαβαίνω,കൈപ്പിടിയിലാക്കുക
1154,verstehen::V,ακούω,മനസ്സിലാക്കുക
1155,lernen::V,μαθαίνω,പഠിക്കുക
1156,wissen::V,ξέρω,അറിയുക
1157,sich erinnern an::V,θυμάμαι,ഓർമിക്കുക
1158,vergessen::V,ξεχνώ,മറക്കുക
1159,messen::V,μετρώ,അളക്കുക
1160,zählen::V,μετρώ,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1161,rechnen::V,λογαριάζω,ഗണിക്കുക
1162,lesen::V,διαβάζω,വായിക്കുക
1163,malen::V,ζωγραφίζω,ചിത്രം വരയ്ക്കുക
1164,zeichnen::V,σχεδιάζω,വരയ്ക്കുക
1165,schreiben::V,γράφω,എഴുതുക
1166,besitzen::V,κατέχω,സ്വന്തമാക്കുക
1167,kaufen::V,αγοράζω,വാങ്ങുക
1168,verkaufen::V,πουλώ,വിൽക്കുക
1169,bezahlen::V,πληρώνω,പരിഹാരം ചെയ്യുക
1170,zahlen::V,πληρώνω,പണം അടയ്ക്കുക
1171,beherrschen::V,κυριαρχώ,ഭരിക്കുക
1172,ertragen::V,βαστώ,താങ്ങുക
1173,ertragen::V,αντέχω,താങ്ങുക
