,Concept_ID,ku,vep
115,Gipfel::N,sere gir,ladv
116,Höhle::N,şikeft,mägionduz
117,Abhang::N,kaş,paute
118,Quelle::N,kanî,lähte
119,Bach::N,çem,oja
120,Fluss::N,çem,jogi
121,Fluss::N,rûbar,jogi
122,Ufer::N,kevî,rand
123,Küste::N,berav,randišt
124,Festland::N,bejahî,kuivma
125,Meer::N,behr,meri
126,Bucht::N,derav,laht
127,Insel::N,girav,sar'
128,Blume::N,kulînk,änik
129,Gras::N,giha,hein
130,Wurzel::N,reh,jur'
131,Baum::N,dar,pu
132,Stamm::N,bavik,tüvi
133,Rinde::N,qaqil,kor'
134,Ast::N,gulî,oks
135,Zweig::N,şax,oks
136,Zweig::N,şax,barb
137,Blatt::N,pel,lehtez
138,Birke::N,dara sipî,koiv
139,Kiefer[Baum]::N,dara bî,pedai
140,Weide[Baum]::N,dara belalûk,raid
141,Tanne::N,merx,kuz'
142,Horn::N,strô,sar'v
143,Feder::N,pîrtîk,höuneh
144,Fell::N,heyar,nahk
145,Flügel::N,per,suug
146,Klaue::N,napîk,künz'
147,Kralle::N,dinik,künz'
148,Kralle::N,dirnax,künz'
149,Schwanz::N,dûv,händ
150,Ei::N,hêk,muna
151,Nest::N,hêlîn,peza
152,Bau::N,avahî,uru
153,Tier::N,heywan,živat
154,Herde::N,hoz,kogo
155,Kuh::N,çêlek,lehm
156,Bulle::N,ga,härg
157,Pferd::N,hesp,hebo
158,Schaf::N,mîh,lambaz
159,Schwein::N,beraz,siga
160,Hund::N,seh,koir
161,Katze::N,pişîk,kaži
162,Bär::N,hirç,kondi
163,Eichhörnchen::N,pilûr,orav
164,Elch::N,pazkovî,hirb'
165,Fuchs::N,rovî,reboi
166,Hase::N,kîroşk,jäniš
167,Maus::N,mişk,hir'
168,Wolf::N,gur,händikaz
169,Vogel::N,çûk,lind
170,Schwarm::N,lufik,parveh
171,Huhn::N,mirîşk,kana
172,Hahn::N,dîk,kukoi
173,Gans::N,qaz,hanh'
174,Adler::N,eylo,orl
175,Ente::N,werdek,sorz
176,Eule::N,bûm,hir'pulo
177,Eule::N,kund,hir'pulo
178,Kranich::N,quling,kurg
179,Krähe::N,qijik,variš
180,Kuckuck::N,pepûk,kägi
181,Schwan::N,qû,joucen
182,Fisch::N,masî,kala
183,Barsch::N,okûn,ahven
184,Hecht::N,mesîyê lûf,haug'
185,Schlange[Tier]::N,mar,kü
186,Schlange[Tier]::N,mar,mado
187,Wurm::N,kurm,mado
188,Spinne::N,pîrê,hämähouk
189,Ameise::N,mîro,murahaine
190,Ameise::N,gêrîk,murahaine
191,Laus::N,spi,täi
192,Mücke::N,mêş,säs'k
193,Fliege::N,mêş,kärbhaine
194,Schmetterling::N,perperîk,lipkaine
195,Beere::N,hirç,marj
196,Apfel::N,sêv,jablok
197,Pilz::N,bîrov,sen'
198,Pilz::N,bîrov,babuk
199,Zwiebel::N,pîvaz,lauk
200,Saat::N,tov,semned
201,Korn::N,dexl,jüvä
202,Korn::N,dexl,vill'
203,Heu::N,sap,hein
204,Schale::N,qaşik,kor'
205,Grube::N,çahl,kop
206,Falle::N,dafik,rida
207,Schlinge::N,dahf,rihm
208,Spur::N,rêç,jäl'g
209,Asche::N,xweli,tuhk
210,Dreck::N,gemarî,redu
211,Dreck::N,gemarî,pačak
212,Eisen::N,hesing,raud
213,Gold::N,zêr,kuld
214,Silber::N,zîv,hobed
215,Kohle::N,komir,hil'
216,Glas::N,qedeh,stökol
217,Lehm::N,kelpîç,savi
218,Sand::N,qûm,lete
219,Mensch::N,mirov,mez'
220,Mensch::N,mirov,ristit
221,Mann::N,mêr,mez'
222,Frau::N,jin,naine
223,Kind::N,zarok,laps'
224,Junge::N,kur,poig
225,Junge::N,kur,prihaine
226,Mädchen::N,keç,neičukaine
227,Mädchen::N,keçik,neičukaine
228,Familie::N,malbat,kanz
229,Familie::N,malbat,pereh
230,Großvater::N,bapîr,ded
231,Großmutter::N,pîrik,bab
232,Eltern::N,bavudê,vanhembad
233,Eltern::N,bavudê,kazvatajad
234,Vater::N,bav,tat
235,Mutter::N,dê,mam
236,Mutter::N,dayik,mam
237,Sohn::N,kur,poig
238,Tochter::N,keç,tütär
239,Bruder::N,bira,veik
240,Bruder::N,bira,vell'
241,Schwester::N,xweh,čiža
242,Schwester::N,xweh,sizar
243,Onkel::N,am,däd'
244,Onkel::N,xal,däd'
245,Tante::N,metik,tädi
246,Tante::N,xaltîk,tädi
247,Ehemann::N,mêr,mužik
248,Ehefrau::N,kulfet,ak
249,Freude::N,kêfxweşî,ilo
250,Freude::N,kêfxweşî,ihastuz
251,Gelächter::N,pîrqînî,nagr
252,Glück::N,bext,oza
253,Kummer::N,derd,gor'a
254,Wunsch::N,daxwaz,taht
255,Wunsch::N,xwestek,taht
256,Lust::N,şewq,himo
257,Geist::N,aqil,heng
258,Gedanke::N,fikir,meletuz
259,Gedächtnis::N,aqil,mušt
260,Verstand::N,fêm,mel'
261,Sinn::N,aqil,jüvä
262,Grund::N,asas,sü
263,Wahrheit::N,rastî,tozi
264,Gespräch::N,guftûgo,lodu
265,Gespräch::N,guftûgo,pagin
266,Märchen::N,çirok,sarn
267,Erzählung::N,çirok,sanutez
268,Erzählung::N,vegotin,sanutez
269,Nachricht::N,nûçe,tedotuz
270,Neuigkeit::N,hewal,uzištuz
271,Name::N,nav,nimi
272,Name::N,paşnav,nimi
273,Rätsel::N,tiştonek,ozoitez
274,Rede::N,gotar,pagin
275,Rede::N,gotar,sanad
276,Rede::N,axavtin,pagin
277,Rede::N,axavtin,sanad
278,Sprache::N,ziman,kel'
279,Stimme::N,pejn,än'
280,Wort::N,gotin,sana
281,Zeichen::N,şanek,znam
282,Ruf::N,hawar,kida
283,Ruf::N,hawar,kucund
284,Lärm::N,xarbalix,judu
285,Laut::N,deng,kulund
286,Laut::N,hês,kulund
287,Ton::N,awaz,kulund
288,Lied::N,sitran,pajo
289,Ruhe::N,rihetî,lebu
290,Leute::N,xelk,rahvaz
291,Volk::N,xelk,rahvaz
292,Arbeit::N,xebat,tö
293,Arbeit::N,xebat,rad
294,Gast::N,mêvan,adiv
295,Geschenk::N,diyarî,lahj
296,Spiel::N,lîstik,vänd
297,Gesellschaft::N,komal,sebr
298,Hilfe::N,alîkarî,abu
299,Freund::N,heval,sebranik
300,Kamerad::N,heval,sebranik
301,Angelegenheit::N,pirsgirêk,azj
302,Anzahl::N,çend,lugu
303,Art::N,çeh,rod
304,Art::N,çeh,rodsugu
305,Stück::N,lib,pala
306,Stück::N,lib,supal
307,Stück::N,parçe,pala
308,Stück::N,parçe,supal
309,Teil::N,parçe,pala
310,Hälfte::N,nîvî,pol'
311,Kreis::N,çemil,ümbruz
312,Kreis::N,çemil,kehkruz
313,Kreuz::N,xaç,rist
314,Linie::N,xezik,pird
315,Strich::N,xezik,pird
316,Abstand::N,dûrahî,keskust
317,Entfernung::N,dûrahî,matk
318,Gegend::N,dever,taho
319,Platz::N,çih,avaruz'
320,Ort::N,dever,koht
321,Seite::N,rûpel,pol'
322,Seite::N,rûpel,kül'g
323,Mitte::N,nav,kesk
324,Mitte::N,nabênê,kesk
325,Gegenstand::N,tişt,kalu
326,Sache::N,tişt,azj
327,Rand::N,kevî,röun
328,Kante::N,kevî,röun
329,Ecke::N,qunç,saum
330,Spitze::N,derzî,agjaine
331,Ende::N,talî,agj
332,Loch::N,qul,reig
333,Winkel::N,kurnîşk,čoga
334,Winkel::N,kurnîşk,saum
335,Muster::N,desen,kirjam
336,Größe::N,mezinî,suruz'
337,Länge::N,dirêjahî,piduz
338,Höhe::N,bilindayî,korktuz'
339,Gewicht::N,giranî,jügu
340,Gewicht::N,giranî,vedäduz
341,Menge::N,qas,äjüz'
342,Haufen::N,lod,kogo
343,Reihe::N,rêz,rivi
344,Boot::N,kelek,veneh
345,Ruder::N,bêrik,air
346,Schlitten::N,xîjik,regi
347,Schlitten::N,xîjik,regut
348,Ski::N,lakan,suks'
349,Lagerfeuer::N,agir,nodj
350,Lagerfeuer::N,agir,pažag
351,Last::N,bar,jüguz
352,Gang::N,fîtêz,astund
353,Schritt::N,gav,hašk
354,Norden::N,bakur,pohjoine
355,Süden::N,başur,suvi
356,Westen::N,rojava,päivlaskm
357,Osten::N,rojhilat,päivnouzm
358,Holz::N,dep,pu
359,Brett::N,dep,laud
360,Platte::N,dep,keitim
361,Stütze::N,destek,tugi
362,Stange::N,sing,arz'
363,Stock::N,çam,kalu
364,Stab::N,qat,seibaz
365,Rohr::N,borî,torv
366,Haus::N,mal,pert'
367,Haus::N,xanî,pert'
368,Heim::N,mal,kodi
369,Ofen::N,sobe,päč
370,Fußboden::N,binpê,lava
371,Tisch::N,mase,laud
372,Tisch::N,mase,stal'c
373,Stuhl::N,kursî,ištim
374,Wiege::N,derguş,kätte
375,Bett::N,qerewêle,sija
376,Bett::N,qerewêle,magaduzsija
377,Regal::N,rêbaz,palič
378,Kiste::N,sindoq,mülütim
379,Fenster::N,çam,ikun
380,Fenster::N,şibeke,ikun
381,Tür::N,derî,uks'
382,Tor::N,derge,verai
383,Zaun::N,hejik,aid
384,Dach::N,sere xanî,katuz
385,Leiter::N,pêling,pordhad
386,Besen::N,melkes,lud
387,Besen::N,melkes,vast
388,Spaten::N,mer,labid
389,Schaufel::N,bêr,labid
390,Gabel::N,çetel,hangoine
391,Löffel::N,kevçî,luzik
392,Messer::N,kêr,veič
393,Nagel::N,bizmar,nagl
394,Netz::N,tor,verk
395,Haken::N,çenqel,kouk
396,Griff::N,destî,kägä
397,Griff::N,destî,varz'
398,Schloss::N,qonax,lukkol
399,Bild::N,dimen,kuva
400,Figur::N,figûr,figur
401,Puppe::N,bûk,tätüine
402,Beutel::N,kîsik,havad
403,Bündel::N,pêçek,toppaz
404,Bündel::N,pêçek,käč
405,Tasche::N,bêrîk,sumk
406,Eimer::N,dewl,vädr
407,Deckel::N,devik,katuz
408,Geschirr::N,ferax,astii
409,Sack::N,tûr,havad
410,Tasse::N,kada,čašk
411,Topf::N,beroş,pada
412,Kessel::N,şîril,katil
413,Essen::N,xwarin,sönd
414,Nahrung::N,xwarin,söm
415,Speise::N,xwarin,sömine
416,Fleisch::N,goşt,liha
417,Getreide::N,zad,vill'
418,Brei::N,hewdêl,pudr
419,Brot::N,,leib
420,Scheibe::N,parçe,bibaleh
421,Scheibe::N,parçe,šlik
422,Fett::N,rûn,razv
423,Butter::N,rûn,voi
424,Öl::N,rûn,voi
425,Salz::N,xwe,sol
426,Suppe::N,şorbe,lem'
427,Suppe::N,şorbe,keitoz
428,Honig::N,hingiv,mezi
429,Milch::N,şîr,maid
430,Tee::N,çay,čai
431,Leder::N,çerm,nahk
432,Wolle::N,herî,vill
433,Stoff::N,paç,kangaz
434,Nadel::N,derzî,negl
435,Faden::N,ta,nit'
436,Knopf::N,bişkok,nübl'
437,Knoten::N,girêk,sol'm
438,Farbe::N,boyax,muju
439,Kleidung::N,çil,sobad
440,Hemd::N,qutik,paid
441,Hemd::N,miltan,paid
442,Kragen::N,stûvang,kagluz
443,Ärmel::N,hûçik,hijam
444,Hose::N,şewel,štanad
445,Gürtel::N,qayiş,vö
446,Mütze::N,fîno,šapuk
447,Schuh::N,şêkal,keng'
448,Stiefel::N,gizme,sapug
449,Stiefel::N,çizme,sapug
450,Ring::N,xelek,rengaz
451,Band::N,band,lentaine
452,Kamm::N,şeh,suga
453,Spiegel::N,eynik,zerkol
454,Riemen::N,qayiş,vö
455,Schnur::N,doxin,nor
456,Leine::N,şirît,talutimnor
457,Decke::N,bataniye,sijakatuz
458,Kissen::N,balgî,pöluz
459,Tuch::N,şar,paik
460,Handtuch::N,dezmal,käzipaik
461,Kraft::N,hêz,vägi
462,Kraft::N,qewet,vägi
463,Stärke::N,xurtî,vahvuz'
464,Gesundheit::N,nojdarî,tervhuz
465,Krankheit::N,nexweşî,läžund
466,Schmerz::N,êş,kibu
467,Wunde::N,kul,čapatez
468,Fieber::N,ta,säru
469,Arznei::N,derman,zel'l'
470,Brücke::N,kopî,sild
471,Brunnen::N,çal,kaiv
472,Brunnen::N,kani,kaiv
473,Weide::N,beyar,omaluine
474,Pfad::N,xaçirek,tehut
475,Weg::N,rê,te
476,Straße::N,rê,te
477,Dorf::N,gund,külä
478,Stadt::N,baçar,lidn
479,Brief::N,name,kirjeine
480,Buch::N,kitêb,kirj
481,Buch::N,pirtûk,kirj
482,Buchstabe::N,herf,kirjam
483,Zeitung::N,rojname,lehtez
484,Leben::N,jiyan,elo
485,Tod::N,mirin,surm
486,Grab::N,mezel,kaum
487,Kirche::N,gilyas,jumalanpert'
488,Sünde::N,guneh,grähk
489,Gott::N,xwedê,jumal
490,Arbeiter::N,hîşçî,radnik
491,Chef::N,bêg,pämez'
492,Meister::N,hoste,mastar
493,Arzt::N,doktor,lekar'
494,Lehrer::N,mamoste,opendai
495,Geld::N,pere,rahad
496,Geschäft::N,firoşgeh,biznes
497,Laden::N,dikan,lauk
498,Preis::N,buha,arv
499,Ware::N,tişt,tavar
500,Nutzen::N,fêde,liža
501,Reichtum::N,serwet,kodielo
502,Reichtum::N,serwet,kal'huz'
503,Welt::N,dinya,mail'm
504,Land::N,welat,ma
505,Staat::N,dewlet,valdkund
506,König::N,şah,kunigaz
507,König::N,qral,kunigaz
508,Macht::N,qewet,vald
509,Macht::N,destihilat,vald
510,Grenze::N,kevî,röun
511,Krieg::N,çeng,soda
512,Krieg::N,sêwaş,soda
513,Feind::N,dijmin,vihanik
514,Feind::N,dijmin,vastustai
515,Gewalt::N,zor,vägivald
516,Kampf::N,şer,tora
517,Bogen[Waffe]::N,kêvan,taug
518,Pfeil::N,çîrik,nol
519,Gewehr::N,tifing,oružj
520,Fehler::N,şaşî,viga
521,Lüge::N,derew,kelastuz
522,Schaden::N,xisar,pahuz'
523,Unglück::N,bêbextî,bed
524,Unglück::N,bêbextî,gor'a
525,Schuld::N,suç,värhuz'
526,Alter::N,temen,igä
527,Schluss::N,girtin,lop
528,Zeit::N,çax,aig
529,Tag::N,roj,päiv
530,Morgen::N,sibeh,homendez
531,Mittag::N,nîro,keskpäiv
532,Abend::N,êvar,eht
533,Nacht::N,şev,ö
534,Woche::N,heftî,nedal'
535,Monat::N,meh,ku
536,Jahr::N,sal,voz'
537,Frühling::N,bihar,keväz'
538,Sommer::N,havîn,keza
539,Herbst::N,payîz,sügüz'
540,Winter::N,zistan,tal'v
541,Januar::N,çile,viluku
542,Februar::N,sibat,uhoku
543,März::N,adar,keväz'ku
544,April::N,nîsan,sulaku
545,Mai::N,gûlan,semendku
546,Juni::N,hezîran,kezaku
547,Juli::N,tîmeh,heinku
548,August::N,tebax,eloku
549,September::N,îlon,sügüz'ku
550,Oktober::N,çotmeh,reduku
551,November::N,mijdar,kül'mku
552,Dezember::N,kanûn,tal'vku
553,Montag::N,duşemb,ezmärg
554,Dienstag::N,sêşem,tožnarg
555,Mittwoch::N,çarşemb,koumanz'päiv
556,Donnerstag::N,pêşemb,nellänz'päiv
557,Freitag::N,în,pätnič
558,Freitag::N,în,videnz'päiv
559,Samstag::N,şemî,sobat
560,Sonntag::N,yekşemb,pühäpäiv
561,groß::A,mezin,sur'
562,groß::A,mezin,järed
563,klein::A,çûçik,pen'
564,klein::A,çûçik,pičuine
565,lang::A,dirêj,pit'k
566,kurz::A,kin,lühüd
567,breit::A,fireh,leved
568,schmal::A,tenik,kaid
569,dicht::A,gir,tihed
570,dick[Gegenstand]::A,şîşman,paks
571,dünn::A,zirav,hoik
572,fein::A,tenik,hen
573,fest::A,saxlem,luja
574,fest::A,saxlem,ninev
575,flach::A,pahn,lapak
576,glatt::A,dûz,siled
577,glatt::A,şayîk,siled
578,hart::A,hişk,kova
579,weich::A,nerm,pehmed
580,rund::A,gilover,kehker
581,spitz::A,pîj,nügu
582,spitz::A,pîj,terav
583,scharf::A,tûj,terav
584,stumpf::A,ne tûj,tül'c
585,schwer::A,giran,jüged
586,schön::A,xweş,čoma
587,schön::A,xweşik,čoma
588,heiß::A,kelandî,räk
589,warm::A,germ,läm'
590,kalt::A,sar,vilu
591,kühl::A,jemîrî,raibak
592,kühl::A,jemîrî,viluhk
593,frisch::A,ter,lahed
594,feucht::A,şil,neps
595,feucht::A,şil,toreh
596,nass::A,şilek,märg
597,trocken::A,zuwa,kuiv
598,voll::A,tijî,täuz'
599,leer::A,vala,joudai
600,offen::A,vekirî,avoin
601,offen::A,vekirî,avol'jaine
602,geschlossen::A,asê,saubaline
603,sauber::A,pakij,puhtaz
604,schmutzig::A,lewitî,redukaz
605,roh::A,xav,rohk
606,roh::A,xav,toreh
607,reif::A,gihaştî,küps
608,lecker::A,xweş,magukaz
609,süß::A,şîrîn,maged
610,bitter::A,tahl,karged
611,sauer::A,tirş,muiged
612,hell::A,ronî,kirkas
613,hell::A,ronî,valgei
614,dunkel::A,tarî,pimed
615,schwarz::A,reş,must
616,weiß::A,sipî,vauged
617,rot::A,sor,rusked
618,gelb::A,zer,pakuine
619,blau::A,şîn,sinine
620,grün::A,şîn,vihand
621,grau::A,gewr,hahk
622,bunt::A,rengîn,kirjav
623,billig::A,erzan,odav
624,teuer::A,biha,kalliž
625,wertvoll::A,hêja,arvokas
626,wertvoll::A,giranbiha,arvokas
627,blind::A,kor,soged
628,taub::A,kerr,kurdiž
629,kräftig::A,gir,vägev
630,kräftig::A,xurt,vägev
631,stark::A,xurt,vahv
632,stark::A,xurt,vägekaz
633,schwach::A,kesad,väll'
634,fett::A,qelew,razvakaz
635,schlank::A,zirav,kapos
636,hübsch::A,xweşik,čoma
637,böse::A,xerab,äred
638,böse::A,xerab,käred
639,böse::A,aciz,äred
640,böse::A,aciz,käred
641,dumm::A,gêj,el'getoi
642,faul::A,têmbêl,lašk
643,fleißig::A,jêhatî,radonnavedii
644,geizig::A,destgirtî,ažlak
645,klug::A,baqil,melev
646,klug::A,baqil,melekaz
647,geschickt::A,zîrek,mahtokaz
648,geschickt::A,ziring,mahtokaz
649,lieb::A,delal,izo
650,lieb::A,delal,sula
651,lustig::A,kêfxweş,ilokaz
652,sanft::A,nazenîn,laskav
653,hungrig::A,birçî,näl'ghine
654,krank::A,nexweş,läžui
655,nackt::A,rût,alastoi
656,nackt::A,tazî,alastoi
657,traurig::A,xemgîn,opalahine
658,lebendig::A,bisaxî,eläb
659,gut::A,baş,hüvä
660,schlecht::A,xerab,huba
661,richtig::A,rast,oiged
662,richtig::A,saxlem,oiged
663,schlimm::A,nebaş,paha
664,wahr::A,rast,todesine
665,alt::A,pîr,vanh
666,alt::A,kevn,vanh
667,neu::A,nû,uz'
668,ehemalig::A,kevnar,edeline
669,ehemalig::A,peşidar,edeline
670,alt[Lebewesen]::A,pîr,ravaz
671,jung::A,xort,nor'
672,arm::A,feqîr,gol'l'
673,arm::A,desteng,gol'l'
674,reich::A,dewlemend,elokaz
675,bekannt::A,naskirî,tutab
676,berühmt::A,navdar,tetab
677,fremd::A,xerîb,veraz
678,verschieden::A,çîhê,erazvuitte
679,nah::A,nêzîk,läheline
680,fern::A,dûr,edahaine
681,linker::A,çepê,hura
682,rechter::A,rastê,oiged
683,anderer::A,yê din,toine
684,erster::A,yekemîn,ezmäine
685,zweiter::A,duda,toine
686,dritter::A,sisêya,koumanz'
687,letzter::A,paşîn,jäl'gmäine
688,allein::ADV,tenê,üksnäze
689,auf einmal::ADV,jar kê,ühten aigan
690,zusammen::ADV,tev,ühtes
691,zusammen::ADV,bi hev re,ühtes
692,lange::ADV,dirêj,hätken
693,plötzlich::ADV,ji nişkave,äkkid
694,sofort::ADV,yekser,kerdalaz
695,später::ADV,paşiyê,möhemba
696,jetzt::ADV,nuha,nügüd'
697,heute::ADV,îro,tämbei
698,morgen::ADV,sibeh,homen
699,bald::ADV,nêzîk,pigai
700,dann::ADV,paşê,sid'
701,gestern::ADV,do,eglai
702,einst::ADV,jar ke,ende
703,einst::ADV,jar ke,kerdan
704,damals::ADV,hîngî,siloi
705,danach::ADV,piştra,sid'
706,vorher::ADV,pîşî,ende
707,zuerst::ADV,bere,ezmäi
708,einmal::ADV,çarik,kerdan
709,manchmal::ADV,çarna,erašti
710,oft::ADV,gelek çaran,paksus
711,immer::ADV,daîm,kaiken
712,niemals::ADV,tu çar,ei nikonz
713,hier::ADV,li vir,täs
714,hier::ADV,li vir,tägä
715,hierhin::ADV,vir,tänna
716,von hier::ADV,ji vir,täspäi
717,von hier::ADV,ji vir,sid'päi
718,dort::ADV,li wê derê,sigä
719,dorthin::ADV,wêda,sinna
720,dorthin::ADV,wêda,nakkale
721,geradeaus::ADV,rastê rast,kohtha
722,vorwärts::ADV,ber bi pêş,edehe
723,rückwärts::ADV,paşpê,sel'gin
724,zurück::ADV,paşdo,tagaze
725,zurück::ADV,paşvê,tagaze
726,unten::ADV,jêrî,alahan
727,hinab::ADV,berjêr,alaz
728,hinab::ADV,berjêr,alahaks
729,oben::ADV,banî,ülähän
730,hinauf::ADV,banî,ülez
731,hinauf::ADV,banî,ülähäks
732,überall::ADV,li her derê,kaikjal
733,nicht::ADV,ne,ei
734,nicht::ADV,nîn,ei
735,nicht::ADV,tine,ei
736,ein wenig::ADV,hebkî,vähän
737,kaum::ADV,tema,habi
738,kaum::ADV,himangi,habi
739,sehr::ADV,gelek,lujas
740,so::ADV,weha,muga
741,so::ADV,weha,ninga
742,noch::ADV,hêj,völ
743,noch::ADV,dîsa,völ
744,nur::ADV,tenê,järg
745,nur::ADV,tenê,vaiše
746,nur::ADV,bes,järg
747,nur::ADV,bes,vaiše
748,schon::ADV,hew,jo
749,wieder::ADV,jar din,möst
750,wieder::ADV,dîsa,möst
751,vergebens::ADV,deya çun,uhtei
752,vergebens::ADV,îfleh bûn,uhtei
753,vor::PRP,li ber,edes
754,hinter::PRP,li pişt,taga
755,unter::PRP,li bin,al
756,durch::PRP,kura,läbi
757,durch::PRP,kura,kal't
758,neben::PRP,li ba,rindal
759,zwischen::PRP,nabeyne,keskes
760,zwischen::PRP,di nav...da,keskes
761,wegen::PRP,ji bo,tagut
762,wegen::PRP,ji ber,tagut
763,dies::PRN,ev,nece
764,das::PRN,ev,se
765,alles::PRN,hemû,kaik
766,ich::PRN,ez,minä
767,du::PRN,tu,sinä
768,er::PRN,wî,hän
769,wir::PRN,êm,mö
770,ihr::PRN,hûn,tö
771,sie::PRN,we,hö
772,was::FPRN,çi,mi
773,wer::FPRN,ki,ken
774,wo::FADV,li ku dere,kus
775,wohin::FADV,li ku dere,kuna
776,wie::FADV,çawa,kut
777,wie::FADV,çawa,mit'
778,warum::FADV,çima,mikš
779,wieviel::FNUM,çend,äjak
780,wieviel::FNUM,çend,kuverz'
781,eins::NUM,yek,üks'
782,zwei::NUM,didu,kaks'
783,drei::NUM,sisê,koume
784,vier::NUM,çar,nel'l'
785,fünf::NUM,penç,viž
786,sechs::NUM,şeş,kuz'
787,sieben::NUM,heft,seičeme
788,acht::NUM,heşt,kahesa
789,neun::NUM,neh,ühesa
790,zehn::NUM,deh,kümne
791,elf::NUM,yazdeh,üks'toštkümne
792,zwölf::NUM,diwazdeh,kaks'toštkümne
793,zwanzig::NUM,bîst,kaks'kümne
794,dreißig::NUM,sih,koumekümne
795,vierzig::NUM,çil,nel'l'kümne
796,fünfzig::NUM,pençi,vižkümne
797,sechzig::NUM,şêst,kuz'kümne
798,siebzig::NUM,heftê,seičemekümne
799,achtzig::NUM,heştê,kahesakümne
800,neunzig::NUM,nod,ühesakümne
801,hundert::NUM,sêd,sada
802,tausend::NUM,hezar,tuha
803,und::CNJ,û,i
804,und::CNJ,û,da
805,oder::CNJ,an,vai
806,oder::CNJ,yan,vai
807,stehen::V,sekinîn,seišta
808,sitzen::V,rûniştin,ištta
809,liegen::V,paldan,venuda
810,hängen::V,darve kirin,ripta
811,werden::V,bûn,lindä
812,werden::V,bûn,tehtas
813,passieren::V,hatin holê,ozaitas
814,passieren::V,hatin serê kesî,ozaitas
