,Concept_ID,ko,zh
171,Ameise::N,개미,蚂蚁
172,Laus::N,이,虱子
173,Mücke::N,모기,蚊子
174,Fliege::N,날기,苍蝇
175,Schmetterling::N,나비,蝴蝶
176,Beere::N,장과,将果
177,Apfel::N,사과,苹果
178,Pilz::N,고방이,蘑菇
179,Zwiebel::N,양파,洋葱
180,Saat::N,씨,种子
181,Korn::N,알맹이,谷粒
182,Heu::N,건초,干草
183,Schale::N,피상,壳
184,Falle::N,함정,圈套
185,Schlinge::N,올가미,活扣
186,Schlinge::N,멜빵붕대,活扣
187,Spur::N,발지국,踪迹
188,Asche::N,재,灰烬
189,Dreck::N,똥,污垢
190,Dreck::N,오물,污垢
191,Eisen::N,쇠,铁
192,Eisen::N,철,铁
193,Gold::N,항금,金子
194,Silber::N,은,银
195,Kohle::N,슻,煤
196,Glas::N,유리,玻璃
197,Lehm::N,찰흙,粘土
198,Sand::N,모래,沙
199,Mensch::N,사람,人
200,Mann::N,남자,男子
201,Frau::N,여자,妇女
202,Kind::N,아이,小孩
203,Junge::N,소녁,男孩
204,Mädchen::N,소녀,女孩
205,Familie::N,가족,家庭
206,Großvater::N,할아버지,祖父
207,Großmutter::N,할머니,祖母
208,Eltern::N,어버오,父母
209,Vater::N,아버지,父亲
210,Mutter::N,어머니,母亲
211,Sohn::N,아들,儿子
212,Tochter::N,딸기,女儿
213,Bruder::N,형제,兄弟
214,Schwester::N,누이,姐妹
215,Onkel::N,백부,伯父
216,Tante::N,아주머니,阿姨
217,Ehemann::N,남편,丈夫
218,Ehefrau::N,아내,妻子
219,Freude::N,기쁨,愉快
220,Gelächter::N,웃음,大笑
221,Glück::N,즐거움,运气
222,Kummer::N,슬픔,苦恼
223,Wunsch::N,소망,愿望
224,Geist::N,할기,精神
225,Gedanke::N,상념,思想
226,Gedächtnis::N,기억,记性
227,Verstand::N,분별,理智
228,Verstand::N,지능,理智
229,Sinn::N,센스,感觉
230,Grund::N,까닭,理由
231,Wahrheit::N,참,真理
232,Wahrheit::N,진실,真理
233,Gespräch::N,대화,谈话
234,Märchen::N,동화,童话
235,Erzählung::N,이야기,故事
236,Neuigkeit::N,뉴스,新闻
237,Name::N,이름,名字
238,Rätsel::N,수수께끼,谜语
239,Rede::N,연설,讲话
240,Sprache::N,말,语言
241,Stimme::N,목소리,声音
242,Wort::N,낱말,词
243,Zeichen::N,신호,标记
244,Ruf::N,부름,呼喊
245,Lärm::N,소동,噪音
246,Laut::N,음성,响声
247,Ton::N,목소리,声音
248,Lied::N,노래,歌曲
249,Ruhe::N,쉼,安静
250,Leute::N,사람들,人们
251,Volk::N,국중,人民
252,Arbeit::N,근로,劳动
253,Arbeit::N,너무,劳动
254,Gast::N,손님,客人
255,Geschenk::N,행하,礼物
256,Spiel::N,무리,游戏
257,Gesellschaft::N,교제,陪同
258,Hilfe::N,거들음,帮助
259,Hilfe::N,보좌,帮助
260,Freund::N,친구,朋友
261,Kamerad::N,동실자,同志
262,Angelegenheit::N,용무,事情
263,Anzahl::N,어떤,数目
264,Anzahl::N,수,数目
265,Art::N,정류,种类
266,Stück::N,일부분,块
267,Teil::N,몱,部分
268,Teil::N,구훠,部分
269,Hälfte::N,2분의,一半
270,Kreis::N,고리,圆
271,Kreuz::N,열십자,十字架
272,Linie::N,선,线条
273,Strich::N,스침,划
274,Abstand::N,거리,距离
275,Entfernung::N,거리,距离
276,Gegend::N,곳,地区
277,Gegend::N,부금,地区
278,Platz::N,장소,场所
279,Ort::N,장소,地点
280,Seite::N,옆면,面
281,Mitte::N,궁간,中间
282,Gegenstand::N,항목,物品
283,Sache::N,뭉에,物
284,Rand::N,가,边
285,Kante::N,귀퉁,棱
286,Ecke::N,구석,角
287,Spitze::N,끝,尖
288,Spitze::N,참단,尖
289,Ende::N,말당,结尾
290,Loch::N,빙옷,洞
291,Winkel::N,각도,角度
292,Muster::N,본,模型
293,Muster::N,견복,模型
294,Größe::N,신장,大小
295,Länge::N,길이긺,长度
296,Höhe::N,높이,高度
297,Gewicht::N,추,重量
298,Menge::N,수양,数量
299,Haufen::N,퇴적,堆
300,Reihe::N,열,行
301,Boot::N,보트,小船
302,Ruder::N,노,奖
303,Schlitten::N,썰매,雪橇
304,Ski::N,스키,雪板
305,Lagerfeuer::N,캠프의 모닥불,营火
306,Last::N,무거운짐,负担
307,Gang::N,걸음,行走
308,Schritt::N,보조,步伐
309,Norden::N,북쪽 ,北
310,Süden::N,남쪽,南
311,Westen::N,서쪽,西
312,Osten::N,동쪽,东
313,Holz::N,목재,木材
314,Brett::N,마루널,木板
315,Platte::N,탤,平板
316,Platte::N,금속판,平板
317,Stütze::N,버팀목,支架
318,Stange::N,장대,杆
319,Stock::N,막대기,棒
320,Stab::N,작대기,棍
321,Rohr::N,갈대,管子
322,Haus::N,집,房屋
323,Heim::N,집,家
324,Ofen::N,아궁이,炉子
325,Fußboden::N,마루,地板
326,Tisch::N,탁자,桌子
327,Stuhl::N,의자,椅子
328,Wiege::N,발상지,摇蓝
329,Bett::N,침대,床
330,Regal::N,서가,架子
331,Kiste::N,짐궤,箱子
332,Fenster::N,눔,窗户
333,Tür::N,문,门
334,Tor::N,대문,大门
335,Zaun::N,담장,篱笆
336,Dach::N,지붕,屋顶
337,Leiter::N,사닥다리,梯子
338,Besen::N,비,扫帚
339,Spaten::N,가래,铁锹
340,Schaufel::N,삽,铁锹
341,Gabel::N,갈래,叉
342,Löffel::N,숟가락,食匙
343,Messer::N,나이프,刀
344,Nagel::N,발툽,钉子
345,Netz::N,그물,网
346,Haken::N,갈고리,钩子
347,Griff::N,움켜쥠,把柄
348,Schloss::N,자물쇠,锁
349,Bild::N,그림,图画
350,Figur::N,몸메,人像
351,Puppe::N,인형,娃娃
352,Beutel::N,클,袋子
353,Bündel::N,자근다발,捆
354,Tasche::N,가방,手提包
355,Eimer::N,동이,桶
356,Deckel::N,뚜껑,盖子
357,Geschirr::N,식시,餐具
358,Sack::N,조갑,袋子
359,Tasse::N,차잔,杯子
360,Topf::N,단지,锅
361,Kessel::N,주전자,水壶
362,Essen::N,먹기,进餐
363,Nahrung::N,식료,食物
364,Speise::N,음식물,菜肴
365,Fleisch::N,고기,肉
366,Getreide::N,곡물,谷物
367,Brei::N,젤리,粥
368,Brot::N,빵,面包
369,Scheibe::N,원반,片
370,Fett::N,기름,脂肪
371,Butter::N,버터,黄油
372,Öl::N,올리브유,油
373,Salz::N,소금,盐
374,Suppe::N,국,汤
375,Suppe::N,수프,汤
376,Honig::N,감미,蜂蜜
377,Milch::N,유즙,奶
378,Tee::N,차,茶
379,Leder::N,가죽,皮革
380,Wolle::N,양털,毛线
381,Stoff::N,패료,织物
382,Nadel::N,바늘,针
383,Faden::N,콘실,线
384,Knopf::N,단추,纽扣
385,Knoten::N,곁절,结
386,Farbe::N,색,颜色
387,Kleidung::N,옷입기,衣服
388,Hemd::N,속옷,衬衫
389,Kragen::N,깃,领子
390,Ärmel::N,소매,袖子
391,Hose::N,바지,裤子
392,Gürtel::N,밴드,腰带
393,Mütze::N,모자,帽子
394,Schuh::N,구두,鞋
395,Stiefel::N,장화,靴子
396,Ring::N,고리,戒指
397,Band::N,리본,带子
398,Kamm::N,빗,梳子
399,Spiegel::N,거울,镜子
400,Riemen::N,가죽끈,皮带
401,Schnur::N,밧줄,绳子
402,Leine::N,고삐줄,皮带
403,Decke::N,이부자리,被子
404,Kissen::N,깔개,软垫
405,Tuch::N,천,巾
406,Handtuch::N,수건,手巾
407,Kraft::N,세력,力
408,Stärke::N,힘,力量
409,Gesundheit::N,위생,健康
410,Krankheit::N,병,病
411,Schmerz::N,아픔고통,痛
412,Wunde::N,상처,伤口
413,Fieber::N,열별,发烧
414,Arznei::N,약,药
415,Brücke::N,교량,桥
416,Brunnen::N,원천,井
417,Weide::N,목장,牧场
418,Pfad::N,좁은길,小路
419,Weg::N,길,路
420,Straße::N,길,街
421,Dorf::N,촌,村庄
422,Dorf::N,촌락,村庄
423,Stadt::N,도시,城市
424,Brief::N,서한,信
425,Buch::N,책,书
426,Buchstabe::N,문자,字母
427,Zeitung::N,신문,报纸
428,Leben::N,삶,生命
429,Tod::N,죽음,死亡
430,Grab::N,무덤,坟墓
431,Kirche::N,교회,教堂
432,Sünde::N,부정,罪
433,Gott::N,하느님,上帝
434,Arbeiter::N,일하는사람,工人
435,Chef::N,사장,上司
436,Meister::N,명인,师傅
437,Meister::N,대가,师傅
438,Arzt::N,의사,医生
439,Lehrer::N,교사,教师
440,Geld::N,돈,钱
441,Geschäft::N,일,交易
442,Laden::N,가게,商店
443,Preis::N,가격,价格
444,Ware::N,상품,商品
445,Nutzen::N,이익,好处
446,Reichtum::N,많음,财富
447,Welt::N,세상,世界
448,Land::N,지방,国家
449,Staat::N,국가,国家
450,König::N,국왕,国王
451,Macht::N,힘,权力
452,Grenze::N,국경,边界
453,Krieg::N,전쟁,战争
454,Feind::N,적,敌人
455,Gewalt::N,권력,暴力
456,Kampf::N,전투,战斗
457,Bogen[Waffe]::N,활,弓
458,Pfeil::N,화살,箭
459,Gewehr::N,무기,枪
460,Fehler::N,오류,错误
461,Lüge::N,거짓말,谎话
462,Schaden::N,손상,损失
463,Unglück::N,불행,不幸
464,Schuld::N,부채,过错
465,Alter::N,연령,年龄
466,Schluss::N,마감,结束
467,Zeit::N,때,时间
468,Zeit::N,시간,时间
469,Tag::N,하루,天
470,Morgen::N,이침,早晨
471,Mittag::N,대낮,中午
472,Abend::N,저녁,晚上
473,Nacht::N,밤,夜
474,Woche::N,근무일,星期
475,Monat::N,달,月
476,Jahr::N,해,年
477,Frühling::N,봄,春天
478,Sommer::N,여름,夏天
479,Herbst::N,가을,秋天
480,Winter::N,겨울,冬天
481,Januar::N,일월,一月
482,Februar::N,이월,二月
483,März::N,삼월,三月
484,April::N,사월,四月
485,Mai::N,오월,五月
486,Juni::N,유월,六月
487,Juli::N,칠월,七月
488,August::N,팔월,八月
489,September::N,구월,九月
490,Oktober::N,시월,十月
491,November::N,십일월,十一月
492,Dezember::N,십이월,十二月
493,Montag::N,월요일,星期一
494,Dienstag::N,화요일,星期二
495,Mittwoch::N,수요일,星期三
496,Donnerstag::N,모교일,星期四
497,Freitag::N,그묘일,星期五
498,Samstag::N,토요일,星期六
499,Sonntag::N,일요일,星期日
500,groß::A,큰,大
501,klein::A,자근,小
502,lang::A,긴,长
503,kurz::A,짧은,短
504,breit::A,넓은,宽
505,schmal::A,좁은,细长的
506,dicht::A,농밀한,密
507,dick[Gegenstand]::A,두꺼운,厚
508,dünn::A,얇은,薄
509,fein::A,미세한,细小
510,fest::A,굳은,固体
511,flach::A,얕은,平坦
512,glatt::A,반들반들한,光滑
513,hart::A,굳은,硬
514,weich::A,연한,软
515,rund::A,둥근,圆
516,spitz::A,뾰족한,尖
517,scharf::A,날카로운,锋利
518,stumpf::A,무딘,钝
519,schwer::A,무거운,重
520,schön::A,멋진,美丽
521,heiß::A,뜨거운,烫
522,warm::A,따뜻한,暖和
523,kalt::A,찬,冷
524,kühl::A,서늘한,凉
525,frisch::A,신선한,新鲜
526,feucht::A,축축한,潮湿
527,nass::A,젖은,湿
528,trocken::A,마른,干
529,voll::A,완전한,满
530,leer::A,빈,空
531,offen::A,열린,敞开
532,geschlossen::A,닫힌,关闭
533,sauber::A,깨끗한,干净
534,schmutzig::A,더러운,肮脏
535,roh::A,날게잇의,生
536,reif::A,이근,成熟
537,lecker::A,맛있는,好吃
538,süß::A,단,甜
539,bitter::A,찌르는듯한,苦
540,sauer::A,산성의,酸
541,hell::A,밝은,亮
542,dunkel::A,어두운,阴暗
543,schwarz::A,검은,黑
544,weiß::A,하얀,白
545,rot::A,붉은,红
546,gelb::A,황색,黄
547,blau::A,푸른,蓝
548,grün::A,녹색의,绿
549,grau::A,회색의,灰色
550,bunt::A,알록달록한,五彩
551,billig::A,싼,便宜
552,teuer::A,값비산,贵
553,wertvoll::A,가치가많은,贵重
554,blind::A,눈먼,瞎
555,taub::A,무감간한,聋
556,kräftig::A,강장한,强壮
557,stark::A,강한,强壮
558,schwach::A,약한,弱
559,fett::A,실찐,胖
560,schlank::A,호리호리한,苗条
561,hübsch::A,예쁜,漂亮
562,böse::A,나쁜,邪恶
563,dumm::A,어리석은,笨
564,faul::A,너덜너덜한,懒惰
565,fleißig::A,근면한,勤奋
566,geizig::A,인색한,吝啬
567,geschickt::A,교묘한,灵巧
568,lieb::A,친애하는,可爱
569,lustig::A,유쾌한,快乐
570,sanft::A,온화한,柔和
571,hungrig::A,배고픈,饥饿
572,krank::A,병든,患病
573,nackt::A,벌거벗은,裸体
574,traurig::A,슬픈,悲哀
575,lebendig::A,살아있는,活
576,gut::A,좋은,好
577,schlecht::A,나쁜,坏
578,richtig::A,바른,正确
579,schlimm::A,못된,糟糕
580,wahr::A,참된,真
581,alt::A,늙은,旧
582,neu::A,새,新
583,ehemalig::A,전의,以前
584,alt[Lebewesen]::A,낡은,老
585,jung::A,젊은,年轻
586,arm::A,가난한,贫穷
587,reich::A,풍부한,富裕
588,bekannt::A,저명한,出名
589,berühmt::A,유명한,著名
590,fremd::A,타처이,陌生
591,verschieden::A,따른,不同
592,nah::A,가까운,近
593,fern::A,먼,遥远
594,linker::A,왼쭉의,左
595,rechter::A,오른쪽의,右
596,anderer::A,다른,别的
597,erster::A,첫째,第一
598,zweiter::A,둘째,第二
599,dritter::A,셋째,第三
600,letzter::A,의후자의,最后
601,allein::ADV,훌로,单独
602,auf einmal::ADV,갑자기,同时
603,zusammen::ADV,모아서,一起
604,lange::ADV,오래,许久
605,plötzlich::ADV,둘연한,忽然
606,sofort::ADV,즉시,立刻
607,später::ADV,보다늦은,以后
608,jetzt::ADV,목하,现在
609,heute::ADV,오늘,今天
610,morgen::ADV,내일,明天
611,bald::ADV,곱,即将
612,dann::ADV,그경우에,然后
613,gestern::ADV,어제,昨天
614,einst::ADV,옛날에,曾经
615,damals::ADV,그때에,当时
616,danach::ADV,그 뒤에,随后
617,vorher::ADV,미리,事先
618,zuerst::ADV,최초로,首先
619,einmal::ADV,한번,一次
620,manchmal::ADV,땓대로,有时
621,oft::ADV,땓대로,时常
622,immer::ADV,늘,总是
623,niemals::ADV,결코...(하지)않다,从未
624,hier::ADV,여기,这里
625,hierhin::ADV,여기로,到这里
626,dort::ADV,거기,那里
627,dorthin::ADV,저기예,到那里
628,geradeaus::ADV,곧장,一直往前
629,vorwärts::ADV,앞으로,向前
630,rückwärts::ADV,뒤로,向后
631,zurück::ADV,제자리로,退后
632,unten::ADV,아래에,下面
633,hinab::ADV,아래쪽으로,向下
634,oben::ADV,위에,上面
635,hinauf::ADV,위쪽으로,向上
636,überall::ADV,도처에,到处
637,nicht::ADV,안,不
638,ein wenig::ADV,적음,一点儿
639,kaum::ADV,가의,几乎不
640,sehr::ADV,자주,很
641,so::ADV,그와같이,如此
642,noch::ADV,아직,还
643,nur::ADV,다만,只
644,schon::ADV,이미,已经
645,wieder::ADV,다시,又
646,vergebens::ADV,헛되이,
647,vor::PRP,앞에,在...面前
648,hinter::PRP,뒤에,在...背后
649,unter::PRP,잍에,在...下面
650,durch::PRP,통고하여,穿过
651,neben::PRP,와나란히,在...旁
652,zwischen::PRP,의사이로,在...之间
653,wegen::PRP,때문에,由于
654,dies::PRN,이,这
655,das::PRN,저,那
656,alles::PRN,모든것,一切
657,ich::PRN,나,我
658,du::PRN,너,你
659,er::PRN,그,他
660,wir::PRN,우리,我们
661,ihr::PRN,너희들,你们
662,sie::PRN,그들,她
663,was::FPRN,뭣,什么
664,wer::FPRN,누구,谁
665,wo::FADV,어디,哪里
666,wohin::FADV,어디로,去哪里
667,wie::FADV,어떻게,怎么
668,warum::FADV,왜,为什么
669,wieviel::FNUM,얼마만큰,多少
670,eins::NUM,하나,一
671,zwei::NUM,둘,二
672,drei::NUM,셋,三
673,vier::NUM,넷,四
674,fünf::NUM,다섯,五
675,sechs::NUM,여섯,六
676,sieben::NUM,일곱,七
677,acht::NUM,여덟,八
678,neun::NUM,아홉,九
679,zehn::NUM,열,十
680,elf::NUM,열하나,十一
681,zwölf::NUM,열둘,十二
682,zwanzig::NUM,스물,二十
683,dreißig::NUM,서름,三十
684,vierzig::NUM,마흔,四十
685,fünfzig::NUM,숸,五十
686,sechzig::NUM,에순,六十
687,siebzig::NUM,일흔,七十
688,achtzig::NUM,여든,八十
689,neunzig::NUM,아흔,九十
690,hundert::NUM,백,百
691,tausend::NUM,천,千
692,und::CNJ,와,和
693,oder::CNJ,아니면,或者
694,stehen::V,서다,站
695,sitzen::V,앉다,坐
696,liegen::V,눕다,躺着
697,hängen::V,달다,挂着
698,werden::V,되다,成为
699,passieren::V,지장옶다,发生
700,beginnen::V,시작되다,开始
701,enden::V,큳내다,终止
702,wechseln::V,병경하다,变迁
703,aufgehen[Sonne]::V,뜨다,升起
704,untergehen[Sonne]::V,지다,下落
705,scheinen[Sonne]::V,빛나다,照射
706,donnern::V,천둥치다,打雷
707,wehen::V,풀다,飘扬
708,strömen::V,흐르다,流
709,fließen::V,흐르다,流动
710,sich drehen::V,돌다,转动
711,schwanken::V,동요하다,摇摆
712,schwingen::V,흔들다,摇
713,fallen::V,떨어지다,坠落
714,brennen::V,타다,燃烧
715,rauchen::V,김이나다,冒烟
716,regnen::V,비가오다,下雨
717,gefrieren::V,얼다,结冰
718,tauen::V,녹다,融化
719,schmelzen::V,녹다,溶化
720,trocknen::V,홈치다,变干
721,sieden::V,끓다,煮
722,faulen::V,부패하다,腐烂
723,verfaulen::V,썩다,腐烂
724,reißen::V,지바찢다,撕
725,versinken::V,가라앉다,下沉
726,vergehen::V,지나가다,流逝
727,erscheinen::V,나타나다,出现
728,verschwinden::V,사라지다,消失
729,sinken::V,가라앉다,下降
730,abnehmen::V,떼어내다,减少
731,zunehmen::V,증가하다,增加
732,steigen::V,상승하다,上升
733,wachsen::V,생기하다,生长
734,glänzen::V,뛰오나다,发光
735,funkeln::V,불티가잍어나다,闪烁
736,lärmen::V,떠들다,吵闹
737,läuten::V,울시다,响
738,klingeln::V,초닌총을울리다,按铃
739,klirren::V,탁탁울리다,
740,brausen::V,쏴쏴소리내다,疾驶
741,rauschen::V,솨솨,
742,klingen::V,반향하다,听起来
743,bellen::V,짖다,吠
744,heulen::V,포효하다,嗥
745,blasen::V,불다,吹
746,pfeifen::V,피리를불다,吹口哨
747,schreien::V,절규하다,叫喊
748,stöhnen::V,신음하다,呻吟
749,zittern::V,저뉼하다,颤抖
750,leben::V,살다,生存
751,geboren werden::V,태어난,出生
752,atmen::V,숨쉬다,呼吸
753,trinken::V,마시다,喝
754,essen::V,먹다,吃
755,schlucken::V,들이켜다,咽
756,einschlafen::V,잠들다,入睡
757,schlafen::V,자다,睡觉
758,aufwachen::V,눈트다,睡醒
759,aufstehen::V,서다,起床
760,sich erholen::V,회복하다,休养
761,schmerzen::V,아프다,疼痛
762,husten::V,잔기침하다,咳
763,genesen::V,낫다,痊愈
764,sterben::V,죽다,死
765,umkommen::V,못쓰게되다,丧命
766,sich bewegen::V,움직이다,移动
767,sich rühren::V,움직이다,动弹
768,sich erheben::V,이러서다,站起
769,sich setzen::V,앉히다,坐
770,hinfallen::V,넘어지다,跌倒
771,laufen::V,걷다,步行
772,schreiten::V,보행하다,迈步
773,spazierengehen::V,산보하다,散步
774,eilen::V,서둘다,急忙
775,sich beeilen::V,서둘게하다,赶快
776,sausen::V,서들러 떠나다,疾驰
777,rennen::V,달리다,奔跑
778,springen::V,도약하다,跳
779,klettern::V,갑겨오르다,攀缘
780,schaukeln::V,흔들리게하다,荡秋千
781,kriechen::V,기다,爬行
782,schwimmen::V,헤엄치다,游泳
783,tauchen::V,잠기다,潜水
784,rudern::V,물을헤치다,划船
785,fahren::V,가다,行驶
786,fahren::V,나르다,行驶
787,fliegen::V,날다,飞
788,gehen::V,가다,走
789,weggehen::V,팔리다,离去
790,abfahren::V,출발하다,出发
791,anhalten::V,멈추다,停住
792,hineingehen::V,(그리로)가다,进去
793,eintreten::V,들러가다,进入
794,kommen::V,오다,来
795,ankommen::V,고챀하다,到达
796,zurückkommen::V,보기,回来
797,bleiben::V,체류,停留
798,warten::V,기다리다,等
799,erwarten::V,기대하다,等候
800,suchen::V,찾다,找
801,suchen::V,구하다,找
802,finden::V,찾아내다,找到
803,versuchen::V,시험하다,尝试
804,vorbereiten::V,재비하다,预备
805,lieben::V,사랑하다,爱
806,mögen::V,줗아하다,喜欢
807,lachen::V,웃다,笑
808,rühren::V,건드리다,
809,weinen::V,울다,哭
810,schimpfen::V,꾸짖다,骂
811,sich ärgern::V,화를내게 하다,生气
812,sich fürchten::V,두려원하다,害怕
813,fürchten::V,두려원하다,害怕
814,fliehen::V,도망치다,逃走
815,flüchten::V,도주하다,逃跑
816,sehen::V,보다,看
817,anschauen::V,바라보다,注视
818,ansehen::V,바라보다,注视
819,hören::V,듣다,听
820,zuhören::V,듣다,倾听
821,probieren::V,시식하다,尝
822,riechen::V,내새를맡다,闻
823,fühlen::V,느끼다,感到
824,scheinen::V,...것같다,照耀
825,zu sehen sein::V,보이는,可以看到
826,vernehmen::V,듣다,审讯
827,vernehmen::V,들어서일다,审讯
828,frieren::V,춥다,觉得冷
829,tun::V,하다,作
830,können::V,할주릴다,能
831,wollen::V,바라다,要
832,anfangen::V,시작하다,开始
833,beenden::V,다하다,结束
834,aufhören::V,그만두다,停止
835,gelingen::V,성국하다,成功
836,geraten::V,잘되어가다,陷于
837,öffnen::V,열다,打开
838,schließen::V,추측하다,关
839,stellen::V,세우다,放
840,setzen::V,놓다,放
841,legen::V,눕히다,摆
842,berühren::V,대다,触
843,verbinden::V,옝열하다,联结
844,bedecken::V,덮다,覆盖
845,aufhängen::V,매달다,挂
846,anzünden::V,점화하다,点
847,aufheben::V,위로올리다,拾起
848,zurücklassen::V,튀에남기다,遗留
849,verlieren::V,잃다,丧失
850,fallen lassen::V,떨어뜨리다,让掉下
851,machen::V,하다,做
852,herstellen::V,제조하다,生产
853,bauen::V,짓다,建造
854,reparieren::V,수셩자다,修理
855,verbessern::V,정정하다,改进
856,ändern::V,바꾸다,改变
857,graben::V,파다,挖
858,beugen::V,구부리다,弯下
859,biegen::V,굽히다,弯
860,drehen::V,회전,转动
