,Concept_ID,xal,te
593,taub::A,дүлә,చెవిటి
594,kräftig::A,күчтә,శక్తి గల
595,stark::A,чаңһ,బలమైన
596,schwach::A,күчн тату,బలహీనమైన
597,fett::A,тарһн,క్రొవ్విన
598,schlank::A,эццн,సన్నని
599,hübsch::A,көркхн,సాగప్తెన
600,böse::A,уурта,చెడ్డ
601,dumm::A,тенг,తెలివిలేని
602,faul::A,залху,సోమరియైన
603,fleißig::A,кинән,శ్రద్దగల
604,fleißig::A,кинмһә,శ్రద్దగల
605,geizig::A,ховдг,పిసినారియైన
606,klug::A,ухата,తెలివిగల
607,geschickt::A,чадмг,నిపుణతగల
608,lieb::A,эңкр,ప్రియమైన
609,lustig::A,сергмҗтә,ఉల్లాసము గల
610,lustig::A,җирһлтә,ఉల్లాసము గల
611,sanft::A,номһн,సాధువైన
612,hungrig::A,өлн,ఆకలిగొనిన
613,hungrig::A,харһнсн,ఆకలిగొనిన
614,krank::A,өвчтә,వ్యాధిగల
615,krank::A,шалтгта,వ్యాధిగల
616,nackt::A,нүцкн,దిగంబరమైన
617,traurig::A,һундлта,విచారముగల
618,lebendig::A,әмд,ప్రాణముతో నున్న
619,gut::A,сән,మంచి
620,schlecht::A,му,చెడ్డ
621,richtig::A,зөвтә,సరియైన
622,schlimm::A,җигшүртә,అసహ్యమైన
623,wahr::A,үнн,నిజమైన
624,wahr::A,мөн,నిజమైన
625,alt::A,хуучн,ముసలి
626,neu::A,шин,క్రొత్త
627,ehemalig::A,хуучн,పూర్వపు
628,alt[Lebewesen]::A,көгшн,ముసలి
629,jung::A,баһ,పసి
630,arm::A,угатя,బీద
631,reich::A,байн,ధనవంతుడైన
632,bekannt::A,таньл,తెలిసిన
633,bekannt::A,таньдг,తెలిసిన
634,berühmt::A,туурсн,ప్రపిద్దికెక్కివ
635,fremd::A,күүнә,అన్యమైన
636,verschieden::A,әдл биш,భేదమైన
637,verschieden::A,йилһәтә,భేదమైన
638,nah::A,өөрхн,దగ్గఱనున్న
639,fern::A,хол,దూరమందున్న
640,linker::A,зүн,ఎడమప్రక్కగ
641,rechter::A,барун,కుడి
642,anderer::A,талдан,వేఱ్తెన
643,erster::A,негдгч,మొదటి
644,zweiter::A,хойрдгч,రెండన
645,dritter::A,һурвдгч,మూడో
646,letzter::A,отхн,కడపటి
647,allein::ADV,һанцарн,ఒంటిగా
648,auf einmal::ADV,нег дәкҗ,హరాత్తుగ
649,zusammen::ADV,хамдан,కలిసి
650,lange::ADV,удан,బహుకాలము
651,plötzlich::ADV,генткн,హరాత్తుగ
652,sofort::ADV,дарунь,తక్షణము
653,später::ADV,сүүлд,ఇటీవలి
654,jetzt::ADV,ода,ఇప్పుడు
655,heute::ADV,эндр,నేడు
656,morgen::ADV,маңһдур,ఱేపు
657,bald::ADV,дарунь,శీఘ్రముగ
658,dann::ADV,дәкәд,అప్పుడు
659,gestern::ADV,өцклдүр,నిన్నటి దినము
660,einst::ADV,нег саамд,పూర్వమొకప్పుడు
661,damals::ADV,тиигхд,అప్పుడు
662,danach::ADV,тегәд,అప్పుడు
663,vorher::ADV,урд,ఎదుట
664,zuerst::ADV,түрүләд,మొదటిలో
665,einmal::ADV,нег дәкҗ,ఒకసారి
666,manchmal::ADV,зәрмдән,అప్పటప్పటికి
667,oft::ADV,хара биш,తఱచుగా
668,oft::ADV,хатяр биш,తఱచుగా
669,oft::ADV,дару-дарунь,తఱచుగా
670,immer::ADV,оньдинд,ఎల్లప్పుడు
671,niemals::ADV,кезә чмгн биш,ఎప్పుడునులేదు
672,hier::ADV,энд,ఇక్కడ
673,hier::ADV,энүнд,ఇక్కడ
674,hierhin::ADV,нааран,ఇక్కడకు
675,von hier::ADV,эндәс,ఇక్కడనుండి
