,Concept_ID,mrj,pt
445,Griff::N,кычем,asa
446,Griff::N,кычем,cabo
447,Schloss::N,замок,fechadura
448,Schloss::N,сыравач,fechadura
449,Bild::N,картин,imagem
450,Figur::N,кӓн,figura
451,Puppe::N,поханя,boneca
452,Beutel::N,мешӓк,saco
453,Beutel::N,мешӓк,bolsa
454,Bündel::N,топ,fardo
455,Bündel::N,пидӹш,fardo
456,Bündel::N,кӹлдӹш,fardo
457,Tasche::N,сумкы,saco
458,Tasche::N,сумкы,bolso
459,Eimer::N,ведӹрӓ,balde
460,Deckel::N,комдыш,tampa
461,Geschirr::N,ӓтӹ,louça
462,Sack::N,мешӓк,saca
463,Tasse::N,цӓшкӓ,chávena
464,Topf::N,ми́ска,tacho
465,Topf::N,ми́ска,panela
466,Kessel::N,пад,caldeira
467,Essen::N,качкыш,refeição
468,Essen::N,качкыш-йӱш,refeição
469,Nahrung::N,качкыш,comida
470,Nahrung::N,качкыш,alimento
471,Nahrung::N,качкыш-йӱш,comida
472,Nahrung::N,качкыш-йӱш,alimento
473,Speise::N,няня,prato
474,Fleisch::N,пай,carne
475,Getreide::N,киндӹ,cereais
476,Brei::N,шӹрӓш,puré
477,Brot::N,сыкыр,pão
478,Scheibe::N,ламыт,fatia
479,Scheibe::N,лаштык,fatia
480,Fett::N,кая,banha
481,Fett::N,кая,gordura
482,Butter::N,ӱ,manteiga
483,Öl::N,ӱ,azeite
484,Salz::N,санзал,sal
485,Suppe::N,лем,sopa
486,Suppe::N,лем,caldo
487,Honig::N,мӱ,mel
488,Milch::N,шӹшер,leite
489,Tee::N,чӓй,chá
490,Leder::N,шарга,couro
491,Leder::N,кавашты,couro
492,Wolle::N,миж,lã
493,Stoff::N,матер,pano
494,Stoff::N,матер,tecido
495,Stoff::N,матери,pano
496,Stoff::N,матери,tecido
497,Nadel::N,им,agulha
498,Faden::N,шӹртӹ,fio
499,Knopf::N,полдыш,botão
500,Knoten::N,пӱкшем,nó
501,Farbe::N,чиӓ,corante
502,Farbe::N,крӓскӓ,corante
503,Kleidung::N,выргем,roupa
504,Kleidung::N,выргем,vestuário
505,Hemd::N,тыгыр,camisa
506,Kragen::N,шӱ,gola
507,Ärmel::N,шокш,manga
508,Hose::N,ялаш,calça
509,Gürtel::N,ӹштӹ,cinto
510,Mütze::N,упш,boné
511,Mütze::N,упш,barrete
512,Schuh::N,ту́фльы,sapato
513,Stiefel::N,кем,bota
514,Ring::N,шӓргӓш,anel
515,Band::N,лемтӓ,fita
516,Band::N,лемтӓ,faixa
517,Kamm::N,шерге,pente
518,Spiegel::N,тӹгӹр,espelho
519,Riemen::N,прӓжӓ,correia
520,Schnur::N,кӓндӹра,corda
521,Schnur::N,кӓндӹра,cordel
522,Leine::N,керем,trela
523,Decke::N,одеял,cobertor
524,Kissen::N,кӹпцӹк,almofada
525,Tuch::N,савыц,pano
526,Handtuch::N,шӹргӹсавыц,toalha
527,Handtuch::N,шӹргӹмсавыц,toalha
528,Kraft::N,ви,força
529,Stärke::N,ви,força
530,Gesundheit::N,шу,saúde
531,Gesundheit::N,шулык,saúde
532,Krankheit::N,мыж,doença
533,Krankheit::N,мыж,enfermidade
534,Schmerz::N,карштыш,dor
535,Wunde::N,шушыр,chaga
536,Wunde::N,шушыр,ferida
537,Fieber::N,ӱштӹмыж,febre
538,Arznei::N,лекӓрцӹ,remédio
539,Brücke::N,кӹвер,ponte
540,Brunnen::N,вӹдсӹнзӓ,poço
541,Weide::N,ныр,pastagem
542,Pfad::N,ялгорны,senda
543,Pfad::N,ялгорны,trilho
544,Weg::N,корны,caminho
545,Straße::N,корны,via
546,Straße::N,корны,estrada
547,Dorf::N,сола,aldeia
548,Stadt::N,города,cidade
549,Brief::N,сирмӓш,carta
550,Buch::N,книгӓ,livro
551,Buchstabe::N,буква́,letra
552,Zeitung::N,газет,jornal
553,Zeitung::N,кайзет,jornal
554,Leben::N,житя,vida
555,Tod::N,смöрт,morte
556,Grab::N,шӹгер,túmulo
557,Grab::N,шӹгер,sepultura
558,Grab::N,мыгилӓ,túmulo
559,Grab::N,мыгилӓ,sepultura
560,Grab::N,шӹгерлӓ,túmulo
561,Grab::N,шӹгерлӓ,sepultura
562,Kirche::N,церкӹ,igreja
563,Sünde::N,сулык,pecado
564,Gott::N,йымы,deus
565,Arbeiter::N,пӓшӓзӹ,operário
566,Arbeiter::N,пӓшӓзӹ,trabalhador
567,Chef::N,вуй,chefe
568,Chef::N,вуй,patrão
569,Meister::N,мастар,mestre
570,Arzt::N,доктор,médico
571,Lehrer::N,тымдышы,professor
572,Geld::N,окса,dinheiro
573,Geschäft::N,торге́йӹмӓш,negócio
574,Laden::N,лапка,loja
575,Laden::N,магазин,loja
576,Preis::N,ӓк,preço
577,Ware::N,товар,mercadoria
578,Nutzen::N,пайда,proveito
579,Reichtum::N,перке,riqueza
580,Welt::N,сӓндӓлӹк,mundo
581,Welt::N,свет,mundo
582,Land::N,сӓндӓлӹк,país
583,Staat::N,кугижӓншӹ,Estado
584,König::N,король,rei
585,Macht::N,власть,poder
586,Macht::N,власть,potência
587,Grenze::N,пӹсмӓн,fronteira
588,Krieg::N,вырсы,guerra
589,Feind::N,тышман,inimigo
590,Gewalt::N,ви,violência
591,Kampf::N,кредӓлмӓш,luta
592,Kampf::N,кредӓлмӓш,combate
593,Bogen[Waffe]::N,янгеж,arco
594,Pfeil::N,пикш,seta
595,Pfeil::N,пикш,flecha
596,Gewehr::N,пичӓл,espingarda
597,Fehler::N,самынь,erro
598,Fehler::N,самынь,falha
599,Lüge::N,шая,mentira
600,Schaden::N,вре́дӓ,dano
601,Schaden::N,вре́дӓ,estrago
602,Unglück::N,пёда,desgraça
603,Unglück::N,тымаша,desgraça
604,Schuld::N,вуйнамат,culpa
605,Alter::N,иӓш,idade
606,Alter::N,игечӹ,idade
607,Schluss::N,пӹтӓртӹш,fim
608,Zeit::N,веремӓ,tempo
609,Tag::N,кечӹ,dia
610,Morgen::N,ир,manhã
611,Morgen::N,ирок,manhã
612,Mittag::N,кечӹвӓл,meio-dia
613,Abend::N,вады,noite
614,Abend::N,вады,tardinha
615,Nacht::N,йыд,noite
616,Woche::N,ӓрня,semana
617,Monat::N,тӹ́лзӹ,mês
618,Jahr::N,год,ano
619,Frühling::N,шошым,primavera
620,Sommer::N,кӓнгӹж,verão
621,Herbst::N,шӹжӹ,outono
622,Winter::N,тел,inverno
623,Winter::N,телӹ,inverno
624,Januar::N,январ,Janeiro
625,Januar::N,январь,Janeiro
626,Februar::N,февраль,Fevereiro
627,März::N,март,Março
628,April::N,апрель,Abril
629,Mai::N,май,Maio
630,Juni::N,июнь,Junho
631,Juli::N,июль,Julho
632,August::N,август,Agosto
633,September::N,сентябрь,Setembro
634,Oktober::N,октябрь,Outubro
635,November::N,ноябрь,Novembro
636,Dezember::N,декавыр,Dezembro
637,Montag::N,шачмы,segunda-feira
638,Dienstag::N,кышкыжмы,terça-feira
639,Mittwoch::N,вӹрчегӹ,quarta-feira
640,Donnerstag::N,изӓрня,quinta-feira
641,Freitag::N,когарня,sexta-feira
642,Samstag::N,кукшыгечӹ,sábado
643,Sonntag::N,рушӓрня,domingo
644,groß::A,кого,grande
645,klein::A,изи,pequeno
646,lang::A,кужы,comprido
647,kurz::A,кӹтӹк,curto
648,breit::A,кымда,largo
649,schmal::A,ӓнгӹсӹр,estreito
650,dicht::A,шӹре,denso
651,dick[Gegenstand]::A,кӹжгӹ,grosso
652,dünn::A,вӹцкӹж,delgado
653,fein::A,пыльга,fino
654,fein::A,пыльга,subtil
655,fest::A,цаткыды,firme
656,fest::A,цаткыды,sólido
657,flach::A,тӓлякӓ,plano
658,glatt::A,ягылгы,liso
659,hart::A,пингӹдӹ,duro
660,weich::A,пышкыды,mole
661,rund::A,тӹртӹш,redondo
662,spitz::A,кашар,agudo
663,scharf::A,кашар,afiado
664,stumpf::A,нӹшкӹ,rombo
665,schwer::A,нелӹ,pesado
666,schön::A,цевер,belo
667,schön::A,цевер,bonito
668,schön::A,олмыдшы,belo
669,schön::A,олмыдшы,bonito
670,heiß::A,шокшы,quente
671,warm::A,шокшы,quente
672,kalt::A,ӱштӹ,frio
673,kühl::A,юалгы,fresco
674,kühl::A,йонгата,fresco
675,frisch::A,йонгата,fresco
676,feucht::A,ӹлӹкшӹ,húmido
677,feucht::A,вӹдӹжгӹ,húmido
678,nass::A,начкы,molhado
679,trocken::A,кукшы,seco
680,voll::A,темшӹ,cheio
681,voll::A,темыман,cheio
682,leer::A,йӓрӓ,vazio
683,offen::A,виш,aberto
684,geschlossen::A,чӱчмӹ,fechado
685,geschlossen::A,тӹкӹлӓлтшӹ,fechado
686,sauber::A,ире,limpo
687,schmutzig::A,шоран,sujo
688,schmutzig::A,лявӹрӓн,sujo
689,schmutzig::A,шорангшы,sujo
690,roh::A,пеле кӱшӹ,cru
691,reif::A,кӱшӹ,maduro
692,lecker::A,тотан,delicioso
693,süß::A,мӱӓн,doce
694,bitter::A,качы,amargo
695,sauer::A,шапы,azedo
696,hell::A,соты,claro
697,hell::A,валгыды,claro
698,dunkel::A,пӹц,escuro
699,dunkel::A,пӹц,sombrio
700,dunkel::A,пӹцкемӹш,escuro
701,dunkel::A,пӹцкемӹш,sombrio
702,schwarz::A,шим,preto
703,weiß::A,ош,branco
704,weiß::A,ошы,branco
705,rot::A,якшаргы,vermelho
706,gelb::A,сар,amarelo
707,gelb::A,сары,amarelo
708,blau::A,симсӹ,azul
709,grün::A,ыжар,verde
710,grau::A,луды,cinzento
711,bunt::A,ала,colorido
712,billig::A,шулдаш,barato
713,teuer::A,шергӹ,caro
714,teuer::A,шергӓкӓн,caro
715,wertvoll::A,ӓкӓн,valioso
716,wertvoll::A,ӓкӓн,precioso
717,blind::A,слöпöй,cego
718,blind::A,сльöпöй,cego
719,taub::A,тӱтӱк,surdo
720,kräftig::A,виӓн,forte
721,kräftig::A,виӓн,poderoso
722,stark::A,виӓн,forte
723,stark::A,виӓн,robusto
724,schwach::A,шава,débil
725,schwach::A,лӹпкӓ,débil
726,schwach::A,слабка,débil
727,fett::A,таза,gordo
728,schlank::A,яштака,esbelto
729,hübsch::A,сӹлнӹ,giro
730,hübsch::A,сӹлнӹ,bonito
731,hübsch::A,олмыдшы,giro
732,hübsch::A,олмыдшы,bonito
733,böse::A,шӹдӓн,mau
734,dumm::A,окмак,parvo
735,dumm::A,окмак,estúpido
736,faul::A,ялахай,preguiçoso
737,fleißig::A,пӓшам яратышы,aplicado
738,fleißig::A,пӓшам яратышы,diligente
739,geizig::A,шык,avarento
740,klug::A,ышан,prudente
741,klug::A,ышан,inteligente
742,geschickt::A,мастар,hábil
743,lieb::A,тыри,caro
744,lieb::A,тыри,querido
745,lustig::A,мындыр,alegre
746,lustig::A,сусу,alegre
747,sanft::A,йӹвӹжӓ,suave
748,sanft::A,йӹвӹжӓ,brando
749,hungrig::A,шужышы,faminto
750,krank::A,церлӹ,doente
751,krank::A,церлӹ,enfermo
752,krank::A,хворой,doente
753,krank::A,хворой,enfermo
754,nackt::A,цӓрӓ,nu
755,nackt::A,цӓрӓ,despido
756,traurig::A,сы́лыкан,triste
757,traurig::A,кымы́лдымы,triste
758,lebendig::A,живой,vivo
759,gut::A,яжо,bom
760,schlecht::A,уда,mau
761,schlecht::A,уда,ruim
762,schlecht::A,худа,mau
763,schlecht::A,худа,ruim
764,richtig::A,вургамла,justo
765,richtig::A,вургамла,correcto
766,schlimm::A,йӹрнык,mau
767,schlimm::A,йӹрнык,grave
768,wahr::A,настоящий,verdadeiro
769,wahr::A,настояшый,verdadeiro
770,alt::A,шонгы,velho
771,alt::A,шонгы,antigo
772,neu::A,у,novo
773,ehemalig::A,тошты,antigo
