,Concept_ID,eu,ro
1579,kämmen::V,orraztu,pieptăna
1580,schmücken::V,apaindu,împodobi
1581,sagen::V,esan,zice
1582,sagen::V,esan,spune
1583,sprechen::V,mintzatu,vorbi
1584,sprechen::V,hitz egin,vorbi
1585,reden::V,hitz egin,vorbi
1586,reden::V,hitz egin,discuta
1587,sich unterhalten::V,solastu,conversa
1588,sich unterhalten::V,solastu,sta de vorbă
1589,sich unterhalten::V,solas egin,conversa
1590,sich unterhalten::V,solas egin,sta de vorbă
1591,fragen::V,galdetu,întreba
1592,bitten::V,eskatu,ruga
1593,bitten::V,galdegin,ruga
1594,erzählen::V,edestu,spune
1595,erzählen::V,edestu,povesti
1596,erzählen::V,kontatu,spune
1597,erzählen::V,kontatu,povesti
1598,mitteilen::V,jakinarazi,comunica
1599,mitteilen::V,jakinarazi,înștiința
1600,nennen::V,izena eman,numi
1601,nennen::V,izena eman,chema
1602,rufen::V,dei egin,chema
1603,prahlen::V,harrokerian ibili,se făli
1604,prahlen::V,ahoberokeriak esan,se făli
1605,übersetzen::V,itzuli,traduce
1606,denken::V,pentsatu,gândi
1607,denken::V,gogoeta egin,gândi
1608,glauben::V,sinetsi,crede
1609,bemerken::V,ohartu,observa
1610,bemerken::V,konturatu,observa
1611,erkennen::V,ezagutu,cunoaște
1612,erkennen::V,ezagutu,recunoaște
1613,erkennen::V,antzeman,cunoaște
1614,erkennen::V,antzeman,recunoaște
1615,begreifen::V,ulertu,pricepe
1616,begreifen::V,ulertu,înțelege
1617,verstehen::V,aditu,înțelege
1618,lernen::V,ikasi,învăța
1619,wissen::V,jakin,ști
1620,sich erinnern an::V,gogoratu,a-și aminti de
1621,sich erinnern an::V,gogoan izan,a-și aminti de
1622,vergessen::V,ahaztu,uita
1623,vergessen::V,ahantzi,uita
1624,messen::V,neurtu,măsura
1625,zählen::V,zenbatu,număra
1626,zählen::V,kopuratu,număra
1627,rechnen::V,kalkulatu,calcula
1628,lesen::V,irakurri,citi
1629,malen::V,margotu,picta
1630,zeichnen::V,marraztu,desena
1631,schreiben::V,idatzi,scrie
1632,besitzen::V,ukan,avea
1633,besitzen::V,ukan,poseda
1634,besitzen::V,eduki,avea
1635,besitzen::V,eduki,poseda
1636,kaufen::V,erosi,cumpăra
1637,verkaufen::V,saldu,vinde
1638,bezahlen::V,ordaindu,plăti
1639,bezahlen::V,ordaindu,achita
1640,zahlen::V,ordaindu,plăti
1641,beherrschen::V,menpean izan,stăpâni
1642,ertragen::V,jasan,răbda
1643,ertragen::V,jasan,suporta
1644,ertragen::V,pairatu,răbda
1645,ertragen::V,pairatu,suporta
