,Concept_ID,eu,ro
124,Wiese::N,belardi,livadă
125,Wald::N,baso,codru
126,Wald::N,baso,pădure
127,Wald::N,oihan,codru
128,Wald::N,oihan,pădure
129,Hügel::N,muino,deal
130,Hügel::N,muino,movilă
131,Hügel::N,pentoka,deal
132,Hügel::N,pentoka,movilă
133,Anhöhe::N,garai,deal
134,Anhöhe::N,garai,ridicătură
135,Anhöhe::N,goragune,deal
136,Anhöhe::N,goragune,ridicătură
137,Berg::N,mendi,munte
138,Gipfel::N,gain,pisc
139,Gipfel::N,tontor,pisc
140,Höhle::N,kobazulo,peșteră
141,Abhang::N,aldapa,pantă
142,Abhang::N,aldapa,versant
143,Quelle::N,iturri,izvor
144,Quelle::N,iturbegi,izvor
145,Bach::N,lats,gârlă
146,Bach::N,erreka,gârlă
147,Fluss::N,ibai,râu
148,Fluss::N,ibai,fluviu
149,Fluss::N,uhaitz,râu
150,Fluss::N,uhaitz,fluviu
151,Ufer::N,bazter,mal
152,Ufer::N,bazter,țărm
153,Küste::N,itsasalde,coastă
154,Festland::N,lehor,uscat
155,Meer::N,itsaso,mare
156,Bucht::N,golko,golf
157,Insel::N,irla,insulă
158,Insel::N,uharte,insulă
159,Blume::N,lili,floare
160,Gras::N,belar,iarbă
161,Wurzel::N,zuztar,rădăcină
162,Wurzel::N,sustrai,rădăcină
163,Baum::N,zuhaitz,copac
164,Baum::N,zuhaitz,arbore
165,Stamm::N,enbor,tulpină
166,Rinde::N,azal,scoarță
167,Ast::N,adar,cracă
168,Ast::N,adar,creangă
169,Zweig::N,abar,ramură
170,Zweig::N,abar,creangă
171,Blatt::N,hosto,frunză
172,Birke::N,urki,mesteacăn
173,Kiefer[Baum]::N,ler,pin
174,Weide[Baum]::N,zume,salcie
175,Weide[Baum]::N,zume,răchită
176,Weide[Baum]::N,sahats,salcie
177,Weide[Baum]::N,sahats,răchită
178,Tanne::N,izei,brad
179,Horn::N,adar,corn
180,Feder::N,luma,pană
181,Feder::N,hegaki,pană
182,Fell::N,ile,piele
183,Fell::N,larru,piele
184,Flügel::N,hego,aripă
185,Klaue::N,atzapar,gheară
186,Kralle::N,erpe,labă
187,Kralle::N,erpe,gheară
188,Kralle::N,atzapar,labă
189,Kralle::N,atzapar,gheară
190,Schwanz::N,isats,coadă
191,Schwanz::N,buztan,coadă
192,Ei::N,arrautza,ou
193,Nest::N,habia,cuib
194,Bau::N,ohantze,bârlog
195,Bau::N,ohantze,vizuină
196,Tier::N,abere,animal
197,Tier::N,piztia,animal
198,Herde::N,saldo,turmă
199,Herde::N,saldo,cireadă
200,Herde::N,abere talde,turmă
201,Herde::N,abere talde,cireadă
202,Kuh::N,behi,vacă
203,Bulle::N,zezen,taur
204,Pferd::N,zaldi,cal
205,Schaf::N,ardi,oaie
206,Schwein::N,urde,porc
207,Schwein::N,txerri,porc
208,Hund::N,txakur,câine
209,Katze::N,katu,pisică
210,Bär::N,hartz,urs
211,Eichhörnchen::N,urtxintxa,veveriță
212,Elch::N,altze,elan
213,Fuchs::N,azeri,vulpe
214,Hase::N,erbi,iepure
215,Maus::N,sagu,șoarece
216,Wolf::N,otso,lup
217,Vogel::N,txori,pasăre
218,Vogel::N,hegazti,pasăre
219,Schwarm::N,aldra,cârd
220,Huhn::N,oilo,găină
221,Hahn::N,oilar,cocoș
222,Gans::N,antzara,gâscă
223,Adler::N,arrano,vultur
224,Ente::N,ahate,rață
225,Eule::N,hontza,bufniță
226,Kranich::N,kurrilo,cocor
227,Krähe::N,bele,cioară
228,Kuckuck::N,kuku,cuc
229,Schwan::N,beltxarga,lebădă
230,Fisch::N,arrain,pește
231,Barsch::N,perka,biban
232,Hecht::N,lutxo,știucă
233,Schlange[Tier]::N,suge,șarpe
234,Wurm::N,har,vierme
235,Spinne::N,armiarma,păianjen
236,Ameise::N,inurri,furnică
237,Laus::N,zorri,păduche
238,Mücke::N,eltxo,țânțar
239,Fliege::N,euli,muscă
240,Schmetterling::N,pinpirin,fluture
241,Schmetterling::N,tximeleta,fluture
242,Beere::N,baia,boabă
243,Apfel::N,sagar,măr
244,Pilz::N,onddo,burete
245,Pilz::N,onddo,ciupercă
246,Pilz::N,perretxiko,burete
247,Pilz::N,perretxiko,ciupercă
248,Zwiebel::N,tipula,ceapă
249,Saat::N,haziak,semănătură
250,Korn::N,ale,grâu
251,Korn::N,pikor,grâu
252,Heu::N,belar ondu,fân
253,Schale::N,azal,coajă
254,Grube::N,hobi,groapă
255,Falle::N,harrapagailu,cursă
256,Falle::N,harrapagailu,capcană
257,Schlinge::N,bilur,laț
258,Schlinge::N,xedera,laț
259,Spur::N,lorratz,dâră
260,Asche::N,errauts,cenușă
261,Dreck::N,satsukeria,noroi
262,Dreck::N,satsukeria,murdărie
263,Eisen::N,burdina,fier
264,Gold::N,urre,aur
265,Gold::N,urregorri,aur
266,Silber::N,zilar,argint
267,Silber::N,urrezuri,argint
268,Kohle::N,ikatz,cărbune
269,Glas::N,beira,sticlă
270,Lehm::N,buztin,lut
271,Lehm::N,buztin,humă
272,Sand::N,harea,nisip
273,Sand::N,hondar,nisip
274,Mensch::N,gizaki,om
275,Mensch::N,gizaki,persoană
276,Mann::N,gizon,om
277,Mann::N,gizon,bărbat
278,Frau::N,andere,femeie
279,Frau::N,emakume,femeie
280,Kind::N,haur,copil
281,Junge::N,mutil,băiat
282,Junge::N,mutil,flăcău
283,Mädchen::N,neska,fată
284,Familie::N,sendi,familie
285,Familie::N,familia,familie
286,Großvater::N,aitona,bunic
287,Großvater::N,aitona,tată mare
288,Großvater::N,aitatxi,bunic
289,Großvater::N,aitatxi,tată mare
290,Großmutter::N,amona,bunică
291,Großmutter::N,amona,mamă mare
292,Großmutter::N,amatxi,bunică
293,Großmutter::N,amatxi,mamă mare
294,Eltern::N,gurasoak,părinți
295,Vater::N,aita,tată
296,Vater::N,aita,părinte
297,Mutter::N,ama,mamă
298,Sohn::N,seme,fiu
299,Sohn::N,seme,fecior
300,Tochter::N,alaba,fiică
301,Bruder::N,neba,frate
302,Bruder::N,anaia,frate
303,Schwester::N,ahizpa,soră
304,Onkel::N,osaba,unchi
305,Tante::N,izeba,mătușă
306,Ehemann::N,senar,soț
307,Ehemann::N,senar,bărbat
308,Ehefrau::N,emazte,soție
309,Freude::N,poz,bucurie
310,Freude::N,pozkari,bucurie
311,Gelächter::N,barre,râset
312,Gelächter::N,karkara,râset
313,Glück::N,zori,fericire
314,Kummer::N,xangrin,mâhnire
315,Kummer::N,atsekabe,mâhnire
316,Wunsch::N,nahi,dorință
317,Wunsch::N,nahi,deziderat
318,Wunsch::N,nahikunde,dorință
319,Wunsch::N,nahikunde,deziderat
320,Lust::N,gogo,poftă
321,Lust::N,gogo,înclinare
322,Geist::N,gogo,duh
323,Geist::N,gogo,minte
324,Geist::N,gogo,suflet
325,Gedanke::N,gogoeta,gând
326,Gedanke::N,gogoeta,cuget
327,Gedächtnis::N,oroimen,memorie
328,Gedächtnis::N,gogoramen,memorie
329,Verstand::N,adimen,minte
330,Verstand::N,adimen,intelect
331,Verstand::N,ulermen,minte
332,Verstand::N,ulermen,intelect
333,Sinn::N,zentzu,sens
334,Sinn::N,zentzu,înțeles
335,Grund::N,zergati,cauză
336,Grund::N,zergati,pricină
337,Wahrheit::N,egia,adevăr
338,Gespräch::N,hizketa,convorbire
339,Gespräch::N,hizketa,conversație
340,Gespräch::N,elkarrizketa,convorbire
341,Gespräch::N,elkarrizketa,conversație
342,Märchen::N,ipuin,basm
343,Märchen::N,ipuin,poveste
344,Erzählung::N,edesti,poveste
345,Erzählung::N,kontakizun,poveste
346,Nachricht::N,albiste,veste
347,Neuigkeit::N,berri,noutate
348,Neuigkeit::N,berri,actualitate
349,Name::N,izen,nume
350,Rätsel::N,asmakizun,ghicitoare
351,Rede::N,hitzaldi,discurs
352,Rede::N,mintzaldi,discurs
353,Sprache::N,hizkuntza,limbă
354,Sprache::N,hizkuntza,limbaj
355,Stimme::N,ahots,glas
356,Wort::N,hitz,cuvânt
357,Zeichen::N,agerbide,semn
358,Zeichen::N,agerbide,semnal
359,Zeichen::N,agergarri,semn
360,Zeichen::N,agergarri,semnal
361,Ruf::N,dei,chemare
362,Lärm::N,zarata,zgomot
363,Lärm::N,zarata,tărăboi
364,Lärm::N,harrabots,zgomot
365,Lärm::N,harrabots,tărăboi
366,Laut::N,hots,sunet
367,Ton::N,tonu,ton
368,Ton::N,soinu,ton
369,Lied::N,abesti,cântec
370,Ruhe::N,nasaitasun,odihnă
371,Ruhe::N,nasaitasun,liniște
372,Leute::N,jende,lume
373,Leute::N,jende,oameni
374,Volk::N,herri,popor
375,Volk::N,herri,națiune
376,Volk::N,populu,popor
377,Volk::N,populu,națiune
378,Arbeit::N,lan,lucru
379,Gast::N,arrotz,musafir
380,Gast::N,apopilo,musafir
381,Geschenk::N,opari,dar
382,Geschenk::N,opari,cadou
383,Spiel::N,jolas,joc
384,Gesellschaft::N,gizarte,societate
385,Hilfe::N,helpide,ajutor
386,Hilfe::N,laguntza,ajutor
387,Freund::N,lagun,amic
388,Freund::N,lagun,prieten
389,Kamerad::N,adiskide,tovarăș
390,Kamerad::N,lagunkide,tovarăș
391,Angelegenheit::N,afera,afacere
392,Anzahl::N,kopuru,număr
393,Anzahl::N,kopuru,cantitate
394,Art::N,mota,fel
395,Art::N,mota,specie
396,Stück::N,puska,bucată
397,Teil::N,atal,parte
398,Teil::N,atal,porție
399,Hälfte::N,erdi,jumătate
400,Kreis::N,biribilki,cerc
401,Kreuz::N,gurutze,cruce
402,Linie::N,linea,linie
403,Strich::N,marra,linie
404,Strich::N,marra,trăsătură
405,Abstand::N,tarte,distanță
406,Abstand::N,tarte,depărtare
407,Entfernung::N,urrunera,distanță
408,Entfernung::N,urrunera,depărtare
409,Gegend::N,alderdi,regiune
410,Gegend::N,eskualde,regiune
411,Platz::N,leku,loc
412,Ort::N,toki,loc
413,Seite::N,albo,latură
414,Mitte::N,erdi,centru
415,Gegenstand::N,gauzaki,obiect
416,Sache::N,gauza,lucru
417,Sache::N,gauza,chestie
418,Rand::N,ertz,bordură
419,Kante::N,ertz,muchie
420,Kante::N,ertz,bordură
421,Ecke::N,kantoi,colț
422,Spitze::N,punta,vârf
423,Spitze::N,punta,creștet
424,Ende::N,buru,capăt
425,Ende::N,mutur,capăt
426,Loch::N,zulo,gaură
427,Winkel::N,zoko,colț
428,Winkel::N,bazter,colț
429,Muster::N,eredu,desen
430,Muster::N,marrazki,desen
431,Größe::N,kaizu,mărime
432,Größe::N,tamaina,mărime
433,Länge::N,luzera,lungime
434,Höhe::N,goiera,înălțime
435,Höhe::N,garaiera,înălțime
436,Gewicht::N,hazta,greutate
437,Menge::N,kopuru,cantitate
438,Haufen::N,pila,grămadă
439,Haufen::N,mendoi,grămadă
440,Reihe::N,ilara,șir
441,Reihe::N,ilara,rând
442,Reihe::N,errenkada,șir
443,Reihe::N,errenkada,rând
444,Boot::N,potin,barcă
445,Boot::N,potin,luntre
446,Boot::N,txalupa,barcă
447,Boot::N,txalupa,luntre
448,Ruder::N,arraun,vâslă
449,Ruder::N,arraun,lopată
450,Schlitten::N,lera,sanie
451,Schlitten::N,narra,sanie
452,Ski::N,eski,schi
453,Lagerfeuer::N,su,foc de tabără
454,Last::N,zama,povară
455,Last::N,zama,sarcină
456,Last::N,karga,povară
457,Last::N,karga,sarcină
458,Gang::N,ibilera,mers
459,Gang::N,ibilera,umblet
460,Schritt::N,pauso,pas
461,Schritt::N,urrats,pas
462,Norden::N,ipar,nord
463,Norden::N,ipar,miazănoapte
464,Norden::N,iparralde,nord
465,Norden::N,iparralde,miazănoapte
466,Süden::N,hego,sud
467,Süden::N,hego,miazăzi
468,Süden::N,hegoalde,sud
469,Süden::N,hegoalde,miazăzi
470,Westen::N,sartalde,apus
471,Westen::N,mendebalde,apus
472,Osten::N,ekialde,est
473,Osten::N,ekialde,răsărit
474,Osten::N,sortalde,est
475,Osten::N,sortalde,răsărit
476,Holz::N,zur,lemn
477,Brett::N,ohol,scândură
478,Platte::N,lauza,placă
479,Stütze::N,irozgarri,proptea
480,Stütze::N,bermagailu,proptea
481,Stange::N,haga,bară
482,Stange::N,haga,prăjină
483,Stock::N,makila,băț
484,Stock::N,makila,baston
485,Stab::N,makila,baston
486,Stab::N,makila,prăjină
487,Rohr::N,hodi,tub
488,Rohr::N,hodi,țeavă
489,Haus::N,etxe,casă
490,Heim::N,etxe,casă
491,Heim::N,etxe,cămin
492,Heim::N,etxaleku,casă
493,Heim::N,etxaleku,cămin
494,Ofen::N,berogailu,sobă
495,Fußboden::N,zoru,podea
496,Fußboden::N,zoru,dușumea
497,Tisch::N,mahai,masă
498,Stuhl::N,aulki,scaun
499,Wiege::N,kuma,leagăn
500,Wiege::N,sehaska,leagăn
501,Bett::N,ohe,pat
502,Bett::N,ohatze,pat
503,Regal::N,apalategi,rafturi
504,Kiste::N,kutxa,ladă
505,Kiste::N,kutxa,cutie
506,Fenster::N,leiho,fereastră
507,Tür::N,ate,ușă
508,Tor::N,atari,poartă
509,Zaun::N,hesi,gard
510,Dach::N,teilatu,acoperiș
511,Leiter::N,zurubi,scară
512,Besen::N,erratz,mătură
513,Spaten::N,burdinpala,cazma
514,Spaten::N,burdinpala,hârleț
515,Schaufel::N,pala,lopată
516,Gabel::N,sardexka,furculiță
517,Löffel::N,koilara,lingură
518,Messer::N,aizto,cuțit
519,Nagel::N,iltze,cui
520,Netz::N,sare,plasă
521,Haken::N,mako,cârlig
522,Griff::N,eskutoki,mâner
523,Schloss::N,sarraila,lacăt
524,Bild::N,irudi,tablou
525,Bild::N,irudi,imagine
526,Figur::N,figura,chip
527,Figur::N,figura,figură
528,Puppe::N,panpina,păpușă
529,Puppe::N,andrakila,păpușă
530,Beutel::N,zorro,pungă
531,Beutel::N,zorro,săculeț
532,Bündel::N,azao,mănunchi
533,Bündel::N,espal,mănunchi
534,Tasche::N,poltsa,geantă
535,Eimer::N,treska,găleată
536,Deckel::N,tapa,capac
537,Deckel::N,estalki,capac
538,Geschirr::N,baxera,vase
539,Geschirr::N,baxera,tacâmuri
540,Geschirr::N,ontziteria,vase
541,Geschirr::N,ontziteria,tacâmuri
542,Sack::N,zaku,sac
543,Tasse::N,kikara,ceașcă
544,Topf::N,ontzi,oală
545,Topf::N,lapiko,oală
546,Kessel::N,pazia,cazan
547,Kessel::N,pazia,căldare
548,Essen::N,janaldi,mâncare
549,Nahrung::N,jan,hrană
550,Nahrung::N,jan,aliment
551,Speise::N,jaki,bucate
552,Speise::N,jaki,fel de bucate
553,Fleisch::N,okela,carne
554,Fleisch::N,haragi,carne
555,Getreide::N,labore,cereale
556,Brei::N,ahi,pireu
557,Brei::N,pure,pireu
558,Brot::N,ogi,pâine
559,Scheibe::N,xerra,felie
560,Scheibe::N,xerra,bucată
561,Scheibe::N,pirripita,felie
562,Scheibe::N,pirripita,bucată
563,Fett::N,urin,untură
564,Fett::N,urin,grăsime
565,Fett::N,koipe,untură
566,Fett::N,koipe,grăsime
567,Butter::N,gurin,unt
568,Öl::N,olio,ulei
569,Salz::N,gatz,sare
570,Suppe::N,zopa,supă
571,Suppe::N,zopa,ciorbă
572,Suppe::N,salda,supă
573,Suppe::N,salda,ciorbă
574,Honig::N,ezti,miere
575,Milch::N,esne,lapte
576,Tee::N,te,ceai
577,Leder::N,larru,piele
578,Wolle::N,artile,lână
579,Stoff::N,ehun,stofă
580,Nadel::N,orratz,ac
581,Nadel::N,jostorratz,ac
582,Faden::N,hari,ață
583,Knopf::N,botoi,buton
584,Knoten::N,korapilo,nod
585,Farbe::N,pintura,vopsea
586,Kleidung::N,arropa,haine
587,Kleidung::N,arropa,îmbrăcăminte
588,Kleidung::N,jantziak,haine
589,Kleidung::N,jantziak,îmbrăcăminte
590,Hemd::N,atorra,cămașă
591,Hemd::N,alkandora,cămașă
592,Kragen::N,idun,guler
593,Ärmel::N,mahuka,mânecă
594,Hose::N,prakak,pantaloni
595,Hose::N,galtzak,pantaloni
596,Gürtel::N,gerriko,cordon
597,Mütze::N,txano,șapcă
598,Mütze::N,txapel,șapcă
599,Schuh::N,oski,gheată
600,Schuh::N,oinetako,gheată
601,Stiefel::N,bota,cizmă
602,Ring::N,uztai,inel
603,Ring::N,uztai,verigă
604,Band::N,zinta,panglică
605,Band::N,zinta,șiret
606,Band::N,xingola,panglică
607,Band::N,xingola,șiret
608,Kamm::N,orrazi,pieptene
609,Spiegel::N,mirail,oglindă
610,Riemen::N,uhal,curea
611,Schnur::N,lokailu,funie
612,Schnur::N,lokailu,sfoară
613,Leine::N,lotura,lesă
614,Leine::N,lotura,curea
615,Decke::N,burusi,pătură
616,Kissen::N,kuxin,pernă
617,Tuch::N,zapi,batic
618,Tuch::N,oihal,batic
619,Handtuch::N,eskuzapi,prosop
620,Handtuch::N,eskuzapi,ștergar
621,Handtuch::N,eskuoihal,prosop
622,Handtuch::N,eskuoihal,ștergar
623,Kraft::N,indar,forță
624,Kraft::N,indar,putere
625,Stärke::N,indar,tărie
626,Stärke::N,indar,vigoare
627,Gesundheit::N,osasun,sănătate
628,Krankheit::N,eritasun,boală
629,Krankheit::N,eritasun,maladie
630,Krankheit::N,gaixotasun,boală
631,Krankheit::N,gaixotasun,maladie
632,Schmerz::N,min,durere
633,Wunde::N,zauri,rană
634,Fieber::N,sukar,febră
635,Arznei::N,osagai,leac
636,Arznei::N,osagai,medicament
637,Arznei::N,sendagai,leac
638,Arznei::N,sendagai,medicament
639,Brücke::N,zubi,pod
640,Brücke::N,zubi,punte
641,Brunnen::N,putzu,puț
642,Weide::N,alha,izlaz
643,Weide::N,alha,pășune
644,Weide::N,bazkaleku,izlaz
645,Weide::N,bazkaleku,pășune
646,Pfad::N,zidor,cărare
647,Pfad::N,bidexka,cărare
648,Weg::N,bide,drum
649,Straße::N,errepide,cale
650,Straße::N,errepide,stradă
651,Dorf::N,herri,sat
652,Stadt::N,hiri,oraș
653,Brief::N,gutun,scrisoare
654,Brief::N,eskutitz,scrisoare
655,Buch::N,liburu,carte
656,Buchstabe::N,hizki,literă
657,Buchstabe::N,hizki,caracter
658,Zeitung::N,egunkari,ziar
659,Zeitung::N,egunkari,gazetă
660,Leben::N,bizi,viață
661,Leben::N,bizitza,viață
662,Tod::N,herio,moarte
663,Tod::N,heriotza,moarte
664,Grab::N,hobi,groapă
665,Grab::N,hobi,mormânt
666,Grab::N,hilobi,groapă
667,Grab::N,hilobi,mormânt
668,Kirche::N,eliza,biserică
669,Sünde::N,hoben,păcat
670,Sünde::N,bekatu,păcat
671,Gott::N,jainko,zeu
672,Arbeiter::N,langile,muncitor
673,Arbeiter::N,behargin,muncitor
674,Chef::N,nagusi,șef
675,Meister::N,maisu,meșter
676,Meister::N,maisu,maestru
677,Arzt::N,osagile,medic
678,Arzt::N,osagile,doctor
679,Arzt::N,sendagile,medic
680,Arzt::N,sendagile,doctor
681,Lehrer::N,irakasle,profesor
682,Lehrer::N,irakasle,învățător
683,Geld::N,diru,bani
684,Geld::N,diru,parale
685,Geschäft::N,negozio,treabă
686,Geschäft::N,negozio,afacere
687,Laden::N,denda,magazin
688,Laden::N,denda,prăvălie
689,Laden::N,saltegi,magazin
690,Laden::N,saltegi,prăvălie
691,Preis::N,prezio,preț
692,Preis::N,salneurri,preț
693,Ware::N,salgai,marfă
694,Nutzen::N,onura,folos
695,Nutzen::N,onura,profit
696,Nutzen::N,probetxu,folos
697,Nutzen::N,probetxu,profit
698,Reichtum::N,aberastasun,avuție
699,Reichtum::N,aberastasun,bogăție
700,Welt::N,ludi,lume
701,Welt::N,mundu,lume
702,Land::N,herrialde,țară
703,Staat::N,estatu,stat
704,König::N,errege,rege
705,Macht::N,botere,putere
706,Macht::N,botere,putință
707,Grenze::N,muga,hotar
708,Grenze::N,muga,graniță
709,Grenze::N,muga,frontieră
710,Krieg::N,guda,război
711,Feind::N,etsai,dușman
712,Feind::N,arerio,dușman
713,Gewalt::N,bortxa,violență
714,Gewalt::N,bortizkeria,violență
715,Kampf::N,gudu,luptă
716,Kampf::N,auska,luptă
717,Bogen[Waffe]::N,arku,arc
718,Pfeil::N,gezi,săgeată
719,Gewehr::N,fusil,armă
720,Gewehr::N,fusil,pușcă
721,Fehler::N,huts,eroare
722,Fehler::N,huts,greșeală
723,Fehler::N,hutsegin,eroare
724,Fehler::N,hutsegin,greșeală
725,Lüge::N,gezur,minciună
726,Schaden::N,kalte,daună
727,Schaden::N,kalte,pagubă
728,Unglück::N,zoritxar,nenorocire
729,Unglück::N,zorigaitz,nenorocire
730,Schuld::N,erru,vină
731,Alter::N,adin,etate
732,Alter::N,adin,vârstă
733,Schluss::N,bukaera,sfârșit
734,Zeit::N,aldi,timp
735,Zeit::N,aldi,vreme
736,Zeit::N,denbora,timp
737,Zeit::N,denbora,vreme
738,Tag::N,egun,zi
739,Morgen::N,goiz,dimineață
740,Mittag::N,eguerdi,prânz
741,Mittag::N,eguerdi,amiază
742,Abend::N,arrats,seară
743,Nacht::N,gau,noapte
744,Woche::N,aste,săptămână
745,Monat::N,hil,lună
746,Jahr::N,urte,an
747,Frühling::N,udalehen,primăvară
748,Sommer::N,uda,vară
749,Herbst::N,udazken,toamnă
750,Herbst::N,neguantz,toamnă
751,Winter::N,negu,iarnă
752,Januar::N,urtarril,ianuarie
753,Februar::N,otsail,februarie
754,März::N,martxo,martie
755,April::N,apiril,aprilie
756,Mai::N,maiatz,mai
757,Juni::N,ekain,iunie
758,Juli::N,uztail,iulie
759,August::N,abuztu,august
760,September::N,irail,septembrie
761,Oktober::N,urri,octombrie
762,November::N,azaro,noiembrie
763,Dezember::N,abendu,decembrie
764,Montag::N,astelehen,luni
765,Dienstag::N,astearte,marți
766,Mittwoch::N,asteazken,miercuri
767,Donnerstag::N,ostegun,joi
768,Freitag::N,ostiral,vineri
769,Samstag::N,larunbat,sâmbătă
770,Sonntag::N,igande,duminică
771,groß::A,handi,mare
772,klein::A,txiki,mic
773,lang::A,luze,lung
774,kurz::A,labur,scurt
775,breit::A,zabal,lat
776,breit::A,zabal,larg
777,schmal::A,mehar,strâmt
778,dicht::A,sarri,des
779,dicht::A,trinko,des
780,dick[Gegenstand]::A,lodi,gros
781,dünn::A,mehe,subțire
782,fein::A,fin,fin
783,fein::A,fin,subțire
784,fest::A,tinko,tare
785,fest::A,tinko,solid
786,flach::A,lau,șes
787,flach::A,lau,plan
788,flach::A,ordoki,șes
789,flach::A,ordoki,plan
790,glatt::A,leun,lins
791,hart::A,gogor,dur
792,weich::A,bigun,moale
793,weich::A,beratz,moale
794,rund::A,biribil,rotund
795,rund::A,biribil,circular
796,spitz::A,puntadun,ascuțit
797,scharf::A,zorrotz,tăios
798,scharf::A,zorrotz,ascuțit
799,stumpf::A,kamuts,tocit
800,schwer::A,astun,greu
801,schwer::A,pisutsu,greu
802,schön::A,eder,frumos
803,heiß::A,bero,cald
804,heiß::A,bero,fierbinte
805,heiß::A,oso bero,cald
806,heiß::A,oso bero,fierbinte
807,warm::A,bero,cald
808,warm::A,bero,fierbinte
809,kalt::A,hotz,rece
810,kühl::A,hotzil,rece
811,kühl::A,hotzil,răcoros
812,frisch::A,fresko,răcoros
813,frisch::A,fresko,proaspăt
814,frisch::A,hozkirri,răcoros
815,frisch::A,hozkirri,proaspăt
816,feucht::A,heze,umed
817,feucht::A,heze,jilav
818,nass::A,busti,ud
819,trocken::A,siku,sec
820,trocken::A,siku,uscat
821,trocken::A,lehor,sec
822,trocken::A,lehor,uscat
823,voll::A,bete,plin
824,leer::A,huts,gol
825,offen::A,ireki,deschis
826,geschlossen::A,itxita,închis
827,sauber::A,xahu,curat
