,Concept_ID,myv,hy
126,Ufer::N,чире,ծովափ
127,Küste::N,лейчире,ափ
128,Küste::N,лейчире,ծովափ
129,Festland::N,мода,ցամաք
130,Meer::N,моря,ծով
131,Bucht::N,усия,հաչիւն
132,Insel::N,усия,վղզի
133,Blume::N,цеця,ծաղիկ
134,Gras::N,тикше,խոտ
135,Wurzel::N,юр,արմատ
136,Wurzel::N,ундокс,արմատ
137,Baum::N,чувто,ծառ
138,Stamm::N,рунго,իրան
139,Rinde::N,суд,կեղեւ
140,Rinde::N,суд,հաչոց
141,Rinde::N,керь,կեղեւ
142,Rinde::N,керь,հաչոց
143,Ast::N,морго,ճյուղ
144,Zweig::N,тарад,ճյուղ
145,Blatt::N,лопа,տերեւ
146,Birke::N,килей,ցարասի
147,Kiefer[Baum]::N,пиче,սոճի
148,Weide[Baum]::N,каль,ուռենի
149,Tanne::N,куз,եղեւին
150,Horn::N,сюро,
151,Feder::N,толга,փետուր
152,Fell::N,пона,մորթի
153,Flügel::N,сёлмо,թեւ
154,Klaue::N,кенже,չանչ
155,Kralle::N,кенже,ճանկ
156,Schwanz::N,пуло,պոչ
157,Ei::N,ал,ձու
158,Nest::N,пизэ,բույն
159,Bau::N,варя,որջ
160,Bau::N,варя,բայոց
161,Bau::N,пизе,որջ
162,Bau::N,пизе,բայոց
163,Tier::N,ракша,կենդանի
164,Herde::N,стада,հոտ
165,Kuh::N,скал,կով
166,Bulle::N,бука,ցուլ
167,Pferd::N,лишме,ձի
168,Schaf::N,реве,ոչխար
169,Schwein::N,туво,խոզ
170,Hund::N,пине,շուն
171,Hund::N,киска,շուն
172,Katze::N,псака,կատու
173,Bär::N,овто,արջ
174,Eichhörnchen::N,ур,սկյուռ
175,Elch::N,сярдо,հիւսիսային եղջերու
176,Fuchs::N,ривезь,աղվես
177,Hase::N,нумоло,նապաստակ
178,Maus::N,чеерь,մուկ
179,Wolf::N,верьгиз,գայլ
180,Vogel::N,нармунь,թռչուն
181,Schwarm::N,полк,երամ
182,Schwarm::N,стада,երամ
183,Huhn::N,сараз,հավ
184,Hahn::N,атякш,աքաղաղ
185,Gans::N,гала,սագ
186,Gans::N,мацей,սագ
187,Adler::N,куцькан,արծիվ
188,Adler::N,тумоатякш,արծիվ
189,Ente::N,яксярго,բադ
190,Eule::N,корж,բու
191,Kranich::N,карго,կռունկ
192,Krähe::N,варака,ագռավ
193,Kuckuck::N,куко,կուկու
194,Schwan::N,локсей,կարապ
195,Fisch::N,кал,ձուկ
196,Barsch::N,окунь,պերկես
197,Hecht::N,щука,գայլաձուկ
198,Schlange[Tier]::N,гуй,օձ
199,Wurm::N,сукс,որդ
200,Wurm::N,сукс,ճիճու
201,Spinne::N,шанжав,սարդ
202,Ameise::N,коткудав,միջյուն
203,Laus::N,сий,ոջիլ
204,Mücke::N,сеське,մժղուկ
205,Fliege::N,карво,ճանճ
206,Schmetterling::N,нимиляв,թիթեռ
207,Beere::N,умарь,հատապտուղ
208,Apfel::N,умарь,խնձոր
209,Pilz::N,панго,սունկ
210,Zwiebel::N,чурька,սոխ
211,Saat::N,видьметь,սերմ
212,Korn::N,сюро,հատիկ
213,Heu::N,тикше,խոտ
214,Schale::N,кедь,կեղեւ
215,Schale::N,ваткавкс,կեղեւ
216,Grube::N,латко,փոս
217,Falle::N,тувор,ծուղակ
218,Falle::N,кундамка,ծուղակ
219,Schlinge::N,килькш,խեղդան
220,Spur::N,челькс,հետք
221,Spur::N,пильгеки,հետք
222,Asche::N,кулов,մոխիր
223,Dreck::N,рудаз,աղտ
224,Eisen::N,кшни,երկաթ
225,Gold::N,сырне,ոսկի
226,Silber::N,сия,արծաթ
227,Kohle::N,сэдь,քարածուխ
228,Kohle::N,уголия,քարածուխ
229,Glas::N,сулика,ապակի
230,Lehm::N,сёвонь,կավ
231,Sand::N,човар,ավազ
232,Mensch::N,ломань,մարդ
233,Mann::N,аля,մարդ
234,Mann::N,аля,տղամարդ
235,Mann::N,цёраломань,մարդ
236,Mann::N,цёраломань,տղամարդ
237,Frau::N,ава,կին
238,Kind::N,эйкакш,զավակ
239,Junge::N,цёрыне,տղա
240,Mädchen::N,тейтерне,աղջիկ
241,Familie::N,семия,ընտանիք
242,Großvater::N,покштя,պապ
243,Großmutter::N,баба,տատ
244,Eltern::N,тетят-ават,ծնողներ
245,Vater::N,тетя,հայր
246,Mutter::N,ава,մայր
247,Sohn::N,цёра,որդի
248,Tochter::N,тейтерь,աղջիկ
249,Tochter::N,тейтерь,դուստր
250,Bruder::N,леля,եղբայր
251,Bruder::N,ялакс,եղբայր
252,Schwester::N,сазор,քույր
253,Onkel::N,леля,քեռի
254,Onkel::N,леля,հորեղբայր
255,Tante::N,патя,մորաքույր
256,Ehemann::N,мирде,մարդ
257,Ehemann::N,мирде,ամուսին
258,Ehefrau::N,ни,կին ամուսին
259,Freude::N,кеняркс,ուրախություն
260,Gelächter::N,ракамо,ծիծաղ
261,Gelächter::N,пейдема,ծիծաղ
262,Glück::N,уцяска,երջանկություն
263,Kummer::N,рискс,վիշտ
264,Kummer::N,мелявкс,վիշտ
265,Wunsch::N,мель,ցանկություն
266,Wunsch::N,бажамо,ցանկություն
267,Lust::N,бажамо,փափագ
268,Lust::N,бажамо,իղձ
269,Geist::N,ойме,ոգի
270,Gedanke::N,мель,միտք
271,Gedächtnis::N,мель,հիշողություն
272,Verstand::N,прев,խելք
273,Sinn::N,толк,իմաստ
274,Sinn::N,смысла,իմաստ
275,Grund::N,тувтал,պատճառ
276,Wahrheit::N,видечи,ճշմարտություն
277,Gespräch::N,кортнема,զրույց
278,Märchen::N,ёвкс,պայիկի պատմություն
279,Erzählung::N,ёвтнема,պատմվածք
280,Erzählung::N,ёвтнема,պատմություն
281,Nachricht::N,куля,հաղորդագրություն
282,Neuigkeit::N,куля,լուր
283,Neuigkeit::N,куля,նորություն
284,Name::N,лем,անուն
285,Rätsel::N,содамоёвкс,բարդ խնդիր
286,Rede::N,кортамо,ճառ
287,Rede::N,кортамо,ելույթ
288,Sprache::N,кель,լեզու
289,Stimme::N,ваигель,ձայն
290,Wort::N,вал,բառ
291,Zeichen::N,теште,նշան
292,Ruf::N,тердема,կոչ
293,Ruf::N,тердема,կանչ
294,Lärm::N,шалнома,աղմուկ
295,Laut::N,вайгель,հնչյուն
296,Laut::N,вайгель,ձայն
297,Ton::N,гайнема,տոն
298,Lied::N,моро,երգ
299,Ruhe::N,оймамо,անդորրություն
300,Leute::N,ломанть,մարդիկ
301,Volk::N,народ,ազգ
302,Arbeit::N,тев,գործ
303,Arbeit::N,тев,աշխատանք
304,Gast::N,инже,հյուր
305,Geschenk::N,казне,նվեր
306,Spiel::N,налксема,խաղ
307,Gesellschaft::N,община,ընկերություն
308,Hilfe::N,лездамо,օգնությթուն
309,Freund::N,оя,ընկեր
310,Freund::N,оя,բարեկամ
311,Freund::N,ялга,ընկեր
312,Freund::N,ялга,բարեկամ
313,Kamerad::N,оя,ուղեկից
314,Kamerad::N,ялга,ուղեկից
315,Angelegenheit::N,тев,բան
316,Angelegenheit::N,тев,գործ
317,Anzahl::N,ламоксчи,քանակ
318,Anzahl::N,ламоксчи,գումար
319,Art::N,вид,տեսակ
320,Stück::N,пакш,կտոր
321,Stück::N,пелькс,կտոր
322,Teil::N,часть,մաս
323,Teil::N,пелькс,մաս
324,Hälfte::N,пель,կես
325,Hälfte::N,пелькс,կես
326,Kreis::N,кирькс,շիջանակ
327,Kreuz::N,крёст,խաչ
328,Linie::N,кикс,գիծ
329,Strich::N,межа,գիծ
330,Abstand::N,ютко,անջրպետ
331,Entfernung::N,ютко,հեռավորություն
332,Gegend::N,тарка,շրջան
333,Gegend::N,пертьпелькс,շրջան
334,Platz::N,васолкс,տարածություն
335,Ort::N,тарка,տեղ
336,Ort::N,тарка,վայր
337,Seite::N,ён,կողմ
338,Seite::N,чире,կողմ
339,Mitte::N,куншка,մեջտեղ
340,Gegenstand::N,предмет,առարկա
341,Sache::N,тев,բան
342,Sache::N,веща,բան
343,Rand::N,пе,վերջք
344,Rand::N,чире,վերջք
345,Kante::N,ирдез,եզր
346,Ecke::N,ужо,անկյուն
347,Spitze::N,пряне,ծայր
348,Spitze::N,пе,ծայր
349,Ende::N,пе,ծայր
350,Loch::N,варя,անցք
351,Winkel::N,ужо,անկյուն
352,Muster::N,сёрма,օրինակ
353,Größe::N,сэрь,մեծություն
354,Größe::N,покшолма,մեծություն
355,Länge::N,кувалмо,երկարություն
356,Höhe::N,сэрь,բարձրություն
357,Höhe::N,пандо,բարձրություն
358,Gewicht::N,сталмо,կշիռ
359,Menge::N,лововкс,քանակ
360,Haufen::N,мар,դեզ
361,Haufen::N,мар,կույտ
362,Haufen::N,валявкс,դեզ
363,Haufen::N,валявкс,կույտ
364,Reihe::N,ряд,շարք
365,Reihe::N,ряд,կարգ
366,Boot::N,венч,նավակ
367,Ruder::N,милё,թի
368,Ruder::N,милё,թիակ
369,Schlitten::N,нурдт,բալխիր
370,Ski::N,сокс,դահուկ
371,Lagerfeuer::N,толбандя,բացօդեայ կրակ
372,Last::N,сталмо,բեռ
373,Last::N,кандома,բեռ
374,Gang::N,молема,զբոսանք
375,Gang::N,якамо,զբոսանք
376,Schritt::N,эскелькс,քայլ
377,Norden::N,якшамо ёнкс,հյուսիս
378,Süden::N,лембе ёнкс,հարավ
379,Westen::N,чивалгома,արեւմուտք
380,Osten::N,чилисема,արեւելք
381,Holz::N,чувто,փայտ
382,Brett::N,лаз,տախտակ
383,Platte::N,плита,թիթեղ
384,Stütze::N,неже,նեցուկ
385,Stange::N,олга,ձող
386,Stock::N,мандо,փայտ
387,Stab::N,олога,ցուպ
388,Stab::N,олога,գավազան
389,Rohr::N,турба,խողովակ
390,Haus::N,кудо,տուն
391,Heim::N,кудо,տուն
392,Ofen::N,каштомо,վառարան
393,Fußboden::N,киякс,հատակ
394,Tisch::N,столь,սեղան
395,Stuhl::N,стул,աթոռ
396,Wiege::N,лавсь,օրորոց
397,Wiege::N,нурямот,օրորոց
398,Bett::N,ацамо,անկողին
399,Regal::N,лався,դարակ
400,Regal::N,лавсяланго,դարակ
401,Kiste::N,горобия,տուփ
402,Kiste::N,сундук,տուփ
403,Fenster::N,вальма,պատուհան
404,Tür::N,кенкш,դուռ
405,Tor::N,ортат,դարպաս
406,Zaun::N,пирявт,ցանկապատ
407,Zaun::N,пирвякс,ցանկապատ
408,Dach::N,кудопря,տանիք
409,Dach::N,кудопря,կտուր
410,Leiter::N,кузтема,սանդուղք
411,Besen::N,тенсть,ավել
412,Spaten::N,койме,բահ
413,Schaufel::N,кече,թի
414,Schaufel::N,келей койме,թի
415,Gabel::N,сянгине,պատառաքաղ
416,Löffel::N,пенч,գդալ
417,Messer::N,пеель,դանակ
418,Nagel::N,эске,մեխ
419,Netz::N,алтыма,ցանց
420,Haken::N,кечказ,կարթ
421,Griff::N,кедне,կոթ
422,Griff::N,кедне,բռնակ
423,Schloss::N,замок,կողպեք
424,Schloss::N,панжома,կողպեք
425,Bild::N,картина,նկար
426,Bild::N,картина,պատկեր
427,Figur::N,рунго,քանդակ
428,Figur::N,рунго,պատկեր
429,Puppe::N,няка,տիկնիկ
430,Beutel::N,кескав,տոպրակ
431,Bündel::N,керькс,կապոց
432,Tasche::N,юдма,պայուսակ
433,Eimer::N,ведра,դույլ
434,Deckel::N,велькс,կափարիչ
435,Geschirr::N,кедьге,ամանեղեն
436,Sack::N,кескав,պարկ
437,Sack::N,кескав,տոպրակ
438,Tasse::N,чакш,թաս
439,Tasse::N,чакш,գավաթ
440,Topf::N,кастрюля,անոթ
441,Kessel::N,котёл,կաթսա
442,Essen::N,ярсамо,կերակուր
443,Nahrung::N,ярсамопель,ուտելիք
444,Speise::N,ярсамопель,խորտիկ
445,Speise::N,ярсамопель,կերակուր
446,Fleisch::N,сывель,միս
447,Getreide::N,сюро,հացահատիկ
448,Brei::N,каша,լանդակ
449,Brot::N,кши,հաց
450,Scheibe::N,кочом,կտոր
451,Scheibe::N,кочом,պատառ
452,Scheibe::N,сускомо,կտոր
453,Scheibe::N,сускомо,պատառ
454,Fett::N,куя,ճարպ
455,Butter::N,ой,կարագ
456,Öl::N,ой,ձեթ
457,Salz::N,сал,աղ
458,Suppe::N,ям,սուպ
459,Suppe::N,ям,ապուր
460,Honig::N,медь,մեղր
461,Milch::N,ловсо,կաթ
462,Tee::N,чай,թեյ
463,Leder::N,киське,կաշի
464,Wolle::N,пона,բուրդ
465,Stoff::N,коцт,գործվածք
466,Nadel::N,салмукс,ասեղ
467,Faden::N,суре,թել
468,Knopf::N,пов,կոճակ
469,Knoten::N,сюлмо,հանգույց
470,Farbe::N,артомапель,ներկ
471,Kleidung::N,оршамот,հագուստ
472,Hemd::N,панар,վերնաշապիկ
473,Kragen::N,сиве,օձիք
474,Ärmel::N,ожа,թեւք
475,Hose::N,понкст,շալվար
476,Gürtel::N,каркс,գոտի
477,Mütze::N,чапка,կեպի
478,Schuh::N,туфля,կոշիկ
479,Stiefel::N,кем,երկարաճիթ կոշիկ
480,Ring::N,суркс,զնգալ
481,Band::N,лента,ժապավեն
482,Kamm::N,сурсеме,սանր
483,Spiegel::N,чавачамо,հայելի
484,Riemen::N,кшнань каркс,փոկ
485,Schnur::N,пикс,լար
486,Leine::N,ведьме,փոկ
487,Decke::N,вельтямо,վերմակ
488,Kissen::N,тодов,բարձ
489,Tuch::N,паця,թաշկինակ
490,Handtuch::N,нардамо,սրբիչ
491,Kraft::N,вий,ուժ
492,Stärke::N,виевчи,պնդություն
493,Stärke::N,виевчи,ամրություն
494,Gesundheit::N,шумбрачи,առողջություն
495,Krankheit::N,орма,ախտ
496,Krankheit::N,орма,հիվանդություն
497,Krankheit::N,сэредема,ախտ
498,Krankheit::N,сэредема,հիվանդություն
499,Schmerz::N,сэредькс,ցավ
500,Schmerz::N,сэредькс,տանջանք
501,Wunde::N,керявкс,վերք
502,Fieber::N,маштыкс,տենդ
503,Arznei::N,ормаменькс,դեղ
504,Brücke::N,сэдь,կամուրջ
505,Brücke::N,мадамо,կամուրջ
506,Brunnen::N,лисьма,հոր
507,Brunnen::N,лисьма,ջրհոր
508,Weide::N,ракшань ванома тарка,արոտավայր
509,Pfad::N,ян,արահետ
510,Weg::N,ки,ուղի
511,Straße::N,ки,ճանապարհ
512,Dorf::N,веле,գյուղ
513,Stadt::N,ош,քաղաք
514,Brief::N,сёрма,նամակ
515,Buch::N,книга,գիրք
516,Buchstabe::N,буква,տառ
517,Buchstabe::N,буква,գիր
518,Zeitung::N,газета,լրագիր
519,Leben::N,эрямо,կյանք
520,Tod::N,кулома,մահ
521,Grab::N,калмо,գերեզման
522,Kirche::N,церькова,եկեղեցի
523,Sünde::N,чумочи,մեղք
524,Gott::N,паз,աստված
525,Arbeiter::N,робочей,բանվոր
526,Arbeiter::N,робочей,աշխատող
527,Chef::N,прявт,տեր
528,Meister::N,кол тевень тенця,վարպետ
529,Arzt::N,врач,բժիշկ
530,Lehrer::N,учитель,ուսուցիչ
531,Lehrer::N,тонавтыця,ուսուցիչ
532,Geld::N,ярмак,փող
533,Geschäft::N,ладязь тев,գործ
534,Geschäft::N,ладязь тев,աշխատանք
535,Laden::N,лавка,կրպակ
536,Laden::N,лавка,խանութ
537,Preis::N,питне,գին
538,Ware::N,миевкс,ապրանք
539,Ware::N,рамавкс,ապրանք
540,Nutzen::N,паро,օգուտ
541,Nutzen::N,лезэ,օգուտ
542,Reichtum::N,сюпавчи,հարստություն
543,Welt::N,мир,աշխարհ
544,Welt::N,мастор ланго,աշխարհ
545,Land::N,мастор,երկիր
546,Staat::N,государства,պետություն
547,König::N,король,արքա
548,König::N,король,թագավոր
549,Macht::N,азорксчи,իշխանություն
550,Grenze::N,буен тешкс,սահման
551,Krieg::N,война,պատերազմ
552,Feind::N,душман,թշնամի
553,Gewalt::N,нарьгамо,բռնություն
554,Gewalt::N,нарьгамо,սաստկություն
555,Kampf::N,тюрема,մարտ
556,Bogen[Waffe]::N,нал,աղեղ
557,Pfeil::N,нал,նետ
558,Gewehr::N,ружия,հրացան
559,Gewehr::N,винтовка,հրացան
560,Fehler::N,ильведькс,սխալ
561,Fehler::N,ильведевкс,սխալ
562,Lüge::N,манчема,սուտ
563,Lüge::N,кенгелема,սուտ
564,Schaden::N,зыян,վնաս
565,Unglück::N,зыян,դժբախտություն
566,Schuld::N,чумочи,պակասություն
567,Alter::N,шка,հասակ
568,Schluss::N,пе,վերջ
569,Schluss::N,пе,վախճան
570,Zeit::N,шка,ժամանակ
571,Zeit::N,пинге,ժամանակ
572,Tag::N,чи,օր
573,Morgen::N,валске,առավոտ
574,Mittag::N,чикуншка,կեսօր
575,Abend::N,чокшнэ,երեկո
576,Nacht::N,ве,գիշեր
577,Woche::N,недля,շաբաթ
578,Monat::N,ков,ամիս
579,Jahr::N,ие,տարի
580,Frühling::N,тундо,գարուն
581,Sommer::N,кизэ,ամառ
582,Herbst::N,сёксь,աշուն
583,Winter::N,теле,ձմեռ
584,Januar::N,якшамков,հունվար
585,Februar::N,февраль,փետրվար
586,März::N,март,մարտ
587,April::N,апрель,ապրիլ
588,Mai::N,май,մայիս
589,Juni::N,июнь,հունիս
590,Juli::N,июль,հուլիս
591,August::N,август,օգոստոս
592,September::N,сентября,սեպտեմբեր
593,Oktober::N,октября,հոկտեմբեր
594,November::N,ноября,նոյեմբեր
595,Dezember::N,декабря,դեկտեմբեր
596,Montag::N,пондельник,երկուշաբթի
597,Dienstag::N,овторник,երեքշաբթի
598,Mittwoch::N,серёда,չորեքշաբթի
599,Donnerstag::N,цетьверьг,հինգշաբթի
600,Freitag::N,пеця,ուրբաթ
601,Samstag::N,субута,շաբաթ
602,Samstag::N,шлямочи,շաբաթ
603,Sonntag::N,недлячи,կիրակի
604,groß::A,ине,մեծ
605,groß::A,ине,խոշոր
606,groß::A,покш,մեծ
607,groß::A,покш,խոշոր
608,klein::A,вишка,պստիկ
609,klein::A,вишка,փոքրիկ
610,lang::A,кувака,երկար
611,kurz::A,нурькине,կարճ
612,breit::A,келей,լայն
613,schmal::A,теине,նեղ
614,dicht::A,тусто,խիտ
615,dick[Gegenstand]::A,эчке,հաստ
616,dünn::A,човине,բարակ
617,fein::A,човине,նուրբ
618,fest::A,кеме,ամուր
619,fest::A,кеме,պինդ
620,flach::A,лапужа,տափակ
621,glatt::A,валаня,հարթ
622,hart::A,калгодо,կարծր
623,weich::A,чевте,մեղմ
624,weich::A,чевте,փափուկ
625,rund::A,кеверь,կլոր
626,spitz::A,пшти,սրածայր
627,scharf::A,пшти,սուր
628,stumpf::A,ношка,գուլ
629,schwer::A,стака,ծանր
630,schön::A,мазый,սիրուն
631,schön::A,мазый,գեղեցիկ
632,heiß::A,пси,թեժ
633,warm::A,лембе,տաք
634,warm::A,лембе,ջերմ
635,kalt::A,якшамо,ցուրտ
636,kühl::A,экше,զով
637,frisch::A,свежа,թարմ
638,feucht::A,летьке,ղոնավ
639,nass::A,начко,թաց
640,trocken::A,коське,ցամաք
641,voll::A,пешксе,լի
642,voll::A,пешксе,լիքը
643,leer::A,чаво,դատարկ
644,offen::A,панжадо,բաց
645,offen::A,виде,բաց
646,geschlossen::A,пекстазь,գոց
647,geschlossen::A,сёлгозь,գոց
648,sauber::A,ванькс,մաքուր
649,schmutzig::A,ливезев,կեղտոտ
650,roh::A,верек,հում
651,reif::A,кенерезь,հասած
652,reif::A,кенерезь,հասուն
653,lecker::A,тантей,համեղ
654,süß::A,ламбамо,անուշ
655,bitter::A,сэпей,կծու
656,sauer::A,чапамо,թթու
657,sauer::A,чапамо,թթված
658,hell::A,валдо,պայծառ
659,hell::A,валдо,խելամիտ
660,dunkel::A,чопода,մութ
661,schwarz::A,раужо,սեւ
662,weiß::A,ашо,սպիտակ
663,rot::A,якстере,կարմիր
664,gelb::A,ожо,դեղին
665,blau::A,сэнь,կապույտ
666,grün::A,пиже,կանաչ
667,grau::A,шержев,գորշ
668,bunt::A,сёрмав,գոյնզգոյն
669,billig::A,аволь питней,էժան
670,teuer::A,питней,թանկ
671,wertvoll::A,питней,թանկարժեք
672,blind::A,сокор,կույր
673,taub::A,амариця,խուլ
674,kräftig::A,пек виев,հզոր
675,stark::A,виев,ուժեղ
676,schwach::A,лавшо,տկար
677,schwach::A,лавшо,թույլ
678,fett::A,куя,գեր
679,schlank::A,виде ронга,նիհար
680,hübsch::A,мазый,գրավիչ
681,hübsch::A,мазый,սիրունիկ
682,böse::A,кежей,չար
683,dumm::A,чавола,հիմար
684,dumm::A,превтеме,հիմար
685,faul::A,нузякс,ծույլ
686,fleißig::A,мелень путыця,ջանասեր
687,fleißig::A,мелень путыця,փութաջան
688,geizig::A,скупой,ագահ
689,geizig::A,скупой,կծծի
690,klug::A,превей,խելոք
691,klug::A,превей,ընդունակ
692,geschickt::A,маштозь теезь,ճարտար
693,lieb::A,вадря,սիրելի
694,lustig::A,весёла,զվարթ
695,sanft::A,сэтьме,հեզ
696,hungrig::A,вачо,քաղցած
697,krank::A,сэредиця,հիվանդ
698,nackt::A,штапо,մերկ
699,traurig::A,нусманя,տխուր
700,lebendig::A,эриця,կենդանի
701,gut::A,паро,լավ
702,schlecht::A,берянь,վատ
703,richtig::A,виде,ձիշտ
704,schlimm::A,берянь,լղրճուկ
705,wahr::A,алкуксонь,ճիշտ
706,wahr::A,алкуксонь,իրական
707,alt::A,ташто,հին
708,neu::A,од,նոր
709,ehemalig::A,икелень,նախկին
710,alt[Lebewesen]::A,сыре,ծեր
711,alt[Lebewesen]::A,сыре,պառավ
712,jung::A,од,մատաղ
713,arm::A,кажов,աղքատ
714,reich::A,сюпав,հարուստ
715,bekannt::A,содавикс,ծանոթ
716,berühmt::A,содавикс,հայտնի
717,berühmt::A,содавикс,հռչակավոր
718,fremd::A,лия,օտար
719,fremd::A,асодавикс,օտար
720,verschieden::A,эрьва,տարբեր
721,nah::A,а васолонь,մոտ
722,nah::A,а васолонь,մերձ
723,fern::A,умонь,հեռավոր
724,fern::A,кезэрень,հեռավոր
725,linker::A,керш,ձախ
726,rechter::A,вить,աջ
727,anderer::A,лия,այլ
728,anderer::A,лия,ուրիշ
729,erster::A,васень,առաջին
730,erster::A,васенце,առաջին
731,zweiter::A,омбоце,երկրորդ
732,dritter::A,колмоце,երրորդ
733,letzter::A,меельце,վերջին
734,allein::ADV,башка,միայնակ
735,allein::ADV,ськамонзо,միայնակ
736,auf einmal::ADV,вейсэ,միասնաբար
737,zusammen::ADV,вейс,միասին
738,zusammen::ADV,вейс,իրար հետ
739,zusammen::ADV,вейсэ,միասին
740,zusammen::ADV,вейсэ,իրար հետ
741,lange::ADV,кувать,երկար ժամանակ
742,plötzlich::ADV,апак учо,հանկարծ
743,sofort::ADV,курок,իսկույն
744,sofort::ADV,нейке,իսկույն
745,später::ADV,мейле,ավելի ուշ
746,später::ADV,мейле,հետո
747,jetzt::ADV,ней,այժմ
748,heute::ADV,течи,այսօր
749,morgen::ADV,ванды,վաղը
750,bald::ADV,курок,շուտով
751,dann::ADV,мейле,ապա
752,dann::ADV,мейле,հետո
