,Concept_ID,lbe,ab
1295,zeichnen::V,сурат дуллан,
1296,schreiben::V,чичин,
1297,schreiben::V,чичлан,
1298,besitzen::V,дуну икӏан,амазаара
1299,besitzen::V,дуну дикӏан,амазаара
1300,besitzen::V,заллуну икӏан,амазаара
1301,kaufen::V,машан ласун,Аахəара
1302,verkaufen::V,баххан,аҭира
1303,bezahlen::V,арцу дулун,ахҭынҵара
1304,bezahlen::V,арцу дулун,ашəара
1305,bezahlen::V,багьа булун,ахҭынҵара
1306,bezahlen::V,багьа булун,ашəара
1307,zahlen::V,арцу дулун,ашəара
1308,zahlen::V,багьа булун,ашəара
1309,beherrschen::V,дуну икӏан,
1310,beherrschen::V,заллуну икӏан,
1311,ertragen::V,бухӏан,ачҳара
1312,Leber::N,,агəаҵəа
1313,Anhöhe::N,,аҳаракыра
1314,Bucht::N,,аӡбжьахала
1315,Barsch::N,,ацəыбла
1316,Hecht::N,,ахиаала
1317,Laus::N,,аҵа
1318,Ruf::N,,аҿҭы
1319,Platz::N,,аҭыҧ
1320,Kante::N,,авардым
1321,Größe::N,,изаҟароу
1322,Figur::N,,афигура
1323,Tasche::N,,арҭмаҟ
1324,Öl::N,,азеҭ
1325,Schuh::N,,аимаа
1326,Leine::N,,аҕура
1327,König::N,,акрал
1328,fein::A,,апа
1329,fein::A,,аҵаӷа
1330,fein::A,,аӡа
1331,auf einmal::ADV,,зныкала
1332,auf einmal::ADV,,зныкҟьара
1333,bald::ADV,,иласны
1334,einst::ADV,,зны
1335,schon::ADV,,уажәшьҭа
1336,schon::ADV,,аиҳа ипоу
1337,sie::PRN,,дара
1338,siebzig::NUM,,хынҩажәижәаба
1339,klirren::V,,ахьархьарра
1340,klirren::V,,архьархьарра
1341,heulen::V,,ауура
1342,rühren::V,,арҵəуара
1343,wollen::V,,аҭахра
1344,geraten::V,,нзаарын
1345,kratzen::V,,ацəҟьара
1346,stecken::V,,алаҵара
1347,schleifen::V,,ахра
1348,rütteln::V,,арҵысра
1349,ziehen::V,,ахара
1350,packen::V,,анкра
1351,packen::V,,аҵкаара
1352,zudecken::V,,аҵахҩара
1353,zudecken::V,,ақəршəра
1354,antreiben::V,,арццакра
1355,lassen::V,,арҟаҵара
1356,verstehen::V,,аҳара
