,Concept_ID,la,kl
78,Staub::N,pulvis,pujualanerit
79,Staub::N,pulvis,pujoralanerit
80,Rauch::N,fumus,iseq
81,Rauch::N,fumus,pujoq
82,Funke::N,scintilla,illoorneq
83,Feuer::N,ignis,inneq
84,Licht::N,lux,qaamaneq
85,Licht::N,lumen,qaamaneq
86,Schatten::N,umbra,tarraq
87,Wetter::N,caelum,sila
88,Wetter::N,tempestas,sila
89,Nebel::N,nebula,pujoq
90,Wolke::N,nubes,nuia
91,Regen::N,imber,sialuk
92,Regen::N,pluvia,sialuk
93,Schnee::N,nix,aput
94,Eis::N,glacies,siku
95,Frost::N,gelu,issi
96,Frost::N,gelu,issik
97,Kälte::N,frigus,issi
98,Hitze::N,calor,kianneq
99,Hitze::N,calor,kiassuseq
100,Hitze::N,aestus,kianneq
101,Hitze::N,aestus,kiassuseq
102,Raureif::N,pruina,kaneq
103,Regenbogen::N,arcus,neriusaaq
104,Donner::N,tonitrus,kalleq
105,Strömung::N,fluctus,
106,Tropfen::N,gutta,kuseriarneq
107,Schaum::N,spuma,qapuk
108,Schmutz::N,sordes,minguk
109,Schmutz::N,squalor,minguk
110,See::N,lacus,taseq
111,Sumpf::N,palus,maqulluk
112,Moor::N,palus,
113,Wiese::N,pratum,masarsuk
114,Wald::N,silva,
115,Hügel::N,collis,qattuneq
116,Hügel::N,collis,majuariaq
117,Hügel::N,collis,majorajaaq
118,Hügel::N,collis,qaqqannguaq
119,Anhöhe::N,specula,
120,Berg::N,mons,qaqqaq
121,Gipfel::N,vertex,
122,Höhle::N,caverna,qaarusuk
123,Höhle::N,spelunca,qaarusuk
124,Abhang::N,declivum,ippik
125,Abhang::N,declivum,sivinganeq
126,Abhang::N,declivum,sivingajaaq
127,Abhang::N,declivum,kussangajaaq
128,Quelle::N,fons,
129,Bach::N,rivus,kuunnguaq
130,Fluss::N,flumen,kuuk
131,Ufer::N,ripa,sissap sinaa
132,Küste::N,litus,sineriak
133,Festland::N,continens,
134,Meer::N,mare,imaq
135,Bucht::N,sinus,ikeq
136,Bucht::N,sinus,kangerluk
137,Bucht::N,sinus,kangerliumaneq
138,Insel::N,insula,qeqertaq
139,Blume::N,flos,naasoq
140,Gras::N,herba,ivigaq
141,Gras::N,gramen,ivigaq
142,Wurzel::N,radix,niulutaq
143,Baum::N,arbor,orpik
144,Stamm::N,truncus,kanaartaq
145,Rinde::N,cortex,ameraq
146,Ast::N,ramus,avalequt
147,Zweig::N,ramus,avalequt
148,Blatt::N,folium,pilutaq
149,Birke::N,betulla,patitsit
150,Kiefer[Baum]::N,pinus,
151,Weide[Baum]::N,salix,palleq
152,Tanne::N,abies,orsuerneq
153,Horn::N,cornu,nassuk
154,Feder::N,penna,suluk
155,Fell::N,pellis,ameq
156,Flügel::N,ala,suluk
157,Flügel::N,ala,isaroq
158,Klaue::N,unguis,kukik
159,Kralle::N,unguis,kukik
160,Schwanz::N,cauda,pamioq
161,Schwanz::N,cauda,paperuusaq
162,Ei::N,ovum,mannik
163,Nest::N,nidus,ullut
164,Bau::N,cavum,ini
165,Bau::N,latibulum,ini
166,Tier::N,bestia,uumasoq
167,Herde::N,grex,unguukkat
168,Kuh::N,vacca,ussik
169,Bulle::N,taurus,angukulak
170,Bulle::N,taurus,anguteralak
171,Bulle::N,taurus,angutikulooq
172,Pferd::N,equus,
173,Schaf::N,ovis,sava
174,Schwein::N,sus,puuluki
175,Schwein::N,porcus,puuluki
176,Hund::N,canis,qimmeq
177,Katze::N,felis,puisaaq
178,Bär::N,ursus,allaq
179,Eichhörnchen::N,sciurus,sissinnguaq
180,Elch::N,alces,
181,Fuchs::N,vulpes,terianniaq
182,Hase::N,lepus,ukaleq
183,Maus::N,mus,teriannguaq
184,Wolf::N,lupus,amaroq
185,Vogel::N,avis,timmiaq
186,Schwarm::N,examen,
187,Huhn::N,gallina,kukkukooq
188,Huhn::N,gallina,marloraaqaaq
189,Hahn::N,gallus,kiasiusaq
190,Gans::N,anser,nerleq
191,Adler::N,aquila,nattoralik
192,Ente::N,anas,
193,Eule::N,ulula,uppik
194,Eule::N,noctua,uppik
195,Kranich::N,grus,qorlorfik
196,Krähe::N,cornix,tuluatsiaq
197,Kuckuck::N,cuculus,kukkooq
198,Schwan::N,olor,qussuk
199,Schwan::N,cycnus,qussuk
200,Fisch::N,piscis,aalisagaq
201,Barsch::N,perca,
202,Hecht::N,esox,
203,Schlange[Tier]::N,serpens,pulateriarsuk
204,Schlange[Tier]::N,serpens,pulateriaarsuk
205,Wurm::N,vermis,
206,Spinne::N,aranea,aasiaq
207,Spinne::N,aranea,nissavaarsuk
208,Ameise::N,formica,uniaaluk
209,Laus::N,pediculus,kumak
210,Mücke::N,culex,ippernaq
211,Fliege::N,musca,ippernaq
212,Schmetterling::N,papilio,paluaq
213,Schmetterling::N,papilio,pakkaluaq
214,Schmetterling::N,papilio,utsuppaluaq
215,Schmetterling::N,papilio,taqaleqisaaq
216,Beere::N,baca,paarmaq
217,Beere::N,baca,paarngaq
218,Apfel::N,malum,iipili
219,Pilz::N,fungus,anngiusaq
220,Zwiebel::N,cepa,uanitsoq
221,Saat::N,seges,naatsiiassaq
222,Korn::N,granum,maannineq
223,Heu::N,faenum,
224,Schale::N,putamen,niutsivik
225,Schale::N,putamen,ilulissaq qaartussaq
226,Grube::N,fovea,itersaq
227,Falle::N,pedica,pualavoq
228,Schlinge::N,laqueus,orseq
229,Schlinge::N,laqueus,norloq
230,Spur::N,vestigium,tumaa
231,Asche::N,cinis,arsat
232,Dreck::N,lutum,minguk
233,Eisen::N,ferrum,savimineq
234,Eisen::N,ferrum,saffiugassaq
235,Gold::N,aurum,kuulti
236,Silber::N,argentum,siilviuvoq
237,Kohle::N,carbo,aamarsuit aamaruutissat
238,Glas::N,vitrum,igalaaq
239,Glas::N,vitrum,imertarfik
240,Glas::N,vitrum,igalaamineq
241,Lehm::N,lutum,marraq
242,Sand::N,arena,sioqqat
243,Mensch::N,homo,inuk
244,Mensch::N,homo,silamiu
245,Mann::N,vir,angut
246,Frau::N,mulier,arnaq
247,Kind::N,puer,meeraq
248,Kind::N,infans,meeraq
249,Junge::N,puer,nukappiaraq
250,Mädchen::N,puella,arnannguaq
251,Familie::N,familia,ilaqutakka
252,Familie::N,familia,ilaqutariit
253,Großvater::N,avus,aatak
254,Großmutter::N,avia,aanaq
255,Eltern::N,parentes,angajoqqaat
256,Vater::N,pater,ataata
257,Vater::N,pater,ataataq
258,Mutter::N,mater,anaana
259,Sohn::N,filius,erneq
260,Tochter::N,filia,panik
261,Bruder::N,frater,ani
262,Bruder::N,frater,aqqaluk
263,Bruder::N,frater,qatanngut
264,Schwester::N,soror,naja
265,Schwester::N,soror,aleqa
266,Schwester::N,soror,qatanngut
267,Onkel::N,patruus,akkak
268,Onkel::N,avunculus,akkak
269,Tante::N,amita,aja
270,Tante::N,amita,ajak
271,Tante::N,amita,atsak
272,Ehemann::N,maritus,ui
273,Ehefrau::N,uxor,nuliaq
274,Freude::N,gaudium,tipaatsussuseq
275,Freude::N,laetitia,tipaatsussuseq
276,Gelächter::N,risus,illaq
277,Glück::N,felicitas,usornaat
278,Glück::N,felicitas,usornarsuseq
279,Kummer::N,aegritudo,
280,Wunsch::N,voluntas,kissaat
281,Wunsch::N,desiderium,kissaat
282,Lust::N,libido,illigussuseq
283,Lust::N,libido,piummaseq
284,Lust::N,voluptas,illigussuseq
285,Lust::N,voluptas,piummaseq
286,Geist::N,mens,anerneq
287,Geist::N,mens,toornaq
288,Geist::N,animus,anerneq
289,Geist::N,animus,toornaq
290,Gedanke::N,sententia,isumassaq
291,Gedächtnis::N,memoria,eqqaamannissuseq
292,Verstand::N,ratio,isuma
293,Verstand::N,ratio,sianissut
294,Verstand::N,ratio,misigissut
295,Verstand::N,ratio,sianissuseq
296,Verstand::N,ratio,silaqassuseq
297,Verstand::N,ingenium,isuma
298,Verstand::N,ingenium,sianissut
299,Verstand::N,ingenium,misigissut
300,Verstand::N,ingenium,sianissuseq
301,Verstand::N,ingenium,silaqassuseq
302,Sinn::N,sensus,isuma
303,Grund::N,causa,patsit
304,Wahrheit::N,veritas,sallusuissut
305,Gespräch::N,sermo,
306,Märchen::N,fabula,oqalualaarut
307,Märchen::N,fabula,oqaluasaaq
308,Erzählung::N,fabula,oqaluttuaq
309,Erzählung::N,narratio,oqaluttuaq
310,Nachricht::N,nuntius,oqaassut
311,Nachricht::N,nuntius,oqqersuut
312,Neuigkeit::N,novitas,tusarnartaq
313,Name::N,nomen,ateq
314,Rätsel::N,aenigma,nalorsitsaarut
315,Rede::N,oratio,oqaluuseq
316,Sprache::N,lingua,oqaatsit
317,Stimme::N,vox,erinaq
318,Stimme::N,vox,qarluuseq
319,Wort::N,verbum,oqaasii
320,Wort::N,vocabulum,oqaasii
321,Zeichen::N,signum,nalunaaqqut
322,Ruf::N,clamor,qaaqqussut
323,Lärm::N,strepitus,perpaluk
324,Laut::N,sonus,torsukattak
325,Ton::N,sonus,erinaq
326,Lied::N,carmen,taalliaq
327,Lied::N,carmen,erinarsuut
328,Ruhe::N,quies,qatsunganeq
329,Leute::N,homines,inuiak
330,Leute::N,homines,inuiaqatigiit
331,Volk::N,populus,inuiaat
332,Arbeit::N,labor,suliaq
333,Gast::N,hospes,qaaqqusaq
334,Gast::N,conviva,qaaqqusaq
335,Geschenk::N,munus,pajugut
336,Spiel::N,ludus,
337,Gesellschaft::N,societas,
338,Hilfe::N,auxilium,annertoqqut
339,Hilfe::N,subsidium,annertoqqut
340,Freund::N,amicus,tiliaq
341,Freund::N,amicus,ikinngut
342,Kamerad::N,socius,tiliaq
343,Kamerad::N,socius,ikinngut
344,Angelegenheit::N,res,
345,Anzahl::N,numerus,
346,Art::N,genus,ileqquuseq
347,Stück::N,frustum,nakkaalaniku
348,Stück::N,fragmentum,nakkaalaniku
349,Teil::N,pars,tassiaasat
350,Hälfte::N,dimidium,affaq
351,Kreis::N,orbis,kaajaluinneq or kaajaluitsoq
352,Kreis::N,circus,kaajaluinneq or kaajaluitsoq
353,Kreuz::N,crux,sanningasulik
354,Linie::N,linea,tittaq
355,Linie::N,linea,titarneq
356,Strich::N,lineamentum,
357,Abstand::N,intervallum,aku
358,Abstand::N,intervallum,ikiaq
359,Entfernung::N,spatium,asi
360,Gegend::N,loca,nuna
361,Gegend::N,regio,nuna
362,Platz::N,locus,ini
363,Platz::N,locus,inissaq
364,Ort::N,locus,sumiiffik
365,Seite::N,latus,saneraq
366,Mitte::N,medium,qiteq
367,Gegenstand::N,res,
368,Sache::N,res,pigisaq
369,Rand::N,margo,sini
370,Rand::N,margo,akerfineq
371,Kante::N,angulus,akerfineq
372,Ecke::N,angulus,teqeqqoq
373,Ecke::N,angulus,tikeqqoq
374,Spitze::N,cacumen,inngik
375,Ende::N,caput,isu
376,Loch::N,foramen,putu
377,Winkel::N,angulus,teqeqqorissaat
378,Muster::N,exemplum,ilisserut
379,Größe::N,magnitudo,angissuseq
380,Länge::N,longitudo,takissuseq
381,Höhe::N,altitudo,
382,Gewicht::N,pondus,oqimaalutaq
383,Menge::N,copia,amerlassuseq
384,Haufen::N,acervus,eqimattat
385,Reihe::N,ordo,allunaasaq
386,Boot::N,navicula,qajaq
387,Boot::N,navicula,angallat
388,Boot::N,navicula,umiatsiaq
389,Ruder::N,remus,iput
390,Schlitten::N,sclodia,qamutit
391,Schlitten::N,sclodia,qimusseq
392,Ski::N,narta,ataarut
393,Lagerfeuer::N,ignis,
394,Last::N,onus,nammagaq
395,Gang::N,cursus,
396,Schritt::N,gradus,allorneq
397,Norden::N,septentriones,avannaq
398,Süden::N,meridies,qava
399,Süden::N,meridies,kujat
400,Süden::N,meridies,kujataa
401,Westen::N,occidens,kitaa
402,Osten::N,oriens,kangi
403,Holz::N,lignum,qisuk
404,Brett::N,tabula,salliligaq
405,Platte::N,lamina,qaateq
406,Stütze::N,adminiculum,ajagutaq
407,Stütze::N,adminiculum,ajaagutaq
408,Stange::N,pertica,kaaviffik
409,Stock::N,baculum,ajaappissat
410,Stab::N,scipio,ajaappissat
411,Rohr::N,tubus,sullulik
412,Haus::N,aedes,illu
413,Heim::N,domicilium,
414,Ofen::N,fornax,kissarsuut
415,Fußboden::N,solum,nateq
416,Tisch::N,mensa,allattarfik
417,Stuhl::N,sella,issiavik
418,Stuhl::N,sella,issiaffik
419,Wiege::N,cunae,uaasoq
420,Bett::N,lectus,nallavik
421,Regal::N,foruli,ilisivik
422,Kiste::N,cista,sakissat
423,Kiste::N,cista,illerfiusaq
424,Fenster::N,fenestra,aki
425,Fenster::N,fenestra,igalaaq
426,Tür::N,ianua,matu
427,Tor::N,porta,isaaffik
428,Zaun::N,saepes,saputit
429,Dach::N,tectum,qaliaq
430,Leiter::N,scalae,tummeqqat
431,Leiter::N,scalae,majuartarfiit
432,Besen::N,scopae,saligutit
433,Spaten::N,pala,nivaataq
434,Schaufel::N,pala,nivaataq
435,Gabel::N,fuscinula,qilluaq
436,Gabel::N,fuscinula,ajassaatit
437,Löffel::N,coclear,alussaat
438,Messer::N,culter,savik
439,Nagel::N,clavus,kukik
440,Netz::N,rete,anguffaseq
441,Haken::N,hamus,nissik
442,Haken::N,hamus,qarsorsaq
443,Haken::N,hamus,qarsorsartoq
444,Griff::N,manubrium,ipi
445,Schloss::N,claustra,illussaarsuaq
446,Bild::N,tabula,assiliaq
447,Bild::N,pictura,assiliaq
448,Figur::N,statunculum,kisitsit
449,Puppe::N,pupa,inuusaq
450,Beutel::N,sacculus,
451,Bündel::N,fascis,qilertaq
452,Tasche::N,sacculus,pooqattaq
453,Eimer::N,situla,
454,Deckel::N,operculum,matu
455,Geschirr::N,vasa,anut
456,Sack::N,saccus,
457,Tasse::N,pocillum,tiitorfik
458,Tasse::N,pocillum,tiitorfiup ilorlia
459,Topf::N,olla,qoqqoq
460,Kessel::N,aenum,uunnaavik
461,Essen::N,cena,igaaq
462,Nahrung::N,cibus,neqissaq
463,Nahrung::N,alimenta,neqissaq
464,Speise::N,cibus,nerisassat
465,Fleisch::N,caro,neqi
466,Getreide::N,frumentum,maannineq
467,Brei::N,puls,
468,Brot::N,panis,iffit
469,Brot::N,panis,iffiaq
470,Scheibe::N,frustum,igalaassiaq
471,Fett::N,pingue,tarnutissaq
472,Fett::N,pingue,tarnutissiaq
473,Butter::N,butȳrum,punneq
474,Öl::N,oleum,uulia
475,Salz::N,sal,taratsut
476,Suppe::N,ius,qajoq
477,Honig::N,mel,tungusunnitsuut
478,Milch::N,lac,immuk
479,Tee::N,thea,tii
480,Tee::N,thea,teeq
481,Leder::N,corium,
482,Wolle::N,lana,nuersagassiaq
483,Stoff::N,textum,milliaq
484,Stoff::N,textum,qarlissiaq
485,Nadel::N,acus,meqqut
486,Faden::N,filum,ujalussiaq
487,Knopf::N,bulla,attat
488,Knoten::N,nodus,akeroq
489,Knoten::N,nodus,qilerneq
490,Farbe::N,pigmentum,qalipaat
491,Kleidung::N,vestimenta,atisat
492,Kleidung::N,vestimenta,annoraaq
493,Hemd::N,tunica,ilupaaq
494,Kragen::N,collare,qungasiinnaq
495,Ärmel::N,manica,aaq
496,Hose::N,bracae,qarliit
497,Gürtel::N,cingulum,qiterut
498,Gürtel::N,cingulum,unngersaq
499,Mütze::N,pilleus,nasaq
500,Schuh::N,calceus,skuu
501,Schuh::N,calceus,ikernuk
502,Schuh::N,calceus,ateraasaq
503,Stiefel::N,pero,kamik
504,Stiefel::N,caliga,kamik
505,Ring::N,anulus,assammiu
506,Band::N,redimiculum,qilerutissiaq
507,Kamm::N,pecten,illaagutit
508,Kamm::N,pecten,illaajaatit pl.
509,Spiegel::N,speculum,tarrarsuut
510,Riemen::N,lorum,allunaaq
511,Schnur::N,linum,kujaaq
512,Schnur::N,linum,allunaasaq
513,Leine::N,retinaculum,aleq
514,Decke::N,lodix,qipik
515,Kissen::N,pulvinus,akit
516,Tuch::N,velum,qarlissiaq
517,Handtuch::N,mantele,allarut
518,Handtuch::N,mantele,allarterut
519,Kraft::N,vis,pissak
520,Stärke::N,robur,qerattarsaat
521,Gesundheit::N,valetudo,peqqisusseq
522,Krankheit::N,morbus,nappaat
523,Schmerz::N,dolor,anniaat
524,Wunde::N,vulnus,iki
525,Fieber::N,febris,nappaat qanimanartoq
526,Arznei::N,remedium,imigassaq
527,Brücke::N,pons,ikaartarfik
528,Brunnen::N,puteus,tissaluttuliaq
529,Weide::N,pascua,masarsuk
530,Pfad::N,semita,aqqut
531,Weg::N,iter,aggerfik
532,Straße::N,via,aqqusineq
533,Dorf::N,vicus,nunaqarfik
534,Stadt::N,urbs,illorpaat
535,Stadt::N,urbs,illorpalik
536,Stadt::N,oppidum,illorpaat
537,Stadt::N,oppidum,illorpalik
538,Brief::N,epistula,allagarsiaq
539,Buch::N,liber,atuakkat
540,Buch::N,liber,mappersagaq
541,Buchstabe::N,littera,naqinneq
542,Zeitung::N,diurnum,aviisi
543,Leben::N,vita,inuussuseq
544,Tod::N,mors,toqu
545,Tod::N,mors,toquneq
546,Grab::N,sepulcrum,iliveq
547,Grab::N,sepulcrum,illissat
548,Kirche::N,ecclesia,oqaluffik
549,Sünde::N,peccatum,ajorti
550,Gott::N,deus,
551,Arbeiter::N,operarius,sulisoq
552,Chef::N,praefectus,ittoqut
553,Meister::N,magister,naalagaq
554,Arzt::N,medicus,katsorsaasoq
555,Lehrer::N,magister,ilinniartitsisoq
556,Geld::N,aes,aningaasat
557,Geld::N,pecunia,aningaasat
558,Geschäft::N,negotium,niuertarfik
559,Laden::N,taberna,niuertarfik
560,Preis::N,pretium,aki
561,Ware::N,merx,qaliata pii
562,Ware::N,merx,nioqqutissaq
563,Nutzen::N,utilitas,iluaqut
564,Reichtum::N,opes,
565,Reichtum::N,divitiae,
566,Welt::N,mundus,nunarsuaq
567,Land::N,terra,nuna
568,Staat::N,res publica,
569,König::N,rex,kunngi
570,Macht::N,potestas,pissaassuseq
571,Grenze::N,limes,killik
572,Krieg::N,bellum,sorsunneq
573,Feind::N,inimicus,akeraq
574,Feind::N,inimicus,akerartorti
575,Feind::N,inimicus,qinngarsuisoq
576,Gewalt::N,vis,
577,Kampf::N,pugna,sorsunneq
578,Bogen[Waffe]::N,arcus,
579,Pfeil::N,sagitta,qalugiusaq
580,Gewehr::N,sclopetum,aallaat
581,Fehler::N,error,kukkuneq
582,Fehler::N,error,paarlaappaa
583,Lüge::N,mendacium,
584,Schaden::N,damnum,
585,Schaden::N,detrimentum,
586,Unglück::N,miseria,perluut
587,Unglück::N,calamitas,perluut
588,Schuld::N,culpa,akiitsugaq
589,Schuld::N,culpa,akiligassaq
590,Alter::N,aetas,utoqqaq
591,Schluss::N,finis,isu
592,Zeit::N,tempus,ulloq
593,Zeit::N,tempus,akuttoqatigiinneq
594,Tag::N,dies,ulloq
595,Morgen::N,mane,ullaaq
596,Mittag::N,meridies,ulloqeqqa
597,Abend::N,vesper,unnuk
598,Nacht::N,nox,unnuaq
599,Woche::N,septimana,sapaatip akunnera
600,Monat::N,mensis,qaammat
601,Jahr::N,annus,ukioq
602,Frühling::N,ver,upernaaq
603,Sommer::N,aestas,aasaq
604,Herbst::N,autumnus,ukiaq
605,Winter::N,hiems,ukioq
606,Januar::N,Ianuarius,siulleeq
607,Januar::N,Ianuarius,qaammaliaq
608,Februar::N,Februarius,aarlaat
609,März::N,Martius,marsi
610,März::N,Martius,martsi
611,April::N,Aprilis,
612,Mai::N,Maius,maaji
613,Juni::N,Iunius,juuni
614,Juli::N,Iulius,juuli
615,August::N,Augustus,aggusti
616,September::N,September,septembari
617,Oktober::N,Octobris,oktobari
618,November::N,Novembris,novembari
619,Dezember::N,December,detsembari
620,Montag::N,dies lunae,ataasinngortoq
621,Dienstag::N,dies Martis ,marlunngorneq
622,Mittwoch::N,dies Mercurii,pingasunngorneq
623,Donnerstag::N,dies Iovis,sisamanngorneq
624,Freitag::N,dies Veneris,tallimanngorneq
625,Samstag::N,dies Saturni,arfininngorneq
626,Sonntag::N,dominicus,sapaat
627,Sonntag::N,dominicus,sapaati
628,Sonntag::N,dies solis,sapaat
629,Sonntag::N,dies solis,sapaati
630,groß::A,magnus,angivoq
631,klein::A,parvus,mikivoq
632,lang::A,longus,takisooq
633,kurz::A,brevis,naatsoq
634,breit::A,latus,silippoq
635,schmal::A,angustus,amitsoq
636,dicht::A,densus,torsusooq
637,dick[Gegenstand]::A,crassus,issuvoq
638,dick[Gegenstand]::A,crassus,issusooq
639,dünn::A,tenuis,amitsoq
640,fein::A,subtilis,mamarpoq
641,fest::A,solidus,tangeqarpoq
642,fest::A,stabilis,tangeqarpoq
643,flach::A,planus,nalimmappoq
644,glatt::A,levis,quasak
645,hart::A,durus,mattusooq
646,hart::A,durus,manngerpoq
647,hart::A,durus,titeqquluppoq
648,weich::A,mollis,nerumaarpoq
649,rund::A,rotundus,ammallorippoq
650,spitz::A,acutus,qummukujooq
651,scharf::A,acer,ipippoq
652,stumpf::A,hebes,anngerpoq
653,schwer::A,gravis,oqimaappoq
654,schön::A,pulcher,kusanarpoq
655,schön::A,formosus,kusanarpoq
656,heiß::A,fervidus,kiappoq
657,warm::A,calidus,oqorpoq
658,kalt::A,frigidus,issippoq
659,kühl::A,frigidus,pueqqortippoq
660,frisch::A,recens,
661,feucht::A,umidus,isugutavoq
662,feucht::A,umidus,qaasernarpoq
663,nass::A,madidus,imerorpoq
664,trocken::A,aridus,panerpoq
665,voll::A,plenus,ulikkaarpoq
666,leer::A,vacuus,imaattuarpoq
667,offen::A,apertus,ammavoq
668,geschlossen::A,clausus,matuvoq
669,sauber::A,lautus,eqqippoq
670,sauber::A,lautus,sukuluippoq
671,sauber::A,lautus,ipeqanngilaq
672,schmutzig::A,sordidus,tapappoq
673,schmutzig::A,sordidus,minguppoq
674,roh::A,crudus,aapavoq
675,reif::A,maturus,qaarulerpoq
676,lecker::A,delicatus,
677,süß::A,dulcis,tungusunnippoq
678,bitter::A,amarus,qasilippoq
679,bitter::A,acerbus,qasilippoq
680,sauer::A,acidus,
681,hell::A,clarus,qaamavoq
682,dunkel::A,obscurus,qernerpoq
683,schwarz::A,niger,qernerpoq
684,weiß::A,albus,qaqorpoq
685,rot::A,ruber,aappaluppoq
686,gelb::A,flavus,sungaarpoq
687,blau::A,caeruleus,tungujorpoq
688,grün::A,viridis,qorsooqqippoq
689,grau::A,canus,qaserpoq
690,bunt::A,varius,
691,billig::A,vilis,akikippoq
692,teuer::A,carus,
693,wertvoll::A,pretiosus,erlinnarpoq
694,blind::A,caecus,tappiippoq
695,blind::A,caecus,isigisaqanngilaq
696,taub::A,surdus,tusilarpoq
697,kräftig::A,robustus,pissaq
698,kräftig::A,robustus,pissarsuaq
699,stark::A,firmus,sanngivoq
700,stark::A,validus,sanngivoq
701,schwach::A,debilis,nakuippoq
702,schwach::A,infirmus,nakuippoq
703,fett::A,crassus,pualavoq
704,schlank::A,procerus,tuappoq
705,hübsch::A,pulcher,aatsialaq
706,böse::A,improbus,ajorpoq
707,dumm::A,stultus,taqajak
708,dumm::A,stultus,sikkilluppoq
709,dumm::A,stultus,qaatusimasaqanngilaq
710,dumm::A,stupidus,taqajak
711,dumm::A,stupidus,sikkilluppoq
712,dumm::A,stupidus,qaatusimasaqanngilaq
713,faul::A,piger,eqiasuppoq
714,faul::A,piger,eqiattortuvoq
715,fleißig::A,sedulus,eqiasuippoq
716,geizig::A,avarus,iasilaarpoq
717,geizig::A,avarus,tukkuippoq
718,klug::A,prudens,mallak
719,klug::A,prudens,ittanneq
720,klug::A,prudens,kutaappoq
721,klug::A,prudens,kuttaappoq
722,klug::A,prudens,qarasagippoq
723,geschickt::A,sollers,
724,lieb::A,carus,akisooq
725,lustig::A,iocosus,piikulavoq
726,sanft::A,clemens,isumagippoq
727,hungrig::A,impastus,kaappoq
728,hungrig::A,impastus,perlilerpoq
729,krank::A,aeger,napparsimavoq
730,nackt::A,nudus,
731,traurig::A,maestus,aliasuppoq
732,lebendig::A,vivus,uumavoq
733,gut::A,bonus,ajunngilaq
734,schlecht::A,malus,sualuppoq
735,richtig::A,rectus,iluarpoq
736,schlimm::A,malus,amiilaarnarpoq
737,wahr::A,verus,ilumoorpoq
738,alt::A,antiquus,pisoqaq
739,neu::A,novus,nutaavoq
740,ehemalig::A,pristinus,
741,alt[Lebewesen]::A,vetus,utoqqaq
742,jung::A,iuvenis,inuusuppoq
743,jung::A,iuvenis,kingulliarsuk
744,arm::A,pauper,piillasoq
745,arm::A,pauper,piitsuuvoq
746,reich::A,dives,pisuuvoq
747,bekannt::A,notus,
748,berühmt::A,celeber,tusaamasaq
749,berühmt::A,illustris,tusaamasaq
750,fremd::A,peregrinus,ajasoornarpoq
751,verschieden::A,varius,allatut
752,verschieden::A,varius,tamalaat
753,nah::A,propinquus,qanippoq
754,fern::A,longinquus,ungasippoq
755,linker::A,sinister,saamerleq
756,rechter::A,dexter,innarluissut
757,anderer::A,alius,
758,erster::A,primus,siulleq
759,zweiter::A,secundus,qataatsup tullia
760,dritter::A,tertius,pingajorarterut
