,Concept_ID,ta,te
106,Bucht::N,சிறுகுடா,మరుగు
107,Insel::N,தீவு,దీవి
108,Blume::N,பூ,పుష్పము
109,Gras::N,புல்தரை,పచ్చగడ్డి
110,Wurzel::N,வேர்,వేరు
111,Baum::N,மரம்,చెట్టు
112,Stamm::N,அடிமரம்,చెట్టుబోదె
113,Rinde::N,பட்டை,చెట్టుపట్ట
114,Rinde::N,மரப்பட்டை,చెట్టుపట్ట
115,Ast::N,கினை,కొమ్మ
116,Zweig::N,குச்சி,చివుకు
117,Blatt::N,இலை,ఆకు
118,Birke::N,பிர்ச் மரம்,తరహా చెట్టు
119,Kiefer[Baum]::N,தேவதாரு மரம்,దేవదారు చెట్టు
120,Weide[Baum]::N,மர வகைகளுள் ஒன்று,జాతిచెట్టు
121,Tanne::N,சாதிக்கய்,దేవదారుచెట్టు
122,Horn::N,கொம்பு,కొమ్ము
123,Feder::N,இறகு,ఈక
124,Fell::N,மென்முடி,తోలు
125,Flügel::N,இறக்கை,ఱెక్క
126,Klaue::N,நகம்,వంకరగోరు
127,Kralle::N,நகம்,వంకరగోరు
128,Schwanz::N,வால்,తోక
129,Ei::N,முட்டை,గ్రుడ్డు
130,Nest::N,கூடு,పక్షిగూడు
131,Bau::N,குகை,గుహ
132,Tier::N,விலங்கு,జంతువు
133,Herde::N,கூட்டம்,మంద
134,Kuh::N,பசு,ఆవు
135,Bulle::N,காளை,గిత్త
136,Pferd::N,குதிரை,గుఱ్ఱము
137,Schaf::N,செம்மறிஆடு,గొఱ్ఱె
138,Schwein::N,பன்றி,పంది
139,Hund::N,நாய்,కుక్క
140,Katze::N,பூனை,పిల్లి
141,Bär::N,கரடி,ఎలుగుబంటి
142,Eichhörnchen::N,அணில்,ఉడుత
143,Elch::N,கடம்பை,కణంజు
144,Fuchs::N,நரி,గుంటనక్క
145,Hase::N,முயல்,కుందేలు
146,Maus::N,எலி,చిట్టెలుక
147,Wolf::N,ஓநாய்,తోడేలు
148,Vogel::N,பறவை,పక్షి
149,Schwarm::N,தொகுதி,గుంపు
150,Huhn::N,கோழிக்குஞசு,కోడిపిల్ల
151,Hahn::N,சேவல்,కోడివుంజు
152,Gans::N,பெண் வாத்து,ఆడుబాతు
153,Adler::N,பருநது,గ్రద్ద
154,Ente::N,வாத்து,పాట్టిబాతు
155,Eule::N,ஆந்தை,గ్రుడ్లగూబ
156,Kranich::N,நாரை,కొంగ
157,Krähe::N,காகம்,కాకి
158,Kuckuck::N,குயில்,కోయల
159,Schwan::N,அன்னம்,హంస
160,Fisch::N,மீன்,చేప
161,Barsch::N,பேர்ச்,ఒకచేఁప
162,Hecht::N,கோலாச்சி மீன்,గండుమీను
163,Schlange[Tier]::N,பாம்பு,పాము
164,Wurm::N,புழு,పురుగు
165,Spinne::N,சிலந்தி,సాలె పురుగు
166,Ameise::N,எறும்பு,చీమ
167,Laus::N,பேன்,పేను
168,Mücke::N,கொசுவினப்பூச்சி,చీకటీగ
169,Fliege::N,ஈ,ఈగ
170,Schmetterling::N,வண்ணத்துப்பூச்சி,సీతాకోకచిలుక
171,Beere::N,சதைப்பழம்,కాయ
172,Apfel::N,ஆப்பிள பழம்,ఆపిల్ పండు
173,Pilz::N,காளான்,కుక్కగొడుగు
174,Zwiebel::N,வெங்காயம்,నీరుల్లి
175,Saat::N,விதை,విత్తనము
176,Korn::N,தானியம்,గింజ
177,Heu::N,வைக்கோல்,ఎండుగడ్డి
178,Schale::N,தோல்,పొట్టు
179,Grube::N,குழி,గొయ్యి
180,Falle::N,பொறி,బోను
181,Schlinge::N,கண்ணி,ఉరి
182,Spur::N,சுவடு,జాడ
183,Asche::N,சாம்பல்,బూడిద
184,Dreck::N,அழுக்கு,ముఱికి
185,Eisen::N,இரும்பு,ఇనుము
186,Gold::N,தங்கம்,బంగారము
187,Silber::N,வெள்ளி,వెండి
188,Kohle::N,நிலக்கரி,నేలబొగ్గు
189,Glas::N,கண்ணாடி,గాజు
190,Lehm::N,களிமண்,బంకమన్ను
191,Sand::N,மணல்,ఇసుక
192,Mensch::N,மனிதர்கள்,నరుడు
193,Mann::N,மனிதன்,పురుమడు
194,Frau::N,பெண்,ఆడుది
195,Kind::N,குழந்தை,బిడ్డ
196,Junge::N,பையன்,బాలుడు
197,Mädchen::N,சிறுமி,బాలిక
198,Familie::N,குடும்பம்,కుటుంబము
199,Großvater::N,தாத்தா,తాత
200,Großmutter::N,பாட்டி,అయ్యమ్మ
201,Eltern::N,பெற்றோர்,తల్లితండ్రులు
202,Vater::N,தந்தை,తండ్రి
203,Mutter::N,தாய்,తల్లి
204,Sohn::N,மகன்,కొడుకు
205,Tochter::N,மகள்,కూతురు
206,Bruder::N,சகோதரன்,పోదరుడు
207,Schwester::N,அக்கா,సోదరి
208,Onkel::N,தாய் மாமன்,మేనమామ
209,Tante::N,அத்தை,మేనత్త
210,Tante::N,அத்தை,పినతల్లి
211,Ehemann::N,கணவன்,భర్త
212,Ehefrau::N,மனைவி,భార్య
213,Freude::N,கொண்டாட்டம்,సంతోషము
214,Gelächter::N,சிரிப்பு,నవ్వు
215,Glück::N,மகிழ்ச்சி,సంతోషము
216,Kummer::N,துயரம்,దుఃఖము
217,Wunsch::N,விருப்பம்,కోరిక
218,Lust::N,விருப்பம்,కోరిక
219,Geist::N,ஆன்மா,ఆత్మ
220,Gedanke::N,எண்ணம்,ఆలోచన
221,Gedächtnis::N,ஞாபகம்,జ్ఞాపకము
222,Verstand::N,மனம்,మనస్సు
223,Sinn::N,அர்த்தம்,అర్థము
224,Grund::N,காரணம்,కారణము
225,Wahrheit::N,உண்நை,సత్యము
226,Gespräch::N,பெசு,పంభాషణ
227,Märchen::N,நம்பத்தகாத கதை,అద్భుతకథ
228,Erzählung::N,கதை,కథ
229,Nachricht::N,செய்தி,వార్త
230,Neuigkeit::N,செய்தி,వార్త
231,Name::N,பெயர்,పేరు
232,Rätsel::N,புதிர்,చిక్కు
233,Rede::N,பேச்சு,ఉపన్యాసము
234,Sprache::N,மொழி,భాష
235,Stimme::N,குரல்,కంరథ్సని
236,Wort::N,வார்த்தை,మాట
237,Zeichen::N,குறி,గుర్తు
238,Ruf::N,அழைப்பு,పిలువు
239,Lärm::N,சத்தம்,సందడి
240,Laut::N,ஒலி,ధ్వని
241,Ton::N,குரல்,స్వరము
242,Lied::N,பாட்டு,పాట
243,Ruhe::N,அமைதி,గాలిలేమి
244,Leute::N,மக்கள்,జనులు
245,Volk::N,மக்கள்,జాతి
246,Arbeit::N,வேலை,పని
247,Gast::N,விருந்தாளி,అతిధి
248,Geschenk::N,பரிசுப் பொருள்,దానము
249,Spiel::N,விளையாட்டு,ఆట
250,Gesellschaft::N,சமுதாயம்,జట్టు
251,Hilfe::N,உதவி,సాహాయ్యము
252,Freund::N,நண்பன்,స్నేహితుడు
253,Kamerad::N,உடனிருப்பவன்,చెలికాడు
254,Angelegenheit::N,செய்தி,విషయము
255,Anzahl::N,எண்ணிக்கை,లెక్క
256,Art::N,வகை,జాతి
257,Stück::N,துண்டம்,తునుక
258,Teil::N,பகுதி,భాగము
259,Hälfte::N,பாதி,సగము
260,Kreis::N,வட்டம்,వృత్తము
261,Kreuz::N,சிலுவை,సిలువ
262,Linie::N,கோடு,గీత
263,Strich::N,வாத நோய்,గీత
264,Abstand::N,இடைவெளி,సందు
265,Entfernung::N,தூரம்,దూరము
266,Gegend::N,வட்டாரம்,విస్తీర్ణము
267,Platz::N,வெற்றிடம்,ఎడము
268,Ort::N,இடம்,స్థలము
269,Seite::N,பக்கம்,ప్రక్క
270,Mitte::N,இடைப்பகுதி,నడిమి
271,Gegenstand::N,உருப்படி,పద్దు
272,Sache::N,பொருள்,వస్తువు
273,Rand::N,தொங்கு,అంచు
274,Kante::N,விளிம்பு,అంచు
275,Ecke::N,மூலை,మూల
276,Spitze::N,முனை,మొన
277,Ende::N,முடிவு,కొన
278,Loch::N,துளை,రంధ్రము
279,Winkel::N,கோணம்,కోణము
280,Muster::N,பாங்கு,మాదిరి
281,Größe::N,அளவு,పరిమాణము
282,Länge::N,நீளம்,పొడుగు
283,Höhe::N,உயரம்,పొడుగు
284,Gewicht::N,எடை,భారము
285,Menge::N,தொகை,మొత్తము
286,Haufen::N,குவியல்,రాశి
287,Reihe::N,வரிசை,వరుస
288,Boot::N,படகு,పడవ
289,Ruder::N,துடுப்பு,అడక
290,Schlitten::N,சகடையிலா வண்டி,సరవండ్లు
291,Ski::N,பனிச் சறுக்கல்,స్కీ
292,Lagerfeuer::N,மூட்டம்,నెగడు
293,Last::N,பாரம்,బరువు
294,Gang::N,நடை,నడక
295,Schritt::N,காலடி,అడుగు
296,Norden::N,வடக்கு,ఉత్తరదిక్కు
297,Süden::N,தெற்கு,దక్షిణము
298,Westen::N,மேற்கு திசை,పడమర
299,Osten::N,கிழக்கு,తూర్పు
300,Holz::N,மரக்கட்டை,కొయ్య
301,Brett::N,பலகை,పలక
302,Platte::N,பலகம்,పలక
303,Stütze::N,அடைப்புகன்,వాల్సేడ్లు
304,Stange::N,கம்பம்,స్తంభము
305,Stock::N,குச்சி,కఱ్ఱ
306,Stab::N,கம்பு,కఱ్ఱ
307,Rohr::N,குழாய்,గొట్టము
308,Haus::N,வீடு,ఇల్లు
309,Heim::N,வீடு,స్వగృహము
310,Ofen::N,அடுப்பு,పొయ్యి
311,Fußboden::N,தரை,నేల
312,Tisch::N,மேசை,మేజా
313,Stuhl::N,நாற்காலி,కుర్చీ
314,Wiege::N,தொட்டில்,ఉయ్యాల
315,Bett::N,படுக்கை,పడక
316,Bett::N,படுக்கை,మంచం
317,Regal::N,அலமாரி,అటక
318,Kiste::N,பெட்டி,వెట్టె
319,Fenster::N,சாளரம்,కిటికి
320,Tür::N,கதவு,ద్వారము
321,Tor::N,வாசற்கதவு,ద్వారము
322,Zaun::N,வேலி,కంచె
323,Dach::N,கூரை,ఇంటివైకప్పు
324,Leiter::N,ஏணி,నిచ్చెన
325,Besen::N,விளக்குமாறு,చీపురుకట్ట
326,Spaten::N,மண்வெட்டி,పాఱ
327,Schaufel::N,அடிதண்டா,పాఱ
328,Gabel::N,முட்கரண்டி,ముండ్లగరిటె
329,Löffel::N,கரண்டி,గరిటె
330,Messer::N,கத்தி,కత్తి
331,Nagel::N,ஆணி,మేకు
332,Netz::N,வலை,వల
333,Haken::N,கொக்கி,కొక్కెము
334,Griff::N,கைப்பிடி,పిడి
335,Schloss::N,பூட்டு,తాళము
336,Bild::N,படம்,చిత్రము
337,Figur::N,எண்ணிக்கை,రూపము
338,Puppe::N,பொம்மை,బొమ్మ
339,Beutel::N,பை,సంచి
340,Bündel::N,பொதி,మూట
341,Tasche::N,பை,సంచి
342,Eimer::N,வாளி,చేద
343,Deckel::N,உறை,మూత
344,Geschirr::N,பாத்திரம்,వంటకాలు
345,Sack::N,பை,గోనెసంచి
346,Tasse::N,கிண்ணம்,గిన్నె
347,Topf::N,பானை,కుండ
348,Kessel::N,கெண்டி,నీరుకాచుపాత్ర
349,Essen::N,உணவருந்துதல்,ఆహారము
350,Nahrung::N,உணவு,ఆహారము
351,Speise::N,உணவு வகை,ఆహారము
352,Fleisch::N,இறைச்சி,మాంసము
353,Getreide::N,மக்காச்சோளம்,ధాన్యము
354,Brei::N,கஞ்சி,గుజ్జు
355,Brot::N,ரொட்டி,రొట్టె
356,Scheibe::N,துண்டு,బద్ద
357,Fett::N,கொழுப்பு,క్రొవ్వు
358,Butter::N,வெண்ணெய்,వెన్న
359,Öl::N,எண்ணெய்,నూనె
360,Salz::N,உப்பு,ఉప్పు
361,Suppe::N,ரசம்,చారు
362,Honig::N,தேன்,తెనె
363,Milch::N,பால்,పాలు
364,Tee::N,தெனீர்,తేనీరు
365,Leder::N,பதம் செய்யப்பட்ட தோல்,బాగుచేసివతోలు
366,Wolle::N,கம்பளி,ఉన్ని
367,Stoff::N,துணி,బట్ట
368,Nadel::N,ஊசி,సూది
369,Faden::N,நூல்,దారము
370,Knopf::N,பொத்தான்,బొత్తాము
371,Knoten::N,முடிச்சு,ముడి
372,Farbe::N,வண்ணக் குழம்பு,రంగు
373,Kleidung::N,ஆடைகள்,బట్టలు
374,Hemd::N,சட்டை,చొక్కాయ
375,Kragen::N,கழுத்துப் பட்டை,మాల
376,Ärmel::N,சட்டைக்கை,చొక్కాయచెయ్యి
377,Hose::N,கால்சட்டை,ఇజారు
378,Gürtel::N,பெல்ட்,పటకా
379,Mütze::N,தொப்பி,టోపి
380,Schuh::N,காலணி,పాదరక్ష
381,Stiefel::N,காலணி,బూటు
382,Ring::N,மோதிரம்,ఉంగరము
383,Band::N,நாடா,నాడా
384,Kamm::N,கீப்பு,దువ్వెన
385,Spiegel::N,ஆடி,అద్దము
386,Spiegel::N,கண்ணாடி,అద్దము
387,Riemen::N,வார்,వాడా
388,Schnur::N,கயிறு,దారము
389,Leine::N,தோல்வார்,వారు
390,Decke::N,போர்வை,కంబళి
391,Kissen::N,தலையணை,తలగడ
392,Tuch::N,துணி,బట్ట
393,Handtuch::N,தண்டு,తువాలు
394,Kraft::N,நிர்பந்தம்,బలము
395,Stärke::N,பலம்,శక్తి
396,Gesundheit::N,ஆரோக்கியம்,ఆరోగ్యము
397,Krankheit::N,நோய்,రోగము
398,Schmerz::N,வலி,నొప్పి
399,Wunde::N,காயம்,గాయము
400,Fieber::N,காய்ச்சல்,జ్వరము
401,Arznei::N,மருந்து,మందు
402,Brücke::N,பாலம்,వంతెన
403,Brunnen::N,கேணி,బావి
404,Brunnen::N,கேணி,కూపము
405,Brunnen::N,கேணி,నుయ్యి
406,Weide::N,மேய்ச்சல் நிலம்,పచ్చికబయలు
407,Pfad::N,நடை வழி,కాలిత్రోవ
408,Weg::N,வழி,మార్గము
409,Straße::N,சாலை,బాట
410,Dorf::N,கிராமம்,గ్రామము
411,Stadt::N,நகரம்,పట్టణము
412,Brief::N,கடிதம்,జాబు
413,Buch::N,புத்தகம்,పుస్తకము
414,Buchstabe::N,எழத்து,అక్షరము
415,Zeitung::N,செய்தித்தாள்,వార్తాపత్రిక
416,Leben::N,வாழ்க்கை,ప్రాణము
417,Tod::N,மரணம்,మరణము
418,Grab::N,சமாதி,సమాధి
419,Kirche::N,தேவாலயம்,క్రెస్తవులగుడి
420,Sünde::N,பாவம்,పాపము
421,Gott::N,கடவுள்,దేవుడు
422,Arbeiter::N,தொழிலாளி,పనిపాటుచేశేవాడు
423,Chef::N,மேலாளர்,యజమానుడు
424,Meister::N,தலைவன்,కళాకారుడు
425,Arzt::N,மருத்துவர்,వైద్యుడు
426,Lehrer::N,ஆசிரியர்,ఉపాధ్యాయుడు
427,Geld::N,பணம்,ద్రవ్యము
428,Geschäft::N,வாணிபம்,వ్యాపారము
429,Laden::N,கடை,అంగడి
430,Preis::N,விலை,వెల
431,Ware::N,சாமன்கள்,సరకులు
432,Nutzen::N,இலாபம்,ప్రయోజనము
433,Reichtum::N,சொத்து,ధనము
434,Welt::N,உலகம்,ప్రపంచము
435,Land::N,நாடு,దేశము
436,Staat::N,நாடு,రాజ్యము
437,König::N,அரசன்,రాజు
438,Macht::N,அதிகாரம்,అధికారము
439,Grenze::N,எல்லை,సరిహద్దు
440,Krieg::N,போர்,యుద్ధము
441,Feind::N,எதிரி,శత్రువు
442,Gewalt::N,வன்முறை,దౌర్జన్యము
443,Kampf::N,போராட்டம்,పోట్లాట
444,Bogen[Waffe]::N,வில்,విల్లు
445,Pfeil::N,அம்பு,బాణము
446,Gewehr::N,துப்பாக்கி,తుపాకి
447,Fehler::N,தவறு,తప్ప
448,Lüge::N,பொய்,అసత్యము
449,Schaden::N,சேதாரம்,నష్టము
450,Unglück::N,இடையூறு,దురదృష్టము
451,Schuld::N,குற்றம்,తప్పు
452,Alter::N,வயது,వయస్సు
453,Schluss::N,முடிவு,ముగింపు
454,Zeit::N,காலம்,కాలము
455,Tag::N,நாள்,దినము
456,Morgen::N,காலை நேரம்,ఉదయము
457,Mittag::N,மதியம்,మధ్యాహ్నము
458,Abend::N,மாலைப் பொழுது,సాయంకాలము
459,Nacht::N,இரவு,రత్రి
460,Woche::N,வாரம்,వారము
461,Monat::N,மாதம்,నెల
462,Jahr::N,வருடம்,సంవత్సరము
463,Frühling::N,வசந்தம்,వసంతకాలము
464,Sommer::N,கோடை,వేసవికాము
465,Herbst::N,இலையுதிர் காலம்,ఆకురాలుకాలము
466,Winter::N,குளிர்காலம்,శీతకాలము
467,Januar::N,ஜனவரி,జనవరి
468,Februar::N,பிபரவரி மாதம்,ఫిబ్రవరి
469,März::N,மார்ச் மாதம்,మార్చి
470,April::N,ஏப்ரல் மாதம்,ఏప్రిలు
471,Mai::N,மே மாதம்,మే
472,Juni::N,ஜூன் மாதம்,జూన్
473,Juli::N,ஜூலை மாதம்,జూలై
474,August::N,ஆகஸ்ட் மாதம்,ఆగస్టు
475,September::N,செப்டம்பர் மாதம்,సెప్ఠెంబరు
476,Oktober::N,அக்டோபர் மாதம்,అక్టోబరు
477,November::N,நவம்பர் மாதம்,నవంబరు
478,Dezember::N,டிசம்பர்,డిసెంబర్
479,Montag::N,திங்கட் கிழமை,సోమవారము
480,Dienstag::N,செவ்வாய்க்கிழமை,మంగళవారము
481,Mittwoch::N,புதன் கிழமை,బుధవారము
482,Donnerstag::N,வியாழக் கிழமை,గురువారము
483,Freitag::N,வெள்ளிக்கிழமை,శుక్రవారము
484,Samstag::N,சனிக்கிழமை,శనివారము
485,Sonntag::N,ஞாயிறுக் கிழமை,ఆదివారము
486,groß::A,பெரிய,గొప్పైన
487,klein::A,சிறிய,చిన్న
488,lang::A,நீண்ட,పొడుగాటి
489,kurz::A,குட்டையான,పొట్టి
490,breit::A,அகலமான,వెడల్పైన
491,schmal::A,குறுகலான,ఇఱుకైన
492,dicht::A,அடர்த்தியான,దట్టమైన
493,dick[Gegenstand]::A,தடித்த,దట్టమైన
494,dünn::A,சன்னமான,పలుచని
495,fein::A,மெல்லிய,నాజాకైన
496,fest::A,உறுதியாள,దృడమైవ
497,flach::A,தட்டையான,చదువైన
498,glatt::A,வழுவழுப்பான,నున్నని
499,hart::A,கடினமான,కఠినమైన
500,weich::A,மென்மையான,మృదువైన
501,rund::A,உருண்டையான,గుండ్రని
502,spitz::A,திகந்தமாக,మొనగల
503,scharf::A,கூரான,పదనైన
504,stumpf::A,உளம் திறந்த,వాడిలేని
505,schwer::A,கனமான,బరువ్తెన
506,schön::A,அழகான,సుందరమైన
507,heiß::A,சூடான,వేడియైన
508,warm::A,இதமான,వెచ్చని
509,kalt::A,குளிர்ச்சியான,చల్లని
510,kühl::A,குளிர்ச்சியான,చల్లని
511,frisch::A,சுத்தமான,తాజాయైన
512,feucht::A,ஈரமான,చెమ్మగానున్న
513,nass::A,ஈரமான,తడిగామన్న
514,trocken::A,உலர்ந்த,ఎండిన
515,voll::A,நிரம்பிய,నిండు
516,leer::A,காலியான,శూన్యమైన
517,offen::A,திறந்த,తెఱచియున్న
518,geschlossen::A,மூடப்பட்ட,మూసిన
519,sauber::A,சுத்தமான,పరిశుద్ధమైన
520,schmutzig::A,அழக்கான,ముఱికియైన
521,roh::A,கச்சா,పచ్చి
522,reif::A,பழுத்த,పండివ
523,lecker::A,சுவைமிக்க,రుచి గల
524,süß::A,இனிப்பான,తియ్యని
525,bitter::A,கசப்பான,చేదైన
526,sauer::A,புளிப்பாக,పుల్లని
527,hell::A,பளபளப்பான,కాంతిగల
528,dunkel::A,கருமையான,చీకటియైన
529,schwarz::A,கருப்பு வண்ண,నల్లని
530,weiß::A,வெண்மையன,తెలుపు
531,rot::A,சிவப்பு,ఎఱ్ఱని
532,gelb::A,மஞ்சள் வண்ணம்,పసుపు పచ్చ
533,blau::A,நீல வண்ண,నీలవర్ణము
534,grün::A,பச்சை வண்ண,ఆకుపచ్చని
535,grau::A,சாம்பல் நிற,నెరిసిన
536,bunt::A,வண்ண மயமான,రంగేలీ
537,billig::A,மலிவான,చౌకయైన
538,teuer::A,விலை அதிகமான,వెలపొడుగైన
539,wertvoll::A,மதிப்புள்ள,విలుప్తెన
540,blind::A,பார்வையற்ற,గ్రుడ్డి
541,taub::A,செவிடான,చెవిటి
542,kräftig::A,வலிமையான,శక్తి గల
543,stark::A,பலமான,బలమైన
544,schwach::A,பலவீனமான,బలహీనమైన
545,fett::A,பருமனாக,క్రొవ్విన
546,schlank::A,ஒல்லியான,సన్నని
547,hübsch::A,அழகிய,సాగప్తెన
548,böse::A,கேடு விளைவிக்கும்,చెడ్డ
549,dumm::A,முட்டாள்தனமான,తెలివిలేని
550,faul::A,சோம்பலான,సోమరియైన
551,fleißig::A,ஊக்கந்தளராத,శ్రద్దగల
552,geizig::A,கஞேசத்தனமான,పిసినారియైన
553,klug::A,சாதுரியமான,తెలివిగల
554,geschickt::A,திறமையள்ள,నిపుణతగల
555,lieb::A,அன்புக்குரிய,ప్రియమైన
556,lustig::A,களிப்புமிக்க,ఉల్లాసము గల
557,sanft::A,சாதுவான,సాధువైన
558,hungrig::A,பசியுடன்,ఆకలిగొనిన
559,krank::A,நோயுற்று,వ్యాధిగల
560,nackt::A,ஆடையற்ற,దిగంబరమైన
561,traurig::A,சோகமான,విచారముగల
562,lebendig::A,பிழைப்பு,ప్రాణముతో నున్న
563,gut::A,நல்ல,మంచి
564,schlecht::A,கெட்ட,చెడ్డ
565,richtig::A,சரியான,సరియైన
566,schlimm::A,அருவருப்பான,అసహ్యమైన
567,wahr::A,உண்மையான,నిజమైన
568,alt::A,பழைய,ముసలి
569,neu::A,புதிய,క్రొత్త
570,ehemalig::A,முன்நாள்,పూర్వపు
571,alt[Lebewesen]::A,வயதான,ముసలి
572,jung::A,இளமையான,పసి
573,arm::A,ஏழ்மையான,బీద
574,reich::A,செல்வம் படைத்த,ధనవంతుడైన
575,bekannt::A,பழக்கப்பட்ட,తెలిసిన
576,berühmt::A,புகழ்பெற்ற,ప్రపిద్దికెక్కివ
577,fremd::A,அயல் நாட்டு,అన్యమైన
578,verschieden::A,வித்தியாசமான,భేదమైన
579,nah::A,பக்கத்தில் உள்ள,దగ్గఱనున్న
580,fern::A,தொலை தூரத்தில்,దూరమందున్న
581,linker::A,மீந்திருக்கும்,ఎడమప్రక్కగ
582,rechter::A,வலதுபக்கம்,కుడి
583,anderer::A,மற்ற,వేఱ్తెన
584,erster::A,முதனமையான,మొదటి
585,zweiter::A,இரண்டாவது,రెండన
586,dritter::A,மூன்றாவது,మూడో
587,letzter::A,கடைசி,కడపటి
588,allein::ADV,தனியாக,ఒంటిగా
589,auf einmal::ADV,தடீரென்று,హరాత్తుగ
590,zusammen::ADV,சேர்ந்து,కలిసి
591,lange::ADV,அதிக நோம்,బహుకాలము
592,plötzlich::ADV,தடீரென்று,హరాత్తుగ
593,sofort::ADV,உடனடியாக,తక్షణము
594,später::ADV,பிறகு,ఇటీవలి
595,jetzt::ADV,இப்பொழது,ఇప్పుడు
596,heute::ADV,இன்று,నేడు
597,morgen::ADV,நாளைக்கு,ఱేపు
598,bald::ADV,சீக்கிரம்,శీఘ్రముగ
599,dann::ADV,அப்பொழுது,అప్పుడు
