,Concept_ID,sah,xal
78,Feuer::N,уот,һал
79,Licht::N,уот,герл
80,Schatten::N,күлүк,сүүдр
81,Wetter::N,күн-дьыл,теңгр
82,Nebel::N,туман,будн
83,Wolke::N,былыт,үүлн
84,Regen::N,самыыр,хур
85,Schnee::N,хаар,цасн
86,Eis::N,муус,мөсн
87,Frost::N,тымныы,киитн
88,Kälte::N,тымныы,киитн
89,Hitze::N,куйаас,халун
90,Raureif::N,кырыа,цаң
91,Raureif::N,кырыа,кирү
92,Regenbogen::N,кустук,солңһ
93,Donner::N,этиҥ,оһтрһун дун
94,Strömung::N,сүүрүк,урсхл
95,Tropfen::N,таммах,дусал
96,Tropfen::N,хааппыла,дусал
97,Schaum::N,күүгэн,көөсн
98,Schmutz::N,кир,кир
99,See::N,күөл,нур
100,Sumpf::N,бадараан,унул
101,Moor::N,дьэбэрэ,улм
102,Wiese::N,ходуһа,хадлһн
103,Wald::N,ойуур,ө-модн
104,Hügel::N,булгунньах,толһа
105,Anhöhe::N,үрдэл,хамр
106,Berg::N,хайа,уул
107,Gipfel::N,чыпчаал,ора
108,Höhle::N,хайа_хаспаҕа,хадин көндә
109,Höhle::N,көҥүс,хадин көндә
110,Abhang::N,эниэ,ташу
111,Quelle::N,дьүүктэ,булг
112,Bach::N,үрүйэ,һооҗур
113,Fluss::N,өрүс,һол
114,Ufer::N,биэрэк,көвә
115,Küste::N,кытыл,көвә
116,Küste::N,кытыл,теңгсин көвә
117,Festland::N,кураанах сир,хүүрә һазр
118,Meer::N,муора,теңгс
119,Bucht::N,хомо,цекә
120,Bucht::N,хомо,теңгсин цекә
121,Bucht::N,бухта,цекә
122,Bucht::N,бухта,теңгсин цекә
123,Insel::N,арыы,арл
124,Blume::N,сибэкки,цецг
125,Gras::N,от,ноһан
126,Wurzel::N,силис,уңг
127,Baum::N,мас,модн
128,Stamm::N,умнас,шилв
129,Stamm::N,умнас,һол модн
130,Rinde::N,хатырык,көрсн
131,Ast::N,мутук,ац
132,Zweig::N,лабаа,ац
133,Blatt::N,сэбирдэх,хамтхасн
134,Birke::N,хатыҥ,хусм модн
135,Kiefer[Baum]::N,бэс,шар харһа
136,Weide[Baum]::N,үөт,удн
137,Weide[Baum]::N,талах,удн
138,Tanne::N,харыйа,җөөлн цаһан модн
139,Horn::N,муос,өвр
140,Feder::N,куорсун,өрвлг
141,Fell::N,тирии,арсн
142,Flügel::N,кынат,җивр
143,Klaue::N,тыҥырах,хумсн
144,Kralle::N,баппаҕай,тавг
145,Schwanz::N,кутурук,сүл
146,Ei::N,сымыыт,өндгн
147,Nest::N,уйа,үр
148,Bau::N,хороон,нүкн
149,Tier::N,кыыл,мал
150,Tier::N,харамай,мал
151,Herde::N,үөр,сүрг мал
152,Kuh::N,ынах,үкр
153,Bulle::N,оҕус,бух
154,Pferd::N,сылгы,мөрн
155,Schaf::N,овца,хөн
156,Schwein::N,сибиинньэ,һаха
157,Hund::N,ыт,ноха
158,Katze::N,куоска,мис
159,Bär::N,эһэ,аю
160,Eichhörnchen::N,тииҥ,кермн
161,Elch::N,тайах,хандһа
162,Fuchs::N,саһыл,арат
163,Hase::N,куобах,туула
164,Maus::N,кутуйах,хулһн
165,Wolf::N,бөрө,чон
166,Vogel::N,көтөр,шовун
167,Schwarm::N,бөлөх,зел
168,Huhn::N,куурусса,така
169,Hahn::N,бөтүүк,эр така
170,Gans::N,хаас,һалун
171,Adler::N,хотой,һәрд
172,Ente::N,кус,нуһсн
173,Eule::N,мэкчиргэ,һурвлһ
174,Kranich::N,туруйа,тоһрун
175,Krähe::N,тураах,шаазһа
176,Kuckuck::N,кэҕэ,эргин хуцдг
177,Schwan::N,куба,хун
178,Fisch::N,балык,заһсн
179,Barsch::N,алыһар,шүрг
180,Hecht::N,сордон,цурх
181,Schlange[Tier]::N,моҕой,моһа
182,Schlange[Tier]::N,эриэн үөн,моһа
183,Wurm::N,үөн,өтн
184,Spinne::N,ооҕуй,аралҗн
185,Ameise::N,кымырдаҕас,шорһлҗн
186,Laus::N,быт,бөөсн
187,Mücke::N,кумаар,бөкүн
188,Fliege::N,сахсырҕа,батхн
189,Schmetterling::N,лыах,эрвәкә
190,Schmetterling::N,үрүмэччи,эрвәкә
191,Beere::N,отон,бөөлҗрһн
192,Apfel::N,яблоко,альмн
193,Pilz::N,тэллэй,теңгрин ки
194,Zwiebel::N,луук,мәңгрснә толһа
195,Saat::N,сиэмэ,буудян экн
196,Korn::N,сиэмэ,экн
197,Heu::N,от,өвсн
198,Schale::N,хах,хальсн
199,Grube::N,дьаама,нүкн
200,Falle::N,сохсо,урх
201,Falle::N,сохсо,хавх
202,Schlinge::N,уктаа,бүтү
203,Spur::N,суол,мөр
204,Asche::N,күл,үмсн
205,Dreck::N,бадараан,бальчг
206,Eisen::N,тимир,төмр
207,Gold::N,көмүс,алтн
208,Gold::N,кыһыл көмүс,алтн
209,Silber::N,көмүс,мөңгн
210,Silber::N,көмүс,цаһан мөңгн
211,Silber::N,үрүҥ көмүс,мөңгн
212,Silber::N,үрүҥ көмүс,цаһан мөңгн
213,Kohle::N,чох,нүүрсн
214,Glas::N,өстүөкүлэ,шил
215,Lehm::N,туой,шавр
216,Sand::N,кумах,элсн
217,Mensch::N,киһи,күн
218,Mensch::N,киһи,күмн
219,Mann::N,эр,эр
220,Frau::N,дьахтар,күүкд күн
221,Kind::N,оҕо,үрн
222,Junge::N,уол,көвүн
223,Mädchen::N,кыыс оҕо,бичкн күүкн
224,Familie::N,кэргэн,бүл
225,Großvater::N,эһэ,өвк эцк
226,Großvater::N,эһэ,наһц эцк
227,Großmutter::N,эбэ,эмг эк
228,Großmutter::N,эбэ,наһц эк
229,Eltern::N,аҕа-ийэ,эк эцк хойр
230,Vater::N,аҕа,эцк
231,Mutter::N,ийэ,эк
232,Sohn::N,уол,көвүн
233,Tochter::N,кыыс,күүкн
234,Bruder::N,убай,дү көвүн
235,Bruder::N,быраат,дү көвүн
236,Schwester::N,аҕас,эгч
237,Schwester::N,аҕас,дү күүкн
238,Schwester::N,балыс,эгч
239,Schwester::N,балыс,дү күүкн
240,Onkel::N,таай,авһ
241,Onkel::N,таай,наһцх
242,Onkel::N,абаҕа,авһ
243,Onkel::N,абаҕа,наһцх
244,Tante::N,эдьиий,наһц эгч
245,Ehemann::N,эр,залу
246,Ehefrau::N,ойох,гергн
247,Freude::N,үөрүү,байр
248,Gelächter::N,күлүү,инәдн
249,Glück::N,дьол,җирһл
250,Glück::N,дьол,сәәхн җирһл
251,Glück::N,соргу,җирһл
252,Glück::N,соргу,сәәхн җирһл
253,Kummer::N,кутурҕан,зовлң
254,Wunsch::N,баҕарыы,дурн
255,Lust::N,баҕа,җилвтлһн
256,Geist::N,тыын,зөрг
257,Gedanke::N,санаа,ухан
258,Gedächtnis::N,өй,чееҗин тодлвр
259,Verstand::N,өй,ухан
260,Sinn::N,суолта,учр-утх
261,Grund::N,төрүөт,учр
262,Grund::N,төрүөт,шалтан
263,Wahrheit::N,кырдьык,үнн
264,Gespräch::N,бэсиэдэ,күүндвүр
265,Gespräch::N,кэпсэтии,күүндвүр
266,Märchen::N,остуоруйа,тууль
267,Erzählung::N,кэпсээн,келвр
268,Nachricht::N,биллэриллии,медүллһн
269,Neuigkeit::N,сонун,зәңг
270,Name::N,аат,нерн
271,Rätsel::N,таабырын,тәәлвртә тууль
272,Rede::N,этии,келлһн
273,Sprache::N,тыл,келн
274,Stimme::N,куолас,дун
275,Wort::N,тыл,үг
276,Zeichen::N,бэлиэ,темдг
277,Ruf::N,ыҥырыы,дуудлһн
278,Lärm::N,айдаан,шууган
279,Laut::N,тыас,ә
280,Ton::N,дорҕоон,дун
281,Lied::N,ырыа,дун
282,Ruhe::N,уу чуумпу,амулң
283,Leute::N,дьон,әмтн
284,Volk::N,дьон,улс
285,Volk::N,норуот,улс
286,Arbeit::N,үлэ,көдлмш
287,Gast::N,ыалдьыт,гиич
288,Geschenk::N,бэлэх,белг
289,Spiel::N,оонньуу,наадн
290,Gesellschaft::N,общество,олн
291,Hilfe::N,көмө,нөкд
292,Freund::N,доҕор,иньг
293,Kamerad::N,атас,үр
294,Angelegenheit::N,дьыала,керг
295,Anzahl::N,ахсаан,то
296,Art::N,биис,зүүл
297,Stück::N,кырбас,хусг
298,Teil::N,ирээт,хүв
299,Hälfte::N,аҥар,өрәл
300,Kreis::N,төгүрүк,төгрг
301,Kreis::N,төгүрүмтэ,төгрг
302,Kreuz::N,кириэс,кирс
303,Linie::N,сурааһын,зурасн
304,Strich::N,сурааһын,татасн
305,Abstand::N,арыт,зә
306,Entfernung::N,ыраах,һазр
307,Gegend::N,сир,һазр
308,Platz::N,арыт,зә
309,Ort::N,сир,бәәрн
310,Seite::N,өрүт,тал
311,Seite::N,өрүт,хаҗу
312,Seite::N,өрүт,хәврһ
313,Seite::N,сирэй,тал
314,Seite::N,сирэй,хаҗу
315,Seite::N,сирэй,хәврһ
316,Mitte::N,орто,дунд
317,Gegenstand::N,предмет,юмн
318,Sache::N,мал,юмн
319,Rand::N,кытыы,зах
320,Rand::N,ойоҕос,зах
321,Kante::N,кырыы,ирмәг
322,Ecke::N,муннук,өнцг
323,Spitze::N,чыпчаал,үзүр
324,Ende::N,төбө,үзүр
325,Loch::N,тэһэҕэс,хаһрха
326,Loch::N,дьөлөҕөс,хаһрха
327,Winkel::N,муннук,булң
328,Muster::N,оһуор,намч
329,Größe::N,кээмэй,кемҗән
330,Länge::N,уста,ут
331,Höhe::N,үрдүк,өндр
332,Gewicht::N,ыйааһын,күнд
333,Gewicht::N,ыйааһын,чиңнүр
334,Menge::N,ахсаан,ик
335,Haufen::N,чөмчөх,ова
336,Reihe::N,кэккэ,зерг
337,Reihe::N,кэккэ,зерглән
338,Boot::N,оҥочо,оңһц
339,Ruder::N,эрдии,хәәв
340,Schlitten::N,сыарҕа,цан
341,Ski::N,хайыһар,лыҗ
342,Lagerfeuer::N,кутаа,костёр
343,Last::N,ыарахан,күнд
344,Gang::N,хаамыы,йовлһн
345,Schritt::N,хардыы,ишкм
346,Norden::N,хоту,ар үзг
347,Süden::N,соҕуруу,өмн
348,Süden::N,соҕуруу,өмн үзг
349,Westen::N,арҕаа,барун
350,Westen::N,арҕаа,барун үзг
351,Osten::N,илин,зүн
352,Osten::N,илин,зүн үзг
353,Holz::N,мас,модн
354,Brett::N,дуоска,харһа
355,Brett::N,хаптаһын,харһа
356,Platte::N,билиитэ,хавтха чолун
357,Stütze::N,тулааһын,тулг
358,Stange::N,ураҕас,уньн
359,Stock::N,мас,модн
360,Stock::N,баалкы,модн
361,Stab::N,ураҕас,шуург
362,Rohr::N,турба,турва
363,Haus::N,дьиэ,гер
364,Heim::N,дьиэ,гер-бул
365,Ofen::N,оһох,беш
366,Fußboden::N,муоста,девскр
367,Tisch::N,остуол,ширә
368,Stuhl::N,устуул,стул
369,Wiege::N,биһик,өлгә
370,Wiege::N,биһик,дүүҗң
371,Bett::N,кырабаат,орн
372,Bett::N,кырабаат,орндг
373,Regal::N,долбуур,таг
374,Regal::N,долбуур,тәвц
375,Kiste::N,дьааһык,яршг
376,Fenster::N,түннүк,терз
377,Tür::N,аан,үүдн
378,Tor::N,аан,үүдн
379,Tor::N,аан,өргн үүдн
380,Tor::N,аан,хашан үүдн
381,Zaun::N,соппулуот,хаша
382,Dach::N,кырыыса,деевр
383,Leiter::N,кирилиэс,шат
384,Leiter::N,кирилиэс,давшур
385,Besen::N,миинньик,сәвүр
386,Spaten::N,күрдьэх,күрз
387,Schaufel::N,күрдьэх,совг
388,Gabel::N,биилкэ,серә
389,Löffel::N,луоска,ухр
390,Messer::N,быһах,утх
391,Nagel::N,тоһоҕо,хадасн
392,Netz::N,илим,гөлм
393,Haken::N,көхө,дегә
394,Griff::N,ук,иш
395,Griff::N,ук,бәрүл
396,Griff::N,тутаах,иш
397,Griff::N,тутаах,бәрүл
398,Schloss::N,күлүүс,оньс
399,Bild::N,хартыына,зург
400,Figur::N,фигура,фигур
401,Puppe::N,куукула,наадһа
402,Beutel::N,мөһөөччук,мишг
403,Bündel::N,баайыы,багла
404,Bündel::N,баайыы,боодһа
405,Tasche::N,суумка,сумк
406,Eimer::N,биэдэрэ,суулһ
407,Deckel::N,хаппах,бүркәсн
408,Geschirr::N,иһит,сав
409,Geschirr::N,иһит,сав-сарх
410,Sack::N,куул,мишг
411,Tasse::N,сэлиэнэй,ааһ
412,Topf::N,көстүрүүҥкэ,кастрюль
413,Kessel::N,хочуол,хәәсн
414,Essen::N,аһылык,зоогллһн
415,Nahrung::N,ас,теҗәл
416,Speise::N,аһылык,хот
417,Fleisch::N,эт,махн
418,Getreide::N,злактар,хот болҗ эдлгддг цецгүдтә урһмл
419,Brei::N,хааһы,хаш
420,Brot::N,килиэп,өдмг
421,Scheibe::N,куһуок,зүсм
422,Fett::N,сыа,өөкн
423,Butter::N,арыы,тосн
424,Öl::N,арыы,тосн
425,Salz::N,туус,давсн
426,Suppe::N,мин,шөлн
427,Honig::N,мүөт,бал
428,Milch::N,үүт,үсн
429,Tee::N,чэй,цә
430,Leder::N,тирии,арсн
431,Wolle::N,түү,утцн
432,Wolle::N,түү,эд
433,Stoff::N,таҥас,эд
434,Nadel::N,иннэ,зүн
435,Faden::N,сап,утцн
436,Knopf::N,тимэх,товч
437,Knoten::N,түмүк,зәңгдә
438,Farbe::N,кырааска,будг
439,Kleidung::N,таҥас,хувцн
440,Kleidung::N,таҥас,хувц-хунр
441,Hemd::N,ырбаахы,киилг
442,Kragen::N,саҕа,зах
443,Ärmel::N,сиэх,ханцн
444,Hose::N,ыстаан,шалвур
445,Hose::N,бүрүүкэ,шалвур
446,Gürtel::N,кур,бүс
447,Mütze::N,бэргэһэ,махла
448,Schuh::N,бачыыҥка,башмгуд
449,Stiefel::N,саппыкы,һосн
450,Ring::N,биһилэх,билцг
451,Band::N,лиэнтэ,лент
452,Kamm::N,тараах,сам
453,Spiegel::N,сиэркилэ,толь
454,Riemen::N,кур,бүс
455,Schnur::N,быа,деесн
456,Leine::N,тэһиин,бурнтг
457,Leine::N,тэһиин,нохан көтлвр
458,Decke::N,суорҕан,көнҗл
459,Kissen::N,сыттык,дер
460,Tuch::N,былаат,альчур
461,Handtuch::N,соттор,полотенц
462,Handtuch::N,соттор,һар-нүүрин альчур
463,Kraft::N,сыра,күчн
464,Stärke::N,күүс,чидл
465,Gesundheit::N,доруобуйа,эрүл-менд
466,Krankheit::N,ыарыы,өвчн
467,Schmerz::N,ыарыы,өвдлһн
468,Wunde::N,баас,шав
469,Fieber::N,түрүлгэн,безг
470,Fieber::N,лихорадка,безг
471,Fieber::N,температура,безг
472,Arznei::N,эмп,эм
473,Brücke::N,күргэ,тагт
474,Brunnen::N,холуодьас,худг
475,Weide::N,мэччирэҥ,малын идг
476,Pfad::N,ыллык,цувг
477,Weg::N,суол,хаалһ
478,Straße::N,суол,зам
479,Dorf::N,дэриэбинэ,хотн
480,Stadt::N,куорат,балһсн
481,Brief::N,сурук,бичг
482,Buch::N,кинигэ,дегтр
483,Buchstabe::N,буква,үзг
484,Zeitung::N,хаһыат,газет
485,Leben::N,тыын,җирһл
486,Tod::N,өлүү,үкл
487,Tod::N,өлүү,өңгрлһн
488,Grab::N,иин,оршалһна нүкн
489,Kirche::N,таҥара дьиэтэ,чонҗ
490,Sünde::N,айыы,нүл
491,Sünde::N,айыы,килнц
492,Gott::N,тангара,бурхн
493,Arbeiter::N,үлэһит,көдлмшч
494,Chef::N,баһылык,толһач
495,Chef::N,начальник,толһач
496,Meister::N,уус,урн
497,Meister::N,маастар,урн
498,Arzt::N,врач,эмч
499,Lehrer::N,учуутал,багш
500,Geld::N,харчы,мөңгн
501,Geschäft::N,идэ,көдлмш
502,Laden::N,маҕаһыын,лавк
503,Preis::N,сыана,үн
504,Ware::N,табаар,эд-тавр
505,Nutzen::N,туһа,олз
506,Reichtum::N,баай,зөөр
507,Welt::N,аан дойду,орчлң
508,Welt::N,аан дойду,делкә
509,Land::N,дойду,орн-нутг
510,Staat::N,государство,государств
511,König::N,король,хан
512,Macht::N,былаас,йосн
513,Grenze::N,кыраныысса,меҗә
514,Krieg::N,сэрии,дән
515,Feind::N,өстөөх,дәәсн
516,Gewalt::N,күүһүлээһин,күч һарһлһн
517,Kampf::N,охсуһуу,ноолдан
518,Kampf::N,охсуһуу,бәрлдлһн
519,Bogen[Waffe]::N,ох,саадг
520,Pfeil::N,ох,сумн
521,Gewehr::N,саа,бу
522,Fehler::N,сыыһа,алдг
523,Lüge::N,сымыйа,худл
524,Schaden::N,хоромньу,хорлт
525,Unglück::N,алдьархай,гүрм
526,Schuld::N,буруй,гем
527,Schuld::N,буруй,буру
528,Alter::N,саас,насн
529,Schluss::N,тиһэх,чилгч
530,Zeit::N,бириэмэ,цаг
531,Tag::N,күн,өдр
532,Morgen::N,сарсыарда,өрүн
533,Mittag::N,күн ортото,үд
534,Abend::N,киэһэ,асхн
535,Nacht::N,түүн,сө
536,Woche::N,нэдиэлэ,долан хонг
537,Monat::N,ый,сар
538,Jahr::N,сыл,җил
539,Jahr::N,дьыл,җил
540,Frühling::N,саас,хавр
541,Sommer::N,сайын,зун
542,Herbst::N,күһүн,намр
543,Winter::N,кыһын,үвл
544,Januar::N,тохсунньу,январь
545,Februar::N,олунньу,февраль
546,März::N,кулун тутар,март
547,März::N,кулун тутар,моһа сар
548,April::N,муус устар ый,апрель
549,Mai::N,ыам ыйа,май
550,Juni::N,бэс ыйа,июнь
551,Juni::N,бэс ыйа,мөчн сар
552,Juli::N,от ыйа,июль
553,August::N,атырдьах ыйа,август
554,September::N,балаҕан ыйа,һаха сар
555,Oktober::N,алтынньы,октябрь
556,November::N,сэтинньи,ноябрь
557,November::N,сэтинньи,үкр сар
558,Dezember::N,ахсынньы,бар сар
559,Montag::N,бэнидиэнньик,понедельник
560,Dienstag::N,оптуорунньук,вторник
561,Mittwoch::N,сэрэдэ,среда
562,Mittwoch::N,сэрэдэ,үлмҗ өдр
563,Donnerstag::N,чэппиэр,четверг
564,Donnerstag::N,чэппиэр,пүрвә өдр
565,Freitag::N,бээтинсэ,пятниц
566,Samstag::N,субуота,суббот
567,Sonntag::N,баскыһыанньа,нарн өдр
568,Sonntag::N,баскыһыанньа,воскресень
569,groß::A,бөдөҥ,ик
570,groß::A,улахан,ик
571,klein::A,кыр,бичкн
572,lang::A,уһун,ут
573,kurz::A,кылгас,оһтр
574,breit::A,кэтит,өргн
575,schmal::A,кыараҕас,уутьхн
576,dicht::A,хойуу,нигт
577,dick[Gegenstand]::A,суон,зузан
578,dick[Gegenstand]::A,хойуу,зузан
579,dünn::A,чараас,нимгн
580,fein::A,бытархай,нәрхн
581,fein::A,синньигес,нәрхн
582,fest::A,бөҕө,бат
583,fest::A,кытаанах,бат
584,flach::A,хаптаҕай,хавтха
585,glatt::A,кылааккай,тегш
586,glatt::A,кылааккай,тиньгр
587,hart::A,хатан,хату
588,hart::A,кытаанах,хату
589,weich::A,сымнаҕас,җөөлн
590,weich::A,сымнаҕас,җөөлкн
591,rund::A,төгүрүк,төгрг
592,spitz::A,сытыы,шовһр
593,spitz::A,уһуктаах,шовһр
594,scharf::A,сытыы,хурц
595,stumpf::A,сыппах,мука
596,schwer::A,ыарахан,күнд
597,schön::A,кыраһыабай,сәәхн
598,heiß::A,итии,халун
599,warm::A,ичигэс,дулан
600,kalt::A,тымныы,киитн
601,kühl::A,сөрүүн,серүн
602,frisch::A,ыраас,серүн
603,frisch::A,сөрүүн,серүн
604,frisch::A,тымныы,серүн
605,feucht::A,сииктээх,чиигтә
606,nass::A,инчэҕэй,чиигтә
607,trocken::A,кураан,хагсу
608,voll::A,толору,дүүрң
609,leer::A,иччитэх,сул
610,leer::A,иччитэх,хоосн
611,offen::A,аһаҕас,секәтә
612,geschlossen::A,бүтэй,хаалһата
613,sauber::A,сэбэр,цевр
614,schmutzig::A,кирдээх,киртә
615,roh::A,сиикэй,түүкә
616,reif::A,буспут,болсн
617,reif::A,сиппит-хоппут,болсн
618,lecker::A,минньигэс,әмтәхн
619,süß::A,минньигэс,әмтәхн
620,bitter::A,аһыы,һашун
621,bitter::A,аһыы,һашута
622,sauer::A,аһыы,ишклң
623,hell::A,сырдык,герлтә
624,dunkel::A,хараҥа,харңһу
625,schwarz::A,хара,хар
626,weiß::A,үрүҥ,цаһан
627,weiß::A,маҥан,цаһан
628,rot::A,кыһыл,улан
629,gelb::A,саһархай,шар
630,blau::A,күөх,көк
631,grün::A,күөх,көк
632,grün::A,от күөҕэ,көк
633,grau::A,сиэрэй,бор
634,bunt::A,эриэн,алг
635,bunt::A,эриэн,эрәтә
636,billig::A,чэпчэки,кимд
637,teuer::A,сыаналаах,үнтә
638,wertvoll::A,сыаналаах,үнтә
639,wertvoll::A,сыаналаах,эрднь
640,blind::A,хараҕа суох,сохр
641,taub::A,дьүлэй,дүлә
642,kräftig::A,модун,күчтә
643,stark::A,күүстээх,чаңһ
644,schwach::A,мөлтөх,күчн тату
645,fett::A,эмис,тарһн
646,schlank::A,дьылҕан,эццн
647,schlank::A,дьыпсаҕай,эццн
648,hübsch::A,олус кэрэ,көркхн
649,hübsch::A,көрүөхтэн үчүгэй,көркхн
650,böse::A,өһүөннээх,уурта
651,dumm::A,акаары,тенг
652,faul::A,нэс,залху
653,fleißig::A,кыһамньылаах,кинән
654,fleißig::A,кыһамньылаах,кинмһә
655,geizig::A,иҥсэлээх,ховдг
656,klug::A,өйдөөх,ухата
657,geschickt::A,наһаа дьоҕурдаах,чадмг
658,lieb::A,тапталлаах,эңкр
659,lustig::A,көрдөөх,сергмҗтә
660,lustig::A,көрдөөх,җирһлтә
661,sanft::A,намчы,номһн
662,sanft::A,сымнаҕас,номһн
663,hungrig::A,аччык,өлн
664,hungrig::A,аччык,харһнсн
665,krank::A,ыалдьар,өвчтә
666,krank::A,ыалдьар,шалтгта
667,nackt::A,сыгынньах,нүцкн
668,traurig::A,санаарҕабыллаах,һундлта
669,lebendig::A,тыыннаах,әмд
670,gut::A,үтүө,сән
671,gut::A,үчүгэй,сән
672,schlecht::A,куһаҕан,му
673,richtig::A,сөп,зөвтә
674,schlimm::A,сидьиҥ,җигшүртә
675,schlimm::A,быдьар,җигшүртә
676,wahr::A,кырдьык,үнн
677,wahr::A,кырдьык,мөн
678,alt::A,былыргы,хуучн
679,neu::A,саҥа,шин
680,ehemalig::A,урукку,хуучн
681,alt[Lebewesen]::A,кырдьаҕас,көгшн
682,jung::A,эдэр,баһ
683,arm::A,дьадаҥы,угатя
684,reich::A,баай,байн
685,bekannt::A,билэр,таньл
686,bekannt::A,билэр,таньдг
687,berühmt::A,аатырбыт,туурсн
688,fremd::A,атын,күүнә
689,verschieden::A,араас,әдл биш
690,verschieden::A,араас,йилһәтә
691,nah::A,чугас,өөрхн
692,fern::A,ыраах,хол
693,linker::A,хаҥас,зүн
694,rechter::A,уҥа,барун
695,anderer::A,атын,талдан
696,erster::A,маҥнайгы,негдгч
697,zweiter::A,иккис,хойрдгч
698,dritter::A,үһүс,һурвдгч
699,letzter::A,тиһэх,отхн
700,allein::ADV,соҕотох,һанцарн
701,auf einmal::ADV,биирдэ,нег дәкҗ
702,zusammen::ADV,холбуу,хамдан
703,lange::ADV,уһуннук,удан
704,plötzlich::ADV,эмискэ,генткн
705,sofort::ADV,тута,дарунь
706,später::ADV,хойут,сүүлд
707,jetzt::ADV,билигин,ода
708,heute::ADV,бүгүн,эндр
709,morgen::ADV,сарсын,маңһдур
710,bald::ADV,өтөр,дарунь
711,dann::ADV,кэнна,дәкәд
712,gestern::ADV,бэҕэһээ,өцклдүр
713,einst::ADV,биир төгүл,нег саамд
714,einst::ADV,арай биирдэ,нег саамд
715,damals::ADV,оччоҕо,тиигхд
716,danach::ADV,аары,тегәд
717,danach::ADV,ол кэнниттэн,тегәд
718,vorher::ADV,урут,урд
719,zuerst::ADV,маҥнай,түрүләд
720,einmal::ADV,биирдэ,нег дәкҗ
721,manchmal::ADV,арыт,зәрмдән
722,oft::ADV,чаастатык,хара биш
723,oft::ADV,чаастатык,хатяр биш
724,oft::ADV,чаастатык,дару-дарунь
725,immer::ADV,мэлдьи,оньдинд
726,niemals::ADV,хаһан да,кезә чмгн биш
727,hier::ADV,маныаха,энд
728,hier::ADV,маныаха,энүнд
729,hierhin::ADV,бэттэх,нааран
730,von hier::ADV,мантан,эндәс
731,dort::ADV,онно,тенд
732,dorthin::ADV,онно,тиигән
733,geradeaus::ADV,быһа,шуд
734,geradeaus::ADV,быһаччы,шуд
735,vorwärts::ADV,инники,уралан
736,rückwärts::ADV,төттөру,гедргән
737,zurück::ADV,төттөрү,хәрү
738,unten::ADV,аллара,дор
739,hinab::ADV,аллара,дор
740,hinab::ADV,аллара,доракшан
741,oben::ADV,үөһэ,деер
742,hinauf::ADV,өрө,өөдән
743,hinauf::ADV,өрө,деер
744,hinauf::ADV,үөһэ,өөдән
