,Concept_ID,be,ar
305,Entfernung::N,адлегласць,بعد
306,Gegend::N,мясцовасць,ناحية
307,Platz::N,месца,فراغ
308,Ort::N,месца,مكان
309,Seite::N,бок,جانب
310,Mitte::N,сярэдзіна,وسط
311,Gegenstand::N,прадмет,موضوع
312,Sache::N,рэч,شيء
313,Rand::N,край,حافة
314,Kante::N,руб,حافة
315,Kante::N,кант,حافة
316,Ecke::N,вугал,ركن
317,Spitze::N,кончык,سن
318,Ende::N,канец,طرف
319,Loch::N,дзірка,ثقب
320,Winkel::N,вугал,زاوية
321,Muster::N,узор,عينة
322,Größe::N,памер,حجم
323,Länge::N,даўжыня,طول
324,Höhe::N,вышыня,علو
325,Höhe::N,вышыня,ارتفاع
326,Gewicht::N,вага,وزن
327,Menge::N,колькасць,كمية
328,Haufen::N,куча,كوم
329,Reihe::N,рад,صف
330,Boot::N,лодка,قارب
331,Boot::N,лодка,زورق
332,Ruder::N,вясло,مجذاف
333,Schlitten::N,сані,مزلقة
334,Ski::N,лыжа,زلاجة
335,Lagerfeuer::N,вогнішча,نار المخيم
336,Last::N,цяжар,حمل
337,Gang::N,ход,مشية
338,Schritt::N,шаг,خطوة
339,Schritt::N,крок,خطوة
340,Norden::N,поўнач,شمال
341,Süden::N,поўдзень,جنوب
342,Westen::N,захад,غرب
343,Osten::N,усход,شرق
344,Holz::N,дрэва,خشب
345,Holz::N,драўніна,خشب
346,Brett::N,дошка,لوح
347,Platte::N,пліта,صفيحة
348,Stütze::N,падпорка,سند
349,Stütze::N,падпорка,دعامة
350,Stange::N,жэрдка,عود
351,Stock::N,палка,عصا
352,Stab::N,шост,قضيب
353,Rohr::N,труба,أنبوبة
354,Haus::N,дом,دار
355,Haus::N,дом,بيت
356,Heim::N,дом,بيت
357,Heim::N,дом,مسكن
358,Heim::N,хата,بيت
359,Heim::N,хата,مسكن
360,Ofen::N,печ,مدفأة
361,Fußboden::N,падлога,أرضية
362,Tisch::N,стол,مائدة
363,Stuhl::N,стул,كرسي
364,Stuhl::N,крэсла,كرسي
365,Wiege::N,калыска,مهد
366,Bett::N,ложак,سرير
367,Bett::N,пасцель,سرير
368,Regal::N,паліца,رف
369,Kiste::N,скрынка,صندوق
370,Fenster::N,акно,شباك
371,Fenster::N,акно,نافذة
372,Tür::N,дзверы,باب
373,Tor::N,вароты,بوابة
374,Zaun::N,агароджа,سياج
375,Dach::N,дах,سطح
376,Leiter::N,лесвіца,سلم
377,Besen::N,мятла,مكنسة
378,Spaten::N,лапата,مسحاة
379,Spaten::N,жалязняк,مسحاة
380,Schaufel::N,шуфлік,مجرفة
381,Schaufel::N,лапатка,مجرفة
382,Gabel::N,відэлец,شوكة
383,Löffel::N,лыжка,ملعقة
384,Messer::N,нож,سكين
385,Nagel::N,цвік,مسمار
386,Netz::N,сетка,شبكة
387,Haken::N,крук,خطاف
388,Haken::N,крук,صنارة
389,Griff::N,ручка,قبضة
390,Schloss::N,замок,قفل
391,Bild::N,карціна,صورة
392,Figur::N,фігура,تمثال
393,Puppe::N,лялька,دمية
394,Beutel::N,мяшок,كيس
395,Bündel::N,вязка,ربطة
396,Tasche::N,торба,شنطة
397,Tasche::N,торба,محفظة
398,Eimer::N,вядро,سطل
399,Eimer::N,вядро,جردل
400,Deckel::N,накрыўка,سداد
401,Geschirr::N,пасуда,أوان
402,Sack::N,мех,زكيبة
403,Tasse::N,кубак,فنجان
404,Topf::N,каструля,قدر
405,Topf::N,каструля,طنجرة
406,Kessel::N,кацёл,قدر
407,Kessel::N,кацёл,غلاية
408,Essen::N,ежа,طعام
409,Nahrung::N,харч,غذاء
410,Speise::N,страва,أكل
411,Fleisch::N,мяса,لحم
412,Getreide::N,збожжа,حبوب
413,Brei::N,каша,عصيدة
414,Brot::N,хлеб,خبز
415,Scheibe::N,луста,شريحة
416,Scheibe::N,скібка,شريحة
417,Fett::N,тлушч,سمن
418,Butter::N,масла,زبدة
419,Öl::N,алей,زيت
420,Salz::N,соль,ملح
421,Suppe::N,суп,حساء
422,Suppe::N,суп,شربة
423,Honig::N,мёд,عسل
424,Milch::N,малако,حليب
425,Tee::N,чай,شاي
426,Tee::N,гарбата,شاي
427,Leder::N,скура,جلد
428,Wolle::N,воўна,صوف
429,Stoff::N,тканіна,قماش
430,Nadel::N,іголка,إبرة
431,Faden::N,нітка,خيط
432,Knopf::N,гузік,زر
433,Knoten::N,вузел,عقدة
434,Farbe::N,фарба,صبغة
435,Kleidung::N,адзенне,ملابس
436,Hemd::N,кашуля,قميص
437,Kragen::N,каўнер,ياقة
438,Ärmel::N,рукаў,كم
439,Hose::N,штаны,سروال
440,Hose::N,штаны,بنطلون
441,Gürtel::N,пояс,حزام
442,Mütze::N,шапка,طاقية
443,Schuh::N,чаравік,حذاء
444,Stiefel::N,бот,جزمة
445,Stiefel::N,бот,حذاء طويل
446,Ring::N,кольца,حلقة
447,Band::N,стужка,شريط
448,Kamm::N,расчоска,مشط
449,Spiegel::N,люстра,مرآة
450,Riemen::N,рэмень,سير
451,Schnur::N,вяроўка,حبل
452,Schnur::N,вяроўка,دوبارة
453,Leine::N,павадок,قيد
454,Decke::N,коўдра,بطانية
455,Kissen::N,падушка,وسادة
456,Tuch::N,хустка,منديل
457,Handtuch::N,ручнік,فوطة
458,Handtuch::N,ручнік,منشفة
459,Kraft::N,сіла,قدرة
460,Stärke::N,моц,قوة
461,Gesundheit::N,здароўе,صحة
462,Krankheit::N,хвароба,مرض
463,Schmerz::N,боль,ألم
464,Schmerz::N,боль,وجع
465,Wunde::N,рана,جرح
466,Fieber::N,гарачка,حمى
467,Fieber::N,ліхаманка,حمى
468,Arznei::N,лекі,دواء
469,Brücke::N,мост,جسر
470,Brunnen::N,калодзеж,بئر
471,Weide::N,паша,مرعى
472,Pfad::N,сцежка,درب
473,Weg::N,шлях,سكة
474,Weg::N,дарога,سكة
475,Straße::N,вуліца,طريق
476,Dorf::N,вёска,قرية
477,Stadt::N,горад,مدينة
478,Brief::N,ліст,خطاب
479,Brief::N,ліст,مكتوب
480,Brief::N,пісьмо,خطاب
481,Brief::N,пісьмо,مكتوب
482,Buch::N,кніга,كتاب
483,Buchstabe::N,літара,حرف
484,Zeitung::N,газета,جريدة
485,Leben::N,жыццё,عيش
486,Leben::N,жыццё,حياة
487,Tod::N,смерць,موت
488,Tod::N,смерць,وفاة
489,Grab::N,магіла,قبر
490,Kirche::N,касцёл,كنيسة
491,Kirche::N,царква,كنيسة
492,Sünde::N,грэх,خطيئة
493,Gott::N,бог,إله
494,Arbeiter::N,рабочы,عامل
495,Chef::N,начальнік,رئيس
496,Meister::N,майстар,أسطى
497,Arzt::N,урач,طبيب
498,Lehrer::N,настаўнік,مدرس
499,Geld::N,грошы,نقود
500,Geschäft::N,заняцце,صفقة
501,Laden::N,крама,دكان
502,Laden::N,магазін,دكان
503,Preis::N,цана,سعر
504,Ware::N,тавар,بضاعة
505,Nutzen::N,выгада,فائدة
506,Reichtum::N,багацце,غنى
507,Reichtum::N,багацце,ثروة
508,Welt::N,свет,عالم
509,Welt::N,свет,دنيا
510,Land::N,краіна,بلد
511,Staat::N,дзяржава,دولة
512,König::N,кароль,ملك
513,Macht::N,улада,سلطة
514,Grenze::N,граніца,حدود
515,Krieg::N,вайна,حرب
516,Feind::N,вораг,عدو
517,Gewalt::N,насілле,عنف
518,Kampf::N,барацьба,قتال
519,Bogen[Waffe]::N,лук,قوس
520,Pfeil::N,страла,سهم
521,Gewehr::N,ружжо,بندقية
522,Fehler::N,памылка,خطأ
523,Lüge::N,хлусня,كذب
524,Schaden::N,шкода,تلف
525,Unglück::N,ліха,نحس
526,Unglück::N,бядота,نحس
527,Schuld::N,віна,ذنب
528,Alter::N,узрост,سن
529,Alter::N,узрост,عمر
530,Schluss::N,канец,ختام
531,Schluss::N,канец,نهاية
532,Zeit::N,час,وقت
533,Tag::N,дзень,يوم
534,Morgen::N,ранак,صباح
535,Morgen::N,раніца,صباح
536,Mittag::N,паўдня,ظهر
537,Mittag::N,поўдзень,ظهر
538,Abend::N,вечар,مساء
539,Nacht::N,ноч,ليلة
540,Woche::N,тыдзень,أسبوع
541,Monat::N,месяц,شهر
542,Jahr::N,год,عام
543,Jahr::N,год,سنة
544,Frühling::N,вясна,ربيع
545,Sommer::N,лета,صيف
546,Herbst::N,восень,خريف
547,Winter::N,зіма,شتاء
548,Januar::N,студзень,يناير
549,Januar::N,студзень,كانون الثاني
550,Februar::N,люты,شباط
551,Februar::N,люты,فبراير
552,März::N,сакавік,آذار
553,März::N,сакавік,مارس
554,April::N,красавік,نيسان
555,Mai::N,май,مايو
556,Mai::N,травень,مايو
557,Juni::N,чэрвень,يونيو
558,Juni::N,чэрвень,حزيران
559,Juli::N,ліпень,تموز
560,Juli::N,ліпень,يوليو
561,August::N,жнівень,آب
562,August::N,жнівень,أغسطس
563,September::N,верасень,أيلول
564,September::N,верасень,سبتمبر
565,Oktober::N,кастрычнік,أكتوبر
566,Oktober::N,кастрычнік,تشرين الأول
567,November::N,лістапад,نوفمبر
568,November::N,лістапад,تشرين الثاني
569,Dezember::N,снежань,ديسمبر
570,Dezember::N,снежань,كانون الأول
571,Montag::N,панядзелак,يوم الاثنين
572,Dienstag::N,аўторак,يوم الثلاثاء
573,Mittwoch::N,серада,يوم الأربعاء
574,Donnerstag::N,чацвер,يوم الخميس
575,Freitag::N,пятніца,يوم الجمعة
576,Samstag::N,субота,يوم السبت
577,Sonntag::N,нядзеля,يوم الأحد
578,groß::A,вялікі,كبير
579,klein::A,маленькі,صغير
580,lang::A,доўгі,طويل
581,kurz::A,кароткі,قصير
582,breit::A,шырокі,واسع
583,schmal::A,вузкі,ضيق
584,dicht::A,густы,كث
585,dicht::A,густы,كثيف
586,dick[Gegenstand]::A,тоўсты,غليظ
587,dünn::A,тонкі,رفيع
588,fein::A,тонкі,رقيق
589,fest::A,моцны,متين
590,flach::A,плоскі,سهل
591,flach::A,плоскі,منبسط
592,glatt::A,гладкі,ناعم
593,hart::A,цвёрды,صلب
594,hart::A,цвёрды,جامد
595,weich::A,мяккі,لين
596,rund::A,круглы,مستدير
597,spitz::A,спічасты,مدبب
598,spitz::A,востраканцовы,مدبب
599,scharf::A,востры,حاد
600,stumpf::A,тупы,ثالم
601,schwer::A,цяжкі,ثقيل
602,schön::A,прыгожы,جميل
603,heiß::A,гарачы,حار
604,heiß::A,гарачы,ساخن
605,warm::A,цёплы,دافئ
606,kalt::A,холадны,بارد
607,kühl::A,халаднаваты,قر
608,frisch::A,свежы,طازج
609,feucht::A,вільготны,رطب
610,nass::A,мокры,مبلول
611,trocken::A,сухі,جاف
612,voll::A,поўны,ملء
613,leer::A,пусты,خال
614,leer::A,пусты,فارغ
615,offen::A,адкрыты,مفتوح
616,offen::A,адчынены,مفتوح
617,geschlossen::A,закрыты,مغلق
618,geschlossen::A,зачынены,مغلق
619,sauber::A,чысты,نظيف
620,schmutzig::A,брудны,قذر
621,roh::A,сыры,نيء
622,reif::A,спелы,ناضج
623,lecker::A,смачны,لذيذ
624,süß::A,салодкі,حلو
625,bitter::A,горкі,مر
626,sauer::A,кіслы,حامض
627,hell::A,светлы,نير
628,dunkel::A,цёмны,مظلم
629,schwarz::A,чорны,أسود
630,weiß::A,белы,أبيض
631,rot::A,чырвоны,أحمر
632,gelb::A,жоўты,أصفر
633,blau::A,сіні,أزرق
634,grün::A,зялёны,أخضر
635,grau::A,шэры,رمادي
636,bunt::A,пяресты,ملوب
637,billig::A,танны,رخيص
638,teuer::A,дарагі,غال
639,wertvoll::A,цэнны,ثمين
640,wertvoll::A,каштоўны,ثمين
641,blind::A,сляпы,أعمى
642,taub::A,глухі,أصم
643,taub::A,глухі,أطرش
644,kräftig::A,магутны,قوي
645,stark::A,сільны,قوي
646,schwach::A,слабы,ضعيف
647,fett::A,тлусты,سمين
648,schlank::A,стройны,أهيف
649,hübsch::A,чароўны,جميل
650,böse::A,злы,رديء
651,dumm::A,дурны,أبله
652,dumm::A,дурны,أحمق
653,faul::A,лянівы,كسلان
654,fleißig::A,руплівы,مجتهد
655,geizig::A,прагны,بخيل
656,klug::A,разумны,ذكي
657,klug::A,разумны,عاقل
658,geschickt::A,умелы,ماهر
659,lieb::A,мілы,عزيز
660,lustig::A,вясёлы,مرح
661,sanft::A,ласкавы,حليم
662,hungrig::A,галодны,جائع
663,krank::A,хворы,مريض
664,nackt::A,голы,عار
665,traurig::A,сумны,حزين
666,lebendig::A,жывы,حي
667,gut::A,добры,جيد
668,schlecht::A,кепскі,سيء
669,richtig::A,правільны,صحيح
670,schlimm::A,агідны,خبيث
671,wahr::A,сапраўдны,حق
672,alt::A,стары,قديم
673,neu::A,новы,جديد
674,ehemalig::A,былы,سابق
675,alt[Lebewesen]::A,стары,مسن
676,jung::A,малады,شاب
677,jung::A,малады,صغير
678,arm::A,бедны,فقير
679,reich::A,багаты,غني
680,bekannt::A,знаёмы,معلوم
681,berühmt::A,славуты,مشهور
682,fremd::A,чужы,أجنبي
683,verschieden::A,розны,مختلف
684,nah::A,блізкі,قريب
685,fern::A,далёкі,بعيد
686,linker::A,левы,يسار
687,rechter::A,правы,يمين
688,anderer::A,іншы,آخر
689,anderer::A,другі,آخر
690,erster::A,першы,أول
691,zweiter::A,другі,ثان
692,dritter::A,трэці,ثالث
693,letzter::A,апошні,أخير
694,allein::ADV,сам,وحده
695,allein::ADV,адзін,وحده
696,auf einmal::ADV,адразу,بالمرة
697,zusammen::ADV,разам,معا
698,lange::ADV,доўга,مدة طويلة
699,plötzlich::ADV,раптам,فجأة
700,sofort::ADV,зараз,حالا
701,sofort::ADV,зараз,فورا
702,später::ADV,пазней,فيما بعد
703,jetzt::ADV,цяпер,الآن
704,jetzt::ADV,цяпер,حاليا
705,heute::ADV,сёння,اليوم
706,morgen::ADV,заўтра,غدا
707,bald::ADV,хутка,قريبا
708,bald::ADV,неўзабаве,قريبا
709,dann::ADV,потым,ثم
710,gestern::ADV,учора,أمس
711,gestern::ADV,учора,البارحة
712,einst::ADV,аднойчы,قديما
713,damals::ADV,тады,حينئذ
714,danach::ADV,затым,ثم
715,danach::ADV,затым,بعد ذلك
716,vorher::ADV,раней,من قبل
717,vorher::ADV,раней,قبل ذلك
718,zuerst::ADV,спярша,أولا
719,zuerst::ADV,спачатку,أولا
720,einmal::ADV,адзін раз,مرة
721,manchmal::ADV,часам,أحيانا
722,oft::ADV,часта,كثيرا
723,immer::ADV,заўсёды,دائما
724,niemals::ADV,ніколі,لا أبدا
725,hier::ADV,тут,هنا
726,hierhin::ADV,сюды,إلى هنا
727,von hier::ADV,адсюль,من هنا
728,von hier::ADV,адгэтуль,من هنا
729,dort::ADV,там,هناك
730,dorthin::ADV,туды,إلى هناك
731,geradeaus::ADV,прама,إلى الأمام
732,vorwärts::ADV,наперад,إلى الأمام
733,rückwärts::ADV,назад,إلى الوراء
734,zurück::ADV,назад,عودا
735,zurück::ADV,назад,إلى الخلف
736,unten::ADV,унізе,تحت
737,unten::ADV,унізе,في الأسفل
738,hinab::ADV,уніз,إلى تحت
739,oben::ADV,угары,فوق
740,oben::ADV,угары,في الأعلى
741,oben::ADV,наверсе,فوق
742,oben::ADV,наверсе,في الأعلى
743,hinauf::ADV,угару,إلى فوق
744,hinauf::ADV,угару,إلى الأعلى
745,überall::ADV,усюды,في كل مكان
746,nicht::ADV,не,لا
747,nicht::ADV,не,لم
748,ein wenig::ADV,трошкі,قليلا
749,kaum::ADV,ледзьве,كاد لا
750,sehr::ADV,вельмі,جدا
751,sehr::ADV,вельмі,كثيرا
752,so::ADV,так,كذا
753,so::ADV,так,كذلك
754,noch::ADV,яшчэ,ما زال
755,nur::ADV,толькі,فقط
756,schon::ADV,ужо,قد
757,wieder::ADV,зноў,من جديد
758,wieder::ADV,зноў,مرة أخرى
759,vergebens::ADV,дарма,عبثا
760,vergebens::ADV,дарэмна,عبثا
761,vor::PRP,перад,أمام
762,hinter::PRP,за,خلف
763,hinter::PRP,за,وراء
764,hinter::PRP,ззаду,خلف
765,hinter::PRP,ззаду,وراء
766,unter::PRP,пад,تحت
767,durch::PRP,праз,عبر
768,durch::PRP,праз,خلال
769,neben::PRP,каля,جنب
770,neben::PRP,каля,بجانب
771,zwischen::PRP,між,بين
772,zwischen::PRP,паміж,بين
773,wegen::PRP,з-за,بسبب
774,dies::PRN,гэта,هذا
775,das::PRN,тое,ذلك
776,alles::PRN,усё,الكل
777,ich::PRN,я,أنا
778,du::PRN,ты,أنت
779,er::PRN,ён,هو
780,wir::PRN,мы,نحن
781,ihr::PRN,вы,أنتم
782,ihr::PRN,вы,أنتن
783,sie::PRN,яны,هم
784,sie::PRN,яны,هن
785,was::FPRN,што,ما
786,wer::FPRN,хто,من
787,wo::FADV,дзе,أين
788,wohin::FADV,куды,إلى أين
789,wie::FADV,як,كيف
790,warum::FADV,чаму,لماذا
791,wieviel::FNUM,колькі,كم
792,eins::NUM,адзін,واحد
793,zwei::NUM,два,اثنين
794,drei::NUM,тры,ثلاثة
795,vier::NUM,чатыры,أربعة
796,fünf::NUM,пяць,خمسة
797,sechs::NUM,шесць,ستة
798,sieben::NUM,сем,سبعة
799,acht::NUM,восем,ثمانية
800,neun::NUM,дзевяць,تسعة
