,Concept_ID,mhr,mhr
53,Ader::N,шӧн,шӧн
54,Sehne::N,шӧн,шӧн
55,Sehne::N,шӧн,кӱсе́н
56,Sehne::N,кӱсе́н,шӧн
57,Sehne::N,кӱсе́н,кӱсе́н
58,Knochen::N,лу,лу
59,Gehirn::N,вем,вем
60,Gehirn::N,вем,вуйве́м
61,Gehirn::N,вуйве́м,вем
62,Gehirn::N,вуйве́м,вуйве́м
63,Herz::N,шӱм,шӱм
64,Magen::N,пага́р,пага́р
65,Leber::N,мокш,мокш
66,Atem::N,шӱ́лыш,шӱ́лыш
67,Hunger::N,шужыма́ш,шужыма́ш
68,Träne::N,шинчавӱ́д,шинчавӱ́д
69,Geschmack::N,там,там
70,Geruch::N,пуш,пуш
71,Schlaf::N,о́мо,о́мо
72,Traum::N,йӱдо́мо,йӱдо́мо
73,Himmel::N,кава́,кава́
74,Sonne::N,ке́че,ке́че
75,Mond::N,ты́лзе,ты́лзе
76,Stern::N,шӱ́дыр,шӱ́дыр
77,Luft::N,юж,юж
78,Wind::N,марде́ж,марде́ж
79,Welle::N,то́лкын,то́лкын
80,Wasser::N,вӱд,вӱд
81,Stein::N,кӱ,кӱ
82,Boden::N,рок,рок
83,Erde::N,мла́нде,мла́нде
84,Staub::N,пура́к,пура́к
85,Rauch::N,шикш,шикш
86,Funke::N,сеске́м,сеске́м
87,Funke::N,сеске́м,тулйы́п
88,Funke::N,тулйы́п,сеске́м
89,Funke::N,тулйы́п,тулйы́п
90,Feuer::N,тул,тул
91,Licht::N,со́то,со́то
92,Schatten::N,ӱ́мыл,ӱ́мыл
93,Wetter::N,иге́че,иге́че
94,Nebel::N,тӱтыра́,тӱтыра́
95,Wolke::N,пыл,пыл
96,Regen::N,йӱр,йӱр
97,Schnee::N,лум,лум
98,Eis::N,ий,ий
99,Frost::N,чатлама́,чатлама́
100,Kälte::N,йӱ́штӧ,йӱ́штӧ
101,Hitze::N,шо́кшо,шо́кшо
102,Raureif::N,пӧрш,пӧрш
103,Raureif::N,пӧрш,по́кшым
104,Raureif::N,по́кшым,пӧрш
105,Raureif::N,по́кшым,по́кшым
106,Regenbogen::N,шонанпы́л,шонанпы́л
107,Donner::N,кӱ́дырчӧ,кӱ́дырчӧ
108,Strömung::N,йо́гын,йо́гын
109,Tropfen::N,чӱча́лтыш,чӱча́лтыш
110,Schaum::N,шоҥ,шоҥ
111,Schmutz::N,лавыра́,лавыра́
112,See::N,ер,ер
113,Sumpf::N,лӱ́кӧ,лӱ́кӧ
114,Moor::N,куп,куп
115,Wiese::N,о́лык,о́лык
116,Wald::N,чодыра́,чодыра́
117,Hügel::N,арка́,арка́
118,Anhöhe::N,тӧва́,тӧва́
119,Anhöhe::N,тӧва́,кӱкшака́
120,Anhöhe::N,кӱкшака́,тӧва́
121,Anhöhe::N,кӱкшака́,кӱкшака́
122,Berg::N,ку́рык,ку́рык
123,Gipfel::N,чаҥга́,чаҥга́
124,Gipfel::N,чаҥга́,курыкву́й
125,Gipfel::N,курыкву́й,чаҥга́
126,Gipfel::N,курыкву́й,курыкву́й
127,Höhle::N,пеще́р,пеще́р
128,Höhle::N,пеще́р,курыкпо́мыш
129,Höhle::N,курыкпо́мыш,пеще́р
130,Höhle::N,курыкпо́мыш,курыкпо́мыш
131,Abhang::N,та́йыл,та́йыл
132,Quelle::N,важ,важ
133,Quelle::N,важ,вӱдшинча́
134,Quelle::N,вӱдшинча́,важ
135,Quelle::N,вӱдшинча́,вӱдшинча́
136,Bach::N,изэҥе́р,изэҥе́р
137,Fluss::N,эҥе́р,эҥе́р
138,Ufer::N,сер,сер
139,Küste::N,вӱдтӱ́р,вӱдтӱ́р
140,Festland::N,мла́нде,мла́нде
141,Meer::N,те́ҥыз,те́ҥыз
142,Bucht::N,икса́,икса́
143,Insel::N,отро́,отро́
144,Blume::N,пеле́дыш,пеле́дыш
145,Gras::N,шу́до,шу́до
146,Wurzel::N,вож,вож
147,Baum::N,пуше́ҥге,пуше́ҥге
148,Stamm::N,йы́тыр,йы́тыр
149,Rinde::N,шӱм,шӱм
150,Ast::N,укш,укш
151,Zweig::N,торма́к,торма́к
152,Blatt::N,лышта́ш,лышта́ш
153,Birke::N,куэ́,куэ́
154,Kiefer[Baum]::N,пӱ́нчӧ,пӱ́нчӧ
155,Weide[Baum]::N,уа́,уа́
156,Tanne::N,кож,кож
157,Horn::N,шур,шур
158,Feder::N,пы́стыл,пы́стыл
159,Fell::N,кова́ште,кова́ште
160,Flügel::N,шу́лдыр,шу́лдыр
161,Klaue::N,кӱч,кӱч
162,Kralle::N,ла́па,ла́па
163,Kralle::N,ла́па,копа́
164,Kralle::N,копа́,ла́па
165,Kralle::N,копа́,копа́
166,Schwanz::N,поч,поч
167,Ei::N,му́но,му́но
168,Nest::N,пыжа́ш,пыжа́ш
169,Bau::N,пыжа́ш,пыжа́ш
170,Tier::N,я́нлык,я́нлык
171,Tier::N,я́нлык,живо́тный
172,Tier::N,живо́тный,я́нлык
173,Tier::N,живо́тный,живо́тный
174,Herde::N,кӱ́тӱ,кӱ́тӱ
175,Herde::N,кӱ́тӱ,тӱшка́
176,Herde::N,тӱшка́,кӱ́тӱ
177,Herde::N,тӱшка́,тӱшка́
178,Kuh::N,ушка́л,ушка́л
179,Bulle::N,ӱ́шкыж,ӱ́шкыж
180,Pferd::N,и́мне,и́мне
181,Schaf::N,шо́рык,шо́рык
182,Schwein::N,сӧсна́,сӧсна́
183,Hund::N,пий,пий
184,Katze::N,пы́рыс,пы́рыс
185,Bär::N,маска́,маска́
186,Eichhörnchen::N,ур,ур
187,Elch::N,шо́рдо,шо́рдо
188,Fuchs::N,ры́выж,ры́выж
189,Hase::N,мера́ҥ,мера́ҥ
190,Maus::N,коля́,коля́
191,Wolf::N,пи́ре,пи́ре
192,Vogel::N,ка́йык,ка́йык
193,Schwarm::N,каша́к,каша́к
194,Huhn::N,чы́ве,чы́ве
195,Hahn::N,агыта́н,агыта́н
196,Gans::N,ко́мбо,ко́мбо
197,Adler::N,карагу́ш,карагу́ш
198,Ente::N,лу́до,лу́до
199,Eule::N,тумна́,тумна́
200,Kranich::N,турня́,турня́
201,Krähe::N,кора́к,кора́к
202,Kuckuck::N,куку́,куку́
203,Schwan::N,йӱ́ксӧ,йӱ́ксӧ
204,Fisch::N,кол,кол
205,Barsch::N,ола́ҥге,ола́ҥге
206,Hecht::N,нуж,нуж
207,Hecht::N,нуж,чорта́н
208,Hecht::N,чорта́н,нуж
209,Hecht::N,чорта́н,чорта́н
210,Schlange[Tier]::N,ки́шке,ки́шке
211,Wurm::N,шукш,шукш
212,Spinne::N,эҥыре́мыш,эҥыре́мыш
213,Ameise::N,ку́тко,ку́тко
214,Laus::N,тий,тий
215,Mücke::N,шыҥа́,шыҥа́
216,Fliege::N,ка́рме,ка́рме
217,Schmetterling::N,лы́ве,лы́ве
218,Beere::N,мӧр,мӧр
219,Apfel::N,олма́,олма́
220,Pilz::N,по́ҥго,по́ҥго
221,Zwiebel::N,шога́н,шога́н
222,Saat::N,нӧ́шмӧ,нӧ́шмӧ
223,Saat::N,нӧ́шмӧ,туш
224,Saat::N,туш,нӧ́шмӧ
225,Saat::N,туш,туш
226,Korn::N,шу́рно,шу́рно
227,Heu::N,шу́до,шу́до
228,Schale::N,шӱм,шӱм
229,Grube::N,выне́м,выне́м
230,Falle::N,лӧ́дӧ,лӧ́дӧ
231,Schlinge::N,о́птыш,о́птыш
232,Schlinge::N,о́птыш,шӧрга́лтыш
233,Schlinge::N,шӧрга́лтыш,о́птыш
234,Schlinge::N,шӧрга́лтыш,шӧрга́лтыш
235,Spur::N,кыша́,кыша́
236,Asche::N,ло́мыж,ло́мыж
237,Dreck::N,лавыра́,лавыра́
238,Eisen::N,кӱ́ртньӧ,кӱ́ртньӧ
239,Gold::N,шӧ́ртньӧ,шӧ́ртньӧ
240,Silber::N,ший,ший
241,Kohle::N,мландышӱ́й,мландышӱ́й
242,Glas::N,янда́,янда́
243,Lehm::N,шун,шун
244,Sand::N,ошма́,ошма́
245,Mensch::N,еҥ,еҥ
246,Mensch::N,еҥ,айде́ме
247,Mensch::N,айде́ме,еҥ
248,Mensch::N,айде́ме,айде́ме
249,Mann::N,пӧръе́ҥ,пӧръе́ҥ
250,Frau::N,ӱдырама́ш,ӱдырама́ш
251,Kind::N,аза́,аза́
252,Junge::N,рве́зе,рве́зе
253,Mädchen::N,ӱдыра́ш,ӱдыра́ш
254,Familie::N,еш,еш
255,Großvater::N,коча́,коча́
256,Großmutter::N,кова́,кова́
257,Eltern::N,ача́-ава́,ача́-ава́
258,Vater::N,ача́,ача́
259,Mutter::N,ава́,ава́
260,Sohn::N,э́рге,э́рге
261,Tochter::N,ӱ́дыр,ӱ́дыр
262,Bruder::N,иза́,иза́
263,Bruder::N,иза́,шо́льо
264,Bruder::N,шо́льо,иза́
265,Bruder::N,шо́льо,шо́льо
266,Schwester::N,ака́,ака́
267,Onkel::N,иза́,иза́
268,Tante::N,кока́,кока́
269,Ehemann::N,мари́й,мари́й
270,Ehefrau::N,ва́те,ва́те
271,Freude::N,куа́н,куа́н
272,Freude::N,куа́н,куаныма́ш
273,Freude::N,куаныма́ш,куа́н
274,Freude::N,куаныма́ш,куаныма́ш
275,Gelächter::N,во́штылтыш,во́штылтыш
276,Glück::N,пиа́л,пиа́л
277,Kummer::N,о́йго,о́йго
278,Wunsch::N,ку́мыл,ку́мыл
279,Lust::N,ку́мыл,ку́мыл
280,Geist::N,ӧрт,ӧрт
281,Geist::N,ӧрт,чон
282,Geist::N,чон,ӧрт
283,Geist::N,чон,чон
284,Gedanke::N,ой,ой
285,Gedanke::N,ой,шоныма́ш
286,Gedanke::N,шоныма́ш,ой
287,Gedanke::N,шоныма́ш,шоныма́ш
288,Gedächtnis::N,шарныма́ш,шарныма́ш
289,Verstand::N,уш,уш
290,Sinn::N,смысл,смысл
291,Grund::N,ама́л,ама́л
292,Wahrheit::N,чын,чын
293,Gespräch::N,мутланыма́ш,мутланыма́ш
294,Märchen::N,йома́к,йома́к
295,Erzählung::N,ойлыма́ш,ойлыма́ш
296,Nachricht::N,увертарыма́ш,увертарыма́ш
297,Neuigkeit::N,уве́р,уве́р
298,Name::N,лӱм,лӱм
299,Rätsel::N,ту́што,ту́што
300,Rede::N,ойлыма́ш,ойлыма́ш
301,Sprache::N,йы́лме,йы́лме
302,Stimme::N,йӱк,йӱк
303,Wort::N,ой,ой
304,Wort::N,ой,мут
305,Wort::N,мут,ой
306,Wort::N,мут,мут
307,Zeichen::N,ти́ште,ти́ште
308,Zeichen::N,ти́ште,знак
309,Zeichen::N,знак,ти́ште
310,Zeichen::N,знак,знак
311,Ruf::N,ӱжма́ш,ӱжма́ш
312,Lärm::N,лӱшкыма́ш,лӱшкыма́ш
313,Lärm::N,лӱшкыма́ш,йӱк-йӱа́н
314,Lärm::N,йӱк-йӱа́н,лӱшкыма́ш
315,Lärm::N,йӱк-йӱа́н,йӱк-йӱа́н
316,Laut::N,йӱк,йӱк
317,Ton::N,йӱксе́м,йӱксе́м
318,Lied::N,му́ро,му́ро
319,Ruhe::N,ты́мык,ты́мык
320,Leute::N,еҥ-влак,еҥ-влак
321,Volk::N,ка́лык,ка́лык
322,Arbeit::N,паша́,паша́
323,Gast::N,уна́,уна́
324,Geschenk::N,пӧле́к,пӧле́к
325,Spiel::N,мо́дыш,мо́дыш
326,Spiel::N,мо́дыш,модма́ш
327,Spiel::N,модма́ш,мо́дыш
328,Spiel::N,модма́ш,модма́ш
329,Gesellschaft::N,тӱшка́,тӱшка́
330,Hilfe::N,по́лыш,по́лыш
331,Freund::N,таҥ,таҥ
332,Freund::N,таҥ,йолта́ш
333,Freund::N,йолта́ш,таҥ
334,Freund::N,йолта́ш,йолта́ш
335,Kamerad::N,таҥ,таҥ
336,Angelegenheit::N,паша́,паша́
337,Anzahl::N,чот,чот
338,Art::N,вид,вид
339,Stück::N,ка́тыш,ка́тыш
340,Stück::N,ка́тыш,ла́стык
341,Stück::N,ла́стык,ка́тыш
342,Stück::N,ла́стык,ла́стык
343,Teil::N,ужа́ш,ужа́ш
344,Hälfte::N,пел,пел
345,Hälfte::N,пел,пе́ле
346,Hälfte::N,пе́ле,пел
347,Hälfte::N,пе́ле,пе́ле
348,Kreis::N,ты́ртыш,ты́ртыш
349,Kreuz::N,ыре́с,ыре́с
350,Linie::N,ли́ний,ли́ний
351,Strich::N,коре́ш,коре́ш
352,Abstand::N,кокла́,кокла́
353,Entfernung::N,тора́,тора́
354,Entfernung::N,тора́,ку́жыт
355,Entfernung::N,ку́жыт,тора́
356,Entfernung::N,ку́жыт,ку́жыт
357,Gegend::N,кунде́м,кунде́м
358,Platz::N,ку́мдык,ку́мдык
359,Ort::N,вер,вер
360,Ort::N,вер,о́лмо
361,Ort::N,о́лмо,вер
362,Ort::N,о́лмо,о́лмо
363,Seite::N,ӧ́рдыж,ӧ́рдыж
364,Mitte::N,покше́л,покше́л
365,Gegenstand::N,наста́,наста́
366,Sache::N,наста́,наста́
367,Rand::N,тӱр,тӱр
368,Kante::N,тӱр,тӱр
369,Ecke::N,лук,лук
370,Spitze::N,вуй,вуй
371,Ende::N,муча́ш,муча́ш
372,Loch::N,рож,рож
373,Winkel::N,лук,лук
374,Muster::N,пеза́к,пеза́к
375,Muster::N,пеза́к,узо́р
376,Muster::N,пеза́к,ӱ́лгӧ
377,Muster::N,узо́р,пеза́к
378,Muster::N,узо́р,узо́р
379,Muster::N,узо́р,ӱ́лгӧ
380,Muster::N,ӱ́лгӧ,пеза́к
381,Muster::N,ӱ́лгӧ,узо́р
382,Muster::N,ӱ́лгӧ,ӱ́лгӧ
383,Größe::N,кӱ́кшыт,кӱ́кшыт
384,Länge::N,ку́тыш,ку́тыш
385,Höhe::N,кӱ́кшыт,кӱ́кшыт
386,Gewicht::N,не́лыт,не́лыт
387,Menge::N,чот,чот
388,Haufen::N,кы́шыл,кы́шыл
389,Reihe::N,рада́м,рада́м
390,Boot::N,пуш,пуш
391,Ruder::N,эшка́к,эшка́к
392,Schlitten::N,тер,тер
393,Schlitten::N,тер,изде́р
394,Schlitten::N,изде́р,тер
395,Schlitten::N,изде́р,изде́р
396,Ski::N,е́че,е́че
397,Lagerfeuer::N,туло́то,туло́то
398,Last::N,нӧ́лтыш,нӧ́лтыш
399,Gang::N,ошкылма́ш,ошкылма́ш
400,Schritt::N,о́шкыл,о́шкыл
401,Norden::N,йӱдйыма́л,йӱдйыма́л
402,Süden::N,кечывалве́л,кечывалве́л
403,Westen::N,касве́л,касве́л
404,Osten::N,эрве́л,эрве́л
405,Holz::N,пу,пу
406,Brett::N,оҥа́,оҥа́
407,Platte::N,аста́р,аста́р
408,Stütze::N,чара́к,чара́к
409,Stange::N,лома́ш,лома́ш
410,Stock::N,тоя́,тоя́
411,Stab::N,вара́,вара́
412,Stab::N,вара́,кашта́
413,Stab::N,кашта́,вара́
414,Stab::N,кашта́,кашта́
415,Rohr::N,пуч,пуч
416,Haus::N,пӧрт,пӧрт
417,Heim::N,мӧ́ҥгӧ,мӧ́ҥгӧ
418,Ofen::N,комака́,комака́
419,Fußboden::N,кӱва́р,кӱва́р
420,Tisch::N,ӱсте́л,ӱсте́л
421,Stuhl::N,пӱке́н,пӱке́н
422,Wiege::N,шепка́,шепка́
423,Bett::N,ва́кшыш,ва́кшыш
424,Regal::N,шӧ́рлык,шӧ́рлык
425,Kiste::N,шо́ндык,шо́ндык
426,Kiste::N,шо́ндык,я́шлык
427,Kiste::N,я́шлык,шо́ндык
428,Kiste::N,я́шлык,я́шлык
429,Fenster::N,окна́,окна́
430,Tür::N,омса́,омса́
431,Tor::N,капка́,капка́
432,Zaun::N,сава́р,сава́р
433,Dach::N,леве́дыш,леве́дыш
434,Leiter::N,тошка́лтыш,тошка́лтыш
435,Besen::N,ӱштерво́штыр,ӱштерво́штыр
436,Spaten::N,ко́льмо,ко́льмо
437,Schaufel::N,сово́к,сово́к
438,Schaufel::N,сово́к,су́ско
439,Schaufel::N,су́ско,сово́к
440,Schaufel::N,су́ско,су́ско
441,Gabel::N,ви́лке,ви́лке
442,Löffel::N,па́не,па́не
443,Löffel::N,па́не,совла́
444,Löffel::N,совла́,па́не
445,Löffel::N,совла́,совла́
446,Messer::N,кӱ́зӧ,кӱ́зӧ
447,Nagel::N,пуда́,пуда́
448,Netz::N,вапш,вапш
449,Haken::N,са́гыле,са́гыле
450,Griff::N,кыл,кыл
451,Schloss::N,кӧгӧ́н,кӧгӧ́н
452,Bild::N,сӱре́т,сӱре́т
453,Figur::N,фигу́р,фигу́р
454,Puppe::N,курча́к,курча́к
455,Beutel::N,меша́к,меша́к
456,Bündel::N,арша́ш,арша́ш
457,Tasche::N,сумка́,сумка́
458,Eimer::N,ведра́,ведра́
459,Deckel::N,ко́мдыш,ко́мдыш
460,Geschirr::N,а́те,а́те
461,Sack::N,куль,куль
462,Sack::N,куль,меша́к
463,Sack::N,меша́к,куль
464,Sack::N,меша́к,меша́к
465,Tasse::N,чу́кыр,чу́кыр
466,Tasse::N,чу́кыр,чашка́
467,Tasse::N,чашка́,чу́кыр
468,Tasse::N,чашка́,чашка́
469,Topf::N,ми́ске,ми́ске
470,Kessel::N,под,под
471,Essen::N,ко́чкыш,ко́чкыш
472,Nahrung::N,ку́рго,ку́рго
473,Speise::N,ко́чкыш,ко́чкыш
474,Fleisch::N,шыл,шыл
475,Getreide::N,шу́рно,шу́рно
476,Brei::N,пу́чымыш,пу́чымыш
477,Brot::N,ки́нде,ки́нде
478,Scheibe::N,ка́тыш,ка́тыш
479,Fett::N,коя́,коя́
480,Butter::N,ӱй,ӱй
481,Öl::N,ӱй,ӱй
482,Salz::N,шинча́л,шинча́л
483,Suppe::N,шӱр,шӱр
484,Honig::N,мӱй,мӱй
485,Milch::N,шӧр,шӧр
486,Tee::N,чай,чай
487,Leder::N,сура́н,сура́н
488,Leder::N,сура́н,шӱ́штӧ
489,Leder::N,шӱ́штӧ,сура́н
490,Leder::N,шӱ́штӧ,шӱ́штӧ
491,Wolle::N,пун,пун
492,Stoff::N,куэ́м,куэ́м
493,Stoff::N,куэ́м,посто́
494,Stoff::N,посто́,куэ́м
495,Stoff::N,посто́,посто́
496,Nadel::N,и́ме,и́ме
497,Faden::N,шӱ́ртӧ,шӱ́ртӧ
498,Knopf::N,по́лдыш,по́лдыш
499,Knoten::N,пышке́м,пышке́м
500,Farbe::N,чия́,чия́
501,Kleidung::N,чие́м,чие́м
502,Kleidung::N,чие́м,вурге́м
503,Kleidung::N,вурге́м,чие́м
504,Kleidung::N,вурге́м,вурге́м
505,Hemd::N,ту́выр,ту́выр
506,Kragen::N,сога́,сога́
507,Ärmel::N,шокш,шокш
508,Hose::N,йола́ш,йола́ш
509,Gürtel::N,ӱ́штӧ,ӱ́штӧ
510,Mütze::N,упш,упш
511,Schuh::N,боти́нке,боти́нке
512,Stiefel::N,кем,кем
513,Ring::N,шерга́ш,шерга́ш
514,Band::N,тасма́,тасма́
515,Band::N,тасма́,ле́нте
516,Band::N,ле́нте,тасма́
517,Band::N,ле́нте,ле́нте
518,Kamm::N,шерге́,шерге́
519,Spiegel::N,вошто́нчыш,вошто́нчыш
520,Riemen::N,кӱзанӱ́штӧ,кӱзанӱ́штӧ
521,Schnur::N,кере́м,кере́м
522,Schnur::N,кере́м,кандыра́
523,Schnur::N,кандыра́,кере́м
524,Schnur::N,кандыра́,кандыра́
525,Leine::N,вӱра́ҥ,вӱра́ҥ
526,Decke::N,леве́дыш,леве́дыш
527,Decke::N,леве́дыш,одея́л
528,Decke::N,одея́л,леве́дыш
529,Decke::N,одея́л,одея́л
530,Kissen::N,кӱ́пчык,кӱ́пчык
531,Tuch::N,шо́выч,шо́выч
532,Handtuch::N,со́лык,со́лык
533,Kraft::N,вий,вий
534,Kraft::N,вий,куа́т
535,Kraft::N,куа́т,вий
536,Kraft::N,куа́т,куа́т
537,Stärke::N,куа́т,куа́т
538,Stärke::N,куа́т,карма́н
539,Stärke::N,карма́н,куа́т
540,Stärke::N,карма́н,карма́н
541,Gesundheit::N,таза́лык,таза́лык
542,Krankheit::N,чер,чер
543,Schmerz::N,ко́рштыш,ко́рштыш
544,Wunde::N,су́сыр,су́сыр
545,Fieber::N,йӱштыму́ж,йӱштыму́ж
546,Fieber::N,йӱштыму́ж,лихора́дке
547,Fieber::N,лихора́дке,йӱштыму́ж
548,Fieber::N,лихора́дке,лихора́дке
549,Arznei::N,эм,эм
550,Brücke::N,кӱва́р,кӱва́р
551,Brunnen::N,вӱдвыне́м,вӱдвыне́м
552,Weide::N,нурше́р,нурше́р
553,Pfad::N,йолго́рно,йолго́рно
554,Pfad::N,йолго́рно,сокма́к
555,Pfad::N,сокма́к,йолго́рно
556,Pfad::N,сокма́к,сокма́к
557,Weg::N,ко́рно,ко́рно
558,Straße::N,ко́рно,ко́рно
559,Dorf::N,ял,ял
560,Stadt::N,ола́,ола́
561,Brief::N,се́рыш,се́рыш
562,Buch::N,книга́,книга́
563,Buchstabe::N,буква́,буква́
564,Zeitung::N,газе́т,газе́т
565,Leben::N,и́лыш,и́лыш
566,Tod::N,колыма́ш,колыма́ш
567,Grab::N,шӱга́р,шӱга́р
568,Kirche::N,че́рке,че́рке
569,Sünde::N,су́лык,су́лык
570,Gott::N,ю́мо,ю́мо
571,Arbeiter::N,паша́зе,паша́зе
572,Chef::N,тӧра́,тӧра́
573,Meister::N,маста́р,маста́р
574,Arzt::N,врач,врач
575,Lehrer::N,ту́ныктышо,ту́ныктышо
576,Geld::N,окса́,окса́
577,Geschäft::N,сатулыма́ш,сатулыма́ш
578,Laden::N,ке́выт,ке́выт
579,Preis::N,ак,ак
580,Ware::N,сату́,сату́
581,Nutzen::N,пайда́,пайда́
582,Reichtum::N,поя́нлык,поя́нлык
583,Welt::N,тӱня́,тӱня́
584,Land::N,эл,эл
585,Staat::N,кугыжа́ныш,кугыжа́ныш
586,König::N,кугыжа́,кугыжа́
587,Macht::N,власть,власть
588,Grenze::N,грани́ца,грани́ца
589,Krieg::N,сар,сар
590,Feind::N,тушма́н,тушма́н
591,Gewalt::N,виешлыма́ш,виешлыма́ш
592,Kampf::N,кредалма́ш,кредалма́ш
593,Bogen[Waffe]::N,юҥе́ж,юҥе́ж
594,Pfeil::N,пикш,пикш
595,Gewehr::N,пыча́л,пыча́л
596,Fehler::N,йо́ҥылыш,йо́ҥылыш
597,Lüge::N,шоя́к,шоя́к
598,Schaden::N,зия́н,зия́н
599,Unglück::N,эҥге́к,эҥге́к
600,Schuld::N,тита́к,тита́к
601,Schuld::N,тита́к,йола́
602,Schuld::N,йола́,тита́к
603,Schuld::N,йола́,йола́
604,Alter::N,ийго́т,ийго́т
605,Schluss::N,муча́ш,муча́ш
606,Zeit::N,жап,жап
607,Zeit::N,жап,па́гыт
608,Zeit::N,па́гыт,жап
609,Zeit::N,па́гыт,па́гыт
610,Tag::N,ке́че,ке́че
611,Morgen::N,эр,эр
612,Mittag::N,кечыва́л,кечыва́л
613,Abend::N,кас,кас
614,Nacht::N,йӱд,йӱд
615,Woche::N,арня́,арня́
616,Monat::N,ты́лзе,ты́лзе
617,Jahr::N,ий,ий
618,Frühling::N,шо́шо,шо́шо
619,Sommer::N,кеҥе́ж,кеҥе́ж
620,Herbst::N,шы́же,шы́же
621,Winter::N,те́ле,те́ле
622,Januar::N,шоркыйол,шоркыйол
623,Januar::N,шоркыйол,идалыкву́й
624,Januar::N,шоркыйол,янва́рь
625,Januar::N,идалыкву́й,шоркыйол
626,Januar::N,идалыкву́й,идалыкву́й
627,Januar::N,идалыкву́й,янва́рь
628,Januar::N,янва́рь,шоркыйол
629,Januar::N,янва́рь,идалыкву́й
630,Januar::N,янва́рь,янва́рь
631,Februar::N,пургыж,пургыж
632,Februar::N,пургыж,февра́ль
633,Februar::N,февра́ль,пургыж
634,Februar::N,февра́ль,февра́ль
635,März::N,ӱярня,ӱярня
636,März::N,ӱярня,март
637,März::N,март,ӱярня
638,März::N,март,март
639,April::N,апре́ль,апре́ль
640,Mai::N,ага,ага
641,Mai::N,ага,май
642,Mai::N,май,ага
643,Mai::N,май,май
644,Juni::N,пеледыш,пеледыш
645,Juni::N,пеледыш,ию́нь
646,Juni::N,ию́нь,пеледыш
647,Juni::N,ию́нь,ию́нь
648,Juli::N,сӱрем,сӱрем
649,Juli::N,сӱрем,ию́ль
650,Juli::N,ию́ль,сӱрем
651,Juli::N,ию́ль,ию́ль
652,August::N,сорла,сорла
653,August::N,сорла,агарма́н
654,August::N,сорла,а́вгуст
655,August::N,агарма́н,сорла
656,August::N,агарма́н,агарма́н
657,August::N,агарма́н,а́вгуст
658,August::N,а́вгуст,сорла
659,August::N,а́вгуст,агарма́н
660,August::N,а́вгуст,а́вгуст
661,September::N,идым,идым
662,September::N,идым,сентя́брь
663,September::N,сентя́брь,идым
664,September::N,сентя́брь,сентя́брь
665,Oktober::N,шыжа,шыжа
666,Oktober::N,шыжа,октя́брь
667,Oktober::N,октя́брь,шыжа
668,Oktober::N,октя́брь,октя́брь
669,November::N,кылме тылзе,кылме тылзе
670,November::N,кылме тылзе,ноя́брь
671,November::N,ноя́брь,кылме тылзе
672,November::N,ноя́брь,ноя́брь
673,Dezember::N,дека́брь,дека́брь
674,Montag::N,шо́чмо,шо́чмо
675,Dienstag::N,ку́шкыжмо,ку́шкыжмо
